occurrence_id	page	locus	token_index	surface	prefix	prefix_surface	cth_root	remainder	bare_counterpart_surface	section	hand	triple_exact_token_stable	triple_boundary_normalized	in_inherited_cth_surface_deck	working_composition_de	surface_line
G631-O0442	f80r	f80r.14	4	chcthy	CH	ch	cth	y	cthy	B	2	1	1	1	trockene cth-Pflanzenteilform	solkain shl lky chcthy qokain qotchy qotal dy chckhy lchey qotar otal
G631-O0443	f80r	f80r.18	7	shcthy	SH	sh	cth	y	cthy	B	2	1	1	1	feuchte cth-Pflanzenteilform	paiin sheol qokain chety qokeedy qokar shcthy qotol shecthy qokain olkam
G631-O0444	f80r	f80r.19	8	chcthy	CH	ch	cth	y	cthy	B	2	1	1	1	trockene cth-Pflanzenteilform	dcheol shedy qokeel qotaiin chtal schcthy qokal chcthy qokain okain oloky
G631-O0445	f80r	f80r.21	11	chcthy	CH	ch	cth	y	cthy	B	2	1	1	1	trockene cth-Pflanzenteilform	shedy qokey shckhey qotar chckhy otol teol sheol qotal oltain chcthy
G631-O0446	f80r	f80r.23	7	shcthy	SH	sh	cth	y	cthy	B	2	1	1	1	feuchte cth-Pflanzenteilform	yshey l shey kaiin lor aiiin shcthy pchey ty ol keedy tar oky lar
G631-O0447	f80r	f80r.30	3	chcthy	CH	ch	cth	y	cthy	B	2	1	1	1	trockene cth-Pflanzenteilform	dshedy qokal chcthy qokain shedy okaiin shey dainol
G631-O0448	f80r	f80r.40	5	shcthy	SH	sh	cth	y	cthy	B	2	1	1	1	feuchte cth-Pflanzenteilform	torolshsdy opchey shepchy qotain shcthy qokedy daly
G631-O0449	f80v	f80v.3	4	chcthy	CH	ch	cth	y	cthy	B	2	1	1	1	trockene cth-Pflanzenteilform	schedy qolchedy qokaiin chcthy otaiin sheeky qol
G631-O0450	f80v	f80v.10	4	shcthy	SH	sh	cth	y	cthy	B	2	1	1	1	feuchte cth-Pflanzenteilform	sol sheey qokaiin shcthy dolshedy qokal shecthy qotainol
G631-O0451	f80v	f80v.34	5	cthor	BARE	NONE	cth	or	cthor	B	2	1	1	1	unmarkierte cth-Pflanzenteilform	dol sheyr shey olshey cthor ylchdy olkain shcthy qoly
G631-O0452	f80v	f80v.34	8	shcthy	SH	sh	cth	y	cthy	B	2	1	1	1	feuchte cth-Pflanzenteilform	dol sheyr shey olshey cthor ylchdy olkain shcthy qoly
G631-O0453	f81r	f81r.4	5	chcthy	CH	ch	cth	y	cthy	B	2	1	1	1	trockene cth-Pflanzenteilform	dchedy qokain ol ol chcthy ykeedy al
G631-O0454	f81r	f81r.7	3	chcthy	CH	ch	cth	y	cthy	B	2	1	1	1	trockene cth-Pflanzenteilform	dshees okain chcthy otey okain
G631-O0455	f81r	f81r.29	6	chcthy	CH	ch	cth	y	cthy	B	2	0	0	1	trockene cth-Pflanzenteilform	y sheedy shy chey l chcthy ytar olkaiin ol
G631-O0456	f81v	f81v.4	10	chcthy	CH	ch	cth	y	cthy	B	2	0	0	1	trockene cth-Pflanzenteilform	qokaiin okain cheeky dy ol kaiin dain dy daiin chcthy
G631-O0457	f82r	f82r.5	5	cthol	BARE	NONE	cth	ol	cthol	B	2	1	1	1	unmarkierte cth-Pflanzenteilform	sol lkchedy qokeedy qokal cthol chedy qoteedy qokal
G631-O0458	f82r	f82r.28	5	chcthey	CH	ch	cth	ey	cthey	B	2	1	1	1	trockene cth-Pflanzenteilform	qokoiin shedy qokeedy qotaiin chcthey qoteeol chey qokaiin oly
G631-O0459	f82v	f82v.12	10	chcthy	CH	ch	cth	y	cthy	B	2	1	1	1	trockene cth-Pflanzenteilform	dal shol dar ol qoky qol chedy qokar qoteytyqoky chcthy qoky
G631-O0460	f82v	f82v.35	1	cthor	BARE	NONE	cth	or	cthor	B	2	1	1	1	unmarkierte cth-Pflanzenteilform	cthor chey qsain qokeey qokain otain otal okeedy qokal dym
G631-O0461	f83r	f83r.10	8	cthal	BARE	NONE	cth	al	cthal	B	2	0	0	1	unmarkierte cth-Pflanzenteilform	olkeey rchs cheeb ols aiin skal dain cthal s aiin chky lal sam
G631-O0462	f83r	f83r.11	5	shcthey	SH	sh	cth	ey	cthey	B	2	1	1	1	feuchte cth-Pflanzenteilform	sor shedy qokaiin chkain shcthey qokedy okair sheedy lchedy lo
G631-O0463	f83r	f83r.14	8	shcthy	SH	sh	cth	y	cthy	B	2	1	1	1	feuchte cth-Pflanzenteilform	qokchedy qokeedy shedy qokshedy dal lchedy qokaiin shcthy dal sy
G631-O0464	f83r	f83r.15	6	shcthy	SH	sh	cth	y	cthy	B	2	1	1	1	feuchte cth-Pflanzenteilform	saiin shedal shecthy chey tal shcthy dalchdy qotchedy lchedy
G631-O0465	f83r	f83r.42	3	chcthdy	CH	ch	cth	dy	cthdy	B	2	0	0	1	trockene cth-Pflanzenteilform	sol ol chcthdy l chedy lchdy
G631-O0466	f83r	f83r.55	3	cthal	BARE	NONE	cth	al	cthal	B	2	0	0	1	unmarkierte cth-Pflanzenteilform	sol rtain cthal
G631-O0467	f83v	f83v.3	2	chcthy	CH	ch	cth	y	cthy	B	2	1	1	1	trockene cth-Pflanzenteilform	qotain chcthy dal olkedy shedy qotaldy qokaiin dair shedy oteey
G631-O0468	f83v	f83v.33	3	cthey	BARE	NONE	cth	ey	cthey	B	2	1	1	1	unmarkierte cth-Pflanzenteilform	shey opchey cthey oly
G631-O0469	f85r1	f85r1.25	3	chcthdy	CH	ch	cth	dy	cthdy	T	2	1	1	1	trockene cth-Pflanzenteilform	schedaiir oteody chcthdy qokaiin ykchedy
G631-O0470	f85r1	f85r1.30	4	chcthy	CH	ch	cth	y	cthy	T	2	1	1	1	trockene cth-Pflanzenteilform	dorchdy oraiin okeder chcthy okedy chdy chdy otal otchdy otalom
G631-O0471	f85r2	f85r2.1	5	chcthy	CH	ch	cth	y	cthy	C	2	1	1	1	trockene cth-Pflanzenteilform	odeedy otedy opaees ar chcthy otchdy otody otar chepaiin otodar otodaiin opaiin otaiin qopchas otchedy olkaiin odar aloees otchedy qotedaiin odar octhody shedaiin olaiin olfor daiin ol lkechch os aiin oteedy dar otees opaiin chcphdar
G631-O0472	f86v3	f86v3.6	3	chcthy	CH	ch	cth	y	cthy	C	2	1	1	1	trockene cth-Pflanzenteilform	daiinls aiin chcthy ykaiin ykaiin chdar ar aiin
G631-O0473	f86v5	f86v5.5	7	chcthody	CH	ch	cth	ody	cthody	T	2	1	1	1	trockene cth-Pflanzenteilform	daiin or otol otshey otal olkey chcthody ytar dal ar okary
G631-O0474	f86v5	f86v5.13	7	cthy	BARE	NONE	cth	y	cthy	T	2	1	1	1	unmarkierte cth-Pflanzenteilform	daiin shar otam ytaiin otal teody cthy or aiin otar aiiin
G631-O0475	f86v6	f86v6.29	2	chcthdy	CH	ch	cth	dy	cthdy	T	2	1	1	1	trockene cth-Pflanzenteilform	dchedy chcthdy shol oky ytaiin ykaiin chedy dy dal shdaiin
G631-O0476	f86v6	f86v6.36	6	cthdy	BARE	NONE	cth	dy	cthdy	T	2	1	1	1	unmarkierte cth-Pflanzenteilform	dairal daiin qokar chol tal cthdy qokeey lkaiin olkaiin araiin
G631-O0477	f86v6	f86v6.40	6	shcthdy	SH	sh	cth	dy	cthdy	T	2	1	1	1	feuchte cth-Pflanzenteilform	daiin ar qotal tshdy otar shcthdy qokol chotal kar ol kar alky
G631-O0478	f87r	f87r.2	3	cthodal	BARE	NONE	cth	odal	cthodal	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dcheeckhos chety cthodal yteodam cphecthy syty
G631-O0479	f87r	f87r.4	5	chcthody	CH	ch	cth	ody	cthody	H	1	1	1	1	trockene cth-Pflanzenteilform	soraiin qockhos cheodor ckheokey chcthody s odar
G631-O0480	f87r	f87r.5	2	ctheey	BARE	NONE	cth	eey	ctheey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	daiin ctheey ckheckhy cthody chor s al dar chor
G631-O0481	f87r	f87r.5	4	cthody	BARE	NONE	cth	ody	cthody	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	daiin ctheey ckheckhy cthody chor s al dar chor
G631-O0482	f87r	f87r.10	2	cthos	BARE	NONE	cth	os	cthos	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	sho cthos cheodal ctheody qoty
G631-O0483	f87r	f87r.10	4	ctheody	BARE	NONE	cth	eody	ctheody	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	sho cthos cheodal ctheody qoty
G631-O0484	f87r	f87r.14	3	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	daiin shol cthey okeol cheor okeeo daiim
G631-O0485	f87v	f87v.2	2	ctheey	BARE	NONE	cth	eey	ctheey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	schey ctheey qocthsy s dcheoky s cth
G631-O0486	f87v	f87v.2	7	cth	BARE	NONE	cth	BARE	cth	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	schey ctheey qocthsy s dcheoky s cth
G631-O0487	f87v	f87v.3	4	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	y cheockhy okey cthy yteeor os
G631-O0488	f87v	f87v.4	2	cthosy	BARE	NONE	cth	osy	cthosy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dcheecthey cthosy ykeeor oky
G631-O0489	f87v	f87v.6	5	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dcheos shey solchiyd oteos cthey
G631-O0490	f87v	f87v.7	3	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotechoep cheos cthey qokeod qokeog
G631-O0491	f87v	f87v.8	2	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	shoeey cthey qo cthodol yteodaiin sheol
G631-O0492	f87v	f87v.8	4	cthodol	BARE	NONE	cth	odol	cthodol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	shoeey cthey qo cthodol yteodaiin sheol
G631-O0493	f88r	f88r.7	2	ctheol	BARE	NONE	cth	eol	ctheol	P	1	1	1	1	unmarkierte cth-Pflanzenteilform	dorsheoy ctheol qockhey dory sheor sholfchor dal chcthol
G631-O0494	f88r	f88r.7	8	chcthol	CH	ch	cth	ol	cthol	P	1	0	0	1	trockene cth-Pflanzenteilform	dorsheoy ctheol qockhey dory sheor sholfchor dal chcthol
G631-O0495	f88r	f88r.26	4	cthol	BARE	NONE	cth	ol	cthol	P	1	1	1	1	unmarkierte cth-Pflanzenteilform	poeear sheoky olkeey cthol poldy s okoldy
G631-O0496	f89r1	f89r1.8	8	ctheody	BARE	NONE	cth	eody	ctheody	P	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokeol chol qodaiin chol cheody qokechy daiin ctheody dam
G631-O0497	f89v1	f89v1.6	5	cthody	BARE	NONE	cth	ody	cthody	P	1	1	1	1	unmarkierte cth-Pflanzenteilform	dor sheey qokol cheol cthody qockhy dain yteey otar cthol
G631-O0498	f89v1	f89v1.6	10	cthol	BARE	NONE	cth	ol	cthol	P	1	1	1	1	unmarkierte cth-Pflanzenteilform	dor sheey qokol cheol cthody qockhy dain yteey otar cthol
G631-O0499	f89v1	f89v1.7	4	ctho	BARE	NONE	cth	o	ctho	P	1	0	0	1	unmarkierte cth-Pflanzenteilform	qokey daiin cheey ctho dy qoor shear s ol chor chearory
G631-O0500	f89v1	f89v1.9	2	cthor	BARE	NONE	cth	or	cthor	P	1	1	1	1	unmarkierte cth-Pflanzenteilform	too cthor okol chekaiin os aiin ol cheokchey qokoiiin du
G631-O0501	f89v1	f89v1.10	4	cthey	BARE	NONE	cth	ey	cthey	P	1	1	1	1	unmarkierte cth-Pflanzenteilform	tor sheor cheeor cthey qokol daiin chekal dals chear qotam
G631-O0502	f89v1	f89v1.15	3	cthol	BARE	NONE	cth	ol	cthol	P	1	1	1	1	unmarkierte cth-Pflanzenteilform	dcheo daiin cthol daiin daldy okeor ytey keor cheyty ochy
G631-O0503	f89v1	f89v1.19	8	cthody	BARE	NONE	cth	ody	cthody	P	1	1	1	1	unmarkierte cth-Pflanzenteilform	sar a daiin ckhy qotchy okol ycheo cthody okol olkaycthy
G631-O0504	f8r	f8r.16	6	cthaiar	BARE	NONE	cth	aiar	cthaiar	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	ychey kchekchy chsey kchy scheaiin cthaiar cthy dar
G631-O0505	f8r	f8r.16	7	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ychey kchekchy chsey kchy scheaiin cthaiar cthy dar
G631-O0506	f8v	f8v.2	1	shcthal	SH	sh	cth	al	cthal	H	1	1	1	1	feuchte cth-Pflanzenteilform	shcthal sar chor sheaiin shor chykchy otaiin y
G631-O0507	f8v	f8v.4	5	cthar	BARE	NONE	cth	ar	cthar	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dshol shol dol chean cthar shealy daiin chary
G631-O0508	f8v	f8v.5	6	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	chol chol dar otchar etaiin cthol dar
G631-O0509	f8v	f8v.6	2	cthan	BARE	NONE	cth	an	cthan	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	daiin cthan ytchy chey kaiin dain ar
G631-O0510	f8v	f8v.7	5	cthar	BARE	NONE	cth	ar	cthar	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	sho kchol dar shey cthar chotain ry
G631-O0511	f8v	f8v.8	5	cthaiin	BARE	NONE	cth	aiin	cthaiin	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	okcholksh chol chol chol cthaiin dain
G631-O0512	f8v	f8v.9	5	cthor	BARE	NONE	cth	or	cthor	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	shol orchl chokchy chol cthor chaiin
G631-O0513	f8v	f8v.14	7	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	shor okol lokaiin shol kol char cthey tchy ckham
G631-O0514	f90r1	f90r1.1	5	cthog	BARE	NONE	cth	og	cthog	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	poleeol qokeol qokchod choly cthog
G631-O0515	f93r	f93r.2	5	cthodar	BARE	NONE	cth	odar	cthodar	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol
G631-O0516	f93r	f93r.2	11	cthoshol	BARE	NONE	cth	oshol	cthoshol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol
G631-O0517	f93r	f93r.9	3	cthocthol	BARE	NONE	cth	octhol	cthocthol	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	shodam okcheody cthocthol
G631-O0518	f93r	f93r.20	2	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ychockhy cthol osos
G631-O0519	f93r	f93r.21	4	shcthy	SH	sh	cth	y	cthy	H	1	1	1	1	feuchte cth-Pflanzenteilform	dol shol daiin shcthy
G631-O0520	f93r	f93r.22	2	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	kchor cthy chakal daiin
G631-O0521	f93r	f93r.29	3	ctho	BARE	NONE	cth	o	ctho	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dain cho ctho cthosg
G631-O0522	f93r	f93r.29	4	cthosg	BARE	NONE	cth	osg	cthosg	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	dain cho ctho cthosg
G631-O0523	f93r	f93r.30	3	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	shodaiin qokcho cthol
G631-O0524	f93r	f93r.31	3	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ol chol cthol olchod
G631-O0525	f93v	f93v.2	9	cthog	BARE	NONE	cth	og	cthog	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	yteeody qotody qotchol qocthody ytey oky daiin dar cthog
G631-O0526	f93v	f93v.5	2	cthody	BARE	NONE	cth	ody	cthody	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	tshoky cthody qotchol ckhol dchog s olo oteo chodaiindy
G631-O0527	f93v	f93v.6	4	ctho	BARE	NONE	cth	o	ctho	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	ytchl ckhol qochocthy ctho chkeey cthody s dar sheyokam
G631-O0528	f93v	f93v.6	6	cthody	BARE	NONE	cth	ody	cthody	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ytchl ckhol qochocthy ctho chkeey cthody s dar sheyokam
G631-O0529	f93v	f93v.7	6	ctheos	BARE	NONE	cth	eos	ctheos	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	oees ckheody qkcheey koldy tchodaiin ctheos shodain qokeeam
G631-O0530	f93v	f93v.8	7	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dcho chody teol sheol cheeoldair okchey cthey dsheog okeey dama
G631-O0531	f93v	f93v.9	6	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	odeeeodl cheodar oksho chody okchey cthol oly ytchol sar dar
G631-O0532	f94v	f94v.12	2	chcthy	CH	ch	cth	y	cthy	H	3	1	1	1	trockene cth-Pflanzenteilform	daiin chcthy chdy chckhy okaiin
G631-O0533	f95r1	f95r1.6	5	chcthy	CH	ch	cth	y	cthy	H	3	1	1	1	trockene cth-Pflanzenteilform	tchdor or chekchdy qokar chcthy qotchdy lshedy qoky qofain dy
G631-O0534	f95r2	f95r2.8	9	chctham	CH	ch	cth	am	ctham	H	3	0	0	1	trockene cth-Pflanzenteilform	tedykaiin y cheol okal chedy shdy qokchdy otar chctham
G631-O0535	f95v1	f95v1.3	8	chcthykedy	CH	ch	cth	ykedy	cthykedy	H	3	0	0	0	trockene cth-Pflanzenteilform	tchody qokaiin y char okain sheody chedy chcthykedy ety dain al
G631-O0536	f95v1	f95v1.12	7	shcthy	SH	sh	cth	y	cthy	H	3	1	1	1	feuchte cth-Pflanzenteilform	shotshey s aiin ody olkchdy qotaiin shcthy dolkchy tchdaiin dal
G631-O0537	f95v1	f95v1.13	5	chcthy	CH	ch	cth	y	cthy	H	3	1	1	1	trockene cth-Pflanzenteilform	lshee qodain okaiin otody chcthy
G631-O0538	f96r	f96r.2	7	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ytol oteeor sheol oteey qokeody qokeeody cthey
G631-O0539	f96r	f96r.5	3	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	daiin chodaiin cthey tol sheor qokeol okol
G631-O0540	f96r	f96r.6	6	ctheor	BARE	NONE	cth	eor	ctheor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	lor ckheey chol cholody cheol ctheor sor
G631-O0541	f96r	f96r.9	3	cthody	BARE	NONE	cth	ody	cthody	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	todar sheo cthody shokocfhy chopcho dory
G631-O0542	f96v	f96v.3	4	chcthory	CH	ch	cth	ory	cthory	H	1	0	0	1	trockene cth-Pflanzenteilform	dcheoteos cpheos sor chcthory cth ytchey daiin
G631-O0543	f96v	f96v.3	5	cth	BARE	NONE	cth	BARE	cth	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dcheoteos cpheos sor chcthory cth ytchey daiin
G631-O0544	f96v	f96v.5	2	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tockhy cthey ckheeody ar eeeykey
G631-O0545	f96v	f96v.10	1	ctheor	BARE	NONE	cth	eor	ctheor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ctheor oral char ckhey
G631-O0546	f99r	f99r.29	5	ctheol	BARE	NONE	cth	eol	ctheol	P	1	1	1	1	unmarkierte cth-Pflanzenteilform	dsheol ckhey ckheol okeol ctheol qokey ckhol okeol okeey dald
G631-O0547	f99r	f99r.42	8	ctheey	BARE	NONE	cth	eey	ctheey	P	1	1	1	1	unmarkierte cth-Pflanzenteilform	sol sheol keshey qokeeey chs chey dalchey ctheey daiin cheom
G631-O0548	f99r	f99r.47	3	ctheey	BARE	NONE	cth	eey	ctheey	P	1	1	1	1	unmarkierte cth-Pflanzenteilform	tol keey ctheey
G631-O0549	f99v	f99v.22	9	ctheol	BARE	NONE	cth	eol	ctheol	P	1	1	1	1	unmarkierte cth-Pflanzenteilform	doiin otey o keeol s aiin okeol qokeol ctheol qokeol dy qokaiin
G631-O0550	f9r	f9r.1	3	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tydlo choly cthor orchey s shy odaiin sary shor cthy
G631-O0551	f9r	f9r.1	10	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tydlo choly cthor orchey s shy odaiin sary shor cthy
G631-O0552	f9r	f9r.3	5	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	toiin cphy qotod otaiin cthy okor chey ctho d ram
G631-O0553	f9r	f9r.3	8	ctho	BARE	NONE	cth	o	ctho	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	toiin cphy qotod otaiin cthy okor chey ctho d ram
G631-O0554	f9r	f9r.4	3	chcthod	CH	ch	cth	od	cthod	H	1	1	1	1	trockene cth-Pflanzenteilform	yshy chokcho chcthod shor shaiin otar dor ytol dayty
G631-O0555	f9r	f9r.5	4	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	daiin chor sor cthy chokoiin shol dsholdy otchol ot dy
G631-O0556	f9r	f9r.6	2	cthoaiin	BARE	NONE	cth	oaiin	cthoaiin	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	pshoain cthoaiin okaiir odoral shar sy shydal chdy
G631-O0557	f9r	f9r.8	3	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotcho qokchy cthey koraiin okain d dal s olshocthy
G631-O0558	f9r	f9r.9	2	cthy	BARE	NONE	cth	y	cthy	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	ocho cthy choy chodykchy saiin dchy daiin
G631-O0559	f9v	f9v.2	4	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dchor qoaiin chkaiin cthor chol chor cphol dy oty qokaiin dy
G631-O0560	f9v	f9v.3	5	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ykey chor ykaiin daiin cthy otaiin oky oeees daiin
G631-O0561	f9v	f9v.4	5	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ytey tch y kaiin cthor otol oty toldy
G631-O0562	f9v	f9v.6	7	cthod	BARE	NONE	cth	od	cthod	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	odol choy ksheody chody dain otchy cthod yko
