clause_id	physical_page	register	start_event	end_event	events	learned_card_events	composed_events	spoken_units	end_reason	hybrid_card_translation_de	event_ids
P915-C011	f55v	HERBAL	P912-E0237	P912-E0258	22	10	12	22	LICENSED_DY_CLOSE	gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, Sollmaß; dann gebildete Karte: Arbeitsgang ansetzen, kurz oder direkt, Arbeitsgang ausführen, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, länger oder gehalten, Arbeitsvariante auswählen, weiteren Posten zugeben; dann gebildete Karte: Arbeitsgang ansetzen, vollständig, dieser Arbeitsgegenstand; dann gebildete Karte: dazu oder außerdem; dann Merkformel: eine portion; dann gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, im selben Arbeitsgang fortfahren; dann Merkformel: zur zielstelle; dann Merkformel: diesen posten umsetzen; dann Merkformel: quelle wählen; dann Merkformel: nach sollmaß; dann Merkformel: damit weiter; dann gebildete Karte: Material zugeben, Entnahmestelle; dann Merkformel: an der innenstelle; dann Merkformel: aus der quelle ansetzen; dann gebildete Karte: bezeichneten Anteil entnehmen, durch einen Durchlass führen, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Auszug, dieser Arbeitsgegenstand; dann gebildete Karte: Material zugeben, länger oder gehalten, dieser Arbeitsgegenstand, über einen Nebenpfad, Entnahmestelle; dann Merkformel: zur zielstelle; dann gebildete Karte: Arbeitsgang ausführen, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann Merkformel: eine portion ansetzen; dann gebildete Karte: Arbeitsgang ausführen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0237|P912-E0238|P912-E0239|P912-E0240|P912-E0241|P912-E0242|P912-E0243|P912-E0244|P912-E0245|P912-E0246|P912-E0247|P912-E0248|P912-E0249|P912-E0250|P912-E0251|P912-E0252|P912-E0253|P912-E0254|P912-E0255|P912-E0256|P912-E0257|P912-E0258
P915-C012	f55v	HERBAL	P912-E0259	P912-E0263	5	1	4	5	LICENSED_DY_CLOSE	Merkformel: nach sollmaß ansetzen; dann gebildete Karte: bezeichneten Anteil entnehmen, Sollmaß; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, Portion; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, weiteren Posten zugeben; dann gebildete Karte: Arbeitsgang ausführen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0259|P912-E0260|P912-E0261|P912-E0262|P912-E0263
P915-C013	f55v	HERBAL	P912-E0264	P912-E0319	56	32	24	55	LICENSED_DY_CLOSE	Merkformel: nach sollmaß; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: Arbeitsgang einstellen, Ziel- oder Anschlussstelle, Innenstelle; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, Sollmaß; dann Merkformel: nach sollmaß; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, Flüssigkeits- oder Stationslauf; dann Merkformel: kurz behandeln; dann gebildete Karte: bezeichneter Teil, Sollmaß, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen, Arbeitsgut umsetzen; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, Portion; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Arbeitsgang ansetzen, kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: der ansatz; dann Merkformel: eine portion; dann gebildete Karte: bezeichneten Anteil entnehmen; dann gebildete Karte: Material zugeben, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann gebildete Karte: Material einsetzen, bezeichneten Anteil entnehmen, Ziel- oder Anschlussstelle; dann Merkformel: aus der quelle; dann gebildete Karte: Ziel- oder Anschlussstelle, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: zweite Arbeitsstufe, Zustand kennzeichnen, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang einstellen, Entnahmestelle; dann Merkformel: diesen posten umsetzen; dann Merkformel: nach sollmaß ansetzen; dann Merkformel: aus der quelle ansetzen; dann Merkformel: damit weiter; dann Merkformel: danach aus der quelle; dann Merkformel: sichtbarer teil; dann Merkformel: aus der quelle; dann gebildete Karte: Arbeitsgang einstellen, Ziel- oder Anschlussstelle, Arbeitsgang ausführen, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: aus der quelle ansetzen; dann Merkformel: dieser posten; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, lokale Arbeitsstelle, Material zugeben, dieser Arbeitsgegenstand; dann Merkformel: diesen posten ansetzen; dann Merkformel: an der zielstelle ansetzen; dann Merkformel: dieser posten; dann Merkformel: der ansatz (2×); dann Merkformel: nach sollmaß; dann Merkformel: nach sollmaß ansetzen; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, Portion; dann gebildete Karte: danach oder nächster Posten, lokale Arbeitsstelle, Material zugeben, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ausführen, Sollmaß; dann Merkformel: damit weiter; dann Merkformel: variante wählen; dann Merkformel: nach sollmaß; dann Merkformel: nach sollmaß ansetzen; dann Merkformel: diesen posten ansetzen; dann gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgang einstellen, Sollmaß; dann Merkformel: danach aus der quelle; dann Merkformel: dieser posten; dann gebildete Karte: Material zugeben, Ziel- oder Anschlussstelle; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, Entnahmestelle; dann Merkformel: damit weiter; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, Sollmaß; dann gebildete Karte: bezeichneten Anteil entnehmen, kurz oder direkt, Arbeitsgang ausführen, Entnahmestelle; dann gebildete Karte: Arbeitsgegenstand behandeln, länger oder gehalten, dieser Arbeitsgegenstand; dann Merkformel: damit fortfahren; ende. Arbeitszug beendet.	P912-E0264|P912-E0265|P912-E0266|P912-E0267|P912-E0268|P912-E0269|P912-E0270|P912-E0271|P912-E0272|P912-E0273|P912-E0274|P912-E0275|P912-E0276|P912-E0277|P912-E0278|P912-E0279|P912-E0280|P912-E0281|P912-E0282|P912-E0283|P912-E0284|P912-E0285|P912-E0286|P912-E0287|P912-E0288|P912-E0289|P912-E0290|P912-E0291|P912-E0292|P912-E0293|P912-E0294|P912-E0295|P912-E0296|P912-E0297|P912-E0298|P912-E0299|P912-E0300|P912-E0301|P912-E0302|P912-E0303|P912-E0304|P912-E0305|P912-E0306|P912-E0307|P912-E0308|P912-E0309|P912-E0310|P912-E0311|P912-E0312|P912-E0313|P912-E0314|P912-E0315|P912-E0316|P912-E0317|P912-E0318|P912-E0319
P915-C014	f55v	HERBAL	P912-E0320	P912-E0334	15	10	5	14	PAGE_END_OPEN	Merkformel: nach sollmaß; dann Merkformel: an der zielstelle ansetzen; dann gebildete Karte: im selben Arbeitsgang fortfahren, Arbeitsgang einstellen, dieser Arbeitsgegenstand; dann Merkformel: der ansatz; dann Merkformel: dieser posten; dann gebildete Karte: Ansatz oder Zubereitung, Portion; dann Merkformel: nach sollmaß; dann Merkformel: aus der quelle; dann Merkformel: kurz behandeln; dann gebildete Karte: im selben Arbeitsgang fortfahren, Material zugeben, länger oder gehalten, bezeichneten Anteil entnehmen, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsvariante auswählen, entlang des Arbeitswegs führen; dann Merkformel: aus der quelle; dann Merkformel: nach sollmaß (2×); dann gebildete Karte: danach oder nächster Posten, Innenstelle. Zur Fortsetzung offen.	P912-E0320|P912-E0321|P912-E0322|P912-E0323|P912-E0324|P912-E0325|P912-E0326|P912-E0327|P912-E0328|P912-E0329|P912-E0330|P912-E0331|P912-E0332|P912-E0333|P912-E0334
P915-C015	f56r	HERBAL	P912-E0335	P912-E0340	6	3	3	6	LICENSED_DY_CLOSE	Merkformel: arbeitsgang ausführen; dann gebildete Karte: bezeichneten Anteil entnehmen, Ziel- oder Anschlussstelle; dann gebildete Karte: bezeichneten Anteil entnehmen, bezeichneten Anteil entnehmen, Arbeitsvariante auswählen; dann Merkformel: dieser posten; dann Merkformel: danach dieser posten; dann gebildete Karte: kurz oder direkt, Arbeitsvariante auswählen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0335|P912-E0336|P912-E0337|P912-E0338|P912-E0339|P912-E0340
P915-C016	f56r	HERBAL	P912-E0341	P912-E0385	45	19	26	43	LICENSED_DY_CLOSE	Merkformel: dieser posten; dann gebildete Karte: dieser Arbeitsgegenstand, bezeichneten Anteil entnehmen, Arbeitsgang ausführen, umleiten, dieser Arbeitsgegenstand; dann gebildete Karte: bezeichneten Anteil entnehmen, Ansatz oder Zubereitung, bezeichneten Anteil entnehmen, dieser Arbeitsgegenstand; dann Merkformel: dieser posten; dann gebildete Karte: Arbeitsgang ansetzen, bezeichneten Anteil entnehmen, kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: damit weiter; dann gebildete Karte: im selben Arbeitsgang fortfahren, dieser Arbeitsgegenstand; dann gebildete Karte: Material zugeben, Ansatz oder Zubereitung, bezeichneten Anteil entnehmen, dieser Arbeitsgegenstand; dann gebildete Karte: bezeichneten Anteil entnehmen, dieser Arbeitsgegenstand, Material zugeben, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: bezeichneten Anteil entnehmen, danach oder nächster Posten, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgegenstand halten, Arbeitsgang ansetzen, Sollmaß; dann gebildete Karte: im selben Arbeitsgang fortfahren, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen, im selben Arbeitsgang fortfahren; dann Merkformel: dieser posten; dann gebildete Karte: Material zugeben, länger oder gehalten, dieser Arbeitsgegenstand; dann Merkformel: länger ansetzen (2×); dann gebildete Karte: Arbeitsgang ansetzen, Arbeitsvariante auswählen, dieser Arbeitsgegenstand; dann gebildete Karte: danach oder nächster Posten; dann Merkformel: vom ansatz entnehmen (2×); dann gebildete Karte: Arbeitsgang ansetzen, Ansatz oder Zubereitung; dann gebildete Karte: Arbeitsgegenstand behandeln, Ansatz oder Zubereitung; dann Merkformel: dieser posten; dann Merkformel: aus der quelle ansetzen; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: Teil des sichtbaren Gegenstands, bezeichneten Anteil entnehmen, Ansatz oder Zubereitung; dann Merkformel: sichtbarer teil; dann gebildete Karte: Teil des sichtbaren Gegenstands, Ziel- oder Anschlussstelle, dieser Arbeitsgegenstand; dann Merkformel: nach sollmaß; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, bezeichneten Anteil entnehmen, Arbeitsgang ausführen; dann Merkformel: dieser posten; dann gebildete Karte: bezeichneten Anteil entnehmen, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: Material zugeben, länger oder gehalten, dieser Arbeitsgegenstand; dann Merkformel: nach sollmaß; dann Merkformel: dieser posten; dann gebildete Karte: Arbeitsgegenstand halten, Arbeitsgang ausführen; dann gebildete Karte: Material zugeben, im selben Arbeitsgang fortfahren; dann gebildete Karte: danach oder nächster Posten, bezeichneten Anteil entnehmen, Ansatz oder Zubereitung; dann Merkformel: diesen posten ansetzen; dann Merkformel: zur zielstelle; dann gebildete Karte: vorigen Posten wieder aufnehmen; dann gebildete Karte: Teil des sichtbaren Gegenstands, dieser Arbeitsgegenstand; dann Merkformel: diesen posten ansetzen; dann gebildete Karte: bezeichneten Anteil entnehmen, länger oder gehalten, durch einen Durchlass führen, Arbeitsgang ausführen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0341|P912-E0342|P912-E0343|P912-E0344|P912-E0345|P912-E0346|P912-E0347|P912-E0348|P912-E0349|P912-E0350|P912-E0351|P912-E0352|P912-E0353|P912-E0354|P912-E0355|P912-E0356|P912-E0357|P912-E0358|P912-E0359|P912-E0360|P912-E0361|P912-E0362|P912-E0363|P912-E0364|P912-E0365|P912-E0366|P912-E0367|P912-E0368|P912-E0369|P912-E0370|P912-E0371|P912-E0372|P912-E0373|P912-E0374|P912-E0375|P912-E0376|P912-E0377|P912-E0378|P912-E0379|P912-E0380|P912-E0381|P912-E0382|P912-E0383|P912-E0384|P912-E0385
P915-C017	f56r	HERBAL	P912-E0386	P912-E0439	54	24	30	54	PAGE_END_OPEN	gebildete Karte: Arbeitsgang einstellen, Arbeitsgang ansetzen, dieser Arbeitsgegenstand; dann gebildete Karte: Material zugeben, im selben Arbeitsgang fortfahren; dann Merkformel: weiter halten; dann gebildete Karte: bezeichneten Anteil entnehmen, danach oder nächster Posten, bezeichneten Anteil entnehmen, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang einstellen, im selben Arbeitsgang fortfahren; dann gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgang einstellen; dann Merkformel: vom ansatz entnehmen; dann gebildete Karte: danach oder nächster Posten, bezeichneten Anteil entnehmen, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen; dann Merkformel: dieser posten; dann gebildete Karte: Arbeitsgang einstellen; dann Merkformel: dieser posten; dann Merkformel: zustand markieren; dann Merkformel: nach sollmaß ansetzen; dann Merkformel: dieser posten; dann gebildete Karte: Material zugeben, bezeichneten Anteil entnehmen, länger oder gehalten, dieser Arbeitsgegenstand; dann Merkformel: nach sollmaß; dann gebildete Karte: bis bereit führen, im selben Arbeitsgang fortfahren; dann gebildete Karte: bezeichneten Anteil entnehmen, Arbeitsgang ausführen, Arbeitsvariante auswählen; dann gebildete Karte: Arbeitsgang ansetzen, Ansatz oder Zubereitung; dann gebildete Karte: Arbeitsgegenstand halten; dann Merkformel: sichtbarer teil; dann gebildete Karte: Material zugeben, bezeichneten Anteil entnehmen, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen, Arbeitsgang ansetzen, bezeichneten Anteil entnehmen, dieser Arbeitsgegenstand; dann Merkformel: diesen posten ansetzen; dann gebildete Karte: Arbeitsgang ansetzen, Auszug; dann gebildete Karte: Material zugeben, bezeichneten Anteil entnehmen, Ziel- oder Anschlussstelle; dann Merkformel: variante wählen; dann Merkformel: damit weiter; dann gebildete Karte: bezeichneten Anteil entnehmen, danach oder nächster Posten, im selben Arbeitsgang fortfahren; dann Merkformel: danach dieser posten; dann gebildete Karte: Arbeitsgang einstellen, bezeichneten Anteil entnehmen, Arbeitsgang ausführen; dann gebildete Karte: Arbeitsgang einstellen, im selben Arbeitsgang fortfahren; dann Merkformel: damit weiter; dann Merkformel: bis bereit führen; dann Merkformel: danach dieser posten; dann gebildete Karte: bezeichneten Anteil entnehmen, Arbeitsgang ausführen, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: bis bereit führen, Arbeitsgang ausführen; dann Merkformel: zustand markieren; dann Merkformel: dieser posten; dann gebildete Karte: Material zugeben, bezeichneten Anteil entnehmen, Entnahmestelle, einmal ausführen; dann Merkformel: länger ansetzen; dann gebildete Karte: Arbeitsgang ansetzen, bezeichneten Anteil entnehmen, länger oder gehalten, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsvariante auswählen, bezeichneten Anteil entnehmen, kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: der bezeichnete teil; dann Merkformel: nach sollmaß; dann Merkformel: dieser posten; dann gebildete Karte: Arbeitsgegenstand halten, Arbeitsgang ausführen; dann gebildete Karte: Arbeitsgang ansetzen, bezeichneten Anteil entnehmen, dieser Arbeitsgegenstand; dann gebildete Karte: Material zugeben, bezeichneten Anteil entnehmen, Arbeitsgang ausführen, Entnahmestelle; dann gebildete Karte: Arbeitsvariante auswählen, danach oder nächster Posten, Arbeitsgang ausführen, bezeichneter Teil, weiteren Posten zugeben; dann Merkformel: danach dieser posten; dann gebildete Karte: Material zugeben, kurz oder direkt, im selben Arbeitsgang fortfahren; dann Merkformel: nach sollmaß. Zur Fortsetzung offen.	P912-E0386|P912-E0387|P912-E0388|P912-E0389|P912-E0390|P912-E0391|P912-E0392|P912-E0393|P912-E0394|P912-E0395|P912-E0396|P912-E0397|P912-E0398|P912-E0399|P912-E0400|P912-E0401|P912-E0402|P912-E0403|P912-E0404|P912-E0405|P912-E0406|P912-E0407|P912-E0408|P912-E0409|P912-E0410|P912-E0411|P912-E0412|P912-E0413|P912-E0414|P912-E0415|P912-E0416|P912-E0417|P912-E0418|P912-E0419|P912-E0420|P912-E0421|P912-E0422|P912-E0423|P912-E0424|P912-E0425|P912-E0426|P912-E0427|P912-E0428|P912-E0429|P912-E0430|P912-E0431|P912-E0432|P912-E0433|P912-E0434|P912-E0435|P912-E0436|P912-E0437|P912-E0438|P912-E0439
P915-C018	f75r	BIOLOGICAL	P912-E0440	P912-E0446	7	5	2	7	LICENSED_DY_CLOSE	gebildete Karte: Material zugeben, Arbeitsgut umsetzen, dieser Arbeitsgegenstand, Material zugeben, Entnahmestelle, dieser Arbeitsgegenstand; dann Merkformel: länger ansetzen; dann Merkformel: aus der quelle ansetzen; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben; dann Merkformel: diesen posten umsetzen; dann Merkformel: danach aus der quelle; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0440|P912-E0441|P912-E0442|P912-E0443|P912-E0444|P912-E0445|P912-E0446
P915-C019	f75r	BIOLOGICAL	P912-E0447	P912-E0451	5	3	2	5	LICENSED_DY_CLOSE	Merkformel: eine portion; dann Merkformel: kurz halten; dann gebildete Karte: entlang des Arbeitswegs führen, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsvariante auswählen, Arbeitsgegenstand halten, kurz oder direkt, im selben Arbeitsgang fortfahren; dann Merkformel: damit fortfahren; ende. Arbeitszug beendet.	P912-E0447|P912-E0448|P912-E0449|P912-E0450|P912-E0451
P915-C020	f75r	BIOLOGICAL	P912-E0452	P912-E0453	2	0	2	2	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgut umsetzen, dieser Arbeitsgegenstand, Material zugeben, Entnahmestelle; dann gebildete Karte: Arbeitsgegenstand behandeln, länger oder gehalten, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0452|P912-E0453
P915-C021	f75r	BIOLOGICAL	P912-E0454	P912-E0473	20	6	14	20	LICENSED_DY_CLOSE	gebildete Karte: Zustand kennzeichnen, Ansatz oder Zubereitung; dann Merkformel: eine portion ansetzen; dann gebildete Karte: bezeichneten Anteil entnehmen, Ziel- oder Anschlussstelle; dann gebildete Karte: Ansatz oder Zubereitung, dieser Arbeitsgegenstand; dann gebildete Karte: kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: Material zugeben, Portion; dann gebildete Karte: Arbeitsgegenstand halten, länger oder gehalten, Material zugeben, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen, Arbeitsgang einstellen, Portion; dann gebildete Karte: auffangen, Entnahmestelle; dann Merkformel: der ansatz; dann gebildete Karte: zweite Arbeitsstufe, durch einen Durchlass führen, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen, Material zugeben, Innenstelle, Arbeitsgang ausführen; dann gebildete Karte: dieser Arbeitsgegenstand, Material zugeben, länger oder gehalten, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen, Arbeitsgegenstand halten, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: Material zugeben, Ziel- oder Anschlussstelle; dann Merkformel: dieser posten; dann Merkformel: kurz halten; dann gebildete Karte: Arbeitsgang ansetzen; dann Merkformel: kurz halten; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0454|P912-E0455|P912-E0456|P912-E0457|P912-E0458|P912-E0459|P912-E0460|P912-E0461|P912-E0462|P912-E0463|P912-E0464|P912-E0465|P912-E0466|P912-E0467|P912-E0468|P912-E0469|P912-E0470|P912-E0471|P912-E0472|P912-E0473
P915-C022	f75r	BIOLOGICAL	P912-E0474	P912-E0481	8	5	3	8	LICENSED_DY_CLOSE	Merkformel: kurz halten; dann gebildete Karte: Material zugeben, Entnahmestelle; dann Merkformel: dieser posten; dann gebildete Karte: durch einen Durchlass führen, kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: zustand markieren; dann Merkformel: eine portion; dann Merkformel: damit weiter; dann gebildete Karte: im selben Arbeitsgang fortfahren, Arbeitsgegenstand halten, länger oder gehalten, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0474|P912-E0475|P912-E0476|P912-E0477|P912-E0478|P912-E0479|P912-E0480|P912-E0481
P915-C023	f75r	BIOLOGICAL	P912-E0482	P912-E0490	9	6	3	9	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; dann Merkformel: diesen posten ansetzen; dann gebildete Karte: Material einsetzen, dieser Arbeitsgegenstand, Material zugeben, länger oder gehalten, Ansatz oder Zubereitung; dann gebildete Karte: auffangen, dieser Arbeitsgegenstand; dann Merkformel: aus dem bezeichneten teil; dann Merkformel: kurz ansetzen; dann Merkformel: eine portion ansetzen; dann gebildete Karte: bezeichneten Anteil entnehmen, bis bereit führen, dieser Arbeitsgegenstand; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0482|P912-E0483|P912-E0484|P912-E0485|P912-E0486|P912-E0487|P912-E0488|P912-E0489|P912-E0490
P915-C024	f75r	BIOLOGICAL	P912-E0491	P912-E0492	2	1	1	2	LICENSED_DY_CLOSE	Merkformel: diesen posten ansetzen; dann gebildete Karte: Material einsetzen, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0491|P912-E0492
P915-C025	f75r	BIOLOGICAL	P912-E0493	P912-E0493	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, Arbeitsgegenstand halten, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0493
P915-C026	f75r	BIOLOGICAL	P912-E0494	P912-E0503	10	6	4	10	LICENSED_DY_CLOSE	gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgang einstellen, Portion; dann Merkformel: diesen posten umsetzen; dann Merkformel: aus der quelle ansetzen; dann Merkformel: dieser posten; dann gebildete Karte: entlang des Arbeitswegs führen, im selben Arbeitsgang fortfahren; dann Merkformel: diesen posten umsetzen; dann Merkformel: diesen posten ansetzen; dann gebildete Karte: Arbeitsvariante auswählen, Ansatz oder Zubereitung; dann Merkformel: dieser posten; dann gebildete Karte: Arbeitsgang ansetzen, Entnahmestelle, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0494|P912-E0495|P912-E0496|P912-E0497|P912-E0498|P912-E0499|P912-E0500|P912-E0501|P912-E0502|P912-E0503
P915-C027	f75r	BIOLOGICAL	P912-E0504	P912-E0507	4	2	2	4	LICENSED_DY_CLOSE	gebildete Karte: bezeichneter Teil, Arbeitsgegenstand halten, kurz oder direkt, durch einen Durchlass führen, dieser Arbeitsgegenstand; dann Merkformel: eine portion ansetzen; dann Merkformel: durch den durchlass führen; dann gebildete Karte: spülen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0504|P912-E0505|P912-E0506|P912-E0507
P915-C028	f75r	BIOLOGICAL	P912-E0508	P912-E0508	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0508
P915-C029	f75r	BIOLOGICAL	P912-E0509	P912-E0509	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0509
P915-C030	f75r	BIOLOGICAL	P912-E0510	P912-E0512	3	1	2	3	LICENSED_DY_CLOSE	gebildete Karte: bezeichneten Anteil entnehmen, bis bereit führen, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen, Arbeitsgang ausführen; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0510|P912-E0511|P912-E0512
P915-C031	f75r	BIOLOGICAL	P912-E0513	P912-E0516	4	1	3	4	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, weiteren Posten zugeben; dann gebildete Karte: bezeichneten Anteil entnehmen, kurz oder direkt, durch einen Durchlass führen, dieser Arbeitsgegenstand; dann Merkformel: aus der quelle ansetzen; dann gebildete Karte: im selben Arbeitsgang fortfahren, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0513|P912-E0514|P912-E0515|P912-E0516
P915-C032	f75r	BIOLOGICAL	P912-E0517	P912-E0526	10	7	3	10	LICENSED_DY_CLOSE	Merkformel: zielstelle wählen; dann gebildete Karte: bezeichneter Teil, Arbeitsgegenstand halten, Ansatz oder Zubereitung; dann Merkformel: danach aus der quelle; dann Merkformel: diesen posten umsetzen; dann Merkformel: kurz halten; dann Merkformel: eine portion ansetzen; dann Merkformel: durch den durchlass führen; dann Merkformel: dieser posten; dann gebildete Karte: danach oder nächster Posten, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang einstellen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0517|P912-E0518|P912-E0519|P912-E0520|P912-E0521|P912-E0522|P912-E0523|P912-E0524|P912-E0525|P912-E0526
P915-C033	f75r	BIOLOGICAL	P912-E0527	P912-E0527	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: weiter umsetzen; ende. Arbeitszug beendet.	P912-E0527
P915-C034	f75r	BIOLOGICAL	P912-E0528	P912-E0528	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0528
P915-C035	f75r	BIOLOGICAL	P912-E0529	P912-E0531	3	1	2	3	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, Flüssigkeits- oder Stationslauf; dann gebildete Karte: im selben Arbeitsgang fortfahren, dieser Arbeitsgegenstand; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0529|P912-E0530|P912-E0531
P915-C036	f75r	BIOLOGICAL	P912-E0532	P912-E0535	4	4	0	4	LICENSED_DY_CLOSE	Merkformel: dieser posten; dann Merkformel: an der zielstelle ansetzen; dann Merkformel: aus der quelle ansetzen; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0532|P912-E0533|P912-E0534|P912-E0535
P915-C037	f75r	BIOLOGICAL	P912-E0536	P912-E0547	12	7	5	12	LICENSED_DY_CLOSE	gebildete Karte: bezeichneter Teil, Ansatz oder Zubereitung; dann gebildete Karte: Arbeitsgegenstand behandeln, Innenstelle; dann gebildete Karte: Arbeitsvariante auswählen, Arbeitsgegenstand halten, kurz oder direkt, durch einen Durchlass führen, dieser Arbeitsgegenstand; dann Merkformel: an der zielstelle ansetzen; dann gebildete Karte: im selben Arbeitsgang fortfahren, dieser Arbeitsgegenstand; dann Merkformel: kurz halten; dann Merkformel: zustand markieren; dann Merkformel: damit weiter; dann Merkformel: länger halten; dann Merkformel: kurz halten; dann Merkformel: dieser posten; dann gebildete Karte: im selben Arbeitsgang fortfahren, Arbeitsgegenstand halten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0536|P912-E0537|P912-E0538|P912-E0539|P912-E0540|P912-E0541|P912-E0542|P912-E0543|P912-E0544|P912-E0545|P912-E0546|P912-E0547
