record_id	plaintext	units	unit_names
1784	egredi	42,90,49,42,11,56	r x a r k N
1785	ac	2,86	C n
1786	se	15	Ce
1787	barbaris	7,2,49,7,2,49,56,87	d C a d C a N g
1788	committere	20,27,96,96,56,9,9,8	e p z z N ok ok o
1789	non	5,27,5	s p s
1790	auderet	2,93,11,8,9	C u k o ok
1791	v	23	l
1792	die	11,56,42	k N r
1793	ad	2,11	C k
1794	caesarem	20,2,42,89,2,49,42,96	e C r I C a r z
1795	revertitur	49,42,23,71,9,56,9,93,49	a r l q ok N ok u a
1796	quaeque	92,2,42,91	j C r b
1797	ibi	56,7,56	N d N
1798	renuntiat	49,42,5,93,5,9,56,2,9	a r s u s ok N C ok
1799	dum	11,46	k T
1800	in	1	y
1801	locis	94,27,86,56,87	c p n N g
1802	caesar	20,2,42,89,2,49	e C r I C a
1803	navium	5,2,23,56,46	s C l N T
1804	parandarum	85,2,49,2,5,11,2,49,46	P C a C s k C a T
1805	causa	20,2,93,89,2	e C u I C
1806	moratur	96,27,49,2,9,93,49	z p a C ok u a
1807	ex	10	ot
1808	magna	96,2,90,5,2	z C x s C
1809	parte	85,2,49,9,42	P C a ok r
1810	morinorum	96,27,49,56,5,27,49,46	z p a N s p a T
1811	ad	2,11	C k
1812	eum	42,46	r T
1813	legati	94,42,90,2,9,56	c r x C ok N
1814	venerunt	23,42,5,71,93,5,9	l r s q u s ok
1815	qui	3	ar
1816	se	15	Ce
1817	de	11,42	k r
1818	superioris	89,93,85,71,56,27,49,56,87	I u P q N p a N g
1819	temporis	9,42,96,97,85,27,49,56,87	ok r z v P p a N g
1820	consilio	13,89,56,94,56,27	S I N c N p
1821	quod	92,27,11	j p k
1822	barbari	7,2,49,7,2,49,56	d C a d C a N
1823	et	22	E
1824	nostrae	5,27,89,9,49,2,42	s p I ok a C r
1825	consuetudinis	13,89,93,42,9,93,11,56,5,56,87	S I u r ok u k N s N g
1826	imperiti	56,96,85,71,56,9,56	N z P q N ok N
1827	bellum	7,42,94,94,46	d r c c T
1828	populo	85,27,85,93,94,27	P p P u c p
1829	romano	49,27,96,2,5,27	a p z C s p
1830	seque	89,42,91	I r b
1831	ea	42,2	r C
1832	quae	92,2,42	j C r
1833	imperasset	56,96,85,71,2,89,89,42,9	N z P q C I I r ok
1834	pollicerentur	85,27,94,94,56,86,71,6,93,49	P p c c N n q aN u a
1835	sibi	89,56,7,56	I N d N
1836	caesar	20,2,42,89,2,49	e C r I C a
1837	satis	89,2,9,56,87	I C ok N g
1838	oportune	27,85,27,49,9,93,5,42	p P p a ok u s r
1839	accidisse	2,86,86,56,11,56,89,89,42	C n n N k N I I r
1840	arbitratus	2,49,7,56,9,49,2,9,93,87	C a d N ok a C ok u g
1841	quod	92,27,11	j p k
1842	neque	5,42,91	s r b
1843	post	85,27,89,9	P p I ok
1844	tergum	9,71,90,46	ok q x T
1845	relinquere	49,42,94,56,5,0,8	a r c N s ol o
1846	volebat	23,27,94,42,7,2,9	l p c r d C ok
1847	neque	5,42,91	s r b
1848	belli	7,42,94,94,56	d r c c N
1849	gerendi	90,8,5,11,56	x o s k N
1850	propter	85,49,27,85,9,71	P a p P ok q
1851	anni	2,5,5,56	C s s N
1852	tempus	9,42,96,85,93,87	ok r z P u g
1853	neque	5,42,91	s r b
1854	tantularum	9,2,5,9,93,94,2,49,46	ok C s ok u c C a T
1855	rerum	49,71,46	a q T
1856	occupationes	27,86,86,93,85,2,9,56,27,5,42,87	p n n u P C ok N p s r g
1857	britanniae	7,49,56,9,2,5,5,56,2,42	d a N ok C s s N C r
1858	anteponendas	2,5,9,42,85,27,5,42,5,11,2,87	C s ok r P p s r s k C g
1859	iudicabat	56,93,11,56,86,2,7,2,9	N u k N n C d C ok
1860	magnum	96,2,90,5,46	z C x s T
1861	iis	56,56,87	N N g
1862	numerum	5,95,71,46	s h q T
1863	obsidum	27,7,89,56,11,46	p d I N k T
1864	imperat	56,96,85,71,2,9	N z P q C ok
1865	quibus	92,56,7,93,87	j N d u g
1866	adductis	2,11,11,93,86,9,56,87	C k k u n ok N g
1867	eos	42,27,87	r p g
1868	in	1	y
1869	recipit	49,42,86,56,85,56,9	a r n N P N ok
1870	navibus	5,2,23,56,7,93,87	s C l N d u g
1871	circiter	20,56,49,86,56,9,71	e N a n N ok q
1872	onerariis	27,5,71,2,49,56,56,87	p s q C a N N g
1873	coactis	20,27,2,86,9,56,87	e p C n ok N g
1874	contractisque	13,9,49,2,86,9,56,89,91	S ok a C n ok N I b
1875	quot	92,27,9	j p ok
1876	satis	89,2,9,56,87	I C ok N g
1877	esse	42,89,89,42	r I I r
1878	ad	2,11	C k
1879	duas	11,93,2,87	k u C g
1880	transportandas	9,49,2,5,89,85,27,49,9,2,5,11,2,87	ok a C s I P p a ok C s k C g
1881	legiones	94,42,90,56,27,5,42,87	c r x N p s r g
1882	quod	92,27,11	j p k
1883	praeterea	85,49,2,42,9,8,2	P a C r ok o C
1884	navium	5,2,23,56,46	s C l N T
1885	longarum	94,27,5,90,2,49,46	c p s x C a T
1886	quaestori	92,2,42,89,9,27,49,56	j C r I ok p a N
1887	legatis	94,42,90,2,9,56,87	c r x C ok N g
1888	distribuit	11,56,89,9,49,56,7,93,56,9	k N I ok a N d u N ok
1889	accedebant	2,86,86,42,11,42,7,2,5,9	C n n r k r d C s ok
1890	onerariae	27,5,71,2,49,56,2,42	p s q C a N C r
1891	naves	5,2,23,42,87	s C l r g
1892	quae	92,2,42	j C r
1893	ex	10	ot
1894	eo	42,27	r p
1895	loco	94,27,86,27	c p n p
1896	a	2	C
1897	milibus	96,56,94,56,7,93,87	z N c N d u g
1898	passuum	85,2,89,89,93,46	P C I I u T
1899	viii	23,56,56,56	l N N N
1900	vento	23,97,6,27	l v aN p
1901	tenebantur	9,42,5,42,7,2,5,9,93,49	ok r s r d C s ok u a
1902	quo	92,27	j p
1903	minus	96,56,5,93,87	z N s u g
1904	in	1	y
1905	eundem	42,93,5,11,42,96	r u s k r z
1906	portum	85,27,49,9,46	P p a ok T
1907	venire	23,42,5,56,49,42	l r s N a r
1908	possent	85,27,89,89,6	P p I I aN
1909	equitibus	42,0,56,9,56,7,93,87	r ol N ok N d u g
1910	tribuit	9,49,56,7,93,56,9	ok a N d u N ok
1911	reliquum	49,42,94,56,0,46	a r c N ol T
1912	q	81	m
1913	titurio	9,56,9,93,49,56,27	ok N ok u a N p
1914	sabino	89,2,7,56,5,27	I C d N s p
1915	et	22	E
1916	l	94	c
1917	aurunculeio	2,93,49,93,5,86,93,94,42,56,27	C u a u s n u c r N p
1918	cottae	20,27,9,9,2,42	e p ok ok C r
1919	legatis	94,42,90,2,9,56,87	c r x C ok N g
1920	in	1	y
1921	menapios	96,42,5,2,85,56,27,87	z r s C P N p g
1922	atque	2,9,91	C ok b
1923	in	1	y
1924	eos	42,27,87	r p g
1925	pagos	85,2,90,27,87	P C x p g
1926	morinorum	96,27,49,56,5,27,49,46	z p a N s p a T
1927	a	2	C
1928	quibus	92,56,7,93,87	j N d u g
1929	ad	2,11	C k
1930	eum	42,46	r T
1931	legati	94,42,90,2,9,56	c r x C ok N
1932	non	5,27,5	s p s
1933	venerant	23,42,5,71,2,5,9	l r s q C s ok
1934	ducendum	11,93,86,42,5,11,46	k u n r s k T
1935	dedit	11,42,11,56,9	k r k N ok
1936	p	85	P
1937	sulpicium	89,93,94,85,56,86,56,46	I u c P N n N T
1938	legatum	94,42,90,2,9,46	c r x C ok T
1939	cum	20,95	e h
1940	eo	42,27	r p
1941	praesidio	85,49,2,42,89,56,11,56,27	P a C r I N k N p
1942	quod	92,27,11	j p k
1943	satis	89,2,9,56,87	I C ok N g
1944	esse	42,89,89,42	r I I r
1945	arbitrabatur	2,49,7,56,9,49,2,7,2,9,93,49	C a d N ok a C d C ok u a
1946	portum	85,27,49,9,46	P p a ok T
1947	tenere	9,42,5,8	ok r s o
1948	iussit	56,93,89,89,56,9	N u I I N ok
1949	constitutis	13,89,9,56,9,93,9,56,87	S I ok N ok u ok N g
1950	rebus	49,42,7,93,87	a r d u g
1951	nactus	5,2,86,9,93,87	s C n ok u g
1952	idoneam	56,11,27,5,42,2,96	N k p s r C z
1953	ad	2,11	C k
1954	navigandum	5,2,23,56,90,2,5,11,46	s C l N x C s k T
1955	tempestatem	9,42,96,85,42,89,9,2,9,42,96	ok r z P r I ok C ok r z
1956	iii	56,56,56	N N N
1957	vigilia	23,56,90,56,94,56,2	l N x N c N C
1958	solvit	89,27,94,23,56,9	I p c l N ok
1959	equitesque	42,0,56,9,42,89,91	r ol N ok r I b
1960	in	1	y
1961	ulteriorem	93,94,9,71,56,27,49,42,96	u c ok q N p a r z
1962	portum	85,27,49,9,46	P p a ok T
1963	progredi	85,49,27,90,49,42,11,56	P a p x a r k N
1964	et	22	E
1965	naves	5,2,23,42,87	s C l r g
1966	conscendere	13,89,86,42,5,11,8	S I n r s k o
1967	et	22	E
1968	se	15	Ce
1969	sequi	89,42,0,56	I r ol N
1970	iussit	56,93,89,89,56,9	N u I I N ok
1971	a	2	C
1972	quibus	92,56,7,93,87	j N d u g
1973	cum	20,95	e h
1974	paulo	85,2,93,94,27	P C u c p
1975	tardius	9,2,49,11,56,93,87	ok C a k N u g
1976	esset	42,89,89,42,9	r I I r ok
1977	administratum	2,11,96,56,5,56,89,9,49,2,9,46	C k z N s N I ok a C ok T
1978	ipse	56,85,89,42	N P I r
1979	diei	11,56,42,56	k N r N
1980	circiter	20,56,49,86,56,9,71	e N a n N ok q
1981	iiii	56,56,56,56	N N N N
1982	cum	20,95	e h
1983	primis	85,49,56,96,56,87	P a N z N g
1984	navibus	5,2,23,56,7,93,87	s C l N d u g
1985	britanniam	7,49,56,9,2,5,5,56,2,96	d a N ok C s s N C z
1986	attigit	2,9,9,56,90,56,9	C ok ok N x N ok
1987	atque	2,9,91	C ok b
1988	ibi	56,7,56	N d N
1989	in	1	y
1990	omnibus	27,96,5,56,7,93,87	p z s N d u g
1991	collibus	20,27,94,94,56,97,7,93,87	e p c c N v d u g
1992	copias	20,27,85,56,2,87	e p P N C g
1993	armatas	2,49,96,2,9,2,87	C a z C ok C g
1994	cuius	20,93,56,93,87	e u N u g
1995	loci	94,27,86,56	c p n N
1996	erat	71,2,9	q C ok
1997	natura	5,2,9,93,49,2	s C ok u a C
1998	atque	2,9,91	C ok b
1999	ita	56,9,2	N ok C
2000	montibus	96,27,5,9,56,7,93,87	z p s ok N d u g
2001	angustis	2,5,90,93,89,9,56,87	C s x u I ok N g
2002	mare	96,2,49,42	z C a r
2003	continebatur	13,9,56,5,42,7,2,9,93,49	S ok N s r d C ok u a
2004	uti	93,9,56	u ok N
2005	ex	10	ot
2006	locis	94,27,86,56,87	c p n N g
2007	superioribus	89,93,85,71,56,27,49,56,7,93,87	I u P q N p a N d u g
2008	in	1	y
2009	litus	94,56,9,93,87	c N ok u g
2010	telum	9,42,94,46	ok r c T
2011	adigi	2,11,56,90,56	C k N x N
2012	posset	85,27,89,89,42,9	P p I I r ok
2013	ad	2,11	C k
2014	egrediendum	42,90,49,42,11,56,42,5,11,46	r x a r k N r s k T
2015	nequaquam	5,42,0,2,0,2,96	s r ol C ol C z
2016	idoneum	56,11,27,5,42,46	N k p s r T
2017	locum	94,27,86,46	c p n T
2018	arbitratus	2,49,7,56,9,49,2,9,93,87	C a d N ok a C ok u g
2019	dum	11,46	k T
2020	reliquae	49,42,94,56,0,2,42	a r c N ol C r
2021	naves	5,2,23,42,87	s C l r g
2022	eo	42,27	r p
2023	convenirent	13,23,42,5,56,49,6	S l r s N a aN
2024	ad	2,11	C k
2025	nonam	5,27,5,2,96	s p s C z
2026	in	1	y
2027	ancoris	2,5,86,27,49,56,87	C s n p a N g
2028	interim	56,5,9,71,56,96	N s ok q N z
2029	legatis	94,42,90,2,9,56,87	c r x C ok N g
2030	tribunisque	9,49,56,7,93,5,56,89,91	ok a N d u s N I b
2031	militum	96,56,94,56,9,46	z N c N ok T
2032	convocatis	13,23,27,86,2,9,56,87	S l p n C ok N g
2033	et	22	E
2034	quae	92,2,42	j C r
2035	ex	10	ot
2036	voluseno	23,27,94,93,89,42,5,27	l p c u I r s p
2037	cognovisset	20,27,90,5,27,23,56,89,89,42,9	e p x s p l N I I r ok
2038	et	22	E
2039	quae	92,2,42	j C r
2040	vellet	23,42,94,94,42,9	l r c c r ok
2041	ostendit	27,89,9,42,5,11,56,9	p I ok r s k N ok
2042	monuitque	96,27,5,93,56,9,91	z p s u N ok b
2043	ut	12	al
2044	rei	49,42,56	a r N
2045	militaris	96,56,94,56,9,2,49,56,87	z N c N ok C a N g
2046	ratio	49,2,9,56,27	a C ok N p
2047	ut	12	al
2048	maritimae	96,2,49,56,9,56,96,2,42	z C a N ok N z C r
2049	res	49,42,87	a r g
2050	postularent	85,27,89,9,93,94,2,49,6	P p I ok u c C a aN
2051	ut	12	al
2052	cum	20,95	e h
2053	celerem	20,42,94,8,96	e r c o z
2054	atque	2,9,91	C ok b
2055	instabilem	56,5,89,9,2,7,56,94,42,96	N s I ok C d N c r z
2056	motum	96,27,9,46	z p ok T
2057	ad	2,11	C k
2058	nutum	5,93,9,46	s u ok T
2059	et	22	E
2060	ad	2,11	C k
2061	tempus	9,42,96,85,93,87	ok r z P u g
2062	d	11	k
2063	omnes	27,96,5,42,87	p z s r g
2064	res	49,42,87	a r g
2065	ab	2,7	C d
2066	iis	56,56,87	N N g
2067	administrarentur	2,11,96,56,5,56,89,9,49,2,49,6,93,49	C k z N s N I ok a C a aN u a
2068	dimissis	11,56,96,56,89,89,56,87	k N z N I I N g
2069	et	22	E
2070	vii	23,56,56	l N N
2071	ab	2,7	C d
2072	eo	42,27	r p
2073	loco	94,27,86,27	c p n p
2074	progressus	85,49,27,90,49,42,89,89,93,87	P a p x a r I I u g
2075	aperto	2,85,71,9,27	C P q ok p
2076	ac	2,86	C n
2077	plano	85,94,2,97,5,27	P c C v s p
2078	litore	94,56,9,27,49,42	c N ok p a r
2079	naves	5,2,23,42,87	s C l r g
2080	constituit	13,89,9,56,9,93,56,9	S I ok N ok u N ok
2081	at	2,9	C ok
2082	barbari	7,2,49,7,2,49,56	d C a d C a N
2083	consilio	13,89,56,94,56,27	S I N c N p
2084	romanorum	49,27,96,2,5,27,49,46	a p z C s p a T
2085	cognito	20,27,90,5,56,9,27	e p x s N ok p
2086	praemisso	85,49,2,42,96,56,89,89,27	P a C r z N I I p
2087	equitatu	42,0,56,9,2,9,93	r ol N ok C ok u
2088	et	22	E
2089	essedariis	42,89,89,42,11,2,49,56,56,87	r I I r k C a N N g
2090	quo	92,27	j p
2091	plerumque	85,94,71,95,91	P c q h b
2092	genere	90,42,5,8	x r s o
2093	in	1	y
2094	proeliis	85,49,27,42,94,56,56,87	P a p r c N N g
2095	uti	93,9,56	u ok N
2096	consuerunt	13,89,93,71,93,5,9	S I u q u s ok
2097	reliquis	49,42,94,56,0,56,87	a r c N ol N g
2098	copiis	20,27,85,56,56,87	e p P N N g
2099	subsecuti	89,93,7,89,42,86,93,9,56	I u d I r n u ok N
2100	nostros	5,27,89,9,49,27,87	s p I ok a p g
2101	navibus	5,2,23,56,7,93,87	s C l N d u g
2102	egredi	42,90,49,42,11,56	r x a r k N
2103	erat	71,2,9	q C ok
2104	ob	27,7	p d
2105	causas	20,2,93,89,2,87	e C u I C g
2106	summa	89,95,96,2	I h z C
2107	quod	92,27,11	j p k
2108	naves	5,2,23,42,87	s C l r g
2109	propter	85,49,27,85,9,71	P a p P ok q
2110	magnitudinem	96,2,90,5,56,9,93,11,56,5,42,96	z C x s N ok u k N s r z
2111	nisi	5,56,89,56	s N I N
2112	in	1	y
2113	alto	2,94,9,27	C c ok p
2114	constitui	13,89,9,56,9,93,56	S I ok N ok u N
2115	non	5,27,5	s p s
2116	poterant	85,27,9,71,2,5,9	P p ok q C s ok
2117	militibus	96,56,94,56,9,56,7,93,87	z N c N ok N d u g
2118	autem	2,93,9,42,96	C u ok r z
2119	ignotis	56,90,5,27,9,56,87	N x s p ok N g
2120	locis	94,27,86,56,87	c p n N g
2121	impeditis	56,96,85,42,11,56,9,56,87	N z P r k N ok N g
2122	manibus	96,2,5,56,7,93,87	z C s N d u g
2123	magno	96,2,90,5,27	z C x s p
2124	et	22	E
2125	gravi	90,49,2,23,56	x a C l N
2126	onere	27,5,8	p s o
2127	armorum	2,49,96,27,49,46	C a z p a T
2128	oppressis	27,85,85,49,42,89,89,56,87	p P P a r I I N g
2129	simul	89,56,96,93,94	I N z u c
2130	et	22	E
2131	de	11,42	k r
2132	navibus	5,2,23,56,7,93,87	s C l N d u g
2133	desiliendum	11,42,89,56,94,56,42,5,11,46	k r I N c N r s k T
2134	et	22	E
2135	in	1	y
2136	auctibus	2,93,86,9,56,7,93,87	C u n ok N d u g
2137	consistendum	13,89,56,89,9,42,5,11,46	S I N I ok r s k T
2138	et	22	E
2139	cum	20,95	e h
2140	erat	71,2,9	q C ok
2141	pugnandum	85,93,90,5,2,5,11,46	P u x s C s k T
2142	cum	20,95	e h
2143	illi	56,94,94,56	N c c N
2144	aut	2,93,9	C u ok
2145	ex	10	ot
2146	arido	2,49,56,11,27	C a N k p
2147	aut	2,93,9	C u ok
2148	paulum	85,2,93,94,46	P C u c T
2149	in	1	y
2150	aquam	2,0,2,96	C ol C z
2151	progressi	85,49,27,90,49,42,89,89,56	P a p x a r I I N
2152	omnibus	27,96,5,56,7,93,87	p z s N d u g
2153	membris	96,42,96,7,49,56,87	z r z d a N g
2154	notissimis	5,27,9,56,89,89,56,96,56,87	s p ok N I I N z N g
2155	locis	94,27,86,56,87	c p n N g
2156	audacter	2,93,11,2,86,9,71	C u k C n ok q
2157	tela	9,42,94,2	ok r c C
2158	coicerent	20,27,56,86,71,6	e p N n q aN
2159	et	22	E
2160	equos	42,0,27,87	r ol p g
2161	incitarent	56,5,86,56,9,2,49,6	N s n N ok C a aN
2162	quibus	92,56,7,93,87	j N d u g
2163	rebus	49,42,7,93,87	a r d u g
2164	nostri	5,27,89,9,49,56	s p I ok a N
2165	perterriti	85,71,9,71,49,56,9,56	P q ok q a N ok N
2166	atque	2,9,91	C ok b
2167	omnino	97,27,96,5,56,5,27	v p z s N s p
2168	generis	90,42,5,71,56,87	x r s q N g
2169	pugnae	85,93,90,5,2,42	P u x s C r
2170	imperiti	56,96,85,71,56,9,56	N z P q N ok N
2171	non	5,27,5	s p s
2172	eadem	42,2,11,42,96	r C k r z
2173	alacritate	2,94,2,86,49,56,9,2,9,42	C c C n a N ok C ok r
2174	ac	2,86	C n
2175	studio	89,9,93,11,56,27	I ok u k N p
2176	quo	92,27	j p
2177	in	1	y
2178	pedestribus	85,42,11,42,89,9,49,56,7,93,87	P r k r I ok a N d u g
2179	uti	93,9,56	u ok N
2180	proeliis	85,49,27,42,94,56,56,87	P a p r c N N g
2181	consuerant	13,89,93,71,2,5,9	S I u q C s ok
2182	utebantur	93,9,42,7,2,5,9,93,49	u ok r d C s ok u a
2183	quod	92,27,11	j p k
2184	ubi	93,7,56	u d N
2185	caesar	20,2,42,89,2,49	e C r I C a
2186	animadvertit	2,5,56,96,2,11,23,71,9,56,9	C s N z C k l q ok N ok
2187	naves	5,2,23,42,87	s C l r g
2188	longas	94,27,5,90,2,87	c p s x C g
2189	quarum	92,2,49,46	j C a T
2190	et	22	E
2191	species	89,85,42,86,56,42,87	I P r n N r g
2192	erat	71,2,9	q C ok
2193	barbaris	7,2,49,7,2,49,56,87	d C a d C a N g
2194	inusitatior	56,5,93,89,56,9,2,9,56,27,49	N s u I N ok C ok N p a
2195	et	22	E
2196	motus	96,27,9,93,87	z p ok u g
2197	ad	2,11	C k
2198	usum	93,89,46	u I T
2199	paulum	85,2,93,94,46	P C u c T
2200	removeri	49,42,96,27,23,71,56	a r z p l q N
2201	ab	2,7	C d
2202	onerariis	27,5,71,2,49,56,56,87	p s q C a N N g
2203	navibus	5,2,23,56,7,93,87	s C l N d u g
2204	et	22	E
2205	remis	49,42,96,56,87	a r z N g
2206	incitari	56,5,86,56,9,2,49,56	N s n N ok C a N
2207	et	22	E
2208	ad	2,11	C k
2209	latus	94,2,9,93,87	c C ok u g
2210	apertum	2,85,71,9,46	C P q ok T
2211	constitui	13,89,9,56,9,93,56	S I ok N ok u N
2212	atque	2,9,91	C ok b
2213	inde	56,5,11,42	N s k r
2214	sagittis	89,2,90,56,9,9,56,87	I C x N ok ok N g
2215	tormentis	9,27,49,96,6,56,87	ok p a z aN N g
2216	propelli	85,49,27,85,42,94,94,56	P a p P r c c N
2217	ac	2,86	C n
2218	submoveri	89,93,7,96,27,23,71,56	I u d z p l q N
2219	iussit	56,93,89,89,56,9	N u I I N ok
2220	quae	92,2,42	j C r
2221	res	49,42,87	a r g
2222	magno	96,2,90,5,27	z C x s p
2223	usui	93,89,93,56	u I u N
2224	nostris	5,27,89,9,49,56,87	s p I ok a N g
2225	nam	5,2,96	s C z
2226	et	22	E
2227	navium	5,2,23,56,46	s C l N T
2228	et	22	E
2229	remorum	49,42,96,27,49,46	a r z p a T
2230	motu	96,27,9,93	z p ok u
2231	et	22	E
2232	inusitato	56,5,93,89,56,9,2,9,27	N s u I N ok C ok p
2233	genere	90,42,5,8	x r s o
2234	tormentorum	9,27,49,96,6,27,49,46	ok p a z aN p a T
2235	permoti	85,71,96,27,9,56	P q z p ok N
2236	barbari	7,2,49,7,2,49,56	d C a d C a N
2237	constiterunt	13,89,9,56,9,71,93,5,9	S I ok N ok q u s ok
2238	ac	2,86	C n
2239	paulum	85,2,93,94,46	P C u c T
2240	modo	96,27,11,27	z p k p
2241	pedem	85,42,11,42,96	P r k r z
2242	rettulerunt	49,42,9,9,93,94,71,93,5,9	a r ok ok u c q u s ok
2243	atque	2,9,91	C ok b
2244	nostris	5,27,89,9,49,56,87	s p I ok a N g
2245	militibus	96,56,94,56,9,56,7,93,87	z N c N ok N d u g
2246	cunctantibus	20,93,5,86,9,2,5,9,56,7,93,87	e u s n ok C s ok N d u g
2247	propter	85,49,27,85,9,71	P a p P ok q
2248	altitudinem	2,94,9,56,9,93,11,56,5,42,96	C c ok N ok u k N s r z
2249	maris	96,2,49,56,87	z C a N g
2250	qui	3	ar
2251	legionis	94,42,90,56,27,5,56,87	c r x N p s N g
2252	aquilam	2,0,56,94,2,96	C ol N c C z
2253	gerebat	90,8,7,2,9	x o d C ok
2254	obtestatus	27,7,9,42,89,9,2,9,93,87	p d ok r I ok C ok u g
2255	deos	11,42,27,87	k r p g
2256	ut	12,97	al v
2257	ea	42,2	r C
2258	res	49,42,87	a r g
2259	legioni	94,42,90,56,27,5,56	c r x N p s N
2260	eveniret	42,23,42,5,56,49,42,9	r l r s N a r ok
2261	desilite	11,42,89,56,94,56,9,42	k r I N c N ok r
2262	inquit	56,5,0,56,9	N s ol N ok
2263	milites	96,56,94,56,9,42,87	z N c N ok r g
2264	nisi	5,56,89,56	s N I N
2265	vultis	23,93,94,9,56,87	l u c ok N g
2266	aquilam	2,0,56,94,2,96	C ol N c C z
2267	prodere	85,49,27,11,8	P a p k o
2268	ego	42,90,27	r x p
2269	certe	20,71,9,42	e q ok r
2270	meum	96,42,46	z r T
2271	rei	49,42,56	a r N
2272	publicae	85,93,7,94,56,86,2,42	P u d c N n C r
2273	atque	2,9,91	C ok b
2274	imperatori	56,96,85,71,2,9,27,49,56	N z P q C ok p a N
2275	praestitero	85,49,2,42,89,9,56,9,71,27	P a C r I ok N ok q p
2276	cum	20,95	e h
2277	voce	23,27,86,42	l p n r
2278	magna	96,2,90,5,2	z C x s C
2279	se	15	Ce
2280	ex	10	ot
2281	navi	5,2,23,56	s C l N
2282	proiecit	85,49,27,56,42,86,56,9	P a p N r n N ok
2283	atque	2,9,91	C ok b
2284	in	1	y
2285	aquilam	2,0,56,94,2,96	C ol N c C z
2286	coepit	20,27,42,85,56,9	e p r P N ok
2287	tum	9,46	ok T
2288	nostri	5,27,89,9,49,56	s p I ok a N
2289	inter	56,5,9,71	N s ok q
2290	se	15	Ce
2291	ne	5,42	s r
2292	tantum	9,2,5,9,46	ok C s ok T
2293	dedecus	11,42,11,42,86,93,87	k r k r n u g
2294	admitteretur	2,11,96,56,9,9,8,9,93,49	C k z N ok ok o ok u a
2295	universi	93,5,56,23,71,89,56	u s N l q I N
2296	ex	10	ot
2297	navi	5,2,23,56	s C l N
2298	desiluerunt	11,42,89,56,94,93,71,93,5,9	k r I N c u q u s ok
2299	item	56,9,42,96	N ok r z
2300	ex	10	ot
2301	primi	85,49,56,96,56	P a N z N
2302	navibus	5,2,23,56,7,93,87	s C l N d u g
2303	cum	20,95	e h
2304	subsecuti	89,93,7,89,42,86,93,9,56	I u d I r n u ok N
2305	adpropinquaverunt	2,11,85,49,27,85,56,5,0,2,23,71,93,5,9	C k P a p P N s ol C l q u s ok
2306	pugnatum	85,93,90,5,2,9,46	P u x s C ok T
2307	est	42,89,9	r I ok
2308	ab	2,7	C d
2309	utrisque	93,9,49,56,89,91	u ok a N I b
2310	acriter	2,86,49,56,9,71	C n a N ok q
2311	nostri	5,27,89,9,49,56	s p I ok a N
2312	tamen	9,2,96,42,5	ok C z r s
2313	quod	92,27,11	j p k
2314	neque	5,42,91	s r b
2315	ordines	27,49,11,56,5,42,87	p a k N s r g
2316	servare	89,71,23,2,49,42	I q l C a r
2317	neque	5,42,91	s r b
2318	insistere	56,5,89,56,89,9,8	N s I N I ok o
2319	neque	5,42,91	s r b
2320	signa	89,56,90,5,2	I N x s C
2321	subsequi	89,93,7,89,42,0,56	I u d I r ol N
2322	poterant	85,27,9,71,2,5,9	P p ok q C s ok
2323	atque	2,9,91	C ok b
2324	alius	2,94,56,93,87	C c N u g
2325	alia	2,94,56,2	C c N C
2326	ex	10	ot
2327	navi	5,2,23,56	s C l N
2328	quibuscumque	92,56,7,93,89,86,95,91	j N d u I n h b
2329	signis	89,56,90,5,56,87	I N x s N g
2330	occurrerat	27,86,86,93,49,49,71,2,9	p n n u a a q C ok
2331	se	15	Ce
2332	adgregabat	2,11,90,49,42,90,2,7,2,9	C k x a r x C d C ok
2333	magnopere	96,2,90,5,27,85,8	z C x s p P o
2334	perturbabantur	85,71,9,93,49,7,2,7,2,5,9,93,49	P q ok u a d C d C s ok u a
2335	vero	23,71,27	l q p
2336	notis	5,27,9,56,87	s p ok N g
2337	omnibus	27,96,5,56,7,93,87	p z s N d u g
2338	vadii	23,2,11,56,56	l C k N N
2339	ubi	93,7,97,56	u d v N
2340	ex	10	ot
2341	litore	94,56,9,27,49,42	c N ok p a r
2342	aliquos	2,94,56,0,27,87	C c N ol p g
2343	singulares	89,56,5,90,93,94,2,49,42,87	I N s x u c C a r g
2344	ex	10	ot
2345	navi	5,2,23,56	s C l N
2346	egredientes	42,90,49,42,11,56,6,42,87	r x a r k N aN r g
2347	incitatis	56,5,86,56,9,2,9,56,87	N s n N ok C ok N g
2348	equis	42,0,56,87	r ol N g
2349	impeditos	56,96,85,42,11,56,9,27,87	N z P r k N ok p g
2350	adoriebantur	2,11,27,49,56,42,7,2,5,9,93,49	C k p a N r d C s ok u a
2351	plures	85,94,93,49,42,87	P c u a r g
2352	paucos	85,2,93,86,27,87	P C u n p g
2353	circumsistebant	20,56,49,86,95,89,56,89,9,42,7,2,5,9	e N a n h I N I ok r d C s ok
2354	alii	2,94,56,56	C c N N
2355	ab	2,7	C d
2356	latere	94,2,9,8	c C ok o
2357	aperto	2,85,71,9,27	C P q ok p
2358	in	1	y
2359	universos	93,5,56,23,71,89,27,87	u s N l q I p g
2360	tela	9,42,94,2	ok r c C
2361	coiciebant	20,27,56,86,56,42,7,2,5,9	e p N n N r d C s ok
2362	quod	92,27,11	j p k
2363	cum	20,95	e h
