event_id	page	record	statement_id	locus	silent_owner_de	observed_surface	card_no	component_parse	abstract_component_reading_de	context_selection	owner_slot_fill	contextual_card_reading_de	concrete_frame_verb_de	whole_card_gloss_lookup	complete
E291	f83r	B3	B3-S026	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	solkeedy	PROC098	SOLK+EE+DY	auffangen · länger · Schluss [Rahmen: auffangen und stehen lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten länger auffangen; Schritt schließen	auffangen und stehen lassen	NO	YES
E292	f83r	B3	B3-S027	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qoteedy	PROC129	OT+EE+DY	danach · länger · Schluss	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · länger; Schritt schließen	NOT_AN_ACTION_CARD	NO	YES
E293	f83r	B3	B3-S028	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten [Rahmen: wirken lassen, anlegen]	OWNER_SLOT_FILL	CONTACT_OR_APPLICATION_OWNER	den laufenden Posten länger in Einsatz halten	wirken lassen	NO	YES
E294	f83r	B3	B3-S028	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	NO	YES
E295	f83r	B3	B3-S029	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	sol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E296	f83r	B3	B3-S029	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	cheeety	PROC149	EEE+T+Y	vollständig · eintragen · dieser Posten [Rahmen: eintragen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten vollständig eintragen	eintragen	NO	YES
E297	f83r	B3	B3-S029	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	NO	YES
E298	f83r	B3	B3-S030	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qoky	PROC008	OK+Y	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	OWNER_SLOT_FILL	BASE_OPERATION	diesen Posten in Einsatz bringen	einsetzen	NO	YES
E299	f83r	B3	B3-S030	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	saiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E300	f83r	B3	B3-S030	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	schedair	PROC150	CHD+AIR	umsetzen · laufender Bestand [Rahmen: durchleiten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten durch laufender Bestand umsetzen	durchleiten	NO	YES
E301	f83r	B3	B3-S030	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	otchedy	PROC145	OT+CHD+DY	danach · umsetzen · Schluss [Rahmen: überführen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach den laufenden Posten umsetzen; Schritt schließen	überführen	NO	YES
E302	f83r	B3	B3-S031	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	NO	YES
E303	f83r	B3	B3-S032	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	chedain	PROC151	CHD+AIN	umsetzen · Portion [Rahmen: abmessen und umsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten nach Portion umsetzen	abmessen und umsetzen	NO	YES
E304	f83r	B3	B3-S032	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	chedy	PROC042	CHD+Y	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_SLOT_FILL	MEASURE_SLOT	diesen Posten umsetzen	abmessen und umsetzen	NO	YES
E305	f83r	B3	B3-S032	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qotedaiin	PROC152	OT+E+AIIN	danach · kurz · vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · kurz · vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E306	f83r	B3	B3-S032	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	otaiin	PROC112	OT+AIIN	danach · vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E307	f83r	B3	B3-S032	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	otedy	PROC135	OT+E+DY	danach · kurz · Schluss	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · kurz; Schritt schließen	NOT_AN_ACTION_CARD	NO	YES
E308	f83r	B3	B3-S033	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	ldy	PROC108	L+DY	führen · Schluss [Rahmen: abführen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten führen; Schritt schließen	abführen	NO	YES
E309	f83r	B3	B3-S034	f83r.24	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	soiiin	PROC097	O+IIN	Arbeitsgang · Sollstufe	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Arbeitsgang · Sollstufe	NOT_AN_ACTION_CARD	NO	YES
E310	f83r	B3	B3-S034	f83r.24	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	checthy	PROC014	CTH+Y	bereit · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bereit · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E311	f83r	B3	B3-S034	f83r.24	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	chety	PROC004	T+Y	eintragen · dieser Posten [Rahmen: eintragen, übertragen]	OWNER_SLOT_FILL	BASE_OPERATION	diesen Posten in das aktive Fach übernehmen	eintragen	NO	YES
E312	f83r	B3	B3-S034	f83r.24	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	otaiin	PROC112	OT+AIIN	danach · vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E313	f83r	B3	B3-S034	f83r.24	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	olsaly	PROC153	OL+AL+Y	fortsetzen · bezeichnete Stelle · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen · bezeichnete Stelle · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E314	f83r	B3	B3-S034	f83r.24	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	shedy	PROC078	SHED+DY	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_SLOT_FILL	VISIBLE_DEPOSIT_TARGET	den laufenden Posten absetzen; Schritt schließen	ablagern	NO	YES
E315	f83r	B4	B4-S001	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	NO	YES
E316	f83r	B4	B4-S002	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qolchey	PROC154	OL+Y	fortsetzen · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E317	f83r	B4	B4-S002	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten [Rahmen: wirken lassen, anlegen]	OWNER_SLOT_FILL	CONTACT_OR_APPLICATION_OWNER	den laufenden Posten länger in Einsatz halten	wirken lassen	NO	YES
E318	f83r	B4	B4-S002	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	NO	YES
E319	f83r	B4	B4-S003	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	chedy	PROC042	CHD+Y	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_SLOT_FILL	BASE_OPERATION	diesen Posten umsetzen	umsetzen	NO	YES
E320	f83r	B4	B4-S003	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	otal	PROC131	OT+AL	danach · bezeichnete Stelle	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · bezeichnete Stelle	NOT_AN_ACTION_CARD	NO	YES
E321	f83r	B4	B4-S003	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	otchey	PROC065	OT+Y	danach · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E322	f83r	B4	B4-S003	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten [Rahmen: wirken lassen, anlegen]	OWNER_SLOT_FILL	CONTACT_OR_APPLICATION_OWNER	den laufenden Posten länger in Einsatz halten	anlegen	NO	YES
E323	f83r	B4	B4-S003	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qoky	PROC008	OK+Y	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	OWNER_SLOT_FILL	BASE_OPERATION	diesen Posten in Einsatz bringen	einsetzen	NO	YES
E324	f83r	B4	B4-S003	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	tol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E325	f83r	B4	B4-S003	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shedy	PROC078	SHED+DY	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten absetzen; Schritt schließen	absetzen lassen	NO	YES
E326	f83r	B4	B4-S004	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokylddy	PROC155	OK+Y+LD+DY	ansetzen · dieser Posten · befestigen · Schluss [Rahmen: festbinden, einsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten ansetzen und befestigen; Schritt schließen	einsetzen + festbinden	NO	YES
E327	f83r	B4	B4-S005	f83r.27	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	dain	PROC156	AIN	Portion	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Portion	NOT_AN_ACTION_CARD	NO	YES
E328	f83r	B4	B4-S005	f83r.27	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	chedy	PROC042	CHD+Y	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_SLOT_FILL	MEASURE_SLOT	diesen Posten umsetzen	abmessen und umsetzen	NO	YES
E329	f83r	B4	B4-S005	f83r.27	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	NO	YES
E330	f83r	B4	B4-S006	f83r.27	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shckhedy	PROC099	SH+CKH+E+DY	halten · Durchlass · kurz · Schluss [Rahmen: zurückhalten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	zurückhalten	NO	YES
E331	f83r	B4	B4-S007	f83r.27	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shckhedy	PROC099	SH+CKH+E+DY	halten · Durchlass · kurz · Schluss [Rahmen: zurückhalten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	zurückhalten	NO	YES
E332	f83r	B4	B4-S008	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	saiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E333	f83r	B4	B4-S008	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	cheeky	PROC046	CHK+EE+Y	wärmen · länger · dieser Posten [Rahmen: temperieren, warm halten]	OWNER_SLOT_FILL	THERMAL_STATE	diesen Posten länger temperieren	warm halten	NO	YES
E334	f83r	B4	B4-S008	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	sheey	PROC157	SH+EE+Y	halten · länger · dieser Posten [Rahmen: halten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten länger halten	halten	NO	YES
E335	f83r	B4	B4-S008	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	NO	YES
E336	f83r	B4	B4-S009	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shedy	PROC078	SHED+DY	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten absetzen; Schritt schließen	absetzen lassen	NO	YES
E337	f83r	B4	B4-S010	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	oldy	PROC047	OL+DY	fortsetzen · Schluss	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen; Schritt schließen	NOT_AN_ACTION_CARD	NO	YES
E338	f83r	B4	B4-S011	f83r.35	linke Hauptstation mit offenem Fransenlauf	saiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E339	f83r	B4	B4-S011	f83r.35	linke Hauptstation mit offenem Fransenlauf	cheky	PROC083	CHK+E+Y	wärmen · kurz · dieser Posten [Rahmen: warm halten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten kurz wärmen	warm halten	NO	YES
E340	f83r	B4	B4-S011	f83r.35	linke Hauptstation mit offenem Fransenlauf	okeeol	PROC158	OK+EE+OL	ansetzen · länger · fortsetzen [Rahmen: wirken lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen den laufenden Posten länger ansetzen	wirken lassen	NO	YES
E341	f83r	B4	B4-S011	f83r.35	linke Hauptstation mit offenem Fransenlauf	okain	PROC080	OK+AIN	ansetzen · Portion [Rahmen: einsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten nach Portion ansetzen	einsetzen	NO	YES
E342	f83r	B4	B4-S011	f83r.35	linke Hauptstation mit offenem Fransenlauf	chdy	PROC042	CHD+Y	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_SLOT_FILL	BASE_OPERATION	diesen Posten umsetzen	umsetzen	NO	YES
E343	f83r	B4	B4-S011	f83r.37	linke Hauptstation mit offenem Fransenlauf	sol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E344	f83r	B4	B4-S011	f83r.37	linke Hauptstation mit offenem Fransenlauf	lkedy	PROC159	L+K+E+DY	führen · zuführen · kurz · Schluss [Rahmen: zugeben, abführen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten kurz führen und zuführen; Schritt schließen	abführen + zugeben	NO	YES
E345	f83r	B4	B4-S012	f83r.37	linke Hauptstation mit offenem Fransenlauf	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	OWNER_SLOT_FILL	VISIBLE_SOURCE_OR_DRAIN	den laufenden Posten weiterleiten und überführen; Schritt schließen	abführen + überführen	NO	YES
E346	f83r	B4	B4-S013	f83r.37	linke Hauptstation mit offenem Fransenlauf	qokol	PROC160	OK+OL	ansetzen · fortsetzen [Rahmen: einsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen den laufenden Posten ansetzen	einsetzen	NO	YES
E347	f83r	B4	B4-S013	f83r.37	linke Hauptstation mit offenem Fransenlauf	shedy	PROC078	SHED+DY	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten absetzen; Schritt schließen	absetzen lassen	NO	YES
E348	f83r	B4	B4-S014	f83r.38	linke Hauptstation mit offenem Fransenlauf	or	PROC016	OR	Ansatz	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Ansatz	NOT_AN_ACTION_CARD	NO	YES
E349	f83r	B4	B4-S014	f83r.38	linke Hauptstation mit offenem Fransenlauf	chey	PROC019	Y	dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E350	f83r	B4	B4-S014	f83r.38	linke Hauptstation mit offenem Fransenlauf	qockhey	PROC161	O+CKH+E+Y	Arbeitsgang · Durchlass · kurz · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Arbeitsgang · Durchlass · kurz · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E351	f83r	B4	B4-S014	f83r.38	linke Hauptstation mit offenem Fransenlauf	dairydy	PROC162	AIR+Y+DY	laufender Bestand · dieser Posten · Schluss	PORTABLE_COMPONENT_READING	NOT_REQUIRED	laufender Bestand · dieser Posten; Schritt schließen	NOT_AN_ACTION_CARD	NO	YES
E352	f83r	B4	B4-S015	f83r.39	linke Hauptstation mit offenem Fransenlauf	qokain	PROC080	OK+AIN	ansetzen · Portion [Rahmen: einsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten nach Portion ansetzen	einsetzen	NO	YES
E353	f83r	B4	B4-S015	f83r.39	linke Hauptstation mit offenem Fransenlauf	shey	PROC031	SH+EE+Y	halten · länger · dieser Posten [Rahmen: halten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten länger halten	halten	NO	YES
E354	f83r	B4	B4-S015	f83r.39	linke Hauptstation mit offenem Fransenlauf	kain	PROC069	K+AIN	zuführen · Portion [Rahmen: dosiert zugeben]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten nach Portion zuführen	dosiert zugeben	NO	YES
E355	f83r	B4	B4-S015	f83r.39	linke Hauptstation mit offenem Fransenlauf	chckhal	PROC163	CH+CKH+AL	abziehen · Durchlass · bezeichnete Stelle [Rahmen: ablaufen lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten an bezeichnete Stelle durch Durchlass abziehen	ablaufen lassen	NO	YES
E356	f83r	B4	B4-S015	f83r.41	rechte Hauptstation mit S-Lauf und Mehrarmknoten	solkey	PROC164	SOLK+E+Y	auffangen · kurz · dieser Posten [Rahmen: auffangen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten kurz auffangen	auffangen	NO	YES
E357	f83r	B4	B4-S015	f83r.41	rechte Hauptstation mit S-Lauf und Mehrarmknoten	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss [Rahmen: überführen, abmessen und umsetzen, umfüllen, abführen, hinleiten]	OWNER_SLOT_FILL	VISIBLE_SOURCE_OR_DRAIN	den laufenden Posten weiterleiten und überführen; Schritt schließen	abführen + überführen	NO	YES
E358	f83r	B4	B4-S016	f83r.41	rechte Hauptstation mit S-Lauf und Mehrarmknoten	qolkain	PROC070	OL+K+AIN	fortsetzen · zuführen · Portion [Rahmen: dosiert zugeben]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen den laufenden Posten nach Portion zuführen	dosiert zugeben	NO	YES
E359	f83r	B4	B4-S016	f83r.41	rechte Hauptstation mit S-Lauf und Mehrarmknoten	dal	PROC055	AL	bezeichnete Stelle	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bezeichnete Stelle	NOT_AN_ACTION_CARD	NO	YES
E360	f83r	B4	B4-S016	f83r.44	rechte Hauptstation mit S-Lauf und Mehrarmknoten	skar	PROC165	K+AR	zuführen · von dort [Rahmen: zuführen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten von dort zuführen	zuführen	NO	YES
E361	f83r	B4	B4-S016	f83r.44	rechte Hauptstation mit S-Lauf und Mehrarmknoten	shedy	PROC078	SHED+DY	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten absetzen; Schritt schließen	absetzen lassen	NO	YES
E362	f83r	B5	B5-S001	f83r.47	linke Fransenstation im B5-Nachtrag	otchdy	PROC166	OT+CHD+DY	danach · umsetzen · Schluss [Rahmen: überführen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach den laufenden Posten umsetzen; Schritt schließen	überführen	NO	YES
E363	f83r	B5	B5-S002	f83r.47	linke Fransenstation im B5-Nachtrag	qokchdy	PROC082	OK+CHD+DY	ansetzen · umsetzen · Schluss [Rahmen: überführen, einsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	NO	YES
E364	f83r	B5	B5-S003	f83r.47	linke Fransenstation im B5-Nachtrag	shedal	PROC142	SHED+AL	absetzen · bezeichnete Stelle [Rahmen: ablagern]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten an bezeichnete Stelle absetzen	ablagern	NO	YES
E365	f83r	B5	B5-S003	f83r.48	linke Fransenstation im B5-Nachtrag	dal	PROC055	AL	bezeichnete Stelle	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bezeichnete Stelle	NOT_AN_ACTION_CARD	NO	YES
E366	f83r	B5	B5-S003	f83r.48	linke Fransenstation im B5-Nachtrag	cheol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E367	f83r	B5	B5-S003	f83r.48	linke Fransenstation im B5-Nachtrag	lol	PROC167	L+OL	führen · fortsetzen [Rahmen: hinleiten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen den laufenden Posten führen	hinleiten	NO	YES
E368	f83r	B5	B5-S003	f83r.48	linke Fransenstation im B5-Nachtrag	chdal	PROC168	CHD+AL	umsetzen · bezeichnete Stelle [Rahmen: umfüllen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten an bezeichnete Stelle umsetzen	umfüllen	NO	YES
E369	f83r	B5	B5-S003	f83r.48	linke Fransenstation im B5-Nachtrag	aiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E370	f83r	B5	B5-S003	f83r.49	linke Fransenstation im B5-Nachtrag	sol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E371	f83r	B5	B5-S003	f83r.49	linke Fransenstation im B5-Nachtrag	daiiin	PROC169	DA+IIN	zweite · Sollstufe	PORTABLE_COMPONENT_READING	NOT_REQUIRED	zweite · Sollstufe	NOT_AN_ACTION_CARD	NO	YES
E372	f83r	B5	B5-S003	f83r.49	linke Fransenstation im B5-Nachtrag	chedy	PROC042	CHD+Y	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_SLOT_FILL	MEASURE_SLOT	diesen Posten umsetzen	abmessen und umsetzen	NO	YES
E373	f83r	B6	B6-S001	f83r.52	rechter S-Lauf im B6-Nachtrag	solkeey	PROC170	SOLK+EE+Y	auffangen · länger · dieser Posten [Rahmen: auffangen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten länger auffangen	auffangen	NO	YES
E374	f83r	B6	B6-S001	f83r.52	rechter S-Lauf im B6-Nachtrag	qekey	PROC171	E+K+E+Y	kurz · zuführen · kurz · dieser Posten [Rahmen: zugeben]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten kurz kurz zuführen	zugeben	NO	YES
E375	f83r	B6	B6-S001	f83r.52	rechter S-Lauf im B6-Nachtrag	raly	PROC172	R+AL+Y	abkühlen · bezeichnete Stelle · dieser Posten [Rahmen: abkühlen lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten an bezeichnete Stelle abkühlen	abkühlen lassen	NO	YES
E376	f83r	B6	B6-S001	f83r.52	rechter S-Lauf im B6-Nachtrag	ol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E377	f83r	B6	B6-S001	f83r.54	rechter S-Lauf im B6-Nachtrag	daiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E378	f83r	B6	B6-S001	f83r.54	rechter S-Lauf im B6-Nachtrag	ol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E379	f83r	B6	B6-S001	f83r.54	rechter S-Lauf im B6-Nachtrag	dain	PROC156	AIN	Portion	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Portion	NOT_AN_ACTION_CARD	NO	YES
E380	f83r	B6	B6-S001	f83r.54	rechter S-Lauf im B6-Nachtrag	chey	PROC019	Y	dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E381	f83r	B6	B6-S001	f83r.54	rechter S-Lauf im B6-Nachtrag	ldalor	PROC173	L+AL+OR	führen · bezeichnete Stelle · Ansatz [Rahmen: hinleiten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den Ansatz an bezeichnete Stelle führen	hinleiten	NO	YES
