assignment_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	bracket_ordinal_in_clause	bracket_marker	host_class	argument_root	explicit_argument_phrase_de	replacement_card_id	source_fragment_de	target_fragment_de	context_source_layer	inherited_argument_source_event_id	guard
1328	G407-E4447	G407-S692	f95v	HERBAL	ykaly	Y+K+AL+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1329	G407-E4448	G407-S692	f95v	HERBAL	chals	CH+AL+S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1330	G407-E4448	G407-S692	f95v	HERBAL	chals	CH+AL+S	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1331	G407-E4455	G407-S693	f95v	HERBAL	dar	D_ADDR+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1332	G407-E4466	G407-S695	f95v	HERBAL	ar	AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Materialanteil	GDT572-A07	den Materialanteil [wie zuvor]	denselben Materialanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1333	G407-E4467	G407-S695	f95v	HERBAL	alfshed	AL+LOCAL_CHAR_F+SH+E+D_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Materialanteil	GDT572-A07	den Materialanteil [wie zuvor]	denselben Materialanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1334	G407-E4470	G407-S695	f95v	HERBAL	qoksh	OK+SH	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Arbeitseinheit	GDT572-A08	die Arbeitseinheit [wie zuvor]	dieselbe Arbeitseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1335	G407-E4470	G407-S695	f95v	HERBAL	qoksh	OK+SH	2	[wie zuvor]	INHERITED_ARGUMENT	OR	die Arbeitseinheit	GDT572-A08	die Arbeitseinheit [wie zuvor]	dieselbe Arbeitseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1336	G407-E4476	G407-S696	f95v	HERBAL	ytchdy	Y+T+CHD+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1337	G407-E4476	G407-S696	f95v	HERBAL	ytchdy	Y+T+CHD+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1338	G407-E4476	G407-S696	f95v	HERBAL	ytchdy	Y+T+CHD+Y	3	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1339	G407-E4476	G407-S696	f95v	HERBAL	ytchdy	Y+T+CHD+Y	4	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1340	G407-E4477	G407-S696	f95v	HERBAL	qokar	OK+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1341	G407-E4478	G407-S696	f95v	HERBAL	am	AM_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1342	G407-E4482	G407-S697	f95v	HERBAL	char	AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1343	G407-E4489	G407-S698	f95v	HERBAL	al	AL	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Materialanteil	GDT572-A07	den Materialanteil [wie zuvor]	denselben Materialanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1344	G407-E4491	G407-S698	f95v	HERBAL	qokal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1345	G407-E4497	G407-S700	f95v	HERBAL	okarar	OK+AR+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1346	G407-E4497	G407-S700	f95v	HERBAL	okarar	OK+AR+AR	2	[außen]	NON_NOMINAL_SCOPE	NOT_APPLICABLE	NON_NOMINAL_HOST	GDT572-S03	[außen]	im äußeren Zweig	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1347	G407-E4497	G407-S700	f95v	HERBAL	okarar	OK+AR+AR	3	[innen]	NON_NOMINAL_SCOPE	NOT_APPLICABLE	NON_NOMINAL_HOST	GDT572-S04	[innen]	im inneren Zweig	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1348	G407-E4498	G407-S700	f95v	HERBAL	yty	Y+T+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1349	G407-E4498	G407-S700	f95v	HERBAL	yty	Y+T+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1350	G407-E4504	G407-S702	f95v	HERBAL	tshdal	T+SH+D_ADDR+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1351	G407-E4504	G407-S702	f95v	HERBAL	tshdal	T+SH+D_ADDR+AL	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1352	G407-E4509	G407-S704	f95v	HERBAL	chefar	CH+E+LOCAL_CHAR_F+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1353	G407-E4512	G407-S705	f95v	HERBAL	shedar	SH+E+D_ADDR+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1354	G407-E4513	G407-S705	f95v	HERBAL	chdam	CHD+AM_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1355	G407-E4516	G407-S705	f95v	HERBAL	qokar	OK+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Materialanteil	GDT572-A07	den Materialanteil [wie zuvor]	denselben Materialanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1356	G407-E4519	G407-S705	f95v	HERBAL	tar	T+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1357	G407-E4526	G407-S707	f95v	HERBAL	sheos	SH+E+O+S	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Materialanteil	GDT572-A07	den Materialanteil [wie zuvor]	denselben Materialanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1358	G407-E4526	G407-S707	f95v	HERBAL	sheos	SH+E+O+S	2	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Materialanteil	GDT572-A07	den Materialanteil [wie zuvor]	denselben Materialanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1359	G407-E4529	G407-S707	f95v	HERBAL	chtal	CH+T+AL	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1360	G407-E4529	G407-S707	f95v	HERBAL	chtal	CH+T+AL	2	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1361	G407-E4530	G407-S707	f95v	HERBAL	dar	D_ADDR+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1362	G407-E4536	G407-S709	f95v	HERBAL	k	K	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1363	G407-E4538	G407-S709	f95v	HERBAL	kshed	K+SH+E+D_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1364	G407-E4538	G407-S709	f95v	HERBAL	kshed	K+SH+E+D_ADDR	2	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1365	G407-E4539	G407-S709	f95v	HERBAL	qokeeod	OK+EE+O+D_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1366	G407-E4542	G407-S709	f95v	HERBAL	qoko	OK+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1367	G407-E4547	G407-S710	f95v	HERBAL	k	K	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1368	G407-E4552	G407-S711	f95v	HERBAL	pshedar	P+SH+E+D_ADDR+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1369	G407-E4552	G407-S711	f95v	HERBAL	pshedar	P+SH+E+D_ADDR+AR	2	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1370	G407-E4560	G407-S713	f95v	HERBAL	tshes	T+SH+E+S	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Materialanteil	GDT572-A07	den Materialanteil [wie zuvor]	denselben Materialanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1371	G407-E4560	G407-S713	f95v	HERBAL	tshes	T+SH+E+S	2	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Materialanteil	GDT572-A07	den Materialanteil [wie zuvor]	denselben Materialanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1372	G407-E4560	G407-S713	f95v	HERBAL	tshes	T+SH+E+S	3	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Materialanteil	GDT572-A07	den Materialanteil [wie zuvor]	denselben Materialanteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1373	G407-E4563	G407-S713	f95v	HERBAL	s	S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1374	G407-E4571	G407-S714	f95v	HERBAL	dal	AL	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1375	G407-E4572	G407-S714	f95v	HERBAL	lshee	L+SH+EE	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1376	G515-E0007	G515-S002	f4r	HERBAL	doiin	D_ADDR+O+IIN	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0006	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1377	G515-E0009	G515-S002	f4r	HERBAL	ytoy	Y+T+O+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1378	G515-E0009	G515-S002	f4r	HERBAL	ytoy	Y+T+O+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1379	G515-E0016	G515-S002	f4r	HERBAL	s	S	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT539_CURRENT4	G515-E0015	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1380	G515-E0018	G515-S002	f4r	HERBAL	chom	HO+M_LOCAL	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT539_CURRENT4	G515-E0017	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1381	G515-E0028	G515-S002	f4r	HERBAL	yty	Y+T+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1382	G515-E0028	G515-S002	f4r	HERBAL	yty	Y+T+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1383	G515-E0037	G515-S004	f4r	HERBAL	shytchy	SH+Y+T+CH+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1384	G515-E0037	G515-S004	f4r	HERBAL	shytchy	SH+Y+T+CH+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1385	G515-E0037	G515-S004	f4r	HERBAL	shytchy	SH+Y+T+CH+Y	3	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1386	G515-E0037	G515-S004	f4r	HERBAL	shytchy	SH+Y+T+CH+Y	4	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1387	G515-E0037	G515-S004	f4r	HERBAL	shytchy	SH+Y+T+CH+Y	5	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1388	G515-E0037	G515-S004	f4r	HERBAL	shytchy	SH+Y+T+CH+Y	6	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1389	G515-E0038	G515-S004	f4r	HERBAL	dytcheey	D_ADDR+Y+T+CH+EE+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1390	G515-E0038	G515-S004	f4r	HERBAL	dytcheey	D_ADDR+Y+T+CH+EE+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1391	G515-E0038	G515-S004	f4r	HERBAL	dytcheey	D_ADDR+Y+T+CH+EE+Y	3	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1392	G515-E0038	G515-S004	f4r	HERBAL	dytcheey	D_ADDR+Y+T+CH+EE+Y	4	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1393	G515-E0042	G515-S004	f4r	HERBAL	cthom	CH+T+O+M_LOCAL	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT539_CURRENT4	G515-E0041	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1394	G515-E0042	G515-S004	f4r	HERBAL	cthom	CH+T+O+M_LOCAL	2	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT539_CURRENT4	G515-E0041	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1395	G515-E0053	G515-S005	f4r	HERBAL	odal	O+DA+L	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT539_CURRENT4	G515-E0052	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1396	G515-E0060	G515-S005	f4r	HERBAL	soiin	S+O+IIN	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0059	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1397	G515-E0069	G515-S006	f20v	HERBAL	pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	1	[außen]	NON_NOMINAL_SCOPE	NOT_APPLICABLE	NON_NOMINAL_HOST	GDT572-S03	[außen]	im äußeren Zweig	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1398	G515-E0069	G515-S006	f20v	HERBAL	pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	2	[innen]	NON_NOMINAL_SCOPE	NOT_APPLICABLE	NON_NOMINAL_HOST	GDT572-S04	[innen]	im inneren Zweig	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1399	G515-E0075	G515-S007	f20v	HERBAL	sos	S+O+S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0074	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1400	G515-E0075	G515-S007	f20v	HERBAL	sos	S+O+S	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0074	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1401	G515-E0077	G515-S007	f20v	HERBAL	cheol	CH+E+O+L	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0076	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
