change_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	bracket_signature	bracket_occurrence_count	before_clause_de	after_clause_de	guard
898	G407-E3977	G407-S658	f88v	PHARMA	sheo	SH+E+O	[wie zuvor]	1	Halte den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Halte denselben Drogenposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
899	G407-E3981	G407-S658	f88v	PHARMA	chees	SH+EE+S_ADDR	[wie zuvor]	1	Halte den Drogenposten [wie zuvor]; auf Grad II; an der bezeichneten Stelle.	Halte denselben Drogenposten; auf Grad II; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
900	G407-E3984	G407-S658	f88v	PHARMA	dal	AL	[wie zuvor]	1	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	Im laufenden Gang setze denselben Drogenposten als Ansatz an; zum Zielgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
901	G407-E4002	G407-S660	f88v	PHARMA	sheo	SH+E+O	[wie zuvor]	1	Halte den Mengenwert [wie zuvor]; auf Grad I und als Ausführung.	Halte denselben Mengenwert; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
902	G407-E4018	G407-S662	f88v	PHARMA	ykchey	Y+K+CH+E+Y	[außen]|[innen]|[außen]|[innen]	4	Gib den Drogenposten [außen] und den Drogenposten [innen] zu und nimm den Drogenposten [außen] und den Drogenposten [innen]; auf Grad I.	Gib den äußeren Drogenposten und den inneren Drogenposten zu und nimm den äußeren Drogenposten und den inneren Drogenposten; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
903	G407-E4019	G407-S662	f88v	PHARMA	dam	DA+AM_ADDR	[wie zuvor]	1	Im laufenden Gang nimm den Drogenposten [wie zuvor]; auf der zweiten Stufe; an der bezeichneten Stelle.	Im laufenden Gang nimm denselben Drogenposten; auf der zweiten Stufe; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
904	G407-E4020	G407-S662	f88v	PHARMA	cheor	CH+E+O+R	[wie zuvor]|[wie zuvor]	2	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Nimm denselben Drogenposten und markiere denselben Drogenposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
905	G407-E4029	G407-S663	f88v	PHARMA	qokeo	OK+E+O	[wie zuvor]	1	Setze den Drogenposten [wie zuvor] als Ansatz an; auf Grad I und als Ausführung.	Setze denselben Drogenposten als Ansatz an; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
906	G407-E4030	G407-S663	f88v	PHARMA	r	R	[wie zuvor]	1	Markiere den Drogenposten [wie zuvor].	Markiere denselben Drogenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
907	G407-E4037	G407-S663	f88v	PHARMA	chees	SH+EE+S_ADDR	[wie zuvor]	1	Halte den Mengenwert [wie zuvor]; auf Grad II; an der bezeichneten Stelle.	Halte denselben Mengenwert; auf Grad II; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
908	G407-E4039	G407-S663	f88v	PHARMA	chokar	OK+AR	[wie zuvor]	1	Setze den Mengenwert [wie zuvor] als Ansatz an; vom Ausgangsgefäß.	Setze denselben Mengenwert als Ansatz an; vom Ausgangsgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
909	G407-E4040	G407-S663	f88v	PHARMA	daimd	DA+IIN+M_LOCAL+D_ADDR	[wie zuvor]	1	Im laufenden Gang setze den Mengenwert [wie zuvor] als Ansatz an; auf der zweiten Stufe und auf der bezeichneten Stufe; an der bezeichneten Stelle und an der bezeichneten Stelle.	Im laufenden Gang setze denselben Mengenwert als Ansatz an; auf der zweiten Stufe und auf der bezeichneten Stufe; an der bezeichneten Stelle und an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
910	G407-E4048	G407-S664	f88v	PHARMA	dair	D_ADDR+AIR	[wie zuvor]	1	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; entlang der Transferbahn; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Drogenposten als Ansatz an; entlang der Transferbahn; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
911	G407-E4049	G407-S664	f88v	PHARMA	ykeey	Y+K+EE+Y	[außen]|[innen]	2	Gib den Drogenposten [außen] und den Drogenposten [innen] zu; auf Grad II.	Gib den äußeren Drogenposten und den inneren Drogenposten zu; auf Grad II.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
912	G407-E4051	G407-S664	f88v	PHARMA	tos	T+O+S	[wie zuvor]|[wie zuvor]	2	Stelle die Ansatzeinheit [wie zuvor] ein und wähle die Ansatzeinheit [wie zuvor]; als Ausführung.	Stelle dieselbe Ansatzeinheit ein und wähle dieselbe Ansatzeinheit; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
913	G407-E4054	G407-S664	f88v	PHARMA	cheos	CH+E+O+S	[wie zuvor]|[wie zuvor]	2	Nimm den Drogenanteil [wie zuvor] und wähle den Drogenanteil [wie zuvor]; auf Grad I und als Ausführung.	Nimm denselben Drogenanteil und wähle denselben Drogenanteil; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
914	G407-E4059	G407-S665	f88v	PHARMA	cheor	CH+E+O+R	[wie zuvor]|[wie zuvor]	2	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Nimm denselben Drogenposten und markiere denselben Drogenposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
915	G407-E4064	G407-S666	f89r	PHARMA	qokod	OK+O+D_ADDR	[wie zuvor]	1	Setze den Drogenposten [wie zuvor] als Ansatz an; als Ausführung; an der bezeichneten Stelle.	Setze denselben Drogenposten als Ansatz an; als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
916	G407-E4066	G407-S667	f89r	PHARMA	dar	D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang setze den Drogenposten [wie zuvor] ein; vom Ausgangsgefäß; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Drogenposten ein; vom Ausgangsgefäß; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
917	G407-E4069	G407-S667	f89r	PHARMA	sheeos	SH+EE+O+S	[wie zuvor]|[wie zuvor]	2	Halte die Ansatzeinheit [wie zuvor] und wähle die Ansatzeinheit [wie zuvor]; auf Grad II und als Ausführung.	Halte dieselbe Ansatzeinheit und wähle dieselbe Ansatzeinheit; auf Grad II und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
918	G407-E4074	G407-S668	f89r	PHARMA	dal	AL	[wie zuvor]	1	Im laufenden Gang gib den Drogenposten [wie zuvor] zu; zum Zielgefäß.	Im laufenden Gang gib denselben Drogenposten zu; zum Zielgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
919	G407-E4079	G407-S668	f89r	PHARMA	dal	AL	[wie zuvor]	1	Im laufenden Gang nimm den Mengenwert [wie zuvor]; zum Zielgefäß.	Im laufenden Gang nimm denselben Mengenwert; zum Zielgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
920	G407-E4088	G407-S668	f89r	PHARMA	dam	DA+AM_ADDR	[wie zuvor]	1	Im laufenden Gang stelle den Drogenposten [wie zuvor] ein; auf der zweiten Stufe; an der bezeichneten Stelle.	Im laufenden Gang stelle denselben Drogenposten ein; auf der zweiten Stufe; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
921	G407-E4090	G407-S668	f89r	PHARMA	s	S	[wie zuvor]	1	Wähle die Ansatzeinheit [wie zuvor].	Wähle dieselbe Ansatzeinheit.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
922	G407-E4091	G407-S668	f89r	PHARMA	oiiin	O+IIN	[wie zuvor]	1	Im laufenden Gang wähle die Ansatzeinheit [wie zuvor]; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang wähle dieselbe Ansatzeinheit; als Ausführung und auf der bezeichneten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
923	G407-E4097	G407-S668	f89r	PHARMA	cheamy	CH+AM_ADDR	[wie zuvor]	1	Nimm den Drogenanteil [wie zuvor]; an der bezeichneten Stelle.	Nimm denselben Drogenanteil; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
924	G407-E4099	G407-S668	f89r	PHARMA	s	S	[wie zuvor]	1	Wähle den Drogenanteil [wie zuvor].	Wähle denselben Drogenanteil.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
925	G407-E4103	G407-S668	f89r	PHARMA	qokar	OK+AR	[wie zuvor]	1	Setze den Drogenposten [wie zuvor] als Ansatz an; vom Ausgangsgefäß.	Setze denselben Drogenposten als Ansatz an; vom Ausgangsgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
926	G407-E4104	G407-S668	f89r	PHARMA	dal	AL	[wie zuvor]	1	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	Im laufenden Gang setze denselben Drogenposten als Ansatz an; zum Zielgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
927	G407-E4114	G407-S669	f89r	PHARMA	dal	AL	[wie zuvor]	1	Im laufenden Gang setze den Drogenposten [wie zuvor] ein; zum Zielgefäß.	Im laufenden Gang setze denselben Drogenposten ein; zum Zielgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
928	G407-E4116	G407-S669	f89r	PHARMA	om	O+AM_ADDR	[wie zuvor]	1	Im laufenden Gang setze den Drogenposten [wie zuvor] ein; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Drogenposten ein; als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
929	G407-E4119	G407-S669	f89r	PHARMA	l	L	[wie zuvor]	1	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; über die Gefäßverbindung.	Im laufenden Gang setze denselben Drogenposten als Ansatz an; über die Gefäßverbindung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
930	G407-E4124	G407-S670	f89r	PHARMA	cheos	CH+E+O+S	[wie zuvor]|[wie zuvor]	2	Nimm den Drogenposten [wie zuvor] und wähle den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Nimm denselben Drogenposten und wähle denselben Drogenposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
931	G407-E4135	G407-S670	f89r	PHARMA	dam	DA+AM_ADDR	[wie zuvor]	1	Im laufenden Gang setze den Mengenwert [wie zuvor] als Ansatz an; auf der zweiten Stufe; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Mengenwert als Ansatz an; auf der zweiten Stufe; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
932	G407-E4136	G407-S670	f89r	PHARMA	dals	AL+S	[wie zuvor]	1	Wähle den Mengenwert [wie zuvor]; zum Zielgefäß.	Wähle denselben Mengenwert; zum Zielgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
933	G407-E4137	G407-S670	f89r	PHARMA	al	AL	[wie zuvor]	1	Im laufenden Gang wähle den Mengenwert [wie zuvor]; zum Zielgefäß.	Im laufenden Gang wähle denselben Mengenwert; zum Zielgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
934	G407-E4138	G407-S670	f89r	PHARMA	dal	AL	[wie zuvor]	1	Im laufenden Gang wähle den Mengenwert [wie zuvor]; zum Zielgefäß.	Im laufenden Gang wähle denselben Mengenwert; zum Zielgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
935	G407-E4141	G407-S671	f89r	PHARMA	al	AL	[wie zuvor]	1	Im laufenden Gang nimm den Drogenanteil [wie zuvor]; zum Zielgefäß.	Im laufenden Gang nimm denselben Drogenanteil; zum Zielgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
936	G407-E4142	G407-S671	f89r	PHARMA	daldal	AL+AL	[wie zuvor]|[außen]|[innen]	3	Im laufenden Gang nimm den Drogenanteil [wie zuvor]; zum Zielgefäß [außen] und zum Zielgefäß [innen].	Im laufenden Gang nimm denselben Drogenanteil; zum Zielgefäß im äußeren Zweig und zum Zielgefäß im inneren Zweig.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
937	G407-E4147	G407-S672	f89r	PHARMA	s	S	[wie zuvor]	1	Wähle den Drogenposten [wie zuvor].	Wähle denselben Drogenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
938	G407-E4149	G407-S672	f89r	PHARMA	qokair	OK+AIR	[wie zuvor]	1	Setze den Drogenposten [wie zuvor] als Ansatz an; entlang der Transferbahn.	Setze denselben Drogenposten als Ansatz an; entlang der Transferbahn.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
939	G407-E4152	G407-S672	f89r	PHARMA	daim	A_ADDR+LOCAL_CHAR_I+M_LOCAL	[wie zuvor]	1	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; an der bezeichneten Stelle, mit der lokalen Variante und an der bezeichneten Stelle.	Im laufenden Gang setze denselben Drogenposten als Ansatz an; an der bezeichneten Stelle, mit der lokalen Variante und an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
940	G407-E4153	G407-S672	f89r	PHARMA	cheom	CH+E+O+AM_ADDR	[wie zuvor]	1	Nimm den Drogenposten [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Nimm denselben Drogenposten; auf Grad I und als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
941	G407-E4155	G407-S672	f89r	PHARMA	air	AIR	[wie zuvor]	1	Im laufenden Gang nimm den Drogenposten [wie zuvor]; entlang der Transferbahn.	Im laufenden Gang nimm denselben Drogenposten; entlang der Transferbahn.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
942	G407-E4158	G407-S672	f89r	PHARMA	dal	AL	[wie zuvor]	1	Im laufenden Gang nimm den Drogenanteil [wie zuvor]; zum Zielgefäß.	Im laufenden Gang nimm denselben Drogenanteil; zum Zielgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
943	G407-E4159	G407-S672	f89r	PHARMA	chom	HO+M_LOCAL	[wie zuvor]	1	Im laufenden Gang nimm den Drogenanteil [wie zuvor]; in der bezeichneten Klasse und an der bezeichneten Stelle.	Im laufenden Gang nimm denselben Drogenanteil; in der bezeichneten Klasse und an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
944	G407-E4162	G407-S672	f89r	PHARMA	dam	DA+AM_ADDR	[wie zuvor]	1	Im laufenden Gang stelle den Mengenwert [wie zuvor] ein; auf der zweiten Stufe; an der bezeichneten Stelle.	Im laufenden Gang stelle denselben Mengenwert ein; auf der zweiten Stufe; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
945	G407-E4164	G407-S672	f89r	PHARMA	dal	AL	[wie zuvor]	1	Im laufenden Gang stelle den Drogenposten [wie zuvor] ein; zum Zielgefäß.	Im laufenden Gang stelle denselben Drogenposten ein; zum Zielgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
946	G407-E4166	G407-S672	f89r	PHARMA	ykchdy	Y+K+CHD+Y	[außen]|[innen]|[außen]|[innen]	4	Gib den Drogenposten [außen] und den Drogenposten [innen] zu und bearbeite den Drogenposten [außen] und den Drogenposten [innen].	Gib den äußeren Drogenposten und den inneren Drogenposten zu und bearbeite den äußeren Drogenposten und den inneren Drogenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
947	G407-E4171	G407-S672	f89r	PHARMA	ycheeo	Y+Y	[außen]|[innen]	2	Im laufenden Gang bearbeite den Drogenposten [außen] und den Drogenposten [innen].	Im laufenden Gang bearbeite den äußeren Drogenposten und den inneren Drogenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
948	G407-E4172	G407-S672	f89r	PHARMA	r	R	[wie zuvor]	1	Markiere den Drogenposten [wie zuvor].	Markiere denselben Drogenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
949	G407-E4175	G407-S672	f89r	PHARMA	yty	Y+T+Y	[außen]|[innen]	2	Stelle den Drogenposten [außen] und den Drogenposten [innen] ein.	Stelle den äußeren Drogenposten und den inneren Drogenposten ein.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
950	G407-E4178	G407-S672	f89r	PHARMA	chead	CH+E+A_ADDR+D_ADDR	[wie zuvor]	1	Nimm den Drogenposten [wie zuvor]; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	Nimm denselben Drogenposten; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
951	G407-E4180	G407-S672	f89r	PHARMA	dal	AL	[wie zuvor]	1	Im laufenden Gang nimm den Drogenposten [wie zuvor]; zum Zielgefäß.	Im laufenden Gang nimm denselben Drogenposten; zum Zielgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
952	G407-E4201	G407-S675	f89r	PHARMA	daim	A_ADDR+LOCAL_CHAR_I+M_LOCAL	[wie zuvor]	1	Im laufenden Gang nimm den Drogenposten [wie zuvor]; an der bezeichneten Stelle, mit der lokalen Variante und an der bezeichneten Stelle.	Im laufenden Gang nimm denselben Drogenposten; an der bezeichneten Stelle, mit der lokalen Variante und an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
953	G407-E4202	G407-S675	f89r	PHARMA	chos	CH+O+S	[wie zuvor]|[wie zuvor]	2	Nimm den Drogenposten [wie zuvor] und wähle den Drogenposten [wie zuvor]; als Ausführung.	Nimm denselben Drogenposten und wähle denselben Drogenposten; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
954	G407-E4204	G407-S675	f89r	PHARMA	cheodal	CH+E+O+AL	[wie zuvor]	1	Nimm den Mengenwert [wie zuvor]; zum Zielgefäß; auf Grad I und als Ausführung.	Nimm denselben Mengenwert; zum Zielgefäß; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
955	G407-E4215	G407-S675	f89r	PHARMA	chos	CH+O+S	[wie zuvor]|[wie zuvor]	2	Nimm den Drogenposten [wie zuvor] und wähle den Drogenposten [wie zuvor]; als Ausführung.	Nimm denselben Drogenposten und wähle denselben Drogenposten; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
956	G407-E4225	G407-S676	f89r	PHARMA	cheor	CH+E+O+R	[wie zuvor]|[wie zuvor]	2	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Nimm denselben Drogenposten und markiere denselben Drogenposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
957	G407-E4240	G407-S678	f89r	PHARMA	cheol	CH+E+O+L	[wie zuvor]	1	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm denselben Mengenwert; über die Gefäßverbindung; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
958	G407-E4242	G407-S678	f89r	PHARMA	dar	D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang nimm den Drogenposten [wie zuvor]; vom Ausgangsgefäß; an der bezeichneten Stelle.	Im laufenden Gang nimm denselben Drogenposten; vom Ausgangsgefäß; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
959	G407-E4243	G407-S678	f89r	PHARMA	cho	HO	[wie zuvor]	1	Im laufenden Gang nimm den Drogenposten [wie zuvor]; in der bezeichneten Klasse.	Im laufenden Gang nimm denselben Drogenposten; in der bezeichneten Klasse.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
960	G407-E4259	G407-S678	f89r	PHARMA	cheol	CH+E+O+L	[wie zuvor]	1	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm denselben Mengenwert; über die Gefäßverbindung; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
961	G407-E4263	G407-S680	f89r	PHARMA	cheol	CH+E+O+L	[wie zuvor]	1	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm denselben Mengenwert; über die Gefäßverbindung; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
962	G407-E4264	G407-S680	f89r	PHARMA	tos	T+O+S	[wie zuvor]|[wie zuvor]	2	Stelle den Mengenwert [wie zuvor] ein und wähle den Mengenwert [wie zuvor]; als Ausführung.	Stelle denselben Mengenwert ein und wähle denselben Mengenwert; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
963	G407-E4269	G407-S680	f89r	PHARMA	s	S	[wie zuvor]	1	Wähle den Drogenposten [wie zuvor].	Wähle denselben Drogenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
964	G407-E4270	G407-S680	f89r	PHARMA	oiiin	O+IIN	[wie zuvor]	1	Im laufenden Gang wähle den Drogenposten [wie zuvor]; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang wähle denselben Drogenposten; als Ausführung und auf der bezeichneten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
965	G407-E4279	G407-S680	f89r	PHARMA	dal	AL	[wie zuvor]	1	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	Im laufenden Gang setze denselben Drogenposten als Ansatz an; zum Zielgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
966	G407-E4283	G407-S680	f89r	PHARMA	keeo	K+EE+O	[wie zuvor]	1	Gib den Drogenposten [wie zuvor] zu; auf Grad II und als Ausführung.	Gib denselben Drogenposten zu; auf Grad II und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
967	G407-E4284	G407-S680	f89r	PHARMA	ckho	CH+K+O	[wie zuvor]|[wie zuvor]	2	Nimm den Drogenposten [wie zuvor] und gib den Drogenposten [wie zuvor] zu; als Ausführung.	Nimm denselben Drogenposten und gib denselben Drogenposten zu; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
968	G407-E4286	G407-S680	f89r	PHARMA	okeo	OK+E+O	[wie zuvor]	1	Setze den Mengenwert [wie zuvor] als Ansatz an; auf Grad I und als Ausführung.	Setze denselben Mengenwert als Ansatz an; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
969	G407-E4289	G407-S680	f89r	PHARMA	s	S	[wie zuvor]	1	Wähle den Drogenposten [wie zuvor].	Wähle denselben Drogenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
970	G407-E4301	G407-S682	f89r	PHARMA	qokal	OK+AL	[wie zuvor]	1	Setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	Setze denselben Drogenposten als Ansatz an; zum Zielgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
971	G407-E4304	G407-S683	f89r	PHARMA	sheodal	SH+E+O+AL	[wie zuvor]	1	Halte den Drogenposten [wie zuvor]; zum Zielgefäß; auf Grad I und als Ausführung.	Halte denselben Drogenposten; zum Zielgefäß; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
972	G407-E4307	G407-S684	f89r	PHARMA	cheok	CH+E+O+K	[wie zuvor]|[wie zuvor]	2	Nimm den Mengenwert [wie zuvor] und gib den Mengenwert [wie zuvor] zu; auf Grad I und als Ausführung.	Nimm denselben Mengenwert und gib denselben Mengenwert zu; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
973	G407-E4308	G407-S684	f89r	PHARMA	o	O	[wie zuvor]	1	Im laufenden Gang gib den Mengenwert [wie zuvor] zu; als Ausführung.	Im laufenden Gang gib denselben Mengenwert zu; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
974	G407-E4311	G407-S684	f89r	PHARMA	dal	AL	[wie zuvor]	1	Im laufenden Gang gib den Mengenwert [wie zuvor] zu; zum Zielgefäß.	Im laufenden Gang gib denselben Mengenwert zu; zum Zielgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
975	G407-E4312	G407-S684	f89r	PHARMA	dair	D_ADDR+AIR	[wie zuvor]	1	Im laufenden Gang gib den Mengenwert [wie zuvor] zu; entlang der Transferbahn; an der bezeichneten Stelle.	Im laufenden Gang gib denselben Mengenwert zu; entlang der Transferbahn; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
976	G407-E4318	G407-S685	f89r	PHARMA	as	A_ADDR+S	[wie zuvor]	1	Wähle den Drogenposten [wie zuvor]; an der bezeichneten Stelle.	Wähle denselben Drogenposten; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
977	G407-E4321	G407-S685	f89r	PHARMA	cheo	CH+E+O	[wie zuvor]	1	Nimm den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Nimm denselben Drogenposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
