group_serial	diagram_id	page	locus	opaque_local_id	visible_owner	visible_surface	namespace_id	local_content_class	detected_literal_atoms	detected_cues	covered_characters	residual_pattern	transfer_class	exact_prose_master_card_id	exact_prose_short_default_de	forward_prediction	forward_predicted_reading_de	existing_astro_component_parse	existing_astro_reading_de	cross_register_reading_de	orientation_rule	crosspage_rule
300	A3	f69v	f69v.2	A3:G045	A3_MIDDLE_WHEEL_RING_TEXT	ykady	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	NONE	NONE	0/5	ykady	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A3_MIDDLE_WHEEL_RING_TEXT: aktuelle Qualität fest.	A3_MIDDLE_WHEEL_RING_TEXT: aktuelle Qualität fest.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
301	A3	f69v	f69v.2	A3:G046	A3_MIDDLE_WHEEL_RING_TEXT	iokeeor	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	OK+OR	OK=ok@1-3|OR=or@5-7	4/7	i··ee··	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Bedingungs-, Tabellen- oder Wahlansatz	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest i.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest i.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
302	A3	f69v	f69v.2	A3:G047	A3_MIDDLE_WHEEL_RING_TEXT	cheey	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	NONE	NONE	0/5	cheey	EXACT_PROSE_SURFACE	MC119	klarer Auszug	NONE	NONE	abgelesener oder freigegebener Diagrammwert	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: abgelesener oder freigegebener Diagrammwert.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: abgelesener oder freigegebener Diagrammwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
303	A3	f69v	f69v.2	A3:G048	A3_MIDDLE_WHEEL_RING_TEXT	choly	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	HO	HO=cho@0-3	3/5	···ly	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	im selben Ring, Band oder Satz fortsetzen	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/y.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
304	A3	f69v	f69v.2	A3:G049	A3_MIDDLE_WHEEL_RING_TEXT	ykeeal	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	AL	AL=al@4-6	2/6	ykee··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest yk.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest yk.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
305	A3	f69v	f69v.2	A3:G050	A3_MIDDLE_WHEEL_RING_TEXT	cheo	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	CHEO	CHEO=cheo@0-4	4/4	····	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A3_MIDDLE_WHEEL_RING_TEXT: Ablesewert.	A3_MIDDLE_WHEEL_RING_TEXT: Ablesewert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
306	A3	f69v	f69v.2	A3:G051	A3_MIDDLE_WHEEL_RING_TEXT	oaram	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	AR	AR=ar@1-3	2/5	o··am	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o/am.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o/am.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
307	A3	f69v	f69v.2	A3:G052	A3_MIDDLE_WHEEL_RING_TEXT	ockhy	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	CKH	CKH=ckh@1-4	3/5	o···y	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	durch Sektor, Ring oder Pruefweg fuehren	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
308	A3	f69v	f69v.2	A3:G053	A3_MIDDLE_WHEEL_RING_TEXT	sheey	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	NONE	NONE	0/5	sheey	EXACT_PROSE_SURFACE	MC095	laenger ruhen	NONE	NONE	diese Position laenger halten	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diese Position laenger halten.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diese Position laenger halten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
309	A3	f69v	f69v.2	A3:G054	A3_MIDDLE_WHEEL_RING_TEXT	aiin	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	AIIN	AIIN=aiin@0-4	4/4	····	EXACT_PROSE_SURFACE	MC039	Sollmaß	NONE	NONE	Sollwert oder Grad des bezeichneten Himmelsplatzes	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Sollwert oder Grad des bezeichneten Himmelsplatzes.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Sollwert oder Grad des bezeichneten Himmelsplatzes.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
310	A3	f69v	f69v.2	A3:G055	A3_MIDDLE_WHEEL_RING_TEXT	y	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	NONE	NONE	0/1	y	EXACT_PROSE_SURFACE	MC123	dieser Posten	NONE	NONE	dieser lokale Diagrammposten	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
311	A3	f69v	f69v.2	A3:G056	A3_MIDDLE_WHEEL_RING_TEXT	daiial	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	AL	AL=al@4-6	2/6	daii··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Zielsektor, Zielstern oder Zielfeld	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest daii.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest daii.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
312	A3	f69v	f69v.2	A3:G057	A3_MIDDLE_WHEEL_RING_TEXT	cheody	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	CHEO	CHEO=cheo@0-4	4/6	····dy	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A3_MIDDLE_WHEEL_RING_TEXT: Ablesewert fest.	A3_MIDDLE_WHEEL_RING_TEXT: Ablesewert fest.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
313	A3	f69v	f69v.2	A3:G058	A3_MIDDLE_WHEEL_RING_TEXT	cheal	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	AL	AL=al@3-5	2/5	che··	EXACT_PROSE_SURFACE	MC154	dorthin	NONE	NONE	zum bezeichneten Zielplatz	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
314	A3	f69v	f69v.2	A3:G059	A3_MIDDLE_WHEEL_RING_TEXT	yetey	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	NONE	NONE	0/5	yetey	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A3_MIDDLE_WHEEL_RING_TEXT: ausgewählter Phasenwert.	A3_MIDDLE_WHEEL_RING_TEXT: ausgewählter Phasenwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
315	A3	f69v	f69v.2	A3:G060	A3_MIDDLE_WHEEL_RING_TEXT	chear	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	AR	AR=ar@3-5	2/5	che··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest che.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest che.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
316	A3	f69v	f69v.2	A3:G061	A3_MIDDLE_WHEEL_RING_TEXT	y	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	NONE	NONE	0/1	y	EXACT_PROSE_SURFACE	MC123	dieser Posten	NONE	NONE	dieser lokale Diagrammposten	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
317	A3	f69v	f69v.2	A3:G062	A3_MIDDLE_WHEEL_RING_TEXT	dy	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	NONE	NONE	0/2	dy	EXACT_PROSE_SURFACE	MC123	dieser Posten	NONE	NONE	dieser lokale Diagrammposten	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
318	A3	f69v	f69v.2	A3:G063	A3_MIDDLE_WHEEL_RING_TEXT	ykey	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	NONE	NONE	0/4	ykey	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A3_MIDDLE_WHEEL_RING_TEXT: aktuelle Klasse.	A3_MIDDLE_WHEEL_RING_TEXT: aktuelle Klasse.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
319	A3	f69v	f69v.2	A3:G064	A3_MIDDLE_WHEEL_RING_TEXT	ch	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	NONE	NONE	0/2	ch	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A3_MIDDLE_WHEEL_RING_TEXT: Zustand.	A3_MIDDLE_WHEEL_RING_TEXT: Zustand.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
320	A3	f69v	f69v.2	A3:G065	A3_MIDDLE_WHEEL_RING_TEXT	y	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	NONE	NONE	0/1	y	EXACT_PROSE_SURFACE	MC123	dieser Posten	NONE	NONE	dieser lokale Diagrammposten	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
321	A3	f69v	f69v.2	A3:G066	A3_MIDDLE_WHEEL_RING_TEXT	dy	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	NONE	NONE	0/2	dy	EXACT_PROSE_SURFACE	MC123	dieser Posten	NONE	NONE	dieser lokale Diagrammposten	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
322	A3	f69v	f69v.2	A3:G067	A3_MIDDLE_WHEEL_RING_TEXT	chol	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	HO	HO=cho@0-3	3/4	···l	EXACT_PROSE_SURFACE	MC153	fortsetzen	NONE	NONE	im selben Ring oder Band fortsetzen	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
323	A3	f69v	f69v.2	A3:G068	A3_MIDDLE_WHEEL_RING_TEXT	ykar	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	AR	AR=ar@2-4	2/4	yk··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
324	A3	f69v	f69v.2	A3:G069	A3_MIDDLE_WHEEL_RING_TEXT	ol	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	OL	OL=ol@0-2	2/2	··	EXACT_PROSE_SURFACE	MC153	fortsetzen	NONE	NONE	im selben Ring oder Band fortsetzen	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
325	A3	f69v	f69v.2	A3:G070	A3_MIDDLE_WHEEL_RING_TEXT	y	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	NONE	NONE	0/1	y	EXACT_PROSE_SURFACE	MC123	dieser Posten	NONE	NONE	dieser lokale Diagrammposten	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
326	A3	f69v	f69v.2	A3:G071	A3_MIDDLE_WHEEL_RING_TEXT	ykeeody	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	NONE	NONE	0/7	ykeeody	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	lange oder volle Diagrammstufe	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest yk/ody.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest yk/ody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
327	A3	f69v	f69v.2	A3:G072	A3_MIDDLE_WHEEL_RING_TEXT	chey	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	NONE	NONE	0/4	chey	EXACT_PROSE_SURFACE	MC123	dieser Posten	NONE	NONE	dieser lokale Diagrammposten	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
328	A3	f69v	f69v.2	A3:G073	A3_MIDDLE_WHEEL_RING_TEXT	dal	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	AL	AL=al@1-3	2/3	d··	EXACT_PROSE_SURFACE	MC154	dorthin	NONE	NONE	zum bezeichneten Zielplatz	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
329	A3	f69v	f69v.2	A3:G074	A3_MIDDLE_WHEEL_RING_TEXT	ody	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	NONE	NONE	0/3	ody	EXACT_PROSE_SURFACE	MC100	kühlen	NONE	NONE	diesen Diagrammposten zuruecknehmen	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diesen Diagrammposten zuruecknehmen.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diesen Diagrammposten zuruecknehmen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
330	A3	f69v	f69v.2	A3:G075	A3_MIDDLE_WHEEL_RING_TEXT	airchy	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	AIR	AIR=air@0-3	3/6	···chy	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Himmels-, Ring- oder Zeigerlauf	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest chy.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest chy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
331	A3	f69v	f69v.2	A3:G076	A3_MIDDLE_WHEEL_RING_TEXT	choky	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	HO	HO=cho@0-3	3/5	···ky	EXACT_PROSE_SURFACE	MC026	aktuellen Posten ansetzen	NONE	NONE	diesen Diagrammposten setzen	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diesen Diagrammposten setzen.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diesen Diagrammposten setzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
332	A3	f69v	f69v.2	A3:G077	A3_MIDDLE_WHEEL_RING_TEXT	ychey	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	NONE	NONE	0/5	ychey	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A3_MIDDLE_WHEEL_RING_TEXT: aktueller Ablesewert.	A3_MIDDLE_WHEEL_RING_TEXT: aktueller Ablesewert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
333	A3	f69v	f69v.2	A3:G078	A3_MIDDLE_WHEEL_RING_TEXT	chey	F69_MIDDLE_WHEEL_NS	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	NONE	NONE	0/4	chey	EXACT_PROSE_SURFACE	MC123	dieser Posten	NONE	NONE	dieser lokale Diagrammposten	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
334	A3	f69v	f69v.3	A3:G079	A3_RIGHT_WHEEL_RING_TEXT	doair	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	AIR	AIR=air@2-5	3/5	do···	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Himmels-, Ring- oder Zeigerlauf	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest do.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest do.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
335	A3	f69v	f69v.3	A3:G080	A3_RIGHT_WHEEL_RING_TEXT	otaldal	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	OT+AL+AL	OT=ot@0-2|AL=al@2-4|AL=al@5-7	6/7	····d··	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	naechster Platz oder folgende Bedingung + Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest d.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest d.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
336	A3	f69v	f69v.3	A3:G081	A3_RIGHT_WHEEL_RING_TEXT	dair	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	AIR	AIR=air@1-4	3/4	d···	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Himmels-, Ring- oder Zeigerlauf	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
