group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface	visible_owner	local_namespace	transfer_status	exact_prose_joint_tuple_id	selected_component_parse	candidate_workshop_value_de	parse_alternatives	owner_and_namespace_preserved	cross_instrument_join	previous_candidate_value_de	atomic_common_root_value_de	common_root_revision	ambiguity_resolution_rule	label_frame_resolution_rule	address_core_resolution_rule	nomenclator_resolution	previous_atomic_value_de	common_action_revision	celestial_context_reading_de	quantity_root	quantity_kind	pass480_celestial_reading_de	pass480_quantity_revision
142	A1	f67r2	f67r2.61	1	A1:G142	ytokar	A1_LEFT_OUTER_STAR_STATION_10	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+OK+AR	dies + fuellen + ansetzen + von dort	NONE	YES	NONE	dies + fuellen + ansetzen + von dort	dies + eintragen + ansetzen + von dort	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + eintragen + ansetzen + von dort	NO	dieser Eintrag; eintragen; markieren; von dieser Position	NONE	NONE	dieser Eintrag; eintragen; markieren; von dieser Position	NO
143	A1	f67r2	f67r2.62	1	A1:G143	otolor	A1_LEFT_OUTER_STAR_STATION_11	A67_LEFT_CELESTIAL_WHEEL	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OT+OL+OR	ASTRO_LOCAL_LABEL_PENDING_CHOICE	O+OL+OR || OT+OL+OR	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	danach + fortsetzen + Ansatz	NO	KNOWN_OT_SEQUENCE_MARKER_BEATS_O_SPLIT	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	danach + fortsetzen + Ansatz	NO	naechster Eintrag; weiterzaehlen; Einstellung	NONE	NONE	naechster Eintrag; weiterzaehlen; Einstellung	NO
144	A1	f67r2	f67r2.63	1	A1:G144	okodar	A1_LEFT_OUTER_STAR_STATION_12	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AR	ansetzen + Arbeitsgang + von dort	NONE	YES	NONE	ansetzen + Arbeitsgang + von dort	ansetzen + Arbeitsgang + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + Arbeitsgang + von dort	NO	markieren; Lesegang; von dieser Position	NONE	NONE	markieren; Lesegang; von dieser Position	NO
145	A1	f67r2	f67r2.64	1	A1:G145	s	A1_RIGHT_PHASE_STATION_01	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Sternbezug	NO	Sternbezug	NONE	NONE	Sternbezug	NO
146	A1	f67r2	f67r2.64	2	A1:G146	air	A1_RIGHT_PHASE_STATION_01	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AIR	Wasser	NONE	YES	NONE	Wasser	Lauf	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Lauf	NO	Bahn	NONE	NONE	Bahn	NO
147	A1	f67r2	f67r2.65	1	A1:G147	soear	A1_RIGHT_PHASE_STATION_02	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	S_ADDR+O+E+AR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug + Arbeitsgang + kurz + von dort	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Sternbezug + Arbeitsgang + kurz + von dort	NO	Sternbezug; Lesegang; kurze Stufe; von dieser Position	NONE	NONE	Sternbezug; Lesegang; kurze Stufe; von dieser Position	NO
148	A1	f67r2	f67r2.66	1	A1:G148	cpheey	A1_RIGHT_PHASE_STATION_03	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	CPH_CLASS+EE+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternfigur + laenger + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Sternfigur + laenger + dies	NO	Sternfigur; lange Stufe; dieser Eintrag	NONE	NONE	Sternfigur; lange Stufe; dieser Eintrag	NO
149	A1	f67r2	f67r2.67	1	A1:G149	okodar	A1_RIGHT_PHASE_STATION_04	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AR	ansetzen + Arbeitsgang + von dort	NONE	YES	NONE	ansetzen + Arbeitsgang + von dort	ansetzen + Arbeitsgang + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + Arbeitsgang + von dort	NO	markieren; Lesegang; von dieser Position	NONE	NONE	markieren; Lesegang; von dieser Position	NO
150	A1	f67r2	f67r2.68	1	A1:G150	oepchod	A1_RIGHT_PHASE_STATION_05	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	O+E+P+HO+D_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + kurz + hinein + Gabe + Teiladresse	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + kurz + hinein + Gabe + Teiladresse	NO	Lesegang; kurze Stufe; hinein; Eintrag; Teiladresse	NONE	NONE	Lesegang; kurze Stufe; hinein; Eintrag; Teiladresse	NO
151	A1	f67r2	f67r2.69	1	A1:G151	s	A1_RIGHT_PHASE_STATION_06	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Sternbezug	NO	Sternbezug	NONE	NONE	Sternbezug	NO
152	A1	f67r2	f67r2.69	2	A1:G152	ay	A1_RIGHT_PHASE_STATION_06	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	A_ADDR+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Nebenadresse + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Nebenadresse + dies	NO	Nebenadresse; dieser Eintrag	NONE	NONE	Nebenadresse; dieser Eintrag	NO
153	A1	f67r2	f67r2.70	1	A1:G153	osar	A1_RIGHT_PHASE_STATION_07	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+AR	Arbeitsgang + von dort	NONE	YES	NONE	Arbeitsgang + von dort	Arbeitsgang + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + von dort	NO	Lesegang; von dieser Position	NONE	NONE	Lesegang; von dieser Position	NO
154	A1	f67r2	f67r2.71	1	A1:G154	oran	A1_RIGHT_PHASE_STATION_08	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_COUNT_SECTION_RESOLVED_SEQUENCE	NONE	OR+AN_SECTION	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Ansatz + Abschnitt	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NEW_RECURRENT_CORE	Ansatz + Abschnitt	NO	Einstellung; Abschnitt	NONE	NONE	Einstellung; Abschnitt	NO
155	A1	f67r2	f67r2.72	1	A1:G155	dar	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	4d4559019a961b834aa1	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	von dort	NO	von dieser Position	NONE	NONE	von dieser Position	NO
156	A1	f67r2	f67r2.72	2	A1:G156	aldaiin	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AL+AIIN	Stelle + Mass	NONE	YES	NONE	Stelle + Mass	Stelle + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Stelle + Mass	NO	Position; Wert	AIIN	SOLLMASS	Position; Sollwert	YES
157	A1	f67r2	f67r2.72	3	A1:G157	ydaiin	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+AIIN	dies + Mass	NONE	YES	NONE	dies + Mass	dies + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + Mass	NO	dieser Eintrag; Wert	AIIN	SOLLMASS	dieser Eintrag; Sollwert	YES
158	A1	f67r2	f67r2.72	4	A1:G158	qkoy	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	K+O+Y	zufuehren + Arbeitsgang + dies	NONE	YES	NONE	zufuehren + Arbeitsgang + dies	zufuehren + Arbeitsgang + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	zufuehren + Arbeitsgang + dies	NO	zuordnen; Lesegang; dieser Eintrag	NONE	NONE	zuordnen; Lesegang; dieser Eintrag	NO
159	A1	f67r2	f67r2.72	5	A1:G159	ydaiin	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+AIIN	dies + Mass	NONE	YES	NONE	dies + Mass	dies + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + Mass	NO	dieser Eintrag; Wert	AIIN	SOLLMASS	dieser Eintrag; Sollwert	YES
160	A1	f67r2	f67r2.72	6	A1:G160	qofair	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	O+F_ADDR+AIR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + Aussenbezug + Lauf	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Arbeitsgang + Aussenbezug + Lauf	NO	Lesegang; Aussenbezug; Bahn	NONE	NONE	Lesegang; Aussenbezug; Bahn	NO
161	A1	f67r2	f67r2.72	7	A1:G161	ypair	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+P+AIR	dies + hinein + Wasser	NONE	YES	NONE	dies + hinein + Wasser	dies + hinein + Lauf	YES	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + hinein + Lauf	NO	dieser Eintrag; hinein; Bahn	NONE	NONE	dieser Eintrag; hinein; Bahn	NO
162	A1	f67r2	f67r2.72	8	A1:G162	ykoaiin	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+O+AIIN	dies + zufuehren + Arbeitsgang + Mass	NONE	YES	NONE	dies + zufuehren + Arbeitsgang + Mass	dies + zufuehren + Arbeitsgang + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + zufuehren + Arbeitsgang + Mass	NO	dieser Eintrag; zuordnen; Lesegang; Wert	AIIN	SOLLMASS	dieser Eintrag; zuordnen; Lesegang; Sollwert	YES
163	A1	f67r2	f67r2.72	9	A1:G163	ydoly	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	Y+D_ADDR+OL+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	dies + Teiladresse + fortsetzen + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	dies + Teiladresse + fortsetzen + dies	NO	dieser Eintrag; Teiladresse; weiterzaehlen; dieser Eintrag	NONE	NONE	dieser Eintrag; Teiladresse; weiterzaehlen; dieser Eintrag	NO
164	A1	f67r2	f67r2.72	10	A1:G164	ytalchos	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	Y+AL+HO+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	dies + Stelle + Gabe + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	dies + Stelle + Gabe + Sternbezug	NO	dieser Eintrag; Position; Eintrag; Sternbezug	NONE	NONE	dieser Eintrag; Position; Eintrag; Sternbezug	NO
165	A1	f67r2	f67r2.72	11	A1:G165	oly	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OL+Y	fortsetzen + dies	NONE	YES	NONE	fortsetzen + dies	fortsetzen + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	fortsetzen + dies	NO	weiterzaehlen; dieser Eintrag	NONE	NONE	weiterzaehlen; dieser Eintrag	NO
166	A1	f67r2	f67r2.72	12	A1:G166	okey	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	08bd5ca0c2ad137a056d	OK+E+Y	kurz ansetzen	NONE	YES	NONE	kurz ansetzen	kurz ansetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	kurz ansetzen	NO	markieren; kurze Stufe; dieser Eintrag	NONE	NONE	markieren; kurze Stufe; dieser Eintrag	NO
167	A1	f67r2	f67r2.73	1	A1:G167	sshey	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_ADDRESS_CORE_RESOLVED_SEQUENCE	NONE	S_ADDR+SH+E+Y	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Sternbezug + halten + kurz + dies	NO	NOT_REQUIRED	NOT_APPLIED	UNIQUE_SHORTEST_ASTRO_ADDRESS_PARSE	NOT_REQUIRED	Sternbezug + halten + kurz + dies	NO	Sternbezug; beibehalten; kurze Stufe; dieser Eintrag	NONE	NONE	Sternbezug; beibehalten; kurze Stufe; dieser Eintrag	NO
168	A1	f67r2	f67r2.73	2	A1:G168	sy	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies	NO	dieser Eintrag	NONE	NONE	dieser Eintrag	NO
169	A1	f67r2	f67r2.73	3	A1:G169	shees	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	SH+EE+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	halten + laenger + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	halten + laenger + Sternbezug	NO	beibehalten; lange Stufe; Sternbezug	NONE	NONE	beibehalten; lange Stufe; Sternbezug	NO
170	A1	f67r2	f67r2.73	4	A1:G170	qeykeey	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	E+Y+K+EE+Y	kurz + dies + zufuehren + laenger + dies	NONE	YES	NONE	kurz + dies + zufuehren + laenger + dies	kurz + dies + zufuehren + laenger + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	kurz + dies + zufuehren + laenger + dies	NO	kurze Stufe; dieser Eintrag; zuordnen; lange Stufe; dieser Eintrag	NONE	NONE	kurze Stufe; dieser Eintrag; zuordnen; lange Stufe; dieser Eintrag	NO
171	A1	f67r2	f67r2.73	5	A1:G171	ykchey	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+Y	dies + zufuehren + dies	NONE	YES	NONE	dies + zufuehren + dies	dies + zufuehren + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + zufuehren + dies	NO	dieser Eintrag; zuordnen; dieser Eintrag	NONE	NONE	dieser Eintrag; zuordnen; dieser Eintrag	NO
172	A1	f67r2	f67r2.73	6	A1:G172	ykchey	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+Y	dies + zufuehren + dies	NONE	YES	NONE	dies + zufuehren + dies	dies + zufuehren + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + zufuehren + dies	NO	dieser Eintrag; zuordnen; dieser Eintrag	NONE	NONE	dieser Eintrag; zuordnen; dieser Eintrag	NO
173	A1	f67r2	f67r2.73	7	A1:G173	qokeochy	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+E+O+Y	ansetzen + kurz + Arbeitsgang + dies	NONE	YES	NONE	ansetzen + kurz + Arbeitsgang + dies	ansetzen + kurz + Arbeitsgang + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + kurz + Arbeitsgang + dies	NO	markieren; kurze Stufe; Lesegang; dieser Eintrag	NONE	NONE	markieren; kurze Stufe; Lesegang; dieser Eintrag	NO
174	A1	f67r2	f67r2.73	8	A1:G174	oaiin	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+AIIN	Arbeitsgang + Mass	NONE	YES	NONE	Arbeitsgang + Mass	Arbeitsgang + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + Mass	NO	Lesegang; Wert	AIIN	SOLLMASS	Lesegang; Sollwert	YES
175	A1	f67r2	f67r2.73	9	A1:G175	okol	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+OL	ansetzen + fortsetzen	NONE	YES	NONE	ansetzen + fortsetzen	ansetzen + fortsetzen	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + fortsetzen	NO	markieren; weiterzaehlen	NONE	NONE	markieren; weiterzaehlen	NO
176	A1	f67r2	f67r2.73	10	A1:G176	ar	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AR	von dort	NONE	YES	NONE	von dort	von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	von dort	NO	von dieser Position	NONE	NONE	von dieser Position	NO
177	A1	f67r2	f67r2.73	11	A1:G177	olar	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OL+AR	fortsetzen + von dort	NONE	YES	NONE	fortsetzen + von dort	fortsetzen + von dort	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	fortsetzen + von dort	NO	weiterzaehlen; von dieser Position	NONE	NONE	weiterzaehlen; von dieser Position	NO
178	A1	f67r2	f67r2.74	1	A1:G178	yshey	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+SH+E+Y	dies + halten + kurz + dies	NONE	YES	NONE	dies + halten + kurz + dies	dies + halten + kurz + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	dies + halten + kurz + dies	NO	dieser Eintrag; beibehalten; kurze Stufe; dieser Eintrag	NONE	NONE	dieser Eintrag; beibehalten; kurze Stufe; dieser Eintrag	NO
179	A1	f67r2	f67r2.74	2	A1:G179	qokeeody	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+EE+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+EE+O+DY || OK+EE+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + laenger + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + laenger + Arbeitsgang + dies	NO	markieren; lange Stufe; Lesegang; dieser Eintrag	NONE	NONE	markieren; lange Stufe; Lesegang; dieser Eintrag	NO
180	A1	f67r2	f67r2.74	3	A1:G180	cheos	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	CHEO+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Entnahme + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Auszug + Sternbezug	YES	entnommener Wert; Sternbezug	NONE	NONE	entnommener Wert; Sternbezug	NO
181	A1	f67r2	f67r2.74	4	A1:G181	oeeos	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	O+EE+O+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Arbeitsgang + laenger + Arbeitsgang + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + laenger + Arbeitsgang + Sternbezug	NO	Lesegang; lange Stufe; Lesegang; Sternbezug	NONE	NONE	Lesegang; lange Stufe; Lesegang; Sternbezug	NO
182	A1	f67r2	f67r2.74	5	A1:G182	qockhy	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CKH+Y	Arbeitsgang + Durchlass + dies	NONE	YES	NONE	Arbeitsgang + Durchlass + dies	Arbeitsgang + Durchgang + dies	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + Durchlass + dies	YES	Lesegang; Diagrammdurchgang; dieser Eintrag	NONE	NONE	Lesegang; Diagrammdurchgang; dieser Eintrag	NO
183	A1	f67r2	f67r2.74	6	A1:G183	chos	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	ASTRO_LABEL_FRAME_RESOLVED_COMPONENT_SEQUENCE	NONE	HO+S_ADDR	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	Gabe + Sternbezug	NO	NOT_REQUIRED	UNIQUE_CORE_AFTER_LABEL_FRAME_REMOVAL	NOT_APPLIED	NOT_REQUIRED	Gabe + Sternbezug	NO	Eintrag; Sternbezug	NONE	NONE	Eintrag; Sternbezug	NO
184	A1	f67r2	f67r2.74	7	A1:G184	aiin	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Mass	NO	Wert	AIIN	SOLLMASS	Sollwert	YES
185	A1	f67r2	f67r2.74	8	A1:G185	okeeody	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	POSITION_RESOLVED_COMPONENT_SEQUENCE	NONE	OK+EE+O+Y	ASTRO_LOCAL_LABEL_PENDING_CHOICE	OK+EE+O+DY || OK+EE+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	ansetzen + laenger + Arbeitsgang + dies	NO	LOCUS_INTERNAL_GROUP_KEEPS_CURRENT_ITEM	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + laenger + Arbeitsgang + dies	NO	markieren; lange Stufe; Lesegang; dieser Eintrag	NONE	NONE	markieren; lange Stufe; Lesegang; dieser Eintrag	NO
186	A1	f67r2	f67r2.74	9	A1:G186	qokoaiin	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AIIN	ansetzen + Arbeitsgang + Mass	NONE	YES	NONE	ansetzen + Arbeitsgang + Mass	ansetzen + Arbeitsgang + Mass	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	ansetzen + Arbeitsgang + Mass	NO	markieren; Lesegang; Wert	AIIN	SOLLMASS	markieren; Lesegang; Sollwert	YES
187	A1	f67r2	f67r2.74	10	A1:G187	odain	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	UNIQUE_COMPONENT_SEQUENCE	NONE	O+AIN	Arbeitsgang + Portion	NONE	YES	NONE	Arbeitsgang + Portion	Arbeitsgang + Portion	NO	NOT_REQUIRED	NOT_APPLIED	NOT_APPLIED	NOT_REQUIRED	Arbeitsgang + Portion	NO	Lesegang; Teilwert	AIN	PORTION	Lesegang; Teilwert	NO
