unified_order	unified_id	domain	unit_id	page	locus	visible_surface	formal_parse	atomic_default_de	context_expansion_de	interpretation_status	owner_or_namespace
462	A:081	ASTRO	A1	f67r2	f67r2.33	dokan	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
463	A:082	ASTRO	A1	f67r2	f67r2.33	oear	O+E+AR	Arbeitsgang + kurz + von dort	Arbeitsgang + kurz + von dort	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
464	A:083	ASTRO	A1	f67r2	f67r2.33	odal	O+AL	Arbeitsgang + Stelle	Arbeitsgang + Stelle	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
465	A:084	ASTRO	A1	f67r2	f67r2.34	ofar	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
466	A:085	ASTRO	A1	f67r2	f67r2.34	oeoldan	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
467	A:086	ASTRO	A1	f67r2	f67r2.35	chol	OL	fortsetzen	fortsetzen	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
468	A:087	ASTRO	A1	f67r2	f67r2.35	giin	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
469	A:088	ASTRO	A1	f67r2	f67r2.35	okol	OK+OL	ansetzen + fortsetzen	ansetzen + fortsetzen	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
470	A:089	ASTRO	A1	f67r2	f67r2.36	ytor	Y+T+OR	dies + eintragen + Ansatz	dies + eintragen + Ansatz	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
471	A:090	ASTRO	A1	f67r2	f67r2.36	daiin	AIIN	Mass	Mass	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
472	A:091	ASTRO	A1	f67r2	f67r2.36	or	OR	Ansatz	Ansatz	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
473	A:092	ASTRO	A1	f67r2	f67r2.37	ytoaiin	Y+T+O+AIIN	dies + eintragen + Arbeitsgang + Mass	dies + eintragen + Arbeitsgang + Mass	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
474	A:093	ASTRO	A1	f67r2	f67r2.38	otoldos	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
475	A:094	ASTRO	A1	f67r2	f67r2.38	octhole	O+CTH+OL+E	Arbeitsgang + bereit + fortsetzen + kurz	Arbeitsgang + bereit + fortsetzen + kurz	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
476	A:095	ASTRO	A1	f67r2	f67r2.39	sor	OR	Ansatz	Ansatz	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
477	A:096	ASTRO	A1	f67r2	f67r2.39	chedaiin	CHD+AIIN	umsetzen + Mass	umsetzen + Mass	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
478	A:097	ASTRO	A1	f67r2	f67r2.39	dy	Y	dies	dies	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
479	A:098	ASTRO	A1	f67r2	f67r2.40	yteos	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
480	A:099	ASTRO	A1	f67r2	f67r2.40	oiin	O+IIN	Arbeitsgang + Sollstufe	Arbeitsgang + Sollstufe	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
481	A:100	ASTRO	A1	f67r2	f67r2.40	og	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
482	A:101	ASTRO	A1	f67r2	f67r2.41	ytoeopchey	Y+T+O+E+O+P+Y	dies + eintragen + Arbeitsgang + kurz + Arbeitsgang + hinein + dies	dies + eintragen + Arbeitsgang + kurz + Arbeitsgang + hinein + dies	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
483	A:102	ASTRO	A1	f67r2	f67r2.41	chekody	CH+E+K+O+DY	abziehen + kurz + zufuehren + Arbeitsgang + Schluss	abziehen + kurz + zufuehren + Arbeitsgang + Schluss	POSITION_RESOLVED_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
484	A:103	ASTRO	A1	f67r2	f67r2.42	sosho	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
485	A:104	ASTRO	A1	f67r2	f67r2.42	chos	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
486	A:105	ASTRO	A1	f67r2	f67r2.42	ockhy	O+CKH+Y	Arbeitsgang + Durchlass + dies	Arbeitsgang + Durchlass + dies	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
487	A:106	ASTRO	A1	f67r2	f67r2.43	daiin	AIIN	Mass	Mass	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
488	A:107	ASTRO	A1	f67r2	f67r2.43	aiin	AIIN	Mass	Mass	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
489	A:108	ASTRO	A1	f67r2	f67r2.43	os	OS	Fach	Fach	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
490	A:109	ASTRO	A1	f67r2	f67r2.43	qsg	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
491	A:110	ASTRO	A1	f67r2	f67r2.44	ofydy	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
492	A:111	ASTRO	A1	f67r2	f67r2.44	sheody	SH+E+O+Y	halten + kurz + Arbeitsgang + dies	halten + kurz + Arbeitsgang + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
493	A:112	ASTRO	A1	f67r2	f67r2.44	aiin	AIIN	Mass	Mass	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
494	A:113	ASTRO	A1	f67r2	f67r2.45	ycheody	Y+CHEO+Y	dies + Auszug + dies	dies + Auszug + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
495	A:114	ASTRO	A1	f67r2	f67r2.45	es	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
496	A:115	ASTRO	A1	f67r2	f67r2.45	odaiiin	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
497	A:116	ASTRO	A1	f67r2	f67r2.46	yekees	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
498	A:117	ASTRO	A1	f67r2	f67r2.46	oraly	OR+AL+Y	Ansatz + Stelle + dies	Ansatz + Stelle + dies	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
499	A:118	ASTRO	A1	f67r2	f67r2.47	yfain	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
500	A:119	ASTRO	A1	f67r2	f67r2.48	todaiin	T+O+AIIN	eintragen + Arbeitsgang + Mass	eintragen + Arbeitsgang + Mass	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
501	A:120	ASTRO	A1	f67r2	f67r2.48	dain	AIN	Portion	Portion	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
502	A:121	ASTRO	A1	f67r2	f67r2.48	dy	Y	dies	dies	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
503	A:122	ASTRO	A1	f67r2	f67r2.49	os	OS	Fach	Fach	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
504	A:123	ASTRO	A1	f67r2	f67r2.49	choer	HO+E+R	Gabe + kurz + abkuehlen	Gabe + kurz + abkuehlen	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
505	A:124	ASTRO	A1	f67r2	f67r2.49	aiin	AIIN	Mass	Mass	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
506	A:125	ASTRO	A1	f67r2	f67r2.50	choeea	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
507	A:126	ASTRO	A1	f67r2	f67r2.50	sal	AL	Stelle	Stelle	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
508	A:127	ASTRO	A1	f67r2	f67r2.51	dadaiin	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
509	A:128	ASTRO	A1	f67r2	f67r2.52	qotoear	OT+O+E+AR	danach + Arbeitsgang + kurz + von dort	danach + Arbeitsgang + kurz + von dort	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
510	A:129	ASTRO	A1	f67r2	f67r2.53	dchdar	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
511	A:130	ASTRO	A1	f67r2	f67r2.54	y	Y	dies	dies	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
512	A:131	ASTRO	A1	f67r2	f67r2.54	saldal	AL+AL	Stelle + Stelle	Stelle + Stelle	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
513	A:132	ASTRO	A1	f67r2	f67r2.55	ytodal	Y+T+O+AL	dies + eintragen + Arbeitsgang + Stelle	dies + eintragen + Arbeitsgang + Stelle	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
514	A:133	ASTRO	A1	f67r2	f67r2.56	tol	OL	fortsetzen	fortsetzen	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
515	A:134	ASTRO	A1	f67r2	f67r2.56	daiin	AIIN	Mass	Mass	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
516	A:135	ASTRO	A1	f67r2	f67r2.57	otar	OT+AR	danach von dort	danach von dort	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
517	A:136	ASTRO	A1	f67r2	f67r2.57	dy	Y	dies	dies	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
518	A:137	ASTRO	A1	f67r2	f67r2.58	cho	HO	Gabe	Gabe	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
519	A:138	ASTRO	A1	f67r2	f67r2.58	dal	AL	Stelle	Stelle	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
520	A:139	ASTRO	A1	f67r2	f67r2.58	g	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
521	A:140	ASTRO	A1	f67r2	f67r2.59	ytchodly	Y+T+HO+L+Y	dies + eintragen + Gabe + fuehren + dies	dies + eintragen + Gabe + fuehren + dies	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
522	A:141	ASTRO	A1	f67r2	f67r2.60	octhys	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
523	A:142	ASTRO	A1	f67r2	f67r2.61	ytokar	Y+T+OK+AR	dies + eintragen + ansetzen + von dort	dies + eintragen + ansetzen + von dort	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
524	A:143	ASTRO	A1	f67r2	f67r2.62	otolor	OT+OL+OR	danach + fortsetzen + Ansatz	danach + fortsetzen + Ansatz	POSITION_RESOLVED_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
525	A:144	ASTRO	A1	f67r2	f67r2.63	okodar	OK+O+AR	ansetzen + Arbeitsgang + von dort	ansetzen + Arbeitsgang + von dort	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
526	A:145	ASTRO	A1	f67r2	f67r2.64	s	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
527	A:146	ASTRO	A1	f67r2	f67r2.64	air	AIR	Lauf	Lauf	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
528	A:147	ASTRO	A1	f67r2	f67r2.65	soear	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
529	A:148	ASTRO	A1	f67r2	f67r2.66	cpheey	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
530	A:149	ASTRO	A1	f67r2	f67r2.67	okodar	OK+O+AR	ansetzen + Arbeitsgang + von dort	ansetzen + Arbeitsgang + von dort	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
531	A:150	ASTRO	A1	f67r2	f67r2.68	oepchod	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
532	A:151	ASTRO	A1	f67r2	f67r2.69	s	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
533	A:152	ASTRO	A1	f67r2	f67r2.69	ay	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
534	A:153	ASTRO	A1	f67r2	f67r2.70	osar	O+AR	Arbeitsgang + von dort	Arbeitsgang + von dort	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
535	A:154	ASTRO	A1	f67r2	f67r2.71	oran	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
536	A:155	ASTRO	A1	f67r2	f67r2.72	dar	AR	von dort	von dort	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
537	A:156	ASTRO	A1	f67r2	f67r2.72	aldaiin	AL+AIIN	Stelle + Mass	Stelle + Mass	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
538	A:157	ASTRO	A1	f67r2	f67r2.72	ydaiin	Y+AIIN	dies + Mass	dies + Mass	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
539	A:158	ASTRO	A1	f67r2	f67r2.72	qkoy	K+O+Y	zufuehren + Arbeitsgang + dies	zufuehren + Arbeitsgang + dies	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
540	A:159	ASTRO	A1	f67r2	f67r2.72	ydaiin	Y+AIIN	dies + Mass	dies + Mass	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
541	A:160	ASTRO	A1	f67r2	f67r2.72	qofair	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
542	A:161	ASTRO	A1	f67r2	f67r2.72	ypair	Y+P+AIR	dies + hinein + Lauf	dies + hinein + Lauf	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
543	A:162	ASTRO	A1	f67r2	f67r2.72	ykoaiin	Y+K+O+AIIN	dies + zufuehren + Arbeitsgang + Mass	dies + zufuehren + Arbeitsgang + Mass	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
544	A:163	ASTRO	A1	f67r2	f67r2.72	ydoly	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
545	A:164	ASTRO	A1	f67r2	f67r2.72	ytalchos	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_LEFT_CELESTIAL_WHEEL
546	A:165	ASTRO	A1	f67r2	f67r2.72	oly	OL+Y	fortsetzen + dies	fortsetzen + dies	UNIQUE_COMPONENT_SEQUENCE	A67_LEFT_CELESTIAL_WHEEL
547	A:166	ASTRO	A1	f67r2	f67r2.72	okey	OK+E+Y	kurz ansetzen	kurz ansetzen	EXACT_PROSE_SURFACE	A67_LEFT_CELESTIAL_WHEEL
548	A:167	ASTRO	A1	f67r2	f67r2.73	sshey	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
549	A:168	ASTRO	A1	f67r2	f67r2.73	sy	Y	dies	dies	EXACT_PROSE_SURFACE	A67_RIGHT_CELESTIAL_WHEEL
550	A:169	ASTRO	A1	f67r2	f67r2.73	shees	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_RIGHT_CELESTIAL_WHEEL
551	A:170	ASTRO	A1	f67r2	f67r2.73	qeykeey	E+Y+K+EE+Y	kurz + dies + zufuehren + laenger + dies	kurz + dies + zufuehren + laenger + dies	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
552	A:171	ASTRO	A1	f67r2	f67r2.73	ykchey	Y+K+Y	dies + zufuehren + dies	dies + zufuehren + dies	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
553	A:172	ASTRO	A1	f67r2	f67r2.73	ykchey	Y+K+Y	dies + zufuehren + dies	dies + zufuehren + dies	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
554	A:173	ASTRO	A1	f67r2	f67r2.73	qokeochy	OK+E+O+Y	ansetzen + kurz + Arbeitsgang + dies	ansetzen + kurz + Arbeitsgang + dies	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
555	A:174	ASTRO	A1	f67r2	f67r2.73	oaiin	O+AIIN	Arbeitsgang + Mass	Arbeitsgang + Mass	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
556	A:175	ASTRO	A1	f67r2	f67r2.73	okol	OK+OL	ansetzen + fortsetzen	ansetzen + fortsetzen	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
557	A:176	ASTRO	A1	f67r2	f67r2.73	ar	AR	von dort	von dort	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
558	A:177	ASTRO	A1	f67r2	f67r2.73	olar	OL+AR	fortsetzen + von dort	fortsetzen + von dort	UNIQUE_COMPONENT_SEQUENCE	A67_RIGHT_CELESTIAL_WHEEL
559	A:178	ASTRO	A1	f67r2	f67r2.74	yshey	Y+SH+E+Y	dies + halten + kurz + dies	dies + halten + kurz + dies	UNIQUE_COMPONENT_SEQUENCE	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED
560	A:179	ASTRO	A1	f67r2	f67r2.74	qokeeody	OK+EE+O+Y	ansetzen + laenger + Arbeitsgang + dies	ansetzen + laenger + Arbeitsgang + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED
561	A:180	ASTRO	A1	f67r2	f67r2.74	cheos	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED
562	A:181	ASTRO	A1	f67r2	f67r2.74	oeeos	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED
563	A:182	ASTRO	A1	f67r2	f67r2.74	qockhy	O+CKH+Y	Arbeitsgang + Durchlass + dies	Arbeitsgang + Durchlass + dies	UNIQUE_COMPONENT_SEQUENCE	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED
564	A:183	ASTRO	A1	f67r2	f67r2.74	chos	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED
565	A:184	ASTRO	A1	f67r2	f67r2.74	aiin	AIIN	Mass	Mass	EXACT_PROSE_SURFACE	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED
566	A:185	ASTRO	A1	f67r2	f67r2.74	okeeody	OK+EE+O+Y	ansetzen + laenger + Arbeitsgang + dies	ansetzen + laenger + Arbeitsgang + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED
567	A:186	ASTRO	A1	f67r2	f67r2.74	qokoaiin	OK+O+AIIN	ansetzen + Arbeitsgang + Mass	ansetzen + Arbeitsgang + Mass	UNIQUE_COMPONENT_SEQUENCE	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED
568	A:187	ASTRO	A1	f67r2	f67r2.74	odain	O+AIN	Arbeitsgang + Portion	Arbeitsgang + Portion	UNIQUE_COMPONENT_SEQUENCE	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED
569	A:188	ASTRO	A1	f67r2	f67r2.74	ar	AR	von dort	von dort	UNIQUE_COMPONENT_SEQUENCE	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED
570	A:189	ASTRO	A1	f67r2	f67r2.74	air	AIR	Lauf	Lauf	UNIQUE_COMPONENT_SEQUENCE	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED
571	A:190	ASTRO	A1	f67r2	f67r2.74	ay	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED
572	A:191	ASTRO	A2	f68r1	f68r1.1	shokchy	HO+K+Y	Gabe + zufuehren + dies	Gabe + zufuehren + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A68_LEFT_STAR_PANEL
573	A:192	ASTRO	A2	f68r1	f68r1.1	chteey	CH+T+EE+Y	abziehen + eintragen + laenger + dies	abziehen + eintragen + laenger + dies	UNIQUE_COMPONENT_SEQUENCE	A68_LEFT_STAR_PANEL
574	A:193	ASTRO	A2	f68r1	f68r1.1	choteey	HO+T+EE+Y	Gabe + eintragen + laenger + dies	Gabe + eintragen + laenger + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A68_LEFT_STAR_PANEL
575	A:194	ASTRO	A2	f68r1	f68r1.1	cphol	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A68_LEFT_STAR_PANEL
576	A:195	ASTRO	A2	f68r1	f68r1.1	cheor	CHEO+R	Auszug + abkuehlen	Auszug + abkuehlen	UNIQUE_COMPONENT_SEQUENCE	A68_LEFT_STAR_PANEL
577	A:196	ASTRO	A2	f68r1	f68r1.1	opcheeol	O+P+CH+EE+OL	Arbeitsgang + hinein + abziehen + laenger + fortsetzen	Arbeitsgang + hinein + abziehen + laenger + fortsetzen	UNIQUE_COMPONENT_SEQUENCE	A68_LEFT_STAR_PANEL
578	A:197	ASTRO	A2	f68r1	f68r1.1	otor	OT+OR	danach + Ansatz	danach + Ansatz	UNIQUE_COMPONENT_SEQUENCE	A68_LEFT_STAR_PANEL
579	A:198	ASTRO	A2	f68r1	f68r1.1	choctheeey	HO+CTH+EEE+Y	Gabe + bereit + vollstaendig + dies	Gabe + bereit + vollstaendig + dies	UNIQUE_COMPONENT_SEQUENCE	A68_LEFT_STAR_PANEL
580	A:199	ASTRO	A2	f68r1	f68r1.1	okchoal	OK+HO+AL	ansetzen + Gabe + Stelle	ansetzen + Gabe + Stelle	UNIQUE_COMPONENT_SEQUENCE	A68_LEFT_STAR_PANEL
581	A:200	ASTRO	A2	f68r1	f68r1.2	tochso	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A68_MIDDLE_STAR_PANEL
582	A:201	ASTRO	A2	f68r1	f68r1.2	otchl	OT+CH+L	danach + abziehen + fuehren	danach + abziehen + fuehren	UNIQUE_COMPONENT_SEQUENCE	A68_MIDDLE_STAR_PANEL
583	A:202	ASTRO	A2	f68r1	f68r1.2	qokeeedy	OK+EEE+DY	vollständig ansetzen; Schluss	vollständig ansetzen; Schluss	EXACT_PROSE_SURFACE	A68_MIDDLE_STAR_PANEL
584	A:203	ASTRO	A2	f68r1	f68r1.2	cheey	WHOLE[cheey|shey]	Ergebnis	Ergebnis	EXACT_PROSE_SURFACE	A68_MIDDLE_STAR_PANEL
585	A:204	ASTRO	A2	f68r1	f68r1.2	cheeteey	CH+EE+T+EE+Y	abziehen + laenger + eintragen + laenger + dies	abziehen + laenger + eintragen + laenger + dies	UNIQUE_COMPONENT_SEQUENCE	A68_MIDDLE_STAR_PANEL
586	A:205	ASTRO	A2	f68r1	f68r1.2	yteody	Y+T+E+O+Y	dies + eintragen + kurz + Arbeitsgang + dies	dies + eintragen + kurz + Arbeitsgang + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A68_MIDDLE_STAR_PANEL
587	A:206	ASTRO	A2	f68r1	f68r1.2	chpor	CH+P+OR	abziehen + hinein + Ansatz	abziehen + hinein + Ansatz	UNIQUE_COMPONENT_SEQUENCE	A68_MIDDLE_STAR_PANEL
588	A:207	ASTRO	A2	f68r1	f68r1.2	cheokorchey	CHEO+K+OR+Y	Auszug + zufuehren + Ansatz + dies	Auszug + zufuehren + Ansatz + dies	UNIQUE_COMPONENT_SEQUENCE	A68_MIDDLE_STAR_PANEL
589	A:208	ASTRO	A2	f68r1	f68r1.2	chod	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A68_MIDDLE_STAR_PANEL
590	A:209	ASTRO	A2	f68r1	f68r1.3	ykor	Y+K+OR	dies + zufuehren + Ansatz	dies + zufuehren + Ansatz	UNIQUE_COMPONENT_SEQUENCE	A68_RIGHT_STAR_PANEL
591	A:210	ASTRO	A2	f68r1	f68r1.3	shey	WHOLE[cheey|shey]	Ergebnis	Ergebnis	EXACT_PROSE_SURFACE	A68_RIGHT_STAR_PANEL
592	A:211	ASTRO	A2	f68r1	f68r1.3	qocheey	O+CH+EE+Y	Arbeitsgang + abziehen + laenger + dies	Arbeitsgang + abziehen + laenger + dies	UNIQUE_COMPONENT_SEQUENCE	A68_RIGHT_STAR_PANEL
593	A:212	ASTRO	A2	f68r1	f68r1.3	chokal	HO+K+AL	Gabe + zufuehren + Stelle	Gabe + zufuehren + Stelle	POSITION_RESOLVED_COMPONENT_SEQUENCE	A68_RIGHT_STAR_PANEL
594	A:213	ASTRO	A2	f68r1	f68r1.3	okeey	OK+EE+Y	länger ansetzen	länger ansetzen	EXACT_PROSE_SURFACE	A68_RIGHT_STAR_PANEL
595	A:214	ASTRO	A2	f68r1	f68r1.3	ror	R+OR	abkuehlen + Ansatz	abkuehlen + Ansatz	UNIQUE_COMPONENT_SEQUENCE	A68_RIGHT_STAR_PANEL
596	A:215	ASTRO	A2	f68r1	f68r1.3	eckhear	E+CKHE+AR	kurz + seihen + von dort	kurz + seihen + von dort	UNIQUE_COMPONENT_SEQUENCE	A68_RIGHT_STAR_PANEL
