rank	page	locus	surface	working_default_de	practical_render_de	card_type	composition	strongest_rival_de	strength	reader_merge_surface	zl3b_line	v42_translation_de	v43_translation_de	status
97	f75v	f75v.40	dlshedy	eine Dosis Holzdroge bis zur Mittelstufe einweichen und abschließen	eine Dosis Holzdroge bis zur Mittelstufe einweichen und abschließen	PRODUCTIVE_COMPOUND	D_MEASURE+L_WOOD+SH_MOIST+E_MIDDLE+DY_FINISHED	fertig eingeweichte Holzdrogendosis	LOW_EXPLORATORY	NONE	dlshedy qokain dal qol qol ol sheedy cheey dol ol sheey qokain olol	[dlshedy:?]; heiß, Grad II; abgemessene Rohstoffmenge I; gib Vorstehendes hinzu; gib Folgendes hinzu: Grundansatz; vollständig eingeweicht; vollständig getrocknet; Materialmaß; Grundansatz; vollständig eingeweicht; heiß, Grad II; Holzdrogen-Grundansatz	eine Dosis Holzdroge bis zur Mittelstufe einweichen und abschließen; heiß, Grad II; abgemessene Rohstoffmenge I; gib Vorstehendes hinzu; gib Folgendes hinzu: Grundansatz; vollständig eingeweicht; vollständig getrocknet; Materialmaß; Grundansatz; vollständig eingeweicht; heiß, Grad II; Holzdrogen-Grundansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
98	f76r	f76r.28	qokalchey	Rohdroge I erhitzen und bis zur Mittelstufe trocknen	Rohdroge I erhitzen und bis zur Mittelstufe trocknen	PRODUCTIVE_COMPOUND	QO_COMMAND+K_HOT+AL_RAW_I+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	heiß getrocknete Rohdroge I der Mittelstufe	LOW_EXPLORATORY	NONE	soin sheey chear ol aiin chodaiin qokaiin chey qokalchey dal chdy dal ytal	Saatgutzubereitung in Form II; vollständig eingeweicht; trockene Fraktion I; Grundansatz; drei Teile; Trockenansatz, Dosis III; heiß, Grad III; bis zur mittleren Trockenstufe; [qokalchey:?]; abgemessene Rohstoffmenge I; angetrocknet; abgemessene Rohstoffmenge I; Eintrag/Bezug: kalter Rohstoff I am Gradanfang	Saatgutzubereitung in Form II; vollständig eingeweicht; trockene Fraktion I; Grundansatz; drei Teile; Trockenansatz, Dosis III; heiß, Grad III; bis zur mittleren Trockenstufe; Rohdroge I erhitzen und bis zur Mittelstufe trocknen; abgemessene Rohstoffmenge I; angetrocknet; abgemessene Rohstoffmenge I; Eintrag/Bezug: kalter Rohstoff I am Gradanfang	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
99	f76r	f76r.33	qopchey	nimm bis zur Mittelstufe getrocknetes Pulver	nimm bis zur Mittelstufe getrocknetes Pulver	PRODUCTIVE_COMPOUND	QO_COMMAND+O_PREP+P_POWDER+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	trockne Pulver bis zur Mittelstufe	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qokedy lkey kal shedy qopchey qo l pchedy okchy chckhy shey lol r ol sheey dar	bis zur mittleren Heizstufe gebracht; Holzdroge bis zur mittleren Heizstufe; Rohstoff I, heiß am Gradanfang; bis zur mittleren Einweichstufe gebracht; [qopchey:?]; Drogenstoff zugeben; getrocknetes Pulver; heiß-trockener Ansatz am Anfang des Grades; Arzneikompositum: trocken, Gradanfang; bis zur mittleren Einweichstufe; Holzstoff; Wurzel; Grundansatz; vollständig eingeweicht; abgemessene Fraktion I	bis zur mittleren Heizstufe gebracht; Holzdroge bis zur mittleren Heizstufe; Rohstoff I, heiß am Gradanfang; bis zur mittleren Einweichstufe gebracht; nimm bis zur Mittelstufe getrocknetes Pulver; Drogenstoff zugeben; getrocknetes Pulver; heiß-trockener Ansatz am Anfang des Grades; Arzneikompositum: trocken, Gradanfang; bis zur mittleren Einweichstufe; Holzstoff; Wurzel; Grundansatz; vollständig eingeweicht; abgemessene Fraktion I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
100	f76r	f76r.45	qochy	nimm leicht getrocknete Droge	nimm leicht getrocknete Droge	PRODUCTIVE_COMPOUND	QO_COMMAND+CH_DRY+Y_START_OR_CLOSE	trockne die Droge leicht an	MEDIUM_EXACT_WHOLE	NONE	y shedy qo or okain shey qokaiin okeedy qochy as oin sheey chckhy	Eintrag: bis zur mittleren Einweichstufe gebracht; nimm Folgendes: Drogenportion; heiß im Zubereitungsrahmen, Grad II; bis zur mittleren Einweichstufe; heiß, Grad III; Ansatz auf Heizendstufe abgeschlossen; [qochy:?]; ein gleicher Teil der Arzneispecies; bereite einen zweiten Ansatz; vollständig eingeweicht; Arzneikompositum: trocken, Gradanfang	Eintrag: bis zur mittleren Einweichstufe gebracht; nimm Folgendes: Drogenportion; heiß im Zubereitungsrahmen, Grad II; bis zur mittleren Einweichstufe; heiß, Grad III; Ansatz auf Heizendstufe abgeschlossen; nimm leicht getrocknete Droge; ein gleicher Teil der Arzneispecies; bereite einen zweiten Ansatz; vollständig eingeweicht; Arzneikompositum: trocken, Gradanfang	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
101	f76r	f76r.52	olsheed	Holzdrogenansatz vollständig einweichen und abschließen	Holzdrogenansatz vollständig einweichen und abschließen	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+SH_MOIST+EE_END+D_TERM_CLOSE	vollständig eingeweichter Holzdrogenansatz	LOW_EXPLORATORY	NONE	olsheed qokedy qokeedy qokedy lkedy lsheedy okar shedy otain	[olsheed:?]; bis zur mittleren Heizstufe gebracht; bis zur Heizendstufe gebracht; bis zur mittleren Heizstufe gebracht; erhitzte Holzdroge, Mittelstufe, fertig; Holzdroge vollständig einweichen und abschließen; heiße Drogenfraktion I im Ansatz; bis zur mittleren Einweichstufe gebracht; kalt im Zubereitungsrahmen, Grad II	Holzdrogenansatz vollständig einweichen und abschließen; bis zur mittleren Heizstufe gebracht; bis zur Heizendstufe gebracht; bis zur mittleren Heizstufe gebracht; erhitzte Holzdroge, Mittelstufe, fertig; Holzdroge vollständig einweichen und abschließen; heiße Drogenfraktion I im Ansatz; bis zur mittleren Einweichstufe gebracht; kalt im Zubereitungsrahmen, Grad II	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
102	f76r	f76r.9	chcphedy	Arzneikompositum bis zur Mittelstufe trocknen und abschließen	Arzneikompositum bis zur Mittelstufe trocknen und abschließen	LEARNED_ACTION_WHOLE	LEARNED_CHCPHEDY_WHOLE	eine Blütenkompositum-Fraktion fertig trocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	shed al shckhy r ain chcphedy ain olkeey lkar ain otchy lkain chedy dar daly	Einweichen bis zur mittleren Stufe abschließen; Rohstoff I; Arzneikompositum: feucht, Gradanfang; Wurzel; zwei Teile; [chcphedy:?]; zwei Teile; Holzdrogenansatz vollständig erhitzt; heiße Holzfraktion I; zwei Teile; kalt-trockener Ansatz am Anfang des Grades; Holzdroge, heiß auf Stufe II; bis zur mittleren Trockenstufe gebracht; abgemessene Fraktion I; abgemessene Rohstoffmenge I, Grundform	Einweichen bis zur mittleren Stufe abschließen; Rohstoff I; Arzneikompositum: feucht, Gradanfang; Wurzel; zwei Teile; Arzneikompositum bis zur Mittelstufe trocknen und abschließen; zwei Teile; Holzdrogenansatz vollständig erhitzt; heiße Holzfraktion I; zwei Teile; kalt-trockener Ansatz am Anfang des Grades; Holzdroge, heiß auf Stufe II; bis zur mittleren Trockenstufe gebracht; abgemessene Fraktion I; abgemessene Rohstoffmenge I, Grundform	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
103	f76v	f76v.15	checthey	Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen	Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+CTH_HERB+E_MIDDLE+Y_START_OR_CLOSE	Krautdroge trocken auf mittlerer Stufe	MEDIUM_EXACT_WHOLE	NONE	tchedy lsheedy chedal chedy checthey	kalt und bis zur mittleren Trockenstufe gebracht; Holzdroge vollständig einweichen und abschließen; trockene abgemessene Rohstoffmenge I in der Gradmitte; bis zur mittleren Trockenstufe gebracht; [checthey:?]	kalt und bis zur mittleren Trockenstufe gebracht; Holzdroge vollständig einweichen und abschließen; trockene abgemessene Rohstoffmenge I in der Gradmitte; bis zur mittleren Trockenstufe gebracht; Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
104	f77r	f77r.13	qolal	Rohdroge I hinzugeben	Rohdroge I hinzugeben	PRODUCTIVE_COMPOUND	QOL_ADD+AL_RAW_I	Rohdroge I in den Holzdrogenansatz geben	MEDIUM_EXACT_WHOLE	NONE	qokeedy qol sheedy shol tedy chedy lsheedy qokedy qolal chedy	bis zur Heizendstufe gebracht; gib Folgendes hinzu: vollständig eingeweicht; Feuchtgut; bis zur mittleren Kühlstufe gebracht; bis zur mittleren Trockenstufe gebracht; Holzdroge vollständig einweichen und abschließen; bis zur mittleren Heizstufe gebracht; [qolal:?]; bis zur mittleren Trockenstufe gebracht	bis zur Heizendstufe gebracht; gib Folgendes hinzu: vollständig eingeweicht; Feuchtgut; bis zur mittleren Kühlstufe gebracht; bis zur mittleren Trockenstufe gebracht; Holzdroge vollständig einweichen und abschließen; bis zur mittleren Heizstufe gebracht; Rohdroge I hinzugeben; bis zur mittleren Trockenstufe gebracht	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
105	f77r	f77r.35	solkeey	Saatgutansatz vollständig erhitzen	Saatgutansatz vollständig erhitzen	PRODUCTIVE_COMPOUND	SOL_SEED_PREP+K_HOT+EE_END+Y_START_OR_CLOSE	vollständig erhitzter Saatgutansatz	MEDIUM_EXACT_WHOLE	NONE	solkeey okaiin chedy qokain sheedy qokaiin chedaiin chealy	[solkeey:?]; Ansatz auf Heizstufe III; bis zur mittleren Trockenstufe gebracht; heiß, Grad II; vollständig eingeweicht; heiß, Grad III; abgemessene Trockendroge, Dosis III; Rohstoff I bis zur mittleren Trockenstufe bringen	Saatgutansatz vollständig erhitzen; Ansatz auf Heizstufe III; bis zur mittleren Trockenstufe gebracht; heiß, Grad II; vollständig eingeweicht; heiß, Grad III; abgemessene Trockendroge, Dosis III; Rohstoff I bis zur mittleren Trockenstufe bringen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
106	f77v	f77v.11	dsheedal	vollständig eingeweichte Rohdroge I abmessen	vollständig eingeweichte Rohdroge I abmessen	LEARNED_ACTION_WHOLE	LEARNED_DSHEEDAL_WHOLE	eine Dosis Rohdroge I vollständig einweichen	LOW_EXPLORATORY	NONE	qockhy dol chdy dsheedal qokal chedy dal shedy qokeedy dal olchy	bereite einen Arzneikompositum-Ansatz in Grundstufe; Materialmaß; angetrocknet; [dsheedal:?]; Rohstoff I, heiß am Gradanfang; bis zur mittleren Trockenstufe gebracht; abgemessene Rohstoffmenge I; bis zur mittleren Einweichstufe gebracht; bis zur Heizendstufe gebracht; abgemessene Rohstoffmenge I; Holzdroge im Ansatz leicht getrocknet	bereite einen Arzneikompositum-Ansatz in Grundstufe; Materialmaß; angetrocknet; vollständig eingeweichte Rohdroge I abmessen; Rohstoff I, heiß am Gradanfang; bis zur mittleren Trockenstufe gebracht; abgemessene Rohstoffmenge I; bis zur mittleren Einweichstufe gebracht; bis zur Heizendstufe gebracht; abgemessene Rohstoffmenge I; Holzdroge im Ansatz leicht getrocknet	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
107	f77v	f77v.25	lchor	holziger Pflanzenteil	holziger Pflanzenteil	PRODUCTIVE_COMPOUND	L_WOOD+CHOR_PLANT_PART	eine Portion getrocknete Holzdroge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	lchor oiiin shedy qokaiin saiin dal sheedy qokeedy ral	[lchor:?]; Zubereitung in Form IV; bis zur mittleren Einweichstufe gebracht; heiß, Grad III; Samen/Saatgut, Typ/Charge III; abgemessene Rohstoffmenge I; vollständig eingeweicht; bis zur Heizendstufe gebracht; Wurzelrohstoff I	holziger Pflanzenteil; Zubereitung in Form IV; bis zur mittleren Einweichstufe gebracht; heiß, Grad III; Samen/Saatgut, Typ/Charge III; abgemessene Rohstoffmenge I; vollständig eingeweicht; bis zur Heizendstufe gebracht; Wurzelrohstoff I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
108	f77v	f77v.41	ldchey	Holzdroge abmessen und bis zur Mittelstufe trocknen	Holzdroge abmessen und bis zur Mittelstufe trocknen	LEARNED_ACTION_WHOLE	LEARNED_LDCHEY_WHOLE	abgemessene mitteltrockene Holzdroge	LOW_EXPLORATORY	NONE	chedy lchedy lkaiin dy qokal dar chdain ldchey ol raiin oldy	bis zur mittleren Trockenstufe gebracht; getrocknetes Drogenholz; Holzdroge, heiß auf Stufe III; Rohstoff I, heiß am Gradanfang; abgemessene Fraktion I; Trockendroge in Dosis II; [ldchey:?]; Grundansatz; Wurzel, Typ/Charge III; fertiger Holzdrogenansatz	bis zur mittleren Trockenstufe gebracht; getrocknetes Drogenholz; Holzdroge, heiß auf Stufe III; Rohstoff I, heiß am Gradanfang; abgemessene Fraktion I; Trockendroge in Dosis II; Holzdroge abmessen und bis zur Mittelstufe trocknen; Grundansatz; Wurzel, Typ/Charge III; fertiger Holzdrogenansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
109	f77v	f77v.42	cheolkaiin	Drogenstoff bis zur Mittelstufe trocknen und auf Heizstufe III bringen	Drogenstoff bis zur Mittelstufe trocknen und auf Heizstufe III bringen	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+OL_MATERIAL+K_HOT+AIIN_III	heiß getrockneter Drogenstoff auf Stufe III	LOW_EXPLORATORY	NONE	tcheey qokeey qokal lchedy cheolkaiin okol	kalt und vollständig getrocknet; bis zur Heizendstufe; Rohstoff I, heiß am Gradanfang; getrocknetes Drogenholz; [cheolkaiin:?]; heißer Ansatzstoff	kalt und vollständig getrocknet; bis zur Heizendstufe; Rohstoff I, heiß am Gradanfang; getrocknetes Drogenholz; Drogenstoff bis zur Mittelstufe trocknen und auf Heizstufe III bringen; heißer Ansatzstoff	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
110	f78r	f78r.32	dalky	Rohdroge I abmessen und leicht erhitzen	Rohdroge I abmessen und leicht erhitzen	PRODUCTIVE_COMPOUND	D_MEASURE+AL_RAW_I+K_HOT+Y_START_OR_CLOSE	leicht erhitzte abgemessene Rohdroge I	MEDIUM_EXACT_WHOLE	NONE	qokedy ckhdy qokain chedy dalky lkain ykeedy okaly dy	bis zur mittleren Heizstufe gebracht; Arzneikompositum am Gradanfang, abgeschlossen; heiß, Grad II; bis zur mittleren Trockenstufe gebracht; [dalky:?]; Holzdroge, heiß auf Stufe II; Eintrag/Bezug: heiß am Gradende, abgeschlossen; Rohstoff-I-Ansatz leicht erhitzen und abschließen.	bis zur mittleren Heizstufe gebracht; Arzneikompositum am Gradanfang, abgeschlossen; heiß, Grad II; bis zur mittleren Trockenstufe gebracht; Rohdroge I abmessen und leicht erhitzen; Holzdroge, heiß auf Stufe II; Eintrag/Bezug: heiß am Gradende, abgeschlossen; Rohstoff-I-Ansatz leicht erhitzen und abschließen.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
111	f78r	f78r.8	ykedy	erhitze hiervon bis zur Mittelstufe und schließe ab	erhitze hiervon bis zur Mittelstufe und schließe ab	PRODUCTIVE_COMPOUND	Y_REFERENCE+K_HOT+E_MIDDLE+DY_FINISHED	diese Droge auf mittlerer Heizstufe abgeschlossen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	dshedy qokedy okar qokedy shedy ykedy shedy qoky	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; bis zur mittleren Heizstufe gebracht; heiße Drogenfraktion I im Ansatz; bis zur mittleren Heizstufe gebracht; bis zur mittleren Einweichstufe gebracht; [ykedy:?]; bis zur mittleren Einweichstufe gebracht; leicht erhitzt	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; bis zur mittleren Heizstufe gebracht; heiße Drogenfraktion I im Ansatz; bis zur mittleren Heizstufe gebracht; bis zur mittleren Einweichstufe gebracht; erhitze hiervon bis zur Mittelstufe und schließe ab; bis zur mittleren Einweichstufe gebracht; leicht erhitzt	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
112	f78v	f78v.10	qoke	bis zur Mittelstufe erhitzen	bis zur Mittelstufe erhitzen	PRODUCTIVE_COMPOUND	QO_COMMAND+K_HOT+E_MIDDLE	mittelstark erhitzte Droge	LOW_EXPLORATORY	NONE	dshedy qokedy or shedy pchedy qoke dy okedy opchedy	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; bis zur mittleren Heizstufe gebracht; Drogenportion; bis zur mittleren Einweichstufe gebracht; getrocknetes Pulver; [qoke:?]; Ansatz bis zur mittleren Heizstufe, abgeschlossen; vollständig getrocknetes Pulverpräparat	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; bis zur mittleren Heizstufe gebracht; Drogenportion; bis zur mittleren Einweichstufe gebracht; getrocknetes Pulver; bis zur Mittelstufe erhitzen; Ansatz bis zur mittleren Heizstufe, abgeschlossen; vollständig getrocknetes Pulverpräparat	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
113	f78v	f78v.14	qolkeshdy	erhitztes und bis zur Mittelstufe eingeweichtes Drogenmaterial hinzugeben	erhitztes und bis zur Mittelstufe eingeweichtes Drogenmaterial hinzugeben	PRODUCTIVE_COMPOUND	QOL_ADD+K_HOT+E_MIDDLE+SH_MOIST+DY_FINISHED	gib fertig eingeweichtes Heißgut hinzu	LOW_EXPLORATORY	NONE	qolkeshdy qol shedy olkedy okol chedy qokain dal	[qolkeshdy:?]; gib Folgendes hinzu: bis zur mittleren Einweichstufe gebracht; erhitzter Holzdrogenansatz, fertig; heißer Ansatzstoff; bis zur mittleren Trockenstufe gebracht; heiß, Grad II; abgemessene Rohstoffmenge I	erhitztes und bis zur Mittelstufe eingeweichtes Drogenmaterial hinzugeben; gib Folgendes hinzu: bis zur mittleren Einweichstufe gebracht; erhitzter Holzdrogenansatz, fertig; heißer Ansatzstoff; bis zur mittleren Trockenstufe gebracht; heiß, Grad II; abgemessene Rohstoffmenge I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
114	f78v	f78v.26	otaldy	kalten Rohstoff-I-Ansatz fertigstellen	kalten Rohstoff-I-Ansatz fertigstellen	PRODUCTIVE_COMPOUND	O_PREP+T_COLD+AL_RAW_I+DY_FINISHED	fertiger kalter Rohstoff-I-Ansatz	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qokaiin or sheedy otain ol shedy sol fchedy otaldy	heiß, Grad III; Drogenportion; vollständig eingeweicht; kalt im Zubereitungsrahmen, Grad II; Grundansatz; bis zur mittleren Einweichstufe gebracht; Samenmaterial/Saatgut; Blütenfraktion bis zur Mittelstufe trocknen und abschließen; [otaldy:?]	heiß, Grad III; Drogenportion; vollständig eingeweicht; kalt im Zubereitungsrahmen, Grad II; Grundansatz; bis zur mittleren Einweichstufe gebracht; Samenmaterial/Saatgut; Blütenfraktion bis zur Mittelstufe trocknen und abschließen; kalten Rohstoff-I-Ansatz fertigstellen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
115	f78v	f78v.30	oltal	kalter Holzdrogenansatz aus Rohdroge I	kalter Holzdrogenansatz aus Rohdroge I	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+T_COLD+AL_RAW_I	Holzdroge und Rohstoff I kalt ansetzen	MEDIUM_EXACT_WHOLE	NONE	sal shol sain sheety or oiiin okal oltal qokar ary	Saat-Rohstoff I; Feuchtgut; Saatgut, Typ/Charge II; vollständig angefeuchtet und gekühlt; Drogenportion; Zubereitung in Form IV; Rohstoff I, leicht erhitzt im Ansatz; [oltal:?]; heiße Drogenfraktion I; Drogenfraktion I, abgeschlossen	Saat-Rohstoff I; Feuchtgut; Saatgut, Typ/Charge II; vollständig angefeuchtet und gekühlt; Drogenportion; Zubereitung in Form IV; Rohstoff I, leicht erhitzt im Ansatz; kalter Holzdrogenansatz aus Rohdroge I; heiße Drogenfraktion I; Drogenfraktion I, abgeschlossen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
116	f78v	f78v.6	eey	Endstufe abschließen	Endstufe abschließen	CONTEXT_SCOPED_SHORT_FORM	EE_END+Y_START_OR_CLOSE	schließe den vorstehenden Rezeptposten ab	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	NONE	ety okeey or eey ykeey lchey qokain okedy qokedy qol	gekühlt; Ansatz auf Heizendstufe; Drogenportion; [eey:?]; erhitze hiervon bis zur Endstufe und schließe ab; Drogenholz, trocken gebunden, Form I; heiß, Grad II; Ansatz bis zur mittleren Heizstufe, abgeschlossen; bis zur mittleren Heizstufe gebracht; gib Vorstehendes hinzu	gekühlt; Ansatz auf Heizendstufe; Drogenportion; Endstufe abschließen; erhitze hiervon bis zur Endstufe und schließe ab; Drogenholz, trocken gebunden, Form I; heiß, Grad II; Ansatz bis zur mittleren Heizstufe, abgeschlossen; bis zur mittleren Heizstufe gebracht; gib Vorstehendes hinzu	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
117	f79r	f79r.20	scthey	Saatgut mit Krautdroge auf mittlerer Stufe	Saatgut mit Krautdroge auf mittlerer Stufe	PRODUCTIVE_COMPOUND	S_SEED+CTH_HERB+E_MIDDLE+Y_START_OR_CLOSE	Saat-Kraut-Kompositum in Grundform	LOW_EXPLORATORY	NONE	y shal y chedar oy scthey tal chear	Eintrag: Rohstoff I, feucht am Gradanfang; hierzu: abgemessene Trockenfraktion I, Mittelstufe; Ansatz in Grundform; [scthey:?]; Rohstoff I, kalt am Gradanfang; trockene Fraktion I	Eintrag: Rohstoff I, feucht am Gradanfang; hierzu: abgemessene Trockenfraktion I, Mittelstufe; Ansatz in Grundform; Saatgut mit Krautdroge auf mittlerer Stufe; Rohstoff I, kalt am Gradanfang; trockene Fraktion I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
118	f79r	f79r.35	chckhes	getrocknete Arzneikompositum-Charge auf mittlerer Stufe	getrocknete Arzneikompositum-Charge auf mittlerer Stufe	PRODUCTIVE_COMPOUND	CH_DRY+CKH_COMPOSITE+E_MIDDLE+S_TERM_SPECIES	Arzneikompositum aus getrocknetem Saatgut	LOW_EXPLORATORY	NONE	polchedy shedy qoteedy qotain ody chckhes otal	getrockneter Pulverstoff/-ansatz; bis zur mittleren Einweichstufe gebracht; bis zur Kühlendstufe gebracht; kalt im qo-Rahmen, Grad II; fertiggestellter Ansatz; [chckhes:?]; Rohstoff I, leicht gekühlt im Ansatz	getrockneter Pulverstoff/-ansatz; bis zur mittleren Einweichstufe gebracht; bis zur Kühlendstufe gebracht; kalt im qo-Rahmen, Grad II; fertiggestellter Ansatz; getrocknete Arzneikompositum-Charge auf mittlerer Stufe; Rohstoff I, leicht gekühlt im Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
119	f79r	f79r.42	okaio	erhitzter Ansatz in Zubereitungsform II	erhitzter Ansatz in Zubereitungsform II	LEARNED_WHOLE	LEARNED_OKAIO_WHOLE	ein Teil heißer Ansatz	LOW_EXPLORATORY	NONE	sain okaio chedy lkchedy aiin okain oly cheedy	Saatgut, Typ/Charge II; [okaio:?]; bis zur mittleren Trockenstufe gebracht; Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen; drei Teile; heiß im Zubereitungsrahmen, Grad II; seihe Vorstehendes ab; vollständig getrocknet	Saatgut, Typ/Charge II; erhitzter Ansatz in Zubereitungsform II; bis zur mittleren Trockenstufe gebracht; Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen; drei Teile; heiß im Zubereitungsrahmen, Grad II; seihe Vorstehendes ab; vollständig getrocknet	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
120	f79v	f79v.15	cheokain	Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen	Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+O_PREP+K_HOT+AIN_II	heißer Trockenansatz auf Stufe II	MEDIUM_EXACT_WHOLE	NONE	yteedy qokeedy qokain olkeey cheokain dy teey qokain	kühle hiervon vollständig ab und schließe; bis zur Heizendstufe gebracht; heiß, Grad II; Holzdrogenansatz vollständig erhitzt; [cheokain:?]; bis zur Kühlendstufe; heiß, Grad II	kühle hiervon vollständig ab und schließe; bis zur Heizendstufe gebracht; heiß, Grad II; Holzdrogenansatz vollständig erhitzt; Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen; bis zur Kühlendstufe; heiß, Grad II	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
121	f79v	f79v.22	oroiiin	eine Portion Ansatz in Zubereitungsform IV	eine Portion Ansatz in Zubereitungsform IV	PRODUCTIVE_COMPOUND	OR_PORTION+O_PREP+IIIN_FORM_IV	vier Teile Ansatz	LOW_EXPLORATORY	NONE	tshey ykeey r ch ain oroiiin	kalt und bis zur mittleren Einweichstufe; erhitze hiervon bis zur Endstufe und schließe ab; Wurzel; trockne Folgendes: zwei Teile; [oroiiin:?]	kalt und bis zur mittleren Einweichstufe; erhitze hiervon bis zur Endstufe und schließe ab; Wurzel; trockne Folgendes: zwei Teile; eine Portion Ansatz in Zubereitungsform IV	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
122	f79v	f79v.39	yefaiin	nimm hiervon drei Teile Blütenfraktion der Mittelstufe	nimm hiervon drei Teile Blütenfraktion der Mittelstufe	PRODUCTIVE_COMPOUND	Y_REFERENCE+E_MIDDLE+F_FLOWER+AIIN_III	Blütenfraktion der Mittelstufe in Klasse III	LOW_EXPLORATORY	NONE	qokeedy ykeey sheey or or aiin yefaiin chy dor yty	bis zur Heizendstufe gebracht; erhitze hiervon bis zur Endstufe und schließe ab; vollständig eingeweicht; Drogenportion; Drogenportion; drei Teile; [yefaiin:?]; angetrocknet; miss eine Portion Droge ab; kühle hiervon leicht ab	bis zur Heizendstufe gebracht; erhitze hiervon bis zur Endstufe und schließe ab; vollständig eingeweicht; Drogenportion; Drogenportion; drei Teile; nimm hiervon drei Teile Blütenfraktion der Mittelstufe; angetrocknet; miss eine Portion Droge ab; kühle hiervon leicht ab	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
123	f79v	f79v.6	ycheckhey	trockne hiervon mäßig, trockne das Arzneikompositum nochmals mäßig und schließe ab	trockne hiervon mäßig, trockne das Arzneikompositum nochmals mäßig und schließe ab	PRODUCTIVE_COMPOUND	Y_REFERENCE+CH_DRY+E_MIDDLE+CKH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	mitteltrockenes Arzneikompositum dieser Droge	LOW_EXPLORATORY	NONE	ycheckhey r ain chedy qokain chedy ol shedy dar ytam	[ycheckhey:?]; Wurzel; zwei Teile; bis zur mittleren Trockenstufe gebracht; heiß, Grad II; bis zur mittleren Trockenstufe gebracht; Grundansatz; bis zur mittleren Einweichstufe gebracht; abgemessene Fraktion I; nimm hiervon ein Maß und kühle es	trockne hiervon mäßig, trockne das Arzneikompositum nochmals mäßig und schließe ab; Wurzel; zwei Teile; bis zur mittleren Trockenstufe gebracht; heiß, Grad II; bis zur mittleren Trockenstufe gebracht; Grundansatz; bis zur mittleren Einweichstufe gebracht; abgemessene Fraktion I; nimm hiervon ein Maß und kühle es	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
