ambiguity_id	attachment_id	ambiguity_class	physical_page	statement_id	event_id	locus	surface_card	component_recipe	focus_core	focus_value_de	chosen_attachment	alternative_attachment	why_open_de	apprentice_rule_choice_de
SAA0190	SA02487	R_HEAD_OR_TAIL	f77r	P1009-S360	P1003-E0282	f77r.32	dary	DA+R+Y	Y	AKTIVER POSTEN	R=MARKIEREN[Y=AKTIVER POSTEN]	T=EINSTELLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0191	SA02488	R_HEAD_OR_TAIL	f77r	P1009-S360	P1003-E0283	f77r.33	daiin	AIIN	AIIN	WERT	R=MARKIEREN⟨VORIGE KARTE⟩[AIIN=WERT]	T=EINSTELLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0192	SA02493	EQUAL_DISTANCE_TWO_HEADS	f77r	P1009-S362	P1003-E0290	f77r.33	cheety	CH+EE+T+Y	EE	GRAD II	CH=NEHMEN[EE=GRAD II]	T=EINSTELLEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	EE folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0193	SA02501	EQUAL_DISTANCE_TWO_HEADS	f77r	P1009-S364	P1003-E0298	f77r.34	checkhy	CH+E+CH+K+Y	E	GRAD I	CH=NEHMEN[E=GRAD I]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0194	SA02503	R_HEAD_OR_TAIL	f77r	P1009-S364	P1003-E0299	f77r.34	raiin	R+AIIN	AIIN	WERT	R=MARKIEREN[AIIN=WERT]	K=GEBEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0195	SA02515	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S367	P1003-E0310	f77r.36	qotain	OT+AIN	AIN	ANTEIL	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[AIN=ANTEIL]	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0196	SA02531	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S371	P1003-E0325	f77r.38	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	EE	GRAD II	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[EE=GRAD II]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0197	SA02532	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S371	P1003-E0325	f77r.38	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	Y	AKTIVER POSTEN	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[Y=AKTIVER POSTEN]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0198	SA02539	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S372	P1003-E0332	f77r.39	olaiin	OL+AIIN	AIIN	WERT	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[AIIN=WERT]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0199	SA02542	EQUAL_DISTANCE_TWO_HEADS	f77r	P1009-S372	P1003-E0334	f77r.39	sheckhey	SH+E+CH+K+E+Y	E	GRAD I	SH=HALTEN[E=GRAD I]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0200	SA02558	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S375	P1003-E0347	f77r.41	daiin	AIIN	AIIN	WERT	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[AIIN=WERT]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0201	SA02561	OWNER_OR_NEXT_CARD_ACTION	f77r	P1009-S376	P1003-E0351	f77r.41	qotal	OT+AL	AL	ZIELORT	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[AL=ZIELORT]	R=MARKIEREN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0202	SA02594	EQUAL_DISTANCE_TWO_HEADS	f77r	P1009-S382	P1003-E0382	f77r.45	ches	CH+E+S	E	GRAD I	CH=NEHMEN[E=GRAD I]	S=WÄHLEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0203	SA02601	R_HEAD_OR_TAIL	f77r	P1009-S382	P1003-E0390	f77r.45	raiin	R+AIIN	AIIN	WERT	R=MARKIEREN[AIIN=WERT]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0204	SA02602	R_HEAD_OR_TAIL	f77r	P1009-S382	P1003-E0391	f77r.45	lod	L+O+D_ADDR	L	VERBINDUNG	R=MARKIEREN⟨VORIGE KARTE⟩[L=VERBINDUNG]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0205	SA02603	R_HEAD_OR_TAIL	f77r	P1009-S382	P1003-E0392	f77r.46	daiin	AIIN	AIIN	WERT	R=MARKIEREN⟨GEERBT⟩[AIIN=WERT]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0206	SA02604	EQUAL_DISTANCE_TWO_HEADS	f77r	P1009-S382	P1003-E0393	f77r.46	chlchpsheey	CH+L+CH+P+SH+EE+Y	L	VERBINDUNG	[L=VERBINDUNG]→CH=NEHMEN	CH=NEHMEN@ATOM1	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	L folgt als Vorrahmen dem Kopf rechts: CH=NEHMEN@ATOM3.
SAA0207	SA02620	R_HEAD_OR_TAIL	f77r	P1009-S382	P1003-E0406	f77r.47	dary	DA+R+Y	Y	AKTIVER POSTEN	R=MARKIEREN[Y=AKTIVER POSTEN]	T=EINSTELLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0208	SA02621	R_HEAD_OR_TAIL	f77r	P1009-S382	P1003-E0407	f77r.47	dalo	D_ADDR+AL+O	AL	ZIELORT	R=MARKIEREN⟨VORIGE KARTE⟩[AL=ZIELORT]	T=EINSTELLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0209	SA02627	EQUAL_DISTANCE_TWO_HEADS	f81v	P1009-S384	P912-E0861	f81v.1	shekal	SH+E+K+AL	E	GRAD I	SH=HALTEN[E=GRAD I]	K=GEBEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0210	SA02631	EQUAL_DISTANCE_TWO_HEADS	f81v	P1009-S385	P912-E0866	f81v.1	shek	SH+E+K	E	GRAD I	SH=HALTEN[E=GRAD I]	K=GEBEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0211	SA02634	EQUAL_DISTANCE_TWO_HEADS	f81v	P1009-S385	P912-E0868	f81v.1	ofalsheky	O+LOCAL_CHAR_F+A_ADDR+L+SH+E+K+Y	E	GRAD I	SH=HALTEN[E=GRAD I]	K=GEBEN@ATOM7	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM5.
SAA0212	SA02644	R_HEAD_OR_TAIL	f81v	P1009-S386	P912-E0880	f81v.2	dl	L	L	VERBINDUNG	R=MARKIEREN⟨VORIGE KARTE⟩[L=VERBINDUNG]	K=GEBEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0213	SA02651	EQUAL_DISTANCE_TWO_HEADS	f81v	P1009-S388	P912-E0886	f81v.3	shek	SH+E+K	E	GRAD I	SH=HALTEN[E=GRAD I]	K=GEBEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0214	SA02686	EQUAL_DISTANCE_TWO_HEADS	f81v	P1009-S391	P912-E0922	f81v.7	sheckhal	SH+E+CH+K+AL	E	GRAD I	SH=HALTEN[E=GRAD I]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0215	SA02704	OWNER_OR_NEXT_CARD_ACTION	f81v	P1009-S396	P912-E0939	f81v.9	olchey	OL+Y	Y	AKTIVER POSTEN	BESITZER=gemeinsames zweireihiges Badfeld[Y=AKTIVER POSTEN]	K=GEBEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0216	SA02710	EQUAL_DISTANCE_TWO_HEADS	f81v	P1009-S396	P912-E0944	f81v.9	checkhy	CH+E+CH+K+Y	E	GRAD I	CH=NEHMEN[E=GRAD I]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0217	SA02713	EQUAL_DISTANCE_TWO_HEADS	f81v	P1009-S397	P912-E0947	f81v.10	ashyteed	A_ADDR+SH+Y+T+EE+D_ADDR	Y	AKTIVER POSTEN	SH=HALTEN[Y=AKTIVER POSTEN]	T=EINSTELLEN@ATOM4	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	Y folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM2.
SAA0218	SA02719	OWNER_OR_NEXT_CARD_ACTION	f81v	P1009-S400	P912-E0953	f81v.10	dairam	D_ADDR+AIR+A_ADDR+AM_ADDR	AIR	LAUF	BESITZER=gemeinsames zweireihiges Badfeld[AIR=LAUF]	SH=HALTEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0219	SA02743	EQUAL_DISTANCE_TWO_HEADS	f81v	P1009-S403	P912-E0971	f81v.12	chetedy	CH+E+T+E+D_ADDR+Y	E	GRAD I	CH=NEHMEN[E=GRAD I]	T=EINSTELLEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0220	SA02753	EQUAL_DISTANCE_TWO_HEADS	f81v	P1009-S404	P912-E0974	f81v.13	ykeshey	Y+K+E+SH+E+Y	E	GRAD I	K=GEBEN[E=GRAD I]	SH=HALTEN@ATOM4	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: K=GEBEN@ATOM2.
SAA0221	SA02761	OWNER_OR_NEXT_CARD_ACTION	f81v	P1009-S406	P912-E0978	f81v.13	dar	D_ADDR+AR	AR	AUSGANG	BESITZER=gemeinsames zweireihiges Badfeld[AR=AUSGANG]	K=GEBEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0222	SA02773	EQUAL_DISTANCE_TWO_HEADS	f81v	P1009-S408	P912-E0985	f81v.14	sheeky	SH+EE+K+Y	EE	GRAD II	SH=HALTEN[EE=GRAD II]	K=GEBEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	EE folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0223	SA02797	OWNER_OR_NEXT_CARD_ACTION	f81v	P1009-S411	P912-E1004	f81v.16	chy	Y	Y	AKTIVER POSTEN	BESITZER=gemeinsames zweireihiges Badfeld[Y=AKTIVER POSTEN]	R=MARKIEREN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0224	SA02801	OWNER_OR_NEXT_CARD_ACTION	f81v	P1009-S412	P912-E1007	f81v.16	dar	D_ADDR+AR	AR	AUSGANG	BESITZER=gemeinsames zweireihiges Badfeld[AR=AUSGANG]	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0225	SA02809	R_HEAD_OR_TAIL	f81v	P1009-S415	P912-E1018	f81v.17	ral	R+AL	AL	ZIELORT	R=MARKIEREN[AL=ZIELORT]	K=GEBEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0226	SA02833	EQUAL_DISTANCE_TWO_HEADS	f81v	P1009-S422	P912-E1043	f81v.20	lshety	L+SH+E+T+Y	E	GRAD I	SH=HALTEN[E=GRAD I]	T=EINSTELLEN@ATOM4	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM2.
SAA0227	SA02837	OWNER_OR_NEXT_CARD_ACTION	f81v	P1009-S424	P912-E1046	f81v.20	qotain	OT+AIN	AIN	ANTEIL	BESITZER=gemeinsames zweireihiges Badfeld[AIN=ANTEIL]	SH=HALTEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0228	SA02856	EQUAL_DISTANCE_TWO_HEADS	f81v	P1009-S427	P912-E1063	f81v.22	salchtedytar	S+AL+CH+T+E+D_ADDR+Y+T+AR	AL	ZIELORT	S=WÄHLEN[AL=ZIELORT]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	AL folgt als Nachsatz dem Kopf links: S=WÄHLEN@ATOM1.
SAA0229	SA02878	OWNER_OR_NEXT_CARD_ACTION	f81v	P1009-S430	P912-E1082	f81v.24	ly	L+Y	L	VERBINDUNG	BESITZER=gemeinsames zweireihiges Badfeld[L=VERBINDUNG]	SH=HALTEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0230	SA02879	OWNER_OR_NEXT_CARD_ACTION	f81v	P1009-S430	P912-E1082	f81v.24	ly	L+Y	Y	AKTIVER POSTEN	BESITZER=gemeinsames zweireihiges Badfeld[Y=AKTIVER POSTEN]	SH=HALTEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0231	SA02892	OWNER_OR_NEXT_CARD_ACTION	f81v	P1009-S432	P912-E1099	f81v.26	dal	AL	AL	ZIELORT	BESITZER=gemeinsames zweireihiges Badfeld[AL=ZIELORT]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0232	SA02939	OWNER_OR_NEXT_CARD_ACTION	f82r	P1009-S441	P912-E1139	f82r.4	oteey	OT+EE+Y	EE	GRAD II	BESITZER=mehrere getrennte Bad- und Leitungsstationen[EE=GRAD II]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0233	SA02940	OWNER_OR_NEXT_CARD_ACTION	f82r	P1009-S441	P912-E1139	f82r.4	oteey	OT+EE+Y	Y	AKTIVER POSTEN	BESITZER=mehrere getrennte Bad- und Leitungsstationen[Y=AKTIVER POSTEN]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0234	SA02942	EQUAL_DISTANCE_TWO_HEADS	f82r	P1009-S441	P912-E1141	f82r.4	sheckhy	SH+E+CH+K+Y	E	GRAD I	SH=HALTEN[E=GRAD I]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0235	SA02956	EQUAL_DISTANCE_TWO_HEADS	f82r	P1009-S444	P912-E1155	f82r.6	sheckhy	SH+E+CH+K+Y	E	GRAD I	SH=HALTEN[E=GRAD I]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0236	SA02959	EQUAL_DISTANCE_TWO_HEADS	f82r	P1009-S444	P912-E1157	f82r.6	sheky	SH+E+K+Y	E	GRAD I	SH=HALTEN[E=GRAD I]	K=GEBEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0237	SA02987	EQUAL_DISTANCE_TWO_HEADS	f82r	P1009-S449	P912-E1179	f82r.9	ssholshecthy	S+SH+O+L+SH+E+CH+T+Y	E	GRAD I	SH=HALTEN[E=GRAD I]	CH=NEHMEN@ATOM7	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM5.
SAA0238	SA03007	EQUAL_DISTANCE_TWO_HEADS	f82r	P1009-S452	P912-E1198	f82r.12	checkho	CH+E+CH+K+O	E	GRAD I	CH=NEHMEN[E=GRAD I]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0239	SA03010	EQUAL_DISTANCE_TWO_HEADS	f82r	P1009-S452	P912-E1201	f82r.12	okarchedy	OK+AR+CHD+Y	AR	AUSGANG	OK=SETZEN[AR=AUSGANG]	CHD=UMSETZEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	AR folgt als Nachsatz dem Kopf links: OK=SETZEN@ATOM1.
SAA0240	SA03048	R_HEAD_OR_TAIL	f82r	P1009-S463	P912-E1234	f82r.16	or	OR	OR	EINHEIT	R=MARKIEREN⟨VORIGE KARTE⟩[OR=EINHEIT]	SH=HALTEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0241	SA03052	OWNER_OR_NEXT_CARD_ACTION	f82r	P1009-S464	P912-E1242	f82r.17	qoteey	OT+EE+Y	EE	GRAD II	BESITZER=mehrere getrennte Bad- und Leitungsstationen[EE=GRAD II]	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0242	SA03053	OWNER_OR_NEXT_CARD_ACTION	f82r	P1009-S464	P912-E1242	f82r.17	qoteey	OT+EE+Y	Y	AKTIVER POSTEN	BESITZER=mehrere getrennte Bad- und Leitungsstationen[Y=AKTIVER POSTEN]	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0243	SA03062	EQUAL_DISTANCE_TWO_HEADS	f82r	P1009-S466	P912-E1248	f82r.17	ralchey	R+AL+CH+E+Y	AL	ZIELORT	R=MARKIEREN[AL=ZIELORT]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	AL folgt als Nachsatz dem Kopf links: R=MARKIEREN@ATOM1.
SAA0244	SA03062	R_HEAD_OR_TAIL	f82r	P1009-S466	P912-E1248	f82r.17	ralchey	R+AL+CH+E+Y	AL	ZIELORT	R=MARKIEREN[AL=ZIELORT]	CH=NEHMEN@ATOM3	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0245	SA03068	OWNER_OR_NEXT_CARD_ACTION	f82r	P1009-S468	P912-E1253	f82r.18	dal	AL	AL	ZIELORT	BESITZER=mehrere getrennte Bad- und Leitungsstationen[AL=ZIELORT]	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0246	SA03098	OWNER_OR_NEXT_CARD_ACTION	f82r	P1009-S472	P912-E1275	f82r.21	daiin	AIIN	AIIN	WERT	BESITZER=mehrere getrennte Bad- und Leitungsstationen[AIIN=WERT]	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0247	SA03137	OWNER_OR_NEXT_CARD_ACTION	f82r	P1009-S475	P912-E1302	f82r.23	lar	L+AR	L	VERBINDUNG	BESITZER=mehrere getrennte Bad- und Leitungsstationen[L=VERBINDUNG]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0248	SA03138	OWNER_OR_NEXT_CARD_ACTION	f82r	P1009-S475	P912-E1302	f82r.23	lar	L+AR	AR	AUSGANG	BESITZER=mehrere getrennte Bad- und Leitungsstationen[AR=AUSGANG]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0249	SA03146	R_HEAD_OR_TAIL	f82r	P1009-S476	P912-E1307	f82r.24	raiin	R+AIIN	AIIN	WERT	R=MARKIEREN[AIIN=WERT]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0250	SA03154	R_HEAD_OR_TAIL	f82r	P1009-S476	P912-E1311	f82r.24	raiin	R+AIIN	AIIN	WERT	R=MARKIEREN[AIIN=WERT]	OK=SETZEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0251	SA03155	R_HEAD_OR_TAIL	f82r	P1009-S476	P912-E1312	f82r.24	ydy	Y+DY	Y	AKTIVER POSTEN	R=MARKIEREN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	OK=SETZEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0252	SA03166	OWNER_OR_NEXT_CARD_ACTION	f82r	P1009-S480	P912-E1320	f82r.25	lar	L+AR	L	VERBINDUNG	BESITZER=mehrere getrennte Bad- und Leitungsstationen[L=VERBINDUNG]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0253	SA03167	OWNER_OR_NEXT_CARD_ACTION	f82r	P1009-S480	P912-E1320	f82r.25	lar	L+AR	AR	AUSGANG	BESITZER=mehrere getrennte Bad- und Leitungsstationen[AR=AUSGANG]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
