running_event_ordinal	event_id	statement_id	physical_page	register	owner_de	locus	card_ordinal_in_statement	surface	component_recipe	action_heads_de	active_head_before_de	arguments_de	relations_de	grades_de	sequence_de	local_channels_de	binding_trace_de	active_head_after_de	closes_gang	duplicate_rule	scope_status
3366	P912-E2454	P1009-S592	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.22	28	ychey	Y+Y	NONE	HALTEN	AKTIVER POSTEN+AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→HALTEN | AKTIVER POSTEN→HALTEN	HALTEN	NO	FREE_PLURAL_OR_REPEAT	CARRIED_SCOPE
3367	P912-E2455	P1009-S592	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.22	29	okaiin	OK+AIIN	SETZEN	HALTEN	WERT	NONE	NONE	NONE	NONE	SETZEN=KOPF | WERT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
3368	P912-E2456	P1009-S592	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.22	30	chol	OL	NONE	SETZEN	NONE	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
3369	P912-E2457	P1009-S592	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.22	31	cheor	CH+E+O+R	NEHMEN+MARKIEREN	SETZEN	NONE	NONE	GRAD I+AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→MARKIEREN | MARKIEREN=KOPF	NEHMEN	NO	NONE	SELF_CONTAINED
3370	P912-E2458	P1009-S592	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.22	32	ol	OL	NONE	NEHMEN	NONE	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3371	P912-E2459	P1009-S592	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.22	33	chorcholsal	CH+OR+OL+S+AL	NEHMEN+WÄHLEN	NEHMEN	EINHEIT	ZIELORT	NONE	FORTSETZEN	NONE	NEHMEN=KOPF | EINHEIT→NEHMEN | FORTSETZEN→WÄHLEN | WÄHLEN=KOPF | ZIELORT→WÄHLEN	NEHMEN	NO	NONE	SELF_CONTAINED
3372	P912-E2464	P1009-S593	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.26	1	poeear	P+O+EE+AR	EINSETZEN	NONE	NONE	AUSGANG	AUSFÜHRUNG+GRAD II	NONE	NONE	EINSETZEN=KOPF | AUSFÜHRUNG→EINSETZEN | GRAD II→EINSETZEN | AUSGANG→EINSETZEN	EINSETZEN	NO	NONE	SELF_CONTAINED
3373	P912-E2465	P1009-S593	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.26	2	sheoky	SH+E+OK+Y	HALTEN+SETZEN	EINSETZEN	AKTIVER POSTEN	NONE	GRAD I	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | SETZEN=KOPF | AKTIVER POSTEN→SETZEN	HALTEN	NO	NONE	SELF_CONTAINED
3374	P912-E2466	P1009-S593	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.26	3	olkeey	OL+K+EE+Y	GEBEN	HALTEN	AKTIVER POSTEN	NONE	GRAD II	FORTSETZEN	NONE	FORTSETZEN→GEBEN | GEBEN=KOPF | GRAD II→GEBEN | AKTIVER POSTEN→GEBEN	GEBEN	NO	NONE	SELF_CONTAINED
3375	P912-E2467	P1009-S593	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.26	4	cthol	CH+T+OL	NEHMEN+EINSTELLEN	GEBEN	NONE	NONE	NONE	FORTSETZEN	NONE	NEHMEN=KOPF | EINSTELLEN=KOPF | FORTSETZEN→GEBEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3376	P912-E2468	P1009-S593	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.26	5	poldy	P+OL+D_ADDR+Y	EINSETZEN	NEHMEN	AKTIVER POSTEN	NONE	NONE	FORTSETZEN	HIER	EINSETZEN=KOPF | FORTSETZEN→NEHMEN | HIER→BESITZER | AKTIVER POSTEN→EINSETZEN	EINSETZEN	NO	NONE	CARRIED_SCOPE
3377	P912-E2469	P1009-S593	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.26	6	s	S	WÄHLEN	EINSETZEN	NONE	NONE	NONE	NONE	NONE	WÄHLEN=KOPF	WÄHLEN	NO	NONE	SELF_CONTAINED
3378	P912-E2470	P1009-S593	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.26	7	okoldy	OK+OL+DY	SETZEN	WÄHLEN	NONE	NONE	NONE	FORTSETZEN	NONE	SETZEN=KOPF | FORTSETZEN→WÄHLEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
3379	P912-E2471	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.27	1	qokol	OK+OL	SETZEN	NONE	NONE	NONE	NONE	FORTSETZEN	NONE	SETZEN=KOPF | FORTSETZEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
3380	P912-E2472	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.27	2	chol	OL	NONE	SETZEN	NONE	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
3381	P912-E2473	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.27	3	qokol	OK+OL	SETZEN	SETZEN	NONE	NONE	NONE	FORTSETZEN	NONE	SETZEN=KOPF | FORTSETZEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
3382	P912-E2474	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.27	4	qokol	OK+OL	SETZEN	SETZEN	NONE	NONE	NONE	FORTSETZEN	NONE	SETZEN=KOPF | FORTSETZEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
3383	P912-E2475	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.27	5	chol	OL	NONE	SETZEN	NONE	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
3384	P912-E2476	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.27	6	cheey	SH+EE+Y	HALTEN	SETZEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	HALTEN=KOPF | GRAD II→HALTEN | AKTIVER POSTEN→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
3385	P912-E2477	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.27	7	or	OR	NONE	HALTEN	EINHEIT	NONE	NONE	NONE	NONE	EINHEIT→HALTEN	HALTEN	NO	NONE	CARRIED_SCOPE
3386	P912-E2478	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.27	8	aiin	AIIN	NONE	HALTEN	WERT	NONE	NONE	NONE	NONE	WERT→HALTEN	HALTEN	NO	NONE	CARRIED_SCOPE
3387	P912-E2479	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.27	9	oldal	OL+DA+L	NONE	HALTEN	NONE	VERBINDUNG	ZWEITE STUFE	FORTSETZEN	NONE	FORTSETZEN→HALTEN | ZWEITE STUFE→HALTEN | VERBINDUNG→HALTEN	HALTEN	NO	NONE	CARRIED_SCOPE
3388	P912-E2480	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.28	10	ykar	Y+K+AR	GEBEN	HALTEN	AKTIVER POSTEN	AUSGANG	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN | GEBEN=KOPF | AUSGANG→GEBEN	GEBEN	NO	NONE	SELF_CONTAINED
3389	P912-E2481	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.28	11	cheol	CH+E+O+L	NEHMEN	GEBEN	NONE	VERBINDUNG	GRAD I+AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→NEHMEN | VERBINDUNG→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
3390	P912-E2482	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.28	12	chol	OL	NONE	NEHMEN	NONE	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3391	P912-E2483	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.28	13	chey	Y	NONE	NEHMEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3392	P912-E2484	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.28	14	ckhey	CH+K+E+Y	NEHMEN+GEBEN	NEHMEN	AKTIVER POSTEN	NONE	GRAD I	NONE	NONE	NEHMEN=KOPF | GEBEN=KOPF | GRAD I→GEBEN | AKTIVER POSTEN→GEBEN	NEHMEN	NO	NONE	SELF_CONTAINED
3393	P912-E2485	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.28	15	s	S	WÄHLEN	NEHMEN	NONE	NONE	NONE	NONE	NONE	WÄHLEN=KOPF	WÄHLEN	NO	NONE	SELF_CONTAINED
3394	P912-E2486	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.28	16	or	OR	NONE	WÄHLEN	EINHEIT	NONE	NONE	NONE	NONE	EINHEIT→WÄHLEN	WÄHLEN	NO	NONE	CARRIED_SCOPE
3395	P912-E2487	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.28	17	shear	SH+E+AR	HALTEN	WÄHLEN	NONE	AUSGANG	GRAD I	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | AUSGANG→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
3396	P912-E2488	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.28	18	ar	AR	NONE	HALTEN	NONE	AUSGANG	NONE	NONE	NONE	AUSGANG→HALTEN	HALTEN	NO	NONE	CARRIED_SCOPE
3397	P912-E2489	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.28	19	alsy	AL+S+Y	WÄHLEN	HALTEN	AKTIVER POSTEN	ZIELORT	NONE	NONE	NONE	ZIELORT→HALTEN | WÄHLEN=KOPF | AKTIVER POSTEN→WÄHLEN	WÄHLEN	NO	NONE	CARRIED_SCOPE
3398	P912-E2490	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.29	20	kor	K+OR	GEBEN	WÄHLEN	EINHEIT	NONE	NONE	NONE	NONE	GEBEN=KOPF | EINHEIT→GEBEN	GEBEN	NO	NONE	SELF_CONTAINED
3399	P912-E2491	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.29	21	chey	Y	NONE	GEBEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
3400	P912-E2492	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.29	22	qokol	OK+OL	SETZEN	GEBEN	NONE	NONE	NONE	FORTSETZEN	NONE	SETZEN=KOPF | FORTSETZEN→GEBEN	SETZEN	NO	NONE	CARRIED_SCOPE
3401	P912-E2493	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.29	23	cheol	CH+E+O+L	NEHMEN	SETZEN	NONE	VERBINDUNG	GRAD I+AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→NEHMEN | VERBINDUNG→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
3402	P912-E2494	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.29	24	chody	CH+O+D_ADDR+Y	NEHMEN	NEHMEN	AKTIVER POSTEN	NONE	AUSFÜHRUNG	NONE	HIER	NEHMEN=KOPF | AUSFÜHRUNG→NEHMEN | HIER→BESITZER | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
3403	P912-E2495	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.29	25	qokol	OK+OL	SETZEN	NEHMEN	NONE	NONE	NONE	FORTSETZEN	NONE	SETZEN=KOPF | FORTSETZEN→NEHMEN	SETZEN	NO	NONE	CARRIED_SCOPE
3404	P912-E2496	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.29	26	kchor	K+CH+OR	GEBEN+NEHMEN	SETZEN	EINHEIT	NONE	NONE	NONE	NONE	GEBEN=KOPF | NEHMEN=KOPF | EINHEIT→NEHMEN	GEBEN	NO	NONE	SELF_CONTAINED
3405	P912-E2497	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.29	27	chol	OL	NONE	GEBEN	NONE	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
3406	P912-E2498	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.29	28	dal	AL	NONE	GEBEN	NONE	ZIELORT	NONE	NONE	NONE	ZIELORT→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
3407	P912-E2499	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.30	29	ykeeey	Y+K+EEE+Y	GEBEN	GEBEN	AKTIVER POSTEN+AKTIVER POSTEN	NONE	GRAD III	NONE	NONE	AKTIVER POSTEN→GEBEN | GEBEN=KOPF | GRAD III→GEBEN | AKTIVER POSTEN→GEBEN	GEBEN	NO	NONE	SELF_CONTAINED
3408	P912-E2500	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.30	30	cheor	CH+E+O+R	NEHMEN+MARKIEREN	GEBEN	NONE	NONE	GRAD I+AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→MARKIEREN | MARKIEREN=KOPF	NEHMEN	NO	NONE	SELF_CONTAINED
3409	P912-E2501	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.30	31	cheotey	CH+E+O+T+E+Y	NEHMEN+EINSTELLEN	NEHMEN	AKTIVER POSTEN	NONE	GRAD I+AUSFÜHRUNG+GRAD I	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→EINSTELLEN | EINSTELLEN=KOPF | GRAD I→EINSTELLEN | AKTIVER POSTEN→EINSTELLEN	NEHMEN	NO	NONE	SELF_CONTAINED
3410	P912-E2502	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.30	32	cheol	CH+E+O+L	NEHMEN	NEHMEN	NONE	VERBINDUNG	GRAD I+AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→NEHMEN | VERBINDUNG→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
3411	P912-E2503	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.30	33	qokeor	OK+E+OR	SETZEN	NEHMEN	EINHEIT	NONE	GRAD I	NONE	NONE	SETZEN=KOPF | GRAD I→SETZEN | EINHEIT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
3412	P912-E2504	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.30	34	chetchy	CH+E+T+CH+Y	NEHMEN+EINSTELLEN+NEHMEN	SETZEN	AKTIVER POSTEN	NONE	GRAD I	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | EINSTELLEN=KOPF | NEHMEN=KOPF | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
3413	P912-E2505	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.30	35	ofal	O+LOCAL_CHAR_F+AL	NONE	NEHMEN	NONE	ZIELORT	AUSFÜHRUNG	NONE	HIER	AUSFÜHRUNG→NEHMEN | HIER→BESITZER | ZIELORT→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3414	P912-E2506	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.31	36	dar	D_ADDR+AR	NONE	NEHMEN	NONE	AUSGANG	NONE	NONE	HIER	HIER→BESITZER | AUSGANG→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3415	P912-E2507	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.31	37	chear	CH+E+AR	NEHMEN	NEHMEN	NONE	AUSGANG	GRAD I	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSGANG→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
3416	P912-E2508	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.31	38	chol	OL	NONE	NEHMEN	NONE	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3417	P912-E2509	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.31	39	dol	D_ADDR+OL	NONE	NEHMEN	NONE	NONE	NONE	FORTSETZEN	HIER	HIER→BESITZER | FORTSETZEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3418	P912-E2510	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.31	40	qoekeor	CARRIER_Q+O+E+K+E+OR	GEBEN	NONE	EINHEIT	NONE	AUSFÜHRUNG+GRAD I+GRAD I	NONE	NONE	BEGINNMARKER→GANG | AUSFÜHRUNG→GEBEN | GRAD I→GEBEN | GEBEN=KOPF | GRAD I→GEBEN | EINHEIT→GEBEN	GEBEN	NO	NONE	SELF_CONTAINED
3419	P912-E2511	P1009-S594	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	f88r.31	41	cheom	CH+E+O+AM_ADDR	NEHMEN	GEBEN	NONE	NONE	GRAD I+AUSFÜHRUNG	NONE	HIER	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→NEHMEN | HIER→BESITZER	NEHMEN	NO	NONE	SELF_CONTAINED
3420	P1003-E0419	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.6	1	teodal	T+E+O+D_ADDR+AL	EINSTELLEN	NONE	NONE	ZIELORT	GRAD I+AUSFÜHRUNG	NONE	HIER	EINSTELLEN=KOPF | GRAD I→EINSTELLEN | AUSFÜHRUNG→EINSTELLEN | HIER→BESITZER | ZIELORT→EINSTELLEN	EINSTELLEN	NO	NONE	SELF_CONTAINED
3421	P1003-E0420	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.6	2	lkeo	L+K+E+O	GEBEN	EINSTELLEN	NONE	VERBINDUNG	GRAD I+AUSFÜHRUNG	NONE	NONE	VERBINDUNG→GEBEN | GEBEN=KOPF | GRAD I→GEBEN | AUSFÜHRUNG→GEBEN	GEBEN	NO	NONE	SELF_CONTAINED
3422	P1003-E0421	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.6	3	cheor	CH+E+O+R	NEHMEN+MARKIEREN	GEBEN	NONE	NONE	GRAD I+AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→MARKIEREN | MARKIEREN=KOPF	NEHMEN	NO	NONE	SELF_CONTAINED
3423	P1003-E0422	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.6	4	roshckhy	R+O+SH+CH+K+Y	MARKIEREN+HALTEN+NEHMEN+GEBEN	NEHMEN	AKTIVER POSTEN	NONE	AUSFÜHRUNG	NONE	NONE	MARKIEREN=KOPF | AUSFÜHRUNG→MARKIEREN | HALTEN=KOPF | NEHMEN=KOPF | GEBEN=KOPF | AKTIVER POSTEN→GEBEN	MARKIEREN	NO	NONE	SELF_CONTAINED
3424	P1003-E0423	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.6	5	sorshy	S+OR+SH+Y	WÄHLEN+HALTEN	MARKIEREN	EINHEIT+AKTIVER POSTEN	NONE	NONE	NONE	NONE	WÄHLEN=KOPF | EINHEIT→WÄHLEN | HALTEN=KOPF | AKTIVER POSTEN→HALTEN	WÄHLEN	NO	NONE	SELF_CONTAINED
3425	P1003-E0424	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.6	6	aiin	AIIN	NONE	WÄHLEN	WERT	NONE	NONE	NONE	NONE	WERT→WÄHLEN	WÄHLEN	NO	NONE	CARRIED_SCOPE
3426	P1003-E0425	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.6	7	cheokal	CH+E+O+K+AL	NEHMEN+GEBEN	WÄHLEN	NONE	ZIELORT	GRAD I+AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→GEBEN | GEBEN=KOPF | ZIELORT→GEBEN	NEHMEN	NO	NONE	SELF_CONTAINED
3427	P1003-E0426	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.6	8	saldaiin	S+AL+D_ADDR+AIIN	WÄHLEN	NEHMEN	WERT	ZIELORT	NONE	NONE	HIER	WÄHLEN=KOPF | ZIELORT→WÄHLEN | HIER→BESITZER | WERT→WÄHLEN	WÄHLEN	NO	NONE	SELF_CONTAINED
3428	P1003-E0427	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.7	9	dshor	D_ADDR+SH+OR	HALTEN	WÄHLEN	EINHEIT	NONE	NONE	NONE	HIER	HIER→BESITZER | HALTEN=KOPF | EINHEIT→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
3429	P1003-E0428	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.7	10	shor	SH+OR	HALTEN	HALTEN	EINHEIT	NONE	NONE	NONE	NONE	HALTEN=KOPF | EINHEIT→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
3430	P1003-E0429	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.7	11	qokeody	OK+E+O+D_ADDR+Y	SETZEN	HALTEN	AKTIVER POSTEN	NONE	GRAD I+AUSFÜHRUNG	NONE	HIER	SETZEN=KOPF | GRAD I→SETZEN | AUSFÜHRUNG→SETZEN | HIER→BESITZER | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
3431	P1003-E0430	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.7	12	qokeo	OK+E+O	SETZEN	SETZEN	NONE	NONE	GRAD I+AUSFÜHRUNG	NONE	NONE	SETZEN=KOPF | GRAD I→SETZEN | AUSFÜHRUNG→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
3432	P1003-E0431	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.7	13	lchey	L+Y	NONE	SETZEN	AKTIVER POSTEN	VERBINDUNG	NONE	NONE	NONE	VERBINDUNG→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
3433	P1003-E0432	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.7	14	chkeor	CH+K+E+OR	NEHMEN+GEBEN	SETZEN	EINHEIT	NONE	GRAD I	NONE	NONE	NEHMEN=KOPF | GEBEN=KOPF | GRAD I→GEBEN | EINHEIT→GEBEN	NEHMEN	NO	NONE	SELF_CONTAINED
3434	P1003-E0433	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.7	15	qokeey	OK+EE+Y	SETZEN	NEHMEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
3435	P1003-E0434	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.7	16	daiin	AIIN	NONE	SETZEN	WERT	NONE	NONE	NONE	NONE	WERT→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
3436	P1003-E0435	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.7	17	qokeom	OK+E+O+AM_ADDR	SETZEN	SETZEN	NONE	NONE	GRAD I+AUSFÜHRUNG	NONE	HIER	SETZEN=KOPF | GRAD I→SETZEN | AUSFÜHRUNG→SETZEN | HIER→BESITZER	SETZEN	NO	NONE	SELF_CONTAINED
3437	P1003-E0436	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.8	18	qoaiin	CARRIER_Q+O+AIIN	NONE	NONE	WERT	NONE	AUSFÜHRUNG	NONE	NONE	BEGINNMARKER→GANG | AUSFÜHRUNG→NEHMEN | WERT→NEHMEN	NONE	NO	NONE	CARRIED_SCOPE
3438	P1003-E0437	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.8	19	cheoy	CH+E+O+Y	NEHMEN	NONE	AKTIVER POSTEN	NONE	GRAD I+AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→NEHMEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
3439	P1003-E0438	P1009-S595	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.8	20	olcheody	OL+CH+E+O+DY	NEHMEN	NEHMEN	NONE	NONE	GRAD I+AUSFÜHRUNG	FORTSETZEN	NONE	FORTSETZEN→NEHMEN | NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→NEHMEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
3440	P1003-E0439	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.8	1	qoekeol	O+E+K+E+OL	GEBEN	NONE	NONE	NONE	AUSFÜHRUNG+GRAD I+GRAD I	FORTSETZEN	NONE	AUSFÜHRUNG→GEBEN | GRAD I→GEBEN | GEBEN=KOPF | GRAD I→GEBEN | FORTSETZEN→NEHMEN	GEBEN	NO	NONE	CARRIED_SCOPE
3441	P1003-E0440	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.8	2	cho	HO	NONE	GEBEN	NONE	NONE	NONE	NONE	KLASSE	KLASSE→BESITZER	GEBEN	NO	NONE	SELF_CONTAINED
3442	P1003-E0441	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.8	3	chckhy	CH+K+Y	NEHMEN+GEBEN	GEBEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	NEHMEN=KOPF | GEBEN=KOPF | AKTIVER POSTEN→GEBEN	NEHMEN	NO	NONE	SELF_CONTAINED
