book_statement_ordinal	statement_id	physical_page	register	owner_de	event_count	predicate_realization	seed_action_de	inheritance_source_statement_id	action_chain_de	arguments_de	relations_de	grades_de	end_mode	binding_origins	scope_skeleton_de	unbound_modifier_count	scope_result
481	P1009-S481	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	8	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN > NEHMEN > WÄHLEN > SETZEN > EINSETZEN > UMSETZEN	WERT×2+AKTIVER POSTEN×2	ZIELORT×1+VERBINDUNG×1+AUSGANG×1	GRAD I×2+GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×7+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+RUNNING_ACTION×4+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×4+SAME_CARD_RIGHT_FRAME×1	BESITZER[mehrere getrennte Bad- und Leitungsstationen] > HANDLUNG[UMSETZEN > NEHMEN > WÄHLEN > SETZEN > EINSETZEN > UMSETZEN] > ARG[WERT×2+AKTIVER POSTEN×2] > REL[ZIELORT×1+VERBINDUNG×1+AUSGANG×1] > GRAD[GRAD I×2+GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
482	P1009-S482	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	MARKIEREN > HALTEN	NONE	ZIELORT×2	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+RUNNING_ACTION×1+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×1	BESITZER[mehrere getrennte Bad- und Leitungsstationen] > HANDLUNG[MARKIEREN > HALTEN] > ARG[NONE] > REL[ZIELORT×2] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
483	P1009-S483	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[mehrere getrennte Bad- und Leitungsstationen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
484	P1009-S484	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	MARKIEREN > HALTEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[mehrere getrennte Bad- und Leitungsstationen] > HANDLUNG[MARKIEREN > HALTEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
485	P1009-S485	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	1	ANAPHORIC_ACTION_INHERITANCE	HALTEN	P1009-S484	HALTEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	GANG_CLOSE×1+RUNNING_ACTION×2	BESITZER[mehrere getrennte Bad- und Leitungsstationen] > HANDLUNG[HALTEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
486	P1009-S486	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[mehrere getrennte Bad- und Leitungsstationen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
487	P1009-S487	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN	NONE	VERBINDUNG×1	AUSFÜHRUNG×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1+SAME_CARD_RIGHT_FRAME×1	BESITZER[mehrere getrennte Bad- und Leitungsstationen] > HANDLUNG[UMSETZEN] > ARG[NONE] > REL[VERBINDUNG×1] > GRAD[AUSFÜHRUNG×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
488	P1009-S488	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > HALTEN	NONE	NONE	AUSFÜHRUNG×1+STUFE×1+GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+SAME_CARD_NEAREST×3	BESITZER[mehrere getrennte Bad- und Leitungsstationen] > HANDLUNG[SETZEN > HALTEN] > ARG[NONE] > REL[NONE] > GRAD[AUSFÜHRUNG×1+STUFE×1+GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
489	P1009-S489	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[mehrere getrennte Bad- und Leitungsstationen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
490	P1009-S490	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	9	EXPLICIT_OPERATION_ROOT	NONE	NONE	NEHMEN > EINSTELLEN > SETZEN > HALTEN > UMSETZEN	WERT×2+AKTIVER POSTEN×4	VERBINDUNG×1	GRAD I×1+GRAD II×2	LICENSED_DY_CLOSE	ACTION_HEAD×6+FORWARD_TO_NEXT_ACTION×2+GANG_CLOSE×1+RUNNING_ACTION×6+SAME_CARD_NEAREST×5+SAME_CARD_RIGHT_FRAME×1+VISIBLE_OWNER×1	BESITZER[mehrere getrennte Bad- und Leitungsstationen] > HANDLUNG[NEHMEN > EINSTELLEN > SETZEN > HALTEN > UMSETZEN] > ARG[WERT×2+AKTIVER POSTEN×4] > REL[VERBINDUNG×1] > GRAD[GRAD I×1+GRAD II×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
491	P1009-S491	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[mehrere getrennte Bad- und Leitungsstationen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
492	P1009-S492	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN	NONE	VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_RIGHT_FRAME×1	BESITZER[mehrere getrennte Bad- und Leitungsstationen] > HANDLUNG[UMSETZEN] > ARG[NONE] > REL[VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
493	P1009-S493	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	MARKIEREN > UMSETZEN > SETZEN	AKTIVER POSTEN×2	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×3+GANG_CLOSE×1+RUNNING_ACTION×2+SAME_CARD_NEAREST×2	BESITZER[mehrere getrennte Bad- und Leitungsstationen] > HANDLUNG[MARKIEREN > UMSETZEN > SETZEN] > ARG[AKTIVER POSTEN×2] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
494	P1009-S494	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	7	EXPLICIT_OPERATION_ROOT	NONE	NONE	MARKIEREN > NEHMEN > HALTEN	AKTIVER POSTEN×4+WERT×1	VERBINDUNG×1	GRAD II×2+GRAD I×2+AUSFÜHRUNG×1	LICENSED_DY_CLOSE	ACTION_HEAD×3+FORWARD_TO_NEXT_ACTION×7+GANG_CLOSE×1+RUNNING_ACTION×3+SAME_CARD_LEFT_FALLBACK×1+SAME_CARD_NEAREST×4	BESITZER[mehrere getrennte Bad- und Leitungsstationen] > HANDLUNG[MARKIEREN > NEHMEN > HALTEN] > ARG[AKTIVER POSTEN×4+WERT×1] > REL[VERBINDUNG×1] > GRAD[GRAD II×2+GRAD I×2+AUSFÜHRUNG×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
495	P1009-S495	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > HALTEN	AKTIVER POSTEN×1	VERBINDUNG×1	GRAD II×1+GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+SAME_CARD_NEAREST×3+SAME_CARD_RIGHT_FRAME×1	BESITZER[mehrere getrennte Bad- und Leitungsstationen] > HANDLUNG[SETZEN > HALTEN] > ARG[AKTIVER POSTEN×1] > REL[VERBINDUNG×1] > GRAD[GRAD II×1+GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
496	P1009-S496	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[mehrere getrennte Bad- und Leitungsstationen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
497	P1009-S497	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	5	EXPLICIT_OPERATION_ROOT	NONE	NONE	MARKIEREN > NEHMEN > MARKIEREN > HALTEN > UMSETZEN	AKTIVER POSTEN×1	VERBINDUNG×2	GRAD I×1+AUSFÜHRUNG×1+GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×5+GANG_CLOSE×1+RUNNING_ACTION×1+SAME_CARD_LEFT_FALLBACK×1+SAME_CARD_NEAREST×4+SAME_CARD_RIGHT_FRAME×1+VISIBLE_OWNER×3	BESITZER[mehrere getrennte Bad- und Leitungsstationen] > HANDLUNG[MARKIEREN > NEHMEN > MARKIEREN > HALTEN > UMSETZEN] > ARG[AKTIVER POSTEN×1] > REL[VERBINDUNG×2] > GRAD[GRAD I×1+AUSFÜHRUNG×1+GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
498	P1009-S498	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	20	EXPLICIT_OPERATION_ROOT	NONE	NONE	NEHMEN > SETZEN > NEHMEN > UMSETZEN > EINSTELLEN > HALTEN > NEHMEN > GEBEN > NEHMEN > GEBEN > HALTEN > MARKIEREN > WÄHLEN > NEHMEN > MARKIEREN	AKTIVER POSTEN×9+EINHEIT×1+ANTEIL×3+WERT×2	VERBINDUNG×6	GRAD II×3+GRAD I×5+AUSFÜHRUNG×2	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	ACTION_HEAD×18+FORWARD_TO_NEXT_ACTION×2+RUNNING_ACTION×7+SAME_CARD_LEFT_FALLBACK×1+SAME_CARD_NEAREST×19+SAME_CARD_RIGHT_FRAME×4+VISIBLE_OWNER×1	BESITZER[mehrere getrennte Bad- und Leitungsstationen] > HANDLUNG[NEHMEN > SETZEN > NEHMEN > UMSETZEN > EINSTELLEN > HALTEN > NEHMEN > GEBEN > NEHMEN > GEBEN > HALTEN > MARKIEREN > WÄHLEN > NEHMEN > MARKIEREN] > ARG[AKTIVER POSTEN×9+EINHEIT×1+ANTEIL×3+WERT×2] > REL[VERBINDUNG×6] > GRAD[GRAD II×3+GRAD I×5+AUSFÜHRUNG×2] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	0	COMPLETE_SCOPE_READING
499	P1009-S499	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSTELLEN > UMSETZEN > EINSETZEN > UMSETZEN > EINSETZEN	AKTIVER POSTEN×2	VERBINDUNG×1	AUSFÜHRUNG×1+GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×5+GANG_CLOSE×1+SAME_CARD_NEAREST×4+SAME_CARD_RIGHT_FRAME×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[EINSTELLEN > UMSETZEN > EINSETZEN > UMSETZEN > EINSETZEN] > ARG[AKTIVER POSTEN×2] > REL[VERBINDUNG×1] > GRAD[AUSFÜHRUNG×1+GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
500	P1009-S500	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	NEHMEN > EINSETZEN > UMSETZEN > HALTEN	NONE	AUSGANG×1	GRAD I×2	LICENSED_DY_CLOSE	ACTION_HEAD×5+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×2	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[NEHMEN > EINSETZEN > UMSETZEN > HALTEN] > ARG[NONE] > REL[AUSGANG×1] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
501	P1009-S501	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	8	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSETZEN > UMSETZEN > HALTEN > SETZEN > HALTEN > NEHMEN > WÄHLEN > HALTEN	AKTIVER POSTEN×3+WERT×1	VERBINDUNG×1	AUSFÜHRUNG×1+GRAD II×2+GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×8+GANG_BOUNDARY×1+GANG_CLOSE×1+RUNNING_ACTION×4+SAME_CARD_NEAREST×7+SAME_CARD_RIGHT_FRAME×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[EINSETZEN > UMSETZEN > HALTEN > SETZEN > HALTEN > NEHMEN > WÄHLEN > HALTEN] > ARG[AKTIVER POSTEN×3+WERT×1] > REL[VERBINDUNG×1] > GRAD[AUSFÜHRUNG×1+GRAD II×2+GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
502	P1009-S502	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	5	EXPLICIT_OPERATION_ROOT	NONE	NONE	MARKIEREN > NEHMEN > WÄHLEN > UMSETZEN > GEBEN	AKTIVER POSTEN×1+EINHEIT×1	AUSGANG×1	GRAD I×1+GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×5+GANG_CLOSE×1+RUNNING_ACTION×2+SAME_CARD_NEAREST×3+SAME_CARD_NEXT_STEP×1+VISIBLE_OWNER×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[MARKIEREN > NEHMEN > WÄHLEN > UMSETZEN > GEBEN] > ARG[AKTIVER POSTEN×1+EINHEIT×1] > REL[AUSGANG×1] > GRAD[GRAD I×1+GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
503	P1009-S503	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	NEHMEN > GEBEN	NONE	ZIELORT×1	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+FORWARD_TO_NEXT_ACTION×2+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[NEHMEN > GEBEN] > ARG[NONE] > REL[ZIELORT×1] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
504	P1009-S504	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN	AKTIVER POSTEN×2+WERT×1	VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	ACTION_HEAD×1+FORWARD_TO_NEXT_ACTION×3+GANG_CLOSE×1+SAME_CARD_RIGHT_FRAME×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[UMSETZEN] > ARG[AKTIVER POSTEN×2+WERT×1] > REL[VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
505	P1009-S505	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > HALTEN	WERT×1	ZIELORT×1+AUSGANG×1	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×3+GANG_CLOSE×1+RUNNING_ACTION×3+SAME_CARD_NEAREST×2+VISIBLE_OWNER×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN > HALTEN] > ARG[WERT×1] > REL[ZIELORT×1+AUSGANG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
506	P1009-S506	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN > SETZEN	AKTIVER POSTEN×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+SAME_CARD_NEAREST×2	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[UMSETZEN > SETZEN] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
507	P1009-S507	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	NEHMEN > GEBEN > HALTEN > EINSTELLEN > HALTEN	AKTIVER POSTEN×1+WERT×1	AUSGANG×1	GRAD I×3	LICENSED_DY_CLOSE	ACTION_HEAD×5+GANG_CLOSE×1+RUNNING_ACTION×1+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×4+VISIBLE_OWNER×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[NEHMEN > GEBEN > HALTEN > EINSTELLEN > HALTEN] > ARG[AKTIVER POSTEN×1+WERT×1] > REL[AUSGANG×1] > GRAD[GRAD I×3] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
508	P1009-S508	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	8	EXPLICIT_OPERATION_ROOT	NONE	NONE	GEBEN > UMSETZEN > NEHMEN > GEBEN > NEHMEN > HALTEN	WERT×2+AKTIVER POSTEN×4	NONE	GRAD I×4+GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×7+GANG_BOUNDARY×1+GANG_CLOSE×1+RUNNING_ACTION×6+SAME_CARD_NEAREST×7+VISIBLE_OWNER×2	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[GEBEN > UMSETZEN > NEHMEN > GEBEN > NEHMEN > HALTEN] > ARG[WERT×2+AKTIVER POSTEN×4] > REL[NONE] > GRAD[GRAD I×4+GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
509	P1009-S509	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > MARKIEREN > UMSETZEN	AKTIVER POSTEN×2	NONE	GRAD II×2	LICENSED_DY_CLOSE	ACTION_HEAD×3+GANG_CLOSE×1+RUNNING_ACTION×2+SAME_CARD_NEAREST×3	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN > MARKIEREN > UMSETZEN] > ARG[AKTIVER POSTEN×2] > REL[NONE] > GRAD[GRAD II×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
510	P1009-S510	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN	NONE	VERBINDUNG×1	AUSFÜHRUNG×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+FORWARD_TO_NEXT_ACTION×2+GANG_CLOSE×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[UMSETZEN] > ARG[NONE] > REL[VERBINDUNG×1] > GRAD[AUSFÜHRUNG×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
511	P1009-S511	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN > SETZEN > UMSETZEN	AKTIVER POSTEN×1	ZIELORT×1	NONE	LICENSED_DY_CLOSE	ACTION_HEAD×3+GANG_CLOSE×1+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×1+SAME_CARD_NEXT_STEP×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[UMSETZEN > SETZEN > UMSETZEN] > ARG[AKTIVER POSTEN×1] > REL[ZIELORT×1] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
512	P1009-S512	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > UMSETZEN > SETZEN	WERT×1+AKTIVER POSTEN×1	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×3+GANG_CLOSE×1+SAME_CARD_NEAREST×3	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN > UMSETZEN > SETZEN] > ARG[WERT×1+AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
513	P1009-S513	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN	NONE	VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_RIGHT_FRAME×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[UMSETZEN] > ARG[NONE] > REL[VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
514	P1009-S514	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	9	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > WÄHLEN > HALTEN > SETZEN > MARKIEREN > HALTEN > SETZEN	AKTIVER POSTEN×5	VERBINDUNG×1	GRAD I×2+GRAD II×2+GRAD III×1+AUSFÜHRUNG×1	LICENSED_DY_CLOSE	ACTION_HEAD×8+FORWARD_TO_NEXT_ACTION×2+GANG_BOUNDARY×1+GANG_CLOSE×1+RUNNING_ACTION×2+SAME_CARD_NEAREST×8+SAME_CARD_NEXT_STEP×1+SAME_CARD_RIGHT_FRAME×1+VISIBLE_OWNER×3	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN > WÄHLEN > HALTEN > SETZEN > MARKIEREN > HALTEN > SETZEN] > ARG[AKTIVER POSTEN×5] > REL[VERBINDUNG×1] > GRAD[GRAD I×2+GRAD II×2+GRAD III×1+AUSFÜHRUNG×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
515	P1009-S515	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	ANAPHORIC_ACTION_INHERITANCE	SETZEN	P1009-S514	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	GANG_CLOSE×1+RUNNING_ACTION×2	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
516	P1009-S516	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	ANAPHORIC_ACTION_INHERITANCE	SETZEN	P1009-S514	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	GANG_CLOSE×1+RUNNING_ACTION×2	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
517	P1009-S517	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSETZEN > UMSETZEN	NONE	ZIELORT×1	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+RUNNING_ACTION×2+SAME_CARD_LEFT×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[EINSETZEN > UMSETZEN] > ARG[NONE] > REL[ZIELORT×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
518	P1009-S518	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	6	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN > NEHMEN > EINSTELLEN > UMSETZEN > SETZEN > UMSETZEN > EINSETZEN > NEHMEN > EINSETZEN	AKTIVER POSTEN×4+EINHEIT×1	AUSGANG×1	GRAD I×3	LICENSED_DY_CLOSE	ACTION_HEAD×11+GANG_CLOSE×1+RUNNING_ACTION×2+SAME_CARD_NEAREST×7	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[HALTEN > NEHMEN > EINSTELLEN > UMSETZEN > SETZEN > UMSETZEN > EINSETZEN > NEHMEN > EINSETZEN] > ARG[AKTIVER POSTEN×4+EINHEIT×1] > REL[AUSGANG×1] > GRAD[GRAD I×3] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
519	P1009-S519	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
