statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_fields	event_count	event_serials	v69_primary_template	v69_primitive_sequence	v69_parse_status	v71_field_owner_bindings	exact_v71_owner_transition	literal_owner_known_card_exemplar_layer	source_class	technical_source_class_paraphrase	strongest_medical_or_formal_rival	repair_cost_0_4	repair_reason	line_crossing	contact_direction_constraint	hardest_contradiction	v69_pre_state	v69_post_state	semantic_ceiling
B2-S012	B2	f82r	12	F058|F059	8	202|203|204|205|206|207|208|209	COMPOSITE_SEQUENCE	STATE_GATE > ACTION_TEMPER > PARAMETER_ASSIGN	AMBIGUOUS	F058=UNRESOLVED:B2_MIDDLE_RIGHT_AMBIGUOUS_STATION > F059=DIRECT_VISIBLE:B2_LOWER_GREEN_MULTI_FIGURE_POOL	KEEP_UNRESOLVED_OWNER[F058:UNRESOLVED:B2_MIDDLE_RIGHT_AMBIGUOUS_STATION] -> BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F059:DIRECT_VISIBLE:B2_LOWER_GREEN_MULTI_FIGURE_POOL]	OWNER[F058=UNRESOLVED:B2_MIDDLE_RIGHT_AMBIGUOUS_STATION > F059=DIRECT_VISIBLE:B2_LOWER_GREEN_MULTI_FIGURE_POOL] || E202[EXEMPLAR_VALUE_UNKNOWN] > E203[CARD=KLAR?] > E204[EXEMPLAR_VALUE_UNKNOWN] > E205[CARD=TEMPERIEREN?] > E206[EXEMPLAR_VALUE_UNKNOWN] > E207[CARD=MASS?|FORMAL=VORGABEPARAMETER?] > E208[EXEMPLAR_VALUE_UNKNOWN] > E209[EXEMPLAR_VALUE_UNKNOWN]	LOCAL_STATE_RELEASE_ENTRY	Fortschreibe Buchung `B2-S012` beim Besitzerposten „ungelösten mittleren f82r-Linie-/Podestposten“ sowie nach lokalem Reset beim Besitzerposten „unteren grünen f82r-Mehrfigurenfeld“: prüfe den im Master bezeichneten Freigabezustand `B2-S012:STATE_GATE_01` und markiere erst danach den Posten bereit; stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B2-S012:ACTION_TEMPER_01` ein; trage den Masterwert `B2-S012:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T009`, PREVIOUS `B2:I001`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	4	mehrere formale Expansionen; Aussage überschreitet physische Linie; mindestens ein Besitzer ungelöst; sichtbare Lücke erzwingt Ownerwechsel innerhalb der Aussage	YES:f82r.19→f82r.23; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	VISIBLE_GAP_REQUIRES_OWNER_RESET_WITHIN_STATEMENT || NO_DIRECTION_FROM_IMAGE || PROXIMITY_ONLY; LINE_DOES_NOT_SAFELY_CONTACT_PODEST; OWNER_UNRESOLVED || LOWER_POOL_BOUNDARY_ONLY; NO_EDGE_FROM_UPPER_STATIONS; NO_FLOW_DIRECTION	Die Aussage kreuzt zwei sichtbare Besitzer; sie ist nur als zweigliedrige Klausel mit explizitem Reset ausführbar. Die horizontale Linie berührt das Liegepodest nicht sicher; ohne Exemplar ist selbst der örtliche Besitzer unentscheidbar. Das Grünfeld besitzt keine gezeichnete Zuleitung aus den oberen Vignetten.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S013	B2	f82r	13	F060	1	210	TERMINAL_DRAIN	TERMINAL_DRAIN	UNIQUE	F060=INHERITED_VISIBLE:B2_LOWER_GREEN_MULTI_FIGURE_POOL	INHERIT_OWNER[F060:INHERITED_VISIBLE:B2_LOWER_GREEN_MULTI_FIGURE_POOL]	OWNER[F060=INHERITED_VISIBLE:B2_LOWER_GREEN_MULTI_FIGURE_POOL] || E210[CARD=ABLASSEN?]	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	Fortschreibe Buchung `B2-S013` beim Besitzerposten „unteren grünen f82r-Mehrfigurenfeld“: schließe den lokalen End-/Ablassposten `B2-S013:TERMINAL_DRAIN_01` ab; vererbe keinen Weiterfluss. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T009`, PREVIOUS `B2:I001`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	0	formaler Kanal eindeutig; kein Layout- oder Ownerrepair	NO:f82r.23	NO_DIRECTION_FROM_IMAGE || LOWER_POOL_BOUNDARY_ONLY; NO_EDGE_FROM_UPPER_STATIONS; NO_FLOW_DIRECTION	Das Grünfeld besitzt keine gezeichnete Zuleitung aus den oberen Vignetten.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S014	B2	f82r	14	F061	1	211	EXEMPLAR_ONLY	NONE	UNPARSED	F061=INHERITED_VISIBLE:B2_LOWER_GREEN_MULTI_FIGURE_POOL	INHERIT_OWNER[F061:INHERITED_VISIBLE:B2_LOWER_GREEN_MULTI_FIGURE_POOL]	OWNER[F061=INHERITED_VISIBLE:B2_LOWER_GREEN_MULTI_FIGURE_POOL] || E211[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B2-S014` beim Besitzerposten „unteren grünen f82r-Mehrfigurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S014` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I003` und gegebenenfalls Ziel `B2:T010`. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T010`, PREVIOUS `B2:I001`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f82r.23	NO_DIRECTION_FROM_IMAGE || LOWER_POOL_BOUNDARY_ONLY; NO_EDGE_FROM_UPPER_STATIONS; NO_FLOW_DIRECTION	Das Grünfeld besitzt keine gezeichnete Zuleitung aus den oberen Vignetten.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T010;PREVIOUS_ITEM=B2:I001	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S015	B2	f82r	15	F062	2	212|213	EXEMPLAR_ONLY	NONE	UNPARSED	F062=DIRECT_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS	BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F062:DIRECT_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	OWNER[F062=DIRECT_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS] || E212[EXEMPLAR_VALUE_UNKNOWN] > E213[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B2-S015` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S015` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2-S015:TARGET_UNSET`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `UNSET`, PREVIOUS `B2:I003`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f82r.26	NO_DIRECTION_FROM_IMAGE || LOCAL_EDGE_STATIONS_ONLY; NO_INTERSTATION_CONDUIT_OR_ORDER	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T010;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S016	B2	f82r	16	F063|F064	8	214|215|216|217|218|219|220|221	COMPOSITE_SEQUENCE	TARGET_ASSIGN > PARAMETER_ASSIGN > PARAMETER_ASSIGN	AMBIGUOUS	F063=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS > F064=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS	INHERIT_OWNER[F063:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS] -> INHERIT_OWNER[F064:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	OWNER[F063=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS > F064=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS] || E214[CARD=ZIEL?] > E215[EXEMPLAR_VALUE_UNKNOWN] > E216[EXEMPLAR_VALUE_UNKNOWN] > E217[CARD=MASS?] > E218[EXEMPLAR_VALUE_UNKNOWN] > E219[FORMAL=STANDARDSLOT_SETZEN] > E220[EXEMPLAR_VALUE_UNKNOWN] > E221[EXEMPLAR_VALUE_UNKNOWN]	LOCAL_TARGET_ASSIGNMENT_ENTRY	Fortschreibe Buchung `B2-S016` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: setze den lokalen Zielslot `B2:T011` aus `B2-S016:TARGET_ASSIGN_01`; trage den Masterwert `B2-S016:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; trage den Masterwert `B2-S016:PARAMETER_ASSIGN_02` als örtliches Stationsmaß oder Dauer ein. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T011`, PREVIOUS `B2:I003`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	2	mehrere formale Expansionen; Aussage überschreitet physische Linie	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO_DIRECTION_FROM_IMAGE || LOCAL_EDGE_STATIONS_ONLY; NO_INTERSTATION_CONDUIT_OR_ORDER	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S017	B2	f82r	17	F065	2	222|223	EXEMPLAR_ONLY	NONE	UNPARSED	F065=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS	INHERIT_OWNER[F065:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	OWNER[F065=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS] || E222[EXEMPLAR_VALUE_UNKNOWN] > E223[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B2-S017` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S017` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2:T012`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T012`, PREVIOUS `B2:I003`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f82r.27	NO_DIRECTION_FROM_IMAGE || LOCAL_EDGE_STATIONS_ONLY; NO_INTERSTATION_CONDUIT_OR_ORDER	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S018	B2	f82r	18	F066	1	224	EXEMPLAR_ONLY	NONE	UNPARSED	F066=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS	INHERIT_OWNER[F066:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	OWNER[F066=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS] || E224[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B2-S018` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S018` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2:T012`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T012`, PREVIOUS `B2:I003`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f82r.27	NO_DIRECTION_FROM_IMAGE || LOCAL_EDGE_STATIONS_ONLY; NO_INTERSTATION_CONDUIT_OR_ORDER	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S019	B2	f82r	19	F067	1	225	EXEMPLAR_ONLY	NONE	UNPARSED	F067=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS	INHERIT_OWNER[F067:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	OWNER[F067=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS] || E225[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B2-S019` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S019` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2:T012`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T012`, PREVIOUS `B2:I003`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f82r.27	NO_DIRECTION_FROM_IMAGE || LOCAL_EDGE_STATIONS_ONLY; NO_INTERSTATION_CONDUIT_OR_ORDER	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S020	B2	f82r	20	F068	1	226	EXEMPLAR_ONLY	NONE	UNPARSED	F068=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS	INHERIT_OWNER[F068:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	OWNER[F068=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS] || E226[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B2-S020` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S020` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2:T012`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T012`, PREVIOUS `B2:I003`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f82r.27	NO_DIRECTION_FROM_IMAGE || LOCAL_EDGE_STATIONS_ONLY; NO_INTERSTATION_CONDUIT_OR_ORDER	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S021	B2	f82r	21	F069	1	227	EXEMPLAR_ONLY	NONE	UNPARSED	F069=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS	INHERIT_OWNER[F069:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	OWNER[F069=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS] || E227[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B2-S021` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S021` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2:T012`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T012`, PREVIOUS `B2:I003`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f82r.27	NO_DIRECTION_FROM_IMAGE || LOCAL_EDGE_STATIONS_ONLY; NO_INTERSTATION_CONDUIT_OR_ORDER	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S022	B2	f82r	22	F070	1	228	EXEMPLAR_ONLY	NONE	UNPARSED	F070=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS	INHERIT_OWNER[F070:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS] -> RESET_AT_RECORD_END	OWNER[F070=INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS] || E228[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B2-S022` beim Besitzerposten „lokalen Randstationen des unteren f82r-Feldes“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S022` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I004` und gegebenenfalls Ziel `B2:T012`. Endstand nur in B2: ACTIVE `B2:I004`, TARGET `B2:T012`, PREVIOUS `B2:I003`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f82r.27	NO_DIRECTION_FROM_IMAGE || LOCAL_EDGE_STATIONS_ONLY; NO_INTERSTATION_CONDUIT_OR_ORDER	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B3-S001	B3	f83r	1	F071	1	229	EXEMPLAR_ONLY	NONE	UNPARSED	F071=DIRECT_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION	RESET_RECORD -> SET_DIRECT_OWNER[F071:DIRECT_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION]	OWNER[F071=DIRECT_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION] || E229[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Eröffne Buchung `B3-S001` beim Besitzerposten „obersten f83r-Randstation mit offenem Fächerende“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S001` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I001` und gegebenenfalls Ziel `B3-S001:TARGET_UNSET`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `UNSET`, PREVIOUS `UNSET`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f83r.3	NO_DIRECTION_FROM_IMAGE || ONE_MARGIN_STATION_ONLY; NO_EDGE_TO_OTHER_MARGIN_OR_MAIN_STATIONS	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B3-S002	B3	f83r	2	F072	2	230|231	EXEMPLAR_ONLY	NONE	UNPARSED	F072=INHERITED_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERIT_OWNER[F072:INHERITED_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION]	OWNER[F072=INHERITED_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION] || E230[EXEMPLAR_VALUE_UNKNOWN] > E231[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B3-S002` beim Besitzerposten „obersten f83r-Randstation mit offenem Fächerende“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S002` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I001` und gegebenenfalls Ziel `B3:T001`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T001`, PREVIOUS `UNSET`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f83r.3	NO_DIRECTION_FROM_IMAGE || ONE_MARGIN_STATION_ONLY; NO_EDGE_TO_OTHER_MARGIN_OR_MAIN_STATIONS	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B3-S003	B3	f83r	3	F073	4	232|233|234|235	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > TERMINAL_DRAIN	AMBIGUOUS	F073=INHERITED_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERIT_OWNER[F073:INHERITED_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION]	OWNER[F073=INHERITED_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION] || E232[EXEMPLAR_VALUE_UNKNOWN] > E233[CARD=MASS?|FORMAL=VORGABEPARAMETER?] > E234[EXEMPLAR_VALUE_UNKNOWN] > E235[CARD=ABLASSEN?]	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	Fortschreibe Buchung `B3-S003` beim Besitzerposten „obersten f83r-Randstation mit offenem Fächerende“: trage den Masterwert `B3-S003:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; schließe den lokalen End-/Ablassposten `B3-S003:TERMINAL_DRAIN_01` ab; vererbe keinen Weiterfluss. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T001`, PREVIOUS `UNSET`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	1	mehrere formale Expansionen	NO:f83r.3	NO_DIRECTION_FROM_IMAGE || ONE_MARGIN_STATION_ONLY; NO_EDGE_TO_OTHER_MARGIN_OR_MAIN_STATIONS	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
