factorization_group_id	recipe_id	flattened_recipe_trace	shell_factorization_count	shell_shapes	surface_templates	exact_channel_signatures	support_rank	support_tier	running_surface_type_count	running_event_count	running_page_count	running_surfaces	address_full_formula_count	address_full_formula_surfaces	address_hybrid_shell_count	address_hybrid_shell_surfaces	disposition
G468-F0171	G468-R0672	O+LOCAL_CHAR_F+CH+T+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	of{NAME_CORE}cthy|of{NAME_CORE_1}cth{NAME_CORE_2}shy	G466-C07+G466-C20|G466-C07+G466-C37+G466-C29	236	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0172	G468-R0674	O+LOCAL_CHAR_F+D_ADDR+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}dar{NAME_CORE_2}daiin|of{NAME_CORE_1}dar{NAME_CORE_2}aiin	G466-C07+G466-C38+G466-C14|G466-C07+G466-C38+G466-C15	237	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0173	G468-R0677	O+LOCAL_CHAR_F+D_ADDR+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}dar{NAME_CORE_2}dal|of{NAME_CORE_1}dar{NAME_CORE_2}al	G466-C07+G466-C38+G466-C24|G466-C07+G466-C38+G466-C31	238	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0174	G468-R0686	O+LOCAL_CHAR_F+D_ADDR+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}dar{NAME_CORE_2}oiin|of{NAME_CORE_1}dar{NAME_CORE_2}oin	G466-C07+G466-C38+G466-C21|G466-C07+G466-C38+G466-C26	239	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0175	G468-R0695	O+LOCAL_CHAR_F+O+IIN	2	PREFIX_CORE_SUFFIX	of{NAME_CORE}oiin|of{NAME_CORE}oin	G466-C07+G466-C21|G466-C07+G466-C26	240	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0176	G468-R0696	O+LOCAL_CHAR_F+OK+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}ok{NAME_CORE_2}daiin|of{NAME_CORE_1}ok{NAME_CORE_2}aiin	G466-C07+G466-C41+G466-C14|G466-C07+G466-C41+G466-C15	241	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0177	G468-R0699	O+LOCAL_CHAR_F+OK+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}ok{NAME_CORE_2}dal|of{NAME_CORE_1}ok{NAME_CORE_2}al	G466-C07+G466-C41+G466-C24|G466-C07+G466-C41+G466-C31	242	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0178	G468-R0708	O+LOCAL_CHAR_F+OK+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}ok{NAME_CORE_2}oiin|of{NAME_CORE_1}ok{NAME_CORE_2}oin	G466-C07+G466-C41+G466-C21|G466-C07+G466-C41+G466-C26	243	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0179	G468-R0720	O+LOCAL_CHAR_F+OL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}ol{NAME_CORE_2}dal|of{NAME_CORE_1}ol{NAME_CORE_2}al	G466-C07+G466-C42+G466-C24|G466-C07+G466-C42+G466-C31	244	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0180	G468-R0729	O+LOCAL_CHAR_F+OL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}ol{NAME_CORE_2}oiin|of{NAME_CORE_1}ol{NAME_CORE_2}oin	G466-C07+G466-C42+G466-C21|G466-C07+G466-C42+G466-C26	245	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0181	G468-R0735	O+LOCAL_CHAR_F+OL+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	of{NAME_CORE}oly|of{NAME_CORE_1}ol{NAME_CORE_2}shy	G466-C07+G466-C27|G466-C07+G466-C42+G466-C29	246	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0182	G468-R0739	O+LOCAL_CHAR_F+OT+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}ot{NAME_CORE_2}daiin|of{NAME_CORE_1}ot{NAME_CORE_2}aiin	G466-C07+G466-C43+G466-C14|G466-C07+G466-C43+G466-C15	247	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0183	G468-R0742	O+LOCAL_CHAR_F+OT+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}ot{NAME_CORE_2}dal|of{NAME_CORE_1}ot{NAME_CORE_2}al	G466-C07+G466-C43+G466-C24|G466-C07+G466-C43+G466-C31	248	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0184	G468-R0751	O+LOCAL_CHAR_F+OT+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}ot{NAME_CORE_2}oiin|of{NAME_CORE_1}ot{NAME_CORE_2}oin	G466-C07+G466-C43+G466-C21|G466-C07+G466-C43+G466-C26	249	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0185	G468-R0759	O+LOCAL_CHAR_F+SH+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}sh{NAME_CORE_2}daiin|of{NAME_CORE_1}sh{NAME_CORE_2}aiin	G466-C07+G466-C44+G466-C14|G466-C07+G466-C44+G466-C15	250	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0186	G468-R0762	O+LOCAL_CHAR_F+SH+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}sh{NAME_CORE_2}dal|of{NAME_CORE_1}sh{NAME_CORE_2}al	G466-C07+G466-C44+G466-C24|G466-C07+G466-C44+G466-C31	251	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0187	G468-R0771	O+LOCAL_CHAR_F+SH+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}sh{NAME_CORE_2}oiin|of{NAME_CORE_1}sh{NAME_CORE_2}oin	G466-C07+G466-C44+G466-C21|G466-C07+G466-C44+G466-C26	252	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0188	G468-R0784	OK+AIR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}air{NAME_CORE_2}daiin|ok{NAME_CORE_1}air{NAME_CORE_2}aiin	G466-C08+G466-C36+G466-C14|G466-C08+G466-C36+G466-C15	253	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0189	G468-R0787	OK+AIR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}air{NAME_CORE_2}dal|ok{NAME_CORE_1}air{NAME_CORE_2}al	G466-C08+G466-C36+G466-C24|G466-C08+G466-C36+G466-C31	254	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0190	G468-R0796	OK+AIR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}air{NAME_CORE_2}oiin|ok{NAME_CORE_1}air{NAME_CORE_2}oin	G466-C08+G466-C36+G466-C21|G466-C08+G466-C36+G466-C26	255	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0191	G468-R0805	OK+AL+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}al{NAME_CORE_2}daiin|ok{NAME_CORE_1}al{NAME_CORE_2}aiin	G466-C08+G466-C39+G466-C14|G466-C08+G466-C39+G466-C15	256	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0192	G468-R0817	OK+AL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}al{NAME_CORE_2}oiin|ok{NAME_CORE_1}al{NAME_CORE_2}oin	G466-C08+G466-C39+G466-C21|G466-C08+G466-C39+G466-C26	257	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0193	G468-R0821	OK+AL+OR	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	ok{NAME_CORE}alor|ok{NAME_CORE_1}al{NAME_CORE_2}or	G466-C08+G466-C17|G466-C08+G466-C39+G466-C35	258	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0194	G468-R0830	OK+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}ar{NAME_CORE_2}dal|ok{NAME_CORE_1}ar{NAME_CORE_2}al	G466-C08+G466-C40+G466-C24|G466-C08+G466-C40+G466-C31	259	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0195	G468-R0839	OK+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}ar{NAME_CORE_2}oiin|ok{NAME_CORE_1}ar{NAME_CORE_2}oin	G466-C08+G466-C40+G466-C21|G466-C08+G466-C40+G466-C26	260	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0196	G468-R0849	OK+CH+T+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}cth{NAME_CORE_2}daiin|ok{NAME_CORE_1}cth{NAME_CORE_2}aiin	G466-C08+G466-C37+G466-C14|G466-C08+G466-C37+G466-C15	261	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0197	G468-R0852	OK+CH+T+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}cth{NAME_CORE_2}dal|ok{NAME_CORE_1}cth{NAME_CORE_2}al	G466-C08+G466-C37+G466-C24|G466-C08+G466-C37+G466-C31	262	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0198	G468-R0861	OK+CH+T+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}cth{NAME_CORE_2}oiin|ok{NAME_CORE_1}cth{NAME_CORE_2}oin	G466-C08+G466-C37+G466-C21|G466-C08+G466-C37+G466-C26	263	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0199	G468-R0867	OK+CH+T+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	ok{NAME_CORE}cthy|ok{NAME_CORE_1}cth{NAME_CORE_2}shy	G466-C08+G466-C20|G466-C08+G466-C37+G466-C29	264	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0200	G468-R0869	OK+D_ADDR+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}dar{NAME_CORE_2}daiin|ok{NAME_CORE_1}dar{NAME_CORE_2}aiin	G466-C08+G466-C38+G466-C14|G466-C08+G466-C38+G466-C15	265	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0201	G468-R0872	OK+D_ADDR+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}dar{NAME_CORE_2}dal|ok{NAME_CORE_1}dar{NAME_CORE_2}al	G466-C08+G466-C38+G466-C24|G466-C08+G466-C38+G466-C31	266	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0202	G468-R0881	OK+D_ADDR+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}dar{NAME_CORE_2}oiin|ok{NAME_CORE_1}dar{NAME_CORE_2}oin	G466-C08+G466-C38+G466-C21|G466-C08+G466-C38+G466-C26	267	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0203	G468-R0891	OK+OK+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}ok{NAME_CORE_2}daiin|ok{NAME_CORE_1}ok{NAME_CORE_2}aiin	G466-C08+G466-C41+G466-C14|G466-C08+G466-C41+G466-C15	268	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0204	G468-R0894	OK+OK+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}ok{NAME_CORE_2}dal|ok{NAME_CORE_1}ok{NAME_CORE_2}al	G466-C08+G466-C41+G466-C24|G466-C08+G466-C41+G466-C31	269	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0205	G468-R0903	OK+OK+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}ok{NAME_CORE_2}oiin|ok{NAME_CORE_1}ok{NAME_CORE_2}oin	G466-C08+G466-C41+G466-C21|G466-C08+G466-C41+G466-C26	270	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0206	G468-R0915	OK+OL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}ol{NAME_CORE_2}dal|ok{NAME_CORE_1}ol{NAME_CORE_2}al	G466-C08+G466-C42+G466-C24|G466-C08+G466-C42+G466-C31	271	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0207	G468-R0924	OK+OL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}ol{NAME_CORE_2}oiin|ok{NAME_CORE_1}ol{NAME_CORE_2}oin	G466-C08+G466-C42+G466-C21|G466-C08+G466-C42+G466-C26	272	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0208	G468-R0930	OK+OL+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	ok{NAME_CORE}oly|ok{NAME_CORE_1}ol{NAME_CORE_2}shy	G466-C08+G466-C27|G466-C08+G466-C42+G466-C29	273	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0209	G468-R0934	OK+OT+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}ot{NAME_CORE_2}daiin|ok{NAME_CORE_1}ot{NAME_CORE_2}aiin	G466-C08+G466-C43+G466-C14|G466-C08+G466-C43+G466-C15	274	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0210	G468-R0937	OK+OT+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}ot{NAME_CORE_2}dal|ok{NAME_CORE_1}ot{NAME_CORE_2}al	G466-C08+G466-C43+G466-C24|G466-C08+G466-C43+G466-C31	275	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0211	G468-R0946	OK+OT+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}ot{NAME_CORE_2}oiin|ok{NAME_CORE_1}ot{NAME_CORE_2}oin	G466-C08+G466-C43+G466-C21|G466-C08+G466-C43+G466-C26	276	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0212	G468-R0954	OK+SH+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}sh{NAME_CORE_2}daiin|ok{NAME_CORE_1}sh{NAME_CORE_2}aiin	G466-C08+G466-C44+G466-C14|G466-C08+G466-C44+G466-C15	277	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0213	G468-R0966	OK+SH+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ok{NAME_CORE_1}sh{NAME_CORE_2}oiin|ok{NAME_CORE_1}sh{NAME_CORE_2}oin	G466-C08+G466-C44+G466-C21|G466-C08+G466-C44+G466-C26	278	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0214	G468-R0979	OL+AIR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}air{NAME_CORE_2}daiin|ol{NAME_CORE_1}air{NAME_CORE_2}aiin	G466-C09+G466-C36+G466-C14|G466-C09+G466-C36+G466-C15	279	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0215	G468-R0982	OL+AIR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}air{NAME_CORE_2}dal|ol{NAME_CORE_1}air{NAME_CORE_2}al	G466-C09+G466-C36+G466-C24|G466-C09+G466-C36+G466-C31	280	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0216	G468-R0991	OL+AIR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}air{NAME_CORE_2}oiin|ol{NAME_CORE_1}air{NAME_CORE_2}oin	G466-C09+G466-C36+G466-C21|G466-C09+G466-C36+G466-C26	281	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0217	G468-R1003	OL+AL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}al{NAME_CORE_2}dal|ol{NAME_CORE_1}al{NAME_CORE_2}al	G466-C09+G466-C39+G466-C24|G466-C09+G466-C39+G466-C31	282	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0218	G468-R1012	OL+AL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}al{NAME_CORE_2}oiin|ol{NAME_CORE_1}al{NAME_CORE_2}oin	G466-C09+G466-C39+G466-C21|G466-C09+G466-C39+G466-C26	283	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0219	G468-R1016	OL+AL+OR	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	ol{NAME_CORE}alor|ol{NAME_CORE_1}al{NAME_CORE_2}or	G466-C09+G466-C17|G466-C09+G466-C39+G466-C35	284	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0220	G468-R1022	OL+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}ar{NAME_CORE_2}daiin|ol{NAME_CORE_1}ar{NAME_CORE_2}aiin	G466-C09+G466-C40+G466-C14|G466-C09+G466-C40+G466-C15	285	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0221	G468-R1025	OL+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}ar{NAME_CORE_2}dal|ol{NAME_CORE_1}ar{NAME_CORE_2}al	G466-C09+G466-C40+G466-C24|G466-C09+G466-C40+G466-C31	286	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0222	G468-R1034	OL+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}ar{NAME_CORE_2}oiin|ol{NAME_CORE_1}ar{NAME_CORE_2}oin	G466-C09+G466-C40+G466-C21|G466-C09+G466-C40+G466-C26	287	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0223	G468-R1044	OL+CH+T+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}cth{NAME_CORE_2}daiin|ol{NAME_CORE_1}cth{NAME_CORE_2}aiin	G466-C09+G466-C37+G466-C14|G466-C09+G466-C37+G466-C15	288	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0224	G468-R1047	OL+CH+T+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}cth{NAME_CORE_2}dal|ol{NAME_CORE_1}cth{NAME_CORE_2}al	G466-C09+G466-C37+G466-C24|G466-C09+G466-C37+G466-C31	289	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0225	G468-R1056	OL+CH+T+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}cth{NAME_CORE_2}oiin|ol{NAME_CORE_1}cth{NAME_CORE_2}oin	G466-C09+G466-C37+G466-C21|G466-C09+G466-C37+G466-C26	290	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0226	G468-R1062	OL+CH+T+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	ol{NAME_CORE}cthy|ol{NAME_CORE_1}cth{NAME_CORE_2}shy	G466-C09+G466-C20|G466-C09+G466-C37+G466-C29	291	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0227	G468-R1064	OL+D_ADDR+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ol{NAME_CORE_1}dar{NAME_CORE_2}daiin|ol{NAME_CORE_1}dar{NAME_CORE_2}aiin	G466-C09+G466-C38+G466-C14|G466-C09+G466-C38+G466-C15	292	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
