root	selected_value_de	global_running_event_id	global_statement_id	physical_page	register	owner_de	surface	component_recipe	atom_position	previous_atom	next_atom	other_action_roots	argument_roots	other_relation_roots	has_order	has_grade	has_close	template	imperative_clause_de	cross_register_tier	cross_register_count	semantic_decision
P	EINSETZEN	G407-E2531	G407-S357	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cphey	CH+P+E+Y	MIDDLE	CH	E	CH	Y	NONE	NO	YES	NO	MULTI_ACTION	Entnimm den Stationsposten und setze den Stationsposten ein; auf Grad I.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2532	G407-S357	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lfcheal	L+LOCAL_CHAR_F+CH+E+AL	FIRST	BOUNDARY	LOCAL_CHAR_F	CH	NONE	AL	NO	YES	NO	GRADED_ACTION	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung und zur Zielstation; auf Grad I; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2547	G407-S361	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2560	G407-S366	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lom	L+O+M_LOCAL	FIRST	BOUNDARY	O	NONE	NONE	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang wähle den Stationsanteil [wie zuvor]; über die sichtbare Verbindung; als Ausführung; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2572	G407-S368	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lol	L+OL	FIRST	BOUNDARY	OL	NONE	NONE	NONE	YES	NO	NO	INHERITED_RELATION	Weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2581	G407-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Entnimm den Stationsanteil [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2613	G407-S376	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	pchedy	P+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	MULTI_ACTION	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2616	G407-S377	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dolchl	D_ADDR+OL+CH+L	LAST	CH	BOUNDARY	CH	NONE	NONE	YES	NO	NO	ORDERED_ACTION	Weiter entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2626	G407-S379	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2627	G407-S380	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	pol	P+OL	FIRST	BOUNDARY	OL	NONE	NONE	NONE	YES	NO	NO	ORDERED_ACTION	Weiter setze den Stationsposten [wie zuvor] ein.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2631	G407-S381	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chcphey	CH+CH+P+E+Y	MIDDLE	CH	E	CH|CH	Y	NONE	NO	YES	NO	MULTI_ACTION	Entnimm den Stationsposten, entnimm den Stationsposten und setze den Stationsposten ein; auf Grad I.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2633	G407-S381	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ltaiin	L+T+AIIN	FIRST	BOUNDARY	T	T	AIIN	NONE	NO	NO	NO	ACTION_ARGUMENT_RELATION	Stelle den Stationswert ein; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2639	G407-S382	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lsheey	L+SH+EE+Y	FIRST	BOUNDARY	SH	SH	Y	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2642	G407-S383	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	laiin	L+AIIN	FIRST	BOUNDARY	AIIN	NONE	AIIN	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang halte den Stationswert; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2658	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chl	CH+L	LAST	CH	BOUNDARY	CH	NONE	NONE	NO	NO	NO	ACTION_RELATION	Entnimm den Stationsanteil [wie zuvor]; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2678	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qepchedy	CARRIER_Q+E+P+CHD+Y	MIDDLE	E	CHD	CHD	Y	NONE	NO	YES	NO	MULTI_ACTION	Setze den Stationsposten ein und bearbeite den Stationsposten; als neuen Einsatz und auf Grad I.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2683	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	loly	L+OL+Y	FIRST	BOUNDARY	OL	NONE	Y	NONE	YES	NO	NO	INHERITED_RELATION	Weiter im laufenden Gang halte den Stationsposten; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2687	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchear	L+CH+E+AR	FIRST	BOUNDARY	CH	CH	NONE	AR	NO	YES	NO	GRADED_ACTION	Entnimm den Stationswert [wie zuvor]; über die sichtbare Verbindung und von der Ausgangsstation; auf Grad I.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2690	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sl	S+L	LAST	S	BOUNDARY	S	NONE	NONE	NO	NO	NO	ACTION_RELATION	Wähle den Stationswert [wie zuvor]; über die sichtbare Verbindung.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2695	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lod	L+O+D_ADDR	FIRST	BOUNDARY	O	NONE	NONE	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang markiere den Stationswert [wie zuvor]; über die sichtbare Verbindung; als Ausführung; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2697	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chlchpsheey	CH+L+CH+P+SH+EE+Y	MIDDLE	CH	CH	CH|CH|P|SH	Y	NONE	NO	YES	NO	MULTI_ACTION	Entnimm den Stationsposten, entnimm den Stationsposten, setze den Stationsposten ein und halte den Stationsposten; über die sichtbare Verbindung; auf Grad II.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2697	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chlchpsheey	CH+L+CH+P+SH+EE+Y	MIDDLE	CH	SH	CH|CH|SH	Y	L	NO	YES	NO	MULTI_ACTION	Entnimm den Stationsposten, entnimm den Stationsposten, setze den Stationsposten ein und halte den Stationsposten; über die sichtbare Verbindung; auf Grad II.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2699	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2714	G407-S393	f81r	BIOLOGICAL	F81R_UPPER_POOL	polchoy	P+OL+CH+O+Y	FIRST	BOUNDARY	OL	CH	Y	NONE	YES	NO	NO	MULTI_ACTION	Weiter setze den Stationsposten ein und entnimm den Stationsposten; als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2717	G407-S394	f81r	BIOLOGICAL	F81R_UPPER_POOL	opchedy	O+P+CHD+DY	MIDDLE	O	CHD	CHD	NONE	NONE	NO	NO	YES	MULTI_ACTION	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; als Ausführung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2718	G407-S395	f81r	BIOLOGICAL	F81R_UPPER_POOL	olpchedy	OL+P+CHD+DY	MIDDLE	OL	CHD	CHD	NONE	NONE	YES	NO	YES	MULTI_ACTION	Weiter setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2722	G407-S396	f81r	BIOLOGICAL	F81R_UPPER_POOL	lshl	L+SH+L	FIRST	BOUNDARY	SH	SH	NONE	NONE	NO	NO	NO	ACTION_RELATION	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2722	G407-S396	f81r	BIOLOGICAL	F81R_UPPER_POOL	lshl	L+SH+L	LAST	SH	BOUNDARY	SH	NONE	NONE	NO	NO	NO	ACTION_RELATION	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2730	G407-S396	f81r	BIOLOGICAL	F81R_UPPER_POOL	l	L	ONLY	BOUNDARY	BOUNDARY	NONE	NONE	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2745	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2765	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	pchedy	P+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	MULTI_ACTION	Setze den Stationsanteil [wie zuvor] ein und bearbeite den Stationsanteil [wie zuvor]; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2774	G407-S400	f81r	BIOLOGICAL	F81R_UPPER_POOL	chcphey	CH+CH+P+E+Y	MIDDLE	CH	E	CH|CH	Y	NONE	NO	YES	NO	MULTI_ACTION	Entnimm den Stationsposten, entnimm den Stationsposten und setze den Stationsposten ein; auf Grad I.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2780	G407-S401	f81r	BIOLOGICAL	F81R_UPPER_POOL	ly	L+Y	FIRST	BOUNDARY	Y	NONE	Y	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang halte den Stationsposten; über die sichtbare Verbindung.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2790	G407-S406	f81r	BIOLOGICAL	F81R_UPPER_POOL	loly	L+OL+Y	FIRST	BOUNDARY	OL	NONE	Y	NONE	YES	NO	NO	INHERITED_RELATION	Weiter im laufenden Gang setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2808	G407-S413	f81r	BIOLOGICAL	F81R_LOWER_POOL	polchdy	P+OL+CHD+DY	FIRST	BOUNDARY	OL	CHD	NONE	NONE	YES	NO	YES	MULTI_ACTION	Weiter setze ein und bearbeite; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2809	G407-S414	f81r	BIOLOGICAL	F81R_LOWER_POOL	qopchol	CARRIER_Q+O+P+CH+OL	MIDDLE	O	CH	CH	NONE	NONE	YES	NO	NO	MULTI_ACTION	Weiter setze ein und entnimm; als neuen Einsatz und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2811	G407-S414	f81r	BIOLOGICAL	F81R_LOWER_POOL	olpchedy	OL+P+CHD+DY	MIDDLE	OL	CHD	CHD	NONE	NONE	YES	NO	YES	MULTI_ACTION	Weiter setze die Stationseinheit [wie zuvor] ein und bearbeite die Stationseinheit [wie zuvor]; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2812	G407-S415	f81r	BIOLOGICAL	F81R_LOWER_POOL	opol	O+P+OL	MIDDLE	O	OL	NONE	NONE	NONE	YES	NO	NO	ORDERED_ACTION	Weiter setze die Stationseinheit [wie zuvor] ein; als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2832	G407-S424	f81r	BIOLOGICAL	F81R_LOWER_POOL	qopchedy	CARRIER_Q+O+P+CHD+Y	MIDDLE	O	CHD	CHD	Y	NONE	NO	NO	NO	MULTI_ACTION	Setze den Stationsposten ein und bearbeite den Stationsposten; als neuen Einsatz und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2845	G407-S425	f81r	BIOLOGICAL	F81R_LOWER_POOL	lol	L+OL	FIRST	BOUNDARY	OL	NONE	NONE	NONE	YES	NO	NO	INHERITED_RELATION	Weiter im laufenden Gang halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2860	G407-S425	f81r	BIOLOGICAL	F81R_LOWER_POOL	lchey	L+Y	FIRST	BOUNDARY	Y	NONE	Y	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang wähle den Stationsposten; über die sichtbare Verbindung.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2861	G407-S425	f81r	BIOLOGICAL	F81R_LOWER_POOL	par	P+AR	FIRST	BOUNDARY	AR	NONE	NONE	AR	NO	NO	NO	ACTION_RELATION	Setze den Stationsposten [wie zuvor] ein; von der Ausgangsstation.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2863	G407-S426	f81r	BIOLOGICAL	F81R_LOWER_POOL	shecphy	SH+E+CH+P+Y	MIDDLE	CH	Y	SH|CH	Y	NONE	NO	YES	NO	MULTI_ACTION	Halte den Stationsposten, entnimm den Stationsposten und setze den Stationsposten ein; auf Grad I.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2864	G407-S426	f81r	BIOLOGICAL	F81R_LOWER_POOL	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2876	G407-S428	f81r	BIOLOGICAL	F81R_LOWER_POOL	pchedy	P+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	MULTI_ACTION	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2895	G407-S433	f81r	BIOLOGICAL	F81R_LOWER_POOL	lchl	L+CH+L	FIRST	BOUNDARY	CH	CH	NONE	NONE	NO	NO	NO	ACTION_RELATION	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2895	G407-S433	f81r	BIOLOGICAL	F81R_LOWER_POOL	lchl	L+CH+L	LAST	CH	BOUNDARY	CH	NONE	NONE	NO	NO	NO	ACTION_RELATION	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2900	G407-S434	f81r	BIOLOGICAL	F81R_LOWER_POOL	l	L	ONLY	BOUNDARY	BOUNDARY	NONE	NONE	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2905	G407-S434	f81r	BIOLOGICAL	F81R_LOWER_POOL	l	L	ONLY	BOUNDARY	BOUNDARY	NONE	NONE	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang führe den Stationswert [wie zuvor] zu; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2916	G407-S437	f81r	BIOLOGICAL	F81R_LOWER_POOL	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2924	G407-S441	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	par	P+AR	FIRST	BOUNDARY	AR	NONE	NONE	AR	NO	NO	NO	ACTION_RELATION	Setze ein; von der Ausgangsstation.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2931	G407-S442	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	pchedy	P+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	MULTI_ACTION	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2934	G407-S443	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ofalsheky	O+LOCAL_CHAR_F+A_ADDR+L+SH+E+K+Y	MIDDLE	A_ADDR	SH	SH|K	Y	NONE	NO	YES	NO	MULTI_ACTION	Halte den Stationsposten und führe den Stationsposten zu; über die sichtbare Verbindung; als Ausführung und auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2946	G407-S444	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dl	L	ONLY	BOUNDARY	BOUNDARY	NONE	NONE	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang markiere den Stationsanteil [wie zuvor]; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2979	G407-S448	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2980	G407-S448	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lky	L+K+Y	FIRST	BOUNDARY	K	K	Y	NONE	NO	NO	NO	ACTION_ARGUMENT_RELATION	Führe den Stationsposten zu; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2981	G407-S448	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	l	L	ONLY	BOUNDARY	BOUNDARY	NONE	NONE	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3002	G407-S452	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	cphedy	CH+P+E+DY	MIDDLE	CH	E	CH	NONE	NONE	NO	YES	YES	MULTI_ACTION	Entnimm den Stationsanteil [wie zuvor] und setze den Stationsanteil [wie zuvor] ein; auf Grad I; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3012	G407-S455	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	polshy	P+OL+SH+Y	FIRST	BOUNDARY	OL	SH	Y	NONE	YES	NO	NO	MULTI_ACTION	Weiter setze den Stationsposten ein und halte den Stationsposten.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3014	G407-S455	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qop	CARRIER_Q+O+P	LAST	O	BOUNDARY	NONE	NONE	NONE	NO	NO	NO	ACTION_ONLY	Setze den Stationsposten [wie zuvor] ein; als neuen Einsatz und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3027	G407-S458	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lky	L+K+Y	FIRST	BOUNDARY	K	K	Y	NONE	NO	NO	NO	ACTION_ARGUMENT_RELATION	Führe den Stationsposten zu; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3038	G407-S461	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lkedey	L+K+E+D_ADDR+E+Y	FIRST	BOUNDARY	K	K	Y	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Führe den Stationsposten zu; über die sichtbare Verbindung; auf Grad I und auf Grad I; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3056	G407-S468	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lchpchdy	L+CH+P+CHD+Y	FIRST	BOUNDARY	CH	CH|P|CHD	Y	NONE	NO	NO	NO	MULTI_ACTION	Entnimm den Stationsposten, setze den Stationsposten ein und bearbeite den Stationsposten; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3056	G407-S468	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lchpchdy	L+CH+P+CHD+Y	MIDDLE	CH	CHD	CH|CHD	Y	L	NO	NO	NO	MULTI_ACTION	Entnimm den Stationsposten, setze den Stationsposten ein und bearbeite den Stationsposten; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3061	G407-S468	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	salshcthdy	S+A_ADDR+L+SH+CH+T+D_ADDR+Y	MIDDLE	A_ADDR	SH	S|SH|CH|T	Y	NONE	NO	NO	NO	MULTI_ACTION	Wähle den Stationsposten, halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; über die sichtbare Verbindung; an der bezeichneten Stelle und an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3065	G407-S468	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ltary	L+T+AR+Y	FIRST	BOUNDARY	T	T	Y	AR	NO	NO	NO	ACTION_ARGUMENT_RELATION	Stelle den Stationsposten ein; über die sichtbare Verbindung und von der Ausgangsstation.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3066	G407-S468	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lor	L+OR	FIRST	BOUNDARY	OR	NONE	OR	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang stelle die Stationseinheit ein; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3072	G407-S469	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lshedy	L+SH+E+DY	FIRST	BOUNDARY	SH	SH	NONE	NONE	NO	YES	YES	GRADED_ACTION	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
