unified_serial	page	reading_unit_id	source_group_id	visible_owner	visible_surface	atom_sequence	card_reading_de	teaching_layer	lookup_mode	concrete_noun_source
385	f67r2	f67r2.2	A1:G004	A1_RIGHT_SECTOR_SLOT_02	ykecho	YK+HO	bezeichnete Klasse oder Haus + HO	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
386	f67r2	f67r2.2	A1:G005	A1_RIGHT_SECTOR_SLOT_02	ols	OL	Fortsetzen	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
387	f67r2	f67r2.2	A1:G006	A1_RIGHT_SECTOR_SLOT_02	eesydy	EE+DY	lange Tabellenstufe festhalten	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
388	f67r2	f67r2.3	A1:G007	A1_RIGHT_SECTOR_SLOT_03	ey	SEL+Y	aktuelle Auswahl	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PHASE_SELECTION_MICROCODE	LOCAL_ASTRO_EXEMPLAR
389	f67r2	f67r2.3	A1:G008	A1_RIGHT_SECTOR_SLOT_03	shs	SH+S	Nebenwert halten	ASTRO_LOCAL_MODULE	CROSS_REGISTER_SH_HOLD_ROOT	LOCAL_ASTRO_EXEMPLAR
390	f67r2	f67r2.3	A1:G009	A1_RIGHT_SECTOR_SLOT_03	okar	OK+AR	Quelle aktivieren	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
391	f67r2	f67r2.4	A1:G010	A1_RIGHT_SECTOR_SLOT_04	shekchy	SH+KCH+Y	aktuellen Posten beim Bearbeiten halten	ASTRO_LOCAL_MODULE	CROSS_REGISTER_SH_HOLD_ROOT	LOCAL_ASTRO_EXEMPLAR
392	f67r2	f67r2.4	A1:G011	A1_RIGHT_SECTOR_SLOT_04	sykos	YK+OS	Klassenfeld	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
393	f67r2	f67r2.5	A1:G012	A1_RIGHT_SECTOR_SLOT_05	ykeody	YK+E+OD+Y	diesen Klassenposten kurz markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
394	f67r2	f67r2.5	A1:G013	A1_RIGHT_SECTOR_SLOT_05	okchy	KCH	diesen Diagrammposten setzen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
395	f67r2	f67r2.6	A1:G014	A1_RIGHT_SECTOR_SLOT_06	dchetay	D+CH+T+A+Y	fester aktueller Hauptphasen-Zustand	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PHASE_SELECTION_MICROCODE	LOCAL_ASTRO_EXEMPLAR
396	f67r2	f67r2.7	A1:G015	A1_RIGHT_SECTOR_SLOT_07	ykchy	YK+KCH	bezeichnete Klasse oder Haus + KCH	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
397	f67r2	f67r2.7	A1:G016	A1_RIGHT_SECTOR_SLOT_07	kchey	KCH	diesen Diagrammplatz kurz bearbeiten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
398	f67r2	f67r2.7	A1:G017	A1_RIGHT_SECTOR_SLOT_07	ykchys	YK+KCH	bezeichnete Klasse oder Haus + KCH	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
399	f67r2	f67r2.8	A1:G018	A1_RIGHT_SECTOR_SLOT_08	chkchdar	KCH+AR	Bearbeiten + Quelle	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
400	f67r2	f67r2.9	A1:G019	A1_RIGHT_SECTOR_SLOT_09	ykar	YK+AR	bezeichnete Klasse oder Haus + AR	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
401	f67r2	f67r2.9	A1:G020	A1_RIGHT_SECTOR_SLOT_09	ykaly	YK+AL	bezeichnete Klasse oder Haus + AL	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
402	f67r2	f67r2.10	A1:G021	A1_RIGHT_SECTOR_SLOT_10	lkshy	SH+Y	aktuellen Posten halten	ASTRO_LOCAL_MODULE	CROSS_REGISTER_SH_HOLD_ROOT	LOCAL_ASTRO_EXEMPLAR
403	f67r2	f67r2.10	A1:G022	A1_RIGHT_SECTOR_SLOT_10	kchy	KCH	diesen Diagrammplatz bearbeiten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
404	f67r2	f67r2.10	A1:G023	A1_RIGHT_SECTOR_SLOT_10	okar	OK+AR	Quelle aktivieren	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
405	f67r2	f67r2.11	A1:G024	A1_RIGHT_SECTOR_SLOT_11	chky	CH+K+Y	aktuellen Klassenzustand setzen	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	LOCAL_ASTRO_EXEMPLAR
406	f67r2	f67r2.11	A1:G025	A1_RIGHT_SECTOR_SLOT_11	chykchs	KCH	Diagrammplatz berechnen oder bearbeiten	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
407	f67r2	f67r2.11	A1:G026	A1_RIGHT_SECTOR_SLOT_11	chy	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
408	f67r2	f67r2.12	A1:G027	A1_RIGHT_SECTOR_SLOT_12	ykees	YK	bezeichnete Klasse oder Haus	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
409	f67r2	f67r2.12	A1:G028	A1_RIGHT_SECTOR_SLOT_12	ykchos	YK+KCH	bezeichnete Klasse oder Haus + KCH	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
410	f67r2	f67r2.13	A1:G029	A1_RIGHT_RING_BAND_01	opodchol	OP+OD+OL	markiertes Paarfeld fortsetzen	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	LOCAL_ASTRO_EXEMPLAR
411	f67r2	f67r2.13	A1:G030	A1_RIGHT_RING_BAND_01	s	S	Nebenwert	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PRIMITIVE_MICROCODE	LOCAL_ASTRO_EXEMPLAR
412	f67r2	f67r2.13	A1:G031	A1_RIGHT_RING_BAND_01	ain	AIN	gezaehlter Teil oder Unterabschnitt	ASTRO_LOCAL_MODULE	LOCAL_ASTRO_WORD	LOCAL_ASTRO_EXEMPLAR
413	f67r2	f67r2.13	A1:G032	A1_RIGHT_RING_BAND_01	aldy	AL	Zielsektor, Zielstern oder Zielfeld	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
414	f67r2	f67r2.14	A1:G033	A1_RIGHT_RING_BAND_02	soeey	EE	lange Tabellenstufe	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
415	f67r2	f67r2.14	A1:G034	A1_RIGHT_RING_BAND_02	doiin	IIN	Tabellenstufe	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_IIN_AIIN_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
416	f67r2	f67r2.14	A1:G035	A1_RIGHT_RING_BAND_02	oldy	OL	fortsetzen und den Eintrag schliessen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
417	f67r2	f67r2.15	A1:G036	A1_LEFT_LOCAL_FIELD_15	dolchsody	OL	im selben Ring, Band oder Satz fortsetzen	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
418	f67r2	f67r2.16	A1:G037	A1_LEFT_LOCAL_FIELD_16	odaeiin	OD+IIN	Arbeits- oder Bedingungsstufe markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
419	f67r2	f67r2.16	A1:G038	A1_LEFT_LOCAL_FIELD_16	okoes	OK	Diagrammposten setzen oder aktivieren	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
420	f67r2	f67r2.16	A1:G039	A1_LEFT_LOCAL_FIELD_16	oekain	AIN	gezaehlter Teil oder Unterabschnitt	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
421	f67r2	f67r2.16	A1:G040	A1_LEFT_LOCAL_FIELD_16	y	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
422	f67r2	f67r2.17	A1:G041	A1_LEFT_LOCAL_FIELD_17	otchey	OT	naechster Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
423	f67r2	f67r2.17	A1:G042	A1_LEFT_LOCAL_FIELD_17	soraiir	OR	Bedingungs-, Tabellen- oder Wahlansatz	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
424	f67r2	f67r2.17	A1:G043	A1_LEFT_LOCAL_FIELD_17	dy	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
425	f67r2	f67r2.18	A1:G044	A1_LEFT_LOCAL_FIELD_18	qopchy	OP+CH+Y	aktueller Zustand des Paarfelds	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	LOCAL_ASTRO_EXEMPLAR
426	f67r2	f67r2.18	A1:G045	A1_LEFT_LOCAL_FIELD_18	daiin	AIIN	Sollwert	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
427	f67r2	f67r2.18	A1:G046	A1_LEFT_LOCAL_FIELD_18	dal	AL	Ziel	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
428	f67r2	f67r2.19	A1:G047	A1_LEFT_LOCAL_FIELD_19	ydchos	YD+HO	Eingangsposten der aktiven Zeile	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_YD_ACTIVE_ROW	LOCAL_ASTRO_EXEMPLAR
429	f67r2	f67r2.19	A1:G048	A1_LEFT_LOCAL_FIELD_19	ain	AIN	gezaehlter Teil oder Unterabschnitt	ASTRO_LOCAL_MODULE	LOCAL_ASTRO_WORD	LOCAL_ASTRO_EXEMPLAR
430	f67r2	f67r2.19	A1:G049	A1_LEFT_LOCAL_FIELD_19	ar	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	LOCAL_ASTRO_WORD	LOCAL_ASTRO_EXEMPLAR
431	f67r2	f67r2.19	A1:G050	A1_LEFT_LOCAL_FIELD_19	amy	AM+Y	aktueller Aspekt	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
432	f67r2	f67r2.20	A1:G051	A1_LEFT_LOCAL_FIELD_20	chocfhy	HO	Himmelsobjekt oder Eingangsbedingung	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
433	f67r2	f67r2.20	A1:G052	A1_LEFT_LOCAL_FIELD_20	saral	AR+AL	von Quelle zum Ziel	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
434	f67r2	f67r2.21	A1:G053	A1_LEFT_LOCAL_FIELD_21	sain	AIN	Portion	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
435	f67r2	f67r2.21	A1:G054	A1_LEFT_LOCAL_FIELD_21	am	AM	ASPEKT	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
436	f67r2	f67r2.21	A1:G055	A1_LEFT_LOCAL_FIELD_21	ar	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	LOCAL_ASTRO_WORD	LOCAL_ASTRO_EXEMPLAR
437	f67r2	f67r2.22	A1:G056	A1_LEFT_LOCAL_FIELD_22	okal	OK+AL	am Zielplatz setzen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
438	f67r2	f67r2.23	A1:G057	A1_LEFT_LOCAL_FIELD_23	oparchy	OP+AR	Quelle des Paarfelds	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	LOCAL_ASTRO_EXEMPLAR
439	f67r2	f67r2.23	A1:G058	A1_LEFT_LOCAL_FIELD_23	salsain	AL+AIN	Ziel + Portion	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
440	f67r2	f67r2.24	A1:G059	A1_LEFT_LOCAL_FIELD_24	sodar	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
441	f67r2	f67r2.24	A1:G060	A1_LEFT_LOCAL_FIELD_24	ofar	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
442	f67r2	f67r2.24	A1:G061	A1_LEFT_LOCAL_FIELD_24	ar	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	LOCAL_ASTRO_WORD	LOCAL_ASTRO_EXEMPLAR
443	f67r2	f67r2.25	A1:G062	A1_LEFT_LOCAL_FIELD_25	ydam	YD+AM	Aspekt der aktiven Zeile	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_YD_ACTIVE_ROW	LOCAL_ASTRO_EXEMPLAR
444	f67r2	f67r2.26	A1:G063	A1_LEFT_LOCAL_FIELD_26	yteoor	YT+OR	bezeichneter Platz oder Phase + OR	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
445	f67r2	f67r2.26	A1:G064	A1_LEFT_LOCAL_FIELD_26	yto	YT	bezeichneter Platz oder Phase	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
446	f67r2	f67r2.26	A1:G065	A1_LEFT_LOCAL_FIELD_26	ykor	YK+OR	bezeichnete Klasse oder Haus + OR	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
447	f67r2	f67r2.27	A1:G066	A1_LEFT_LOCAL_FIELD_27	okeo	OK	Diagrammposten setzen oder aktivieren	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
448	f67r2	f67r2.27	A1:G067	A1_LEFT_LOCAL_FIELD_27	r	R	Bezugswert	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PRIMITIVE_MICROCODE	LOCAL_ASTRO_EXEMPLAR
449	f67r2	f67r2.27	A1:G068	A1_LEFT_LOCAL_FIELD_27	aiin	AIIN	Sollwert oder Grad des bezeichneten Himmelsplatzes	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
450	f67r2	f67r2.27	A1:G069	A1_LEFT_LOCAL_FIELD_27	am	AM	ASPEKT	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
451	f67r2	f67r2.28	A1:G070	A1_LEFT_LOCAL_FIELD_28	okain	OK+AIN	einen gezaehlten Teilwert zugeben	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
452	f67r2	f67r2.28	A1:G071	A1_LEFT_LOCAL_FIELD_28	am	AM	ASPEKT	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
453	f67r2	f67r2.29	A1:G072	A1_LEFT_LOCAL_FIELD_29	ytody	YT+OD+Y	diesen Platz eintragen	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
454	f67r2	f67r2.29	A1:G073	A1_LEFT_LOCAL_FIELD_29	saiin	AIIN	Sollwert	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
455	f67r2	f67r2.30	A1:G074	A1_LEFT_LOCAL_FIELD_30	ochol	HO	im selben Ring, Band oder Satz fortsetzen	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
456	f67r2	f67r2.30	A1:G075	A1_LEFT_LOCAL_FIELD_30	olol	OL+OL	im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
457	f67r2	f67r2.31	A1:G076	A1_LEFT_LOCAL_FIELD_31	opcholdy	OP+OL+DY	Paarfeld fortsetzen und festhalten	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	LOCAL_ASTRO_EXEMPLAR
458	f67r2	f67r2.32	A1:G077	A1_LEFT_LOCAL_FIELD_32	dosar	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
459	f67r2	f67r2.32	A1:G078	A1_LEFT_LOCAL_FIELD_32	odas	OD	Nebenwert markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
460	f67r2	f67r2.32	A1:G079	A1_LEFT_LOCAL_FIELD_32	air	AIR	Himmels-, Ring- oder Zeigerlauf	ASTRO_LOCAL_MODULE	LOCAL_ASTRO_WORD	LOCAL_ASTRO_EXEMPLAR
461	f67r2	f67r2.32	A1:G080	A1_LEFT_LOCAL_FIELD_32	alaiin	AL+AIIN	Ziel-Sollwert	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
462	f67r2	f67r2.33	A1:G081	A1_LEFT_LOCAL_FIELD_33	dokan	OK	Diagrammposten setzen oder aktivieren	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
463	f67r2	f67r2.33	A1:G082	A1_LEFT_LOCAL_FIELD_33	oear	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
464	f67r2	f67r2.33	A1:G083	A1_LEFT_LOCAL_FIELD_33	odal	OD+AL	Ziel markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
465	f67r2	f67r2.34	A1:G084	A1_LEFT_LOCAL_FIELD_34	ofar	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
466	f67r2	f67r2.34	A1:G085	A1_LEFT_LOCAL_FIELD_34	oeoldan	OL	im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
467	f67r2	f67r2.35	A1:G086	A1_LEFT_LOCAL_FIELD_35	chol	HO	im selben Ring oder Band fortsetzen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
468	f67r2	f67r2.35	A1:G087	A1_LEFT_LOCAL_FIELD_35	giin	G+IIN	Gradstufe	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
469	f67r2	f67r2.35	A1:G088	A1_LEFT_LOCAL_FIELD_35	okol	OK+OL	Fortsetzung aktivieren	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
470	f67r2	f67r2.36	A1:G089	A1_LEFT_LOCAL_FIELD_36	ytor	YT+OR	bezeichneter Platz oder Phase + OR	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
471	f67r2	f67r2.36	A1:G090	A1_LEFT_LOCAL_FIELD_36	daiin	AIIN	Sollwert	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
472	f67r2	f67r2.36	A1:G091	A1_LEFT_LOCAL_FIELD_36	or	OR	Bedingungs- oder Tabellensatz	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
473	f67r2	f67r2.37	A1:G092	A1_LEFT_LOCAL_FIELD_37	ytoaiin	YT+AIIN	bezeichneter Platz oder Phase + AIIN	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
474	f67r2	f67r2.38	A1:G093	A1_LEFT_LOCAL_FIELD_38	otoldos	OT+OL	als nächstes fortsetzen; lokaler DOS-Status	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
475	f67r2	f67r2.38	A1:G094	A1_LEFT_LOCAL_FIELD_38	octhole	CTH+OL	Bereitwert + Fortsetzen	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
476	f67r2	f67r2.39	A1:G095	A1_LEFT_LOCAL_FIELD_39	sor	OR	Satz/Ansatz	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
477	f67r2	f67r2.39	A1:G096	A1_LEFT_LOCAL_FIELD_39	chedaiin	CHD+AIIN	ZUM SOLLWERT UMSETZEN	ASTRO_LOCAL_MODULE	COMPONENT_HINT_READING	LOCAL_ASTRO_EXEMPLAR
478	f67r2	f67r2.39	A1:G097	A1_LEFT_LOCAL_FIELD_39	dy	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
479	f67r2	f67r2.40	A1:G098	A1_LEFT_LOCAL_FIELD_40	yteos	YT	bezeichneter Platz oder Phase	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
480	f67r2	f67r2.40	A1:G099	A1_LEFT_LOCAL_FIELD_40	oiin	IIN	Tabellenstufe	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_IIN_AIIN_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
481	f67r2	f67r2.40	A1:G100	A1_LEFT_LOCAL_FIELD_40	og	G	Grundgrad	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
482	f67r2	f67r2.41	A1:G101	A1_LEFT_LOCAL_FIELD_41	ytoeopchey	YT	bezeichneter Platz oder Phase	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
483	f67r2	f67r2.41	A1:G102	A1_LEFT_LOCAL_FIELD_41	chekody	CHK+OD+Y	erwärmten/gehaltenen Posten markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
484	f67r2	f67r2.42	A1:G103	A1_LEFT_LOCAL_FIELD_42	sosho	OS+HO	Feldeingang	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
485	f67r2	f67r2.42	A1:G104	A1_LEFT_LOCAL_FIELD_42	chos	HO	Eingangsposten	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
486	f67r2	f67r2.42	A1:G105	A1_LEFT_LOCAL_FIELD_42	ockhy	CKH	durch Sektor, Ring oder Pruefweg fuehren	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
487	f67r2	f67r2.43	A1:G106	A1_LEFT_LOCAL_FIELD_43	daiin	AIIN	Sollwert	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
488	f67r2	f67r2.43	A1:G107	A1_LEFT_LOCAL_FIELD_43	aiin	AIIN	Sollwert oder Grad des bezeichneten Himmelsplatzes	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
489	f67r2	f67r2.43	A1:G108	A1_LEFT_LOCAL_FIELD_43	os	OS	FELD/RAHMEN	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
490	f67r2	f67r2.43	A1:G109	A1_LEFT_LOCAL_FIELD_43	qsg	G	Nebengrad	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
491	f67r2	f67r2.44	A1:G110	A1_LEFT_LOCAL_FIELD_44	ofydy	O+Y+DY	aktuellen Grundwert festhalten	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	LOCAL_ASTRO_EXEMPLAR
492	f67r2	f67r2.44	A1:G111	A1_LEFT_LOCAL_FIELD_44	sheody	E+OD+Y	diesen gehaltenen Posten kurz markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
