unit_order	page	unit_id	unit_kind	owner_or_namespace	group_count	surface_sequence	atom_sequence	card_by_card_reading_de	fluent_working_reading_de	fully_memory_expanded_reading_de	dependencies_beyond_atomic_roots	pocket_sequence_readable	fluent_content_source	sentence_ends_at_physical_line
185	f67r2	f67r2.69	ASTRO_LOCUS	F67_RIGHT_WHEEL_NS::A1_RIGHT_PHASE_STATION_06	2	s ay	S | A+Y	Nebenwert; aktueller Hauptwert	Nebenwert; aktueller Hauptwert	Lies diesen sichtbaren Posten nur im gewählten Rad: Nebenwert; aktueller Hauptwert. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
186	f67r2	f67r2.70	ASTRO_LOCUS	F67_RIGHT_WHEEL_NS::A1_RIGHT_PHASE_STATION_07	1	osar	OS+AR	Feldquelle	Feldquelle	Lies diesen sichtbaren Posten nur im gewählten Rad: Feldquelle. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
187	f67r2	f67r2.71	ASTRO_LOCUS	F67_RIGHT_WHEEL_NS::A1_RIGHT_PHASE_STATION_08	1	oran	OR	Bedingungs-, Tabellen- oder Wahlansatz	Bedingungs-, Tabellen- oder Wahlansatz	Lies diesen sichtbaren Posten nur im gewählten Rad: Bedingungs-, Tabellen- oder Wahlansatz. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
188	f67r2	f67r2.72	ASTRO_LOCUS	F67_LEFT_WHEEL_NS::A1_LEFT_OUTER_RING_TEXT	12	dar aldaiin ydaiin qkoy ydaiin qofair ypair ykoaiin ydoly ytalchos oly okey	AR | AL+AIIN | YD+AIIN | K+O+Y | YD+AIIN | AIR | AIR | YK+AIIN | YD+OL | YT+AL+HO | OL | OK	Quelle; Ziel-Sollwert; Sollwert der aktiven Zeile; aktuelle Grundklasse; Sollwert der aktiven Zeile; Himmels-, Ring- oder Zeigerlauf; Himmels-, Ring- oder Zeigerlauf; bezeichnete Klasse oder Haus + AIIN; aktive Zeile fortsetzen; bezeichneter Platz oder Phase + AL+HO; im selben Ring, Band oder Satz fortsetzen; in kurzer Stufe setzen	Quelle; Ziel-Sollwert; Sollwert der aktiven Zeile; aktuelle Grundklasse; Sollwert der aktiven Zeile; Himmels-, Ring- oder Zeigerlauf; Himmels-, Ring- oder Zeigerlauf; bezeichnete Klasse oder Haus + AIIN; aktive Zeile fortsetzen; bezeichneter Platz oder Phase + AL+HO; im selben Ring, Band oder Satz fortsetzen; in kurzer Stufe setzen	Lies diesen sichtbaren Posten nur im gewählten Rad: Quelle; Ziel-Sollwert; Sollwert der aktiven Zeile; aktuelle Grundklasse; Sollwert der aktiven Zeile; Himmels-, Ring- oder Zeigerlauf; Himmels-, Ring- oder Zeigerlauf; bezeichnete Klasse oder Haus + AIIN; aktive Zeile fortsetzen; bezeichneter Platz oder Phase + AL+HO; im selben Ring, Band oder Satz fortsetzen; in kurzer Stufe setzen. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
189	f67r2	f67r2.73	ASTRO_LOCUS	F67_RIGHT_WHEEL_NS::A1_RIGHT_OUTER_RING_TEXT	11	sshey sy shees qeykeey ykchey ykchey qokeochy oaiin okol ar olar	CHEEY | NONE | SH+EE | EE | YK+KCH | YK+KCH | OK | AIIN | OK+OL | AR | OL+AR	Ablesewert; dieser lokale Diagrammposten; länger halten; lange Tabellenstufe; bezeichnete Klasse oder Haus + KCH; bezeichnete Klasse oder Haus + KCH; Diagrammposten setzen oder aktivieren; Sollwert; Fortsetzung aktivieren; Ausgangssektor, Ursprung oder Bezugswert; VON DER QUELLE WEITER	Ablesewert; dieser lokale Diagrammposten; länger halten; lange Tabellenstufe; bezeichnete Klasse oder Haus + KCH; bezeichnete Klasse oder Haus + KCH; Diagrammposten setzen oder aktivieren; Sollwert; Fortsetzung aktivieren; Ausgangssektor, Ursprung oder Bezugswert; VON DER QUELLE WEITER	Lies diesen sichtbaren Posten nur im gewählten Rad: Ablesewert; dieser lokale Diagrammposten; länger halten; lange Tabellenstufe; bezeichnete Klasse oder Haus + KCH; bezeichnete Klasse oder Haus + KCH; Diagrammposten setzen oder aktivieren; Sollwert; Fortsetzung aktivieren; Ausgangssektor, Ursprung oder Bezugswert; VON DER QUELLE WEITER. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
190	f67r2	f67r2.74	ASTRO_LOCUS	F67_PAIRED_LEGEND_QUARANTINE_NS::A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	13	yshey qokeeody cheos oeeos qockhy chos aiin okeeody qokoaiin odain ar air ay	Y+CHEEY | OK+EE+OD+Y | CHEO | EE+OS | CKH | HO | AIIN | OK+EE+OD+Y | OK+AIIN | OD+AIN | AR | AIR | A+Y	aktueller Ablesewert; diesen Posten länger aktivieren und eintragen; Ausgabe/Auszug; langes oder zweites Feld; durch Sektor, Ring oder Pruefweg fuehren; Eingangsposten; Sollwert oder Grad des bezeichneten Himmelsplatzes; diesen Posten länger aktivieren und eintragen; Sollwert aktivieren; Portion markieren; Ausgangssektor, Ursprung oder Bezugswert; Himmels-, Ring- oder Zeigerlauf; aktueller Hauptwert	aktueller Ablesewert; diesen Posten länger aktivieren und eintragen; Ausgabe/Auszug; langes oder zweites Feld; durch Sektor, Ring oder Pruefweg fuehren; Eingangsposten; Sollwert oder Grad des bezeichneten Himmelsplatzes; diesen Posten länger aktivieren und eintragen; Sollwert aktivieren; Portion markieren; Ausgangssektor, Ursprung oder Bezugswert; Himmels-, Ring- oder Zeigerlauf; aktueller Hauptwert	Kopiere diesen Hinweis separat und lasse seine Zuordnung offen: aktueller Ablesewert; diesen Posten länger aktivieren und eintragen; Ausgabe/Auszug; langes oder zweites Feld; durch Sektor, Ring oder Pruefweg fuehren; Eingangsposten; Sollwert oder Grad des bezeichneten Himmelsplatzes; diesen Posten länger aktivieren und eintragen; Sollwert aktivieren; Portion markieren; Ausgangssektor, Ursprung oder Bezugswert; Himmels-, Ring- oder Zeigerlauf; aktueller Hauptwert. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
191	f68r1	f68r1.1	ASTRO_LOCUS	F68_LEFT_PANEL_HEADER_NS::A2_LEFT_PANEL_HEADER	9	shokchy chteey choteey cphol cheor opcheeol otor choctheeey okchoal	HO+KCH | EE | HO+OT+EE | OL | CHEO | OP+EE+OL | OT+OR | HO+CTH+EEE | KCH+AL	Eingangsposten + Bearbeiten; lange Tabellenstufe; nächsten Eingangsposten länger halten; im selben Ring, Band oder Satz fortsetzen; Bedingungs-, Tabellen- oder Wahlansatz; Paarfeld länger fortsetzen; nächster Satz; Eingangsposten vollständig bereit; Bearbeiten + Ziel	Eingangsposten + Bearbeiten; lange Tabellenstufe; nächsten Eingangsposten länger halten; im selben Ring, Band oder Satz fortsetzen; Bedingungs-, Tabellen- oder Wahlansatz; Paarfeld länger fortsetzen; nächster Satz; Eingangsposten vollständig bereit; Bearbeiten + Ziel	Setze den lokalen Modus dieses Teilbildes: Eingangsposten + Bearbeiten; lange Tabellenstufe; nächsten Eingangsposten länger halten; im selben Ring, Band oder Satz fortsetzen; Bedingungs-, Tabellen- oder Wahlansatz; Paarfeld länger fortsetzen; nächster Satz; Eingangsposten vollständig bereit; Bearbeiten + Ziel. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
192	f68r1	f68r1.2	ASTRO_LOCUS	F68_MIDDLE_PANEL_HEADER_NS::A2_MIDDLE_PANEL_HEADER	9	tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod	T+O+CH+S | OT | OK | CHEEY | EE+EE | YT+E+OD+Y | OR | CHEO+OR | HO	sekundärer Grundzustand der Phase; naechster Platz oder folgende Bedingung; vollstaendig setzen und den Eintrag schliessen; sichtbares Ergebnis / Ablesewert; zwei lange Tabellenstufen; diesen Platz kurz markieren; Bedingungs-, Tabellen- oder Wahlansatz; Auszug/Ausgabe + Ansatz/Satz; Eingangsposten	sekundärer Grundzustand der Phase; naechster Platz oder folgende Bedingung; vollstaendig setzen und den Eintrag schliessen; sichtbares Ergebnis / Ablesewert; zwei lange Tabellenstufen; diesen Platz kurz markieren; Bedingungs-, Tabellen- oder Wahlansatz; Auszug/Ausgabe + Ansatz/Satz; Eingangsposten	Setze den lokalen Modus dieses Teilbildes: sekundärer Grundzustand der Phase; naechster Platz oder folgende Bedingung; vollstaendig setzen und den Eintrag schliessen; sichtbares Ergebnis / Ablesewert; zwei lange Tabellenstufen; diesen Platz kurz markieren; Bedingungs-, Tabellen- oder Wahlansatz; Auszug/Ausgabe + Ansatz/Satz; Eingangsposten. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
193	f68r1	f68r1.3	ASTRO_LOCUS	F68_RIGHT_PANEL_HEADER_NS::A2_RIGHT_PANEL_HEADER	8	ykor shey qocheey chokal okeey ror eckhear daram	YK+OR | CHEEY | CHEEY | HO+AL | OK | OR | CKHE+AR | AR+AM	bezeichnete Klasse oder Haus + OR; sichtbares Ergebnis / Ablesewert; Ablesewert; Eingangsposten + Ziel; in langer Stufe setzen; Bedingungs-, Tabellen- oder Wahlansatz; Seihen/Trennen + Quelle; Quellaspekt	bezeichnete Klasse oder Haus + OR; sichtbares Ergebnis / Ablesewert; Ablesewert; Eingangsposten + Ziel; in langer Stufe setzen; Bedingungs-, Tabellen- oder Wahlansatz; Seihen/Trennen + Quelle; Quellaspekt	Setze den lokalen Modus dieses Teilbildes: bezeichnete Klasse oder Haus + OR; sichtbares Ergebnis / Ablesewert; Ablesewert; Eingangsposten + Ziel; in langer Stufe setzen; Bedingungs-, Tabellen- oder Wahlansatz; Seihen/Trennen + Quelle; Quellaspekt. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
194	f68r1	f68r1.4	ASTRO_LOCUS	F68_MULTIPANEL_HEADER_QUARANTINE_NS::A2_MULTIPANEL_HEADER_FRAGMENT_04	2	dchor okaiiin	HO | OK+IIN	Bedingungs-, Tabellen- oder Wahlansatz; Stufe aktivieren	Bedingungs-, Tabellen- oder Wahlansatz; Stufe aktivieren	Kopiere diesen Hinweis separat und lasse seine Zuordnung offen: Bedingungs-, Tabellen- oder Wahlansatz; Stufe aktivieren. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
195	f68r1	f68r1.5	ASTRO_LOCUS	F68_MULTIPANEL_HEADER_QUARANTINE_NS::A2_MULTIPANEL_HEADER_FRAGMENT_05	1	yky	YK	bezeichnete Klasse oder Haus	bezeichnete Klasse oder Haus	Kopiere diesen Hinweis separat und lasse seine Zuordnung offen: bezeichnete Klasse oder Haus. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
196	f68r1	f68r1.6	ASTRO_LOCUS	F68_MULTIPANEL_HEADER_QUARANTINE_NS::A2_MULTIPANEL_HEADER_FRAGMENT_06	1	dary	AR	Ausgangssektor, Ursprung oder Bezugswert	Ausgangssektor, Ursprung oder Bezugswert	Kopiere diesen Hinweis separat und lasse seine Zuordnung offen: Ausgangssektor, Ursprung oder Bezugswert. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
197	f68r1	f68r1.7	ASTRO_LOCUS	F68_MULTIPANEL_HEADER_QUARANTINE_NS::A2_MULTIPANEL_HEADER_FRAGMENT_07	1	chkchykoly	KCH+OL	Bearbeiten + Fortsetzen	Bearbeiten + Fortsetzen	Kopiere diesen Hinweis separat und lasse seine Zuordnung offen: Bearbeiten + Fortsetzen. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
198	f68r1	f68r1.8	ASTRO_LOCUS	F68_CENTRE_KEY_QUARANTINE_NS::A2_CENTRE_KEY_UNRESOLVED	1	okodaly	OK+OD+AL+Y	dieses markierte Ziel aktivieren	dieses markierte Ziel aktivieren	Kopiere diesen Hinweis separat und lasse seine Zuordnung offen: dieses markierte Ziel aktivieren. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
199	f68r1	f68r1.9	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_01	1	odchecthy	OD+CTH	Bereitbedingung markieren	Bereitbedingung markieren	Wähle diesen gezeichneten Sternplatz: Bereitbedingung markieren. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
200	f68r1	f68r1.10	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_02	1	otcheody	OT+CHEO	Folge + Auszug/Ausgabe	Folge + Auszug/Ausgabe	Wähle diesen gezeichneten Sternplatz: Folge + Auszug/Ausgabe. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
201	f68r1	f68r1.11	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_03	1	okoaly	OK+AL+Y	dieses Ziel aktivieren	dieses Ziel aktivieren	Wähle diesen gezeichneten Sternplatz: dieses Ziel aktivieren. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
202	f68r1	f68r1.12	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_04	1	chocfhy	HO	Himmelsobjekt oder Eingangsbedingung	Himmelsobjekt oder Eingangsbedingung	Wähle diesen gezeichneten Sternplatz: Himmelsobjekt oder Eingangsbedingung. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
203	f68r1	f68r1.13	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_05	1	octhey	CTH	ausgewählte Grundbedingung	ausgewählte Grundbedingung	Wähle diesen gezeichneten Sternplatz: ausgewählte Grundbedingung. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
204	f68r1	f68r1.14	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_06	1	otshey	OT+CHEEY	nächster Ablesewert	nächster Ablesewert	Wähle diesen gezeichneten Sternplatz: nächster Ablesewert. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
205	f68r1	f68r1.15	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_07	1	otydy	OT	Teilsektor oder Untereintrag	Teilsektor oder Untereintrag	Wähle diesen gezeichneten Sternplatz: Teilsektor oder Untereintrag. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
206	f68r1	f68r1.16	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_08	1	okear	OK+E+AR	Quelle kurz aktivieren	Quelle kurz aktivieren	Wähle diesen gezeichneten Sternplatz: Quelle kurz aktivieren. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
207	f68r1	f68r1.17	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_09	1	cphocthy	CTH	Himmelsobjekt oder Eingangsbedingung	Himmelsobjekt oder Eingangsbedingung	Wähle diesen gezeichneten Sternplatz: Himmelsobjekt oder Eingangsbedingung. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
208	f68r1	f68r1.18	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_10	1	ytchody	YT+HO	bezeichneter Platz oder Phase + HO	bezeichneter Platz oder Phase + HO	Wähle diesen gezeichneten Sternplatz: bezeichneter Platz oder Phase + HO. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
209	f68r1	f68r1.19	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_11	1	otys	OT	Teilsektor oder Untereintrag	Teilsektor oder Untereintrag	Wähle diesen gezeichneten Sternplatz: Teilsektor oder Untereintrag. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
210	f68r1	f68r1.20	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_12	1	olor	OL+OR	fortgesetzter Bedingungs- oder Tabellensatz	fortgesetzter Bedingungs- oder Tabellensatz	Wähle diesen gezeichneten Sternplatz: fortgesetzter Bedingungs- oder Tabellensatz. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
211	f68r1	f68r1.21	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_13	1	ockhy	CKH	durch Sektor, Ring oder Pruefweg fuehren	durch Sektor, Ring oder Pruefweg fuehren	Wähle diesen gezeichneten Sternplatz: durch Sektor, Ring oder Pruefweg fuehren. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
212	f68r1	f68r1.22	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_14	1	ofcheor	CHEO	Bedingungs-, Tabellen- oder Wahlansatz	Bedingungs-, Tabellen- oder Wahlansatz	Wähle diesen gezeichneten Sternplatz: Bedingungs-, Tabellen- oder Wahlansatz. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
213	f68r1	f68r1.23	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_15	1	otchdy	OT+CHD	den folgenden Platz uebertragen und den Eintrag schliessen	den folgenden Platz uebertragen und den Eintrag schliessen	Wähle diesen gezeichneten Sternplatz: den folgenden Platz uebertragen und den Eintrag schliessen. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
214	f68r1	f68r1.24	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_16	1	otykchs	OT+KCH	Folge + Bearbeiten	Folge + Bearbeiten	Wähle diesen gezeichneten Sternplatz: Folge + Bearbeiten. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
215	f68r1	f68r1.25	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_17	1	otol	OT+OL	danach im selben Ring oder Band fortsetzen	danach im selben Ring oder Band fortsetzen	Wähle diesen gezeichneten Sternplatz: danach im selben Ring oder Band fortsetzen. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
216	f68r1	f68r1.26	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_18	1	otor	OT+OR	nächster Satz	nächster Satz	Wähle diesen gezeichneten Sternplatz: nächster Satz. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
217	f68r1	f68r1.27	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_19	1	oiinar	IIN+AR	Stufe mit Quellenbezug	Stufe mit Quellenbezug	Wähle diesen gezeichneten Sternplatz: Stufe mit Quellenbezug. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
218	f68r1	f68r1.28	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_20	1	okoldy	OK+OL+DY_BOUND	Fortsetzung aktivieren und festhalten	Fortsetzung aktivieren und festhalten	Wähle diesen gezeichneten Sternplatz: Fortsetzung aktivieren und festhalten. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
219	f68r1	f68r1.29	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_21	1	ykchdy	YK+KCH	bezeichnete Klasse oder Haus + KCH	bezeichnete Klasse oder Haus + KCH	Wähle diesen gezeichneten Sternplatz: bezeichnete Klasse oder Haus + KCH. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
220	f68r1	f68r1.30	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_22	1	oeeody	EE+OD+Y	diesen Posten in langer Stufe eintragen	diesen Posten in langer Stufe eintragen	Wähle diesen gezeichneten Sternplatz: diesen Posten in langer Stufe eintragen. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
221	f68r1	f68r1.31	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_23	1	ocphy	O+CPH_ASTRO+Y	aktuelle Grundauswahl	aktuelle Grundauswahl	Wähle diesen gezeichneten Sternplatz: aktuelle Grundauswahl. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
222	f68r1	f68r1.32	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_24	1	okeeodal	OK+EE+OD+AL	markiertes Ziel länger aktivieren	markiertes Ziel länger aktivieren	Wähle diesen gezeichneten Sternplatz: markiertes Ziel länger aktivieren. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
223	f68r1	f68r1.33	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_25	1	okshor	OK+HO	Aktivieren + Eingangsposten	Aktivieren + Eingangsposten	Wähle diesen gezeichneten Sternplatz: Aktivieren + Eingangsposten. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
224	f68r1	f68r1.34	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_26	1	osdaiin	OS+AIIN	Feld-Sollwert	Feld-Sollwert	Wähle diesen gezeichneten Sternplatz: Feld-Sollwert. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
225	f68r1	f68r1.35	ASTRO_LOCUS	F68_LOCAL_STAR_SLOT_NS::A2_STAR_STATION_27	1	otochedy	OT+CHD	Folge + Umsetzen	Folge + Umsetzen	Wähle diesen gezeichneten Sternplatz: Folge + Umsetzen. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
