gdt750_dispatch_id	gdt749_occurrence_id	target_surface	page	physical_folio	locus	token_ordinal	reader_exact	gdt748_discovery_position	outside_discovery_primary	gdt749_prior_axes	distance1_multi_reference_prior_axes	active_selected_ring	active_contributing_hosts	active_emitted_axes	active_conflicts	active_outside_card	radius2_discovery_selected_ring	radius2_discovery_axes	radius2_discovery_hosts	distance2_sensitivity_axes	distance2_sensitivity_hosts	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G750-D1204	G749-O1204	chdy	f77v	f77	f77v.13	3	0	0	0	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sor sheol chdy qokeedy dar shedy chedy qokal chedy qokey lshedy dal	OPEN	0	0
G750-D1205	G749-O1205	cheey	f77v	f77	f77v.14	8	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	darcheedal qeedy qeedeey olchey lchey qedy or cheey qol rar ar	OPEN	0	0
G750-D1206	G749-O1206	qokedy	f77v	f77	f77v.16	5	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tedal daiin okaiin shedy qokedy qokain otedy dasy	OPEN	0	0
G750-D1207	G749-O1207	qokaiin	f77v	f77	f77v.18	1	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokaiin sheol ekedy qokey qokal dal daly	OPEN	0	0
G750-D1208	G749-O1208	qokaiin	f77v	f77	f77v.19	3	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qoraiin shey qokaiin chal aiiin chedy qol	OPEN	0	0
G750-D1209	G749-O1209	qokedy	f77v	f77	f77v.20	3	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin salchedy qokedy qokal shed keoly	OPEN	0	0
G750-D1210	G749-O1210	olkaiin	f77v	f77	f77v.22	5	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dalchey qol chedy oqokain olkaiin chckhy qokal dar	OPEN	0	0
G750-D1211	G749-O1211	qokedy	f77v	f77	f77v.24	6	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin sheekey qokeedy daiin dail qokedy qokedy rol	OPEN	0	0
G750-D1212	G749-O1212	qokedy	f77v	f77	f77v.24	7	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin sheekey qokeedy daiin dail qokedy qokedy rol	OPEN	0	0
G750-D1213	G749-O1213	qokaiin	f77v	f77	f77v.25	4	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	lchor oiiin shedy qokaiin saiin dal sheedy qokeedy ral	OPEN	0	0
G750-D1214	G749-O1214	qokedy	f77v	f77	f77v.26	5	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dairol shedy rchy sheor qokedy qoky chckhy qokchy ldol	OPEN	0	0
G750-D1215	G749-O1215	cheky	f77v	f77	f77v.27	5	1	1	0	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	DRY	-1:fchedy:DRY|MIDDLE_STAGE:d2	tshedy qokain chedal fchedy cheky sain chedy qokain ol	OPEN	0	0
G750-D1216	G749-O1216	qokedy	f77v	f77	f77v.28	2	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ychedy qokedy qoked ol sheor olchdy	OPEN	0	0
G750-D1217	G749-O1217	sheey	f77v	f77	f77v.30	3	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	shey ol sheey qokedy lchedy qokaiin dal daiin chedy	OPEN	0	0
G750-D1218	G749-O1218	qokedy	f77v	f77	f77v.30	4	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	shey ol sheey qokedy lchedy qokaiin dal daiin chedy	OPEN	0	0
G750-D1219	G749-O1219	qokaiin	f77v	f77	f77v.30	6	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	shey ol sheey qokedy lchedy qokaiin dal daiin chedy	OPEN	0	0
G750-D1220	G749-O1220	qokaiin	f77v	f77	f77v.31	3	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qoas shedy qokaiin shcthy qotedy rchr oltedy lchy	OPEN	0	0
G750-D1221	G749-O1221	qokaiin	f77v	f77	f77v.32	4	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ycheey qolshedy qokalchedy qokaiin checkhy qokal	OPEN	0	0
G750-D1222	G749-O1222	qokaiin	f77v	f77	f77v.33	1	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokaiin cheky rar chedy qokal dar y qotal dal rain	OPEN	0	0
G750-D1223	G749-O1223	cheky	f77v	f77	f77v.33	2	1	0	1	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokaiin cheky rar chedy qokal dar y qotal dal rain	OPEN	0	0
G750-D1224	G749-O1224	qokedy	f77v	f77	f77v.34	7	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	solkchedy shar ytal dy dychedy lkchey qokedy rched	OPEN	0	0
G750-D1225	G749-O1225	sheey	f77v	f77	f77v.35	2	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tchor sheey qokain qokain sheol qokeedy qokal dary	OPEN	0	0
G750-D1226	G749-O1226	qokedy	f77v	f77	f77v.36	4	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qotchy qokal shedy qokedy lchedy qokedy qol raiin chey	OPEN	0	0
G750-D1227	G749-O1227	qokedy	f77v	f77	f77v.36	6	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qotchy qokal shedy qokedy lchedy qokedy qol raiin chey	OPEN	0	0
G750-D1228	G749-O1228	cheey	f77v	f77	f77v.37	5	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	schedy qotar sarolsheedy qokain cheey roiin daiin shey	OPEN	0	0
G750-D1229	G749-O1229	qokedy	f77v	f77	f77v.38	3	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	toldal shedy qokedy qokain dolcheedy rolchedy qokedy	OPEN	0	0
G750-D1230	G749-O1230	qokedy	f77v	f77	f77v.38	7	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	toldal shedy qokedy qokain dolcheedy rolchedy qokedy	OPEN	0	0
G750-D1231	G749-O1231	cheey	f77v	f77	f77v.40	4	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokeey rol chdor cheey qokaiin saiin shedy qokeedy qokam	OPEN	0	0
G750-D1232	G749-O1232	qokaiin	f77v	f77	f77v.40	5	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokeey rol chdor cheey qokaiin saiin shedy qokeedy qokam	OPEN	0	0
G750-D1233	G749-O1233	qokedy	f77v	f77	f77v.6	10	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qetedy shedy qotol odal chal dar qopshedy qotedy qotedy qokedy dal	OPEN	0	0
G750-D1234	G749-O1234	okedy	f77v	f77	f77v.7	6	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	olshedy qolsheedy qy rr ycheedy okedy lshedy chs shdal chedy qolky	OPEN	0	0
G750-D1235	G749-O1235	qokedy	f77v	f77	f77v.8	5	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokeeey shedy qokeedy qodykey qokedy rsheedy taiiin sheol teedy yry	OPEN	0	0
G750-D1236	G749-O1236	cheol	f77v	f77	f77v.9	4	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dcheol kshey qolchshy cheol olchedy ol chs ol sheedy qokedy chedy	OPEN	0	0
G750-D1237	G749-O1237	qokedy	f77v	f77	f77v.9	10	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dcheol kshey qolchshy cheol olchedy ol chs ol sheedy qokedy chedy	OPEN	0	0
G750-D1238	G749-O1238	qokedy	f78r	f78	f78r.13	1	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokedy ol kedy qokain okedy kedy tol dy qoteedy dy	OPEN	0	0
G750-D1239	G749-O1239	okedy	f78r	f78	f78r.13	5	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokedy ol kedy qokain okedy kedy tol dy qoteedy dy	OPEN	0	0
G750-D1240	G749-O1240	qokedy	f78r	f78	f78r.15	3	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dchckhedy qokchdy qokedy okedy dal or okeed olkain	OPEN	0	0
G750-D1241	G749-O1241	okedy	f78r	f78	f78r.15	4	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dchckhedy qokchdy qokedy okedy dal or okeed olkain	OPEN	0	0
G750-D1242	G749-O1242	qokedy	f78r	f78	f78r.24	4	0	1	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokeedy kedy qokeey qokedy olol	OPEN	0	0
G750-D1243	G749-O1243	oty	f78r	f78	f78r.29	6	1	0	1	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ssheky ol kedy chckhy dain oty qokor oky dain chy ol	OPEN	0	0
G750-D1244	G749-O1244	qokedy	f78r	f78	f78r.3	4	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tshedor shedy qopchedy qokedy dy qokol oky	OPEN	0	0
G750-D1245	G749-O1245	qokedy	f78r	f78	f78r.31	3	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	solkeedy sheckhy qokedy otal shedy otar olchedy cthdy	OPEN	0	0
G750-D1246	G749-O1246	qokedy	f78r	f78	f78r.32	1	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokedy ckhdy qokain chedy dalky lkain ykeedy okaly dy	OPEN	0	0
G750-D1247	G749-O1247	okal	f78r	f78	f78r.33	7	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ytedy daiin ykedy y olsheey qokeey okal ol keedy dyky	OPEN	0	0
G750-D1248	G749-O1248	qokaiin	f78r	f78	f78r.39	2	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qotaiin qokaiin otedy l keedy	OPEN	0	0
G750-D1249	G749-O1249	qokedy	f78r	f78	f78r.4	2	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokeedy qokedy shedy tchedy otar olkedy dam	OPEN	0	0
G750-D1250	G749-O1250	qokaiin	f78r	f78	f78r.40	4	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	shedy qol shedy qokaiin d ol	OPEN	0	0
G750-D1251	G749-O1251	qokaiin	f78r	f78	f78r.43	3	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	lchedy pchedy qokaiin dar	OPEN	0	0
G750-D1252	G749-O1252	cheky	f78r	f78	f78r.5	2	1	0	1	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qckhedy cheky dol chedy qokedy qokain olkedy	OPEN	0	0
G750-D1253	G749-O1253	qokedy	f78r	f78	f78r.5	5	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qckhedy cheky dol chedy qokedy qokain olkedy	OPEN	0	0
G750-D1254	G749-O1254	qokedy	f78r	f78	f78r.7	3	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokal otedy qokedy qokedy dal qokedy qokedy s am	OPEN	0	0
G750-D1255	G749-O1255	qokedy	f78r	f78	f78r.7	4	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokal otedy qokedy qokedy dal qokedy qokedy s am	OPEN	0	0
G750-D1256	G749-O1256	qokedy	f78r	f78	f78r.7	6	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokal otedy qokedy qokedy dal qokedy qokedy s am	OPEN	0	0
G750-D1257	G749-O1257	qokedy	f78r	f78	f78r.7	7	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokal otedy qokedy qokedy dal qokedy qokedy s am	OPEN	0	0
G750-D1258	G749-O1258	qokedy	f78r	f78	f78r.8	2	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dshedy qokedy okar qokedy shedy ykedy shedy qoky	OPEN	0	0
G750-D1259	G749-O1259	qokedy	f78r	f78	f78r.8	4	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dshedy qokedy okar qokedy shedy ykedy shedy qoky	OPEN	0	0
G750-D1260	G749-O1260	qokedy	f78r	f78	f78r.9	3	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	schedy keedy qokedy chckhd qokain chedy qotedy dy	OPEN	0	0
G750-D1261	G749-O1261	qokedy	f78v	f78	f78v.1	3	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ykedy olfchedy qokedy spchy chedy rol dor ofchedy qokedy	OPEN	0	0
G750-D1262	G749-O1262	qokedy	f78v	f78	f78v.1	9	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ykedy olfchedy qokedy spchy chedy rol dor ofchedy qokedy	OPEN	0	0
G750-D1263	G749-O1263	qokedy	f78v	f78	f78v.10	2	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dshedy qokedy or shedy pchedy qoke dy okedy opchedy	OPEN	0	0
G750-D1264	G749-O1264	okedy	f78v	f78	f78v.10	8	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dshedy qokedy or shedy pchedy qoke dy okedy opchedy	OPEN	0	0
G750-D1265	G749-O1265	okeey	f78v	f78	f78v.11	4	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qol chedy qol okeey ykal ol chdy qokain chcthy daiin	OPEN	0	0
G750-D1266	G749-O1266	chdy	f78v	f78	f78v.11	7	0	0	0	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qol chedy qol okeey ykal ol chdy qokain chcthy daiin	OPEN	0	0
G750-D1267	G749-O1267	qokaiin	f78v	f78	f78v.12	3	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sheor ol qokaiin shckhy otaly qolsheey qokal sain	OPEN	0	0
G750-D1268	G749-O1268	qokedy	f78v	f78	f78v.13	3	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dchokol chedy qokedy qokey qol chedy qokeedy lchey	OPEN	0	0
G750-D1269	G749-O1269	cheey	f78v	f78	f78v.15	1	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	cheey qolchedy qokey or cheef chckhey tedy qokedy ls	OPEN	0	0
G750-D1270	G749-O1270	qokedy	f78v	f78	f78v.15	8	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	cheey qolchedy qokey or cheef chckhey tedy qokedy ls	OPEN	0	0
G750-D1271	G749-O1271	qokedy	f78v	f78	f78v.16	5	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	HOT	1:okey:HOT|MIDDLE_STAGE:d2	lshey r shedy d qokedy okey lchedy qokdy daiin oly	OPEN	0	0
G750-D1272	G749-O1272	qokedy	f78v	f78	f78v.18	3	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	chedy shckhy qokedy dal lshckhy qol qol oteedy qor	OPEN	0	0
G750-D1273	G749-O1273	qokedy	f78v	f78	f78v.2	2	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	olshedy qokedy rshedy cthdy otedy kedy dal dal dol oty dal	OPEN	0	0
G750-D1274	G749-O1274	oty	f78v	f78	f78v.2	10	1	0	1	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	olshedy qokedy rshedy cthdy otedy kedy dal dal dol oty dal	OPEN	0	0
G750-D1275	G749-O1275	okal	f78v	f78	f78v.22	5	1	1	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	okol shey ol shedy okal okchey okeol ol chedy qol	OPEN	0	0
G750-D1276	G749-O1276	qokedy	f78v	f78	f78v.23	8	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qol chedy okeshy qoteedy okeedy ol shedy qokedy dy	OPEN	0	0
G750-D1277	G749-O1277	qokaiin	f78v	f78	f78v.26	1	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokaiin or sheedy otain ol shedy sol fchedy otaldy	OPEN	0	0
G750-D1278	G749-O1278	sheey	f78v	f78	f78v.27	7	0	0	0	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	lol kar shr r ol ols sheey ol chedy oltar olkaiin	OPEN	0	0
G750-D1279	G749-O1279	olkaiin	f78v	f78	f78v.27	11	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	lol kar shr r ol ols sheey ol chedy oltar olkaiin	OPEN	0	0
G750-D1280	G749-O1280	qokedy	f78v	f78	f78v.3	1	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokedy chety qolshedy okedy dol eesolchey qotedy ol dam	OPEN	0	0
G750-D1281	G749-O1281	okedy	f78v	f78	f78v.3	4	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokedy chety qolshedy okedy dol eesolchey qotedy ol dam	OPEN	0	0
G750-D1282	G749-O1282	okal	f78v	f78	f78v.30	7	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sal shol sain sheety or oiiin okal oltal qokar ary	OPEN	0	0
G750-D1283	G749-O1283	okal	f78v	f78	f78v.5	9	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qor olkeey olkain ol chsey ol cheeky dar okal dal olchedy	OPEN	0	0
G750-D1284	G749-O1284	okeey	f78v	f78	f78v.6	2	0	0	0	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ety okeey or eey ykeey lchey qokain okedy qokedy qol	OPEN	0	0
G750-D1285	G749-O1285	okedy	f78v	f78	f78v.6	8	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ety okeey or eey ykeey lchey qokain okedy qokedy qol	OPEN	0	0
G750-D1286	G749-O1286	qokedy	f78v	f78	f78v.6	9	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ety okeey or eey ykeey lchey qokain okedy qokedy qol	OPEN	0	0
G750-D1287	G749-O1287	qokedy	f78v	f78	f78v.7	7	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	otor y shedy otedy shedy qokeedy qokedy otar otedy	OPEN	0	0
G750-D1288	G749-O1288	qokedy	f78v	f78	f78v.8	1	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokedy otedy qokain oteedy qokeedy dar okedy dkedy dain	OPEN	0	0
G750-D1289	G749-O1289	okedy	f78v	f78	f78v.8	7	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokedy otedy qokain oteedy qokeedy dar okedy dkedy dain	OPEN	0	0
G750-D1290	G749-O1290	qokedy	f78v	f78	f78v.9	5	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	y cheolk o lkeedy qokedy ol chedol okeedy qotedy rorarol	OPEN	0	0
G750-D1291	G749-O1291	cheey	f79r	f79	f79r.14	6	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	saral qokain checkhy qotal qol cheey chey dain chedy qol	OPEN	0	0
G750-D1292	G749-O1292	sheey	f79r	f79	f79r.16	6	0	0	0	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	shain shckhy qoly kshedy otal sheey qokain shey qokam	OPEN	0	0
G750-D1293	G749-O1293	qokaiin	f79r	f79	f79r.17	1	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokaiin shy lsheey ls air or aror otaiin ches olol ol	OPEN	0	0
G750-D1294	G749-O1294	qokaiin	f79r	f79	f79r.18	3	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	solor olshey qokaiin chey qokain otain otain otal ol dam	OPEN	0	0
G750-D1295	G749-O1295	cheey	f79r	f79	f79r.19	2	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sol cheey chol sain oral shey qokain sheyky shoty oly	OPEN	0	0
G750-D1296	G749-O1296	sheey	f79r	f79	f79r.2	7	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qoteedy lshdy otchedy olshey olshee qol sheey qoteey loly	OPEN	0	0
G750-D1297	G749-O1297	qokedy	f79r	f79	f79r.24	4	1	1	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokshedy qolkeey qolkeedy qokedy otain otchey okain y	OPEN	0	0
G750-D1298	G749-O1298	sheey	f79r	f79	f79r.27	2	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokeedy sheey kas cheey olkaiin ol ory cholor oty oky	OPEN	0	0
G750-D1299	G749-O1299	cheey	f79r	f79	f79r.27	4	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokeedy sheey kas cheey olkaiin ol ory cholor oty oky	OPEN	0	0
G750-D1300	G749-O1300	olkaiin	f79r	f79	f79r.27	5	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokeedy sheey kas cheey olkaiin ol ory cholor oty oky	OPEN	0	0
G750-D1301	G749-O1301	oty	f79r	f79	f79r.27	9	1	0	1	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokeedy sheey kas cheey olkaiin ol ory cholor oty oky	OPEN	0	0
G750-D1302	G749-O1302	qochey	f79r	f79	f79r.29	2	1	0	1	DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	lcheey qochey qody qokal olor okchd dchol dchy oly	OPEN	0	0
G750-D1303	G749-O1303	okeey	f79r	f79	f79r.31	5	1	0	1	HOT	HOT|END_STAGE	1	-1:ykeey:HOT|END_STAGE:d1	HOT|END_STAGE	NONE	1	1	HOT|END_STAGE	-1:ykeey:HOT|END_STAGE:d1	HOT|END_STAGE	-1:ykeey:HOT|END_STAGE:d1	polshey oltshedy sheol ykeey okeey cheor sheedy ol	OPEN	0	0
G750-D1304	G749-O1304	sheey	f79r	f79	f79r.34	4	0	0	0	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	lcheol kchedy qotas sheey teol oteedy	OPEN	0	0
G750-D1305	G749-O1305	cheey	f79r	f79	f79r.36	4	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sol sheeol ol cheey os sheky sheol or shear oly	OPEN	0	0
G750-D1306	G749-O1306	sheey	f79r	f79	f79r.37	4	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	lcheol ol ol sheey olsheey sholkeey okchey dain	OPEN	0	0
G750-D1307	G749-O1307	cheol	f79r	f79	f79r.43	4	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	y shey qokain cheol qoky daiin chkag ar cheedy ldy	OPEN	0	0
G750-D1308	G749-O1308	okeey	f79r	f79	f79r.44	3	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ody aran okeey dar cheory	OPEN	0	0
G750-D1309	G749-O1309	cheol	f79r	f79	f79r.5	11	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokal shedy chcthy or chear salchey qol shal chey l cheol chol chy	OPEN	0	0
G750-D1310	G749-O1310	cheey	f79r	f79	f79r.7	6	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	polchedy qokar shey qokl ol cheey qokain chey qoty qokar	OPEN	0	0
