astro_serial	page	locus	diagram_id	group_index_in_locus	surface	astro_token_id	FORMAL_VALUE	ATOMIC_OR_WHOLE_CARD_MNEMONIC	LOCAL_IATROMEDICAL_EXPANSION	NONMEDICAL_RIVAL	UNKNOWN_EXEMPLAR_STATUS	source_class	confidence	source_lineage
152	f67r2	f67r2.69	A1	2	ay	ASTRO_f67r2_069_02	ASTRO_LOCAL_SLOT:CENTRAL_CONDITION_SECTOR	NOT_APPLICABLE_ASTRO_LOCAL	central condition sector 6: cool and moist	Arbeitsalmanach-Auswahl: central condition sector 6: cool and moist	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	CENTRAL_CONDITION_SECTOR	.22	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
153	f67r2	f67r2.70	A1	1	osar	ASTRO_f67r2_070_01	ASTRO_LOCAL_SLOT:CENTRAL_CONDITION_SECTOR	NOT_APPLICABLE_ASTRO_LOCAL	central condition sector 7: cool and dry	Arbeitsalmanach-Auswahl: central condition sector 7: cool and dry	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	CENTRAL_CONDITION_SECTOR	.22	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
154	f67r2	f67r2.71	A1	1	oran	ASTRO_f67r2_071_01	ASTRO_LOCAL_SLOT:CENTRAL_CONDITION_SECTOR	NOT_APPLICABLE_ASTRO_LOCAL	central condition sector 8: cold and dry	Arbeitsalmanach-Auswahl: central condition sector 8: cold and dry	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	CENTRAL_CONDITION_SECTOR	.22	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
155	f67r2	f67r2.72	A1	1	dar	ASTRO_f67r2_072_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	for this division	Arbeitsalmanach-Auswahl: for this division	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
156	f67r2	f67r2.72	A1	2	aldaiin	ASTRO_f67r2_072_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon enters	Arbeitsalmanach-Auswahl: when the calendar cycle enters	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
157	f67r2	f67r2.72	A1	3	ydaiin	ASTRO_f67r2_072_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	use the indicated remedy	Arbeitsalmanach-Auswahl: use the indicated work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
158	f67r2	f67r2.72	A1	4	qkoy	ASTRO_f67r2_072_04	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	avoid bleeding	Arbeitsalmanach-Auswahl: avoid bleeding	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
159	f67r2	f67r2.72	A1	5	ydaiin	ASTRO_f67r2_072_05	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	favour washing	Arbeitsalmanach-Auswahl: favour washing	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
160	f67r2	f67r2.72	A1	6	qofair	ASTRO_f67r2_072_06	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	favour purging	Arbeitsalmanach-Auswahl: favour purging	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
161	f67r2	f67r2.72	A1	7	ypair	ASTRO_f67r2_072_07	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	apply while warm	Arbeitsalmanach-Auswahl: apply while warm	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
162	f67r2	f67r2.72	A1	8	ykoaiin	ASTRO_f67r2_072_08	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	wait until the next station	Arbeitsalmanach-Auswahl: wait until the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
163	f67r2	f67r2.72	A1	9	ydoly	ASTRO_f67r2_072_09	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	with the usual measure	Arbeitsalmanach-Auswahl: with the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
164	f67r2	f67r2.72	A1	10	ytalchos	ASTRO_f67r2_072_10	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	under the same governor	Arbeitsalmanach-Auswahl: under the same governor	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
165	f67r2	f67r2.72	A1	11	oly	ASTRO_f67r2_072_11	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	at night	Arbeitsalmanach-Auswahl: at night	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
166	f67r2	f67r2.72	A1	12	okey	ASTRO_f67r2_072_12	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	in the morning	Arbeitsalmanach-Auswahl: in the morning	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
167	f67r2	f67r2.73	A1	1	sshey	ASTRO_f67r2_073_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon enters	Arbeitsalmanach-Auswahl: when the calendar cycle enters	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
168	f67r2	f67r2.73	A1	2	sy	ASTRO_f67r2_073_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	use the indicated remedy	Arbeitsalmanach-Auswahl: use the indicated work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
169	f67r2	f67r2.73	A1	3	shees	ASTRO_f67r2_073_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	avoid bleeding	Arbeitsalmanach-Auswahl: avoid bleeding	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
170	f67r2	f67r2.73	A1	4	qeykeey	ASTRO_f67r2_073_04	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	favour washing	Arbeitsalmanach-Auswahl: favour washing	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
171	f67r2	f67r2.73	A1	5	ykchey	ASTRO_f67r2_073_05	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	favour purging	Arbeitsalmanach-Auswahl: favour purging	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
172	f67r2	f67r2.73	A1	6	ykchey	ASTRO_f67r2_073_06	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	apply while warm	Arbeitsalmanach-Auswahl: apply while warm	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
173	f67r2	f67r2.73	A1	7	qokeochy	ASTRO_f67r2_073_07	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	wait until the next station	Arbeitsalmanach-Auswahl: wait until the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
174	f67r2	f67r2.73	A1	8	oaiin	ASTRO_f67r2_073_08	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	with the usual measure	Arbeitsalmanach-Auswahl: with the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
175	f67r2	f67r2.73	A1	9	okol	ASTRO_f67r2_073_09	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	under the same governor	Arbeitsalmanach-Auswahl: under the same governor	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
176	f67r2	f67r2.73	A1	10	ar	ASTRO_f67r2_073_10	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	at night	Arbeitsalmanach-Auswahl: at night	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
177	f67r2	f67r2.73	A1	11	olar	ASTRO_f67r2_073_11	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	in the morning	Arbeitsalmanach-Auswahl: in the morning	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
178	f67r2	f67r2.74	A1	1	yshey	ASTRO_f67r2_074_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	use the indicated remedy	Arbeitsalmanach-Auswahl: use the indicated work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
179	f67r2	f67r2.74	A1	2	qokeeody	ASTRO_f67r2_074_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	avoid bleeding	Arbeitsalmanach-Auswahl: avoid bleeding	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
180	f67r2	f67r2.74	A1	3	cheos	ASTRO_f67r2_074_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	favour washing	Arbeitsalmanach-Auswahl: favour washing	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
181	f67r2	f67r2.74	A1	4	oeeos	ASTRO_f67r2_074_04	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	favour purging	Arbeitsalmanach-Auswahl: favour purging	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
182	f67r2	f67r2.74	A1	5	qockhy	ASTRO_f67r2_074_05	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	apply while warm	Arbeitsalmanach-Auswahl: apply while warm	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
183	f67r2	f67r2.74	A1	6	chos	ASTRO_f67r2_074_06	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	wait until the next station	Arbeitsalmanach-Auswahl: wait until the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
184	f67r2	f67r2.74	A1	7	aiin	ASTRO_f67r2_074_07	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	with the usual measure	Arbeitsalmanach-Auswahl: with the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
185	f67r2	f67r2.74	A1	8	okeeody	ASTRO_f67r2_074_08	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	under the same governor	Arbeitsalmanach-Auswahl: under the same governor	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
186	f67r2	f67r2.74	A1	9	qokoaiin	ASTRO_f67r2_074_09	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	at night	Arbeitsalmanach-Auswahl: at night	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
187	f67r2	f67r2.74	A1	10	odain	ASTRO_f67r2_074_10	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	in the morning	Arbeitsalmanach-Auswahl: in the morning	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
188	f67r2	f67r2.74	A1	11	ar	ASTRO_f67r2_074_11	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	for the sick person	Arbeitsalmanach-Auswahl: for the sick person	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
189	f67r2	f67r2.74	A1	12	air	ASTRO_f67r2_074_12	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	at the affected place	Arbeitsalmanach-Auswahl: at the marked worksite	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
190	f67r2	f67r2.74	A1	13	ay	ASTRO_f67r2_074_13	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	repeat once	Arbeitsalmanach-Auswahl: repeat once	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
191	f68r1	f68r1.1	A2	1	shokchy	ASTRO_f68r1_001_01	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	identify	räumlicher Sternkatalog: identify	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
192	f68r1	f68r1.1	A2	2	chteey	ASTRO_f68r1_001_02	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	the lunar station	räumlicher Sternkatalog: the spatial calendar station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
193	f68r1	f68r1.1	A2	3	choteey	ASTRO_f68r1_001_03	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	by its drawn place	räumlicher Sternkatalog: by its drawn place	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
194	f68r1	f68r1.1	A2	4	cphol	ASTRO_f68r1_001_04	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	and consult its rule	räumlicher Sternkatalog: and consult its rule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
195	f68r1	f68r1.1	A2	5	cheor	ASTRO_f68r1_001_05	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	without changing the catalogue order	räumlicher Sternkatalog: without changing the catalogue order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
196	f68r1	f68r1.1	A2	6	opcheeol	ASTRO_f68r1_001_06	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	identify	räumlicher Sternkatalog: identify	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
197	f68r1	f68r1.1	A2	7	otor	ASTRO_f68r1_001_07	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	the lunar station	räumlicher Sternkatalog: the spatial calendar station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
198	f68r1	f68r1.1	A2	8	choctheeey	ASTRO_f68r1_001_08	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	by its drawn place	räumlicher Sternkatalog: by its drawn place	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
199	f68r1	f68r1.1	A2	9	okchoal	ASTRO_f68r1_001_09	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	and consult its rule	räumlicher Sternkatalog: and consult its rule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
200	f68r1	f68r1.2	A2	1	tochso	ASTRO_f68r1_002_01	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	the lunar station	räumlicher Sternkatalog: the spatial calendar station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
201	f68r1	f68r1.2	A2	2	otchl	ASTRO_f68r1_002_02	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	by its drawn place	räumlicher Sternkatalog: by its drawn place	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
202	f68r1	f68r1.2	A2	3	qokeeedy	ASTRO_f68r1_002_03	ASTRO_LOCAL_SLOT:CATALOGUE_INSTRUCTION	NOT_APPLICABLE_ASTRO_LOCAL	and consult its rule	räumlicher Sternkatalog: and consult its rule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CATALOGUE_INSTRUCTION	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
