field_serial	field_id	page	record	record_unit_id	locus	field_ordinal_in_locus	field_ordinal_in_record	event_count	surface_sequence	formal_sequence_opaque	FORMAL_VALUE	ATOMIC_OR_WHOLE_CARD_MNEMONIC	LOCAL_IATROMEDICAL_EXPANSION	NONMEDICAL_RIVAL	UNKNOWN_EXEMPLAR_STATUS	closure_status	source_lineage
110	F110	f83r	2	B4	f83r.25	2	2	3	qolchey qokeey qokedy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | WARM? | SPÜLEN?	fülle danach das Gefäß ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 2/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
111	F111	f83r	2	B4	f83r.25	3	3	2	chedy otal	VARIANT_D(OPAQUE_PAYLOAD) | MARK(<ARG_AL>)	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN	rühre, bis alles gleichmäßig vermischt ist ; zum unteren Ablauf hin	bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 3/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=2;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
112	F112	f83r	2	B4	f83r.26	1	4	5	otchey qokeey qoky tol shedy	FRAME_OT(OPAQUE_PAYLOAD) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | FRAME_O(LINK) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	TEIL? | WARM? | VERWENDEN? | UNKNOWN | UNKNOWN	Nimm den bezeichneten Anteil ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 4/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=2;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
113	F113	f83r	2	B4	f83r.26	2	5	1	qokylddy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	binde es auf die Stelle und beende den Schritt	bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 5/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
114	F114	f83r	2	B4	f83r.27	1	6	3	dain chedy qokeedy	OPAQUE_PAYLOAD | VARIANT_D(OPAQUE_PAYLOAD) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN	durch ein Tuch ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	Rückstand filtern [Ganzfeldexemplar B4, Feld 6/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=3;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
115	F115	f83r	2	B4	f83r.27	2	7	1	shckhedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	seihe es einmal durch ein Tuch und beende den Schritt	Rückstand filtern [Ganzfeldexemplar B4, Feld 7/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
116	F116	f83r	2	B4	f83r.27	3	8	1	shckhedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	seihe es einmal durch ein Tuch und beende den Schritt	Rückstand filtern [Ganzfeldexemplar B4, Feld 8/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
117	F117	f83r	2	B4	f83r.28	1	9	4	saiin cheeky sheey qokedy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	MASS? | UNKNOWN | UNKNOWN | SPÜLEN?	Ein vorgeschriebenes Maß ; solange es noch warm ist ; die erste Öffnung ; spüle die bezeichnete Stelle einmal und beende den Schritt	Rückstand filtern [Ganzfeldexemplar B4, Feld 9/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=2;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
118	F118	f83r	2	B4	f83r.28	2	10	1	shedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	lasse es bis zur Bereitschaft stehen und beende den Schritt	Rückstand filtern [Ganzfeldexemplar B4, Feld 10/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
119	F119	f83r	2	B4	f83r.28	3	11	1	oldy	CLOSE(FRAME_O(LINK))	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	koche sanft und beende diesen Arbeitsschritt	unten ablassen [Ganzfeldexemplar B4, Feld 11/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
120	F120	f83r	2	B4	f83r.35	1	12	5	saiin cheky okeeol okain chdy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | SET(<ARG_AIN>) | VARIANT_D(OPAQUE_PAYLOAD)	FIELD_OPEN:NONCLOSE* TERMINAL?	MASS? | UNKNOWN | UNKNOWN | UNKNOWN | UNKNOWN	Ein vorgeschriebenes Maß ; bei sanfter Wärme ; das breite Gefäß ; gib einen abgemessenen Anteil in das Gefäß ; rühre, bis alles gleichmäßig vermischt ist	unten ablassen [Ganzfeldexemplar B4, Feld 12/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=4;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
121	F121	f83r	2	B4	f83r.37	1	13	2	sol lkedy	FRAME_O(LINK) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN	Mit der vorigen Zubereitung weiter ; wasche zweimal und beende den Schritt	unten ablassen [Ganzfeldexemplar B4, Feld 13/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=2;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
122	F122	f83r	2	B4	f83r.37	2	14	1	lchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	ABLASSEN?	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	unten ablassen [Ganzfeldexemplar B4, Feld 14/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=0;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
123	F123	f83r	2	B4	f83r.37	3	15	2	qokol shedy	OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN	lasse die Mischung einlaufen ; lasse es bis zur Bereitschaft stehen und beende den Schritt	unten ablassen [Ganzfeldexemplar B4, Feld 15/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=2;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
124	F124	f83r	2	B4	f83r.38	1	16	4	or chey qockhey dairydy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	BEREITUNG? | UNKNOWN | UNKNOWN | UNKNOWN	Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; über der örtlich bezeichneten Stelle ; gebrauche sie sofort und beende den Schritt	neu ansetzen [Ganzfeldexemplar B4, Feld 16/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=3;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
125	F125	f83r	2	B4	f83r.39	1	17	4	qokain shey kain chckhal	SET(<ARG_AIN>) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD + <ARG_AIN> | OPAQUE_PAYLOAD + <ARG_AL>	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN | KLAR? | UNKNOWN | UNKNOWN	gib einen abgemessenen Anteil in das Gefäß ; Bis die Flüssigkeit klar abläuft ; ein abgemessener Anteil ; für die angegebene Dauer	neu ansetzen [Ganzfeldexemplar B4, Feld 17/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=3;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
126	F126	f83r	2	B4	f83r.41	1	18	2	solkey lchedy	OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | ABLASSEN?	öffne danach den oberen Lauf ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	neu ansetzen [Ganzfeldexemplar B4, Feld 18/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
127	F127	f83r	2	B4	f83r.41	2	19	2	qolkain dal	OPAQUE_PAYLOAD + <ARG_AIN> | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN | AN?	das untere Becken ; An die bezeichnete Zielstelle führen	neu ansetzen [Ganzfeldexemplar B4, Feld 19/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
128	F128	f83r	2	B4	f83r.44	1	20	2	skar shedy	OPAQUE_PAYLOAD + <ARG_AR> | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN	gieße das erwärmte Wasser ein ; lasse es bis zur Bereitschaft stehen und beende den Schritt	neu ansetzen [Ganzfeldexemplar B4, Feld 20/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=2;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
129	F129	f83r	3	B5	f83r.47	1	1	1	otchdy	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	ziehe es ab und beende den Schritt	Restbestand abziehen [Ganzfeldexemplar B5, Feld 1/5]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
130	F130	f83r	3	B5	f83r.47	2	2	1	qokchdy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	erwärme es einmal und beende den Schritt	Restbestand abziehen [Ganzfeldexemplar B5, Feld 2/5]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
131	F131	f83r	3	B5	f83r.47	3	3	1	shedal	OPAQUE_PAYLOAD + <ARG_AL>	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN	für einen Zeitabschnitt	einmal erwärmen [Ganzfeldexemplar B5, Feld 3/5]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
132	F132	f83r	3	B5	f83r.48	1	4	5	dal cheol lol chdal aiin	OPAQUE_PAYLOAD | FRAME_O(LINK) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD + <ARG_AL> | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	AN? | UNKNOWN | UNKNOWN | UNKNOWN | MASS?	An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bis es warm ist ; mit der vorigen Mischung ; Ein vorgeschriebenes Maß	für die Arbeitsfrist halten [Ganzfeldexemplar B5, Feld 4/5]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=3;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
133	F133	f83r	3	B5	f83r.49	1	5	3	sol daiiin chedy	FRAME_O(LINK) | OPAQUE_PAYLOAD | VARIANT_D(OPAQUE_PAYLOAD)	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN	Mit der vorigen Zubereitung weiter ; die zweite Öffnung ; rühre, bis alles gleichmäßig vermischt ist	nächster Station übergeben [Ganzfeldexemplar B5, Feld 5/5]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=3;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
134	F134	f83r	4	B6	f83r.52	1	1	4	solkeey qekey raly ol	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | FRAME_O(LINK)	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN | UNKNOWN	setze die Person an das Becken ; ohne Kochen ; die erste Öffnung ; Mit der vorigen Zubereitung weiter	kalten Vorlauf übernehmen [Ganzfeldexemplar B6, Feld 1/2]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=4;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
135	F135	f83r	4	B6	f83r.54	1	2	5	daiin ol dain chey ldalor	OPAQUE_PAYLOAD | FRAME_O(LINK) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	MASS? | UNKNOWN | UNKNOWN | UNKNOWN | UNKNOWN	Ein vorgeschriebenes Maß ; Mit der vorigen Zubereitung weiter ; durch ein Tuch ; Diese aktive Portion ; an der bezeichneten Stelle	zum sichtbaren Ziel führen [Ganzfeldexemplar B6, Feld 2/2]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=4;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
