event_serial	event_id	section	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display_only	image_owner_id	owner_break_before	owner_reset	literal_visible_layer	autonomous_primary_token	optional_questioned_master_gloss	occurrence_bound_exemplar	source_token_count	read_action	line_crossing	terminal_status	source_class	source_expansion_confidence	strongest_rival	strongest_contradiction	semantic_ceiling	source_lineage
318	E318	BIOLOGICAL	B4	f83r	f83r.25	F110	B4-S002	7db18b2f0fb7ed0fcfd3	qokedy	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3; SURFACE:qokedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.25	TERMINAL	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
319	E319	BIOLOGICAL	B4	f83r	f83r.25	F111	B4-S003	6f7ff8287eddf4da9fdb	chedy	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb; SURFACE:chedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.25→f83r.26; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_ACTION_OR_CONDITION_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
320	E320	BIOLOGICAL	B4	f83r	f83r.25	F111	B4-S003	90bcf0a9ec0ef56399e6	otal	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:90bcf0a9ec0ef56399e6; SURFACE:otal]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Zum unteren Ablauf hin]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.25→f83r.26; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_ACTION_OR_CONDITION_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Leitungsöffnung ausstreichen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
321	E321	BIOLOGICAL	B4	f83r	f83r.26	F112	B4-S003	faf321940aed922846a9	otchey	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:faf321940aed922846a9; SURFACE:otchey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Einen recordlokalen Anteil auswählen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.25→f83r.26; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_ACTION_OR_CONDITION_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Teilcharge aus lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
322	E322	BIOLOGICAL	B4	f83r	f83r.26	F112	B4-S003	0275fbf14e07935b0a45	qokeey	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:0275fbf14e07935b0a45; SURFACE:qokeey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.25→f83r.26; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_ACTION_OR_CONDITION_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an der Wärmestelle von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
323	E323	BIOLOGICAL	B4	f83r	f83r.26	F112	B4-S003	276a7c2d74d1143446f4	qoky	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:276a7c2d74d1143446f4; SURFACE:qoky]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Den gefilterten Waschposten an der äußeren Haut- oder Wundstelle gebrauchen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.25→f83r.26; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_ACTION_OR_CONDITION_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an technischem Stationsziel F112; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
324	E324	BIOLOGICAL	B4	f83r	f83r.26	F112	B4-S003	dcda95c81a5460feb191	tol	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:dcda95c81a5460feb191; SURFACE:tol]	[FORMAL_LINK_OR_SLOT]	ET?=UND/AUCH?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	1	READ_ONE_VISIBLE_SOURCE_TOKEN	YES:f83r.25→f83r.26; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_ACTION_OR_CONDITION_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F112; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
325	E325	BIOLOGICAL	B4	f83r	f83r.26	F112	B4-S003	bc4f1f5c006c74a4d26d	shedy	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d; SURFACE:shedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.25→f83r.26; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	TERMINAL	LOCAL_ACTION_OR_CONDITION_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Wärmequelle am Becken anlegen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
326	E326	BIOLOGICAL	B4	f83r	f83r.26	F113	B4-S004	eb2e4bc143f623ee03ac	qokylddy	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:eb2e4bc143f623ee03ac; SURFACE:qokylddy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.26	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
327	E327	BIOLOGICAL	B4	f83r	f83r.27	F114	B4-S005	53cd0637c6820ba5e91f	dain	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:53cd0637c6820ba5e91f; SURFACE:dain]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Durch ein Tuch]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.27	NONCLOSE	TYPED_EXEMPLAR_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
328	E328	BIOLOGICAL	B4	f83r	f83r.27	F114	B4-S005	6f7ff8287eddf4da9fdb	chedy	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb; SURFACE:chedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.27	NONCLOSE	TYPED_EXEMPLAR_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
329	E329	BIOLOGICAL	B4	f83r	f83r.27	F114	B4-S005	7d25241b0e56c836372a	qokeedy	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:7d25241b0e56c836372a; SURFACE:qokeedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.27	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Rückstand vom Filter abnehmen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
330	E330	BIOLOGICAL	B4	f83r	f83r.27	F115	B4-S006	d68bc8de3bcee09db23c	shckhedy	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:d68bc8de3bcee09db23c; SURFACE:shckhedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Seihe es einmal durch ein Tuch und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.27	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
331	E331	BIOLOGICAL	B4	f83r	f83r.27	F116	B4-S007	d68bc8de3bcee09db23c	shckhedy	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:d68bc8de3bcee09db23c; SURFACE:shckhedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Seihe es einmal durch ein Tuch und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.27	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Spülwasser zuführen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
332	E332	BIOLOGICAL	B4	f83r	f83r.28	F117	B4-S008	2f1c5e56e8f0ff459065	saiin	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:2f1c5e56e8f0ff459065; SURFACE:saiin]	[FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT]	NONE	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	1	READ_FORMAL_CHANNEL	NO:f83r.28	NONCLOSE	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
333	E333	BIOLOGICAL	B4	f83r	f83r.28	F117	B4-S008	2c1a5fd92b9e3c762242	cheeky	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:2c1a5fd92b9e3c762242; SURFACE:cheeky]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Solange es noch warm ist]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.28	NONCLOSE	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Leitung bis zum klaren Lauf spülen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
334	E334	BIOLOGICAL	B4	f83r	f83r.28	F117	B4-S008	92e43836d82f98bf02d3	sheey	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:92e43836d82f98bf02d3; SURFACE:sheey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die erste Öffnung]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.28	NONCLOSE	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Spülrest getrennt auffangen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
335	E335	BIOLOGICAL	B4	f83r	f83r.28	F117	B4-S008	7db18b2f0fb7ed0fcfd3	qokedy	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3; SURFACE:qokedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.28	TERMINAL	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
336	E336	BIOLOGICAL	B4	f83r	f83r.28	F118	B4-S009	bc4f1f5c006c74a4d26d	shedy	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d; SURFACE:shedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.28	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
337	E337	BIOLOGICAL	B4	f83r	f83r.28	F119	B4-S010	1b1ffdd869fb1429ad03	oldy	B4_MAIN_ARCH_LINKED_PAIR	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_ARCH_LINKED_PAIR; EXEMPLAR] > [OPAQUE_CARD:1b1ffdd869fb1429ad03; SURFACE:oldy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.28	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
338	E338	BIOLOGICAL	B4	f83r	f83r.35	F120	B4-S011	2f1c5e56e8f0ff459065	saiin	B4_MAIN_LEFT_OPEN_FRINGE_STATION	BREAK_VISIBLE_GAP__RESET_SUBSTANCE_TARGET_DIRECTION	YES__CLEAR_SUBSTANCE_TARGET_DIRECTION	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:2f1c5e56e8f0ff459065; SURFACE:saiin]	[FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT]	NONE	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	1	READ_FORMAL_CHANNEL	YES:f83r.35→f83r.37; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_PARAMETER_BOOKING_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
339	E339	BIOLOGICAL	B4	f83r	f83r.35	F120	B4-S011	d904bf7b044dd3922781	cheky	B4_MAIN_LEFT_OPEN_FRINGE_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:d904bf7b044dd3922781; SURFACE:cheky]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Bei sanfter Wärme]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.35→f83r.37; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_PARAMETER_BOOKING_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Restcharge zurückführen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
340	E340	BIOLOGICAL	B4	f83r	f83r.35	F120	B4-S011	daf32e6db9e04413ce7f	okeeol	B4_MAIN_LEFT_OPEN_FRINGE_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:daf32e6db9e04413ce7f; SURFACE:okeeol]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Das breite Gefäß]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.35→f83r.37; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_PARAMETER_BOOKING_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: vorigen Arbeitsstand aufnehmen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
