statement_id	record_unit_id	page	sentence_index_in_record	constituent_fields	physical_lines	visible_event_count	independent_source_positions	event_serials	exact_card_order	operational_formal_order	optional_master_gloss_order	cross_field_transitions	cross_physical_line_transitions	cross_line_owner_reset_events	read_once_visible_pair	derived_formal_visible_atoms	master_memorized_visible_expansions	master_memorized_statement_content	leading_content_model	rival_content_model	rival_statement_content	strongest_contradiction	semantic_recovery_without_master	new_word_contribution	canonical_ceiling
B3-S010	B3	f83r	10	F080	f83r.8	2	2	248|249	ba540da978ea132f6da5|c45ebac60774620561e2	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE	0	0	NONE	NONE	2	2	Fülle danach das Gefäß. Lasse es bis zur Klarheit ziehen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S011	B3	f83r	11	F081	f83r.8	4	4	250|251|252|253	348e81ba084c5acdb32b|276a7c2d74d1143446f4|6f7ff8287eddf4da9fdb|0bdc8b6db811b4e67a63	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE	0	0	NONE	NONE	4	4	Wende es an der markierten Stelle an. Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen. Rühre, bis alles gleichmäßig vermischt ist. Und lasse es abkühlen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S012	B3	f83r	12	F082	f83r.11	2	2	254|255	7a4bb8136330ee4e6e56|bc4f1f5c006c74a4d26d	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE	0	0	NONE	NONE	2	2	Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S013	B3	f83r	13	F083	f83r.11	4	4	256|257|258|259	b5fcea1eaed06b2f2291|9da1b6ac2c929daea697|6b89d6dd70635bc60fe0|7db18b2f0fb7ed0fcfd3	FORMAL_RELATION_OR_ENTRY|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	PER?|NONE|NONE|NONE	0	0	NONE	NONE	4	4	Den aktiven Posten nach der örtlichen Vorschrift bemessen. Ein abgemessener Anteil. Unter derselben Einstellung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S014	B3	f83r	14	F084	f83r.11	2	2	260|261	7d2404c835b10a2c06af|03626ca94cb17800d767	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE	0	0	NONE	NONE	2	2	Öffne danach den oberen Lauf. Wasche einmal und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S015	B3	f83r	15	F085	f83r.11	1	1	262	de7321bface5628e35d6	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S016	B3	f83r	16	F086|F087	f83r.11|f83r.14	2	2	263|264	2b7fa918d1b2f5c656e3|07913ef9b1fb773cd325	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE	1	1	E264	NONE	2	2	Schließe den unteren Ablauf. Lasse es abkühlen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Die Aussage kreuzt zwei sichtbare Besitzer; sie ist nur als zweigliedrige Klausel mit explizitem Reset ausführbar. Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S017	B3	f83r	17	F088	f83r.14	1	1	265	7d25241b0e56c836372a	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S018	B3	f83r	18	F089	f83r.14	1	1	266	bc4f1f5c006c74a4d26d	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S019	B3	f83r	19	F090	f83r.14	1	1	267	db167f8e9b53eefb58f8	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S020	B3	f83r	20	F091	f83r.14	2	2	268|269	dd0ecaf5e27d81befffc|de7321bface5628e35d6	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE	0	0	NONE	NONE	2	2	Den aktiven Posten an der örtlich bezeichneten Station führen. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S021	B3	f83r	21	F092|F093	f83r.14|f83r.15	11	11	270|271|272|273|274|275|276|277|278|279|280	b5fcea1eaed06b2f2291|e0b630cb1b5df5e7105b|dd0ecaf5e27d81befffc|b921a237be883a820352|2f1c5e56e8f0ff459065|abb23e5e6936b4147f76|cb57b696b815fdef9cb7|b921a237be883a820352|dd0ecaf5e27d81befffc|e0b630cb1b5df5e7105b|2bc2ed2630dbdaaa6b59	FORMAL_RELATION_OR_ENTRY|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_PARAMETER_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	PER?|NONE|NONE|NONE|NONE|NONE|NONE|NONE|NONE|NONE|NONE	1	1	NONE	NONE	11	11	Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den örtlichen Prüfzustand der Charge feststellen. Den aktiven Posten an der örtlich bezeichneten Station führen. Diese aktive Portion. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Für einen Zeitabschnitt. Warmes Wasser. Diese aktive Portion. Den aktiven Posten an der örtlich bezeichneten Station führen. Den örtlichen Prüfzustand der Charge feststellen. Behalte den Rückstand und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S022	B3	f83r	22	F094	f83r.15	1	1	281	4de12cf322dfb76ded1e	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Mische zu gleichen Teilen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S023	B3	f83r	23	F095	f83r.15	1	1	282	de7321bface5628e35d6	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S024	B3	f83r	24	F096	f83r.16	1	1	283	259b2b3b0bf859882e2c	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S025	B3	f83r	25	F097	f83r.16	1	1	284	87411f84689b4f93a303	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Erwärme es einmal und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S026	B3	f83r	26	F098|F099	f83r.16|f83r.20	7	7	285|286|287|288|289|290|291	342c3f0777337648f4b3|d72f71baff01cd0a0406|6f7ff8287eddf4da9fdb|1645e612504fcef59ced|e0b630cb1b5df5e7105b|d788d8d72d41b25a3c71|3b70942557b3a40e8030	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE|NONE|NONE|NONE	1	1	E291	NONE	7	7	Richte die bezeichnete Beckenstation ein. Nach dem Absetzen. Rühre, bis alles gleichmäßig vermischt ist. Gib einen abgemessenen Anteil in das Gefäß. Den örtlichen Prüfzustand der Charge feststellen. Bis der Strom klar wird. Lasse die Flüssigkeit sich setzen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Die Aussage kreuzt zwei sichtbare Besitzer; sie ist nur als zweigliedrige Klausel mit explizitem Reset ausführbar. Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker. Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S027	B3	f83r	27	F100	f83r.20	1	1	292	ff178343c18e287ce3b7	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S028	B3	f83r	28	F101	f83r.20	2	2	293|294	0275fbf14e07935b0a45|7db18b2f0fb7ed0fcfd3	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE	0	0	NONE	NONE	2	2	Die Charge für den vorgesehenen Gebrauch temperieren. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S029	B3	f83r	29	F102	f83r.20	3	3	295|296|297	dcda95c81a5460feb191|9247e38d29c79a0d2fa5|7db18b2f0fb7ed0fcfd3	FORMAL_LINK_OR_SLOT|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	ET?|NONE|NONE	0	0	NONE	NONE	3	3	Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Nach der ersten Spülung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S030	B3	f83r	30	F103|F104	f83r.20|f83r.22	4	4	298|299|300|301	276a7c2d74d1143446f4|2f1c5e56e8f0ff459065|b154ff779abe5f196c80|4de12cf322dfb76ded1e	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_PARAMETER_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE	1	1	NONE	NONE	4	4	Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Ziehe die klare Flüssigkeit ab. Mische zu gleichen Teilen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S031	B3	f83r	31	F105	f83r.22	1	1	302	7d25241b0e56c836372a	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S032	B3	f83r	32	F106	f83r.22	5	5	303|304|305|306|307	d784b2abcaf1a3703de2|6f7ff8287eddf4da9fdb|1779decef17481ec2853|54d0e228ca346110af05|c45ebac60774620561e2	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE|NONE	0	0	NONE	NONE	5	5	Beginne die Spülung. Rühre, bis alles gleichmäßig vermischt ist. Das breite Gefäß. Für dieselbe Dauer wie zuvor. Lasse es bis zur Klarheit ziehen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S033	B3	f83r	33	F107	f83r.22	1	1	308	04a3877f0fc81b7597c9	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Ziehe es ab und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S034	B3	f83r	34	F108	f83r.24	6	6	309|310|311|312|313|314	2c82523794dcb7d2b343|e0b630cb1b5df5e7105b|80ebbbbf238eee9f0aef|54d0e228ca346110af05|7811a7daff25d476e28d|bc4f1f5c006c74a4d26d	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE|NONE|NONE	0	0	NONE	NONE	6	6	Bis es klar ist. Den örtlichen Prüfzustand der Charge feststellen. Gleichmäßig bearbeiten. Für dieselbe Dauer wie zuvor. Das untere Becken. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B4-S001	B4	f83r	1	F109	f83r.25	1	1	315	7d25241b0e56c836372a	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
