ledger_serial	unified_id	section	unit_id	page	formal_recovery_confidence	occurrence_content_confidence	portable_word_confidence	global_purpose_confidence	strongest_local_rival	strongest_local_contradiction	global_counterevidence	containment	status
558	A:A1:G177	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Kalenderischer Rivale: selbständige Phasen-, Monats- oder Lehrscheibe ohne Bezug zum linken Rad.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
559	A:A1:G178	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: seitenlokale Legende, deren Bildbesitzer und Funktion nicht auflösbar sind.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
560	A:A1:G179	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: seitenlokale Legende, deren Bildbesitzer und Funktion nicht auflösbar sind.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
561	A:A1:G180	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: seitenlokale Legende, deren Bildbesitzer und Funktion nicht auflösbar sind.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
562	A:A1:G181	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: seitenlokale Legende, deren Bildbesitzer und Funktion nicht auflösbar sind.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
563	A:A1:G182	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: seitenlokale Legende, deren Bildbesitzer und Funktion nicht auflösbar sind.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
564	A:A1:G183	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: seitenlokale Legende, deren Bildbesitzer und Funktion nicht auflösbar sind.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
565	A:A1:G184	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: seitenlokale Legende, deren Bildbesitzer und Funktion nicht auflösbar sind.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
566	A:A1:G185	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: seitenlokale Legende, deren Bildbesitzer und Funktion nicht auflösbar sind.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
567	A:A1:G186	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: seitenlokale Legende, deren Bildbesitzer und Funktion nicht auflösbar sind.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
568	A:A1:G187	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: seitenlokale Legende, deren Bildbesitzer und Funktion nicht auflösbar sind.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
569	A:A1:G188	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: seitenlokale Legende, deren Bildbesitzer und Funktion nicht auflösbar sind.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
570	A:A1:G189	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: seitenlokale Legende, deren Bildbesitzer und Funktion nicht auflösbar sind.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
571	A:A1:G190	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: seitenlokale Legende, deren Bildbesitzer und Funktion nicht auflösbar sind.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
572	A:A2:G001	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
573	A:A2:G002	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
574	A:A2:G003	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
575	A:A2:G004	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
576	A:A2:G005	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
577	A:A2:G006	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
578	A:A2:G007	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
579	A:A2:G008	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
580	A:A2:G009	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
581	A:A2:G010	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
582	A:A2:G011	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
583	A:A2:G012	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
584	A:A2:G013	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
585	A:A2:G014	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
586	A:A2:G015	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
587	A:A2:G016	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
588	A:A2:G017	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
589	A:A2:G018	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
590	A:A2:G019	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
591	A:A2:G020	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
592	A:A2:G021	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
593	A:A2:G022	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
594	A:A2:G023	ASTRO	A2	f68r1	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.30	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: unabhängige Paneel- oder Zentrumslegende ohne gemeinsamen Atlasalgorithmus.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
