statement_id	record_unit_id	section	page	constituent_fields	physical_lines	event_serials	event_count	operational_sequence	master_exemplar_statement_text	owner_transition	visible_owner_resets	cross_physical_line_transitions	strongest_content_rival	notation_rival	strongest_contradiction	content_status	semantic_ceiling
B3-S017	B3	BIOLOGICAL	f83r	F088	f83r.14	265	1	E265:OPAQUE_EXEMPLAR_CARD	Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	KEEP_UNRESOLVED_OWNER[F088:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S018	B3	BIOLOGICAL	f83r	F089	f83r.14	266	1	E266:OPAQUE_EXEMPLAR_CARD	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	KEEP_UNRESOLVED_OWNER[F089:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S019	B3	BIOLOGICAL	f83r	F090	f83r.14	267	1	E267:OPAQUE_EXEMPLAR_CARD	Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.	KEEP_UNRESOLVED_OWNER[F090:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S020	B3	BIOLOGICAL	f83r	F091	f83r.14	268|269	2	E268:OPAQUE_EXEMPLAR_CARD > E269:OPAQUE_EXEMPLAR_CARD	Den aktiven Posten an der örtlich bezeichneten Station führen. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	KEEP_UNRESOLVED_OWNER[F091:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S021	B3	BIOLOGICAL	f83r	F092|F093	f83r.14|f83r.15	270|271|272|273|274|275|276|277|278|279|280	11	E270:FORMAL_RELATION_OR_ENTRY_MARK_WITH_ENTRY_BIAS > E271:OPAQUE_EXEMPLAR_CARD > E272:OPAQUE_EXEMPLAR_CARD > E273:OPAQUE_EXEMPLAR_CARD > E274:FORMAL_NONWORD_CHANNEL > E275:OPAQUE_EXEMPLAR_CARD > E276:OPAQUE_EXEMPLAR_CARD > E277:OPAQUE_EXEMPLAR_CARD > E278:OPAQUE_EXEMPLAR_CARD > E279:OPAQUE_EXEMPLAR_CARD > E280:OPAQUE_EXEMPLAR_CARD	Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den örtlichen Prüfzustand der Charge feststellen. Den aktiven Posten an der örtlich bezeichneten Station führen. Diese aktive Portion. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Für einen Zeitabschnitt. Warmes Wasser. Diese aktive Portion. Den aktiven Posten an der örtlich bezeichneten Station führen. Den örtlichen Prüfzustand der Charge feststellen. Behalte den Rückstand und beende den Schritt.	KEEP_UNRESOLVED_OWNER[F092:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] -> KEEP_UNRESOLVED_OWNER[F093:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	0	1	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S022	B3	BIOLOGICAL	f83r	F094	f83r.15	281	1	E281:OPAQUE_EXEMPLAR_CARD	Mische zu gleichen Teilen und beende den Schritt.	KEEP_UNRESOLVED_OWNER[F094:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S023	B3	BIOLOGICAL	f83r	F095	f83r.15	282	1	E282:OPAQUE_EXEMPLAR_CARD	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	KEEP_UNRESOLVED_OWNER[F095:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S024	B3	BIOLOGICAL	f83r	F096	f83r.16	283	1	E283:OPAQUE_EXEMPLAR_CARD	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	KEEP_UNRESOLVED_OWNER[F096:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S025	B3	BIOLOGICAL	f83r	F097	f83r.16	284	1	E284:OPAQUE_EXEMPLAR_CARD	Erwärme es einmal und beende den Schritt.	KEEP_UNRESOLVED_OWNER[F097:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S026	B3	BIOLOGICAL	f83r	F098|F099	f83r.16|f83r.20	285|286|287|288|289|290|291	7	E285:OPAQUE_EXEMPLAR_CARD > E286:OPAQUE_EXEMPLAR_CARD > E287:OPAQUE_EXEMPLAR_CARD > E288:OPAQUE_EXEMPLAR_CARD > E289:OPAQUE_EXEMPLAR_CARD > E290:OPAQUE_EXEMPLAR_CARD > E291:OPAQUE_EXEMPLAR_CARD	Richte die bezeichnete Beckenstation ein. Nach dem Absetzen. Rühre, bis alles gleichmäßig vermischt ist. Gib einen abgemessenen Anteil in das Gefäß. Den örtlichen Prüfzustand der Charge feststellen. Bis der Strom klar wird. Lasse die Flüssigkeit sich setzen und beende den Schritt.	KEEP_UNRESOLVED_OWNER[F098:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] -> BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F099:DIRECT_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	1	1	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Aussage kreuzt zwei sichtbare Besitzer; sie ist nur als zweigliedrige Klausel mit explizitem Reset ausführbar. Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker. Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S027	B3	BIOLOGICAL	f83r	F100	f83r.20	292	1	E292:OPAQUE_EXEMPLAR_CARD	Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt.	INHERIT_OWNER[F100:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S028	B3	BIOLOGICAL	f83r	F101	f83r.20	293|294	2	E293:OPAQUE_EXEMPLAR_CARD > E294:OPAQUE_EXEMPLAR_CARD	Die Charge für den vorgesehenen Gebrauch temperieren. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	INHERIT_OWNER[F101:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S029	B3	BIOLOGICAL	f83r	F102	f83r.20	295|296|297	3	E295:FORMAL_LINK_OR_SLOT > E296:OPAQUE_EXEMPLAR_CARD > E297:OPAQUE_EXEMPLAR_CARD	Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Nach der ersten Spülung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	INHERIT_OWNER[F102:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S030	B3	BIOLOGICAL	f83r	F103|F104	f83r.20|f83r.22	298|299|300|301	4	E298:OPAQUE_EXEMPLAR_CARD > E299:FORMAL_NONWORD_CHANNEL > E300:OPAQUE_EXEMPLAR_CARD > E301:OPAQUE_EXEMPLAR_CARD	Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Ziehe die klare Flüssigkeit ab. Mische zu gleichen Teilen und beende den Schritt.	INHERIT_OWNER[F103:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR] -> INHERIT_OWNER[F104:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	0	1	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S031	B3	BIOLOGICAL	f83r	F105	f83r.22	302	1	E302:OPAQUE_EXEMPLAR_CARD	Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	INHERIT_OWNER[F105:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S032	B3	BIOLOGICAL	f83r	F106	f83r.22	303|304|305|306|307	5	E303:OPAQUE_EXEMPLAR_CARD > E304:OPAQUE_EXEMPLAR_CARD > E305:OPAQUE_EXEMPLAR_CARD > E306:OPAQUE_EXEMPLAR_CARD > E307:OPAQUE_EXEMPLAR_CARD	Beginne die Spülung. Rühre, bis alles gleichmäßig vermischt ist. Das breite Gefäß. Für dieselbe Dauer wie zuvor. Lasse es bis zur Klarheit ziehen und beende den Schritt.	INHERIT_OWNER[F106:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S033	B3	BIOLOGICAL	f83r	F107	f83r.22	308	1	E308:OPAQUE_EXEMPLAR_CARD	Ziehe es ab und beende den Schritt.	INHERIT_OWNER[F107:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S034	B3	BIOLOGICAL	f83r	F108	f83r.24	309|310|311|312|313|314	6	E309:OPAQUE_EXEMPLAR_CARD > E310:OPAQUE_EXEMPLAR_CARD > E311:OPAQUE_EXEMPLAR_CARD > E312:OPAQUE_EXEMPLAR_CARD > E313:OPAQUE_EXEMPLAR_CARD > E314:OPAQUE_EXEMPLAR_CARD	Bis es klar ist. Den örtlichen Prüfzustand der Charge feststellen. Gleichmäßig bearbeiten. Für dieselbe Dauer wie zuvor. Das untere Becken. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	INHERIT_OWNER[F108:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR] -> RESET_AT_RECORD_END	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B4-S001	B4	BIOLOGICAL	f83r	F109	f83r.25	315	1	E315:OPAQUE_EXEMPLAR_CARD	Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.	RESET_RECORD -> SET_DIRECT_OWNER[F109:DIRECT_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B4-S002	B4	BIOLOGICAL	f83r	F110	f83r.25	316|317|318	3	E316:OPAQUE_EXEMPLAR_CARD > E317:OPAQUE_EXEMPLAR_CARD > E318:OPAQUE_EXEMPLAR_CARD	Fülle danach das Gefäß. Die Charge für den vorgesehenen Gebrauch temperieren. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	INHERIT_OWNER[F110:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B4-S003	B4	BIOLOGICAL	f83r	F111|F112	f83r.25|f83r.26	319|320|321|322|323|324|325	7	E319:OPAQUE_EXEMPLAR_CARD > E320:OPAQUE_EXEMPLAR_CARD > E321:OPAQUE_EXEMPLAR_CARD > E322:OPAQUE_EXEMPLAR_CARD > E323:OPAQUE_EXEMPLAR_CARD > E324:FORMAL_LINK_OR_SLOT > E325:OPAQUE_EXEMPLAR_CARD	Rühre, bis alles gleichmäßig vermischt ist. Zum unteren Ablauf hin. Einen recordlokalen Anteil auswählen. Die Charge für den vorgesehenen Gebrauch temperieren. Den gefilterten Waschposten an der äußeren Haut- oder Wundstelle gebrauchen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	INHERIT_OWNER[F111:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR] -> INHERIT_OWNER[F112:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	0	1	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B4-S004	B4	BIOLOGICAL	f83r	F113	f83r.26	326	1	E326:OPAQUE_EXEMPLAR_CARD	Lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt.	INHERIT_OWNER[F113:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B4-S005	B4	BIOLOGICAL	f83r	F114	f83r.27	327|328|329	3	E327:OPAQUE_EXEMPLAR_CARD > E328:OPAQUE_EXEMPLAR_CARD > E329:OPAQUE_EXEMPLAR_CARD	Durch ein Tuch. Rühre, bis alles gleichmäßig vermischt ist. Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.	INHERIT_OWNER[F114:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B4-S006	B4	BIOLOGICAL	f83r	F115	f83r.27	330	1	E330:OPAQUE_EXEMPLAR_CARD	Seihe es einmal durch ein Tuch und beende den Schritt.	INHERIT_OWNER[F115:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B4-S007	B4	BIOLOGICAL	f83r	F116	f83r.27	331	1	E331:OPAQUE_EXEMPLAR_CARD	Seihe es einmal durch ein Tuch und beende den Schritt.	INHERIT_OWNER[F116:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B4-S008	B4	BIOLOGICAL	f83r	F117	f83r.28	332|333|334|335	4	E332:FORMAL_NONWORD_CHANNEL > E333:OPAQUE_EXEMPLAR_CARD > E334:OPAQUE_EXEMPLAR_CARD > E335:OPAQUE_EXEMPLAR_CARD	Den aktiven Posten nach der örtlichen Vorschrift bemessen. Solange es noch warm ist. Die erste Öffnung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	INHERIT_OWNER[F117:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Der Bogen koppelt die Figuren sichtbar, zeigt aber weder Medium noch Richtung oder zyklische Rückführung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
