seam_ordinal	statement_id	physical_page	register	left_event_id	right_event_id	direction	mixed_state_nonstate	state_endpoint_event_id	state_endpoint_changed	shared_action_contacts	shared_action_contact_count	full_action_frame_exact_before	full_action_frame_exact_after	action_head_exact_before	action_head_exact_after	left_gdt567_clause_de	right_gdt567_clause_de	left_action_voice_clause_de	right_action_voice_clause_de	guard
3682	G407-S685	f89r	PHARMA	G407-E4366	G407-E4367	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Nimm den Drogenposten und stelle den Drogenposten ein; auf Grad I.	Im laufenden Gang stelle den Mengenwert ein.	Nimm den Drogenposten und stelle den Drogenposten ein; auf Grad I.	Im laufenden Gang stelle den Mengenwert ein.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3683	G407-S685	f89r	PHARMA	G407-E4367	G407-E4368	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang stelle den Mengenwert ein.	Im laufenden Gang stelle den Drogenposten ein.	Im laufenden Gang stelle den Mengenwert ein.	Im laufenden Gang stelle den Drogenposten ein.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3684	G407-S685	f89r	PHARMA	G407-E4368	G407-E4369	NONSTATE_TO_STATE	YES	G407-E4369	YES	NONE	0	0	0	0	0	Im laufenden Gang stelle den Drogenposten ein.	Weiter: setze den Drogenposten.	Im laufenden Gang stelle den Drogenposten ein.	Weiter: setze den Drogenposten als Ansatz an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3685	G407-S685	f89r	PHARMA	G407-E4369	G407-E4370	STATE_TO_NONSTATE	YES	G407-E4369	YES	NONE	0	0	0	0	0	Weiter: setze den Drogenposten.	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Weiter: setze den Drogenposten als Ansatz an.	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3686	G407-S685	f89r	PHARMA	G407-E4370	G407-E4371	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Setze den Drogenposten [wie zuvor] als Ansatz an; als Ausführung und auf der bezeichneten Stufe.	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Setze den Drogenposten [wie zuvor] als Ansatz an; als Ausführung und auf der bezeichneten Stufe.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3687	G407-S685	f89r	PHARMA	G407-E4371	G407-E4372	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Drogenposten [wie zuvor] als Ansatz an; als Ausführung und auf der bezeichneten Stufe.	Setze den Drogenposten als Ansatz an; auf Grad I und als Ausführung.	Setze den Drogenposten [wie zuvor] als Ansatz an; als Ausführung und auf der bezeichneten Stufe.	Setze den Drogenposten als Ansatz an; auf Grad I und als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3688	G407-S685	f89r	PHARMA	G407-E4372	G407-E4373	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Drogenposten als Ansatz an; auf Grad I und als Ausführung.	Im laufenden Gang setze den Drogenposten als Ansatz an; als Ausführung und auf Grad II.	Setze den Drogenposten als Ansatz an; auf Grad I und als Ausführung.	Im laufenden Gang setze den Drogenposten als Ansatz an; als Ausführung und auf Grad II.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3689	G407-S685	f89r	PHARMA	G407-E4373	G407-E4374	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze den Drogenposten als Ansatz an; als Ausführung und auf Grad II.	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Im laufenden Gang setze den Drogenposten als Ansatz an; als Ausführung und auf Grad II.	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3690	G407-S685	f89r	PHARMA	G407-E4374	G407-E4375	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Halte den Drogenposten; auf Grad II.	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Halte den Drogenposten; auf Grad II.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3691	G407-S685	f89r	PHARMA	G407-E4375	G407-E4376	NONSTATE_TO_STATE	YES	G407-E4376	YES	NONE	0	0	0	0	0	Halte den Drogenposten; auf Grad II.	Weiter: setze den Drogenposten; auf Grad I.	Halte den Drogenposten; auf Grad II.	Weiter: setze den Drogenposten als Ansatz an; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3692	G407-S685	f89r	PHARMA	G407-E4376	G407-E4377	STATE_TO_NONSTATE	YES	G407-E4376	YES	OK:setze	1	0	1	1	1	Weiter: setze den Drogenposten; auf Grad I.	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	Weiter: setze den Drogenposten als Ansatz an; auf Grad I.	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3693	G407-S685	f89r	PHARMA	G407-E4377	G407-E4378	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	Wähle den Drogenposten [wie zuvor].	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	Wähle den Drogenposten [wie zuvor].	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3694	G407-S685	f89r	PHARMA	G407-E4378	G407-E4379	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Wähle den Drogenposten [wie zuvor].	Im laufenden Gang wähle den Mengenwert.	Wähle den Drogenposten [wie zuvor].	Im laufenden Gang wähle den Mengenwert.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3695	G407-S685	f89r	PHARMA	G407-E4379	G407-E4380	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang wähle den Mengenwert.	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; als Ausführung, auf Grad I und als Ausführung.	Im laufenden Gang wähle den Mengenwert.	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; als Ausführung, auf Grad I und als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3696	G407-S685	f89r	PHARMA	G407-E4380	G407-E4381	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; als Ausführung, auf Grad I und als Ausführung.	Wähle den Mengenwert [wie zuvor]; als Ausführung und auf der bezeichneten Stufe; mit der lokalen Variante.	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; als Ausführung, auf Grad I und als Ausführung.	Wähle den Mengenwert [wie zuvor]; als Ausführung und auf der bezeichneten Stufe; mit der lokalen Variante.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3697	G407-S685	f89r	PHARMA	G407-E4381	G407-E4382	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Wähle den Mengenwert [wie zuvor]; als Ausführung und auf der bezeichneten Stufe; mit der lokalen Variante.	Im laufenden Gang wähle den Mengenwert [wie zuvor]; entlang der Transferbahn; an der bezeichneten Stelle.	Wähle den Mengenwert [wie zuvor]; als Ausführung und auf der bezeichneten Stufe; mit der lokalen Variante.	Im laufenden Gang wähle den Mengenwert [wie zuvor]; entlang der Transferbahn; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3698	G407-S685	f89r	PHARMA	G407-E4382	G407-E4383	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang wähle den Mengenwert [wie zuvor]; entlang der Transferbahn; an der bezeichneten Stelle.	Im laufenden Gang wähle den Drogenposten.	Im laufenden Gang wähle den Mengenwert [wie zuvor]; entlang der Transferbahn; an der bezeichneten Stelle.	Im laufenden Gang wähle den Drogenposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3699	G407-S685	f89r	PHARMA	G407-E4383	G407-E4384	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang wähle den Drogenposten.	Im laufenden Gang wähle den Mengenwert.	Im laufenden Gang wähle den Drogenposten.	Im laufenden Gang wähle den Mengenwert.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3700	G407-S685	f89r	PHARMA	G407-E4384	G407-E4385	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang wähle den Mengenwert.	Im laufenden Gang wähle den Mengenwert [wie zuvor]; als Ausführung.	Im laufenden Gang wähle den Mengenwert.	Im laufenden Gang wähle den Mengenwert [wie zuvor]; als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3701	G407-S685	f89r	PHARMA	G407-E4385	G407-E4386	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang wähle den Mengenwert [wie zuvor]; als Ausführung.	Markiere den Mengenwert [wie zuvor].	Im laufenden Gang wähle den Mengenwert [wie zuvor]; als Ausführung.	Markiere den Mengenwert [wie zuvor].	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3702	G407-S685	f89r	PHARMA	G407-E4386	G407-E4387	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Markiere den Mengenwert [wie zuvor].	Im laufenden Gang markiere den Drogenanteil.	Markiere den Mengenwert [wie zuvor].	Im laufenden Gang markiere den Drogenanteil.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3703	G407-S685	f89r	PHARMA	G407-E4387	G407-E4388	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang markiere den Drogenanteil.	Im laufenden Gang markiere den Drogenanteil [wie zuvor]; vom Ausgangsgefäß.	Im laufenden Gang markiere den Drogenanteil.	Im laufenden Gang markiere den Drogenanteil [wie zuvor]; vom Ausgangsgefäß.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3704	G407-S685	f89r	PHARMA	G407-E4388	G407-E4389	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang markiere den Drogenanteil [wie zuvor]; vom Ausgangsgefäß.	Im laufenden Gang markiere den Drogenanteil.	Im laufenden Gang markiere den Drogenanteil [wie zuvor]; vom Ausgangsgefäß.	Im laufenden Gang markiere den Drogenanteil.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3705	G407-S685	f89r	PHARMA	G407-E4389	G407-E4390	NONSTATE_TO_STATE	YES	G407-E4390	NO	R:markiere	1	1	1	1	1	Im laufenden Gang markiere den Drogenanteil.	Weiter: markiere den Drogenanteil.	Im laufenden Gang markiere den Drogenanteil.	Weiter: markiere den Drogenanteil.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3706	G407-S685	f89r	PHARMA	G407-E4390	G407-E4391	STATE_TO_NONSTATE	YES	G407-E4390	NO	R:markiere	1	1	1	1	1	Weiter: markiere den Drogenanteil.	Im laufenden Gang markiere den Mengenwert.	Weiter: markiere den Drogenanteil.	Im laufenden Gang markiere den Mengenwert.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3707	G407-S685	f89r	PHARMA	G407-E4391	G407-E4392	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang markiere den Mengenwert.	Im laufenden Gang markiere den Mengenwert; als neuen Einsatz und als Ausführung.	Im laufenden Gang markiere den Mengenwert.	Im laufenden Gang markiere den Mengenwert; als neuen Einsatz und als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3708	G407-S685	f89r	PHARMA	G407-E4392	G407-E4393	NONSTATE_TO_STATE	YES	G407-E4393	NO	R:markiere	1	1	1	1	1	Im laufenden Gang markiere den Mengenwert; als neuen Einsatz und als Ausführung.	Weiter: markiere den Mengenwert.	Im laufenden Gang markiere den Mengenwert; als neuen Einsatz und als Ausführung.	Weiter: markiere den Mengenwert.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3709	G407-S685	f89r	PHARMA	G407-E4393	G407-E4394	STATE_TO_NONSTATE	YES	G407-E4393	NO	NONE	0	0	0	0	0	Weiter: markiere den Mengenwert.	Nimm den Mengenwert und gib den Mengenwert zu.	Weiter: markiere den Mengenwert.	Nimm den Mengenwert und gib den Mengenwert zu.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3710	G407-S685	f89r	PHARMA	G407-E4394	G407-E4395	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Nimm den Mengenwert und gib den Mengenwert zu.	Im laufenden Gang gib den Mengenwert zu.	Nimm den Mengenwert und gib den Mengenwert zu.	Im laufenden Gang gib den Mengenwert zu.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3711	G407-S685	f89r	PHARMA	G407-E4395	G407-E4396	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang gib den Mengenwert zu.	Setze den Mengenwert [wie zuvor] als Ansatz an; vom Ausgangsgefäß.	Im laufenden Gang gib den Mengenwert zu.	Setze den Mengenwert [wie zuvor] als Ansatz an; vom Ausgangsgefäß.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3712	G407-S685	f89r	PHARMA	G407-E4396	G407-E4397	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Mengenwert [wie zuvor] als Ansatz an; vom Ausgangsgefäß.	Im laufenden Gang setze den Mengenwert [wie zuvor] als Ansatz an; entlang der Transferbahn; an der bezeichneten Stelle.	Setze den Mengenwert [wie zuvor] als Ansatz an; vom Ausgangsgefäß.	Im laufenden Gang setze den Mengenwert [wie zuvor] als Ansatz an; entlang der Transferbahn; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3713	G407-S685	f89r	PHARMA	G407-E4397	G407-E4398	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze den Mengenwert [wie zuvor] als Ansatz an; entlang der Transferbahn; an der bezeichneten Stelle.	Im laufenden Gang setze den Drogenposten als Ansatz an; entlang der Transferbahn; an der bezeichneten Stelle.	Im laufenden Gang setze den Mengenwert [wie zuvor] als Ansatz an; entlang der Transferbahn; an der bezeichneten Stelle.	Im laufenden Gang setze den Drogenposten als Ansatz an; entlang der Transferbahn; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3714	G407-S687	f95v	HERBAL	G407-E4400	G407-E4401	NONSTATE_TO_STATE	YES	G407-E4401	NO	NONE	0	0	0	0	0	Setze ein; vom Ausgangsmaterial; als Ausführung; an der bezeichneten Stelle.	Halte; zur Ausführung; schließe den Schritt.	Setze ein; vom Ausgangsmaterial; als Ausführung; an der bezeichneten Stelle.	Halte; zur Ausführung; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3715	G407-S688	f95v	HERBAL	G407-E4402	G407-E4403	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang halte den Arbeitswert; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	Bearbeite den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang halte den Arbeitswert; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	Bearbeite den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3716	G407-S688	f95v	HERBAL	G407-E4403	G407-E4404	NONSTATE_TO_STATE	YES	G407-E4404	NO	CHD:bearbeite	1	1	1	1	1	Bearbeite den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	Danach: bearbeite den Pflanzenposten; auf Grad I; schließe den Schritt.	Bearbeite den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	Danach: bearbeite den Pflanzenposten; auf Grad I; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3717	G407-S689	f95v	HERBAL	G407-E4405	G407-E4406	STATE_TO_NONSTATE	YES	G407-E4405	NO	NONE	0	0	0	0	0	Danach: bearbeite den Arbeitswert; auf Grad I.	Halte die Arbeitseinheit.	Danach: bearbeite den Arbeitswert; auf Grad I.	Halte die Arbeitseinheit.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3718	G407-S689	f95v	HERBAL	G407-E4406	G407-E4407	NONSTATE_TO_STATE	YES	G407-E4407	NO	NONE	0	0	0	0	0	Halte die Arbeitseinheit.	Weiter: wähle den Materialanteil.	Halte die Arbeitseinheit.	Weiter: wähle den Materialanteil.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3719	G407-S689	f95v	HERBAL	G407-E4407	G407-E4408	STATE_TO_STATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Weiter: wähle den Materialanteil.	Weiter: wähle den Materialanteil.	Weiter: wähle den Materialanteil.	Weiter: wähle den Materialanteil.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3720	G407-S689	f95v	HERBAL	G407-E4408	G407-E4409	STATE_TO_STATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Weiter: wähle den Materialanteil.	Halte den Materialanteil; auf Grad I; schließe den Schritt.	Weiter: wähle den Materialanteil.	Halte den Materialanteil; auf Grad I; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3721	G407-S690	f95v	HERBAL	G407-E4410	G407-E4411	STATE_TO_NONSTATE	YES	G407-E4410	NO	CHD:bearbeite	1	1	1	1	1	Danach: bearbeite den Pflanzenposten.	Im laufenden Gang bearbeite die Arbeitseinheit; zur Zielstelle.	Danach: bearbeite den Pflanzenposten.	Im laufenden Gang bearbeite die Arbeitseinheit; zur Zielstelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3722	G407-S690	f95v	HERBAL	G407-E4411	G407-E4412	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang bearbeite die Arbeitseinheit; zur Zielstelle.	Bearbeite den Pflanzenposten [außen] und den Pflanzenposten [innen] und stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein.	Im laufenden Gang bearbeite die Arbeitseinheit; zur Zielstelle.	Bearbeite den Pflanzenposten [außen] und den Pflanzenposten [innen] und stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3723	G407-S690	f95v	HERBAL	G407-E4412	G407-E4413	NONSTATE_TO_STATE	YES	G407-E4413	NO	T:stelle	1	1	1	1	1	Bearbeite den Pflanzenposten [außen] und den Pflanzenposten [innen] und stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein.	Weiter: stelle die Arbeitseinheit ein.	Bearbeite den Pflanzenposten [außen] und den Pflanzenposten [innen] und stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein.	Weiter: stelle die Arbeitseinheit ein.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3724	G407-S690	f95v	HERBAL	G407-E4413	G407-E4414	STATE_TO_NONSTATE	YES	G407-E4413	NO	NONE	0	0	0	0	0	Weiter: stelle die Arbeitseinheit ein.	Setze den Pflanzenposten im Arbeitsgang an; an der bezeichneten Stelle.	Weiter: stelle die Arbeitseinheit ein.	Setze den Pflanzenposten im Arbeitsgang an; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3725	G407-S690	f95v	HERBAL	G407-E4414	G407-E4415	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Pflanzenposten im Arbeitsgang an; an der bezeichneten Stelle.	Nimm den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	Setze den Pflanzenposten im Arbeitsgang an; an der bezeichneten Stelle.	Nimm den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3726	G407-S690	f95v	HERBAL	G407-E4415	G407-E4416	NONSTATE_TO_STATE	YES	G407-E4416	NO	CH:nimm	1	1	1	1	1	Nimm den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	Danach: nimm den Arbeitswert.	Nimm den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	Danach: nimm den Arbeitswert.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3727	G407-S690	f95v	HERBAL	G407-E4416	G407-E4417	STATE_TO_NONSTATE	YES	G407-E4416	NO	CH:nimm	1	1	1	1	1	Danach: nimm den Arbeitswert.	Im laufenden Gang nimm den Pflanzenposten.	Danach: nimm den Arbeitswert.	Im laufenden Gang nimm den Pflanzenposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3728	G407-S690	f95v	HERBAL	G407-E4417	G407-E4418	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang nimm den Pflanzenposten.	Gib den Pflanzenposten zu und setze den Pflanzenposten ein; an der bezeichneten Stelle und mit der lokalen Variante.	Im laufenden Gang nimm den Pflanzenposten.	Gib den Pflanzenposten zu und setze den Pflanzenposten ein; an der bezeichneten Stelle und mit der lokalen Variante.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3729	G407-S690	f95v	HERBAL	G407-E4418	G407-E4419	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Gib den Pflanzenposten zu und setze den Pflanzenposten ein; an der bezeichneten Stelle und mit der lokalen Variante.	Nimm den Pflanzenposten und den Arbeitswert und stelle den Pflanzenposten und den Arbeitswert ein; vom Ausgangsmaterial.	Gib den Pflanzenposten zu und setze den Pflanzenposten ein; an der bezeichneten Stelle und mit der lokalen Variante.	Nimm den Pflanzenposten und den Arbeitswert und stelle den Pflanzenposten und den Arbeitswert ein; vom Ausgangsmaterial.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3730	G407-S690	f95v	HERBAL	G407-E4419	G407-E4420	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Nimm den Pflanzenposten und den Arbeitswert und stelle den Pflanzenposten und den Arbeitswert ein; vom Ausgangsmaterial.	Halte den Arbeitswert [wie zuvor] und gib den Arbeitswert [wie zuvor] zu; auf Grad I, als Ausführung und auf der bezeichneten Stufe.	Nimm den Pflanzenposten und den Arbeitswert und stelle den Pflanzenposten und den Arbeitswert ein; vom Ausgangsmaterial.	Halte den Arbeitswert [wie zuvor] und gib den Arbeitswert [wie zuvor] zu; auf Grad I, als Ausführung und auf der bezeichneten Stufe.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3731	G407-S690	f95v	HERBAL	G407-E4420	G407-E4421	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den Arbeitswert [wie zuvor] und gib den Arbeitswert [wie zuvor] zu; auf Grad I, als Ausführung und auf der bezeichneten Stufe.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Halte den Arbeitswert [wie zuvor] und gib den Arbeitswert [wie zuvor] zu; auf Grad I, als Ausführung und auf der bezeichneten Stufe.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3732	G407-S690	f95v	HERBAL	G407-E4421	G407-E4422	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Im laufenden Gang setze die Arbeitseinheit im Arbeitsgang an.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Im laufenden Gang setze die Arbeitseinheit im Arbeitsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3733	G407-S690	f95v	HERBAL	G407-E4422	G407-E4423	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze die Arbeitseinheit im Arbeitsgang an.	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an.	Im laufenden Gang setze die Arbeitseinheit im Arbeitsgang an.	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
