state_edition_ordinal	event_id	statement_id	physical_page	register	owner_id	surface	final_context_recipe	gdt567_owner_voice_clause_de	action_voice_working_clause_de	owner_bound_control_clause_de	generic_action_chain_de	owner_action_chain_de	action_voice_changed	action_voice_equals_owner_bound	action_voice_card_count	action_voice_card_ids	state_atom_alignment	guard	effective_action_roots	action_topology	effective_argument_roots
1500	G515-E0012	G515-S002	f4r	HERBAL	F4R_WHOLE_PLANT	shol	SH+OL	Weiter: halte die Arbeitseinheit.	Weiter: halte die Arbeitseinheit.	Halte die Arbeitseinheit [wie zuvor]; führe fort.	halte die Arbeitseinheit	halte die Arbeitseinheit	NO	NO	1	GDT568-A10	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	OR
1501	G515-E0013	G515-S002	f4r	HERBAL	F4R_WHOLE_PLANT	cthol	CH+T+OL	Weiter: nimm die Arbeitseinheit und stelle die Arbeitseinheit ein.	Weiter: nimm die Arbeitseinheit und stelle die Arbeitseinheit ein.	Nimm die Arbeitseinheit [wie zuvor] und stelle die Arbeitseinheit [wie zuvor] ein; führe fort.	nimm die Arbeitseinheit und stelle die Arbeitseinheit ein	nimm die Arbeitseinheit und stelle die Arbeitseinheit ein	NO	NO	2	GDT568-A07|GDT568-A17	1:CH=nehmen | 2:T=einstellen | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH|T	A+A	OR
1502	G515-E0019	G515-S002	f4r	HERBAL	F4R_WHOLE_PLANT	otchol	OT+CH+OL	Danach: nimm den Arbeitswert; weiterführen.	Danach: nimm den Arbeitswert; weiterführen.	Danach: nimm den Arbeitswert [wie zuvor]; führe fort.	nimm den Arbeitswert	nimm den Arbeitswert	NO	NO	1	GDT568-A07	1:OT=danach | 2:CH=nehmen | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	AIIN
1503	G515-E0020	G515-S002	f4r	HERBAL	F4R_WHOLE_PLANT	chol	OL	Weiter: nimm den Arbeitswert.	Weiter: nimm den Arbeitswert.	Im laufenden Satz nimm den Arbeitswert [wie zuvor]; führe fort.	nimm den Arbeitswert	nimm den Arbeitswert	NO	NO	1	GDT568-A07	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	AIIN
1504	G515-E0023	G515-S002	f4r	HERBAL	F4R_WHOLE_PLANT	qotaiin	OT+AIIN	Danach: nimm den Arbeitswert.	Danach: nimm den Arbeitswert.	Danach: im laufenden Satz nimm den Arbeitswert.	nimm den Arbeitswert	nimm den Arbeitswert	NO	NO	1	GDT568-A07	1:OT=danach | 2:AIIN=den Wert	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	AIIN
1505	G515-E0026	G515-S002	f4r	HERBAL	F4R_WHOLE_PLANT	qotchol	OT+CH+OL	Danach: nimm den Materialanteil; weiterführen.	Danach: nimm den Materialanteil; weiterführen.	Danach: nimm den Materialanteil [wie zuvor]; führe fort.	nimm den Materialanteil	nimm den Materialanteil	NO	NO	1	GDT568-A07	1:OT=danach | 2:CH=nehmen | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	AIN
1506	G515-E0033	G515-S003	f4r	HERBAL	F4R_WHOLE_PLANT	qotchy	OT+Y	Danach: setze den Pflanzenposten ein.	Danach: setze den Pflanzenposten ein.	Danach: im laufenden Satz setze den Pflanzenposten ein.	setze den Pflanzenposten ein	setze den Pflanzenposten ein	NO	NO	1	GDT568-A20	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	P	A	Y
1507	G515-E0035	G515-S003	f4r	HERBAL	F4R_WHOLE_PLANT	tydy	T+Y+DY	Stelle den Pflanzenposten ein; schließe den Schritt.	Stelle den Pflanzenposten ein; schließe den Schritt.	Stelle den Pflanzenposten ein; schließe den Schritt.	stelle den Pflanzenposten ein	stelle den Pflanzenposten ein	NO	YES	1	GDT568-A17	1:T=einstellen | 2:Y=den Posten | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T	A	Y
1508	G515-E0039	G515-S004	f4r	HERBAL	F4R_WHOLE_PLANT	qotaiin	OT+AIIN	Danach: nimm den Arbeitswert.	Danach: nimm den Arbeitswert.	Danach: im laufenden Satz nimm den Arbeitswert.	nimm den Arbeitswert	nimm den Arbeitswert	NO	NO	1	GDT568-A07	1:OT=danach | 2:AIIN=den Wert	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	AIIN
1509	G515-E0040	G515-S004	f4r	HERBAL	F4R_WHOLE_PLANT	cthol	CH+T+OL	Weiter: nimm den Arbeitswert und stelle den Arbeitswert ein.	Weiter: nimm den Arbeitswert und stelle den Arbeitswert ein.	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein; führe fort.	nimm den Arbeitswert und stelle den Arbeitswert ein	nimm den Arbeitswert und stelle den Arbeitswert ein	NO	NO	2	GDT568-A07|GDT568-A17	1:CH=nehmen | 2:T=einstellen | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH|T	A+A	AIIN
1510	G515-E0044	G515-S004	f4r	HERBAL	F4R_WHOLE_PLANT	shol	SH+OL	Weiter: halte die Arbeitseinheit.	Weiter: halte die Arbeitseinheit.	Halte die Arbeitseinheit [wie zuvor]; führe fort.	halte die Arbeitseinheit	halte die Arbeitseinheit	NO	NO	1	GDT568-A10	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	OR
1511	G515-E0045	G515-S004	f4r	HERBAL	F4R_WHOLE_PLANT	shol	SH+OL	Weiter: halte die Arbeitseinheit.	Weiter: halte die Arbeitseinheit.	Halte die Arbeitseinheit [wie zuvor]; führe fort.	halte die Arbeitseinheit	halte die Arbeitseinheit	NO	NO	1	GDT568-A10	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	OR
1512	G515-E0047	G515-S004	f4r	HERBAL	F4R_WHOLE_PLANT	cpholdy	CH+P+OL+DY	Weiter: nimm den Pflanzenposten und setze den Pflanzenposten ein; schließe den Schritt.	Weiter: nimm den Pflanzenposten und setze den Pflanzenposten ein; schließe den Schritt.	Nimm den Pflanzenposten [wie zuvor] und setze den Pflanzenposten [wie zuvor] ein; führe fort; schließe den Schritt.	nimm den Pflanzenposten und setze den Pflanzenposten ein	nimm den Pflanzenposten und setze den Pflanzenposten ein	NO	NO	2	GDT568-A07|GDT568-A20	1:CH=nehmen | 2:P=einsetzen | 3:OL=weiter | 4:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH|P	A+A	Y
1513	G515-E0055	G515-S005	f4r	HERBAL	F4R_WHOLE_PLANT	shyshol	SH+Y+SH+OL	Weiter: halte den Pflanzenposten und halte den Pflanzenposten.	Weiter: halte den Pflanzenposten und halte den Pflanzenposten.	Halte den Pflanzenposten und halte den Pflanzenposten; führe fort.	halte den Pflanzenposten und halte den Pflanzenposten	halte den Pflanzenposten und halte den Pflanzenposten	NO	NO	1	GDT568-A10	1:SH=halten | 2:Y=den Posten | 3:SH=halten | 4:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH|SH	A+A	Y
1514	G515-E0057	G515-S005	f4r	HERBAL	F4R_WHOLE_PLANT	qotchoiin	OT+CH+O+IIN	Danach: nimm den Arbeitswert; zur Ausführung; auf der Stufe.	Danach: nimm den Arbeitswert; zur Ausführung; auf der Stufe.	Danach: nimm den Arbeitswert [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe.	nimm den Arbeitswert	nimm den Arbeitswert	NO	NO	1	GDT568-A07	1:OT=danach | 2:CH=nehmen | 3:O=zur Ausführung | 4:IIN=auf der Stufe	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	AIIN
1515	G515-E0059	G515-S005	f4r	HERBAL	F4R_WHOLE_PLANT	qoty	OT+Y	Danach: halte den Pflanzenposten.	Danach: halte den Pflanzenposten.	Danach: im laufenden Satz halte den Pflanzenposten.	halte den Pflanzenposten	halte den Pflanzenposten	NO	NO	1	GDT568-A10	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1516	G515-E0072	G515-S006	f20v	HERBAL	F20V_WHOLE_PLANT	choldy	OL+Y	Weiter: setze den Pflanzenposten ein.	Weiter: setze den Pflanzenposten ein.	Im laufenden Satz setze den Pflanzenposten ein; führe fort.	setze den Pflanzenposten ein	setze den Pflanzenposten ein	NO	NO	1	GDT568-A20	1:OL=weiter | 2:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	P	A	Y
1517	G515-E0073	G515-S006	f20v	HERBAL	F20V_WHOLE_PLANT	opydy	O+P+Y+DY	Setze den Pflanzenposten ein; zur Ausführung; schließe den Schritt.	Setze den Pflanzenposten ein; zur Ausführung; schließe den Schritt.	Setze den Pflanzenposten ein; zur Ausführung; schließe den Schritt.	setze den Pflanzenposten ein	setze den Pflanzenposten ein	NO	YES	1	GDT568-A20	1:O=zur Ausführung | 2:P=einsetzen | 3:Y=den Posten | 4:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	P	A	Y
1518	G515-E0078	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	chol	OL	Weiter: nimm den Pflanzenposten.	Weiter: nimm den Pflanzenposten.	Im laufenden Satz nimm den Pflanzenposten [wie zuvor]; führe fort.	nimm den Pflanzenposten	nimm den Pflanzenposten	NO	NO	1	GDT568-A07	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
1519	G515-E0081	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	otol	OT+OL	Danach: stelle den Pflanzenposten ein; weiterführen.	Danach: stelle den Pflanzenposten ein; weiterführen.	Danach: im laufenden Satz stelle den Pflanzenposten [wie zuvor] ein; führe fort.	stelle den Pflanzenposten ein	stelle den Pflanzenposten ein	NO	NO	1	GDT568-A17	1:OT=danach | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T	A	Y
1520	G515-E0082	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	chol	OL	Weiter: stelle den Pflanzenposten ein.	Weiter: stelle den Pflanzenposten ein.	Im laufenden Satz stelle den Pflanzenposten [wie zuvor] ein; führe fort.	stelle den Pflanzenposten ein	stelle den Pflanzenposten ein	NO	NO	1	GDT568-A17	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T	A	Y
1521	G515-E0084	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	oty	OT+Y	Danach: nimm den Pflanzenposten.	Danach: nimm den Pflanzenposten.	Danach: im laufenden Satz nimm den Pflanzenposten.	nimm den Pflanzenposten	nimm den Pflanzenposten	NO	NO	1	GDT568-A07	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
1522	G515-E0087	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	kchol	K+OL	Weiter: gib den Pflanzenposten.	Weiter: gib den Pflanzenposten zu.	Gib den Pflanzenposten [wie zuvor] zu; führe fort.	gib den Pflanzenposten	gib den Pflanzenposten zu	YES	NO	1	GDT568-A12	1:K=geben | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1523	G515-E0088	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	shol	SH+OL	Weiter: halte den Pflanzenposten.	Weiter: halte den Pflanzenposten.	Halte den Pflanzenposten [wie zuvor]; führe fort.	halte den Pflanzenposten	halte den Pflanzenposten	NO	NO	1	GDT568-A10	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1524	G515-E0090	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	qoty	OT+Y	Danach: stelle den Pflanzenposten ein.	Danach: stelle den Pflanzenposten ein.	Danach: im laufenden Satz stelle den Pflanzenposten ein.	stelle den Pflanzenposten ein	stelle den Pflanzenposten ein	NO	NO	1	GDT568-A17	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T	A	Y
1525	G515-E0092	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	tolshy	T+OL+SH+Y	Weiter: stelle den Pflanzenposten ein und halte den Pflanzenposten.	Weiter: stelle den Pflanzenposten ein und halte den Pflanzenposten.	Stelle den Pflanzenposten ein und halte den Pflanzenposten; führe fort.	stelle den Pflanzenposten ein und halte den Pflanzenposten	stelle den Pflanzenposten ein und halte den Pflanzenposten	NO	NO	2	GDT568-A17|GDT568-A10	1:T=einstellen | 2:OL=weiter | 3:SH=halten | 4:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T|SH	A+A	Y
1526	G515-E0093	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	qotchy	OT+Y	Danach: halte den Pflanzenposten.	Danach: halte den Pflanzenposten.	Danach: im laufenden Satz halte den Pflanzenposten.	halte den Pflanzenposten	halte den Pflanzenposten	NO	NO	1	GDT568-A10	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1527	G515-E0097	G515-S007	f20v	HERBAL	F20V_WHOLE_PLANT	shol	SH+OL	Weiter: halte den Arbeitswert.	Weiter: halte den Arbeitswert.	Halte den Arbeitswert [wie zuvor]; führe fort.	halte den Arbeitswert	halte den Arbeitswert	NO	NO	1	GDT568-A10	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	AIIN
1528	G515-E0099	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	tshol	T+SH+OL	Weiter: stelle ein und halte.	Weiter: stelle ein und halte.	Stelle ein und halte; führe fort.	stelle ein und halte	stelle ein und halte	NO	NO	2	GDT568-A17|GDT568-A10	1:T=einstellen | 2:SH=halten | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T|SH	A+A	NONE
1529	G515-E0100	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	folchol	LOCAL_CHAR_F+OL+OL	Weiter: halte; an der bezeichneten Stelle; nochmals weiterführen.	Weiter: halte; an der bezeichneten Stelle; nochmals weiterführen.	Im laufenden Satz halte; an der bezeichneten Stelle; führe 2-mal fort.	halte	halte	NO	NO	1	GDT568-A10	1:LOCAL_CHAR_F=hier | 2:OL=weiter | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	NONE
1530	G515-E0101	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	otor	OT+OR	Danach: halte die Arbeitseinheit.	Danach: halte die Arbeitseinheit.	Danach: im laufenden Satz halte die Arbeitseinheit.	halte die Arbeitseinheit	halte die Arbeitseinheit	NO	NO	1	GDT568-A10	1:OT=danach | 2:OR=die Einheit	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	OR
1531	G515-E0102	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	shol	SH+OL	Weiter: halte die Arbeitseinheit.	Weiter: halte die Arbeitseinheit.	Halte die Arbeitseinheit [wie zuvor]; führe fort.	halte die Arbeitseinheit	halte die Arbeitseinheit	NO	NO	1	GDT568-A10	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	OR
1532	G515-E0105	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	otchy	OT+CH+Y	Danach: nimm den Pflanzenposten.	Danach: nimm den Pflanzenposten.	Danach: nimm den Pflanzenposten.	nimm den Pflanzenposten	nimm den Pflanzenposten	NO	YES	1	GDT568-A07	1:OT=danach | 2:CH=nehmen | 3:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
1533	G515-E0136	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	chol	OL	Weiter: stelle den Pflanzenposten ein.	Weiter: stelle den Pflanzenposten ein.	Im laufenden Satz stelle den Pflanzenposten [wie zuvor] ein; führe fort.	stelle den Pflanzenposten ein	stelle den Pflanzenposten ein	NO	NO	1	GDT568-A17	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T	A	Y
1534	G515-E0138	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	qoty	OT+Y	Danach: halte den Pflanzenposten.	Danach: halte den Pflanzenposten.	Danach: im laufenden Satz halte den Pflanzenposten.	halte den Pflanzenposten	halte den Pflanzenposten	NO	NO	1	GDT568-A10	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1535	G515-E0142	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	chol	OL	Weiter: stelle den Pflanzenposten ein.	Weiter: stelle den Pflanzenposten ein.	Im laufenden Satz stelle den Pflanzenposten [wie zuvor] ein; führe fort.	stelle den Pflanzenposten ein	stelle den Pflanzenposten ein	NO	NO	1	GDT568-A17	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T	A	Y
1536	G515-E0149	G515-S008	f20v	HERBAL	F20V_WHOLE_PLANT	ol	OL	Weiter: setze den Pflanzenposten.	Weiter: setze den Pflanzenposten im Arbeitsgang an.	Im laufenden Satz setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; führe fort.	setze den Pflanzenposten	setze den Pflanzenposten im Arbeitsgang an	YES	NO	1	GDT568-A02	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1537	G515-E0160	G515-S009	f31r	HERBAL	F31R_WHOLE_PLANT	okeedy	OK+EE+DY	Setze den Arbeitswert; auf Grad II; schließe den Schritt.	Setze den Arbeitswert im Arbeitsgang an; auf Grad II; schließe den Schritt.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II; schließe den Schritt.	setze den Arbeitswert	setze den Arbeitswert im Arbeitsgang an	YES	NO	1	GDT568-A02	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	AIIN
1538	G515-E0175	G515-S010	f31r	HERBAL	F31R_WHOLE_PLANT	qotar	OT+AR	Danach: wähle den Arbeitswert; vom Ausgangsmaterial.	Danach: wähle den Arbeitswert; vom Ausgangsmaterial.	Danach: im laufenden Satz wähle den Arbeitswert [wie zuvor]; vom Ausgangsmaterial.	wähle den Arbeitswert	wähle den Arbeitswert	NO	NO	1	GDT568-A14	1:OT=danach | 2:AR=vom Ausgang	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	S	A	AIIN
1539	G515-E0182	G515-S010	f31r	HERBAL	F31R_WHOLE_PLANT	keeol	K+EE+OL	Weiter: gib den Pflanzenposten; auf Grad II.	Weiter: gib den Pflanzenposten zu; auf Grad II.	Gib den Pflanzenposten [wie zuvor] zu; auf Grad II; führe fort.	gib den Pflanzenposten	gib den Pflanzenposten zu	YES	NO	1	GDT568-A12	1:K=geben | 2:EE=auf Grad II | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1540	G515-E0189	G515-S011	f31r	HERBAL	F31R_WHOLE_PLANT	qokedy	OK+E+DY	Setze den Pflanzenposten; auf Grad I; schließe den Schritt.	Setze den Pflanzenposten im Arbeitsgang an; auf Grad I; schließe den Schritt.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	setze den Pflanzenposten	setze den Pflanzenposten im Arbeitsgang an	YES	NO	1	GDT568-A02	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1541	G515-E0190	G515-S012	f31r	HERBAL	F31R_WHOLE_PLANT	qotedy	OT+E+DY	Danach: auf Grad I; schließe den Schritt.	Danach: auf Grad I; schließe den Schritt.	Danach: auf Grad I; schließe den Schritt.	NONE	NONE	NO	YES	0	NONE	1:OT=danach | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	NONE	NO_ACTION	NONE
1542	G515-E0199	G515-S013	f31r	HERBAL	F31R_WHOLE_PLANT	sheol	SH+E+OL	Weiter: halte den Pflanzenposten; auf Grad I.	Weiter: halte den Pflanzenposten; auf Grad I.	Halte den Pflanzenposten [wie zuvor]; auf Grad I; führe fort.	halte den Pflanzenposten	halte den Pflanzenposten	NO	NO	1	GDT568-A10	1:SH=halten | 2:E=auf Grad I | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1543	G515-E0200	G515-S013	f31r	HERBAL	F31R_WHOLE_PLANT	qokedy	OK+E+DY	Setze den Pflanzenposten; auf Grad I; schließe den Schritt.	Setze den Pflanzenposten im Arbeitsgang an; auf Grad I; schließe den Schritt.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	setze den Pflanzenposten	setze den Pflanzenposten im Arbeitsgang an	YES	NO	1	GDT568-A02	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1544	G515-E0203	G515-S014	f31r	HERBAL	F31R_WHOLE_PLANT	ldy	L+DY	Bearbeite den Pflanzenposten; über die Verbindung im Pflanzenartikel; schließe den Schritt.	Bearbeite den Pflanzenposten; über die Verbindung im Pflanzenartikel; schließe den Schritt.	Im laufenden Satz bearbeite den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; schließe den Schritt.	bearbeite den Pflanzenposten	bearbeite den Pflanzenposten	NO	NO	1	GDT568-A15	1:L=über die Verbindung | 2:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CHD	A	Y
1545	G515-E0204	G515-S015	f31r	HERBAL	F31R_WHOLE_PLANT	shedy	SH+E+DY	Halte; auf Grad I; schließe den Schritt.	Halte; auf Grad I; schließe den Schritt.	Halte; auf Grad I; schließe den Schritt.	halte	halte	NO	YES	1	GDT568-A10	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	NONE
1546	G515-E0205	G515-S016	f31r	HERBAL	F31R_WHOLE_PLANT	qokedy	OK+E+DY	Setze; auf Grad I; schließe den Schritt.	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	setze	setze im Arbeitsgang an	YES	YES	1	GDT568-A02	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	NONE
1547	G515-E0214	G515-S017	f31r	HERBAL	F31R_WHOLE_PLANT	okeol	OK+E+OL	Weiter: setze den Pflanzenposten; auf Grad I.	Weiter: setze den Pflanzenposten im Arbeitsgang an; auf Grad I.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; führe fort.	setze den Pflanzenposten	setze den Pflanzenposten im Arbeitsgang an	YES	NO	1	GDT568-A02	1:OK=setzen | 2:E=auf Grad I | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1548	G515-E0215	G515-S018	f31r	HERBAL	F31R_WHOLE_PLANT	tol	T+OL	Weiter: stelle ein.	Weiter: stelle ein.	Stelle ein; führe fort.	stelle ein	stelle ein	NO	NO	1	GDT568-A17	1:T=einstellen | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T	A	NONE
1549	G515-E0217	G515-S018	f31r	HERBAL	F31R_WHOLE_PLANT	okedy	OK+E+DY	Setze; auf Grad I; schließe den Schritt.	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	setze	setze im Arbeitsgang an	YES	YES	1	GDT568-A02	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	NONE
1550	G515-E0218	G515-S019	f31r	HERBAL	F31R_WHOLE_PLANT	okedy	OK+E+DY	Setze; auf Grad I; schließe den Schritt.	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	setze	setze im Arbeitsgang an	YES	YES	1	GDT568-A02	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	NONE
1551	G515-E0219	G515-S020	f31r	HERBAL	F31R_WHOLE_PLANT	qokedy	OK+E+DY	Setze; auf Grad I; schließe den Schritt.	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	setze	setze im Arbeitsgang an	YES	YES	1	GDT568-A02	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	NONE
