retained_rank	source_draw	aggregate_match_distance	control_surfaces	aggregate_events	aggregate_pages	field_hit_cells	field_exposure_cells	field_specificity_rate	positioned_amount_neighbour_cells	open_positioned_amount_neighbour_cells	gdt760_clean_content_contact_cells	field_or_positioned_neighbour_union_cells	field_or_open_positioned_neighbour_union_cells	field_form_breadth	positioned_amount_neighbour_form_breadth	open_positioned_amount_neighbour_form_breadth	gdt760_clean_content_contact_form_breadth	field_and_positioned_neighbour_form_breadth	field_and_open_positioned_neighbour_form_breadth	field_and_clean_content_form_breadth	field_or_positioned_neighbour_union_pages	field_or_open_positioned_neighbour_union_pages	global_l_occurrences
4624	37697	0.38000069044	airal|al|chol|dol|kal|olchal|qokal|qotol|shol|sol|tal	1114	163	12	38	0.315789473684	17	17	0	26	26	4	5	5	0	4	4	0	17	17	1114
4625	110291	0.380015233509	al|cthol|dal|dl|dol|lkeal|lol|okol|qokal|sheol|tchal	901	147	8	28	0.285714285714	11	11	0	18	18	4	3	3	0	2	2	0	15	15	901
4626	98102	0.380022233832	al|dal|dol|okol|qokail|qokal|sal|sheal|sheol|taral|tol	882	143	9	28	0.321428571429	11	11	0	19	19	5	3	3	0	2	2	0	15	15	882
4627	87988	0.380028210759	airal|al|cheal|chl|chol|lkeal|okol|otchol|qokal|sheol|sol	1011	160	12	38	0.315789473684	15	14	1	26	25	6	4	3	1	4	3	1	20	19	1011
4628	189108	0.380036795571	al|chl|chol|daiil|okol|pal|qokal|shol|sol|tal|tol	1085	165	14	39	0.358974358974	16	16	0	27	27	6	4	4	0	4	4	0	19	19	1085
4629	51106	0.380038345056	al|chdal|chol|cthol|keel|okeedal|qokal|qotol|sal|sheol|sol	1029	162	10	33	0.30303030303	15	15	0	24	24	4	4	4	0	3	3	0	18	18	1029
4630	111914	0.380039315967	al|cthol|dal|dol|keol|olchal|pal|qokal|qotol|sheol|tol	890	148	7	28	0.25	12	11	1	18	17	3	4	3	1	2	2	0	14	13	890
4631	155009	0.380040877663	al|chl|chol|cthol|lchedal|oal|qokal|sal|sheal|sheol|sol	1007	161	11	35	0.314285714286	15	15	0	25	25	5	4	4	0	3	3	0	19	19	1007
4632	160432	0.380046158374	al|chdal|cheal|cthol|dal|lkeal|okol|qokal|sheol|sol|tchal	874	144	9	32	0.28125	11	10	1	19	18	5	3	2	1	3	2	1	15	14	874
4633	160765	0.380046158374	al|chdal|cheal|cthol|dal|okol|qokail|qokal|sheol|sol|tchal	874	144	9	32	0.28125	11	10	1	19	18	5	3	2	1	3	2	1	15	14	874
4634	8188	0.380051604003	al|chol|dal|dol|keol|okeol|oteol|qokail|qokal|taral|tol	1119	166	12	36	0.333333333333	16	14	2	27	25	4	5	3	2	3	3	0	21	19	1119
4635	142943	0.380059196838	al|chol|cthol|dal|kal|lcheal|okeol|oteol|qokal|qotol|tail	1110	165	12	38	0.315789473684	15	14	1	26	25	4	4	3	1	3	3	0	20	19	1110
4636	181542	0.380062348128	al|chdal|dal|kol|lkeal|okeol|qokal|qopal|qotol|sheol|sol	861	142	7	26	0.269230769231	10	10	0	16	16	3	2	2	0	2	2	0	13	13	861
4637	119405	0.380071978734	al|chol|kal|keol|okeol|okol|qetal|qokal|qopal|sal|shol	1070	163	13	38	0.342105263158	18	17	1	28	27	5	6	5	1	4	4	0	20	19	1070
4638	79224	0.380088291555	al|cheal|chol|kal|oal|okol|qokail|qokal|ral|sal|shol	1050	162	14	42	0.333333333333	18	17	1	29	28	6	6	5	1	5	4	1	20	19	1050
4639	103520	0.380125159282	al|chol|kol|okeedal|okeol|olchal|qokal|qotol|sheol|sol|tal	1016	162	10	33	0.30303030303	15	15	0	24	24	4	4	4	0	3	3	0	17	17	1016
4640	89566	0.380140730725	al|chdal|chl|dal|oal|okeol|okol|opalal|qokal|qotol|shol	928	155	12	34	0.352941176471	12	12	0	21	21	6	3	3	0	3	3	0	16	16	928
4641	9706	0.380145805739	al|chl|chol|kol|lcheal|lchedal|okeol|okol|qokal|shol|sol	1105	165	14	39	0.358974358974	16	16	0	27	27	6	4	4	0	4	4	0	19	19	1105
4642	23750	0.380155558506	al|dal|dol|kol|odal|opalal|qokal|sheol|sol|tchal|tol	879	145	7	26	0.269230769231	10	10	0	16	16	3	2	2	0	2	2	0	13	13	879
4643	108980	0.380156874323	al|cthol|dal|lkeal|oal|okeol|qokal|qotol|ral|sheol|sol	879	142	7	27	0.259259259259	10	10	0	16	16	3	2	2	0	2	2	0	13	13	879
4644	171132	0.380156874323	al|cthol|dal|okeol|qokal|qopal|qotol|ral|sheol|sol|tail	879	142	7	27	0.259259259259	10	10	0	16	16	3	2	2	0	2	2	0	13	13	879
4645	160258	0.380169995991	al|chol|cthol|dal|dl|kal|lkeal|qokal|qotol|sol|tchal	1115	165	12	38	0.315789473684	14	14	0	25	25	4	3	3	0	3	3	0	19	19	1115
4646	73	0.380169995991	al|chol|cthol|dal|dl|kal|qokal|qotol|sol|tchal|tedal	1115	165	12	38	0.315789473684	14	14	0	25	25	4	3	3	0	3	3	0	19	19	1115
4647	162325	0.380179644312	al|cheal|chl|chol|kol|okeol|okol|qokal|qokalol|sheol|taral	1001	158	12	38	0.315789473684	15	14	1	26	25	6	4	3	1	4	3	1	20	19	1001
4648	189371	0.380182794302	al|chol|dal|dol|lol|olchal|qokal|qokeeal|qotol|sol|tal	1152	163	12	37	0.324324324324	16	16	0	27	27	4	5	5	0	3	3	0	20	20	1152
4649	78024	0.380190274985	al|chdal|cthol|dal|lolol|okol|otchol|qokal|sheol|sol|tchal	875	149	8	28	0.285714285714	10	10	0	17	17	4	2	2	0	2	2	0	14	14	875
4650	61925	0.380214230147	al|chl|dal|dol|keel|keol|oal|okeol|otchol|qokal|sheol	861	147	8	28	0.285714285714	11	10	1	18	17	4	3	2	1	2	2	0	15	14	861
4651	124534	0.38023050052	airal|al|chol|keol|lolol|okeol|qokal|qotol|shol|sol|tol	1089	165	12	36	0.333333333333	17	16	1	26	25	4	5	4	1	4	4	0	18	17	1089
4652	121653	0.380230879319	al|chlal|chol|dol|keol|lol|oteol|qokail|qokal|qotol|sheol	1018	161	9	31	0.290322580645	17	15	2	25	23	3	6	4	2	3	3	0	20	18	1018
4653	187848	0.380248857797	al|dal|dol|lcheal|okeol|qokal|qotol|rol|sal|sheol|tail	888	141	7	26	0.269230769231	11	11	0	17	17	3	3	3	0	2	2	0	14	14	888
4654	95034	0.380258009333	al|chlal|chol|kal|keol|lchedal|okeol|okol|qokal|sheol|shol	1123	164	13	39	0.333333333333	17	16	1	27	26	5	5	4	1	4	4	0	19	18	1123
4655	141614	0.380263621001	al|chol|cthol|lol|oal|okol|olchal|qokal|rol|sal|shol	1089	161	13	39	0.333333333333	19	19	0	29	29	5	7	7	0	4	4	0	20	20	1089
4656	146256	0.38028563536	chl|chol|dal|keel|lol|okeedal|okeol|qokal|sheal|sheol|shol	1093	164	15	32	0.46875	9	9	0	21	21	7	4	4	0	3	3	0	16	16	1093
4657	108999	0.3802885537	al|chl|dal|lcheal|okeol|okol|qokail|qokal|sheol|sol|tol	884	138	9	29	0.310344827586	10	10	0	18	18	5	2	2	0	2	2	0	15	15	884
4658	95807	0.380295082874	al|chl|chol|dal|dol|okeol|okol|oldal|sheol|sol|tedal	1089	163	13	36	0.361111111111	12	12	0	25	25	5	2	2	0	2	2	0	20	20	1089
4659	127811	0.380318305554	al|chol|dol|kol|lol|odal|okeol|qokail|qokal|qokeeal|shol	1092	163	12	36	0.333333333333	17	17	0	26	26	4	5	5	0	4	4	0	18	18	1092
4660	149380	0.380344794034	al|cheal|chl|chol|dal|dol|kol|qokal|qokalol|qokeeal|tol	1115	165	14	42	0.333333333333	15	14	1	28	27	6	4	3	1	4	3	1	21	20	1115
4661	141379	0.380345399047	airal|al|chol|cthol|dl|lchedal|lol|okol|qokal|sheol|sol	1034	162	10	33	0.30303030303	15	15	0	24	24	4	4	4	0	3	3	0	19	19	1034
4662	38995	0.380345659188	al|chl|dal|kal|okeedal|okeol|opalal|qokal|qotol|shal|shol	898	152	12	35	0.342857142857	12	12	0	21	21	6	3	3	0	3	3	0	16	16	898
4663	199241	0.380354002266	al|chl|chol|dol|lchedal|okeol|oteol|qokal|qopal|ral|shol	1083	163	13	38	0.342105263158	17	16	1	27	26	5	5	4	1	4	4	0	19	18	1083
4664	13642	0.380359191659	al|chol|dol|kal|okol|qokal|qotol|sal|sol|tchal|tedal	1021	160	10	32	0.3125	15	15	0	24	24	4	4	4	0	3	3	0	19	19	1021
4665	2679	0.380365339902	al|chol|dal|dol|kal|lol|okeol|pal|qokal|sol|tedal	1158	164	12	37	0.324324324324	15	15	0	26	26	4	4	4	0	3	3	0	20	20	1158
4666	62098	0.380381328953	al|cheal|chol|kal|lol|okeol|oldal|oteol|qokal|qokalol|sheol	976	159	10	36	0.277777777778	17	15	2	26	24	4	6	4	2	4	3	1	20	18	976
4667	117370	0.380394953166	al|chol|cthol|dal|otchol|qokail|qokal|qopal|sal|shal|sol	1108	164	12	37	0.324324324324	15	15	0	26	26	4	4	4	0	3	3	0	20	20	1108
4668	11198	0.380408726695	al|chol|lolol|oal|odal|okol|oteol|qokal|sheol|shol|tol	1110	165	13	38	0.342105263158	17	16	1	27	26	5	5	4	1	4	4	0	19	18	1110
4669	110906	0.380409492392	al|cheal|dol|kal|keel|lol|oldal|qokal|sheol|shol|sol	859	149	8	31	0.258064516129	14	13	1	19	18	4	5	4	1	4	3	1	14	13	859
4670	24123	0.380411249093	al|dal|kal|keel|lcheal|odal|okol|qokal|shol|sol|tol	924	156	11	33	0.333333333333	12	12	0	20	20	5	3	3	0	3	3	0	15	15	924
4671	149966	0.380412634978	al|chol|dol|keol|kol|okeol|opalal|qokal|sal|sheol|taral	1025	161	9	31	0.290322580645	16	15	1	24	23	3	5	4	1	3	3	0	19	18	1025
4672	134117	0.38042328884	al|chl|chol|oteol|qokal|qokalol|qopal|sal|shol|sol|tol	1075	166	13	38	0.342105263158	18	17	1	28	27	5	6	5	1	4	4	0	20	19	1075
4673	94477	0.380432737028	airal|al|cheal|chl|chol|cthol|dal|lchedal|okol|qokal|qotol	1122	162	15	44	0.340909090909	15	14	1	29	28	7	4	3	1	4	3	1	22	21	1122
4674	478	0.380440400366	al|cheal|chol|lolol|okeol|okol|qokal|qopal|sheol|tal|tol	997	158	11	36	0.305555555556	15	14	1	25	24	5	4	3	1	4	3	1	19	18	997
4675	3874	0.380442730051	al|cheal|chol|keol|qokal|qokalol|qotol|sheol|shol|sol|taral	1127	164	13	41	0.317073170732	18	16	2	28	26	5	6	4	2	5	4	1	19	17	1127
4676	8315	0.380446303328	al|dal|keol|kol|lcheal|qokal|qokalol|sal|sheol|shol|tol	950	158	10	32	0.3125	14	13	1	21	20	4	5	4	1	3	3	0	16	15	950
4677	196300	0.380447140616	al|cheal|chl|chol|okeedal|oteol|qokal|qokalol|qotol|sal|shol	1055	162	15	43	0.348837209302	19	17	2	31	29	7	7	5	2	5	4	1	21	19	1055
4678	146088	0.38045124595	airal|al|chol|cthol|okeol|opalal|qokal|qotol|sal|shol|tal	1088	161	12	37	0.324324324324	17	17	0	26	26	4	5	5	0	4	4	0	18	18	1088
4679	32166	0.380474732424	al|cheal|chol|lol|okeol|okol|otchol|qetal|qokal|shol|tchal	1078	162	14	41	0.341463414634	18	17	1	29	28	6	6	5	1	5	4	1	20	19	1078
4680	72097	0.380488864546	al|chlal|dal|dl|kal|lolol|okeol|okol|qokal|qotol|shol	924	154	11	33	0.333333333333	12	12	0	20	20	5	3	3	0	3	3	0	15	15	924
4681	73495	0.380490619583	al|cheal|chl|chol|dol|kol|oal|qokal|sal|sheol|tedal	1017	161	11	37	0.297297297297	16	15	1	26	25	5	5	4	1	4	3	1	20	19	1017
4682	162805	0.380492604778	al|dal|keol|kol|lcheal|okeol|opalal|qokal|sheol|sol|tol	851	144	7	26	0.269230769231	11	10	1	17	16	3	3	2	1	2	2	0	14	13	851
4683	35709	0.380497034726	airal|al|chl|chol|kal|keel|lol|okol|qokal|rol|shol	1054	162	14	40	0.35	17	17	0	28	28	6	5	5	0	4	4	0	20	20	1054
4684	165735	0.380498050108	al|dal|keol|kol|okeol|pal|qokal|sal|shol|sol|tedal	927	155	10	31	0.322580645161	14	13	1	21	20	4	5	4	1	3	3	0	16	15	927
4685	178648	0.380505717004	al|cheal|chol|dol|kal|kol|qokal|qokalol|sal|shol|tchal	1087	163	13	41	0.317073170732	18	17	1	28	27	5	6	5	1	5	4	1	19	18	1087
4686	109473	0.380512913029	al|dal|kal|keel|okol|oteol|qokal|qokeeal|qotol|shol|sol	945	159	11	33	0.333333333333	13	12	1	21	20	5	4	3	1	3	3	0	16	15	945
4687	23319	0.380515121487	al|dal|kal|opalal|qokal|qokeeal|qotol|ral|shol|sol|tol	916	156	10	32	0.3125	12	12	0	19	19	4	3	3	0	3	3	0	14	14	916
4688	26858	0.380518146341	al|chol|daiil|oteol|qokal|rol|sal|shol|sol|taral|tol	1067	166	12	36	0.333333333333	18	17	1	27	26	4	6	5	1	4	4	0	19	18	1067
4689	11550	0.380540390882	al|chdal|dol|keel|okol|qokal|qokeeal|sal|sheol|shol|sol	882	152	8	27	0.296296296296	13	13	0	18	18	4	4	4	0	3	3	0	14	14	882
4690	125192	0.380544823465	al|chcthal|cheal|chol|dol|lchedal|okeol|oteol|qokal|qotol|shol	1108	163	13	40	0.325	18	16	2	28	26	5	6	4	2	5	4	1	19	17	1108
4691	66093	0.380572574891	al|chol|lol|okeol|qokal|qopal|qotol|sal|sheal|sol|tedal	960	156	10	31	0.322580645161	16	16	0	25	25	4	5	5	0	3	3	0	19	19	960
4692	39149	0.380580942711	al|chol|cthol|dal|keel|kol|lol|oldal|qokal|sal|tal	1094	163	12	37	0.324324324324	16	16	0	27	27	4	5	5	0	3	3	0	21	21	1094
4693	30505	0.380585542824	al|chdal|dal|lcheal|okeol|okol|qokal|qotol|sal|shol|tail	937	156	11	32	0.34375	13	13	0	21	21	5	4	4	0	3	3	0	16	16	937
4694	103307	0.380585542824	al|chdal|dal|okeol|okol|qokal|qotol|sal|shol|tchal|tedal	937	156	11	32	0.34375	13	13	0	21	21	5	4	4	0	3	3	0	16	16	937
4695	7034	0.380596048683	airal|al|dal|dl|okeol|okol|qetal|qokal|qotol|sal|shol	936	155	11	32	0.34375	13	13	0	21	21	5	4	4	0	3	3	0	16	16	936
4696	146569	0.380596048683	al|daiil|dal|dl|okeol|okol|qokal|qopal|qotol|sal|shol	936	155	11	32	0.34375	13	13	0	21	21	5	4	4	0	3	3	0	16	16	936
4697	95492	0.380609351233	al|dal|dl|dol|kol|lcheal|okeol|qokal|qotol|sheol|tedal	879	146	7	26	0.269230769231	10	10	0	16	16	3	2	2	0	2	2	0	13	13	879
4698	14181	0.380621870275	al|chcthal|dal|dol|kol|oteol|qetal|qokal|shal|sheol|sol	872	146	7	26	0.269230769231	11	10	1	17	16	3	3	2	1	2	2	0	14	13	872
4699	130996	0.380652929267	al|chol|dol|kal|lol|okeol|okol|olchal|qokal|qopal|sol	1020	161	10	33	0.30303030303	16	16	0	25	25	4	5	5	0	3	3	0	19	19	1020
4700	180501	0.380654854937	al|chl|chol|dol|kal|kol|lchedal|lol|qokal|qokeeal|shol	1087	163	13	39	0.333333333333	17	17	0	27	27	5	5	5	0	4	4	0	19	19	1087
4701	18924	0.380660598427	al|chl|daiil|dal|kal|lcheal|okeol|oteol|qokal|qotol|shol	907	154	11	34	0.323529411765	13	12	1	21	20	5	4	3	1	3	3	0	16	15	907
4702	135262	0.380667960428	al|chol|keol|kol|oal|okeol|qetal|qokal|qotol|sheol|sol	1012	160	9	31	0.290322580645	15	14	1	23	22	3	4	3	1	3	3	0	18	17	1012
4703	98439	0.380680328212	al|daiil|dal|dol|okeol|okol|qokal|sal|sheal|sheol|taral	892	142	9	28	0.321428571429	11	11	0	19	19	5	3	3	0	2	2	0	15	15	892
4704	65568	0.38068454443	al|cheal|dal|keel|keol|okeol|otchol|qokal|shol|sol|tchal	913	153	11	35	0.314285714286	14	12	2	22	20	5	5	3	2	4	3	1	16	14	913
4705	188846	0.380697660046	al|chol|cthol|kal|okeol|qetal|qokal|rol|shol|sol|taral	1090	164	12	38	0.315789473684	16	16	0	25	25	4	4	4	0	4	4	0	17	17	1090
4706	102265	0.380706738126	al|chlal|chol|kol|lol|lolol|qokal|qotol|sal|shal|sheol	980	158	9	31	0.290322580645	16	16	0	24	24	3	5	5	0	3	3	0	19	19	980
4707	126031	0.380714516018	airal|al|chol|lol|lolol|okol|oteol|qokal|shal|sheol|tol	983	159	10	32	0.3125	16	15	1	25	24	4	5	4	1	3	3	0	20	19	983
4708	37148	0.380721965546	airal|al|chol|dol|kal|lolol|qokal|rol|shol|sol|tol	1105	166	12	37	0.324324324324	16	16	0	25	25	4	4	4	0	4	4	0	17	17	1105
4709	163993	0.380721965546	al|chol|dol|kal|lchedal|oldal|qokal|rol|shol|sol|tol	1105	166	12	37	0.324324324324	16	16	0	25	25	4	4	4	0	4	4	0	17	17	1105
4710	22143	0.380730256678	al|chl|dal|kal|keol|oal|okeol|qetal|qokal|qotol|shol	899	152	11	34	0.323529411765	13	12	1	21	20	5	4	3	1	3	3	0	16	15	899
4711	32248	0.380769223007	al|chlal|chol|dal|dol|lol|qetal|qokal|qotol|rol|tol	1129	164	12	36	0.333333333333	15	15	0	26	26	4	4	4	0	3	3	0	20	20	1129
4712	185985	0.380776147954	al|chl|chol|cthol|okeol|qokal|qokalol|sheol|sol|tal|tchal	1020	161	10	34	0.294117647059	14	14	0	23	23	4	3	3	0	3	3	0	18	18	1020
4713	75517	0.380783109703	al|cthol|dal|keol|okeedal|okeol|qokal|qokalol|sheol|sol|tol	874	143	8	28	0.285714285714	11	10	1	18	17	4	3	2	1	2	2	0	15	14	874
4714	113918	0.380790977882	al|cheal|chol|cthol|kal|lol|qokal|sheol|shol|tail|taral	1120	165	13	43	0.302325581395	18	17	1	28	27	5	6	5	1	5	4	1	19	18	1120
4715	10802	0.380796759953	airal|al|chol|lol|okeol|oteol|qokal|rol|sheol|tail|tol	979	159	9	31	0.290322580645	16	15	1	24	23	3	5	4	1	3	3	0	19	18	979
4716	104212	0.380804189159	al|chl|dal|kal|okeol|oldal|oteol|qokal|qotol|shol|tail	907	154	11	34	0.323529411765	13	12	1	21	20	5	4	3	1	3	3	0	16	15	907
4717	163447	0.380806764884	al|chol|lolol|odal|okol|qokal|sal|sheol|shol|sol|taral	1144	164	13	38	0.342105263158	17	17	0	27	27	5	5	5	0	4	4	0	19	19	1144
4718	74673	0.380811697562	al|chol|dol|okol|qetal|qokal|qopal|qotol|sheal|sheol|tol	1040	162	11	33	0.333333333333	14	14	0	24	24	5	3	3	0	3	3	0	18	18	1040
4719	92297	0.380812955181	al|cthol|dal|dl|kal|okol|oldal|qokal|sheol|shol|tedal	978	159	11	35	0.314285714286	12	12	0	20	20	5	3	3	0	3	3	0	15	15	978
4720	13400	0.380821192316	al|cthol|dal|kal|lcheal|okol|opalal|qokal|sheal|sheol|sol	868	144	9	30	0.3	10	10	0	18	18	5	2	2	0	2	2	0	14	14	868
4721	12197	0.380822941268	al|chcthal|cheal|chl|chol|lol|odal|okol|olchal|qokal|shol	1049	160	15	44	0.340909090909	19	18	1	31	30	7	7	6	1	5	4	1	21	20	1049
4722	42828	0.380832333417	al|chl|chol|dol|olchal|pal|qokal|qotol|shol|sol|tal	1117	162	13	39	0.333333333333	17	17	0	27	27	5	5	5	0	4	4	0	18	18	1117
4723	9747	0.380843485239	al|chcthal|cthol|daiil|dal|dol|okeol|okol|qokal|rol|sheol	912	146	8	28	0.285714285714	10	10	0	17	17	4	2	2	0	2	2	0	14	14	912
4724	52854	0.380855163085	al|chol|dal|dol|odal|okeol|qokal|qotol|tail|tchal|tol	1132	164	12	36	0.333333333333	14	14	0	25	25	4	3	3	0	3	3	0	19	19	1132
4725	103408	0.380874147806	airal|al|chol|dal|keol|kol|okeol|okol|otchol|qokal|tail	1093	162	13	37	0.351351351351	15	14	1	27	26	5	4	3	1	3	3	0	21	20	1093
4726	120199	0.380875531614	al|chol|dl|dol|kol|lol|okeedal|qokal|qokalol|qotol|shol	1097	163	13	37	0.351351351351	17	17	0	27	27	5	5	5	0	4	4	0	18	18	1097
4727	72115	0.380900976361	al|chol|cthol|dal|keol|okeol|pal|qokal|qotol|tedal|tol	1111	164	12	37	0.324324324324	15	14	1	26	25	4	4	3	1	3	3	0	20	19	1111
4728	151075	0.380915438643	al|chol|cthol|kal|lchedal|lol|okeedal|okeol|qokal|qotol|sheol	1020	161	10	34	0.294117647059	15	15	0	24	24	4	4	4	0	3	3	0	18	18	1020
4729	68978	0.380919341189	al|chl|chol|dol|kal|lol|oal|okeol|qokal|sol|tedal	995	160	10	33	0.30303030303	15	15	0	24	24	4	4	4	0	3	3	0	19	19	995
4730	193855	0.380923321992	al|dal|dol|okeol|okol|qokal|qokeeal|rol|sal|sheol|tail	898	142	8	27	0.296296296296	11	11	0	18	18	4	3	3	0	2	2	0	15	15	898
4731	12388	0.380924703256	al|chdal|chol|lol|okeol|olchal|oldal|oteol|qokal|sheol|tol	978	159	9	32	0.28125	17	16	1	25	24	3	6	5	1	3	3	0	19	18	978
4732	134814	0.380926295963	al|dal|odal|okol|otchol|qokal|qokalol|sheol|shol|taral|tol	959	158	11	33	0.333333333333	12	12	0	20	20	5	3	3	0	3	3	0	15	15	959
4733	23558	0.380928853827	al|chl|chol|cthol|dal|kal|opalal|qokal|ral|tchal|tol	1075	164	13	40	0.325	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1075
4734	199631	0.380940420636	al|chol|cthol|okol|olchal|qokal|qopal|qotol|sheol|sol|tal	1044	161	10	34	0.294117647059	15	15	0	24	24	4	4	4	0	3	3	0	18	18	1044
4735	79340	0.380941710077	al|cheal|chol|cthol|keel|lol|qokal|qokeeal|sal|shal|shol	1057	160	13	41	0.317073170732	19	18	1	29	28	5	7	6	1	5	4	1	20	19	1057
4736	198154	0.380948194593	al|dal|okeol|oldal|otchol|qokal|qokalol|qotol|rol|shol|sol	932	156	10	31	0.322580645161	12	12	0	19	19	4	3	3	0	3	3	0	14	14	932
4737	98526	0.380968870464	al|cthol|dal|lol|okeol|qokal|qokeeal|ral|sal|shol|tail	924	151	10	32	0.3125	14	14	0	21	21	4	5	5	0	3	3	0	16	16	924
4738	118736	0.380971825698	al|chl|chol|cthol|dol|kal|okeol|qokal|qopal|sheol|tail	1044	161	10	35	0.285714285714	14	14	0	23	23	4	3	3	0	3	3	0	18	18	1044
4739	108438	0.38098317331	al|chl|chol|cthol|dal|okeol|okol|pal|qokal|qokalol|tal	1117	162	14	40	0.35	14	14	0	27	27	6	3	3	0	3	3	0	21	21	1117
4740	99785	0.38098546549	al|dal|dol|keol|lkeal|lol|okeedal|qokal|sal|shol|tol	943	154	11	32	0.34375	15	14	1	23	22	5	6	5	1	3	3	0	18	17	943
4741	24742	0.38098596724	al|chol|keol|lolol|okol|oldal|oteol|qokal|sheol|sol|tol	1008	161	10	32	0.3125	16	14	2	25	23	4	5	3	2	3	3	0	20	18	1008
4742	123273	0.380989512746	al|chol|dal|lkeal|lol|okeedal|qotol|sal|sheol|sol|tal	1025	160	12	34	0.352941176471	14	14	0	26	26	4	4	4	0	2	2	0	20	20	1025
4743	198601	0.381011161105	chl|chol|daiil|dal|oteol|qokal|rol|sheol|shol|sol|tchal	1101	165	13	30	0.433333333333	9	8	1	19	18	5	4	3	1	3	3	0	15	14	1101
4744	104631	0.38101863295	al|chl|cthol|dal|dol|lchedal|okeedal|okol|qokal|shal|sheol	893	147	10	31	0.322580645161	10	10	0	19	19	6	2	2	0	2	2	0	16	16	893
4745	64931	0.381021522841	al|chol|cthol|dal|kol|olchal|qokal|qopal|ral|sal|sol	1112	164	12	38	0.315789473684	16	16	0	27	27	4	5	5	0	3	3	0	20	20	1112
4746	178011	0.381025096733	airal|al|chol|kal|okeol|okol|opalal|qokal|qotol|rol|shol	1078	163	13	38	0.342105263158	16	16	0	26	26	5	4	4	0	4	4	0	18	18	1078
4747	76518	0.381047104142	al|cthol|dal|dol|lkeal|lol|okol|qokal|qokeeal|sheol|tal	903	146	8	28	0.285714285714	11	11	0	18	18	4	3	3	0	2	2	0	15	15	903
4748	187539	0.38104907494	al|chol|lolol|odal|okol|oteol|qokal|qotol|shol|sol|tchal	1086	163	13	37	0.351351351351	17	16	1	27	26	5	5	4	1	4	4	0	19	18	1086
4749	134382	0.381053720054	al|chcthal|chol|dol|lolol|okeol|okol|oteol|qokal|ral|sheol	1035	161	10	32	0.3125	15	14	1	24	23	4	4	3	1	3	3	0	19	18	1035
4750	199689	0.381079643323	al|chol|daiil|dl|okeol|okol|oldal|qokal|qotol|shol|sol	1108	165	13	37	0.351351351351	16	16	0	26	26	5	4	4	0	4	4	0	18	18	1108
4751	165606	0.381109757477	al|cthol|dal|kal|lkeal|lol|okeedal|okeol|okol|qokal|shol	951	154	12	35	0.342857142857	13	13	0	22	22	6	4	4	0	3	3	0	17	17	951
4752	104876	0.381124016365	al|chl|chol|kal|lcheal|lkeal|odal|okeol|qokal|sal|sheol	968	157	10	34	0.294117647059	15	15	0	24	24	4	4	4	0	3	3	0	19	19	968
4753	121614	0.381126572769	al|cheal|cthol|dal|dol|lolol|okeedal|oteol|qokal|shol|sol	979	158	12	37	0.324324324324	14	12	2	23	21	6	5	3	2	4	3	1	17	15	979
4754	5900	0.381127063312	al|keel|okeol|okol|pal|qokal|sheol|shol|sol|tal|tol	848	148	8	27	0.296296296296	12	12	0	17	17	4	3	3	0	3	3	0	13	13	848
4755	98565	0.381130014023	al|cheal|chol|kal|keel|oal|okeol|oteol|qokal|sal|shol	1051	164	13	41	0.317073170732	19	17	2	29	27	5	7	5	2	5	4	1	20	18	1051
4756	103131	0.381137802968	al|cheal|chol|cthol|oal|okeol|olchal|qokal|shal|sheol|shol	1119	163	13	43	0.302325581395	18	17	1	28	27	5	6	5	1	5	4	1	18	17	1119
4757	189496	0.381160622882	al|chdal|chl|cthol|dal|lchedal|qokal|qopal|qotol|shol|sol	939	155	11	34	0.323529411765	12	12	0	20	20	5	3	3	0	3	3	0	15	15	939
4758	118510	0.381160974867	al|chdal|chl|chol|dol|okeol|qokal|qotol|shol|tchal|tedal	1103	163	13	38	0.342105263158	16	16	0	26	26	5	4	4	0	4	4	0	18	18	1103
4759	29213	0.381186528544	al|chol|dal|dol|lcheal|lol|lolol|okol|oteol|qokal|shal	1126	164	13	37	0.351351351351	16	15	1	28	27	5	5	4	1	3	3	0	22	21	1126
4760	54694	0.38119975244	al|chl|chol|cthol|kal|okeedal|qokal|qotol|shol|sol|tedal	1099	163	14	41	0.341463414634	16	16	0	27	27	6	4	4	0	4	4	0	18	18	1099
4761	75657	0.381199795106	al|dal|dol|lchedal|oteol|pal|qokal|sal|sheol|sol|tal	884	143	7	26	0.269230769231	12	11	1	18	17	3	4	3	1	2	2	0	15	14	884
4762	42281	0.38121044889	al|cheal|dal|dol|kal|okeol|qetal|qokal|qotol|sheol|taral	882	142	8	31	0.258064516129	11	10	1	18	17	4	3	2	1	3	2	1	14	13	882
4763	34555	0.381226307208	al|cheal|chol|dal|dol|okeol|qokal|qokalol|qopal|sol|tol	1158	165	13	40	0.325	15	14	1	27	26	5	4	3	1	4	3	1	20	19	1158
4764	79734	0.38122658993	al|chol|cthol|daiil|keol|okeol|oldal|qokal|qotol|sheol|sol	1033	160	9	32	0.28125	15	14	1	23	22	3	4	3	1	3	3	0	18	17	1033
4765	179542	0.381228897761	al|chol|dal|dol|kal|lol|oal|okeol|qetal|qokal|sol	1158	164	12	37	0.324324324324	15	15	0	26	26	4	4	4	0	3	3	0	20	20	1158
