group_serial	unit_id	page	locus	event_index	opaque_local_id	local_owner	local_namespace	locus_primitive_sequence	copy_instruction_de	semantic_reading
188	A1	f67r2	f67r2.74	11	A1:G188	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 11 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
189	A1	f67r2	f67r2.74	12	A1:G189	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 12 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
190	A1	f67r2	f67r2.74	13	A1:G190	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 13 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
191	A2	f68r1	f68r1.1	1	A2:G001	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_LEFT_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
192	A2	f68r1	f68r1.1	2	A2:G002	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A2_LEFT_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
193	A2	f68r1	f68r1.1	3	A2:G003	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A2_LEFT_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
194	A2	f68r1	f68r1.1	4	A2:G004	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 4 am Besitzer A2_LEFT_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
195	A2	f68r1	f68r1.1	5	A2:G005	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 5 am Besitzer A2_LEFT_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
196	A2	f68r1	f68r1.1	6	A2:G006	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 6 am Besitzer A2_LEFT_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
197	A2	f68r1	f68r1.1	7	A2:G007	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 7 am Besitzer A2_LEFT_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
198	A2	f68r1	f68r1.1	8	A2:G008	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 8 am Besitzer A2_LEFT_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
199	A2	f68r1	f68r1.1	9	A2:G009	A2_LEFT_PANEL_HEADER	A2_LEFT_PANEL_ONLY	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 9 am Besitzer A2_LEFT_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
200	A2	f68r1	f68r1.2	1	A2:G010	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_MIDDLE_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
201	A2	f68r1	f68r1.2	2	A2:G011	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A2_MIDDLE_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
202	A2	f68r1	f68r1.2	3	A2:G012	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A2_MIDDLE_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
203	A2	f68r1	f68r1.2	4	A2:G013	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 4 am Besitzer A2_MIDDLE_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
204	A2	f68r1	f68r1.2	5	A2:G014	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 5 am Besitzer A2_MIDDLE_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
205	A2	f68r1	f68r1.2	6	A2:G015	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 6 am Besitzer A2_MIDDLE_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
206	A2	f68r1	f68r1.2	7	A2:G016	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 7 am Besitzer A2_MIDDLE_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
207	A2	f68r1	f68r1.2	8	A2:G017	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 8 am Besitzer A2_MIDDLE_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
208	A2	f68r1	f68r1.2	9	A2:G018	A2_MIDDLE_PANEL_HEADER	A2_MIDDLE_PANEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 9 am Besitzer A2_MIDDLE_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
209	A2	f68r1	f68r1.3	1	A2:G019	A2_RIGHT_PANEL_HEADER	A2_RIGHT_PANEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_RIGHT_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
210	A2	f68r1	f68r1.3	2	A2:G020	A2_RIGHT_PANEL_HEADER	A2_RIGHT_PANEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A2_RIGHT_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
211	A2	f68r1	f68r1.3	3	A2:G021	A2_RIGHT_PANEL_HEADER	A2_RIGHT_PANEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A2_RIGHT_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
212	A2	f68r1	f68r1.3	4	A2:G022	A2_RIGHT_PANEL_HEADER	A2_RIGHT_PANEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 4 am Besitzer A2_RIGHT_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
213	A2	f68r1	f68r1.3	5	A2:G023	A2_RIGHT_PANEL_HEADER	A2_RIGHT_PANEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 5 am Besitzer A2_RIGHT_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
214	A2	f68r1	f68r1.3	6	A2:G024	A2_RIGHT_PANEL_HEADER	A2_RIGHT_PANEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 6 am Besitzer A2_RIGHT_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
215	A2	f68r1	f68r1.3	7	A2:G025	A2_RIGHT_PANEL_HEADER	A2_RIGHT_PANEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 7 am Besitzer A2_RIGHT_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
216	A2	f68r1	f68r1.3	8	A2:G026	A2_RIGHT_PANEL_HEADER	A2_RIGHT_PANEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 8 am Besitzer A2_RIGHT_PANEL_HEADER.	LOCAL_MASTER_KEY_ONLY
217	A2	f68r1	f68r1.4	1	A2:G027	A2_MULTIPANEL_HEADER_FRAGMENT_04	A2_LOCAL_OWNER_UNRESOLVED	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_MULTIPANEL_HEADER_FRAGMENT_04.	LOCAL_MASTER_KEY_ONLY
218	A2	f68r1	f68r1.4	2	A2:G028	A2_MULTIPANEL_HEADER_FRAGMENT_04	A2_LOCAL_OWNER_UNRESOLVED	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A2_MULTIPANEL_HEADER_FRAGMENT_04.	LOCAL_MASTER_KEY_ONLY
219	A2	f68r1	f68r1.5	1	A2:G029	A2_MULTIPANEL_HEADER_FRAGMENT_05	A2_LOCAL_OWNER_UNRESOLVED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_MULTIPANEL_HEADER_FRAGMENT_05.	LOCAL_MASTER_KEY_ONLY
220	A2	f68r1	f68r1.6	1	A2:G030	A2_MULTIPANEL_HEADER_FRAGMENT_06	A2_LOCAL_OWNER_UNRESOLVED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_MULTIPANEL_HEADER_FRAGMENT_06.	LOCAL_MASTER_KEY_ONLY
221	A2	f68r1	f68r1.7	1	A2:G031	A2_MULTIPANEL_HEADER_FRAGMENT_07	A2_LOCAL_OWNER_UNRESOLVED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_MULTIPANEL_HEADER_FRAGMENT_07.	LOCAL_MASTER_KEY_ONLY
222	A2	f68r1	f68r1.8	1	A2:G032	A2_CENTRE_KEY_UNRESOLVED	A2_LOCAL_OWNER_UNRESOLVED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_CENTRE_KEY_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
223	A2	f68r1	f68r1.9	1	A2:G033	A2_STAR_STATION_01	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_01.	LOCAL_MASTER_KEY_ONLY
224	A2	f68r1	f68r1.10	1	A2:G034	A2_STAR_STATION_02	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_02.	LOCAL_MASTER_KEY_ONLY
225	A2	f68r1	f68r1.11	1	A2:G035	A2_STAR_STATION_03	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_03.	LOCAL_MASTER_KEY_ONLY
226	A2	f68r1	f68r1.12	1	A2:G036	A2_STAR_STATION_04	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_04.	LOCAL_MASTER_KEY_ONLY
227	A2	f68r1	f68r1.13	1	A2:G037	A2_STAR_STATION_05	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_05.	LOCAL_MASTER_KEY_ONLY
228	A2	f68r1	f68r1.14	1	A2:G038	A2_STAR_STATION_06	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_06.	LOCAL_MASTER_KEY_ONLY
229	A2	f68r1	f68r1.15	1	A2:G039	A2_STAR_STATION_07	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_07.	LOCAL_MASTER_KEY_ONLY
230	A2	f68r1	f68r1.16	1	A2:G040	A2_STAR_STATION_08	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_08.	LOCAL_MASTER_KEY_ONLY
231	A2	f68r1	f68r1.17	1	A2:G041	A2_STAR_STATION_09	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_09.	LOCAL_MASTER_KEY_ONLY
232	A2	f68r1	f68r1.18	1	A2:G042	A2_STAR_STATION_10	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_10.	LOCAL_MASTER_KEY_ONLY
233	A2	f68r1	f68r1.19	1	A2:G043	A2_STAR_STATION_11	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_11.	LOCAL_MASTER_KEY_ONLY
234	A2	f68r1	f68r1.20	1	A2:G044	A2_STAR_STATION_12	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_12.	LOCAL_MASTER_KEY_ONLY
235	A2	f68r1	f68r1.21	1	A2:G045	A2_STAR_STATION_13	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_13.	LOCAL_MASTER_KEY_ONLY
236	A2	f68r1	f68r1.22	1	A2:G046	A2_STAR_STATION_14	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_14.	LOCAL_MASTER_KEY_ONLY
237	A2	f68r1	f68r1.23	1	A2:G047	A2_STAR_STATION_15	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_15.	LOCAL_MASTER_KEY_ONLY
238	A2	f68r1	f68r1.24	1	A2:G048	A2_STAR_STATION_16	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_16.	LOCAL_MASTER_KEY_ONLY
239	A2	f68r1	f68r1.25	1	A2:G049	A2_STAR_STATION_17	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_17.	LOCAL_MASTER_KEY_ONLY
240	A2	f68r1	f68r1.26	1	A2:G050	A2_STAR_STATION_18	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_18.	LOCAL_MASTER_KEY_ONLY
241	A2	f68r1	f68r1.27	1	A2:G051	A2_STAR_STATION_19	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_19.	LOCAL_MASTER_KEY_ONLY
242	A2	f68r1	f68r1.28	1	A2:G052	A2_STAR_STATION_20	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_20.	LOCAL_MASTER_KEY_ONLY
243	A2	f68r1	f68r1.29	1	A2:G053	A2_STAR_STATION_21	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_21.	LOCAL_MASTER_KEY_ONLY
244	A2	f68r1	f68r1.30	1	A2:G054	A2_STAR_STATION_22	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_22.	LOCAL_MASTER_KEY_ONLY
245	A2	f68r1	f68r1.31	1	A2:G055	A2_STAR_STATION_23	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_23.	LOCAL_MASTER_KEY_ONLY
246	A2	f68r1	f68r1.32	1	A2:G056	A2_STAR_STATION_24	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A2_STAR_STATION_24.	LOCAL_MASTER_KEY_ONLY
