entry	kind	working_meaning_de	composition	context_rule	status
cthd@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	Krautdrogenposten abschließen	CTH_HERB+D_TERM_CLOSE	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
dainol@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	zwei Teile Drogenstoff abmessen	D_MEASURE+AIN_II+OL_MATERIAL	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
okalol@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	erhitzter Drogenstoff aus Rohstoff-I-Ansatz	O_PREP+K_HOT+AL_RAW_I+OL_MATERIAL	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
cheykain@GDT666_DEFAULT	LEARNED_ACTION_WHOLE	bis zur Mittelstufe getrocknete Droge auf Heizstufe II bringen	LEARNED_CHEYKAIN_WHOLE	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
okalchy@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	Rohstoff-I-Ansatz erhitzen und leicht trocknen	O_PREP+K_HOT+AL_RAW_I+CH_DRY+Y_START_OR_CLOSE	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
qolky@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	leicht erhitzten Drogenstoff hinzugeben	QOL_ADD+K_HOT+Y_START_OR_CLOSE	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
ldol@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	Holzdrogenstoff abmessen	L_WOOD+D_MEASURE+OL_MATERIAL	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
qopchedy@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	QO_COMMAND+O_PREP+P_POWDER+CH_DRY+E_MIDDLE+DY_FINISHED	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
dsholyd@GDT666_DEFAULT	LEARNED_ACTION_WHOLE	eingeweichten Drogenstoff abmessen und den Posten abschließen	LEARNED_DSHOLYD_WHOLE	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
qokeoy@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	Ansatz bis zur Mittelstufe erhitzen und abschließen	QO_COMMAND+K_HOT+E_MIDDLE+O_PREP+Y_START_OR_CLOSE	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
dytar@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	danach die erste Fraktion abkühlen	DY_FINISHED+T_COLD+AR_FRACTION_I	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
qolchedy@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	QOL_ADD+CH_DRY+E_MIDDLE+DY_FINISHED	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
qotee@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	vollständig abkühlen	QO_COMMAND+T_COLD+EE_END	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
yteeedy@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	kühle hiervon bis zur letzten Stufe und schließe ab	Y_REFERENCE+T_COLD+EEE_LONG_OR_FINAL+DY_FINISHED	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
yteeo@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	kühle hiervon den Ansatz vollständig	Y_REFERENCE+T_COLD+EE_END+O_PREP	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
daiinls@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	drei Dosen einer Holzdrogencharge abmessen	D_MEASURE+AIIN_III+L_WOOD+S_TERM_SPECIES	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
acthy@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	ein Teil Krautdroge in Grundform	A_PART_OR_LINK+CTH_HERB+Y_START_OR_CLOSE	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
chokar@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	erste heiß getrocknete Ansatzfraktion	CH_DRY+O_PREP+K_HOT+AR_FRACTION_I	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
chcfhy@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	leicht getrocknete Blütenfraktion	CH_DRY+F_FLOWER+Y_START_OR_CLOSE	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
qoeear@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	nimm die erste Fraktion der Endstufe	QO_COMMAND+EE_END+AR_FRACTION_I	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
qoteeos@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	nimm eine vollständig gekühlte Ansatzcharge	QO_COMMAND+T_COLD+EE_END+O_PREP+S_TERM_SPECIES	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
chotain@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	Trockenansatz auf Kühlstufe II	CH_DRY+O_PREP+T_COLD+AIN_II	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
darala@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	einen gleichen Teil der ersten Rohstoff-I-Fraktion abmessen	D_MEASURE+AR_FRACTION_I+AL_RAW_I+A_PART_OR_LINK	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
shodaiin@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	drei Dosen Feuchtansatz	SH_MOIST+O_PREP+D_MEASURE+AIIN_III	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
odor@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	eine Portion Ansatz abmessen	O_PREP+D_MEASURE+OR_PORTION	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
cholky@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	getrockneten Drogenstoff leicht erhitzen	CH_DRY+OL_MATERIAL+K_HOT+Y_START_OR_CLOSE	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
ykoldy@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	stelle hiervon erhitzten Drogenstoff fertig	Y_REFERENCE+K_HOT+OL_MATERIAL+DY_FINISHED	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
qokeol@GDT666_DEFAULT	PRODUCTIVE_COMPOUND	erhitze den Drogenstoff bis zur Mittelstufe	QO_COMMAND+K_HOT+E_MIDDLE+OL_MATERIAL	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
kyty@GDT666_DEFAULT	LEARNED_ACTION_WHOLE	leicht erhitzen und anschließend leicht abkühlen	LEARNED_KYTY_WHOLE	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
daim@GDT666_DEFAULT	LEARNED_WHOLE	eine zweite Dosis abmessen	LEARNED_DAIM_WHOLE	only the exact whitespace-delimited surface; no substring inheritance	NEW_V43_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
chcphedy@GDT666_CHCPHEDY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Arzneikompositum bis zur Mittelstufe trocknen und abschließen	CHCPHEDY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
chcthey@GDT666_CHCTHEY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Krautdroge bis zur mittleren Stufe trocknen	CHCTHEY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
checthey@GDT666_CHECTHEY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen	CHECTHEY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
chekody@GDT666_CHEKODY_ACTION_NONE	PRACTICAL_RENDERING_CARD	mitteltrockenen Ansatz erhitzen und fertigstellen	CHEKODY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
cheodar@GDT666_CHEODAR_ACTION_NONE	PRACTICAL_RENDERING_CARD	die erste Fraktion des mitteltrockenen Ansatzes abmessen	CHEODAR_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
cheokain@GDT666_CHEOKAIN_ACTION_NONE	PRACTICAL_RENDERING_CARD	Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen	CHEOKAIN_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
cheolkaiin@GDT666_CHEOLKAIIN_ACTION_NONE	PRACTICAL_RENDERING_CARD	Drogenstoff bis zur Mittelstufe trocknen und auf Heizstufe III bringen	CHEOLKAIIN_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
cheykain@GDT666_CHEYKAIN_ACTION_NONE	PRACTICAL_RENDERING_CARD	bis zur Mittelstufe getrocknete Droge auf Heizstufe II bringen	CHEYKAIN_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
chky@GDT666_CHKY_ACTION_NONE	PRACTICAL_RENDERING_CARD	getrocknete Droge leicht erhitzen	CHKY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
chokan@GDT666_CHOKAN_ACTION_NONE	PRACTICAL_RENDERING_CARD	Trockenansatz auf Heizstufe I bringen	CHOKAN_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
chokokor@GDT666_CHOKOKOR_ACTION_NONE	PRACTICAL_RENDERING_CARD	Trockenansatz erhitzen, erneut ansetzen, wieder erhitzen und als Portion abteilen	CHOKOKOR_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
choldar@GDT666_CHOLDAR_ACTION_NONE	PRACTICAL_RENDERING_CARD	die erste Fraktion getrockneten Drogenstoffs abmessen	CHOLDAR_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
cholky@GDT666_CHOLKY_ACTION_NONE	PRACTICAL_RENDERING_CARD	getrockneten Drogenstoff leicht erhitzen	CHOLKY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
chotchey@GDT666_CHOTCHEY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Trockenansatz kalt bis zur Mittelstufe nachtrocknen	CHOTCHEY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
chtchy@GDT666_CHTCHY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Droge kalt trocknen und leicht nachtrocknen	CHTCHY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
chytshy@GDT666_CHYTSHY_ACTION_NONE	PRACTICAL_RENDERING_CARD	leicht getrocknete Droge abkühlen und anfeuchten	CHYTSHY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
cthd@GDT666_CTHD_ACTION_NONE	PRACTICAL_RENDERING_CARD	Krautdrogenposten abschließen	CTHD_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
ctholdy@GDT666_CTHOLDY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Krautdrogenstoff fertigstellen	CTHOLDY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
dalchd@GDT666_DALCHD_ACTION_NONE	PRACTICAL_RENDERING_CARD	Rohdroge I abmessen, trocknen und abschließen	DALCHD_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
dalky@GDT666_DALKY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Rohdroge I abmessen und leicht erhitzen	DALKY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
dchdy@GDT666_DCHDY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Trockendroge abmessen und fertigstellen	DCHDY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
dcheoty@GDT666_DCHEOTY_ACTION_NONE	PRACTICAL_RENDERING_CARD	mitteltrockenen Ansatz abmessen und leicht abkühlen	DCHEOTY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
dchold@GDT666_DCHOLD_ACTION_NONE	PRACTICAL_RENDERING_CARD	getrockneten Drogenstoff abmessen und abschließen	DCHOLD_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
dkol@GDT666_DKOL_ACTION_NONE	PRACTICAL_RENDERING_CARD	erhitzten Drogenstoff abmessen	DKOL_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
dlshedy@GDT666_DLSHEDY_ACTION_NONE	PRACTICAL_RENDERING_CARD	eine Dosis Holzdroge bis zur Mittelstufe einweichen und abschließen	DLSHEDY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
dsheedal@GDT666_DSHEEDAL_ACTION_NONE	PRACTICAL_RENDERING_CARD	vollständig eingeweichte Rohdroge I abmessen	DSHEEDAL_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
dshodar@GDT666_DSHODAR_ACTION_NONE	PRACTICAL_RENDERING_CARD	die erste Fraktion des eingeweichten Ansatzes abmessen	DSHODAR_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
dsholyd@GDT666_DSHOLYD_ACTION_NONE	PRACTICAL_RENDERING_CARD	eingeweichten Drogenstoff abmessen und den Posten abschließen	DSHOLYD_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
dytar@GDT666_DYTAR_ACTION_NONE	PRACTICAL_RENDERING_CARD	danach die erste Fraktion abkühlen	DYTAR_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
eey@GDT666_EEY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Endstufe abschließen	EEY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
eey@GDT666_EEY_READER_MERGE_LEFT_KNOWN_deey	PRACTICAL_RENDERING_CARD	die Enddosis abmessen	EEY_READER_MERGE_LEFT_KNOWN:deey	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
eey@GDT666_EEY_READER_MERGE_LEFT_NOVEL_odeey	PRACTICAL_RENDERING_CARD	Endstufe abschließen	EEY_READER_MERGE_LEFT_NOVEL:odeey	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
eey@GDT666_EEY_READER_MERGE_LEFT_NOVEL_oreey	PRACTICAL_RENDERING_CARD	Endstufe abschließen	EEY_READER_MERGE_LEFT_NOVEL:oreey	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
g@GDT666_G_ACTION_NONE	PRACTICAL_RENDERING_CARD	vorstehenden Rezeptposten abschließen	G_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
g@GDT666_G_READER_MERGE_LEFT_NOVEL_daing	PRACTICAL_RENDERING_CARD	vorstehenden Rezeptposten abschließen	G_READER_MERGE_LEFT_NOVEL:daing	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
g@GDT666_G_READER_MERGE_LEFT_NOVEL_ykaiilg	PRACTICAL_RENDERING_CARD	vorstehenden Rezeptposten abschließen	G_READER_MERGE_LEFT_NOVEL:ykaiilg	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
kcholqod@GDT666_KCHOLQOD_ACTION_NONE	PRACTICAL_RENDERING_CARD	erhitztes Trockengut als Ansatz fertigstellen	KCHOLQOD_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
kch@GDT666_KCH_READER_MERGE_LEFT_NOVEL_ykch	PRACTICAL_RENDERING_CARD	unter Wärme trocknen	KCH_READER_MERGE_LEFT_NOVEL:ykch	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
keesy@GDT666_KEESY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Saatgut vollständig erhitzen und abschließen	KEESY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
ke@GDT666_KE_ACTION_NONE	PRACTICAL_RENDERING_CARD	bis zur mittleren Heizstufe erhitzen	KE_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
koddy@GDT666_KODDY_ACTION_NONE	PRACTICAL_RENDERING_CARD	erhitzten Ansatz abmessen und fertigstellen	KODDY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
koldy@GDT666_KOLDY_ACTION_NONE	PRACTICAL_RENDERING_CARD	erhitzten Drogenstoff fertigstellen	KOLDY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
kyty@GDT666_KYTY_ACTION_NONE	PRACTICAL_RENDERING_CARD	leicht erhitzen und anschließend leicht abkühlen	KYTY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
ctharal@GDT666_LABEL_SIGLUM_NONE	PRACTICAL_RENDERING_CARD	[erste Kraut- oder Blattfraktion aus Rohdroge I-Zeichen]	LABEL_SIGLUM:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
dchdy@GDT666_LABEL_SIGLUM_NONE	PRACTICAL_RENDERING_CARD	[Trockendroge abmessen und fertigstellen-Zeichen]	LABEL_SIGLUM:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
okalchy@GDT666_LABEL_SIGLUM_NONE	PRACTICAL_RENDERING_CARD	[Rohstoff-I-Ansatz erhitzen und leicht trocknen-Zeichen]	LABEL_SIGLUM:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
otaldy@GDT666_LABEL_SIGLUM_NONE	PRACTICAL_RENDERING_CARD	[kalten Rohstoff-I-Ansatz fertigstellen-Zeichen]	LABEL_SIGLUM:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
otaly@GDT666_LABEL_SIGLUM_NONE	PRACTICAL_RENDERING_CARD	[Rohstoff-I-Ansatz leicht kühlen und abschließen-Zeichen]	LABEL_SIGLUM:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
ykedy@GDT666_LABEL_SIGLUM_NONE	PRACTICAL_RENDERING_CARD	[erhitze hiervon bis zur Mittelstufe und schließe ab-Zeichen]	LABEL_SIGLUM:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
ldchey@GDT666_LDCHEY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Holzdroge abmessen und bis zur Mittelstufe trocknen	LDCHEY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
ldol@GDT666_LDOL_ACTION_NONE	PRACTICAL_RENDERING_CARD	Holzdrogenstoff abmessen	LDOL_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
ld@GDT666_LD_ACTION_NONE	PRACTICAL_RENDERING_CARD	Holzdrogenposten abschließen	LD_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
ld@GDT666_LD_READER_MERGE_LEFT_NOVEL_olld	PRACTICAL_RENDERING_CARD	Holzdrogenposten abschließen	LD_READER_MERGE_LEFT_NOVEL:olld	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
lkshedy@GDT666_LKSHEDY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Holzdroge erhitzen, bis zur Mittelstufe einweichen und abschließen	LKSHEDY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
oaldary@GDT666_OALDARY_ACTION_NONE	PRACTICAL_RENDERING_CARD	die erste Fraktion des Rohstoff-I-Ansatzes abmessen und abschließen	OALDARY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
odor@GDT666_ODOR_ACTION_NONE	PRACTICAL_RENDERING_CARD	eine Portion Ansatz abmessen	ODOR_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
okalchy@GDT666_OKALCHY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Rohstoff-I-Ansatz erhitzen und leicht trocknen	OKALCHY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
olkeeshy@GDT666_OLKEESHY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Holzdrogenansatz vollständig erhitzen und leicht anfeuchten	OLKEESHY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
olsheed@GDT666_OLSHEED_ACTION_NONE	PRACTICAL_RENDERING_CARD	Holzdrogenansatz vollständig einweichen und abschließen	OLSHEED_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
om@GDT666_OM_READER_MERGE_LEFT_NOVEL_alom	PRACTICAL_RENDERING_CARD	eine Handvoll Ansatz	OM_READER_MERGE_LEFT_NOVEL:alom	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
om@GDT666_OM_READER_MERGE_LEFT_NOVEL_aralorom	PRACTICAL_RENDERING_CARD	eine Handvoll Ansatz	OM_READER_MERGE_LEFT_NOVEL:aralorom	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
om@GDT666_OM_READER_MERGE_LEFT_NOVEL_chorom	PRACTICAL_RENDERING_CARD	eine Handvoll Ansatz	OM_READER_MERGE_LEFT_NOVEL:chorom	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
otaldy@GDT666_OTALDY_ACTION_NONE	PRACTICAL_RENDERING_CARD	kalten Rohstoff-I-Ansatz fertigstellen	OTALDY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
otaly@GDT666_OTALY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Rohstoff-I-Ansatz leicht kühlen und abschließen	OTALY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
otcheody@GDT666_OTCHEODY_ACTION_NONE	PRACTICAL_RENDERING_CARD	kalt-trockenen Ansatz bis zur Mittelstufe bringen und fertigstellen	OTCHEODY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
otealshey@GDT666_OTEALSHEY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Rohstoff-I-Ansatz kalt vorbehandeln und bis zur Mittelstufe einweichen	OTEALSHEY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
otolkeechdy@GDT666_OTOLKEECHDY_ACTION_NONE	PRACTICAL_RENDERING_CARD	kalten Ansatzstoff vollständig erhitzen, trocknen und abschließen	OTOLKEECHDY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
polshy@GDT666_POLSHY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Pulverstoff leicht anfeuchten	POLSHY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
qoaiin@GDT666_QOAIIN_ACTION_NONE	PRACTICAL_RENDERING_CARD	nimm drei Teile	QOAIIN_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
qochol@GDT666_QOCHOL_ACTION_NONE	PRACTICAL_RENDERING_CARD	nimm getrockneten Drogenstoff	QOCHOL_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
qochy@GDT666_QOCHY_ACTION_NONE	PRACTICAL_RENDERING_CARD	nimm leicht getrocknete Droge	QOCHY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
qockhey@GDT666_QOCKHEY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	QOCKHEY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
qocthedy@GDT666_QOCTHEDY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Krautdroge bis zur Mittelstufe aufbereiten und abschließen	QOCTHEDY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
qody@GDT666_QODY_ACTION_NONE	PRACTICAL_RENDERING_CARD	stelle die Zubereitung fertig	QODY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
qoeear@GDT666_QOEEAR_ACTION_NONE	PRACTICAL_RENDERING_CARD	nimm die erste Fraktion der Endstufe	QOEEAR_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
qokalchey@GDT666_QOKALCHEY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Rohdroge I erhitzen und bis zur Mittelstufe trocknen	QOKALCHEY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
qoked@GDT666_QOKED_ACTION_NONE	PRACTICAL_RENDERING_CARD	bis zur Mittelstufe erhitzen und abschließen	QOKED_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
qokeol@GDT666_QOKEOL_ACTION_NONE	PRACTICAL_RENDERING_CARD	erhitze den Drogenstoff bis zur Mittelstufe	QOKEOL_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
qokeoy@GDT666_QOKEOY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Ansatz bis zur Mittelstufe erhitzen und abschließen	QOKEOY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
qoke@GDT666_QOKE_ACTION_NONE	PRACTICAL_RENDERING_CARD	bis zur Mittelstufe erhitzen	QOKE_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
qokody@GDT666_QOKODY_ACTION_NONE	PRACTICAL_RENDERING_CARD	Ansatz erhitzen und fertigstellen	QOKODY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
qolal@GDT666_QOLAL_ACTION_NONE	PRACTICAL_RENDERING_CARD	Rohdroge I hinzugeben	QOLAL_ACTION:NONE	exact occurrence context; reader join where named	NEW_V43_CONTEXT_RENDER
