backprojection_id	source_event_id	record_id	record_event_ordinal	bundle_id	physical_page	register	locus	surface	working_recipe	active_model	literal_working_reading_de	normalized_literal_de	semantic_tokens	semantic_separators	source_event_reading_de	current_event_reading_de	order_occurrence_count	order_root_sequence	state_operation_sequence	scope_orientation_sequence	order_scope_trace_de	literal_name_slots	event_support_tier	event_support_detail	exact_source_event_preserved	exact_component_sequence_preserved	exact_order_trace_preserved
G485-E144	P1003-E0556	G475-R105	1	G474-B112	f88v	PHARMA	f88v.29	otdordy	OT	CATALOGUE	DANACH · [DROGENNAME:dordy]	DANACH · {N1}	DANACH|{N1}	DOT	Droge »dordy« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »dordy«.	Droge »dordy« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »dordy«.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Droge »dordy«	DROGENNAME:dordy	RECURRENT_STRICT_EVENT	G481-ET001 ×5	YES	YES	YES
G485-E145	P1003-E0557	G475-R106	1	G474-B113	f88v	PHARMA	f88v.30	dararda	AR+AR	CATALOGUE	[DROGENNAME:d] · AUSGANG · AUSGANG · [DROGENNAME:da]	{N1} · AUSGANG · AUSGANG · {N2}	{N1}|AUSGANG|AUSGANG|{N2}	DOT|DOT|DOT	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	0	NONE	NONE	NONE	NONE	DROGENNAME:d|DROGENNAME:da	LOCAL_COMPONENT_RECURRENT	[{N1} · AUSGANG ×9] + [AUSGANG · {N2} ×6]	YES	YES	YES
G485-E146	P1008-E1038	G475-R107	1	G474-B114	f89r	PHARMA	f89r1.1	okchshy	OK+CH+Y	INSTRUCTION	SETZEN · NEHMEN · POSTEN	SETZEN · NEHMEN · POSTEN	SETZEN|NEHMEN|POSTEN	DOT|DOT	Setze den Drogenposten als Ansatz an und nimm den Drogenposten.	Setze den Drogenposten als Ansatz an und nimm den Drogenposten.	0	NONE	NONE	NONE	NONE	NONE	SAME_MODEL_COMPONENT_TILE	[SETZEN ×29] + [NEHMEN ×9] + [POSTEN ×18]	YES	YES	YES
G485-E147	P1008-E1039	G475-R107	2	G474-B115	f89r	PHARMA	f89r1.2	qkol	OL	INSTRUCTION	[DROGENNAME:qk] · FORTSETZEN	{N1} · FORTSETZEN	{N1}|FORTSETZEN	DOT	Weiter beziehe den Drogeneintrag »qk«. Reihenfolge konkret: OL — Droge »qk« weiterführen.	Weiter beziehe den Drogeneintrag »qk«. Reihenfolge konkret: OL — Droge »qk« weiterführen.	1	OL	KEEP_ACTIVE_UNIT	BACKWARD_HOLD	OL:Droge »qk« weiterführen	DROGENNAME:qk	SAME_MODEL_COMPONENT_TILE	[{N1} · FORTSETZEN ×1]	YES	YES	YES
G485-E148	P1008-E1040	G475-R107	3	G474-B116	f89r	PHARMA	f89r1.3	oldam	OL+AM_ADDR	INSTRUCTION	FORTSETZEN · [DROGENNAME:d] · HIER	FORTSETZEN · {N1} · HIER	FORTSETZEN|{N1}|HIER	DOT|DOT	Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Droge »d«.	Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Droge »d«.	1	OL	KEEP_ACTIVE_UNIT	FORWARD_OPEN	OL:weiter mit Droge »d«	DROGENNAME:d	SAME_MODEL_COMPONENT_TILE	[FORTSETZEN · {N1} ×3] + [HIER ×10]	YES	YES	YES
G485-E149	P1008-E1041	G475-R108	1	G474-B117	f89r	PHARMA	f89r1.4	otoldy	OT+OL	CATALOGUE	DANACH · FORTSETZEN · [DROGENNAME:dy]	DANACH · FORTSETZEN · {N1}	DANACH|FORTSETZEN|{N1}	DOT|DOT	Droge »dy« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »dy« weiterführen.	Droge »dy« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »dy« weiterführen.	2	OT|OL	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT	FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT	OT:danach Fortsetzung | OL:Folgeschritt in Droge »dy« weiterführen	DROGENNAME:dy	RECURRENT_STRICT_EVENT	G481-ET122 ×2	YES	YES	YES
G485-E150	P1008-E1042	G475-R109	1	G474-B118	f89r	PHARMA	f89r1.5	ararchodaiin	AR+AR+AIIN	CATALOGUE	AUSGANG · AUSGANG · [DROGENNAME:cho] · WERT	AUSGANG · AUSGANG · {N1} · WERT	AUSGANG|AUSGANG|{N1}|WERT	DOT|DOT|DOT	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	0	NONE	NONE	NONE	NONE	DROGENNAME:cho	LOCAL_COMPONENT_RECURRENT	[AUSGANG · AUSGANG ×2] + [{N1} · WERT ×3]	YES	YES	YES
G485-E151	P1008-E1090	G475-R110	1	G474-B119	f89r	PHARMA	f89r1.11	ykyd	Y+K+Y+D_ADDR	INSTRUCTION	POSTEN · GEBEN · POSTEN · HIER	POSTEN · GEBEN · POSTEN · HIER	POSTEN|GEBEN|POSTEN|HIER	DOT|DOT|DOT	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle.	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle.	0	NONE	NONE	NONE	NONE	NONE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E152	P1008-E1091	G475-R110	2	G474-B120	f89r	PHARMA	f89r1.12	chol	OL	INSTRUCTION	FORTSETZEN	FORTSETZEN	FORTSETZEN	NONE	Weiter beziehe den Eintrag. Reihenfolge konkret: OL — im aktiven Eintrag weiter.	Weiter beziehe den Eintrag. Reihenfolge konkret: OL — im aktiven Eintrag weiter.	1	OL	KEEP_ACTIVE_UNIT	FORWARD_OPEN	OL:im aktiven Eintrag weiter	NONE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E153	P1008-E1092	G475-R110	3	G474-B120	f89r	PHARMA	f89r1.12	ches	CH+E+S	INSTRUCTION	NEHMEN · GRAD I · WÄHLEN	NEHMEN · GRAD I · WÄHLEN	NEHMEN|GRAD I|WÄHLEN	DOT|DOT	Nimm den Eintrag und wähle den Eintrag, auf Grad I.	Nimm den Eintrag und wähle den Eintrag, auf Grad I.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET074 ×2	YES	YES	YES
G485-E154	P1008-E1093	G475-R111	1	G474-B121	f89r	PHARMA	f89r1.13	otorain	OT+AIN	CATALOGUE	DANACH · [DROGENNAME:or] · ANTEIL	DANACH · {N1} · ANTEIL	DANACH|{N1}|ANTEIL	DOT|DOT	Droge »or« — Folgevermerk, Anteilsangabe. Reihenfolge konkret: OT — danach Droge »or«.	Droge »or« — Folgevermerk, Anteilsangabe. Reihenfolge konkret: OT — danach Droge »or«.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Droge »or«	DROGENNAME:or	RECURRENT_ROLE_EVENT	G481-ES033 ×2	YES	YES	YES
G485-E155	P1008-E1094	G475-R112	1	G474-B122	f89r	PHARMA	f89r1.14	okaiin	OK+AIIN	INSTRUCTION	SETZEN · WERT	SETZEN · WERT	SETZEN|WERT	DOT	Setze den Mengenwert als Ansatz an.	Setze den Mengenwert als Ansatz an.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET080 ×3	YES	YES	YES
G485-E156	P1008-E1095	G475-R112	2	G474-B122	f89r	PHARMA	f89r1.14	dan	AIN	INSTRUCTION	ANTEIL	ANTEIL	ANTEIL	NONE	Im selben Gang setze den Drogenanteil als Ansatz an.	Im selben Gang setze den Drogenanteil als Ansatz an.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_ROLE_EVENT	G481-ES101 ×2	YES	YES	YES
G485-E157	P1008-E1175	G475-R113	1	G474-B123	f89r	PHARMA	f89r1.24	ykocfhy	CH+LOCAL_CHAR_F+Y	INSTRUCTION	[DROGENNAME:yko] · NEHMEN · HIER · POSTEN	{N1} · NEHMEN · HIER · POSTEN	{N1}|NEHMEN|HIER|POSTEN	DOT|DOT|DOT	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	0	NONE	NONE	NONE	NONE	DROGENNAME:yko	LOCAL_COMPONENT_RECURRENT	[{N1} · NEHMEN ×2] + [HIER · POSTEN ×1]	YES	YES	YES
G485-E158	P1008-E1176	G475-R114	1	G474-B124	f89r	PHARMA	f89r1.25	saldam	AL+AM_ADDR	CATALOGUE	[DROGENNAME:s] · ZIELORT · [DROGENNAME:d] · HIER	{N1} · ZIELORT · {N2} · HIER	{N1}|ZIELORT|{N2}|HIER	DOT|DOT|DOT	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	0	NONE	NONE	NONE	NONE	DROGENNAME:s|DROGENNAME:d	LOCAL_COMPONENT_RECURRENT	[{N1} · ZIELORT · {N2} ×1] + [HIER ×26]	YES	YES	YES
G485-E159	P1008-E1177	G475-R115	1	G474-B125	f89r	PHARMA	f89r1.26	sydarary	D_ADDR+AR+AR	CATALOGUE	[DROGENNAME:sy] · HIER · AUSGANG · AUSGANG · [DROGENNAME:y]	{N1} · HIER · AUSGANG · AUSGANG · {N2}	{N1}|HIER|AUSGANG|AUSGANG|{N2}	DOT|DOT|DOT|DOT	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	0	NONE	NONE	NONE	NONE	DROGENNAME:sy|DROGENNAME:y	LOCAL_COMPONENT_RECURRENT	[{N1} · HIER · AUSGANG ×1] + [AUSGANG · {N2} ×6]	YES	YES	YES
G485-E160	P1008-E1178	G475-R116	1	G474-B126	f89r	PHARMA	f89r1.27	yddy	Y+D_ADDR+Y	COORDINATE	POSTEN · HIER · POSTEN	POSTEN · HIER · POSTEN	POSTEN|HIER|POSTEN	DOT|DOT	Adressspur: Drogenposten → hier → Drogenposten.	Adressspur: Drogenposten → hier → Drogenposten.	0	NONE	NONE	NONE	NONE	NONE	LOCAL_COMPONENT_RECURRENT	[POSTEN · HIER ×1] + [POSTEN ×39]	YES	YES	YES
G485-E161	P1008-E1179	G475-R117	1	G474-B127	f89r	PHARMA	f89r2.1	odory	OR+Y	CATALOGUE	[DROGENNAME:od] · EINHEIT · POSTEN	{N1} · EINHEIT · POSTEN	{N1}|EINHEIT|POSTEN	DOT|DOT	Droge »od« — Einheitsangabe, Postenangabe.	Droge »od« — Einheitsangabe, Postenangabe.	0	NONE	NONE	NONE	NONE	DROGENNAME:od	RECURRENT_ROLE_EVENT	G481-ES023 ×2	YES	YES	YES
G485-E162	P1008-E1180	G475-R117	2	G474-B128	f89r	PHARMA	f89r2.2	doly	OL+Y	CATALOGUE	[DROGENNAME:d] · FORTSETZEN · POSTEN	{N1} · FORTSETZEN · POSTEN	{N1}|FORTSETZEN|POSTEN	DOT|DOT	Droge »d« — Fortsetzungsvermerk, Postenangabe. Reihenfolge konkret: OL — Droge »d« in Posten weiterführen.	Droge »d« — Fortsetzungsvermerk, Postenangabe. Reihenfolge konkret: OL — Droge »d« in Posten weiterführen.	1	OL	KEEP_ACTIVE_UNIT	BRIDGE_LEFT_TO_RIGHT	OL:Droge »d« in Posten weiterführen	DROGENNAME:d	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E163	P1008-E1181	G475-R118	1	G474-B129	f89r	PHARMA	f89r2.3	opchosam	AM_ADDR	CATALOGUE	[DROGENNAME:opchos] · HIER	{N1} · HIER	{N1}|HIER	DOT	Droge »opchos« — Hier-Vermerk.	Droge »opchos« — Hier-Vermerk.	0	NONE	NONE	NONE	NONE	DROGENNAME:opchos	LOCAL_COMPONENT_RECURRENT	[{N1} · HIER ×8]	YES	YES	YES
G485-E164	P1008-E1182	G475-R119	1	G474-B130	f89r	PHARMA	f89r2.4	saloiinsheol	AL+SH+OL	INSTRUCTION	[DROGENNAME:s] · ZIELORT · [DROGENNAME:oiin] · HALTEN · [DROGENNAME:e] · FORTSETZEN	{N1} · ZIELORT · {N2} · HALTEN · {N3} · FORTSETZEN	{N1}|ZIELORT|{N2}|HALTEN|{N3}|FORTSETZEN	DOT|DOT|DOT|DOT|DOT	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß. Reihenfolge konkret: OL — Droge »e« weiterführen.	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß. Reihenfolge konkret: OL — Droge »e« weiterführen.	1	OL	KEEP_ACTIVE_UNIT	BACKWARD_HOLD	OL:Droge »e« weiterführen	DROGENNAME:s|DROGENNAME:oiin|DROGENNAME:e	LEARNED_LEXICAL_SLOT_ONLY	{N3}	YES	YES	YES
G485-E165	P1008-E1183	G475-R120	1	G474-B131	f89r	PHARMA	f89r2.5	opcheor	O+P+CH+E+OR	INSTRUCTION	AUSFÜHRUNG · EINSETZEN · NEHMEN · GRAD I · EINHEIT	AUSFÜHRUNG · EINSETZEN · NEHMEN · GRAD I · EINHEIT	AUSFÜHRUNG|EINSETZEN|NEHMEN|GRAD I|EINHEIT	DOT|DOT|DOT|DOT	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	0	NONE	NONE	NONE	NONE	NONE	LOCAL_COMPONENT_RECURRENT	[AUSFÜHRUNG ×16] + [EINSETZEN ×1] + [NEHMEN · GRAD I ×4] + [EINHEIT ×10]	YES	YES	YES
G485-E166	P1008-E1228	G475-R121	1	G474-B132	f89r	PHARMA	f89r2.9	otold	OT+OL	CATALOGUE	DANACH · FORTSETZEN · [DROGENNAME:d]	DANACH · FORTSETZEN · {N1}	DANACH|FORTSETZEN|{N1}	DOT|DOT	Droge »d« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »d« weiterführen.	Droge »d« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »d« weiterführen.	2	OT|OL	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT	FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT	OT:danach Fortsetzung | OL:Folgeschritt in Droge »d« weiterführen	DROGENNAME:d	RECURRENT_STRICT_EVENT	G481-ET122 ×2	YES	YES	YES
G485-E167	P1008-E1229	G475-R121	2	G474-B132	f89r	PHARMA	f89r2.9	y	Y	CATALOGUE	POSTEN	POSTEN	POSTEN	NONE	Eintrag »y« — Postenangabe.	Eintrag »y« — Postenangabe.	0	NONE	NONE	NONE	NONE	NONE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E168	P1008-E1230	G475-R122	1	G474-B133	f89r	PHARMA	f89r2.10	okol	OK+OL	INSTRUCTION	SETZEN · FORTSETZEN	SETZEN · FORTSETZEN	SETZEN|FORTSETZEN	DOT	Weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OL — Setzen weiterführen.	Weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OL — Setzen weiterführen.	1	OL	KEEP_ACTIVE_UNIT	BACKWARD_HOLD	OL:Setzen weiterführen	NONE	RECURRENT_ROLE_EVENT	G481-ES111 ×2	YES	YES	YES
G485-E169	P1008-E1231	G475-R122	2	G474-B133	f89r	PHARMA	f89r2.10	shol	SH+OL	INSTRUCTION	HALTEN · FORTSETZEN	HALTEN · FORTSETZEN	HALTEN|FORTSETZEN	DOT	Weiter halte den Eintrag. Reihenfolge konkret: OL — Halten weiterführen.	Weiter halte den Eintrag. Reihenfolge konkret: OL — Halten weiterführen.	1	OL	KEEP_ACTIVE_UNIT	BACKWARD_HOLD	OL:Halten weiterführen	NONE	RECURRENT_ROLE_EVENT	G481-ES111 ×2	YES	YES	YES
G485-E170	P1008-E1232	G475-R122	3	G474-B133	f89r	PHARMA	f89r2.10	dy	Y	INSTRUCTION	POSTEN	POSTEN	POSTEN	NONE	Im selben Gang halte den Drogenposten.	Im selben Gang halte den Drogenposten.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_ROLE_EVENT	G481-ES101 ×2	YES	YES	YES
G485-E171	P1008-E1233	G475-R123	1	G474-B134	f89r	PHARMA	f89r2.11	opchoroiin	O+IIN	CATALOGUE	[DROGENNAME:opchor] · AUSFÜHRUNG · STUFE	{N1} · AUSFÜHRUNG · STUFE	{N1}|AUSFÜHRUNG|STUFE	DOT|DOT	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	0	NONE	NONE	NONE	NONE	DROGENNAME:opchor	LOCAL_COMPONENT_RECURRENT	[{N1} · AUSFÜHRUNG · STUFE ×1]	YES	YES	YES
G485-E172	P1008-E1296	G475-R124	1	G474-B135	f89r	PHARMA	f89r2.16	korainy	K+OR+AIN+Y	INSTRUCTION	GEBEN · EINHEIT · ANTEIL · POSTEN	GEBEN · EINHEIT · ANTEIL · POSTEN	GEBEN|EINHEIT|ANTEIL|POSTEN	DOT|DOT|DOT	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	0	NONE	NONE	NONE	NONE	NONE	LOCAL_COMPONENT_RECURRENT	[GEBEN ×1] + [EINHEIT ×10] + [ANTEIL · POSTEN ×2]	YES	YES	YES
G485-E173	P1008-E1297	G475-R125	1	G474-B136	f89r	PHARMA	f89r2.17	sodar	S+O+DA+R	INSTRUCTION	WÄHLEN · AUSFÜHRUNG · ZWEITE STUFE · MARKIEREN	WÄHLEN · AUSFÜHRUNG · ZWEITE STUFE · MARKIEREN	WÄHLEN|AUSFÜHRUNG|ZWEITE STUFE|MARKIEREN	DOT|DOT|DOT	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	Wähle den Eintrag und markiere ihn – als Ausführung auf der zweiten Stufe.	0	NONE	NONE	NONE	NONE	NONE	EXACT_RUNNING_SURFACE_RECIPE_CARRIER	G407-E0930|G407-E2712	YES	YES	YES
G485-E174	P1008-E1298	G475-R126	1	G474-B137	f89r	PHARMA	f89r2.18	cheys	Y+S	INSTRUCTION	POSTEN · WÄHLEN	POSTEN · WÄHLEN	POSTEN|WÄHLEN	DOT	Wähle den Drogenposten.	Wähle den Drogenposten.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET033 ×2	YES	YES	YES
G485-E175	P1008-E1299	G475-R127	1	G474-B138	f89r	PHARMA	f89r2.19	cheody	CH+E+O+Y	INSTRUCTION	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	NEHMEN|GRAD I|AUSFÜHRUNG|POSTEN	DOT|DOT|DOT	Nimm den Drogenposten, auf Grad I und als Ausführung.	Nimm den Drogenposten, auf Grad I und als Ausführung.	0	NONE	NONE	NONE	NONE	NONE	LOCAL_COMPONENT_RECURRENT	[NEHMEN · GRAD I ×4] + [AUSFÜHRUNG ×16] + [POSTEN ×39]	YES	YES	YES
G485-E176	P1008-E1300	G475-R128	1	G474-B139	f89r	PHARMA	f89r2.20	oporain	AIN	CATALOGUE	[DROGENNAME:opor] · ANTEIL	{N1} · ANTEIL	{N1}|ANTEIL	DOT	Droge »opor« — Anteilsangabe.	Droge »opor« — Anteilsangabe.	0	NONE	NONE	NONE	NONE	DROGENNAME:opor	RECURRENT_STRICT_EVENT	G481-ET145 ×2	YES	YES	YES
G485-E177	P1008-E1301	G475-R129	1	G474-B140	f89r	PHARMA	f89r2.21	okshdchos	OK+SH	INSTRUCTION	SETZEN · HALTEN · [DROGENNAME:dchos]	SETZEN · HALTEN · {N1}	SETZEN|HALTEN|{N1}	DOT|DOT	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	0	NONE	NONE	NONE	NONE	DROGENNAME:dchos	LOCAL_COMPONENT_RECURRENT	[SETZEN ×29] + [HALTEN · {N1} ×1]	YES	YES	YES
G485-E178	P1008-E1408	G475-R130	1	G474-B141	f89r	PHARMA	f89r2.29	okain	OK+AIN	INSTRUCTION	SETZEN · ANTEIL	SETZEN · ANTEIL	SETZEN|ANTEIL	DOT	Setze den Drogenanteil als Ansatz an.	Setze den Drogenanteil als Ansatz an.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_ROLE_EVENT	G481-ES063 ×4	YES	YES	YES
G485-E179	P1008-E1409	G475-R131	1	G474-B142	f89r	PHARMA	f89r2.30	yorain	AIN	CATALOGUE	[DROGENNAME:yor] · ANTEIL	{N1} · ANTEIL	{N1}|ANTEIL	DOT	Droge »yor« — Anteilsangabe.	Droge »yor« — Anteilsangabe.	0	NONE	NONE	NONE	NONE	DROGENNAME:yor	RECURRENT_STRICT_EVENT	G481-ET145 ×2	YES	YES	YES
G485-E180	P1008-E1410	G475-R132	1	G474-B143	f89r	PHARMA	f89r2.31	ofakal	O+LOCAL_CHAR_F+AL	CATALOGUE	AUSFÜHRUNG · HIER · [DROGENNAME:ak] · ZIELORT	AUSFÜHRUNG · HIER · {N1} · ZIELORT	AUSFÜHRUNG|HIER|{N1}|ZIELORT	DOT|DOT|DOT	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	0	NONE	NONE	NONE	NONE	DROGENNAME:ak	LOCAL_COMPONENT_RECURRENT	[AUSFÜHRUNG · HIER ×5] + [{N1} · ZIELORT ×17]	YES	YES	YES
G485-E181	P1008-E1411	G475-R133	1	G474-B144	f89r	PHARMA	f89r2.32	otalsy	OT+AL+Y	COORDINATE	DANACH · ZIELORT · POSTEN	DANACH · ZIELORT · POSTEN	DANACH|ZIELORT|POSTEN	DOT|DOT	Adressspur: danach → Zielgefäß → Drogenposten. Reihenfolge konkret: OT — danach Zielort.	Adressspur: danach → Zielgefäß → Drogenposten. Reihenfolge konkret: OT — danach Zielort.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Zielort	NONE	RECURRENT_STRICT_EVENT	G481-ET061 ×2	YES	YES	YES
G485-E182	P1008-E1412	G475-R134	1	G474-B145	f89r	PHARMA	f89r2.33	ytarem	AR	CATALOGUE	[DROGENNAME:yt] · AUSGANG · [DROGENNAME:em]	{N1} · AUSGANG · {N2}	{N1}|AUSGANG|{N2}	DOT|DOT	Droge »yt« / Droge »em« — Ausgangszuordnung.	Droge »yt« / Droge »em« — Ausgangszuordnung.	0	NONE	NONE	NONE	NONE	DROGENNAME:yt|DROGENNAME:em	RECURRENT_STRICT_EVENT	G481-ET094 ×2	YES	YES	YES
G485-E183	P1008-E1413	G475-R135	1	G474-B146	f89r	PHARMA	f89r2.34	otolarol	OT+OL+AR+OL	COORDINATE	DANACH · FORTSETZEN · AUSGANG · FORTSETZEN	DANACH · FORTSETZEN · AUSGANG · FORTSETZEN	DANACH|FORTSETZEN|AUSGANG|FORTSETZEN	DOT|DOT|DOT	Adressspur: danach → weiter → Ausgangsgefäß → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Ausgang weiterführen; OL — Ausgang weiterführen.	Adressspur: danach → weiter → Ausgangsgefäß → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Ausgang weiterführen; OL — Ausgang weiterführen.	3	OT|OL|OL	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT	FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD	OT:danach Fortsetzung | OL:Folgeschritt in Ausgang weiterführen | OL:Ausgang weiterführen	NONE	LOCAL_COMPONENT_RECURRENT	[DANACH · FORTSETZEN ×5] + [AUSGANG ×44] + [FORTSETZEN ×25]	YES	YES	YES
