surface	occurrence_count	physical_pages	truth_recipe	revised_working_recipe	working_revision_class	candidate_count_capped	old_base_surface_count	gdt524_rank	gdt524_top1	gdt525_rank	gdt524_revised_rank	gdt525_revised_rank	gdt525_top1	gdt525_top5	truth_gdt524_score	truth_chain_feature	truth_gdt525_score	truth_chain_trace	top1_gdt524_score	top1_chain_feature	top1_gdt525_score	top1_chain_trace	top1_alignment_trace	decision_change_class	working_policy
qokee	1	f31r	OK+EE	OK+EE	INHERITED_RECIPE_RETAINED	12	4	1	OK+EE	1	1	1	OK+EE	OK+EE | CARRIER_Q+OK+EE | OK+E+E | O+K+EE | OK+SH+EE	2.134237922	0.000000000	2.134237922	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	2.134237922	0.000000000	2.134237922	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	qokee=>qokee~OK+EE@edit0+alias0.250	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
qokeedar	1	f66r	OK+EE+D_ADDR+AR	OK+EE+D_ADDR+AR	INHERITED_RECIPE_RETAINED	100	15	1	OK+EE+D_ADDR+AR	1	1	1	OK+EE+D_ADDR+AR	OK+EE+D_ADDR+AR | OK+EE+AR | CARRIER_Q+OK+EE+D_ADDR+AR | OK+EE+DA+R | CARRIER_Q+OK+EE+AR	3.867433011	0.000000000	3.867433011	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.867433011	0.000000000	3.867433011	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	qokee=>qokee~OK+EE@edit0+alias0.250 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
qokees	2	f31r|f66r	OK+EE+S	OK+EE+S	INHERITED_RECIPE_RETAINED	28	8	1	OK+EE+S	1	1	1	OK+EE+S	OK+EE+S | OK+EE | CARRIER_Q+OK+EE+S | OK+EE+SH | CARRIER_Q+OK+EE	2.404932737	0.000000000	2.404932737	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	2.404932737	0.000000000	2.404932737	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	qokee=>qokee~OK+EE@edit0+alias0.250 | s=>s~S@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
qokshd	1	f66r	OK+SH+D_ADDR	OK+SH+D_ADDR	INHERITED_RECIPE_RETAINED	37	6	1	OK+SH+D_ADDR	1	1	1	OK+SH+D_ADDR	OK+SH+D_ADDR | CARRIER_Q+OK+SH+D_ADDR | OK+D_ADDR | OK+SH+SH+D_ADDR | OK+O+D_ADDR	3.205878466	0.000000000	3.205878466	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.205878466	0.000000000	3.205878466	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	qok=>qok~OK@edit0+alias0.250 | sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
qolsa	1	f66r	OL+S+A_ADDR	OL+S+A_ADDR	INHERITED_RECIPE_RETAINED	26	10	1	OL+S+A_ADDR	1	1	1	OL+S+A_ADDR	OL+S+A_ADDR | OL+S | OL+A_ADDR | CARRIER_Q+OL+S+A_ADDR | CARRIER_Q+OL+S	4.613307089	0.000000000	4.613307089	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.613307089	0.000000000	4.613307089	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	qol=>qol~OL@edit0+alias0.254 | s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
qopaiin	1	f66r	CARRIER_Q+O+P+AIIN	CARRIER_Q+O+P+AIIN	INHERITED_RECIPE_RETAINED	100	9	1	CARRIER_Q+O+P+AIIN	1	1	1	CARRIER_Q+O+P+AIIN	CARRIER_Q+O+P+AIIN | O+P+AIIN | CARRIER_Q+O+P+A_ADDR+AIIN | CARRIER_Q+O+P+A_ADDR+IIN | O+P+E+AIIN	3.391835090	0.000000000	3.391835090	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.391835090	0.000000000	3.391835090	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
qotchoiin	1	f4r	OT+CH+O+IIN	OT+CH+O+IIN	INHERITED_RECIPE_RETAINED	100	5	1	OT+CH+O+IIN	1	1	1	OT+CH+O+IIN	OT+CH+O+IIN | OT+O+IIN | CARRIER_Q+OT+CH+O+IIN | OT+LOCAL_C+O+IIN | OT+CH+O+AIIN	4.347497192	0.000000000	4.347497192	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.347497192	0.000000000	4.347497192	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	qot=>qot~OT@edit0+alias0.253 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
qotedal	1	f66r	OT+E+AL	OT+E+AL	INHERITED_RECIPE_RETAINED	100	10	1	OT+E+AL	1	1	1	OT+E+AL	OT+E+AL | OT+E+D_ADDR+AL | OT+AL | CARRIER_Q+OT+E+AL | CARRIER_Q+OT+E+D_ADDR+AL	4.462661087	0.000000000	4.462661087	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.462661087	0.000000000	4.462661087	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | dal=>dal~AL@edit0+alias0.273	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
qoteeod	1	f66r	OT+EE+O+D_ADDR	OT+EE+O+D_ADDR	INHERITED_RECIPE_RETAINED	84	5	1	OT+EE+O+D_ADDR	1	1	1	OT+EE+O+D_ADDR	OT+EE+O+D_ADDR | CARRIER_Q+OT+EE+O+D_ADDR | OT+EE+S+O+D_ADDR | OT+E+E+O+D_ADDR | O+OT+EE+D_ADDR	2.957232895	0.000000000	2.957232895	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	2.957232895	0.000000000	2.957232895	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	qot=>qot~OT@edit0+alias0.253 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
qoteoly	1	f66r	OT+E+OL+Y	OT+E+OL+Y	INHERITED_RECIPE_RETAINED	29	24	1	OT+E+OL+Y	1	1	1	OT+E+OL+Y	OT+E+OL+Y | CARRIER_Q+OT+E+OL+Y | OT+E+O+L+Y | OT+E+D_ADDR+OL+Y | O+E+OL+Y	2.743607755	0.000000000	2.743607755	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	2.743607755	0.000000000	2.743607755	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
qotesy	1	f66r	OT+E+S+Y	OT+E+S+Y	INHERITED_RECIPE_RETAINED	21	14	1	OT+E+S+Y	1	1	1	OT+E+S+Y	OT+E+S+Y | OT+E+Y | CARRIER_Q+OT+E+S+Y | OT+E+D_ADDR+Y | CARRIER_Q+OT+E+Y	1.450378556	0.000000000	1.450378556	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	1.450378556	0.000000000	1.450378556	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | s=>s~S@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
rals	1	f66r	R+AL+S	R+AL+S	INHERITED_RECIPE_RETAINED	29	7	1	R+AL+S	1	1	1	R+AL+S	R+AL+S | R+A_ADDR+L | R+AL+SH | AR+AL+S | R+A_ADDR+L+S	3.873455058	0.000000000	3.873455058	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.873455058	0.000000000	3.873455058	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	r=>r~R@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
raral	1	f66r	R+AR+AL	R+AR+AL	INHERITED_RECIPE_RETAINED	64	6	1	R+AR+AL	1	1	1	R+AR+AL	R+AR+AL | AR+R+AL | R+D_ADDR+AR+AL | R+A_ADDR+R+AL | AR+AR+AL	3.621680494	0.000000000	3.621680494	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.621680494	0.000000000	3.621680494	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	r=>r~R@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
rary	1	f66r	R+AR+Y	R+AR+Y	INHERITED_RECIPE_RETAINED	13	6	1	R+AR+Y	1	1	1	R+AR+Y	R+AR+Y | AR+R+Y | AR+AR+Y | R+D_ADDR+AR+Y | R+A_ADDR+R+Y	3.172556463	0.000000000	3.172556463	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.172556463	0.000000000	3.172556463	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	r=>r~R@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
rotaiin	1	f66r	R+OT+AIIN	R+OT+AIIN	INHERITED_RECIPE_RETAINED	100	15	1	R+OT+AIIN	1	1	1	R+OT+AIIN	R+OT+AIIN | R+OT+IIN | AR+OT+AIIN | R+OT+AIN | R+O+T+AIIN	3.209997235	0.000000000	3.209997235	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.209997235	0.000000000	3.209997235	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	r=>r~R@edit0+alias0.000 | ot=>ot~OT@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
saiis	1	f31r	S+IIN+S	S+IIN+S	INHERITED_RECIPE_RETAINED	64	3	3	S+A_ADDR+IIN+S	3	3	3	S+A_ADDR+IIN+S	S+A_ADDR+IIN+S | S+AIIN+S | S+IIN+S | S+LOCAL_CHAR_I+S | S+A_ADDR+LOCAL_CHAR_I+S	7.398819307	0.000000000	7.398819307	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	6.744438423	0.000000000	6.744438423	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | ii=>in~IIN@edit1+alias0.534 | s=>s~S@edit0+alias0.000	GDT524_ERROR_UNCHANGED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
salf	1	f66r	S+AL+LOCAL_CHAR_F	S+AL+LOCAL_CHAR_F	INHERITED_RECIPE_RETAINED	10	5	1	S+AL+LOCAL_CHAR_F	1	1	1	S+AL+LOCAL_CHAR_F	S+AL+LOCAL_CHAR_F | SH+AL+LOCAL_CHAR_F | S+A_ADDR+L+LOCAL_CHAR_F | S+L+LOCAL_CHAR_F | S+A_ADDR+AL+LOCAL_CHAR_F	3.342696192	0.000000000	3.342696192	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.342696192	0.000000000	3.342696192	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	s=>s~S@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
saly	1	f66r	S+AL+Y	S+AL+Y	INHERITED_RECIPE_RETAINED	8	9	1	S+AL+Y	1	1	1	S+AL+Y	S+AL+Y | AL+Y | SH+AL+Y | S+A_ADDR+AL+Y | S+L+Y	0.307537505	0.000000000	0.307537505	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	0.307537505	0.000000000	0.307537505	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	s=>s~S@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shain	2	f20v|f4r	SH+AIN	SH+AIN	INHERITED_RECIPE_RETAINED	55	4	1	SH+AIN	1	1	1	SH+AIN	SH+AIN | S+SH+AIN | SH+A_ADDR+AIN | SH+SH+AIN | SH+A_ADDR+IIN	2.696775661	0.000000000	2.696775661	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	2.696775661	0.000000000	2.696775661	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	sh=>sh~SH@edit0+alias0.000 | ain=>ain~AIN@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shckhar	1	f66r	SH+CH+K+AR	SH+CH+K+AR	INHERITED_RECIPE_RETAINED	66	12	1	SH+CH+K+AR	1	1	1	SH+CH+K+AR	SH+CH+K+AR | SH+LOCAL_C+K+AR | SH+CH+K+SH+AR | S+SH+CH+K+AR | SH+CH+K+A_ADDR+R	3.280867875	0.000000000	3.280867875	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.280867875	0.000000000	3.280867875	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	shckh=>shckh~SH+CH+K@edit0+alias0.500 | ar=>ar~AR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shckheody	1	f66r	SH+CH+K+E+O+DY	SH+CH+K+E+O+DY	INHERITED_RECIPE_RETAINED	100	17	1	SH+CH+K+E+O+DY	1	1	1	SH+CH+K+E+O+DY	SH+CH+K+E+O+DY | SH+CH+K+E+O+D_ADDR+Y | SH+CH+K+E+O+Y | SH+CH+K+E+O+R | S+SH+CH+K+E+O+DY	5.074495848	0.000000000	5.074495848	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	5.074495848	0.000000000	5.074495848	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	shckh=>shckh~SH+CH+K@edit0+alias0.500 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shd	1	f20v	SH+D_ADDR	SH+D_ADDR	INHERITED_RECIPE_RETAINED	8	2	1	SH+D_ADDR	1	1	1	SH+D_ADDR	SH+D_ADDR | S+SH+D_ADDR | S+D_ADDR | O+D_ADDR | SH+SH+D_ADDR	2.702805062	0.000000000	2.702805062	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	2.702805062	0.000000000	2.702805062	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shddy	1	f66r	SH+D_ADDR+DY	SH+D_ADDR+DY	INHERITED_RECIPE_RETAINED	32	7	1	SH+D_ADDR+DY	1	1	1	SH+D_ADDR+DY	SH+D_ADDR+DY | SH+D_ADDR+Y | SH+D_ADDR+D_ADDR+Y | O+D_ADDR+Y | SH+SH+D_ADDR+Y	5.101553191	0.000000000	5.101553191	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	5.101553191	0.000000000	5.101553191	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shedshey	1	f31r	SH+E+D_ADDR+SH+E+Y	SH+E+D_ADDR+SH+E+Y	INHERITED_RECIPE_RETAINED	83	16	1	SH+E+D_ADDR+SH+E+Y	1	1	1	SH+E+D_ADDR+SH+E+Y	SH+E+D_ADDR+SH+E+Y | SH+E+SH+E+Y | S+SH+E+D_ADDR+SH+E+Y | SH+CHD+SH+E+Y | SH+E+D_ADDR+E+Y	3.651659365	0.000000000	3.651659365	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.651659365	0.000000000	3.651659365	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shee	1	f31r	SH+EE	SH+EE	INHERITED_RECIPE_RETAINED	10	2	1	SH+EE	1	1	1	SH+EE	SH+EE | S+SH+EE | SH+E+E | SH+SH+EE | S+EE	2.467590103	0.000000000	2.467590103	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	2.467590103	0.000000000	2.467590103	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	sh=>sh~SH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
sheeody	1	f31r	SH+EE+O+D_ADDR+Y	SH+EE+O+D_ADDR+Y	INHERITED_RECIPE_RETAINED	57	26	1	SH+EE+O+D_ADDR+Y	1	1	1	SH+EE+O+D_ADDR+Y	SH+EE+O+D_ADDR+Y | SH+EE+O+DY | SH+EE+O+Y | S+SH+EE+O+DY | S+SH+EE+O+D_ADDR+Y	4.968865985	0.000000000	4.968865985	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.968865985	0.000000000	4.968865985	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shekair	1	f66r	SH+E+K+AIR	SH+E+K+AIR	INHERITED_RECIPE_RETAINED	100	15	1	SH+E+K+AIR	1	1	1	SH+E+K+AIR	SH+E+K+AIR | SH+K+AIR | SH+E+AIR | S+SH+E+K+AIR | SH+E+K+A_ADDR+AIR	2.738468667	0.000000000	2.738468667	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	2.738468667	0.000000000	2.738468667	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shekaly	1	f66r	SH+E+K+AL+Y	SH+E+K+AL+Y	INHERITED_RECIPE_RETAINED	92	22	1	SH+E+K+AL+Y	1	1	1	SH+E+K+AL+Y	SH+E+K+AL+Y | SH+K+AL+Y | S+SH+E+K+AL+Y | SH+E+AL+Y | SH+E+Y+K+AL	3.168171636	0.000000000	3.168171636	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.168171636	0.000000000	3.168171636	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shekeefy	1	f66r	SH+E+K+EE+LOCAL_CHAR_F+Y	SH+E+K+EE+LOCAL_CHAR_F+Y	INHERITED_RECIPE_RETAINED	100	14	1	SH+E+K+EE+LOCAL_CHAR_F+Y	1	1	1	SH+E+K+EE+LOCAL_CHAR_F+Y	SH+E+K+EE+LOCAL_CHAR_F+Y | SH+E+K+EE+Y | SH+E+K+E+D_ADDR+Y | S+SH+E+K+EE+LOCAL_CHAR_F+Y | S+SH+E+K+EE+Y	6.197834485	0.000000000	6.197834485	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	6.197834485	0.000000000	6.197834485	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shekeey	1	f31r	SH+E+K+EE+Y	SH+E+K+EE+Y	INHERITED_RECIPE_RETAINED	49	18	1	SH+E+K+EE+Y	1	1	1	SH+E+K+EE+Y	SH+E+K+EE+Y | S+SH+E+K+EE+Y | SH+K+EE+Y | SH+E+Y+K+EE | SH+SH+E+K+EE+Y	2.877694926	0.000000000	2.877694926	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	2.877694926	0.000000000	2.877694926	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shekey	1	f66r	SH+E+K+E+Y	SH+E+K+E+Y	INHERITED_RECIPE_RETAINED	21	15	1	SH+E+K+E+Y	1	1	1	SH+E+K+E+Y	SH+E+K+E+Y | S+SH+E+K+E+Y | SH+K+E+Y | SH+CH+K+E+Y | SH+SH+E+K+E+Y	2.661486389	0.000000000	2.661486389	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	2.661486389	0.000000000	2.661486389	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
shekol	1	f66r	SH+E+K+OL	SH+E+K+OL	INHERITED_RECIPE_RETAINED	62	14	1	SH+E+K+OL	1	1	1	SH+E+K+OL	SH+E+K+OL | SH+K+OL | S+SH+E+K+OL | SH+E+K+O+L | SH+SH+E+K+OL	2.886741132	0.000000000	2.886741132	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	2.886741132	0.000000000	2.886741132	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
sheocthy	1	f66r	SH+E+O+CH+T+Y	SH+E+O+CH+T+Y	INHERITED_RECIPE_RETAINED	40	12	1	SH+E+O+CH+T+Y	1	1	1	SH+E+O+CH+T+Y	SH+E+O+CH+T+Y | S+SH+E+O+CH+T+Y | SH+E+O+LOCAL_C+T+Y | SH+E+O+D_ADDR+CH+T+Y | S+E+O+CH+T+Y	1.508339995	0.000000000	1.508339995	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	1.508339995	0.000000000	1.508339995	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cthy=>cthy~CH+T+Y@edit0+alias0.501	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
sheod	1	f66r	SH+E+O+D_ADDR	SH+E+O+D_ADDR	INHERITED_RECIPE_RETAINED	21	7	1	SH+E+O+D_ADDR	1	1	1	SH+E+O+D_ADDR	SH+E+O+D_ADDR | SH+E+O | S+SH+E+O+D_ADDR | SH+E+O+D_ADDR+D_ADDR | SH+SH+E+O+D_ADDR	0.472871353	0.000000000	0.472871353	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	0.472871353	0.000000000	0.472871353	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
