statement_id	scribe_id	visible_surface_sequence	decoded_master_card_sequence	decoded_master_head_sequence	decoded_tuple_sequence	expected_tuple_sequence	decoded_meaning_sequence_de	expected_meaning_sequence_de	tuple_roundtrip	meaning_roundtrip	context_used_for_card_identity
B1-S018	S4_MIXED_COMPACT	ly dsheol oiiin olkeedy	MC118 MC076 MC033 MC045	ly dsheol oiiin olkeedy	b38d70daefd663d74625 74c76d589d44120f647b 2c82523794dcb7d2b343 3b70942557b3a40e8030	b38d70daefd663d74625 74c76d589d44120f647b 2c82523794dcb7d2b343 3b70942557b3a40e8030	Gefaess -> kurz weiter ruhen lassen -> Sollstufe -> länger sammeln; Schluss	Gefaess -> kurz weiter ruhen lassen -> Sollstufe -> länger sammeln; Schluss	PASS	PASS	NO
B1-S019	S1_BARE_MASTER	cheedy	MC128	cheedy	bc4f1f5c006c74a4d26d	bc4f1f5c006c74a4d26d	absetzen; Schluss	absetzen; Schluss	PASS	PASS	NO
B1-S019	S2_Q_CELL_SCRIBE	cheedy	MC128	cheedy	bc4f1f5c006c74a4d26d	bc4f1f5c006c74a4d26d	absetzen; Schluss	absetzen; Schluss	PASS	PASS	NO
B1-S019	S3_S_LINE_SCRIBE	shedy	MC128	cheedy	bc4f1f5c006c74a4d26d	bc4f1f5c006c74a4d26d	absetzen; Schluss	absetzen; Schluss	PASS	PASS	NO
B1-S019	S4_MIXED_COMPACT	shedy	MC128	cheedy	bc4f1f5c006c74a4d26d	bc4f1f5c006c74a4d26d	absetzen; Schluss	absetzen; Schluss	PASS	PASS	NO
B1-S020	S1_BARE_MASTER	cheky shckhedy	MC147 MC143	cheky shckhedy	d904bf7b044dd3922781 d68bc8de3bcee09db23c	d904bf7b044dd3922781 d68bc8de3bcee09db23c	kurz wärmen -> seihen; Schluss	kurz wärmen -> seihen; Schluss	PASS	PASS	NO
B1-S020	S2_Q_CELL_SCRIBE	cheky shckhedy	MC147 MC143	cheky shckhedy	d904bf7b044dd3922781 d68bc8de3bcee09db23c	d904bf7b044dd3922781 d68bc8de3bcee09db23c	kurz wärmen -> seihen; Schluss	kurz wärmen -> seihen; Schluss	PASS	PASS	NO
B1-S020	S3_S_LINE_SCRIBE	cheky shckhedy	MC147 MC143	cheky shckhedy	d904bf7b044dd3922781 d68bc8de3bcee09db23c	d904bf7b044dd3922781 d68bc8de3bcee09db23c	kurz wärmen -> seihen; Schluss	kurz wärmen -> seihen; Schluss	PASS	PASS	NO
B1-S020	S4_MIXED_COMPACT	cheky shckhedy	MC147 MC143	cheky shckhedy	d904bf7b044dd3922781 d68bc8de3bcee09db23c	d904bf7b044dd3922781 d68bc8de3bcee09db23c	kurz wärmen -> seihen; Schluss	kurz wärmen -> seihen; Schluss	PASS	PASS	NO
B1-S021	S1_BARE_MASTER	al	MC154	al	dd0ecaf5e27d81befffc	dd0ecaf5e27d81befffc	dorthin	dorthin	PASS	PASS	NO
B1-S021	S2_Q_CELL_SCRIBE	al	MC154	al	dd0ecaf5e27d81befffc	dd0ecaf5e27d81befffc	dorthin	dorthin	PASS	PASS	NO
B1-S021	S3_S_LINE_SCRIBE	sal	MC154	al	dd0ecaf5e27d81befffc	dd0ecaf5e27d81befffc	dorthin	dorthin	PASS	PASS	NO
B1-S021	S4_MIXED_COMPACT	sal	MC154	al	dd0ecaf5e27d81befffc	dd0ecaf5e27d81befffc	dorthin	dorthin	PASS	PASS	NO
B2-S001	S1_BARE_MASTER	dchedy	MC025	dchedy	259b2b3b0bf859882e2c	259b2b3b0bf859882e2c	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B2-S001	S2_Q_CELL_SCRIBE	dchedy	MC025	dchedy	259b2b3b0bf859882e2c	259b2b3b0bf859882e2c	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B2-S001	S3_S_LINE_SCRIBE	schedy	MC025	dchedy	259b2b3b0bf859882e2c	259b2b3b0bf859882e2c	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B2-S001	S4_MIXED_COMPACT	schedy	MC025	dchedy	259b2b3b0bf859882e2c	259b2b3b0bf859882e2c	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B2-S002	S1_BARE_MASTER	olchedy	MC028	olchedy	28ffbc88b97772a75f1e	28ffbc88b97772a75f1e	fortsetzen; Schluss	fortsetzen; Schluss	PASS	PASS	NO
B2-S002	S2_Q_CELL_SCRIBE	qolchedy	MC028	olchedy	28ffbc88b97772a75f1e	28ffbc88b97772a75f1e	fortsetzen; Schluss	fortsetzen; Schluss	PASS	PASS	NO
B2-S002	S3_S_LINE_SCRIBE	olchedy	MC028	olchedy	28ffbc88b97772a75f1e	28ffbc88b97772a75f1e	fortsetzen; Schluss	fortsetzen; Schluss	PASS	PASS	NO
B2-S002	S4_MIXED_COMPACT	qolchedy	MC028	olchedy	28ffbc88b97772a75f1e	28ffbc88b97772a75f1e	fortsetzen; Schluss	fortsetzen; Schluss	PASS	PASS	NO
B2-S003	S1_BARE_MASTER	okain chey qokeedy	MC017 MC123 MC082	okain chey qokeedy	1645e612504fcef59ced b921a237be883a820352 7d25241b0e56c836372a	1645e612504fcef59ced b921a237be883a820352 7d25241b0e56c836372a	eine Portion zugeben -> dieser Posten -> länger ansetzen; Schluss	eine Portion zugeben -> dieser Posten -> länger ansetzen; Schluss	PASS	PASS	NO
B2-S003	S2_Q_CELL_SCRIBE	qokain chey qokeedy	MC017 MC123 MC082	okain chey qokeedy	1645e612504fcef59ced b921a237be883a820352 7d25241b0e56c836372a	1645e612504fcef59ced b921a237be883a820352 7d25241b0e56c836372a	eine Portion zugeben -> dieser Posten -> länger ansetzen; Schluss	eine Portion zugeben -> dieser Posten -> länger ansetzen; Schluss	PASS	PASS	NO
B2-S003	S3_S_LINE_SCRIBE	okain chey qokeedy	MC017 MC123 MC082	okain chey qokeedy	1645e612504fcef59ced b921a237be883a820352 7d25241b0e56c836372a	1645e612504fcef59ced b921a237be883a820352 7d25241b0e56c836372a	eine Portion zugeben -> dieser Posten -> länger ansetzen; Schluss	eine Portion zugeben -> dieser Posten -> länger ansetzen; Schluss	PASS	PASS	NO
B2-S003	S4_MIXED_COMPACT	qokain y qokeedy	MC017 MC123 MC082	okain chey qokeedy	1645e612504fcef59ced b921a237be883a820352 7d25241b0e56c836372a	1645e612504fcef59ced b921a237be883a820352 7d25241b0e56c836372a	eine Portion zugeben -> dieser Posten -> länger ansetzen; Schluss	eine Portion zugeben -> dieser Posten -> länger ansetzen; Schluss	PASS	PASS	NO
B2-S004	S1_BARE_MASTER	okal lcheckhy lched okeey lcheckhedy	MC040 MC168 MC127 MC002 MC133	okal lcheckhy lched okeey lcheckhedy	308e8ea2d5d190c498e8 f329f2051370174e9a38 ba8142680851f24c9ff2 0275fbf14e07935b0a45 c1db6b0a28d5cbb5d3d2	308e8ea2d5d190c498e8 f329f2051370174e9a38 ba8142680851f24c9ff2 0275fbf14e07935b0a45 c1db6b0a28d5cbb5d3d2	dort ansetzen -> Ausgangsdurchlass -> abführen -> länger ansetzen -> abseihen; Schluss	dort ansetzen -> Ausgangsdurchlass -> abführen -> länger ansetzen -> abseihen; Schluss	PASS	PASS	NO
B2-S004	S2_Q_CELL_SCRIBE	qokal lcheckhy lched okeey lcheckhedy	MC040 MC168 MC127 MC002 MC133	okal lcheckhy lched okeey lcheckhedy	308e8ea2d5d190c498e8 f329f2051370174e9a38 ba8142680851f24c9ff2 0275fbf14e07935b0a45 c1db6b0a28d5cbb5d3d2	308e8ea2d5d190c498e8 f329f2051370174e9a38 ba8142680851f24c9ff2 0275fbf14e07935b0a45 c1db6b0a28d5cbb5d3d2	dort ansetzen -> Ausgangsdurchlass -> abführen -> länger ansetzen -> abseihen; Schluss	dort ansetzen -> Ausgangsdurchlass -> abführen -> länger ansetzen -> abseihen; Schluss	PASS	PASS	NO
B2-S004	S3_S_LINE_SCRIBE	okal lcheckhy lched okeey lcheckhedy	MC040 MC168 MC127 MC002 MC133	okal lcheckhy lched okeey lcheckhedy	308e8ea2d5d190c498e8 f329f2051370174e9a38 ba8142680851f24c9ff2 0275fbf14e07935b0a45 c1db6b0a28d5cbb5d3d2	308e8ea2d5d190c498e8 f329f2051370174e9a38 ba8142680851f24c9ff2 0275fbf14e07935b0a45 c1db6b0a28d5cbb5d3d2	dort ansetzen -> Ausgangsdurchlass -> abführen -> länger ansetzen -> abseihen; Schluss	dort ansetzen -> Ausgangsdurchlass -> abführen -> länger ansetzen -> abseihen; Schluss	PASS	PASS	NO
B2-S004	S4_MIXED_COMPACT	qokal lcheckhy lched okeey lcheckhedy	MC040 MC168 MC127 MC002 MC133	okal lcheckhy lched okeey lcheckhedy	308e8ea2d5d190c498e8 f329f2051370174e9a38 ba8142680851f24c9ff2 0275fbf14e07935b0a45 c1db6b0a28d5cbb5d3d2	308e8ea2d5d190c498e8 f329f2051370174e9a38 ba8142680851f24c9ff2 0275fbf14e07935b0a45 c1db6b0a28d5cbb5d3d2	dort ansetzen -> Ausgangsdurchlass -> abführen -> länger ansetzen -> abseihen; Schluss	dort ansetzen -> Ausgangsdurchlass -> abführen -> länger ansetzen -> abseihen; Schluss	PASS	PASS	NO
B2-S005	S1_BARE_MASTER	qokaly solkaiin chckhy okaiin okaiin octheol chkeey ldy	MC054 MC036 MC035 MC120 MC120 MC112 MC166 MC004	qokaly solkaiin chckhy okaiin okaiin octheol chkeey ldy	4a7a6326ac95a8809302 2d2e37ccb2dacc53ee5a 2cc8bb3c2af19607888f b5fcea1eaed06b2f2291 b5fcea1eaed06b2f2291 a8f891de626fc00028e9 f0db6d30cd34f4cb2a4d 04a3877f0fc81b7597c9	4a7a6326ac95a8809302 2d2e37ccb2dacc53ee5a 2cc8bb3c2af19607888f b5fcea1eaed06b2f2291 b5fcea1eaed06b2f2291 a8f891de626fc00028e9 f0db6d30cd34f4cb2a4d 04a3877f0fc81b7597c9	dies dort ansetzen -> bis Sollmass sammeln -> durchleiten -> auf Sollmaß einstellen -> auf Sollmaß einstellen -> bereit weiterfuehren -> länger wärmen -> abziehen; Ende	dies dort ansetzen -> bis Sollmass sammeln -> durchleiten -> auf Sollmaß einstellen -> auf Sollmaß einstellen -> bereit weiterfuehren -> länger wärmen -> abziehen; Ende	PASS	PASS	NO
B2-S005	S2_Q_CELL_SCRIBE	qokaly solkaiin chckhy okaiin okaiin octheol chkeey ldy	MC054 MC036 MC035 MC120 MC120 MC112 MC166 MC004	qokaly solkaiin chckhy okaiin okaiin octheol chkeey ldy	4a7a6326ac95a8809302 2d2e37ccb2dacc53ee5a 2cc8bb3c2af19607888f b5fcea1eaed06b2f2291 b5fcea1eaed06b2f2291 a8f891de626fc00028e9 f0db6d30cd34f4cb2a4d 04a3877f0fc81b7597c9	4a7a6326ac95a8809302 2d2e37ccb2dacc53ee5a 2cc8bb3c2af19607888f b5fcea1eaed06b2f2291 b5fcea1eaed06b2f2291 a8f891de626fc00028e9 f0db6d30cd34f4cb2a4d 04a3877f0fc81b7597c9	dies dort ansetzen -> bis Sollmass sammeln -> durchleiten -> auf Sollmaß einstellen -> auf Sollmaß einstellen -> bereit weiterfuehren -> länger wärmen -> abziehen; Ende	dies dort ansetzen -> bis Sollmass sammeln -> durchleiten -> auf Sollmaß einstellen -> auf Sollmaß einstellen -> bereit weiterfuehren -> länger wärmen -> abziehen; Ende	PASS	PASS	NO
B2-S005	S3_S_LINE_SCRIBE	qokaly solkaiin chckhy okaiin okaiin octheol chkeey ldy	MC054 MC036 MC035 MC120 MC120 MC112 MC166 MC004	qokaly solkaiin chckhy okaiin okaiin octheol chkeey ldy	4a7a6326ac95a8809302 2d2e37ccb2dacc53ee5a 2cc8bb3c2af19607888f b5fcea1eaed06b2f2291 b5fcea1eaed06b2f2291 a8f891de626fc00028e9 f0db6d30cd34f4cb2a4d 04a3877f0fc81b7597c9	4a7a6326ac95a8809302 2d2e37ccb2dacc53ee5a 2cc8bb3c2af19607888f b5fcea1eaed06b2f2291 b5fcea1eaed06b2f2291 a8f891de626fc00028e9 f0db6d30cd34f4cb2a4d 04a3877f0fc81b7597c9	dies dort ansetzen -> bis Sollmass sammeln -> durchleiten -> auf Sollmaß einstellen -> auf Sollmaß einstellen -> bereit weiterfuehren -> länger wärmen -> abziehen; Ende	dies dort ansetzen -> bis Sollmass sammeln -> durchleiten -> auf Sollmaß einstellen -> auf Sollmaß einstellen -> bereit weiterfuehren -> länger wärmen -> abziehen; Ende	PASS	PASS	NO
B2-S005	S4_MIXED_COMPACT	qokaly solkaiin chckhy okaiin okaiin octheol chkeey ldy	MC054 MC036 MC035 MC120 MC120 MC112 MC166 MC004	qokaly solkaiin chckhy okaiin okaiin octheol chkeey ldy	4a7a6326ac95a8809302 2d2e37ccb2dacc53ee5a 2cc8bb3c2af19607888f b5fcea1eaed06b2f2291 b5fcea1eaed06b2f2291 a8f891de626fc00028e9 f0db6d30cd34f4cb2a4d 04a3877f0fc81b7597c9	4a7a6326ac95a8809302 2d2e37ccb2dacc53ee5a 2cc8bb3c2af19607888f b5fcea1eaed06b2f2291 b5fcea1eaed06b2f2291 a8f891de626fc00028e9 f0db6d30cd34f4cb2a4d 04a3877f0fc81b7597c9	dies dort ansetzen -> bis Sollmass sammeln -> durchleiten -> auf Sollmaß einstellen -> auf Sollmaß einstellen -> bereit weiterfuehren -> länger wärmen -> abziehen; Ende	dies dort ansetzen -> bis Sollmass sammeln -> durchleiten -> auf Sollmaß einstellen -> auf Sollmaß einstellen -> bereit weiterfuehren -> länger wärmen -> abziehen; Ende	PASS	PASS	NO
B2-S006	S1_BARE_MASTER	oteey okal sheckhy choky	MC063 MC040 MC132 MC026	oteey okal sheckhy choky	5d5e0b288cf36864ed9d 308e8ea2d5d190c498e8 c1913ec4ff84148da6d3 276a7c2d74d1143446f4	5d5e0b288cf36864ed9d 308e8ea2d5d190c498e8 c1913ec4ff84148da6d3 276a7c2d74d1143446f4	langer Folgeposten -> dort ansetzen -> kurz durchleiten -> Posten ansetzen	langer Folgeposten -> dort ansetzen -> kurz durchleiten -> Posten ansetzen	PASS	PASS	NO
B2-S006	S2_Q_CELL_SCRIBE	oteey okal sheckhy choky	MC063 MC040 MC132 MC026	oteey okal sheckhy choky	5d5e0b288cf36864ed9d 308e8ea2d5d190c498e8 c1913ec4ff84148da6d3 276a7c2d74d1143446f4	5d5e0b288cf36864ed9d 308e8ea2d5d190c498e8 c1913ec4ff84148da6d3 276a7c2d74d1143446f4	langer Folgeposten -> dort ansetzen -> kurz durchleiten -> Posten ansetzen	langer Folgeposten -> dort ansetzen -> kurz durchleiten -> Posten ansetzen	PASS	PASS	NO
B2-S006	S3_S_LINE_SCRIBE	oteey okal sheckhy choky	MC063 MC040 MC132 MC026	oteey okal sheckhy choky	5d5e0b288cf36864ed9d 308e8ea2d5d190c498e8 c1913ec4ff84148da6d3 276a7c2d74d1143446f4	5d5e0b288cf36864ed9d 308e8ea2d5d190c498e8 c1913ec4ff84148da6d3 276a7c2d74d1143446f4	langer Folgeposten -> dort ansetzen -> kurz durchleiten -> Posten ansetzen	langer Folgeposten -> dort ansetzen -> kurz durchleiten -> Posten ansetzen	PASS	PASS	NO
B2-S006	S4_MIXED_COMPACT	oteey okal sheckhy oky	MC063 MC040 MC132 MC026	oteey okal sheckhy choky	5d5e0b288cf36864ed9d 308e8ea2d5d190c498e8 c1913ec4ff84148da6d3 276a7c2d74d1143446f4	5d5e0b288cf36864ed9d 308e8ea2d5d190c498e8 c1913ec4ff84148da6d3 276a7c2d74d1143446f4	langer Folgeposten -> dort ansetzen -> kurz durchleiten -> Posten ansetzen	langer Folgeposten -> dort ansetzen -> kurz durchleiten -> Posten ansetzen	PASS	PASS	NO
B2-S007	S1_BARE_MASTER	dshedy	MC138	dshedy	cbb42a4fe68068325d6b	cbb42a4fe68068325d6b	Frischwasser	Frischwasser	PASS	PASS	NO
B2-S007	S2_Q_CELL_SCRIBE	dshedy	MC138	dshedy	cbb42a4fe68068325d6b	cbb42a4fe68068325d6b	Frischwasser	Frischwasser	PASS	PASS	NO
B2-S007	S3_S_LINE_SCRIBE	dshedy	MC138	dshedy	cbb42a4fe68068325d6b	cbb42a4fe68068325d6b	Frischwasser	Frischwasser	PASS	PASS	NO
B2-S007	S4_MIXED_COMPACT	dshedy	MC138	dshedy	cbb42a4fe68068325d6b	cbb42a4fe68068325d6b	Frischwasser	Frischwasser	PASS	PASS	NO
B2-S008	S1_BARE_MASTER	otaiin qokar cheedy	MC060 MC044 MC128	otaiin qokar cheedy	54d0e228ca346110af05 3ae9a121ba0045b913e8 bc4f1f5c006c74a4d26d	54d0e228ca346110af05 3ae9a121ba0045b913e8 bc4f1f5c006c74a4d26d	Folgemaß -> daraus ansetzen -> absetzen; Schluss	Folgemaß -> daraus ansetzen -> absetzen; Schluss	PASS	PASS	NO
B2-S008	S2_Q_CELL_SCRIBE	otaiin qokar cheedy	MC060 MC044 MC128	otaiin qokar cheedy	54d0e228ca346110af05 3ae9a121ba0045b913e8 bc4f1f5c006c74a4d26d	54d0e228ca346110af05 3ae9a121ba0045b913e8 bc4f1f5c006c74a4d26d	Folgemaß -> daraus ansetzen -> absetzen; Schluss	Folgemaß -> daraus ansetzen -> absetzen; Schluss	PASS	PASS	NO
B2-S008	S3_S_LINE_SCRIBE	sotaiin qokar cheedy	MC060 MC044 MC128	otaiin qokar cheedy	54d0e228ca346110af05 3ae9a121ba0045b913e8 bc4f1f5c006c74a4d26d	54d0e228ca346110af05 3ae9a121ba0045b913e8 bc4f1f5c006c74a4d26d	Folgemaß -> daraus ansetzen -> absetzen; Schluss	Folgemaß -> daraus ansetzen -> absetzen; Schluss	PASS	PASS	NO
B2-S008	S4_MIXED_COMPACT	sotaiin qokar tedy	MC060 MC044 MC128	otaiin qokar cheedy	54d0e228ca346110af05 3ae9a121ba0045b913e8 bc4f1f5c006c74a4d26d	54d0e228ca346110af05 3ae9a121ba0045b913e8 bc4f1f5c006c74a4d26d	Folgemaß -> daraus ansetzen -> absetzen; Schluss	Folgemaß -> daraus ansetzen -> absetzen; Schluss	PASS	PASS	NO
B2-S009	S1_BARE_MASTER	solshedy	MC149	solshedy	daa1347f456415fe8737	daa1347f456415fe8737	weiter absetzen; Schluss	weiter absetzen; Schluss	PASS	PASS	NO
B2-S009	S2_Q_CELL_SCRIBE	solshedy	MC149	solshedy	daa1347f456415fe8737	daa1347f456415fe8737	weiter absetzen; Schluss	weiter absetzen; Schluss	PASS	PASS	NO
B2-S009	S3_S_LINE_SCRIBE	solshedy	MC149	solshedy	daa1347f456415fe8737	daa1347f456415fe8737	weiter absetzen; Schluss	weiter absetzen; Schluss	PASS	PASS	NO
B2-S009	S4_MIXED_COMPACT	solshedy	MC149	solshedy	daa1347f456415fe8737	daa1347f456415fe8737	weiter absetzen; Schluss	weiter absetzen; Schluss	PASS	PASS	NO
B2-S010	S1_BARE_MASTER	okeey choky ls cheey	MC002 MC026 MC065 MC119	okeey choky ls cheey	0275fbf14e07935b0a45 276a7c2d74d1143446f4 5eff216ba51fbfb21f22 b5df9126607030b95175	0275fbf14e07935b0a45 276a7c2d74d1143446f4 5eff216ba51fbfb21f22 b5df9126607030b95175	länger ansetzen -> Posten ansetzen -> Auslass -> Klarlauf	länger ansetzen -> Posten ansetzen -> Auslass -> Klarlauf	PASS	PASS	NO
B2-S010	S2_Q_CELL_SCRIBE	qokeey choky ls cheey	MC002 MC026 MC065 MC119	okeey choky ls cheey	0275fbf14e07935b0a45 276a7c2d74d1143446f4 5eff216ba51fbfb21f22 b5df9126607030b95175	0275fbf14e07935b0a45 276a7c2d74d1143446f4 5eff216ba51fbfb21f22 b5df9126607030b95175	länger ansetzen -> Posten ansetzen -> Auslass -> Klarlauf	länger ansetzen -> Posten ansetzen -> Auslass -> Klarlauf	PASS	PASS	NO
B2-S010	S3_S_LINE_SCRIBE	okeey choky ls shey	MC002 MC026 MC065 MC119	okeey choky ls cheey	0275fbf14e07935b0a45 276a7c2d74d1143446f4 5eff216ba51fbfb21f22 b5df9126607030b95175	0275fbf14e07935b0a45 276a7c2d74d1143446f4 5eff216ba51fbfb21f22 b5df9126607030b95175	länger ansetzen -> Posten ansetzen -> Auslass -> Klarlauf	länger ansetzen -> Posten ansetzen -> Auslass -> Klarlauf	PASS	PASS	NO
B2-S010	S4_MIXED_COMPACT	qokeey oky ls shey	MC002 MC026 MC065 MC119	okeey choky ls cheey	0275fbf14e07935b0a45 276a7c2d74d1143446f4 5eff216ba51fbfb21f22 b5df9126607030b95175	0275fbf14e07935b0a45 276a7c2d74d1143446f4 5eff216ba51fbfb21f22 b5df9126607030b95175	länger ansetzen -> Posten ansetzen -> Auslass -> Klarlauf	länger ansetzen -> Posten ansetzen -> Auslass -> Klarlauf	PASS	PASS	NO
B2-S011	S1_BARE_MASTER	okain char okain qokeedy	MC017 MC055 MC017 MC082	okain char okain qokeedy	1645e612504fcef59ced 4d4559019a961b834aa1 1645e612504fcef59ced 7d25241b0e56c836372a	1645e612504fcef59ced 4d4559019a961b834aa1 1645e612504fcef59ced 7d25241b0e56c836372a	eine Portion zugeben -> daraus -> eine Portion zugeben -> länger ansetzen; Schluss	eine Portion zugeben -> daraus -> eine Portion zugeben -> länger ansetzen; Schluss	PASS	PASS	NO
B2-S011	S2_Q_CELL_SCRIBE	okain char okain qokeedy	MC017 MC055 MC017 MC082	okain char okain qokeedy	1645e612504fcef59ced 4d4559019a961b834aa1 1645e612504fcef59ced 7d25241b0e56c836372a	1645e612504fcef59ced 4d4559019a961b834aa1 1645e612504fcef59ced 7d25241b0e56c836372a	eine Portion zugeben -> daraus -> eine Portion zugeben -> länger ansetzen; Schluss	eine Portion zugeben -> daraus -> eine Portion zugeben -> länger ansetzen; Schluss	PASS	PASS	NO
B2-S011	S3_S_LINE_SCRIBE	okain char okain qokeedy	MC017 MC055 MC017 MC082	okain char okain qokeedy	1645e612504fcef59ced 4d4559019a961b834aa1 1645e612504fcef59ced 7d25241b0e56c836372a	1645e612504fcef59ced 4d4559019a961b834aa1 1645e612504fcef59ced 7d25241b0e56c836372a	eine Portion zugeben -> daraus -> eine Portion zugeben -> länger ansetzen; Schluss	eine Portion zugeben -> daraus -> eine Portion zugeben -> länger ansetzen; Schluss	PASS	PASS	NO
B2-S011	S4_MIXED_COMPACT	okain dar okain qokeedy	MC017 MC055 MC017 MC082	okain char okain qokeedy	1645e612504fcef59ced 4d4559019a961b834aa1 1645e612504fcef59ced 7d25241b0e56c836372a	1645e612504fcef59ced 4d4559019a961b834aa1 1645e612504fcef59ced 7d25241b0e56c836372a	eine Portion zugeben -> daraus -> eine Portion zugeben -> länger ansetzen; Schluss	eine Portion zugeben -> daraus -> eine Portion zugeben -> länger ansetzen; Schluss	PASS	PASS	NO
B2-S012	S1_BARE_MASTER	lchy cheey qcthey okeey lcheey aiin chey qokeeedy	MC008 MC119 MC073 MC002 MC066 MC039 MC123 MC140	lchy cheey qcthey okeey lcheey aiin chey qokeeedy	0ab57b7166de99db3a55 b5df9126607030b95175 6b89d6dd70635bc60fe0 0275fbf14e07935b0a45 5fca8fc3dee57e1d8c1f 2f1c5e56e8f0ff459065 b921a237be883a820352 d25110e0d8488927278f	0ab57b7166de99db3a55 b5df9126607030b95175 6b89d6dd70635bc60fe0 0275fbf14e07935b0a45 5fca8fc3dee57e1d8c1f 2f1c5e56e8f0ff459065 b921a237be883a820352 d25110e0d8488927278f	abziehen -> Klarlauf -> kurz bereithalten -> länger ansetzen -> Klarlauf abfuehren -> Sollmaß -> dieser Posten -> vollständig ansetzen; Schluss	abziehen -> Klarlauf -> kurz bereithalten -> länger ansetzen -> Klarlauf abfuehren -> Sollmaß -> dieser Posten -> vollständig ansetzen; Schluss	PASS	PASS	NO
B2-S012	S2_Q_CELL_SCRIBE	lchy cheey qcthey okeey lcheey aiin chey qokeeedy	MC008 MC119 MC073 MC002 MC066 MC039 MC123 MC140	lchy cheey qcthey okeey lcheey aiin chey qokeeedy	0ab57b7166de99db3a55 b5df9126607030b95175 6b89d6dd70635bc60fe0 0275fbf14e07935b0a45 5fca8fc3dee57e1d8c1f 2f1c5e56e8f0ff459065 b921a237be883a820352 d25110e0d8488927278f	0ab57b7166de99db3a55 b5df9126607030b95175 6b89d6dd70635bc60fe0 0275fbf14e07935b0a45 5fca8fc3dee57e1d8c1f 2f1c5e56e8f0ff459065 b921a237be883a820352 d25110e0d8488927278f	abziehen -> Klarlauf -> kurz bereithalten -> länger ansetzen -> Klarlauf abfuehren -> Sollmaß -> dieser Posten -> vollständig ansetzen; Schluss	abziehen -> Klarlauf -> kurz bereithalten -> länger ansetzen -> Klarlauf abfuehren -> Sollmaß -> dieser Posten -> vollständig ansetzen; Schluss	PASS	PASS	NO
B2-S012	S3_S_LINE_SCRIBE	lchy cheey qcthey okeey lcheey aiin shy qokeeedy	MC008 MC119 MC073 MC002 MC066 MC039 MC123 MC140	lchy cheey qcthey okeey lcheey aiin chey qokeeedy	0ab57b7166de99db3a55 b5df9126607030b95175 6b89d6dd70635bc60fe0 0275fbf14e07935b0a45 5fca8fc3dee57e1d8c1f 2f1c5e56e8f0ff459065 b921a237be883a820352 d25110e0d8488927278f	0ab57b7166de99db3a55 b5df9126607030b95175 6b89d6dd70635bc60fe0 0275fbf14e07935b0a45 5fca8fc3dee57e1d8c1f 2f1c5e56e8f0ff459065 b921a237be883a820352 d25110e0d8488927278f	abziehen -> Klarlauf -> kurz bereithalten -> länger ansetzen -> Klarlauf abfuehren -> Sollmaß -> dieser Posten -> vollständig ansetzen; Schluss	abziehen -> Klarlauf -> kurz bereithalten -> länger ansetzen -> Klarlauf abfuehren -> Sollmaß -> dieser Posten -> vollständig ansetzen; Schluss	PASS	PASS	NO
B2-S012	S4_MIXED_COMPACT	lchy shey qcthey okeey lcheey aiin y qokeeedy	MC008 MC119 MC073 MC002 MC066 MC039 MC123 MC140	lchy cheey qcthey okeey lcheey aiin chey qokeeedy	0ab57b7166de99db3a55 b5df9126607030b95175 6b89d6dd70635bc60fe0 0275fbf14e07935b0a45 5fca8fc3dee57e1d8c1f 2f1c5e56e8f0ff459065 b921a237be883a820352 d25110e0d8488927278f	0ab57b7166de99db3a55 b5df9126607030b95175 6b89d6dd70635bc60fe0 0275fbf14e07935b0a45 5fca8fc3dee57e1d8c1f 2f1c5e56e8f0ff459065 b921a237be883a820352 d25110e0d8488927278f	abziehen -> Klarlauf -> kurz bereithalten -> länger ansetzen -> Klarlauf abfuehren -> Sollmaß -> dieser Posten -> vollständig ansetzen; Schluss	abziehen -> Klarlauf -> kurz bereithalten -> länger ansetzen -> Klarlauf abfuehren -> Sollmaß -> dieser Posten -> vollständig ansetzen; Schluss	PASS	PASS	NO
B2-S013	S1_BARE_MASTER	lchedy	MC155	lchedy	de7321bface5628e35d6	de7321bface5628e35d6	abführen; Schluss	abführen; Schluss	PASS	PASS	NO
B2-S013	S2_Q_CELL_SCRIBE	lchedy	MC155	lchedy	de7321bface5628e35d6	de7321bface5628e35d6	abführen; Schluss	abführen; Schluss	PASS	PASS	NO
B2-S013	S3_S_LINE_SCRIBE	lchedy	MC155	lchedy	de7321bface5628e35d6	de7321bface5628e35d6	abführen; Schluss	abführen; Schluss	PASS	PASS	NO
B2-S013	S4_MIXED_COMPACT	lchedy	MC155	lchedy	de7321bface5628e35d6	de7321bface5628e35d6	abführen; Schluss	abführen; Schluss	PASS	PASS	NO
B2-S014	S1_BARE_MASTER	lar	MC029	lar	29e0eb222ef2fb99523a	29e0eb222ef2fb99523a	von dort abfuehren	von dort abfuehren	PASS	PASS	NO
B2-S014	S2_Q_CELL_SCRIBE	lar	MC029	lar	29e0eb222ef2fb99523a	29e0eb222ef2fb99523a	von dort abfuehren	von dort abfuehren	PASS	PASS	NO
