group_serial	page	diagram_id	locus	group_in_locus	opaque_group_id	namespace_id	visible_owner	compiler_track	locate_step	read_step	record_step	orientation	crosspage_join	prose_primitive_import	creative_page_default
204	f68r1	A2	f68r1.2	5	A2:G014	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.2 IN F68_MIDDLE_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 5 OF 9	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
205	f68r1	A2	f68r1.2	6	A2:G015	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.2 IN F68_MIDDLE_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 6 OF 9	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
206	f68r1	A2	f68r1.2	7	A2:G016	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.2 IN F68_MIDDLE_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 7 OF 9	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
207	f68r1	A2	f68r1.2	8	A2:G017	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.2 IN F68_MIDDLE_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 8 OF 9	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
208	f68r1	A2	f68r1.2	9	A2:G018	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.2 IN F68_MIDDLE_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 9 OF 9	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
209	f68r1	A2	f68r1.3	1	A2:G019	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.3 IN F68_RIGHT_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 8	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
210	f68r1	A2	f68r1.3	2	A2:G020	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.3 IN F68_RIGHT_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 8	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
211	f68r1	A2	f68r1.3	3	A2:G021	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.3 IN F68_RIGHT_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 8	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
212	f68r1	A2	f68r1.3	4	A2:G022	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.3 IN F68_RIGHT_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 4 OF 8	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
213	f68r1	A2	f68r1.3	5	A2:G023	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.3 IN F68_RIGHT_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 5 OF 8	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
214	f68r1	A2	f68r1.3	6	A2:G024	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.3 IN F68_RIGHT_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 6 OF 8	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
215	f68r1	A2	f68r1.3	7	A2:G025	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.3 IN F68_RIGHT_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 7 OF 8	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
216	f68r1	A2	f68r1.3	8	A2:G026	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.3 IN F68_RIGHT_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 8 OF 8	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
217	f68r1	A2	f68r1.4	1	A2:G027	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_04	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.4 IN F68_MULTIPANEL_HEADER_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
218	f68r1	A2	f68r1.4	2	A2:G028	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_04	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.4 IN F68_MULTIPANEL_HEADER_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
219	f68r1	A2	f68r1.5	1	A2:G029	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_05	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.5 IN F68_MULTIPANEL_HEADER_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
220	f68r1	A2	f68r1.6	1	A2:G030	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_06	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.6 IN F68_MULTIPANEL_HEADER_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
221	f68r1	A2	f68r1.7	1	A2:G031	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_07	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.7 IN F68_MULTIPANEL_HEADER_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
222	f68r1	A2	f68r1.8	1	A2:G032	F68_CENTRE_KEY_QUARANTINE_NS	A2_CENTRE_KEY_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.8 IN F68_CENTRE_KEY_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
223	f68r1	A2	f68r1.9	1	A2:G033	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_01	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.9 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
224	f68r1	A2	f68r1.10	1	A2:G034	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_02	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.10 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
225	f68r1	A2	f68r1.11	1	A2:G035	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_03	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.11 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
226	f68r1	A2	f68r1.12	1	A2:G036	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_04	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.12 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
227	f68r1	A2	f68r1.13	1	A2:G037	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_05	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.13 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
228	f68r1	A2	f68r1.14	1	A2:G038	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_06	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.14 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
229	f68r1	A2	f68r1.15	1	A2:G039	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_07	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.15 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
230	f68r1	A2	f68r1.16	1	A2:G040	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_08	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.16 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
231	f68r1	A2	f68r1.17	1	A2:G041	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_09	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.17 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
232	f68r1	A2	f68r1.18	1	A2:G042	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_10	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.18 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
233	f68r1	A2	f68r1.19	1	A2:G043	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_11	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.19 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
234	f68r1	A2	f68r1.20	1	A2:G044	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_12	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.20 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
235	f68r1	A2	f68r1.21	1	A2:G045	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_13	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.21 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
236	f68r1	A2	f68r1.22	1	A2:G046	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_14	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.22 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
237	f68r1	A2	f68r1.23	1	A2:G047	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_15	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.23 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
238	f68r1	A2	f68r1.24	1	A2:G048	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_16	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.24 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
239	f68r1	A2	f68r1.25	1	A2:G049	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_17	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.25 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
240	f68r1	A2	f68r1.26	1	A2:G050	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_18	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.26 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
241	f68r1	A2	f68r1.27	1	A2:G051	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_19	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.27 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
242	f68r1	A2	f68r1.28	1	A2:G052	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_20	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.28 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
243	f68r1	A2	f68r1.29	1	A2:G053	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_21	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.29 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
244	f68r1	A2	f68r1.30	1	A2:G054	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_22	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.30 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
245	f68r1	A2	f68r1.31	1	A2:G055	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_23	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.31 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
246	f68r1	A2	f68r1.32	1	A2:G056	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_24	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.32 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
247	f68r1	A2	f68r1.33	1	A2:G057	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_25	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.33 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
248	f68r1	A2	f68r1.34	1	A2:G058	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_26	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.34 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
249	f68r1	A2	f68r1.35	1	A2:G059	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_27	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.35 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
250	f68r1	A2	f68r1.36	1	A2:G060	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_28	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.36 IN F68_LOCAL_STAR_SLOT_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
251	f68r1	A2	f68r1.37	1	A2:G061	F68_CENTRAL_LEGEND_QUARANTINE_NS	A2_CENTRAL_LEGEND_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.37 IN F68_CENTRAL_LEGEND_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 5	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
252	f68r1	A2	f68r1.37	2	A2:G062	F68_CENTRAL_LEGEND_QUARANTINE_NS	A2_CENTRAL_LEGEND_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.37 IN F68_CENTRAL_LEGEND_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 5	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
253	f68r1	A2	f68r1.37	3	A2:G063	F68_CENTRAL_LEGEND_QUARANTINE_NS	A2_CENTRAL_LEGEND_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.37 IN F68_CENTRAL_LEGEND_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 5	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
254	f68r1	A2	f68r1.37	4	A2:G064	F68_CENTRAL_LEGEND_QUARANTINE_NS	A2_CENTRAL_LEGEND_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.37 IN F68_CENTRAL_LEGEND_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 4 OF 5	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
255	f68r1	A2	f68r1.37	5	A2:G065	F68_CENTRAL_LEGEND_QUARANTINE_NS	A2_CENTRAL_LEGEND_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.37 IN F68_CENTRAL_LEGEND_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 5 OF 5	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
256	f69v	A3	f69v.1	1	A3:G001	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
257	f69v	A3	f69v.1	2	A3:G002	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
258	f69v	A3	f69v.1	3	A3:G003	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
259	f69v	A3	f69v.1	4	A3:G004	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 4 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
260	f69v	A3	f69v.1	5	A3:G005	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 5 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
261	f69v	A3	f69v.1	6	A3:G006	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 6 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
262	f69v	A3	f69v.1	7	A3:G007	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 7 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
263	f69v	A3	f69v.1	8	A3:G008	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 8 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
264	f69v	A3	f69v.1	9	A3:G009	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 9 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
265	f69v	A3	f69v.1	10	A3:G010	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 10 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
266	f69v	A3	f69v.1	11	A3:G011	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 11 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
267	f69v	A3	f69v.1	12	A3:G012	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 12 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
268	f69v	A3	f69v.1	13	A3:G013	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 13 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
269	f69v	A3	f69v.1	14	A3:G014	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 14 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
270	f69v	A3	f69v.1	15	A3:G015	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.1 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 15 OF 40	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
