world	frequency_degree_gain_bits	topology_only_gain_bits	full_incidence_gain_bits	max_three_gain_bits
1096	-48869.197882385619	-33316.022856622360	-67760.041382644573	-33316.022856622360
1097	-51609.675176254532	-34842.797268370341	-70484.602143365599	-34842.797268370341
1098	-51558.671027834818	-33542.989914848644	-70912.792190479071	-33542.989914848644
1099	-50644.720191365785	-34048.991275966488	-69724.567530038854	-34048.991275966488
1100	-52879.498881432490	-35321.151617925680	-71837.323655165528	-35321.151617925680
1101	-50159.332573119849	-35159.709083635622	-68662.277357461266	-35159.709083635622
1102	-52056.687355145747	-34178.843504686563	-71475.674602315747	-34178.843504686563
1103	-51411.400545895522	-35318.830946976428	-70101.311224864723	-35318.830946976428
1104	-51083.248339355501	-33177.627054510180	-70350.380726587158	-33177.627054510180
1105	-50671.458484526709	-35340.254929171584	-71545.266421951586	-35340.254929171584
1106	-50203.737490205887	-33091.886686824393	-69026.869805330105	-33091.886686824393
1107	-50309.211591109161	-33079.836364931463	-68136.594612044195	-33079.836364931463
1108	-48930.239583644405	-35788.511429078586	-68566.931134550032	-35788.511429078586
1109	-47414.253932258609	-30141.564791744477	-64784.769716263574	-30141.564791744477
1110	-48330.320067881235	-34992.107228472640	-67209.327566176536	-34992.107228472640
1111	-48573.990321524449	-35092.498849735915	-68188.069346510092	-35092.498849735915
1112	-51902.107622625866	-34621.356106536710	-71543.351101686625	-34621.356106536710
1113	-50895.732982901303	-35792.853566700287	-70583.370180306592	-35792.853566700287
1114	-52287.735261782756	-34291.700246315981	-71504.127411035326	-34291.700246315981
1115	-49329.754875961073	-35470.276712937244	-68827.593081345869	-35470.276712937244
1116	-48890.385113065364	-34925.157304189721	-67963.761199785193	-34925.157304189721
1117	-50185.620771878952	-35198.317855006593	-70505.218853537532	-35198.317855006593
1118	-51495.061098091501	-35647.001053810927	-70024.685243657324	-35647.001053810927
1119	-51506.714456095127	-36463.986949062775	-71128.462493911720	-36463.986949062775
1120	-51696.726996213401	-32432.351909655634	-69865.711035051121	-32432.351909655634
1121	-51053.005546145105	-35071.270663643256	-70894.977714082852	-35071.270663643256
1122	-51035.140024238695	-34881.613155376261	-70127.959268989740	-34881.613155376261
1123	-48447.281884065735	-34625.332318540015	-68314.348734908228	-34625.332318540015
1124	-50071.854460238523	-34048.183734217666	-70016.527864533811	-34048.183734217666
1125	-53314.015075955162	-36594.817220425117	-72257.665559997185	-36594.817220425117
1126	-51099.401014826850	-33274.281748168840	-68979.179054207329	-33274.281748168840
1127	-53073.488389137412	-35505.054440145119	-72007.582769028420	-35505.054440145119
1128	-48355.765081717938	-33851.182417487820	-68473.475019119578	-33851.182417487820
1129	-49890.267218532928	-33410.323765842026	-68321.615612379799	-33410.323765842026
1130	-50198.574490348634	-35071.708148781137	-69479.490392427062	-35071.708148781137
1131	-47543.679767333204	-34961.880815347606	-67677.129224082295	-34961.880815347606
1132	-51565.926414156733	-34216.300955553335	-70374.617402715579	-34216.300955553335
1133	-49637.994907618100	-34143.514290263098	-69221.339542553906	-34143.514290263098
1134	-49349.856833931284	-33516.713576283793	-68317.824439504358	-33516.713576283793
1135	-49561.302835714218	-33769.411499938804	-69425.411278131825	-33769.411499938804
1136	-50323.542138323370	-33848.079598425022	-68561.164970823185	-33848.079598425022
1137	-49952.846025294537	-33970.430227495708	-68702.949109284091	-33970.430227495708
1138	-49186.875284912749	-33226.377592561337	-67946.005667260542	-33226.377592561337
1139	-49382.863604855527	-33872.348743933217	-68445.587002843560	-33872.348743933217
1140	-48420.307501272953	-33339.762855813540	-66925.321958484434	-33339.762855813540
1141	-52117.578309760618	-35189.239216231341	-70163.122249365668	-35189.239216231341
1142	-48587.626638628084	-33832.151994732478	-66851.438087481511	-33832.151994732478
1143	-49778.404076005063	-34747.566847781738	-68932.896283725524	-34747.566847781738
1144	-50364.354380512661	-35953.649642559911	-70687.831339206707	-35953.649642559911
1145	-49877.447318458529	-35231.950303830097	-69732.341655360651	-35231.950303830097
1146	-48946.156345540599	-33104.916995488369	-68722.072255856270	-33104.916995488369
1147	-50689.326654152617	-34538.302064756361	-70970.167200619137	-34538.302064756361
1148	-50510.041920795207	-36521.283111543329	-70158.248130980224	-36521.283111543329
1149	-50581.621960155222	-33740.705865793730	-69456.078971187875	-33740.705865793730
1150	-49325.455449762070	-33601.696190702809	-68878.752540792993	-33601.696190702809
1151	-52613.899011850925	-37025.105343394185	-72050.091214287837	-37025.105343394185
1152	-50157.305126947591	-35652.623083416969	-70582.429065705277	-35652.623083416969
1153	-49599.485751568624	-36386.668474874285	-69763.678688936780	-36386.668474874285
1154	-53023.197205129276	-35127.855750059658	-70912.284105308267	-35127.855750059658
1155	-49950.059664833047	-34955.179267010571	-69228.636444726115	-34955.179267010571
1156	-47976.558223259504	-35862.854739881477	-68078.941928844943	-35862.854739881477
1157	-47605.862303381546	-33464.524464348942	-66232.210566543989	-33464.524464348942
1158	-49502.600591759074	-33243.357297992552	-68922.475871247763	-33243.357297992552
1159	-51165.411189790771	-33548.847194218433	-69902.027003219147	-33548.847194218433
1160	-50484.311995617572	-34137.958337802083	-69436.693300634695	-34137.958337802083
1161	-49119.621107238461	-36350.305110851295	-68667.150101524036	-36350.305110851295
1162	-52142.520841923797	-36538.950871420719	-72345.268428446609	-36538.950871420719
1163	-49629.349485698847	-32989.253006688079	-68046.858490672370	-32989.253006688079
1164	-51720.917084695640	-34252.485578295673	-70445.719959193317	-34252.485578295673
1165	-49202.102955339717	-34471.050941313988	-69340.672045881875	-34471.050941313988
1166	-51879.887476796895	-34018.368201798752	-71722.383084589776	-34018.368201798752
1167	-49801.681474298304	-34240.502607812734	-68214.796163715102	-34240.502607812734
1168	-48668.393971265032	-34138.015554204270	-68657.036632616117	-34138.015554204270
1169	-48806.776037851123	-35216.781113182537	-69560.872594040295	-35216.781113182537
1170	-50490.716663607906	-34081.155066829117	-69341.594947978840	-34081.155066829117
1171	-47208.088005570266	-32153.726953679845	-66591.630925237609	-32153.726953679845
1172	-48491.803103721228	-33471.369241518471	-67745.876640826027	-33471.369241518471
1173	-50568.425497439479	-33836.321958869179	-69896.108288252362	-33836.321958869179
1174	-49611.912164536669	-36933.912836798547	-70673.827876813462	-36933.912836798547
1175	-50410.007671383006	-34840.911430414417	-70944.303296325568	-34840.911430414417
1176	-49022.091690594643	-33188.344704271862	-67341.622968655793	-33188.344704271862
1177	-49532.636568735725	-32769.964971192647	-68761.085168211226	-32769.964971192647
1178	-52497.947115078023	-37048.459316922163	-72662.388679000433	-37048.459316922163
1179	-48542.818781148235	-33144.879189819141	-67024.569114583239	-33144.879189819141
1180	-47573.993173520154	-32803.033765715511	-66303.262548405604	-32803.033765715511
1181	-49947.326006946605	-35809.714821354486	-68801.658096794941	-35809.714821354486
1182	-50091.605162568558	-32435.571328052414	-69138.020650876599	-32435.571328052414
1183	-49382.411328807495	-34731.264742165928	-67985.892737637099	-34731.264742165928
1184	-49922.865512269549	-34117.382831692121	-69413.161447633116	-34117.382831692121
1185	-48984.739165306215	-33018.022250220281	-68584.264809229106	-33018.022250220281
1186	-49784.974886302480	-35997.131064091263	-68689.739995554977	-35997.131064091263
1187	-48981.312043476973	-34044.925915664491	-67581.854987299899	-34044.925915664491
1188	-50584.267986020226	-34733.210738017297	-68055.249682838534	-34733.210738017297
1189	-49443.776492650089	-30847.957764072806	-67363.997418878935	-30847.957764072806
1190	-48840.273697665973	-35530.962625097520	-68306.891431771524	-35530.962625097520
1191	-47392.432082367428	-34833.598929867352	-66271.684970157745	-34833.598929867352
1192	-50962.448055173743	-34901.219013672926	-70326.542111515795	-34901.219013672926
1193	-49829.164695020969	-34781.847098050086	-67885.999377928558	-34781.847098050086
1194	-53387.615788246512	-35696.632671072679	-72584.564083349207	-35696.632671072679
1195	-50208.295795179474	-34831.225582164465	-68527.740205719179	-34831.225582164465
1196	-50705.351631245991	-34341.705264286888	-68652.916319575073	-34341.705264286888
1197	-51442.154859379647	-35868.636018164747	-70670.736099226910	-35868.636018164747
1198	-51215.725402081058	-36562.912564087397	-71367.371973479530	-36562.912564087397
1199	-50207.048225076811	-33223.816488565608	-69837.602842181717	-33223.816488565608
1200	-48909.055386746106	-32816.058382543248	-67890.346376065892	-32816.058382543248
1201	-51573.418717212910	-35837.830669153103	-71027.073273976348	-35837.830669153103
1202	-49559.651099743802	-34063.613947177459	-68840.698046345991	-34063.613947177459
1203	-50766.999394373008	-34068.852652228874	-70075.392166762482	-34068.852652228874
1204	-50758.774140089721	-34790.161058704849	-68663.819149706629	-34790.161058704849
1205	-47991.603188626032	-35869.073156537903	-68957.209679455496	-35869.073156537903
1206	-49513.114484967438	-35553.995791099216	-69197.121494976353	-35553.995791099216
1207	-52211.447551800491	-34282.221199250402	-71802.522758453400	-34282.221199250402
1208	-53367.969239011109	-37546.412484362765	-72350.540645065470	-37546.412484362765
1209	-49550.749624400778	-31772.563802154709	-68923.949820151785	-31772.563802154709
1210	-51435.454882204627	-36141.230792971073	-71284.287437049061	-36141.230792971073
1211	-51424.692897442183	-35025.705828462014	-70455.167154523675	-35025.705828462014
1212	-48012.917490424727	-33977.865157719782	-67625.831000576392	-33977.865157719782
1213	-49828.263428713850	-36193.215324474855	-69821.305662142244	-36193.215324474855
1214	-49677.128128238182	-36975.752028105126	-70856.988873084178	-36975.752028105126
1215	-49536.977143319855	-35673.339263907030	-68811.359513786330	-35673.339263907030
1216	-50280.791762498666	-34317.173398391868	-69359.559524256969	-34317.173398391868
1217	-50182.080880340669	-34475.173263018412	-69833.761858886821	-34475.173263018412
1218	-50170.937196890845	-35709.959691050142	-69193.871786272080	-35709.959691050142
1219	-50196.448762775923	-33233.588499462945	-68843.913844641444	-33233.588499462945
1220	-51189.601874893342	-35413.515112654037	-70704.043234179626	-35413.515112654037
1221	-50428.893353923850	-34556.673337637476	-69248.922039062105	-34556.673337637476
1222	-50974.057322500914	-33110.540905155001	-69474.596581130594	-33110.540905155001
1223	-51818.115279010752	-36013.481130751701	-71698.900524147160	-36013.481130751701
1224	-50316.562254634722	-34467.750466206060	-70324.509574428273	-34467.750466206060
1225	-50193.680652178191	-35052.715848520740	-70268.230518675744	-35052.715848520740
1226	-48894.512200986697	-32258.369074792921	-67282.608660181606	-32258.369074792921
1227	-49534.432375905184	-32543.856438280916	-69520.941458666901	-32543.856438280916
1228	-50001.361328888634	-33124.197716016060	-69451.110215278619	-33124.197716016060
1229	-50299.153623210914	-36461.163312922661	-70725.068289871459	-36461.163312922661
1230	-51034.348626576517	-34454.088187150082	-70721.858778692505	-34454.088187150082
1231	-51033.851039650428	-37767.279871714120	-71394.670665772326	-37767.279871714120
1232	-50946.853943423084	-32919.383022120193	-69467.634906861815	-32919.383022120193
1233	-51445.515903367312	-35019.114680935389	-71395.503499997314	-35019.114680935389
1234	-51286.987480537551	-35647.801168290527	-69747.190135782352	-35647.801168290527
1235	-49941.746836732222	-34736.870437964310	-69920.054660313981	-34736.870437964310
1236	-53316.335928461638	-37374.065643883660	-73436.695985114653	-37374.065643883660
1237	-50591.970371753196	-34129.067668085765	-69852.648514925226	-34129.067668085765
1238	-50813.050836460279	-37295.574279992121	-70517.925917846980	-37295.574279992121
1239	-50997.741069928692	-34641.104522696587	-70491.711754176809	-34641.104522696587
1240	-48970.406591531319	-33621.696611287880	-67800.418118143411	-33621.696611287880
1241	-49043.410317623500	-34196.377839307148	-69469.032991732034	-34196.377839307148
1242	-49673.932935558041	-34178.188445248859	-68483.382223489229	-34178.188445248859
1243	-52079.415588730262	-36814.146188357066	-71548.040629951982	-36814.146188357066
1244	-49383.878704666276	-34191.237248513840	-68520.694979676991	-34191.237248513840
1245	-50453.055387350825	-33750.039475118065	-69818.286197998052	-33750.039475118065
1246	-50008.083215188308	-33192.954785548354	-68177.338042805932	-33192.954785548354
1247	-50337.250148999279	-34526.993565198369	-68825.535586380240	-34526.993565198369
1248	-50582.422687468192	-34026.031111158460	-69122.736688573525	-34026.031111158460
1249	-51787.412125797586	-33707.421035695952	-69842.157655548886	-33707.421035695952
1250	-50409.944337065332	-35809.278300871294	-69776.613262508152	-35809.278300871294
1251	-48684.947510346909	-30865.075185431368	-66628.052075389758	-30865.075185431368
1252	-51764.425814411778	-34672.684735559349	-70124.668354090260	-34672.684735559349
1253	-50018.401851571878	-34283.923036989407	-67991.110158675088	-34283.923036989407
1254	-52074.427954087936	-33575.085789837722	-72225.929638503891	-33575.085789837722
1255	-48619.713022250653	-34513.128224958222	-67918.386164455238	-34513.128224958222
1256	-49708.963202896346	-34862.534035656485	-68885.067704722533	-34862.534035656485
1257	-49983.573174304518	-34322.837094089104	-68763.588423349342	-34322.837094089104
1258	-52841.884053115282	-35982.471380976152	-72310.628969291982	-35982.471380976152
1259	-49916.028518636675	-33952.402517833507	-68872.151988522179	-33952.402517833507
1260	-49578.631617679144	-34101.520587597610	-68851.032578331884	-34101.520587597610
1261	-50080.856833943173	-33658.619338309050	-68707.426244197282	-33658.619338309050
1262	-48816.660227243083	-34339.368074981612	-67784.375267300609	-34339.368074981612
1263	-50082.635161795421	-32704.514349976627	-67883.954905796549	-32704.514349976627
1264	-51395.806691367543	-33923.296691619056	-71118.959619842295	-33923.296691619056
1265	-50820.227818056068	-36070.219766103291	-70660.933233285337	-36070.219766103291
1266	-49765.877206701778	-34786.782712597073	-68562.405176157627	-34786.782712597073
1267	-51285.029499971039	-34846.098598750643	-70984.753778777231	-34846.098598750643
1268	-47979.557300879198	-33472.578965200686	-66064.959627353703	-33472.578965200686
1269	-51412.823293126232	-35676.654831872052	-70425.997611333572	-35676.654831872052
1270	-48004.947219842368	-34418.741653567144	-67378.256263852309	-34418.741653567144
1271	-52288.658490679714	-38649.759784444941	-70752.096857690456	-38649.759784444941
1272	-48261.054211236617	-33352.993671323704	-66568.655945251361	-33352.993671323704
1273	-48414.814944263642	-34989.109338276852	-68602.334083117865	-34989.109338276852
1274	-48995.962512436650	-34669.010720732716	-68898.427329468061	-34669.010720732716
1275	-50903.241105965055	-34419.734168336450	-69932.698104841664	-34419.734168336450
1276	-48466.677554599948	-34477.652923433379	-69105.965799925601	-34477.652923433379
1277	-50451.860542935130	-34986.281941834059	-69906.797688606646	-34986.281941834059
1278	-52274.852072848429	-36842.280706835700	-73063.651570517526	-36842.280706835700
1279	-49977.261069074077	-35030.883539515387	-68420.327674600136	-35030.883539515387
1280	-52439.645155691505	-34332.665259411471	-70518.592165743408	-34332.665259411471
1281	-48457.843170234089	-36398.463870949861	-68369.679392401536	-36398.463870949861
1282	-49172.965773608710	-33276.114624378490	-67978.472864572614	-33276.114624378490
1283	-48839.420842684114	-30914.661340459577	-66002.127733594374	-30914.661340459577
1284	-53268.867909448869	-35719.043720541078	-73032.388024826592	-35719.043720541078
1285	-48234.383132612988	-32617.425876938090	-67260.352190897436	-32617.425876938090
1286	-50247.023414030831	-33398.472740808094	-69611.338405995150	-33398.472740808094
1287	-48828.962383731428	-33642.747034100685	-67339.227042971193	-33642.747034100685
1288	-46529.118645176510	-32361.963875523648	-65335.575939940878	-32361.963875523648
1289	-47560.504411313283	-34248.072806172051	-67429.520183642497	-34248.072806172051
1290	-49159.647555964926	-33886.574483963792	-68233.622272097011	-33886.574483963792
1291	-48904.869663870566	-33211.024082428157	-69093.773849007310	-33211.024082428157
1292	-47974.912075200999	-31820.772214869736	-67443.231968082080	-31820.772214869736
1293	-51372.190533057001	-34140.493188683839	-69430.920591191039	-34140.493188683839
1294	-50698.260302220107	-35382.178123559323	-70305.309541401657	-35382.178123559323
1295	-48271.841279835280	-31961.898840868107	-66663.010944704321	-31961.898840868107
1296	-50282.115885878258	-33758.983583144996	-68744.576063593675	-33758.983583144996
1297	-47906.954779100975	-35840.212938730190	-68574.619414821398	-35840.212938730190
1298	-49450.955722183615	-34302.029352972269	-68912.742486892937	-34302.029352972269
1299	-46892.027408506416	-34722.620947375566	-65675.554376621614	-34722.620947375566
1300	-50646.291697766283	-34412.954666667109	-69640.634390878899	-34412.954666667109
1301	-50719.091587597133	-36760.824978576929	-70938.472414272852	-36760.824978576929
1302	-52079.377469621628	-34840.060648702951	-71590.808188333744	-34840.060648702951
1303	-51051.751855677059	-34244.952530742026	-70346.259698417256	-34244.952530742026
1304	-50015.426882524909	-35427.650349329517	-69723.560016258169	-35427.650349329517
1305	-50350.802383395632	-35287.703032695405	-70036.348649643100	-35287.703032695405
1306	-50898.720253587431	-35341.139229065047	-70456.201865611802	-35341.139229065047
1307	-49960.404627041491	-35006.902883331277	-69601.631613727732	-35006.902883331277
1308	-52038.596004137034	-34416.338829998771	-70071.362714549061	-34416.338829998771
1309	-48124.027740992577	-32562.359117208714	-66810.541462878580	-32562.359117208714
1310	-46942.992926384402	-33628.770112945858	-66564.297512764257	-33628.770112945858
1311	-47774.042945139649	-33852.490460310168	-66729.823371715087	-33852.490460310168
1312	-49320.005639364572	-33678.236183725981	-68275.571581996570	-33678.236183725981
1313	-50615.889662361165	-34232.549329669528	-70324.007920198812	-34232.549329669528
1314	-52370.115419535534	-34863.348948992258	-72176.356554788377	-34863.348948992258
1315	-50851.864831467210	-35226.920187708696	-69243.374010015075	-35226.920187708696
1316	-47899.391795112228	-33017.086965425973	-66656.632508129274	-33017.086965425973
1317	-52534.868249331979	-34607.801790679390	-72409.976478775308	-34607.801790679390
1318	-51269.944254580303	-34513.047777240230	-69950.301539989829	-34513.047777240230
1319	-49393.518550866364	-35242.027209922962	-68136.680660607759	-35242.027209922962
1320	-50042.996073867587	-35986.204466244781	-70342.692651756748	-35986.204466244781
1321	-50123.361224402383	-34630.644588585252	-69750.099318564666	-34630.644588585252
1322	-49830.071478146085	-34993.114489741391	-68210.958178297602	-34993.114489741391
1323	-51164.860724212842	-34910.568031130788	-70990.697794770327	-34910.568031130788
1324	-49583.206157007109	-33977.068269572039	-67635.542883665927	-33977.068269572039
1325	-51078.206530370022	-35309.686704206826	-69962.487934131044	-35309.686704206826
1326	-47372.943303618733	-30383.116103718803	-65434.900993067306	-30383.116103718803
1327	-48482.955488780412	-35047.897913110806	-68132.451871030557	-35047.897913110806
1328	-50277.382189683944	-33059.660440265361	-69177.186385637993	-33059.660440265361
1329	-49903.842483929810	-34834.973513610312	-69732.823192073498	-34834.973513610312
1330	-46298.360661531704	-34198.321823816921	-64286.316089480933	-34198.321823816921
1331	-50785.521072065392	-35946.192369134726	-69816.171820714444	-35946.192369134726
1332	-48890.929128151110	-32899.697141059332	-67213.625409821398	-32899.697141059332
1333	-49924.752070714014	-35706.625902859450	-70093.716851499645	-35706.625902859450
1334	-49958.375081744824	-34631.422952887238	-68875.891337993176	-34631.422952887238
1335	-47365.446319746363	-33218.590571602777	-65933.928394126953	-33218.590571602777
1336	-51505.282789959158	-34762.778575925986	-70681.246168021986	-34762.778575925986
1337	-50631.335032378927	-34497.318673947550	-69656.307968441572	-34497.318673947550
1338	-50880.610390852569	-34927.201830981219	-70060.922320715137	-34927.201830981219
1339	-51167.060172372483	-34613.473020541380	-69593.276636328897	-34613.473020541380
1340	-49971.443325979191	-32553.149941820822	-68646.189568963513	-32553.149941820822
1341	-50788.626945956188	-35652.057906364149	-69876.232899650975	-35652.057906364149
1342	-49628.746763478972	-32933.741694743483	-68097.463547345164	-32933.741694743483
1343	-50448.190845619654	-34350.076256305285	-69308.892269362012	-34350.076256305285
1344	-50094.897349459461	-35365.592687455537	-68950.660459173436	-35365.592687455537
1345	-50012.733716527866	-35016.958564359476	-69271.014965406212	-35016.958564359476
1346	-49892.455639032945	-33720.031996635953	-70020.976142041967	-33720.031996635953
1347	-50122.393030636260	-34868.528675842856	-69172.913725496954	-34868.528675842856
1348	-50388.764234736576	-35372.279358624699	-69100.331490024953	-35372.279358624699
1349	-52356.978115038975	-34574.471503003544	-71658.210205188894	-34574.471503003544
1350	-53683.666719600820	-37372.789906371370	-72165.229567554445	-37372.789906371370
1351	-52168.562012324648	-34239.928704704922	-72080.657269546704	-34239.928704704922
1352	-50411.218903769593	-32822.350724587013	-68916.111888615284	-32822.350724587013
1353	-48809.829697676985	-36157.922787562726	-67654.516093838043	-36157.922787562726
1354	-49762.494210575896	-32898.923024540527	-68885.924854724857	-32898.923024540527
1355	-49936.766603052281	-32877.416666395089	-68121.733715320006	-32877.416666395089
1356	-53492.895321012867	-37119.911783000607	-73093.986552141549	-37119.911783000607
1357	-48534.805442125828	-34592.766851816959	-67910.249920425136	-34592.766851816959
1358	-47900.019680349229	-31842.725376025523	-66091.950436110797	-31842.725376025523
1359	-49801.451185675884	-34370.481301374690	-69789.250984725761	-34370.481301374690
1360	-50853.436017220673	-33443.604820976892	-69081.868442276522	-33443.604820976892
1361	-49753.360593857469	-32933.152648123330	-69020.668068636514	-32933.152648123330
1362	-49592.258688356982	-34243.965877535302	-67590.499059571099	-34243.965877535302
1363	-53263.946823965955	-34093.826910144140	-71136.858322133514	-34093.826910144140
1364	-51852.657965334824	-34555.931108595600	-70635.288831893529	-34555.931108595600
1365	-49961.214954609575	-33473.332901476904	-68462.750364341642	-33473.332901476904
1366	-46750.421888109289	-32873.139014329528	-65038.808505711553	-32873.139014329528
1367	-48810.940627272888	-32491.836154505967	-67169.229901293365	-32491.836154505967
1368	-47077.267280446809	-33368.144979108016	-64859.856825943236	-33368.144979108016
1369	-50493.245023483214	-33495.573536363081	-68843.451819348018	-33495.573536363081
1370	-50095.526674904853	-35081.110462573859	-69743.148928251598	-35081.110462573859
1371	-51225.512833756984	-34949.990817906328	-70431.054058116526	-34949.990817906328
1372	-46458.441679854222	-35842.308363142205	-66245.001350538296	-35842.308363142205
1373	-49923.936866015247	-36013.846373983048	-68759.639820082448	-36013.846373983048
1374	-53313.412148179297	-35540.428622092826	-71215.899226948444	-35540.428622092826
1375	-47524.467063881908	-32770.566592831521	-66701.474411967007	-32770.566592831521
1376	-50645.943029032351	-36091.171260570882	-69742.018361049690	-36091.171260570882
1377	-51351.806336410111	-35126.993720304781	-69926.690287095960	-35126.993720304781
1378	-48982.149855789605	-33940.216304384900	-67836.133086433343	-33940.216304384900
1379	-51753.352579918064	-34956.995703117638	-70657.037019728610	-34956.995703117638
1380	-48510.909849953779	-35344.251086734846	-67207.594959576920	-35344.251086734846
1381	-49992.602224451039	-33091.672696931892	-69223.260188560220	-33091.672696931892
1382	-50009.039523884618	-35316.951548733203	-70003.933711668738	-35316.951548733203
1383	-49747.770013304391	-31873.116203981554	-68211.992905872670	-31873.116203981554
1384	-50519.746890595234	-34125.924541464206	-69550.483845177354	-34125.924541464206
1385	-50494.934709888294	-33939.353168374531	-70305.312806648391	-33939.353168374531
1386	-51436.191750518716	-35139.543693366453	-70149.706797966574	-35139.543693366453
1387	-50862.599258389426	-35179.979385285056	-70720.634439270623	-35179.979385285056
1388	-51840.838430956843	-34794.157163423886	-71317.386187699551	-34794.157163423886
1389	-46367.773809151564	-33644.763657856049	-66689.380497471648	-33644.763657856049
1390	-49873.104292045260	-34585.449828808785	-69293.250546248004	-34585.449828808785
1391	-49759.427615421569	-35599.416800252460	-69336.122407049916	-35599.416800252460
1392	-49150.021572986021	-33515.827205789115	-68567.061517179929	-33515.827205789115
1393	-51308.130413827901	-33690.490760895314	-69347.660867271639	-33690.490760895314
1394	-51016.656118235907	-32231.547021976323	-69120.800111669887	-32231.547021976323
1395	-48709.491945359958	-33605.896321187771	-67982.370050720041	-33605.896321187771
1396	-50862.591297073159	-36773.283609185215	-70672.075379054222	-36773.283609185215
1397	-50548.649540467464	-32354.497089357235	-70188.997942939211	-32354.497089357235
1398	-49105.944896965972	-32635.875634328018	-69550.075261770020	-32635.875634328018
1399	-50822.871656880940	-33098.308957678368	-69508.688484907005	-33098.308957678368
1400	-51162.681596295079	-35228.504238568217	-69383.166103954441	-35228.504238568217
1401	-49535.567744155385	-31520.852893206691	-68059.343444007231	-31520.852893206691
1402	-50190.346313123773	-34593.747115355363	-69589.105576562404	-34593.747115355363
1403	-50241.794219139541	-34573.865838341495	-68911.420778558851	-34573.865838341495
1404	-49915.514288754646	-32885.811743631763	-68726.362129640751	-32885.811743631763
1405	-51474.348241850741	-36043.875223235118	-70054.184602918962	-36043.875223235118
1406	-49019.369411846325	-31339.424471967712	-67246.182017178537	-31339.424471967712
1407	-51468.853421008564	-35038.027949798372	-70726.347008357712	-35038.027949798372
1408	-50669.663928667040	-34474.798426080022	-70950.226011745282	-34474.798426080022
1409	-48218.744955123984	-33666.648167234292	-67707.472058420055	-33666.648167234292
1410	-48058.759518400409	-32695.718832765597	-67886.460547502313	-32695.718832765597
1411	-46366.156970867414	-33011.393958287073	-65410.178064163418	-33011.393958287073
1412	-49128.923478330922	-33652.902552648782	-67285.633215507944	-33652.902552648782
1413	-50270.003916804271	-32167.119687022328	-68959.946707038835	-32167.119687022328
1414	-47972.555281578199	-32706.886809716092	-66121.985780195275	-32706.886809716092
1415	-47811.435194829901	-34306.479635057629	-66209.925541684453	-34306.479635057629
1416	-51062.322344938788	-36786.718338218016	-70781.939392974673	-36786.718338218016
1417	-50403.463706376322	-35096.988194769488	-70238.570305996036	-35096.988194769488
1418	-49217.575430309313	-34858.027510373831	-69044.358091681468	-34858.027510373831
1419	-49712.382769443328	-34408.022851071612	-69520.239233424858	-34408.022851071612
1420	-50364.619612172304	-33128.998169475621	-69085.543852659437	-33128.998169475621
1421	-49288.815052265505	-32711.144833330040	-68374.629396957302	-32711.144833330040
1422	-51210.936200083590	-34697.324180876662	-69764.747015198154	-34697.324180876662
1423	-50184.394243908871	-36651.125570058786	-70120.831766820105	-36651.125570058786
1424	-50376.183760369328	-33468.459491412832	-69207.182051109310	-33468.459491412832
1425	-51395.264805534920	-35994.776923525817	-70492.161929876791	-35994.776923525817
1426	-49978.230062360177	-34464.094474065423	-69330.183037413968	-34464.094474065423
1427	-50764.847529840685	-33617.138948351232	-68801.076381857027	-33617.138948351232
1428	-51604.414445579321	-35481.342148821488	-71131.228023527015	-35481.342148821488
1429	-49531.837879798375	-33781.752512675834	-69122.745364494316	-33781.752512675834
1430	-48252.895417847089	-34498.680337334394	-66713.232506770728	-34498.680337334394
1431	-51046.260443195963	-35623.910540512567	-70251.115945171943	-35623.910540512567
1432	-49183.364828907070	-34983.354322329476	-68489.773847071381	-34983.354322329476
1433	-48370.847524412115	-33218.341999103926	-67174.572935178076	-33218.341999103926
1434	-50625.711033670908	-36106.313277928843	-69973.028229535485	-36106.313277928843
1435	-50113.615827081296	-34743.086082035756	-69144.441195308304	-34743.086082035756
1436	-52847.440050685800	-34344.306392569422	-71701.707660648972	-34344.306392569422
1437	-48748.661629806724	-33380.655121093681	-67022.957218114374	-33380.655121093681
1438	-48756.912257039097	-32026.784760131577	-67145.890778087822	-32026.784760131577
1439	-51326.597760703415	-33837.557319862695	-69640.102699638286	-33837.557319862695
1440	-49806.273827605866	-34282.460028490597	-68315.200399936250	-34282.460028490597
1441	-50323.022990058438	-34287.479114249043	-69783.117004916610	-34287.479114249043
1442	-50486.833618043318	-36020.275213638124	-69545.704082052573	-36020.275213638124
1443	-49331.356777907713	-32063.233038175666	-67121.944466262314	-32063.233038175666
1444	-51072.936940527332	-34415.292881780020	-70905.878245543368	-34415.292881780020
1445	-48868.871949415305	-34060.765300197003	-68186.066809642551	-34060.765300197003
1446	-48697.492826221634	-34267.577538709709	-67359.196769763439	-34267.577538709709
1447	-49758.154392628363	-34037.479382497077	-68495.748616603538	-34037.479382497077
1448	-50125.499838816351	-35205.254987989967	-70020.839098315977	-35205.254987989967
1449	-49674.991836478395	-31315.592011425480	-66571.003411044701	-31315.592011425480
1450	-48154.482564939593	-34944.916776305196	-68098.849145550193	-34944.916776305196
1451	-51342.916214899677	-35322.081832381686	-70431.473471169244	-35322.081832381686
1452	-50001.239416035736	-31639.011766281659	-68520.069647470780	-31639.011766281659
