global_running_event_id	global_statement_id	physical_page	register	owner_de	surface	component_recipe	explicit_action_roots	inherited_action_root	focus_attachment_count	adjacent_pair_count	has_close	local_action_rules	local_owner_rules	factorized_action_replay_status	imperative_clause_de
G407-E4251	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	okeeol	OK+EE+OL	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter setze den Drogenposten [wie zuvor] als Ansatz an; auf Grad II.
G407-E4252	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	qoor	CARRIER_Q+O+OR	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze die Ansatzeinheit als Ansatz an; als neuen Einsatz und als Ausführung.
G407-E4253	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	ol	OL	NONE	OK	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang setze die Ansatzeinheit [wie zuvor] als Ansatz an.
G407-E4254	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	chor	CH+OR	CH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm die Ansatzeinheit.
G407-E4255	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	cheky	CH+K+E+Y	CH|K	NONE	2	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten und gib den Drogenposten zu; auf Grad I.
G407-E4256	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	chol	OL	NONE	K	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang gib den Drogenposten [wie zuvor] zu.
G407-E4257	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	daiin	AIIN	NONE	K	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang gib den Mengenwert zu.
G407-E4258	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	chol	OL	NONE	K	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang gib den Mengenwert [wie zuvor] zu.
G407-E4259	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	cheol	CH+E+O+L	CH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.
G407-E4260	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	koldam	K+OL+DY	K	NONE	0	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter gib den Mengenwert [wie zuvor] zu; schließe den Schritt.
G407-E4261	G407-S679	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	olcheol	OL+CH+E+O+DY	CH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter nimm den Mengenwert [wie zuvor]; auf Grad I und als Ausführung; schließe den Schritt.
G407-E4262	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	dol	D_ADDR+OL	NONE	CH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang nimm den Mengenwert [wie zuvor]; an der bezeichneten Stelle.
G407-E4263	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	cheol	CH+E+O+L	CH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.
G407-E4264	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	tos	T+O+S	T|S	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Stelle den Mengenwert [wie zuvor] ein und wähle den Mengenwert [wie zuvor]; als Ausführung.
G407-E4265	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	ol	OL	NONE	S	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang wähle den Mengenwert [wie zuvor].
G407-E4266	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	chor	CH+OR	CH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm die Ansatzeinheit.
G407-E4267	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	ydaiin	Y+D_ADDR+AIIN	NONE	CH	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang nimm den Drogenposten und den Mengenwert; an der bezeichneten Stelle.
G407-E4268	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	chey	Y	NONE	CH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang nimm den Drogenposten.
G407-E4269	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	s	S	S	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Drogenposten [wie zuvor].
G407-E4270	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	oiiin	O+IIN	NONE	S	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang wähle den Drogenposten [wie zuvor]; als Ausführung und auf der bezeichneten Stufe.
G407-E4271	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	chckhy	CH+K+Y	CH|K	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten und gib den Drogenposten zu.
G407-E4272	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	qokeol	OK+E+OL	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter setze den Drogenposten [wie zuvor] als Ansatz an; auf Grad I.
G407-E4273	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	okey	OK+E+Y	OK	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Drogenposten als Ansatz an; auf Grad I.
G407-E4274	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	okeey	OK+EE+Y	OK	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Drogenposten als Ansatz an; auf Grad II.
G407-E4275	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	keey	K+EE+Y	K	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Gib den Drogenposten zu; auf Grad II.
G407-E4276	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	eky	E+K+Y	K	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Gib den Drogenposten zu; auf Grad I.
G407-E4277	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	qokol	OK+OL	OK	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter setze den Drogenposten [wie zuvor] als Ansatz an.
G407-E4278	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	okeey	OK+EE+Y	OK	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Drogenposten als Ansatz an; auf Grad II.
G407-E4279	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	dal	AL	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.
G407-E4280	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	cheeody	CH+EE+O+D_ADDR+Y	CH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten; auf Grad II und als Ausführung; an der bezeichneten Stelle.
G407-E4281	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	oeckhy	O+E+CH+K+Y	CH|K	NONE	2	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten und gib den Drogenposten zu; als Ausführung und auf Grad I.
G407-E4282	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	ycheo	Y+CH+E+O	CH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten; auf Grad I und als Ausführung.
G407-E4283	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	keeo	K+EE+O	K	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Gib den Drogenposten [wie zuvor] zu; auf Grad II und als Ausführung.
G407-E4284	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	ckho	CH+K+O	CH|K	NONE	0	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten [wie zuvor] und gib den Drogenposten [wie zuvor] zu; als Ausführung.
G407-E4285	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	saiin	S+AIIN	S	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Mengenwert.
G407-E4286	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	okeo	OK+E+O	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Mengenwert [wie zuvor] als Ansatz an; auf Grad I und als Ausführung.
G407-E4287	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	daiin	AIIN	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Mengenwert als Ansatz an.
G407-E4288	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	ockhy	O+CH+K+Y	CH|K	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten und gib den Drogenposten zu; als Ausführung.
G407-E4289	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	s	S	S	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Drogenposten [wie zuvor].
G407-E4290	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	ockhey	O+CH+K+E+Y	CH|K	NONE	2	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten und gib den Drogenposten zu; als Ausführung und auf Grad I.
G407-E4291	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	saiin	S+AIIN	S	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Mengenwert.
G407-E4292	G407-S680	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	chchky	CH+K+Y	CH|K	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten und gib den Drogenposten zu.
G407-E4293	G407-S681	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	kolches	OL+Y	NONE	NONE	1	0	NO	NONE	NONE	OUTSIDE_ACTION_GRAMMAR_NO_ACTION_HEAD	Weiter Bezug: den Drogenposten.
G407-E4294	G407-S681	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	sheol	SH+E+OL	SH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter halte den Drogenposten [wie zuvor]; auf Grad I.
G407-E4295	G407-S681	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	qokeoefy	OK+E+O+D_ADDR+Y	OK	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Drogenposten als Ansatz an; auf Grad I und als Ausführung; an der bezeichneten Stelle.
G407-E4296	G407-S681	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	sheey	SH+EE+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Drogenposten; auf Grad II.
G407-E4297	G407-S681	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	opcheor	O+P+CH+E+OR	P|CH	NONE	2	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit; als Ausführung und auf Grad I.
G407-E4298	G407-S681	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	opcheol	O+P+CH+E+OL	P|CH	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter setze die Ansatzeinheit [wie zuvor] ein und nimm die Ansatzeinheit [wie zuvor]; als Ausführung und auf Grad I.
G407-E4299	G407-S681	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	shody	SH+O+DY	SH	NONE	0	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte die Ansatzeinheit [wie zuvor]; als Ausführung; schließe den Schritt.
G407-E4300	G407-S682	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	sholdy	SH+OL+D_ADDR+Y	SH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter halte den Drogenposten; an der bezeichneten Stelle.
G407-E4301	G407-S682	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	qokal	OK+AL	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.
G407-E4302	G407-S682	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	chey	Y	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Drogenposten als Ansatz an.
G407-E4303	G407-S682	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	oldy	OL+DY	NONE	OK	0	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; schließe den Schritt.
G407-E4304	G407-S683	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	sheodal	SH+E+O+AL	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Drogenposten [wie zuvor]; zum Zielgefäß; auf Grad I und als Ausführung.
G407-E4305	G407-S683	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	ytoldy	OL+DY	NONE	SH	0	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang halte den Drogenposten [wie zuvor]; schließe den Schritt.
G407-E4306	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	AIIN	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Mengenwert.
G407-E4307	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cheok	CH+E+O+K	CH|K	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Mengenwert [wie zuvor] und gib den Mengenwert [wie zuvor] zu; auf Grad I und als Ausführung.
G407-E4308	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	o	O	NONE	K	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang gib den Mengenwert [wie zuvor] zu; als Ausführung.
G407-E4309	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	keol	K+E+OL	K	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter gib den Mengenwert [wie zuvor] zu; auf Grad I.
G407-E4310	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	AIIN	NONE	K	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang gib den Mengenwert zu.
G407-E4311	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	dal	AL	NONE	K	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang gib den Mengenwert [wie zuvor] zu; zum Zielgefäß.
G407-E4312	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	dair	D_ADDR+AIR	NONE	K	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang gib den Mengenwert [wie zuvor] zu; entlang der Transferbahn; an der bezeichneten Stelle.
G407-E4313	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	qokeey	OK+EE+Y	OK	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Drogenposten als Ansatz an; auf Grad II.
G407-E4314	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	okeol	OK+E+OL	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter setze den Drogenposten [wie zuvor] als Ansatz an; auf Grad I.
G407-E4315	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	AIIN	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Mengenwert als Ansatz an.
G407-E4316	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	ykeody	Y+K+E+O+DY	K	NONE	2	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Gib den Drogenposten zu; auf Grad I und als Ausführung; schließe den Schritt.
G407-E4317	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	okeeey	OK+EEE+Y	OK	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Drogenposten als Ansatz an; auf Grad III.
G407-E4318	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	as	A_ADDR+S	S	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Drogenposten [wie zuvor]; an der bezeichneten Stelle.
G407-E4319	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cheey	SH+EE+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Drogenposten; auf Grad II.
G407-E4320	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	okeol	OK+E+OL	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter setze den Drogenposten [wie zuvor] als Ansatz an; auf Grad I.
G407-E4321	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cheo	CH+E+O	CH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.
G407-E4322	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cheky	CH+K+E+Y	CH|K	NONE	2	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten und gib den Drogenposten zu; auf Grad I.
G407-E4323	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	yokeeol	Y+OK+EE+OL	OK	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter setze den Drogenposten als Ansatz an; auf Grad II.
G407-E4324	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cheol	CH+E+O+L	CH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.
G407-E4325	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	qokeey	OK+EE+Y	OK	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Drogenposten als Ansatz an; auf Grad II.
G407-E4326	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	qokeol	OK+E+OL	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter setze den Drogenposten [wie zuvor] als Ansatz an; auf Grad I.
G407-E4327	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	chey	Y	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Drogenposten als Ansatz an.
G407-E4328	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cheokor	OK+E+OR	OK	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze die Ansatzeinheit als Ansatz an; auf Grad I.
G407-E4329	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	okeey	OK+EE+Y	OK	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Drogenposten als Ansatz an; auf Grad II.
G407-E4330	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	ky	K+Y	K	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Gib den Drogenposten zu.
G407-E4331	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	AIIN	NONE	K	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang gib den Mengenwert zu.
G407-E4332	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	qokeol	OK+E+OL	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter setze den Mengenwert [wie zuvor] als Ansatz an; auf Grad I.
G407-E4333	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cheey	SH+EE+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Drogenposten; auf Grad II.
G407-E4334	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	qokeey	OK+EE+Y	OK	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Drogenposten als Ansatz an; auf Grad II.
G407-E4335	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	saiin	S+AIIN	S	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Mengenwert.
G407-E4336	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	oteos	OT+E+O+S_ADDR	NONE	S	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang wähle den Mengenwert [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.
G407-E4337	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	AIIN	NONE	S	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang wähle den Mengenwert.
G407-E4338	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	dal	AL	NONE	S	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang wähle den Mengenwert [wie zuvor]; zum Zielgefäß.
G407-E4339	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	sheol	SH+E+OL	SH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter halte den Mengenwert [wie zuvor]; auf Grad I.
G407-E4340	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	s	S	S	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Mengenwert [wie zuvor].
G407-E4341	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	aiin	AIIN	NONE	S	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang wähle den Mengenwert.
G407-E4342	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	qocheey	CARRIER_Q+O+CH+EE+Y	CH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten; als neuen Einsatz, als Ausführung und auf Grad II.
G407-E4343	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiiin	DA+IIN	NONE	CH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang nimm den Drogenposten [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe.
G407-E4344	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	qokeeyl	OK+EE+Y+L	OK	NONE	3	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Drogenposten als Ansatz an; über die Gefäßverbindung; auf Grad II.
G407-E4345	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	qokeody	OK+E+O+D_ADDR+Y	OK	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Drogenposten als Ansatz an; auf Grad I und als Ausführung; an der bezeichneten Stelle.
G407-E4346	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	chol	OL	NONE	OK	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an.
G407-E4347	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cheol	CH+E+O+L	CH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.
G407-E4348	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	ykeo	Y+K+E+O	K	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Gib den Drogenposten zu; auf Grad I und als Ausführung.
G407-E4349	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	qo	O	NONE	K	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang gib den Drogenposten [wie zuvor] zu; als Ausführung.
