global_attachment_id	global_running_event_id	physical_page	surface	focus_core	action_core	focus_edge	selector_rule	attachment_geometry	r_topology	other_page_count	other_pages	portability_status
G407-A04138	G407-E3781	f83r	qekey	Y	K	K<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04139	G407-E3782	f83r	raly	AL	R	R<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	R_POSITIONAL_HEAD	6	f72r|f77r|f81r|f81v|f82r|f88r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04140	G407-E3782	f83r	raly	Y	R	R<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	R_POSITIONAL_HEAD	13	f17r|f18r|f1r|f55v|f56r|f68r1|f72r|f75r|f76r|f77r|f81r|f81v|f82r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04141	G407-E3784	f83r	solchkal	AL	K	K<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	13	f13r|f1r|f24v|f55v|f71v|f72r|f75r|f76r|f81r|f81v|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04142	G407-E3785	f83r	cheol	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04143	G407-E3785	f83r	cheol	L	CH	CH<-L	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	14	f11r|f24v|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04144	G407-E3786	f83r	qotar	AR	CH	CH<-AR	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	NONE	17	f10r|f17r|f18r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04145	G407-E3788	f83r	daiin	AIIN	CH	CH<-AIIN	INHERITED_ACTION_STACK	INHERITED_ACTION	NONE	19	f10r|f11r|f13r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f82r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04146	G407-E3790	f83r	dain	AIN	CH	CH<-AIN	INHERITED_ACTION_STACK	INHERITED_ACTION	NONE	8	f11r|f18r|f1r|f24v|f75r|f76r|f77r|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04147	G407-E3791	f83r	chey	Y	CH	CH<-Y	INHERITED_ACTION_STACK	INHERITED_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04148	G407-E3792	f83r	ldalor	L	CH	CH<-L	L_AIR_RIGHT_FALLBACK	INHERITED_ACTION	NONE	14	f11r|f24v|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04149	G407-E3792	f83r	ldalor	AL	CH	CH<-AL	AL_AR_ORDERED_FALLBACK	INHERITED_ACTION	NONE	19	f10r|f13r|f18r|f1r|f24v|f55v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04150	G407-E3792	f83r	ldalor	OR	CH	CH<-OR	INHERITED_ACTION_STACK	INHERITED_ACTION	NONE	18	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f82r|f88r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04151	G407-E3794	f83r	rtain	AIN	T	T<-AIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	9	f10r|f1r|f55v|f67r2|f75r|f76r|f77r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04152	G407-E3795	f83r	cthal	AL	T	T<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	12	f18r|f1r|f24v|f55v|f67r2|f71v|f72r|f76r|f77r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04153	G407-E3796	f88r	dorsheoy	OR	SH	SH<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	NONE	16	f10r|f11r|f13r|f17r|f18r|f1r|f71v|f72r|f75r|f76r|f77r|f81r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04154	G407-E3796	f88r	dorsheoy	E	SH	SH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	19	f11r|f13r|f17r|f1r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04155	G407-E3796	f88r	dorsheoy	Y	SH	SH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04156	G407-E3797	f88r	ctheol	E	T	T<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	17	f10r|f17r|f1r|f24v|f67r2|f68r1|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04157	G407-E3798	f88r	qockhey	E	K	K<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	18	f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04158	G407-E3798	f88r	qockhey	Y	K	K<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04159	G407-E3799	f88r	dory	OR	K	K<-OR	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	12	f10r|f13r|f1r|f24v|f56r|f67r2|f68r1|f71v|f75r|f76r|f81v|f88v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04160	G407-E3799	f88r	dory	Y	K	K<-Y	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04161	G407-E3800	f88r	sheor	E	SH	SH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	19	f11r|f13r|f17r|f1r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04162	G407-E3800	f88r	sheor	OR	SH	SH<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	16	f10r|f11r|f13r|f17r|f18r|f1r|f71v|f72r|f75r|f76r|f77r|f81r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04163	G407-E3801	f88r	sholfchor	OR	CH	CH<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	18	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f82r|f83r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04164	G407-E3802	f88r	dal	AL	CH	CH<-AL	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	NONE	19	f10r|f13r|f18r|f1r|f24v|f55v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04165	G407-E3804	f88r	ral	AL	R	R<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	R_POSITIONAL_HEAD	6	f72r|f77r|f81r|f81v|f82r|f83r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04166	G407-E3805	f88r	sheom	E	SH	SH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	19	f11r|f13r|f17r|f1r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04167	G407-E3806	f88r	keol	E	K	K<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	18	f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04168	G407-E3807	f88r	chear	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04169	G407-E3807	f88r	chear	AR	CH	CH<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	17	f10r|f17r|f18r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04170	G407-E3808	f88r	shekor	E	SH	SH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	19	f11r|f13r|f17r|f1r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04171	G407-E3808	f88r	shekor	OR	K	K<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	12	f10r|f13r|f1r|f24v|f56r|f67r2|f68r1|f71v|f75r|f76r|f81v|f88v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04172	G407-E3809	f88r	qokor	OR	OK	OK<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	14	f13r|f17r|f18r|f1r|f24v|f55v|f56r|f72r|f76r|f81r|f81v|f82r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04173	G407-E3810	f88r	daiin	AIIN	OK	OK<-AIIN	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	21	f10r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04174	G407-E3811	f88r	sar	AR	S	S<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	15	f17r|f1r|f24v|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04175	G407-E3813	f88r	aiin	AIIN	S	S<-AIIN	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	18	f11r|f18r|f1r|f24v|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04176	G407-E3814	f88r	oky	Y	OK	OK<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	22	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04177	G407-E3816	f88r	oain	AIN	S	S<-AIN	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	12	f10r|f17r|f24v|f67r2|f75r|f76r|f77r|f81r|f82r|f83r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04178	G407-E3817	f88r	or	OR	S	S<-OR	INHERITED_ACTION_STACK	INHERITED_ACTION	NONE	13	f10r|f17r|f1r|f24v|f67r2|f72r|f75r|f76r|f81r|f82r|f83r|f88v|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04179	G407-E3820	f88r	okeom	E	OK	OK<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	16	f18r|f24v|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04180	G407-E3821	f88r	cheeor	EE	CH	CH<-EE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	17	f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04181	G407-E3821	f88r	cheeor	OR	CH	CH<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	18	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f82r|f83r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04182	G407-E3822	f88r	qokeody	E	OK	OK<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	16	f18r|f24v|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04183	G407-E3822	f88r	qokeody	Y	OK	OK<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	22	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04184	G407-E3823	f88r	dar	AR	OK	OK<-AR	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	NONE	18	f17r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04185	G407-E3824	f88r	or	OR	OK	OK<-OR	INHERITED_ACTION_STACK	INHERITED_ACTION	NONE	14	f13r|f17r|f18r|f1r|f24v|f55v|f56r|f72r|f76r|f81r|f81v|f82r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04186	G407-E3826	f88r	cheody	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04187	G407-E3826	f88r	cheody	Y	CH	CH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04188	G407-E3827	f88r	qokeol	E	OK	OK<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	16	f18r|f24v|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04189	G407-E3828	f88r	cheol	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04190	G407-E3828	f88r	cheol	L	CH	CH<-L	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	14	f11r|f24v|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04191	G407-E3829	f88r	saiin	AIIN	S	S<-AIIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	18	f11r|f18r|f1r|f24v|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04192	G407-E3830	f88r	cheos	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04193	G407-E3831	f88r	cheol	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04194	G407-E3831	f88r	cheol	L	CH	CH<-L	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	14	f11r|f24v|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04195	G407-E3832	f88r	doleeey	EEE	CH	CH<-EEE	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	2	f24v|f72r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04196	G407-E3832	f88r	doleeey	Y	CH	CH<-Y	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04197	G407-E3833	f88r	or	OR	CH	CH<-OR	INHERITED_ACTION_STACK	INHERITED_ACTION	NONE	18	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f82r|f83r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04198	G407-E3834	f88r	cheom	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04199	G407-E3835	f88r	cheojam	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04200	G407-E3836	f88r	yokeody	Y	OK	OK<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	NONE	22	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04201	G407-E3836	f88r	yokeody	E	OK	OK<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	16	f18r|f24v|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04202	G407-E3836	f88r	yokeody	Y	OK	OK<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	22	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04203	G407-E3837	f88r	cheom	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04204	G407-E3838	f88r	qoor	OR	CH	CH<-OR	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	18	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f82r|f83r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04205	G407-E3839	f88r	cheeb	EE	CH	CH<-EE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	17	f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04206	G407-E3840	f88r	ykeor	Y	K	K<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04207	G407-E3840	f88r	ykeor	E	K	K<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	18	f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04208	G407-E3840	f88r	ykeor	OR	K	K<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	12	f10r|f13r|f1r|f24v|f56r|f67r2|f68r1|f71v|f75r|f76r|f81v|f88v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04209	G407-E3841	f88r	shy	Y	K	K<-Y	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04210	G407-E3843	f88r	koay	Y	K	K<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04211	G407-E3845	f88r	orchor	OR	CH	CH<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	NONE	18	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f82r|f83r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04212	G407-E3845	f88r	orchor	OR	CH	CH<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	18	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f82r|f83r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04213	G407-E3846	f88r	pcheoly	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04214	G407-E3846	f88r	pcheoly	L	CH	CH<-L	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	14	f11r|f24v|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04215	G407-E3846	f88r	pcheoly	Y	CH	CH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04216	G407-E3849	f88r	salsaly	AL	S	S<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	11	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A04217	G407-E3849	f88r	salsaly	AL	S	S<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	11	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
