group_serial	page	locus	page_role	visible_owner	namespace_id	visible_surface	exact_prose_card_id	portable_prose_value_de	curriculum_layer	concrete_diagram_reading_de	apprentice_action	portable_card_core_de	portable_card_role	revision_266	revision_267	revision_268	revision_269	revision_270	revision_271	revision_272	revision_273	coverage_class_274	learning_obligation_274
303	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	choly	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/y.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	RELATION_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
304	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykeeal	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest yk.	read the final AL/AR address first, then identify or copy the prefix	Zieladresse des YKEE-Postens	ASTRO_TARGET_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
305	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	cheo	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A3_MIDDLE_WHEEL_RING_TEXT: Ablesewert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
306	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	oaram	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o/am.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
307	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ockhy	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	RELATION_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
308	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	sheey	MC095	Langhalt	KNOWN_PROSE_CARD_IN_ASTRO	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diese Position laenger halten.	reuse a learned prose card with diagram-local object	POSITION_LAENGER_HALTEN	GRADE_HOLD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
309	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	aiin	MC039	Sollwert	THREE_REGISTER_COMMON_CORE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Sollwert oder Grad des bezeichneten Himmelsplatzes.	reuse common card; expand it under the local diagram owner	Sollwert	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
310	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	y	MC123	dies	THREE_REGISTER_COMMON_CORE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
311	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	daiial	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest daii.	read the final AL/AR address first, then identify or copy the prefix	Zieladresse des DAII-Postens	ASTRO_TARGET_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
312	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	cheody	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	A3_MIDDLE_WHEEL_RING_TEXT: Ablesewert fest.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
313	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	cheal	MC154	dorthin	THREE_REGISTER_COMMON_CORE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	reuse common card; expand it under the local diagram owner	dorthin	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
314	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	yetey	NONE	NONE	ASTRO_GRADED_VALUE_Y_COMPOSITION	A3_MIDDLE_WHEEL_RING_TEXT: ausgewählter Phasenwert.	read the final E grade and Y together as a graded current value	LOCAL_LABEL	ASTRO_GRADED_CURRENT_VALUE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	E_GRADE_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
315	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	chear	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest che.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des CHE-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
316	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	y	MC123	dies	THREE_REGISTER_COMMON_CORE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
317	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	dy	MC123	dies	THREE_REGISTER_COMMON_CORE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
318	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykey	NONE	NONE	ASTRO_GRADED_VALUE_Y_COMPOSITION	A3_MIDDLE_WHEEL_RING_TEXT: aktuelle Klasse.	read the final E grade and Y together as a graded current value	LOCAL_LABEL	ASTRO_GRADED_CURRENT_VALUE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	E_GRADE_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
319	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ch	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A3_MIDDLE_WHEEL_RING_TEXT: Zustand.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
320	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	y	MC123	dies	THREE_REGISTER_COMMON_CORE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
321	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	dy	MC123	dies	THREE_REGISTER_COMMON_CORE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
322	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	chol	MC153	weiter	THREE_REGISTER_COMMON_CORE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	reuse common card; expand it under the local diagram owner	weiter	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
323	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des YK-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
324	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ol	MC153	weiter	THREE_REGISTER_COMMON_CORE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	reuse common card; expand it under the local diagram owner	weiter	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
325	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	y	MC123	dies	THREE_REGISTER_COMMON_CORE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
326	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykeeody	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest yk/ody.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
327	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	chey	MC123	dies	THREE_REGISTER_COMMON_CORE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
328	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	dal	MC154	dorthin	THREE_REGISTER_COMMON_CORE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	reuse common card; expand it under the local diagram owner	dorthin	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
329	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ody	MC100	abkühlen; Schluss	KNOWN_PROSE_CARD_IN_ASTRO	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diesen Diagrammposten zuruecknehmen.	reuse a learned prose card with diagram-local object	POSTEN_ZURUECKNEHMEN__SCHLUSS	RESET_CLOSE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
330	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	airchy	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest chy.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OPERATION_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
331	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	choky	MC026	einsetzen	THREE_REGISTER_COMMON_CORE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diesen Diagrammposten setzen.	reuse common card; expand it under the local diagram owner	einsetzen	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
332	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ychey	NONE	NONE	ASTRO_GRADED_VALUE_Y_COMPOSITION	A3_MIDDLE_WHEEL_RING_TEXT: aktueller Ablesewert.	read the final E grade and Y together as a graded current value	LOCAL_LABEL	ASTRO_GRADED_CURRENT_VALUE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	E_GRADE_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
333	f69v	f69v.2	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	chey	MC123	dies	THREE_REGISTER_COMMON_CORE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
334	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	doair	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest do.	read AIR as a running path; copy only any marked local residual	vorigen Rücklauf wählen	COMPOSED_ASTRO_PATH_CARD	UNCHANGED	UNCHANGED	AIR_PATH_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
335	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	otaldal	NONE	NONE	ASTRO_OT_TRANSITION_COMPOSITION	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest d.	read OT as following post; then read the attached address, grade or relation	Folgeposten an die bezeichnete Ziel-Unteradresse	ASTRO_FOLLOWING_POST_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	OT_FOLLOWING_POST	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
336	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	dair	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	read AIR as a running path; copy only any marked local residual	voriger Lauf	COMPOSED_ASTRO_PATH_CARD	UNCHANGED	UNCHANGED	AIR_PATH_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
337	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	chdy	MC074	überführen	THREE_REGISTER_COMMON_CORE	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: auf den bezeichneten Diagrammplatz uebertragen.	reuse common card; expand it under the local diagram owner	überführen	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
338	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	otoar	NONE	NONE	ASTRO_OT_TRANSITION_COMPOSITION	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.	read OT as following post; then read the attached address, grade or relation	Quelladresse des Folgepostens	ASTRO_FOLLOWING_POST_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	OT_FOLLOWING_POST	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
339	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	ar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des ROOT-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
340	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	chy	MC123	dies	THREE_REGISTER_COMMON_CORE	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
341	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	qoteor	NONE	NONE	ASTRO_OT_TRANSITION_COMPOSITION	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest q/e.	read OT as following post; then read the attached address, grade or relation	kurzer Bedingungsansatz des Folgepostens	ASTRO_FOLLOWING_POST_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OR_OL_RELATION_SUFFIX	OT_FOLLOWING_POST	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
