statement_id	record_unit_id	page	statement_ordinal_in_record	process_node_id	constituent_loci	constituent_fields	physical_line_count	event_count	event_serials	v61_entry_boundary_class	v61_exit_boundary_class	v61_internal_cross_line_boundaries	selected_short_card_skeleton	v62_pre_state	v62_owner_operation	v62_active_operation	v62_target_operation	v62_previous_operation	v62_post_state	v62_ambiguity_codes	v63_primary_template	v63_licensed_primitive_sequence	v63_parse_status	v63_recognized_event_count	v63_exemplar_only_event_count	v65_tagged_historical_source_clause	unsupported_assumption_ids	strongest_segmentation_or_source_alternative	status
B3-S029	B3	f83r	29	B3-P06	f83r.20	F102	1	3	295|296|297	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F102[SPÜLEN?]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T013;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	INTRODUCE	RESUME	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	PREVIOUS_REFERENT_CLASS_AMBIGUOUS | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	LINK_ACTIVE > TERMINAL_FLUSH	AMBIGUOUS	2	1	[EXEMPLAR:A004+A005+A007+A009+A011+A012+A013+A014+A015+A022:Mit der vorigen Zubereitung weiter ; nach der ersten Spülung ; spüle die bezeichnete Stelle einmal und beende den Schritt]	A004|A005|A007|A009|A011|A012|A013|A014|A015|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Zyklus wiederholen [Ganzfeldexemplar B3, Feld 32/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S030	B3	f83r	30	B3-P06	f83r.20|f83r.22	F103|F104	2	4	298|299|300|301	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	B3-LB08	F103[ANWENDEN? MASS?] > F104[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	RESUME	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	NONE	COMPOSITE_SEQUENCE	ACTION_APPLY > PARAMETER_ASSIGN	AMBIGUOUS	2	2	[EXEMPLAR:A001+A010+A011+A012+A013+A022:Die aktive Portion verwenden ; Ein vorgeschriebenes Maß; ziehe die klare Flüssigkeit ab ; mische zu gleichen Teilen und beende den Schritt]	A001|A010|A011|A012|A013|A022	SEGMENTATION=RESUME_ACTIVE_ITEM: F104 kann eine neue Klausel mit der abgemessenen Portion sein.; NONMEDICAL=Zyklus wiederholen [Ganzfeldexemplar B3, Feld 33/38] || Zyklus wiederholen [Ganzfeldexemplar B3, Feld 34/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S031	B3	f83r	31	B3-P06	f83r.22	F105	1	1	302	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F105[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	CARRY	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	A001|A002|A004|A005|A011|A014|A015|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Zyklus wiederholen [Ganzfeldexemplar B3, Feld 35/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S032	B3	f83r	32	B3-P06	f83r.22	F106	1	5	303|304|305|306|307	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F106[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	INTRODUCE	RESUME	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	PREVIOUS_REFERENT_CLASS_AMBIGUOUS | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	EXEMPLAR_ONLY	NONE	UNPARSED	0	5	[EXEMPLAR:A002+A005+A009+A010+A011+A012+A013+A015+A022:beginne die Spülung ; rühre, bis alles gleichmäßig vermischt ist ; das breite Gefäß ; für dieselbe Dauer wie zuvor ; lasse es bis zur Klarheit ziehen und beende den Schritt]	A002|A005|A009|A010|A011|A012|A013|A015|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Zyklus wiederholen [Ganzfeldexemplar B3, Feld 36/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S033	B3	f83r	33	B3-P06	f83r.22	F107	1	1	308	WITHIN_LOCUS_FIELD_BOUNDARY	START_NEW_CLAUSE	NONE	F107[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	CARRY	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A011+A022:ziehe es ab und beende den Schritt]	A011|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Zyklus wiederholen [Ganzfeldexemplar B3, Feld 37/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S034	B3	f83r	34	B3-P06	f83r.24	F108	1	6	309|310|311|312|313|314	START_NEW_CLAUSE	RECORD_END	NONE	F108[BEREIT?]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T015;PREVIOUS_ITEM=B3:I001	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I004;TARGET/STATION=B3:T016;PREVIOUS_ITEM=B3:I003	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET | PREVIOUS_REFERENT_CLASS_AMBIGUOUS	COMPOSITE_SEQUENCE	STATE_GATE	AMBIGUOUS	1	5	[EXEMPLAR:A002+A005+A007+A009+A010+A011+A012+A015+A022:bis es klar ist ; Sobald die Zubereitung gebrauchsfertig ist ; Gleichmäßig bearbeiten ; für dieselbe Dauer wie zuvor ; das untere Becken ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	A002|A005|A007|A009|A010|A011|A012|A015|A022	SEGMENTATION=NEXT_PARALLEL_CELL: F108 kann die letzte gleichrangige Stationszelle sein.; NONMEDICAL=Zyklus wiederholen [Ganzfeldexemplar B3, Feld 38/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B4-S001	B4	f83r	1	B4-P01	f83r.25	F109	1	1	315	RECORD_START	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F109[∅]	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	INTRODUCE	INTRODUCE	RESET	RESET	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A001+A005+A006+A008+A011+A015+A023:tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt]	A001|A005|A006|A008|A011|A015|A023	SEGMENTATION=Ein erstes Feld kann Überschrift oder Rubrik statt Klausel sein.; NONMEDICAL=bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 1/20]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B4-S002	B4	f83r	2	B4-P01	f83r.25	F110	1	3	316|317|318	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F110[TEMPERIEREN? SPÜLEN?]	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=B4:T001;PREVIOUS_ITEM=UNSET	NONE	COMPOSITE_SEQUENCE	ACTION_TEMPER > TERMINAL_FLUSH	AMBIGUOUS	2	1	[EXEMPLAR:A001+A002+A004+A005+A008+A009+A011+A014+A015+A023:fülle danach das Gefäß ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt]	A001|A002|A004|A005|A008|A009|A011|A014|A015|A023	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 2/20]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B4-S003	B4	f83r	3	B4-P01	f83r.25|f83r.26	F111|F112	2	7	319|320|321|322|323|324|325	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	B4-LB01	F111[∅] > F112[ANTEIL? TEMPERIEREN? ANWENDEN?]	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=B4:T001;PREVIOUS_ITEM=UNSET	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	PREVIOUS_REFERENT_CLASS_AMBIGUOUS | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	SELECT_PART > ACTION_TEMPER > ACTION_APPLY > LINK_ACTIVE	AMBIGUOUS	4	3	[EXEMPLAR:A001+A003+A007+A008+A009+A010+A011+A012+A013+A014+A023:rühre, bis alles gleichmäßig vermischt ist ; zum unteren Ablauf hin; Nimm den bezeichneten Anteil ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	A001|A003|A007|A008|A009|A010|A011|A012|A013|A014|A023	SEGMENTATION=RESUME_ACTIVE_ITEM: F112 kann eine neue Anwendungsklausel am gleichen Bestand sein.; NONMEDICAL=bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 3/20] || bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 4/20]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B4-S004	B4	f83r	4	B4-P01	f83r.26	F113	1	1	326	WITHIN_LOCUS_FIELD_BOUNDARY	NEXT_PARALLEL_CELL	NONE	F113[∅]	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	CARRY	CARRY	CARRY	CARRY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A004+A006+A008+A011+A023:lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt]	A004|A006|A008|A011|A023	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 5/20]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B4-S005	B4	f83r	5	B4-P02	f83r.27	F114	1	3	327|328|329	NEXT_PARALLEL_CELL	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F114[∅]	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T003;PREVIOUS_ITEM=B4:I002	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET	EXEMPLAR_ONLY	NONE	UNPARSED	0	3	[EXEMPLAR:A001+A005+A006+A008+A010+A011+A013+A015+A023:durch ein Tuch ; rühre, bis alles gleichmäßig vermischt ist ; tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt]	A001|A005|A006|A008|A010|A011|A013|A015|A023	SEGMENTATION=START_NEW_CLAUSE: f83r.27 kann ein eigener Filtrationsabschnitt sein.; NONMEDICAL=Rückstand filtern [Ganzfeldexemplar B4, Feld 6/20]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B4-S006	B4	f83r	6	B4-P02	f83r.27	F115	1	1	330	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F115[∅]	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T003;PREVIOUS_ITEM=B4:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T004;PREVIOUS_ITEM=B4:I002	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A006+A009+A011+A023:seihe es einmal durch ein Tuch und beende den Schritt]	A006|A009|A011|A023	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Rückstand filtern [Ganzfeldexemplar B4, Feld 7/20]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B4-S007	B4	f83r	7	B4-P02	f83r.27	F116	1	1	331	WITHIN_LOCUS_FIELD_BOUNDARY	NEXT_PARALLEL_CELL	NONE	F116[∅]	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T004;PREVIOUS_ITEM=B4:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T005;PREVIOUS_ITEM=B4:I002	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A006+A009+A011+A023:seihe es einmal durch ein Tuch und beende den Schritt]	A006|A009|A011|A023	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Rückstand filtern [Ganzfeldexemplar B4, Feld 8/20]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B4-S008	B4	f83r	8	B4-P02	f83r.28	F117	1	4	332|333|334|335	NEXT_PARALLEL_CELL	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F117[MASS? SPÜLEN?]	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T005;PREVIOUS_ITEM=B4:I002	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET | MULTIPLE_TARGETS_ONE_SLOT | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > TERMINAL_FLUSH	AMBIGUOUS	2	2	[EXEMPLAR:A003+A004+A005+A008+A009+A010+A011+A014+A015+A023:Ein vorgeschriebenes Maß ; solange es noch warm ist ; die erste Öffnung ; spüle die bezeichnete Stelle einmal und beende den Schritt]	A003|A004|A005|A008|A009|A010|A011|A014|A015|A023	SEGMENTATION=START_NEW_CLAUSE: der neue Parametersatz kann eine neue Prozessphase eröffnen.; NONMEDICAL=Rückstand filtern [Ganzfeldexemplar B4, Feld 9/20]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B4-S009	B4	f83r	9	B4-P03	f83r.28	F118	1	1	336	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F118[∅]	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	CARRY	CARRY	CARRY	CARRY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A011+A012+A023:lasse es bis zur Bereitschaft stehen und beende den Schritt]	A011|A012|A023	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Rückstand filtern [Ganzfeldexemplar B4, Feld 10/20]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B4-S010	B4	f83r	10	B4-P03	f83r.28	F119	1	1	337	WITHIN_LOCUS_FIELD_BOUNDARY	START_NEW_CLAUSE	NONE	F119[∅]	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	CARRY	CARRY	CARRY	CARRY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A001+A005+A007+A008+A011+A015+A023:erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt]	A001|A005|A007|A008|A011|A015|A023	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=unten ablassen [Ganzfeldexemplar B4, Feld 11/20]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B4-S011	B4	f83r	11	B4-P03	f83r.35|f83r.37	F120|F121	2	7	338|339|340|341|342|343|344	START_NEW_CLAUSE	WITHIN_LOCUS_FIELD_BOUNDARY	B4-LB05	F120[MASS?] > F121[∅]	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET | PREVIOUS_REFERENT_CLASS_AMBIGUOUS	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > LINK_ACTIVE	AMBIGUOUS	2	5	[EXEMPLAR:A001+A002+A005+A007+A009+A010+A011+A012+A013+A015+A023:Ein vorgeschriebenes Maß ; bei sanfter Wärme ; das breite Gefäß ; gib einen abgemessenen Anteil in das Gefäß ; rühre, bis alles gleichmäßig vermischt ist; Mit der vorigen Zubereitung weiter ; wasche zweimal und beende den Schritt]	A001|A002|A005|A007|A009|A010|A011|A012|A013|A015|A023	SEGMENTATION=RESUME_ACTIVE_ITEM: der explizite Rückgriff kann eine neue Klausel statt unmittelbare Fortsetzung markieren.; NONMEDICAL=unten ablassen [Ganzfeldexemplar B4, Feld 12/20] || unten ablassen [Ganzfeldexemplar B4, Feld 13/20]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B4-S012	B4	f83r	12	B4-P04	f83r.37	F122	1	1	345	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F122[ABLASSEN?]	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	CARRY	CARRY	RESUME	CARRY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	NONE	TERMINAL_DRAIN	TERMINAL_DRAIN	UNIQUE	1	0	[EXEMPLAR:A001+A002+A003+A011+A023:lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	A001|A002|A003|A011|A023	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=unten ablassen [Ganzfeldexemplar B4, Feld 14/20]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B4-S013	B4	f83r	13	B4-P04	f83r.37	F123	1	2	346|347	WITHIN_LOCUS_FIELD_BOUNDARY	START_NEW_CLAUSE	NONE	F123[∅]	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	CARRY	CARRY	CARRY	CARRY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	2	[EXEMPLAR:A001+A003+A011+A012+A013+A023:lasse die Mischung einlaufen ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	A001|A003|A011|A012|A013|A023	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=unten ablassen [Ganzfeldexemplar B4, Feld 15/20]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B4-S014	B4	f83r	14	B4-P04	f83r.38	F124	1	4	348|349|350|351	START_NEW_CLAUSE	START_NEW_CLAUSE	NONE	F124[ANSATZ?]	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I006;TARGET/STATION=B4:T009;PREVIOUS_ITEM=B4:I005	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET	COMPOSITE_SEQUENCE	LINK_ACTIVE	AMBIGUOUS	1	3	[EXEMPLAR:A001+A004+A005+A010+A011+A012+A014+A015+A023:der vorbereitete Bade- oder Waschposten ; Diese aktive Portion ; über der örtlich bezeichneten Stelle ; gebrauche sie sofort und beende den Schritt]	A001|A004|A005|A010|A011|A012|A014|A015|A023	SEGMENTATION=NEXT_PARALLEL_CELL: beide können benachbarte Abschlusszellen desselben Durchgangs sein.; NONMEDICAL=neu ansetzen [Ganzfeldexemplar B4, Feld 16/20]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B4-S015	B4	f83r	15	B4-P04	f83r.39|f83r.41	F125|F126	2	6	352|353|354|355|356|357	START_NEW_CLAUSE	WITHIN_LOCUS_FIELD_BOUNDARY	B4-LB08	F125[KLAR?] > F126[ABLASSEN?]	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I006;TARGET/STATION=B4:T009;PREVIOUS_ITEM=B4:I005	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I007;TARGET/STATION=B4:T010;PREVIOUS_ITEM=B4:I006	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET	COMPOSITE_SEQUENCE	STATE_GATE > TERMINAL_DRAIN	AMBIGUOUS	2	4	[EXEMPLAR:A001+A002+A003+A009+A010+A011+A012+A023:gib einen abgemessenen Anteil in das Gefäß ; Bis die Flüssigkeit klar abläuft ; ein abgemessener Anteil ; für die angegebene Dauer; öffne danach den oberen Lauf ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	A001|A002|A003|A009|A010|A011|A012|A023	SEGMENTATION=NEXT_PARALLEL_CELL: F126 kann eine unabhängige Ablasszelle sein.; NONMEDICAL=neu ansetzen [Ganzfeldexemplar B4, Feld 17/20] || neu ansetzen [Ganzfeldexemplar B4, Feld 18/20]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B4-S016	B4	f83r	16	B4-P04	f83r.41|f83r.44	F127|F128	2	4	358|359|360|361	WITHIN_LOCUS_FIELD_BOUNDARY	RECORD_END	B4-LB09	F127[ZIEL?] > F128[∅]	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I007;TARGET/STATION=B4:T010;PREVIOUS_ITEM=B4:I006	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I007;TARGET/STATION=B4:T012;PREVIOUS_ITEM=B4:I006	MULTIPLE_TARGETS_ONE_SLOT | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	TARGET_ASSIGN	AMBIGUOUS	1	3	[EXEMPLAR:A001+A002+A004+A008+A011+A012+A013+A014+A023:das untere Becken ; An die bezeichnete Zielstelle führen; gieße das erwärmte Wasser ein ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	A001|A002|A004|A008|A011|A012|A013|A014|A023	SEGMENTATION=RESUME_ACTIVE_ITEM: F128 kann eine neue Nachfüllklausel am gleichen Becken sein.; NONMEDICAL=neu ansetzen [Ganzfeldexemplar B4, Feld 19/20] || neu ansetzen [Ganzfeldexemplar B4, Feld 20/20]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B5-S001	B5	f83r	1	B5-P01	f83r.47	F129	1	1	362	RECORD_START	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F129[∅]	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	INTRODUCE	INTRODUCE	RESET	RESET	OWNER=B5:O01;ACTIVE_ITEM/PREPARATION=B5:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A011+A024:ziehe es ab und beende den Schritt]	A011|A024	SEGMENTATION=Ein erstes Feld kann Überschrift oder Rubrik statt Klausel sein.; NONMEDICAL=Restbestand abziehen [Ganzfeldexemplar B5, Feld 1/5]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
