target_surface	comparison_surface	comparison_kind	surface_length	running_count	running_page_count	outside_running_count	outside_running_page_count	held_running_count	outside_line_initial_count	outside_line_internal_count	outside_line_final_count	outside_line_internal_rate	held_line_initial_count	held_line_internal_count	held_line_final_count	local_count	local_page_count	local_topology_count	singleton_local_count	singleton_local_page_count	singleton_local_topology_count	outside_local_count	outside_local_page_count	outside_local_topology_count	outside_singleton_local_count	outside_singleton_local_page_count	outside_singleton_local_topology_count	held_local_count	held_singleton_local_count	outside_language_distribution	outside_hand_distribution	outside_register_distribution	outside_state_status_distribution	outside_parser_statement_first_count	outside_parser_statement_final_count	outside_parser_singleton_count	outside_embedded_statement_first_count	outside_embedded_statement_first_rate	outside_adjacent_state_any_count	outside_adjacent_state_both_count	outside_adjacent_state_both_rate	all_parser_statement_final_count	all_parser_statement_final_rate	all_physical_line_final_count	all_physical_line_final_rate	component_export_credit	cross_scope_rank	target_flag	outside_train_eligible	outside_train_cross_scope_rank	outside_train_multichar_rank
ky	ky	UNIVERSAL_3_TO_25_RUNNING	2	3	3	3	3	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:2	1:1|2:2	BIOLOGICAL:2|PHARMA:1	NONSTATE_CARD:3	0	0	0	0	0.000000	1	1	0.333333	0	0.000000	0	0.000000	ZERO	199	NO	YES	167	162
lkaiin	lkaiin	UNIVERSAL_3_TO_25_RUNNING	6	3	3	2	2	1	0	2	0	1.000000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:2	2:2	BIOLOGICAL:2	NONSTATE_CARD:2	0	0	0	0	0.000000	2	1	0.500000	0	0.000000	0	0.000000	ZERO	200	NO	NO	NA	NA
lkedy	lkedy	UNIVERSAL_3_TO_25_RUNNING	5	5	3	2	1	3	0	2	0	1.000000	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:2	2:2	BIOLOGICAL:2	STATE_CARD:2	2	2	2	2	1.000000	2	0	0.000000	5	1.000000	0	0.000000	ZERO	201	NO	NO	NA	NA
lkeedy	lkeedy	UNIVERSAL_3_TO_25_RUNNING	6	4	3	3	2	1	0	3	0	1.000000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:2|5:1	BIOLOGICAL:2|SOURCE_SECTION_T:1	NONSTATE_CARD:3	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	0	0.000000	ZERO	202	NO	YES	219	214
lo	lo	UNIVERSAL_3_TO_25_RUNNING	2	6	3	4	2	2	0	4	0	1.000000	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:4	2:4	BIOLOGICAL:3|HERBAL:1	NONSTATE_CARD:4	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	2	0.333333	ZERO	203	NO	YES	220	215
lsheedy	lsheedy	UNIVERSAL_3_TO_25_RUNNING	7	4	3	1	1	3	0	1	0	1.000000	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:1	2:1	BIOLOGICAL:1	NONSTATE_CARD:1	1	0	0	1	1.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	204	NO	NO	NA	NA
lshey	lshey	UNIVERSAL_3_TO_25_RUNNING	5	3	3	2	2	1	0	2	0	1.000000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:2	2:2	BIOLOGICAL:2	NONSTATE_CARD:2	1	0	0	1	0.500000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	205	NO	NO	NA	NA
ly	ly	UNIVERSAL_3_TO_25_RUNNING	2	3	3	3	3	0	0	1	2	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:3	BIOLOGICAL:3	NONSTATE_CARD:3	1	0	0	1	0.333333	3	0	0.000000	0	0.000000	2	0.666667	ZERO	206	NO	YES	169	164
oiiin	oiiin	UNIVERSAL_3_TO_25_RUNNING	5	4	3	4	3	0	0	4	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:1|UNMARKED:1	1:2|2:1|4:1	BIOLOGICAL:1|CELESTIAL:1|PHARMA:2	NONSTATE_CARD:4	0	0	0	0	0.000000	1	1	0.250000	0	0.000000	0	0.000000	ZERO	207	NO	YES	170	165
ok	ok	UNIVERSAL_3_TO_25_RUNNING	2	3	3	3	3	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:1	1:2|2:1	BIOLOGICAL:1|HERBAL:1|SOURCE_SECTION_T:1	NONSTATE_CARD:3	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	0	0.000000	ZERO	208	NO	YES	171	166
okchal	okchal	UNIVERSAL_3_TO_25_RUNNING	6	3	3	3	3	0	0	2	1	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3	1:3	HERBAL:3	NONSTATE_CARD:3	0	0	0	0	0.000000	1	1	0.333333	0	0.000000	1	0.333333	ZERO	209	NO	YES	172	167
okeor	okeor	UNIVERSAL_3_TO_25_RUNNING	5	3	3	3	3	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:1|UNMARKED:1	1:1|2:1|4:1	BIOLOGICAL:1|CELESTIAL:1|HERBAL:1	NONSTATE_CARD:3	0	0	0	0	0.000000	3	0	0.000000	0	0.000000	0	0.000000	ZERO	210	NO	YES	173	168
olchy	olchy	UNIVERSAL_3_TO_25_RUNNING	5	3	3	2	2	1	0	2	0	1.000000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:2	2:2	BIOLOGICAL:2	STATE_CARD:2	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	0	0.000000	ZERO	211	NO	NO	NA	NA
olkar	olkar	UNIVERSAL_3_TO_25_RUNNING	5	3	3	3	3	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:2|3:1	BIOLOGICAL:2|HERBAL:1	STATE_CARD:3	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	212	NO	YES	176	171
olkeedy	olkeedy	UNIVERSAL_3_TO_25_RUNNING	7	5	3	4	2	1	0	4	0	1.000000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:4	2:4	BIOLOGICAL:4	STATE_CARD:4	1	4	1	1	0.250000	4	2	0.500000	5	1.000000	0	0.000000	ZERO	213	NO	YES	226	221
olsheol	olsheol	UNIVERSAL_3_TO_25_RUNNING	7	3	3	3	3	0	2	1	0	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:3	BIOLOGICAL:2|HERBAL:1	STATE_CARD:3	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	214	NO	YES	178	173
opchedy	opchedy	UNIVERSAL_3_TO_25_RUNNING	7	3	3	3	3	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:2|5:1	BIOLOGICAL:2|SOURCE_SECTION_T:1	STATE_CARD:3	2	3	2	2	0.666667	3	1	0.333333	3	1.000000	0	0.000000	ZERO	215	NO	YES	179	174
oraiin	oraiin	UNIVERSAL_3_TO_25_RUNNING	6	3	3	3	3	0	0	2	1	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|UNMARKED:1	1:2|4:1	CELESTIAL:1|HERBAL:1|PHARMA:1	NONSTATE_CARD:3	0	0	0	0	0.000000	2	1	0.333333	0	0.000000	1	0.333333	ZERO	216	NO	YES	180	175
qockhol	qockhol	UNIVERSAL_3_TO_25_RUNNING	7	3	3	2	2	1	0	2	0	1.000000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2	1:2	PHARMA:2	STATE_CARD:2	0	0	0	0	0.000000	2	2	1.000000	0	0.000000	0	0.000000	ZERO	217	NO	NO	NA	NA
qody	qody	UNIVERSAL_3_TO_25_RUNNING	4	3	3	2	2	1	0	1	1	0.500000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2	1:2	HERBAL:1|PHARMA:1	STATE_CARD:2	0	2	0	0	0.000000	0	0	0.000000	3	1.000000	1	0.333333	ZERO	218	NO	NO	NA	NA
qokaly	qokaly	UNIVERSAL_3_TO_25_RUNNING	6	3	3	1	1	2	0	1	0	1.000000	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:1	5:1	SOURCE_SECTION_T:1	NONSTATE_CARD:1	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	1	0.333333	ZERO	219	NO	NO	NA	NA
qokchedy	qokchedy	UNIVERSAL_3_TO_25_RUNNING	8	5	3	2	2	3	0	1	1	0.500000	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:2	2:1|5:1	BIOLOGICAL:1|SOURCE_SECTION_T:1	NONSTATE_CARD:2	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	1	0.200000	ZERO	220	NO	NO	NA	NA
qokeed	qokeed	UNIVERSAL_3_TO_25_RUNNING	6	3	3	2	2	1	0	2	0	1.000000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:2	2:2	BIOLOGICAL:2	NONSTATE_CARD:2	1	0	0	1	0.500000	2	1	0.500000	0	0.000000	0	0.000000	ZERO	221	NO	NO	NA	NA
qokeol	qokeol	UNIVERSAL_3_TO_25_RUNNING	6	8	3	7	2	1	2	5	0	0.714286	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:7	1:7	PHARMA:7	STATE_CARD:7	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	222	NO	YES	232	227
qokeor	qokeor	UNIVERSAL_3_TO_25_RUNNING	6	4	3	4	3	0	0	3	1	0.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:3	1:1|2:3	BIOLOGICAL:2|HERBAL:1|PHARMA:1	NONSTATE_CARD:4	1	1	0	1	0.250000	2	1	0.250000	1	0.250000	1	0.250000	ZERO	223	NO	YES	184	179
qokor	qokor	UNIVERSAL_3_TO_25_RUNNING	5	3	3	3	3	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:2	1:1|2:1|5:1	BIOLOGICAL:1|PHARMA:1|SOURCE_SECTION_T:1	NONSTATE_CARD:3	1	0	0	1	0.333333	2	1	0.333333	0	0.000000	0	0.000000	ZERO	224	NO	YES	185	180
qolchey	qolchey	UNIVERSAL_3_TO_25_RUNNING	7	5	3	3	1	2	1	2	0	0.666667	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:3	BIOLOGICAL:3	STATE_CARD:3	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	225	NO	YES	243	238
qopchy	qopchy	UNIVERSAL_3_TO_25_RUNNING	6	4	3	4	3	0	1	3	0	0.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:1|UNMARKED:1	1:2|4:1|5:1	CELESTIAL:1|HERBAL:2|SOURCE_SECTION_T:1	NONSTATE_CARD:4	0	0	0	0	0.000000	3	0	0.000000	0	0.000000	0	0.000000	ZERO	226	NO	YES	186	181
qotchol	qotchol	UNIVERSAL_3_TO_25_RUNNING	7	3	3	3	3	0	1	2	0	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3	1:3	HERBAL:3	STATE_CARD:3	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	227	NO	YES	190	185
qoteey	qoteey	UNIVERSAL_3_TO_25_RUNNING	6	5	3	1	1	4	0	1	0	1.000000	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:1	2:1	BIOLOGICAL:1	STATE_CARD:1	1	0	0	1	1.000000	1	1	1.000000	0	0.000000	0	0.000000	ZERO	228	NO	NO	NA	NA
qotol	qotol	UNIVERSAL_3_TO_25_RUNNING	5	3	3	2	2	1	0	2	0	1.000000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:1	1:1|5:1	PHARMA:1|SOURCE_SECTION_T:1	STATE_CARD:2	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	229	NO	NO	NA	NA
rain	rain	UNIVERSAL_3_TO_25_RUNNING	4	3	3	2	2	1	0	2	0	1.000000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:2	2:2	BIOLOGICAL:2	NONSTATE_CARD:2	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	1	0.333333	ZERO	230	NO	NO	NA	NA
rol	rol	UNIVERSAL_3_TO_25_RUNNING	3	4	3	4	3	0	0	3	1	0.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:4	2:4	BIOLOGICAL:4	STATE_CARD:4	0	0	0	0	0.000000	3	0	0.000000	0	0.000000	1	0.250000	ZERO	231	NO	YES	192	187
ry	ry	UNIVERSAL_3_TO_25_RUNNING	2	3	3	2	2	1	1	0	1	0.000000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:2	2:1|5:1	BIOLOGICAL:1|SOURCE_SECTION_T:1	NONSTATE_CARD:2	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	2	0.666667	ZERO	232	NO	NO	NA	NA
shaiin	shaiin	UNIVERSAL_3_TO_25_RUNNING	6	4	3	4	3	0	0	4	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:4	1:4	HERBAL:3|SOURCE_SECTION_T:1	NONSTATE_CARD:4	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	0	0.000000	ZERO	233	NO	YES	194	189
shckhey	shckhey	UNIVERSAL_3_TO_25_RUNNING	7	3	3	1	1	2	0	1	0	1.000000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1	1:1	SOURCE_SECTION_T:1	NONSTATE_CARD:1	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	0	0.000000	ZERO	234	NO	NO	NA	NA
shcthey	shcthey	UNIVERSAL_3_TO_25_RUNNING	7	3	3	1	1	2	0	1	0	1.000000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:1	2:1	HERBAL:1	NONSTATE_CARD:1	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	235	NO	NO	NA	NA
shdy	shdy	UNIVERSAL_3_TO_25_RUNNING	4	7	3	6	2	1	1	4	1	0.666667	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:6	2:4|5:2	BIOLOGICAL:4|SOURCE_SECTION_T:2	NONSTATE_CARD:6	0	1	0	0	0.000000	3	1	0.166667	1	0.142857	1	0.142857	ZERO	236	NO	YES	236	231
sheckhy	sheckhy	UNIVERSAL_3_TO_25_RUNNING	7	4	3	1	1	3	0	1	0	1.000000	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:1	2:1	BIOLOGICAL:1	NONSTATE_CARD:1	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	0	0.000000	ZERO	237	NO	NO	NA	NA
shedaiin	shedaiin	UNIVERSAL_3_TO_25_RUNNING	8	4	3	0	0	4	0	0	0	NA	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NONE	NONE	NONE	NONE	0	0	0	0	NA	0	0	NA	0	0.000000	0	0.000000	ZERO	238	NO	NO	NA	NA
sheeky	sheeky	UNIVERSAL_3_TO_25_RUNNING	6	3	3	3	3	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:3	BIOLOGICAL:3	NONSTATE_CARD:3	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	0	0.000000	ZERO	239	NO	YES	198	193
sheeol	sheeol	UNIVERSAL_3_TO_25_RUNNING	6	4	3	2	2	2	0	2	0	1.000000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:1	1:1|5:1	PHARMA:1|SOURCE_SECTION_T:1	STATE_CARD:2	0	0	0	0	0.000000	2	1	0.500000	0	0.000000	0	0.000000	ZERO	240	NO	NO	NA	NA
shky	shky	UNIVERSAL_3_TO_25_RUNNING	4	3	3	2	2	1	0	2	0	1.000000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:2	2:1|5:1	BIOLOGICAL:1|SOURCE_SECTION_T:1	NONSTATE_CARD:2	1	0	0	1	0.500000	1	1	0.500000	0	0.000000	0	0.000000	ZERO	241	NO	NO	NA	NA
shos	shos	UNIVERSAL_3_TO_25_RUNNING	4	3	3	3	3	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:1	1:2|3:1	HERBAL:2|SOURCE_SECTION_T:1	NONSTATE_CARD:3	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	242	NO	YES	201	196
shoy	shoy	UNIVERSAL_3_TO_25_RUNNING	4	3	3	3	3	0	1	2	0	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3	1:3	PHARMA:2|SOURCE_SECTION_T:1	NONSTATE_CARD:3	0	0	0	0	0.000000	1	1	0.333333	0	0.000000	0	0.000000	ZERO	243	NO	YES	202	197
soiin	soiin	UNIVERSAL_3_TO_25_RUNNING	5	3	3	3	3	0	2	1	0	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:1	1:2|2:1	BIOLOGICAL:1|HERBAL:1|SOURCE_SECTION_T:1	NONSTATE_CARD:3	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	244	NO	YES	203	198
solchedy	solchedy	UNIVERSAL_3_TO_25_RUNNING	8	3	3	1	1	2	1	0	0	0.000000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:1	2:1	BIOLOGICAL:1	STATE_CARD:1	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	245	NO	NO	NA	NA
solkeey	solkeey	UNIVERSAL_3_TO_25_RUNNING	7	3	3	1	1	2	1	0	0	0.000000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:1	2:1	BIOLOGICAL:1	STATE_CARD:1	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	246	NO	NO	NA	NA
sshedy	sshedy	UNIVERSAL_3_TO_25_RUNNING	6	3	3	2	2	1	2	0	0	0.000000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:2	2:1|5:1	BIOLOGICAL:1|SOURCE_SECTION_T:1	STATE_CARD:2	0	2	0	0	0.000000	1	0	0.000000	3	1.000000	0	0.000000	ZERO	247	NO	NO	NA	NA
tal	tal	UNIVERSAL_3_TO_25_RUNNING	3	3	3	1	1	2	0	1	0	1.000000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UNMARKED:1	4:1	CELESTIAL:1	NONSTATE_CARD:1	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	248	NO	NO	NA	NA
tchedy	tchedy	UNIVERSAL_3_TO_25_RUNNING	6	5	3	2	2	3	2	0	0	0.000000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:2	2:1|3:1	BIOLOGICAL:1|HERBAL:1	NONSTATE_CARD:2	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	249	NO	NO	NA	NA
ydal	ydal	UNIVERSAL_3_TO_25_RUNNING	4	3	3	3	3	0	1	2	0	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|UNMARKED:1	1:2|4:1	CELESTIAL:1|HERBAL:2	NONSTATE_CARD:3	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	0	0.000000	ZERO	250	NO	YES	206	201
ykaiin	ykaiin	UNIVERSAL_3_TO_25_RUNNING	6	4	3	4	3	0	2	2	0	0.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:3	1:1|2:3	BIOLOGICAL:1|HERBAL:2|SOURCE_SECTION_T:1	NONSTATE_CARD:4	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	251	NO	YES	207	202
ykeedy	ykeedy	UNIVERSAL_3_TO_25_RUNNING	6	3	3	3	3	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:3	BIOLOGICAL:2|HERBAL:1	NONSTATE_CARD:3	2	0	0	2	0.666667	2	0	0.000000	0	0.000000	0	0.000000	ZERO	252	NO	YES	208	203
ykor	ykor	UNIVERSAL_3_TO_25_RUNNING	4	3	3	3	3	0	1	1	1	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|UNMARKED:2	1:1|4:2	CELESTIAL:2|HERBAL:1	NONSTATE_CARD:3	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	1	0.333333	ZERO	253	NO	YES	209	204
ytain	ytain	UNIVERSAL_3_TO_25_RUNNING	5	3	3	3	3	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:2	1:1|2:2	BIOLOGICAL:2|SOURCE_SECTION_T:1	NONSTATE_CARD:3	1	0	0	1	0.333333	2	0	0.000000	0	0.000000	0	0.000000	ZERO	254	NO	YES	210	205
alaiin	alaiin	UNIVERSAL_3_TO_25_RUNNING	6	3	2	3	2	0	0	2	1	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UNMARKED:3	4:3	CELESTIAL:3	NONSTATE_CARD:3	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	1	0.333333	ZERO	255	NO	YES	211	206
chedar	chedar	UNIVERSAL_3_TO_25_RUNNING	6	3	2	1	1	2	0	1	0	1.000000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:1	2:1	BIOLOGICAL:1	NONSTATE_CARD:1	0	0	0	0	0.000000	1	1	1.000000	0	0.000000	0	0.000000	ZERO	256	NO	NO	NA	NA
chekain	chekain	UNIVERSAL_3_TO_25_RUNNING	7	3	2	3	2	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:2	1:1|2:2	BIOLOGICAL:2|SOURCE_SECTION_T:1	NONSTATE_CARD:3	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	257	NO	YES	213	208
cheom	cheom	UNIVERSAL_3_TO_25_RUNNING	5	4	2	4	2	0	0	3	1	0.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:4	1:4	PHARMA:4	NONSTATE_CARD:4	0	1	0	0	0.000000	0	0	0.000000	1	0.250000	1	0.250000	ZERO	258	NO	YES	214	209
chokeey	chokeey	UNIVERSAL_3_TO_25_RUNNING	7	3	2	3	2	0	1	2	0	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:1	1:2|5:1	HERBAL:2|SOURCE_SECTION_T:1	NONSTATE_CARD:3	1	0	0	1	0.333333	1	0	0.000000	0	0.000000	0	0.000000	ZERO	259	NO	YES	215	210
keody	keody	UNIVERSAL_3_TO_25_RUNNING	5	3	2	3	2	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:2	1:1|5:2	HERBAL:1|SOURCE_SECTION_T:2	NONSTATE_CARD:3	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	260	NO	YES	217	212
laiin	laiin	UNIVERSAL_3_TO_25_RUNNING	5	3	2	1	1	2	0	1	0	1.000000	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:1	2:1	BIOLOGICAL:1	NONSTATE_CARD:1	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	1	0.333333	ZERO	261	NO	NO	NA	NA
lkar	lkar	UNIVERSAL_3_TO_25_RUNNING	4	3	2	3	2	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:2|5:1	BIOLOGICAL:2|SOURCE_SECTION_T:1	NONSTATE_CARD:3	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	0	0.000000	ZERO	262	NO	YES	218	213
loly	loly	UNIVERSAL_3_TO_25_RUNNING	4	3	2	1	1	2	0	0	1	0.000000	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:1	2:1	BIOLOGICAL:1	STATE_CARD:1	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	2	0.666667	ZERO	263	NO	NO	NA	NA
okchor	okchor	UNIVERSAL_3_TO_25_RUNNING	6	3	2	3	2	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|UNMARKED:1	1:2|4:1	CELESTIAL:1|HERBAL:2	NONSTATE_CARD:3	1	0	0	1	0.333333	1	0	0.000000	0	0.000000	0	0.000000	ZERO	264	NO	YES	221	216
okshy	okshy	UNIVERSAL_3_TO_25_RUNNING	5	3	2	3	2	0	1	2	0	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:2	1:1|3:2	HERBAL:3	NONSTATE_CARD:3	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	0	0.000000	ZERO	265	NO	YES	222	217
oldaiin	oldaiin	UNIVERSAL_3_TO_25_RUNNING	7	3	2	3	2	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3	1:3	PHARMA:3	STATE_CARD:3	0	0	0	0	0.000000	3	1	0.333333	0	0.000000	0	0.000000	ZERO	266	NO	YES	224	219
olkain	olkain	UNIVERSAL_3_TO_25_RUNNING	6	3	2	3	2	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:2|3:1	BIOLOGICAL:2|HERBAL:1	STATE_CARD:3	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	267	NO	YES	225	220
olshedy	olshedy	UNIVERSAL_3_TO_25_RUNNING	7	4	2	3	1	1	0	2	1	0.666667	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:3	BIOLOGICAL:3	STATE_CARD:3	0	3	0	0	0.000000	0	0	0.000000	4	1.000000	1	0.250000	ZERO	268	NO	YES	242	237
oteodar	oteodar	UNIVERSAL_3_TO_25_RUNNING	7	3	2	3	2	0	1	2	0	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UNMARKED:3	4:3	CELESTIAL:3	STATE_CARD:3	2	0	0	1	0.333333	1	1	0.333333	0	0.000000	0	0.000000	ZERO	269	NO	YES	227	222
qokaldy	qokaldy	UNIVERSAL_3_TO_25_RUNNING	7	3	2	3	2	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:1|5:2	BIOLOGICAL:1|SOURCE_SECTION_T:2	NONSTATE_CARD:3	1	0	0	1	0.333333	2	0	0.000000	0	0.000000	0	0.000000	ZERO	270	NO	YES	228	223
qokchol	qokchol	UNIVERSAL_3_TO_25_RUNNING	7	4	2	4	2	0	0	4	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:4	1:4	HERBAL:4	STATE_CARD:4	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	0	0.000000	ZERO	271	NO	YES	229	224
