surface_option_id	surface	execution_domain	finite_recipe_option_count_for_surface_domain	record_roles	exact_event_recipe	reading_variant_count	surface_default_reading_de	event_count	physical_pages	owners_de	source_event_ids	lookup_policy
G517-S1939	soaiin	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	S+O+AIIN	1	ANWEISUNG BEI abgebildete Ganzpflanze auf f20v: WÄHLEN · [O:STEUERUNG=AUSFÜHRUNG] · WERT	1	f20v	abgebildete Ganzpflanze auf f20v	G515-E0123	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1940	socthody	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+O+CH+T+O+D_ADDR+Y	1	ABLAUF BEI blühender dreikroniger Sodenstock: WÄHLEN · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	1	f11r	blühender dreikroniger Sodenstock	P912-E0101	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1941	sodar	LOCAL_RECORD	1	DRUG_OR_INGREDIENT_OBJECT	S+O+DA+R	1	WÄHLEN · AUSFÜHRUNG · ZWEITE STUFE · MARKIEREN	1	f89r	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	P1008-E1297	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S1942	sodar	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+O+DA+R	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f67r2|f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen | zwei getrennte Himmelsräder und Tabelle	P912-E1807|P1003-E0408	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1943	soear	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	S+O+E+AR	1	ANWEISUNG BEI zwei lokale Himmelsraeder: WÄHLEN · [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · AUSGANG	1	f67r2	zwei lokale Himmelsraeder	P912-E1895	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S1944	soeey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+O+EE+Y	1	ABLAUF BEI zwei getrennte Himmelsräder und Tabelle: WÄHLEN · [O:STEUERUNG=AUSFÜHRUNG] · [EE:STEUERUNG=GRAD II] · POSTEN	1	f67r2	zwei getrennte Himmelsräder und Tabelle	P912-E1781	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1945	soiiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+O+LOCAL_CHAR_I+IIN	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f83r|f89r	Gefäß-/Pflanzenteilgruppe F | Variantenatlas lokaler Becken und Anwendungen	P912-E1617|P1008-E1390	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1946	soiin	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	S+O+IIN	3	EREIGNISKONTEXT_WAEHLT_AUS_3_LESARTEN	3	f1r|f4r|f81r	F1R_TEXT_BLOCK_A | F81R_LOWER_POOL | abgebildete Ganzpflanze auf f4r	G404-E0031|G404-E0445|G515-E0060	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1947	soin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+O+IIN	1	ABLAUF BEI unbebilderter Textabschnitt A7: WÄHLEN · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	1	f76r	unbebilderter Textabschnitt A7	P1008-E0730	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1948	sokcheey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+OK+CH+EE+Y	1	ABLAUF BEI Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: WÄHLEN · SETZEN · NEHMEN · [EE:STEUERUNG=GRAD II] · POSTEN	1	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	P1003-E0135	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1949	sokeedy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+OK+EE+DY	1	ABLAUF BEI großes Bad-/Stationsblatt mit dreieckiger Insel: WÄHLEN · SETZEN · [EE:STEUERUNG=GRAD II] · [DY:STEUERUNG=SCHLUSS]	1	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	P912-E0797	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1950	sokoly	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	S+OK+OL+Y	1	ANWEISUNG BEI mehrere lokale Bad- und Leitungsstationen: WÄHLEN · SETZEN · FORTSETZEN · POSTEN	1	f82r	mehrere lokale Bad- und Leitungsstationen	P912-E1400	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S1951	sol	PROSE_STREAM	1	RUNNING_RECIPE_CARD	OL	5	EREIGNISKONTEXT_WAEHLT_AUS_5_LESARTEN	15	f75r|f81r|f82r|f83r|f95v	F81R_LOWER_POOL | F95V_WHOLE_PLANT | Variantenatlas lokaler Becken und Anwendungen | großes Bad-/Stationsblatt mit dreieckiger Insel | mehrere getrennte Bad- und Leitungsstationen	P912-E0573|P912-E0596|P912-E0683|P912-E0764|G404-E0470|G404-E0500|P912-E1143|P912-E1411|P912-E1584|P912-E1592|P912-E1685|P912-E1705|P912-E1728|P912-E1746|G404-E0520	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1952	solarol	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+OL+AR+OL	1	ABLAUF BEI mehrere getrennte Bad- und Leitungsstationen: WÄHLEN · FORTSETZEN · AUSGANG · FORTSETZEN	1	f82r	mehrere getrennte Bad- und Leitungsstationen	P912-E1209	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1953	solchedy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+OL+CHD+Y	3	EREIGNISKONTEXT_WAEHLT_AUS_3_LESARTEN	3	f76r|f77r|f83r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen | Variantenatlas lokaler Becken und Anwendungen | unbebilderter Textabschnitt A1	P1008-E0520|P1003-E0245|P912-E1698	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1954	solchkal	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+OL+CH+K+AL	1	ABLAUF BEI Variantenatlas lokaler Becken und Anwendungen: WÄHLEN · FORTSETZEN · NEHMEN · GEBEN · ZIELORT	1	f83r	Variantenatlas lokaler Becken und Anwendungen	P912-E1737	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1955	soldy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+OL+D_ADDR+Y	1	ABLAUF BEI Variantenatlas lokaler Becken und Anwendungen: WÄHLEN · FORTSETZEN · [D_ADDR:STEUERUNG=HIER] · POSTEN	1	f83r	Variantenatlas lokaler Becken und Anwendungen	P912-E1568	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1956	solkaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	OL+K+AIIN	1	ABLAUF BEI mehrere getrennte Bad- und Leitungsstationen: FORTSETZEN · GEBEN · WERT	1	f82r	mehrere getrennte Bad- und Leitungsstationen	P912-E1132	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1957	solkeedy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	OL+K+EE+D_ADDR+Y	1	ABLAUF BEI Variantenatlas lokaler Becken und Anwendungen: FORTSETZEN · GEBEN · [EE:STEUERUNG=GRAD II] · [D_ADDR:STEUERUNG=HIER] · POSTEN	2	f83r	Variantenatlas lokaler Becken und Anwendungen	P912-E1580|P912-E1589	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1958	solkeey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	OL+K+EE+Y	3	EREIGNISKONTEXT_WAEHLT_AUS_3_LESARTEN	3	f77r|f81v|f83r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen | Variantenatlas lokaler Becken und Anwendungen | gemeinsames zweireihiges Badfeld	P1003-E0300|P912-E1029|P912-E1733	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1959	solkey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	OL+K+E+Y	1	ABLAUF BEI Variantenatlas lokaler Becken und Anwendungen: FORTSETZEN · GEBEN · [E:STEUERUNG=GRAD I] · POSTEN	1	f83r	Variantenatlas lokaler Becken und Anwendungen	P912-E1701	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1960	sols	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	OL+S	1	ANWEISUNG BEI Dieselbe Klasse an der unteren Quelladresse fortführen.: FORTSETZEN · WÄHLEN	1	f75r	Dieselbe Klasse an der unteren Quelladresse fortführen.	P912-E0852	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S1961	solshed	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+OL+SH+E	1	ABLAUF BEI Variantenatlas lokaler Becken und Anwendungen: WÄHLEN · FORTSETZEN · HALTEN · [E:STEUERUNG=GRAD I]	1	f83r	Variantenatlas lokaler Becken und Anwendungen	P912-E1460	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1962	solshedy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	OL+SH+E+DY	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f76r|f82r	mehrere getrennte Bad- und Leitungsstationen | unbebilderter Textabschnitt A3	P1008-E0575|P912-E1164	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1963	solshey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	OL+SH+E+Y	1	ABLAUF BEI unbebilderter Textabschnitt D: FORTSETZEN · HALTEN · [E:STEUERUNG=GRAD I] · POSTEN	1	f76r	unbebilderter Textabschnitt D	P1008-E1027	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1964	solteedy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	OL+T+EE+DY	1	ABLAUF BEI Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: FORTSETZEN · EINSTELLEN · [EE:STEUERUNG=GRAD II] · [DY:STEUERUNG=SCHLUSS]	1	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	P1003-E0117	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1965	som	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+O+M_LOCAL	1	ABLAUF BEI abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: WÄHLEN · [O:STEUERUNG=AUSFÜHRUNG] · [M_LOCAL:STEUERUNG=HIER]	1	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	P1003-E0033	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1966	sor	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+OR	6	EREIGNISKONTEXT_WAEHLT_AUS_6_LESARTEN	8	f10r|f67r2|f75r|f76r|f81r|f83r	F81R_LOWER_POOL | Variantenatlas lokaler Becken und Anwendungen | großes Bad-/Stationsblatt mit dreieckiger Insel | unbebilderter Textabschnitt B | zwei getrennte Himmelsräder und Tabelle | zweiknolliges blauköpfiges Heilkraut	P912-E0030|P912-E1843|P912-E0501|P1008-E0865|P1008-E0894|G404-E0495|P912-E1498|P912-E1679	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1967	soraiir	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+OR+AIIN+R	1	ABLAUF BEI zwei getrennte Himmelsräder und Tabelle: WÄHLEN · EINHEIT · WERT · MARKIEREN	1	f67r2	zwei getrennte Himmelsräder und Tabelle	P912-E1790	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1968	soral	LOCAL_RECORD	1	BATH_OR_OUTLET_STATION	LOCAL_LABEL_PACKAGE::G473-E127	1	[BADSTATIONSNAME:sor] · ZIELORT	1	f77r	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	P1003-E0087	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S1969	sorcheey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	OR+Y	1	ABLAUF BEI Gefäß-/Pflanzenteilgruppe F: EINHEIT · POSTEN	1	f89r	Gefäß-/Pflanzenteilgruppe F	P1008-E1365	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1970	sororl	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	S+OR+OR+L	1	ANWEISUNG BEI mehrere lokale Bad- und Leitungsstationen: WÄHLEN · EINHEIT · EINHEIT · VERBINDUNG	1	f82r	mehrere lokale Bad- und Leitungsstationen	P912-E1398	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S1971	sorory	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	S+OR+OR+Y	1	ANWEISUNG BEI FLECKKNOLLE: WÄHLEN · EINHEIT · EINHEIT · POSTEN	1	f88r	FLECKKNOLLE	P912-E2419	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S1972	sorshy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+OR+SH+Y	1	ABLAUF BEI erste Gefaess-/Zutatengruppe: WÄHLEN · EINHEIT · HALTEN · POSTEN	1	f88v	erste Gefaess-/Zutatengruppe	P1003-E0423	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1973	sory	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+OR+Y	1	ABLAUF BEI F1R_TEXT_BLOCK_A: WÄHLEN · EINHEIT · POSTEN	1	f1r	F1R_TEXT_BLOCK_A	G404-E0011	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1974	sos	LOCAL_RECORD	1	LOCAL_CLASS_OR_NAME_CARD	S_ADDR+O+S_ADDR	1	LOKALE KENNUNG BEI Fischrad mit Stern tragenden Figuren: [S_ADDR:LOKALSTRUKTUR=HIER] · [O:STEUERUNG=AUSFÜHRUNG] · [S_ADDR:LOKALSTRUKTUR=HIER]	1	f70v	Fischrad mit Stern tragenden Figuren	P912-E2267	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S1975	sos	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	S+O+S	1	ANWEISUNG BEI abgebildete Ganzpflanze auf f20v: WÄHLEN · [O:STEUERUNG=AUSFÜHRUNG] · WÄHLEN	1	f20v	abgebildete Ganzpflanze auf f20v	G515-E0075	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1976	sosho	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+O+SH+O	1	ABLAUF BEI zwei getrennte Himmelsräder und Tabelle: WÄHLEN · [O:STEUERUNG=AUSFÜHRUNG] · HALTEN · [O:STEUERUNG=AUSFÜHRUNG]	1	f67r2	zwei getrennte Himmelsräder und Tabelle	P912-E1851	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1977	sosor	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+OR	1	ABLAUF BEI Tierkreis-Ringgruppe H: WÄHLEN · EINHEIT	1	f72r	Tierkreis-Ringgruppe H	P1008-E0394	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1978	sotaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+OT+AIIN	1	ABLAUF BEI mehrere getrennte Bad- und Leitungsstationen: WÄHLEN · DANACH · WERT	1	f82r	mehrere getrennte Bad- und Leitungsstationen	P912-E1161	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1979	sotchaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+OT+AIIN	1	ABLAUF BEI große abgebildete Blütenpflanze: WÄHLEN · DANACH · WERT	1	f18r	große abgebildete Blütenpflanze	P1008-E0066	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1980	sotchy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+OT+Y	1	ABLAUF BEI große Wurzelkrone mit Blatt und Blütenstand: WÄHLEN · DANACH · POSTEN	1	f13r	große Wurzelkrone mit Blatt und Blütenstand	P912-E0226	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1981	soteol	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+OT+E+OL	1	ABLAUF BEI zweite Gefaess-/Zutatengruppe: WÄHLEN · DANACH · [E:STEUERUNG=GRAD I] · FORTSETZEN	1	f88v	zweite Gefaess-/Zutatengruppe	P1003-E0492	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1982	sotodan	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+OT+O+D_ADDR+AN	1	ABLAUF BEI stachelköpfiges Kraut in mehreren Reifestufen: WÄHLEN · DANACH · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · [AN:STEUERUNG=KLASSE]	1	f56r	stachelköpfiges Kraut in mehreren Reifestufen	P912-E0436	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1983	soy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+O+Y	1	ABLAUF BEI abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: WÄHLEN · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	1	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	P1003-E0060	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1984	sqokeodaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+OK+E+O+D_ADDR+AIIN	1	ABLAUF BEI zweite Gefaess-/Zutatengruppe: WÄHLEN · SETZEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · WERT	1	f88v	zweite Gefaess-/Zutatengruppe	P1003-E0503	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1985	ssheckhy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+SH+E+CH+K+Y	1	ABLAUF BEI großes Bad-/Stationsblatt mit dreieckiger Insel: WÄHLEN · HALTEN · [E:STEUERUNG=GRAD I] · NEHMEN · GEBEN · POSTEN	1	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	P912-E0538	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1986	sshedy	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	S+SH+E+DY	3	EREIGNISKONTEXT_WAEHLT_AUS_3_LESARTEN	3	f66r|f75r|f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen | großes Bad-/Stationsblatt mit dreieckiger Insel | sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	P912-E0829|P1003-E0153|G515-E0502	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1987	ssheol	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+SH+E+OL	1	ABLAUF BEI großes Bad-/Stationsblatt mit dreieckiger Insel: WÄHLEN · HALTEN · [E:STEUERUNG=GRAD I] · FORTSETZEN	1	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	P912-E0450	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1988	sshey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+SH+E+Y	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f67r2|f75r	großes Bad-/Stationsblatt mit dreieckiger Insel | zwei getrennte Himmelsräder und Tabelle	P912-E1915|P912-E0643	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1989	sshkchdy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	SH+K+CHD+DY	1	ABLAUF BEI gemeinsames zweireihiges Badfeld: HALTEN · GEBEN · BEARBEITEN · [DY:STEUERUNG=SCHLUSS]	1	f81v	gemeinsames zweireihiges Badfeld	P912-E1010	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1990	ssholshecthy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+SH+O+L+SH+E+CH+T+Y	1	ABLAUF BEI mehrere getrennte Bad- und Leitungsstationen: WÄHLEN · HALTEN · [O:STEUERUNG=AUSFÜHRUNG] · VERBINDUNG · HALTEN · [E:STEUERUNG=GRAD I] · NEHMEN · EINSTELLEN · POSTEN	1	f82r	mehrere getrennte Bad- und Leitungsstationen	P912-E1179	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1991	sshr	PROSE_STREAM	1	RUNNING_RECIPE_CARD	Y	1	ABLAUF BEI Gefäß-/Pflanzenteilgruppe C: POSTEN	1	f89r	Gefäß-/Pflanzenteilgruppe C	P1008-E1157	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1992	sy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	Y	5	EREIGNISKONTEXT_WAEHLT_AUS_5_LESARTEN	6	f1r|f67r2|f75r|f83r|f89r	F1R_TEXT_BLOCK_A | Gefäß-/Pflanzenteilgruppe F | Variantenatlas lokaler Becken und Anwendungen | großes Bad-/Stationsblatt mit dreieckiger Insel | zwei getrennte Himmelsräder und Tabelle	G404-E0030|P912-E1916|P912-E0803|P912-E1536|P912-E1664|P1008-E1364	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1993	syaiir	PROSE_STREAM	1	RUNNING_RECIPE_CARD	S+Y+IIN+R	1	ABLAUF BEI F1R_TEXT_BLOCK_A: WÄHLEN · POSTEN · [IIN:STEUERUNG=STUFE] · MARKIEREN	1	f1r	F1R_TEXT_BLOCK_A	G404-E0022	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1994	sydarary	LOCAL_RECORD	1	DRUG_OR_INGREDIENT_OBJECT	LOCAL_LABEL_PACKAGE::G473-E159	1	[DROGENNAME:sy] · HIER · AUSGANG · AUSGANG · [DROGENNAME:y]	1	f89r	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	P1008-E1177	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S1995	sykos	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	S+Y+K+O+S_ADDR	1	ANWEISUNG BEI zwei lokale Himmelsraeder: WÄHLEN · POSTEN · GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [S_ADDR:LOKALSTRUKTUR=HIER]	1	f67r2	zwei lokale Himmelsraeder	P912-E1759	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S1996	t	LOCAL_RECORD	1	MARGINAL_SIGN_CARD	T	1	LOKALE RANDKENNMARKENKARTE BEI sichtbare Folge einzelner Randzeichen von f66r: EINSTELLEN	2	f66r	sichtbare Folge einzelner Randzeichen von f66r	G515-E0291|G515-E0295	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S1997	t	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T	1	ABLAUF BEI stachelköpfiges Kraut in mehreren Reifestufen: EINSTELLEN	1	f56r	stachelköpfiges Kraut in mehreren Reifestufen	P912-E0396	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1998	taiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+AIIN	5	EREIGNISKONTEXT_WAEHLT_AUS_5_LESARTEN	5	f10r|f81r|f82r|f89r|f95v	F81R_LOWER_POOL | F95V_WHOLE_PLANT | Gefäß-/Pflanzenteilgruppe C | mehrere getrennte Bad- und Leitungsstationen | zweiknolliges blauköpfiges Heilkraut	P912-E0051|G404-E0480|P912-E1377|P1008-E1149|G404-E0646	INVARIANT_PROSE_SURFACE_RECIPE
G517-S1999	tain	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+AIN	1	ABLAUF BEI Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: EINSTELLEN · ANTEIL	1	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	P1003-E0405	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2000	tal	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+AL	3	EREIGNISKONTEXT_WAEHLT_AUS_3_LESARTEN	3	f71v|f77r|f83r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen | Variantenatlas lokaler Becken und Anwendungen | zweite lokale Figuren-/Sternringgruppe	P1003-E0623|P1003-E0394|P912-E1541	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2001	talam	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+AL+AM_ADDR	1	ABLAUF BEI große aromatische Doldenpflanze: EINSTELLEN · ZIELORT · [AM_ADDR:STEUERUNG=HIER]	1	f55v	große aromatische Doldenpflanze	P912-E0266	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2002	talody	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+AL+O+D_ADDR+Y	1	ABLAUF BEI große aromatische Doldenpflanze: EINSTELLEN · ZIELORT · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	1	f55v	große aromatische Doldenpflanze	P912-E0291	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2003	talor	PROSE_STREAM	1	RUNNING_RECIPE_CARD	L+AL+OR	1	ABLAUF BEI unbebilderter Textabschnitt A8: VERBINDUNG · ZIELORT · EINHEIT	1	f76r	unbebilderter Textabschnitt A8	P1008-E0831	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2004	taly	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+AL+Y	1	ABLAUF BEI Tierkreis-Ringgruppe F: EINSTELLEN · ZIELORT · POSTEN	1	f72r	Tierkreis-Ringgruppe F	P1008-E0297	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2005	tar	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	T+AR	1	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: EINSTELLEN · AUSGANG	1	f70v	Widderrad mit Stern tragenden Figuren	P912-E2183	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S2006	tar	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+AR	3	EREIGNISKONTEXT_WAEHLT_AUS_3_LESARTEN	4	f55v|f83r|f95v	F95V_WHOLE_PLANT | Variantenatlas lokaler Becken und Anwendungen | große aromatische Doldenpflanze	P912-E0283|P912-E1518|G404-E0549|G404-E0631	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2007	tchar	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+CH+AR	1	ABLAUF BEI F24V_WHOLE_PLANT: EINSTELLEN · NEHMEN · AUSGANG	1	f24v	F24V_WHOLE_PLANT	G404-E0249	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2008	tchd	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+CHD	1	ABLAUF BEI gemeinsames zweireihiges Badfeld: EINSTELLEN · BEARBEITEN	1	f81v	gemeinsames zweireihiges Badfeld	P912-E1093	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2009	tchdaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+CHD+AIIN	1	ABLAUF BEI F95V_WHOLE_PLANT: EINSTELLEN · BEARBEITEN · WERT	1	f95v	F95V_WHOLE_PLANT	G404-E0682	INVARIANT_PROSE_SURFACE_RECIPE
