replay_ordinal	source_event_id	physical_page	statement_id	card_ordinal_in_statement	surface	content_role	recipe	incoming_action	incoming_argument	raw_gdt451_decision	raw_gdt451_route	blocked_factor_rules	gdt517_final_decision	gdt517_final_route	finite_override	outgoing_action	outgoing_argument	state_policy
272	G515-E0318	f66r	G515-S034	2	ykshedy	ORDERED_INSTRUCTION_CARD	Y+K+SH+E+DY	SH	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
273	G515-E0319	f66r	G515-S035	1	chady	ORDERED_INSTRUCTION_CARD	CH+A_ADDR+DY	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	NONE	ACCEPTED_CARD_ADVANCES_STATE
274	G515-E0320	f66r	G515-S036	1	cthdy	ORDERED_INSTRUCTION_CARD	CH+T+D_ADDR+Y	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
275	G515-E0321	f66r	G515-S036	2	qokees	ORDERED_INSTRUCTION_CARD	OK+EE+S	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	Y	ACCEPTED_CARD_ADVANCES_STATE
276	G515-E0322	f66r	G515-S036	3	cheeo	ORDERED_INSTRUCTION_CARD	CH+EE+O	S	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
277	G515-E0323	f66r	G515-S036	4	okcho	ORDERED_INSTRUCTION_CARD	OK+CH+O	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
278	G515-E0324	f66r	G515-S036	5	dy	COORDINATE_OR_CATALOGUE_CARD	Y	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
279	G515-E0325	f66r	G515-S036	6	chekeey	ORDERED_INSTRUCTION_CARD	CH+K+EE+Y	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
280	G515-E0326	f66r	G515-S036	7	chedy	ORDERED_INSTRUCTION_CARD	CHD+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CHD	Y	ACCEPTED_CARD_ADVANCES_STATE
281	G515-E0327	f66r	G515-S036	8	chckhy	ORDERED_INSTRUCTION_CARD	CH+K+Y	CHD	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
282	G515-E0328	f66r	G515-S036	9	shdy	ORDERED_INSTRUCTION_CARD	SH+D_ADDR+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
283	G515-E0329	f66r	G515-S036	10	qotedy	ITINERARY_OR_ADDRESS_CARD	OT+E+DY	SH	Y	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
284	G515-E0330	f66r	G515-S037	1	chdy	ORDERED_INSTRUCTION_CARD	CHD+Y	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CHD	Y	ACCEPTED_CARD_ADVANCES_STATE
285	G515-E0331	f66r	G515-S037	2	chedy	ORDERED_INSTRUCTION_CARD	CHD+Y	CHD	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CHD	Y	ACCEPTED_CARD_ADVANCES_STATE
286	G515-E0332	f66r	G515-S037	3	qotedal	ITINERARY_OR_ADDRESS_CARD	OT+E+AL	CHD	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CHD	Y	ACCEPTED_CARD_ADVANCES_STATE
287	G515-E0333	f66r	G515-S037	4	chcpheor	ORDERED_INSTRUCTION_CARD	CH+CH+P+E+OR	CHD	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	OR	ACCEPTED_CARD_ADVANCES_STATE
288	G515-E0334	f66r	G515-S037	5	ykady	ORDERED_INSTRUCTION_CARD	Y+K+A_ADDR+DY	P	OR	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
289	G515-E0335	f66r	G515-S038	1	dar	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+AR	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	NONE	NONE	ACCEPTED_CARD_ADVANCES_STATE
290	G515-E0336	f66r	G515-S038	2	qotey	ITINERARY_OR_ADDRESS_CARD	OT+E+Y	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	NONE	Y	ACCEPTED_CARD_ADVANCES_STATE
291	G515-E0337	f66r	G515-S038	3	kol	ORDERED_INSTRUCTION_CARD	K+OL	NONE	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
292	G515-E0338	f66r	G515-S038	4	ar	COORDINATE_OR_CATALOGUE_CARD	AR	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
293	G515-E0339	f66r	G515-S038	5	qokeeody	ORDERED_INSTRUCTION_CARD	OK+EE+O+D_ADDR+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
294	G515-E0340	f66r	G515-S038	6	qokeody	ORDERED_INSTRUCTION_CARD	OK+E+O+D_ADDR+Y	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
295	G515-E0341	f66r	G515-S038	7	qokeody	ORDERED_INSTRUCTION_CARD	OK+E+O+D_ADDR+Y	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
296	G515-E0342	f66r	G515-S038	8	qokar	ORDERED_INSTRUCTION_CARD	OK+AR	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
297	G515-E0343	f66r	G515-S038	9	sheky	ORDERED_INSTRUCTION_CARD	SH+E+K+Y	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
298	G515-E0344	f66r	G515-S038	10	qokeeody	ORDERED_INSTRUCTION_CARD	OK+EE+O+D_ADDR+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
299	G515-E0345	f66r	G515-S038	11	okedy	ORDERED_INSTRUCTION_CARD	OK+E+DY	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
300	G515-E0346	f66r	G515-S039	1	kodary	ORDERED_INSTRUCTION_CARD	K+O+D_ADDR+AR+Y	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
301	G515-E0347	f66r	G515-S039	2	ykeeody	ORDERED_INSTRUCTION_CARD	Y+K+EE+O+DY	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
302	G515-E0348	f66r	G515-S040	1	choekeey	ORDERED_INSTRUCTION_CARD	CH+O+E+K+EE+Y	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
303	G515-E0349	f66r	G515-S040	2	okeody	ORDERED_INSTRUCTION_CARD	OK+E+O+D_ADDR+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
304	G515-E0350	f66r	G515-S040	3	chekeody	ORDERED_INSTRUCTION_CARD	CH+K+E+O+DY	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
305	G515-E0351	f66r	G515-S041	1	qokeey	ORDERED_INSTRUCTION_CARD	OK+EE+Y	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
306	G515-E0352	f66r	G515-S041	2	dyky	ORDERED_INSTRUCTION_CARD	D_ADDR+Y+K+Y	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
307	G515-E0353	f66r	G515-S041	3	chctho	ORDERED_INSTRUCTION_CARD	CH+CH+T+O	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
308	G515-E0354	f66r	G515-S041	4	rotaiin	ORDERED_INSTRUCTION_CARD	R+OT+AIIN	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	R	AIIN	ACCEPTED_CARD_ADVANCES_STATE
309	G515-E0355	f66r	G515-S041	5	dsheol	ORDERED_INSTRUCTION_CARD	SH+E+OL	R	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	AIIN	ACCEPTED_CARD_ADVANCES_STATE
310	G515-E0356	f66r	G515-S041	6	okaiin	ORDERED_INSTRUCTION_CARD	OK+AIIN	SH	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	AIIN	ACCEPTED_CARD_ADVANCES_STATE
311	G515-E0357	f66r	G515-S041	7	sheodaiin	ORDERED_INSTRUCTION_CARD	SH+E+O+D_ADDR+AIIN	OK	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	AIIN	ACCEPTED_CARD_ADVANCES_STATE
312	G515-E0358	f66r	G515-S042	1	tocpheey	ORDERED_INSTRUCTION_CARD	T+O+CH+P+EE+Y	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	Y	ACCEPTED_CARD_ADVANCES_STATE
313	G515-E0359	f66r	G515-S042	2	dol	ITINERARY_OR_ADDRESS_CARD	D_ADDR+OL	P	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	Y	ACCEPTED_CARD_ADVANCES_STATE
314	G515-E0360	f66r	G515-S042	3	kchody	ORDERED_INSTRUCTION_CARD	K+CH+O+D_ADDR+Y	P	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
315	G515-E0361	f66r	G515-S042	4	qokeody	ORDERED_INSTRUCTION_CARD	OK+E+O+D_ADDR+Y	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
316	G515-E0362	f66r	G515-S042	5	qokshy	ORDERED_INSTRUCTION_CARD	OK+SH+Y	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
317	G515-E0363	f66r	G515-S042	6	qopaiin	ORDERED_INSTRUCTION_CARD	CARRIER_Q+O+P+AIIN	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	AIIN	ACCEPTED_CARD_ADVANCES_STATE
318	G515-E0364	f66r	G515-S042	7	dairykodas	ORDERED_INSTRUCTION_CARD	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	P	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	Y	ACCEPTED_CARD_ADVANCES_STATE
319	G515-E0365	f66r	G515-S042	8	okyd	ORDERED_INSTRUCTION_CARD	OK+Y+D_ADDR	S	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
320	G515-E0366	f66r	G515-S042	9	dsholdaiir	ORDERED_INSTRUCTION_CARD	D_ADDR+SH+OL+D_ADDR+IIN+R	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	R	Y	ACCEPTED_CARD_ADVANCES_STATE
321	G515-E0367	f66r	G515-S042	10	dalky	ORDERED_INSTRUCTION_CARD	AL+K+Y	R	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
322	G515-E0368	f66r	G515-S042	11	shky	ORDERED_INSTRUCTION_CARD	SH+K+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
323	G515-E0369	f66r	G515-S042	12	qoky	ORDERED_INSTRUCTION_CARD	OK+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
324	G515-E0370	f66r	G515-S042	13	shekair	ORDERED_INSTRUCTION_CARD	SH+E+K+AIR	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
325	G515-E0371	f66r	G515-S042	14	choty	ORDERED_INSTRUCTION_CARD	CH+OT+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
326	G515-E0372	f66r	G515-S042	15	dar	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+AR	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
327	G515-E0373	f66r	G515-S042	16	okeey	ORDERED_INSTRUCTION_CARD	OK+EE+Y	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
328	G515-E0374	f66r	G515-S042	17	shdy	ORDERED_INSTRUCTION_CARD	SH+D_ADDR+Y	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
329	G515-E0375	f66r	G515-S042	18	ykol	ORDERED_INSTRUCTION_CARD	Y+K+OL	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
330	G515-E0376	f66r	G515-S042	19	qo	LOCAL_CLASS_OR_NAME_CARD	O	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
331	G515-E0377	f66r	G515-S042	20	cheky	ORDERED_INSTRUCTION_CARD	CH+K+E+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
332	G515-E0378	f66r	G515-S042	21	shcthy	ORDERED_INSTRUCTION_CARD	SH+CH+T+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
333	G515-E0379	f66r	G515-S042	22	dalalshedy	ORDERED_INSTRUCTION_CARD	AL+AL+SH+E+DY	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
334	G515-E0380	f66r	G515-S043	1	cheta	ORDERED_INSTRUCTION_CARD	CH+E+T+A_ADDR	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	NONE	ACCEPTED_CARD_ADVANCES_STATE
335	G515-E0381	f66r	G515-S043	2	r	ORDERED_INSTRUCTION_CARD	R	T	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	R	NONE	ACCEPTED_CARD_ADVANCES_STATE
336	G515-E0382	f66r	G515-S043	3	sheod	ORDERED_INSTRUCTION_CARD	SH+E+O+D_ADDR	R	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	NONE	ACCEPTED_CARD_ADVANCES_STATE
337	G515-E0383	f66r	G515-S043	4	shokaiir	ORDERED_INSTRUCTION_CARD	SH+OK+IIN+R	SH	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	R	NONE	ACCEPTED_CARD_ADVANCES_STATE
338	G515-E0384	f66r	G515-S043	5	chy	COORDINATE_OR_CATALOGUE_CARD	Y	R	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	R	Y	ACCEPTED_CARD_ADVANCES_STATE
339	G515-E0385	f66r	G515-S043	6	dard	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+AR+D_ADDR	R	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	R	Y	ACCEPTED_CARD_ADVANCES_STATE
340	G515-E0386	f66r	G515-S043	7	shor	ORDERED_INSTRUCTION_CARD	SH+OR	R	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	OR	ACCEPTED_CARD_ADVANCES_STATE
341	G515-E0387	f66r	G515-S043	8	sheodal	ORDERED_INSTRUCTION_CARD	SH+E+O+AL	SH	OR	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	OR	ACCEPTED_CARD_ADVANCES_STATE
342	G515-E0388	f66r	G515-S043	9	sholdy	ORDERED_INSTRUCTION_CARD	SH+OL+D_ADDR+Y	SH	OR	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
343	G515-E0389	f66r	G515-S043	10	qokchedy	ORDERED_INSTRUCTION_CARD	OK+CHD+Y	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CHD	Y	ACCEPTED_CARD_ADVANCES_STATE
344	G515-E0390	f66r	G515-S043	11	qopchy	ORDERED_INSTRUCTION_CARD	O+P+Y	CHD	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	Y	ACCEPTED_CARD_ADVANCES_STATE
345	G515-E0391	f66r	G515-S043	12	qoty	ITINERARY_OR_ADDRESS_CARD	OT+Y	P	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	Y	ACCEPTED_CARD_ADVANCES_STATE
346	G515-E0392	f66r	G515-S043	13	chedaiir	ORDERED_INSTRUCTION_CARD	CHD+IIN+R	P	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	R	Y	ACCEPTED_CARD_ADVANCES_STATE
347	G515-E0393	f66r	G515-S043	14	chees	ORDERED_INSTRUCTION_CARD	SH+EE+S_ADDR	R	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
348	G515-E0394	f66r	G515-S043	15	kardy	ORDERED_INSTRUCTION_CARD	K+AR+DY	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
349	G515-E0395	f66r	G515-S044	1	qokchey	ORDERED_INSTRUCTION_CARD	OK+CH+E+Y	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
350	G515-E0396	f66r	G515-S044	2	qokaiir	ORDERED_INSTRUCTION_CARD	OK+IIN+R	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	R	Y	ACCEPTED_CARD_ADVANCES_STATE
351	G515-E0397	f66r	G515-S044	3	cheky	ORDERED_INSTRUCTION_CARD	CH+K+E+Y	R	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
352	G515-E0398	f66r	G515-S044	4	daly	COORDINATE_OR_CATALOGUE_CARD	AL+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
353	G515-E0399	f66r	G515-S044	5	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	AIIN	ACCEPTED_CARD_ADVANCES_STATE
354	G515-E0400	f66r	G515-S044	6	dal	COORDINATE_OR_CATALOGUE_CARD	AL	K	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	AIIN	ACCEPTED_CARD_ADVANCES_STATE
355	G515-E0401	f66r	G515-S044	7	shedy	ORDERED_INSTRUCTION_CARD	SH+E+DY	K	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	AIIN	ACCEPTED_CARD_ADVANCES_STATE
356	G515-E0402	f66r	G515-S045	1	chedy	ORDERED_INSTRUCTION_CARD	CHD+Y	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CHD	Y	ACCEPTED_CARD_ADVANCES_STATE
357	G515-E0403	f66r	G515-S045	2	lkar	ORDERED_INSTRUCTION_CARD	L+K+AR	CHD	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
358	G515-E0404	f66r	G515-S045	3	ol	ITINERARY_OR_ADDRESS_CARD	OL	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
359	G515-E0405	f66r	G515-S045	4	okedy	ORDERED_INSTRUCTION_CARD	OK+E+DY	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
360	G515-E0406	f66r	G515-S046	1	ol	ITINERARY_OR_ADDRESS_CARD	OL	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	NONE	NONE	ACCEPTED_CARD_ADVANCES_STATE
361	G515-E0407	f66r	G515-S046	2	cheeky	ORDERED_INSTRUCTION_CARD	CH+K+EE+Y	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
