event_id	case_id	phase	statement_id	page	record	surface	card_no	semantic_component_parse	command_id	standard_command_de	silent_owner_de	case_expansion_de	meaning_invariant_across_occurrences
E343	C4	OPERATE_OR_APPLY	B4-S011	f83r	B4	sol	PROC013	OL	CMD097	FORTSETZEN	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten weiter kurz abführen und zugeben und den Schritt schließen	YES
E344	C4	OPERATE_OR_APPLY	B4-S011	f83r	B4	lkedy	PROC159	L+K+E+DY	CMD064	FUEHREN · ZUFUEHREN · KURZ; SCHLUSS	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten weiter kurz abführen und zugeben und den Schritt schließen	YES
E345	C4	OPERATE_OR_APPLY	B4-S012	f83r	B4	lchedy	PROC120	L+CHD+DY	CMD059	FUEHREN · UMSETZEN; SCHLUSS	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten abführen und überführen und den Schritt schließen	YES
E346	C4	OPERATE_OR_APPLY	B4-S013	f83r	B4	qokol	PROC160	OK+OL	CMD093	ANSETZEN · FORTSETZEN	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten weiter einsetzen	YES
E347	C4	OPERATE_OR_APPLY	B4-S013	f83r	B4	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten absetzen lassen und den Schritt schließen	YES
E348	C4	OPERATE_OR_APPLY	B4-S014	f83r	B4	or	PROC016	OR	CMD106	ANSATZ	linke Hauptstation mit offenem Fransenlauf	den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen und den Schritt schließen	YES
E349	C4	OPERATE_OR_APPLY	B4-S014	f83r	B4	chey	PROC019	Y	CMD158	DIES	linke Hauptstation mit offenem Fransenlauf	den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen und den Schritt schließen	YES
E350	C4	OPERATE_OR_APPLY	B4-S014	f83r	B4	qockhey	PROC161	O+CKH+E+Y	CMD071	GANG · DURCHLASS · KURZ · DIES	linke Hauptstation mit offenem Fransenlauf	den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen und den Schritt schließen	YES
E351	C4	OPERATE_OR_APPLY	B4-S014	f83r	B4	dairydy	PROC162	AIR+Y+DY	CMD003	LAUF · DIES; SCHLUSS	linke Hauptstation mit offenem Fransenlauf	den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen und den Schritt schließen	YES
E352	C4	OPERATE_OR_APPLY	B4-S015	f83r	B4	qokain	PROC080	OK+AIN	CMD078	ANSETZEN · PORTION	linke Hauptstation mit offenem Fransenlauf	eine Portion einsetzen	YES
E353	C4	OPERATE_OR_APPLY	B4-S015	f83r	B4	shey	PROC031	SH+EE+Y	CMD141	HALTEN · LANG · DIES	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten länger halten	YES
E354	C4	OPERATE_OR_APPLY	B4-S015	f83r	B4	kain	PROC069	K+AIN	CMD041	ZUFUEHREN · PORTION	linke Hauptstation mit offenem Fransenlauf	eine Portion dosiert zugeben	YES
E355	C4	OPERATE_OR_APPLY	B4-S015	f83r	B4	chckhal	PROC163	CH+CKH+AL	CMD012	ABZIEHEN · DURCHLASS · ZIEL	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten an der bezeichneten Stelle durch den Durchlass ablaufen lassen	YES
E356	C4	OPERATE_OR_APPLY	B4-S015	f83r	B4	solkey	PROC164	SOLK+E+Y	CMD149	AUFFANGEN · KURZ · DIES	rechte Hauptstation mit S-Lauf und Mehrarmknoten	den laufenden Posten kurz auffangen	YES
E357	C4	OPERATE_OR_APPLY	B4-S015	f83r	B4	lchedy	PROC120	L+CHD+DY	CMD059	FUEHREN · UMSETZEN; SCHLUSS	rechte Hauptstation mit S-Lauf und Mehrarmknoten	den laufenden Posten abführen und überführen und den Schritt schließen	YES
E358	C4	OPERATE_OR_APPLY	B4-S016	f83r	B4	qolkain	PROC070	OL+K+AIN	CMD101	FORTSETZEN · ZUFUEHREN · PORTION	rechte Hauptstation mit S-Lauf und Mehrarmknoten	eine Portion weiter dosiert zugeben	YES
E359	C4	OPERATE_OR_APPLY	B4-S016	f83r	B4	dal	PROC055	AL	CMD004	ZIEL	rechte Hauptstation mit S-Lauf und Mehrarmknoten	den laufenden Posten von dort an der bezeichneten Stelle zuführen	YES
E360	C4	OPERATE_OR_APPLY	B4-S016	f83r	B4	skar	PROC165	K+AR	CMD044	ZUFUEHREN · QUELLE	rechte Hauptstation mit S-Lauf und Mehrarmknoten	den laufenden Posten von dort an der bezeichneten Stelle zuführen	YES
E361	C4	OPERATE_OR_APPLY	B4-S016	f83r	B4	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	rechte Hauptstation mit S-Lauf und Mehrarmknoten	den laufenden Posten absetzen lassen und den Schritt schließen	YES
E362	C5	OPERATE_OR_APPLY	B5-S001	f83r	B5	otchdy	PROC166	OT+CHD+DY	CMD114	DANACH · UMSETZEN; SCHLUSS	linke Fransenstation im B5-Nachtrag	danach den laufenden Posten überführen und den Schritt schließen	YES
E363	C5	OPERATE_OR_APPLY	B5-S002	f83r	B5	qokchdy	PROC082	OK+CHD+DY	CMD084	ANSETZEN · UMSETZEN; SCHLUSS	linke Fransenstation im B5-Nachtrag	den laufenden Posten einsetzen und überführen und den Schritt schließen	YES
E364	C5	OPERATE_OR_APPLY	B5-S003	f83r	B5	shedal	PROC142	SHED+AL	CMD146	ABSETZEN · ZIEL	linke Fransenstation im B5-Nachtrag	den laufenden Posten an der bezeichneten Stelle ablagern	YES
E365	C5	OPERATE_OR_APPLY	B5-S003	f83r	B5	dal	PROC055	AL	CMD004	ZIEL	linke Fransenstation im B5-Nachtrag	den laufenden Posten weiter an der bezeichneten Stelle hinleiten	YES
E366	C5	OPERATE_OR_APPLY	B5-S003	f83r	B5	cheol	PROC013	OL	CMD097	FORTSETZEN	linke Fransenstation im B5-Nachtrag	den laufenden Posten weiter an der bezeichneten Stelle hinleiten	YES
E367	C5	OPERATE_OR_APPLY	B5-S003	f83r	B5	lol	PROC167	L+OL	CMD067	FUEHREN · FORTSETZEN	linke Fransenstation im B5-Nachtrag	den laufenden Posten weiter an der bezeichneten Stelle hinleiten	YES
E368	C5	OPERATE_OR_APPLY	B5-S003	f83r	B5	chdal	PROC168	CHD+AL	CMD020	UMSETZEN · ZIEL	linke Fransenstation im B5-Nachtrag	den laufenden Posten an der bezeichneten Stelle umfüllen	YES
E369	C5	OPERATE_OR_APPLY	B5-S003	f83r	B5	aiin	PROC009	AIIN	CMD001	MASS	linke Fransenstation im B5-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß bis zur zweiten Sollstufe abmessen und umsetzen	YES
E370	C5	OPERATE_OR_APPLY	B5-S003	f83r	B5	sol	PROC013	OL	CMD097	FORTSETZEN	linke Fransenstation im B5-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß bis zur zweiten Sollstufe abmessen und umsetzen	YES
E371	C5	OPERATE_OR_APPLY	B5-S003	f83r	B5	daiiin	PROC169	DA+IIN	CMD031	ZWEIT · STUFE	linke Fransenstation im B5-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß bis zur zweiten Sollstufe abmessen und umsetzen	YES
E372	C5	OPERATE_OR_APPLY	B5-S003	f83r	B5	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · DIES	linke Fransenstation im B5-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß bis zur zweiten Sollstufe abmessen und umsetzen	YES
E373	C6	OPERATE_OR_APPLY	B6-S001	f83r	B6	solkeey	PROC170	SOLK+EE+Y	CMD151	AUFFANGEN · LANG · DIES	rechter S-Lauf im B6-Nachtrag	den laufenden Posten länger auffangen	YES
E374	C6	OPERATE_OR_APPLY	B6-S001	f83r	B6	qekey	PROC171	E+K+E+Y	CMD032	KURZ · ZUFUEHREN · KURZ · DIES	rechter S-Lauf im B6-Nachtrag	den laufenden Posten kurz zugeben	YES
E375	C6	OPERATE_OR_APPLY	B6-S001	f83r	B6	raly	PROC172	R+AL+Y	CMD127	KUEHLEN · ZIEL · DIES	rechter S-Lauf im B6-Nachtrag	den laufenden Posten an der bezeichneten Stelle abkühlen lassen	YES
E376	C6	OPERATE_OR_APPLY	B6-S001	f83r	B6	ol	PROC013	OL	CMD097	FORTSETZEN	rechter S-Lauf im B6-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß als Portion an der bezeichneten Stelle hinleiten	YES
E377	C6	OPERATE_OR_APPLY	B6-S001	f83r	B6	daiin	PROC009	AIIN	CMD001	MASS	rechter S-Lauf im B6-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß als Portion an der bezeichneten Stelle hinleiten	YES
E378	C6	OPERATE_OR_APPLY	B6-S001	f83r	B6	ol	PROC013	OL	CMD097	FORTSETZEN	rechter S-Lauf im B6-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß als Portion an der bezeichneten Stelle hinleiten	YES
E379	C6	OPERATE_OR_APPLY	B6-S001	f83r	B6	dain	PROC156	AIN	CMD002	PORTION	rechter S-Lauf im B6-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß als Portion an der bezeichneten Stelle hinleiten	YES
E380	C6	OPERATE_OR_APPLY	B6-S001	f83r	B6	chey	PROC019	Y	CMD158	DIES	rechter S-Lauf im B6-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß als Portion an der bezeichneten Stelle hinleiten	YES
E381	C6	OPERATE_OR_APPLY	B6-S001	f83r	B6	ldalor	PROC173	L+AL+OR	CMD053	FUEHREN · ZIEL · ANSATZ	rechter S-Lauf im B6-Nachtrag	den laufenden Posten weiter nach vorgeschriebenem Maß als Portion an der bezeichneten Stelle hinleiten	YES
