candidate_recipe	current_status	source_neighbor_count	factor_gate_status	scope_selector_rules	portable_factor_rules	amber_factor_rules	blocked_factor_rules	factor_gate_is_occurrence_prediction
S+K+EE+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-EE|FOCUS:K<-Y|PAIR:S>K	NONE	NONE	NO
S+K+L	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:K<-L|PAIR:S>K	NONE	NONE	NO
S+K+O	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	PAIR:S>K	NONE	NONE	NO
S+K+O+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	PAIR:S>K|CLOSE:K	NONE	NONE	NO
S+K+O+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-Y|PAIR:S>K	NONE	NONE	NO
S+K+O+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-Y|PAIR:S>K	NONE	NONE	NO
S+K+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	PAIR:S>K	NONE	NONE	NO
S+K+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-OR|PAIR:S>K	NONE	NONE	NO
S+K+SH+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	PAIR:S>K|PAIR:K>SH|CLOSE:SH	NONE	NONE	NO
S+K+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-Y|PAIR:S>K	NONE	NONE	NO
S+K+Y+D_ADDR+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-Y|PAIR:S>K	NONE	NONE	NO
S+L	OBSERVED	4	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:S<-L	NONE	NONE	NO
S+L+AL	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|AL_AR_ORDERED_FALLBACK	FOCUS:S<-L|FOCUS:S<-AL	NONE	NONE	NO
S+L+CH+E+O+L	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:CH<-L|FOCUS:CH<-E|FOCUS:CH<-L	NONE	NONE	NO
S+L+CH+P+SH+EE+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-L|FOCUS:SH<-EE|FOCUS:SH<-Y|PAIR:CH>P|PAIR:P>SH	NONE	NONE	NO
S+L+CH+T+E+D_ADDR+Y+T+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:CH<-L|FOCUS:T<-E|FOCUS:T<-Y|FOCUS:T<-AR|PAIR:CH>T	NONE	NONE	NO
S+L+CHD+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-L|FOCUS:CHD<-Y	NONE	NONE	NO
S+L+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:S<-L|CLOSE:S	NONE	NONE	NO
S+L+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-L|FOCUS:S<-AIIN	NONE	NONE	NO
S+L+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:S<-L	NONE	NONE	NO
S+L+S+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-L|FOCUS:S<-AIN	NONE	NONE	NO
S+L+S+AL+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-L|FOCUS:S<-AL|FOCUS:S<-Y	NONE	NONE	NO
S+LOCAL_CHAR_F+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-AIIN	NONE	NONE	NO
S+LOCAL_CHAR_F+O+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-AIIN	NONE	NONE	NO
S+LOCAL_CHAR_F+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	NONE	NONE	NONE	NO
S+LOCAL_CHAR_F+OL+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	CLOSE:S	NONE	NONE	NO
S+LOCAL_CHAR_F+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-Y	NONE	NONE	NO
S+O+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-AIIN	NONE	NONE	NO
S+O+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-AIN	NONE	NONE	NO
S+O+CH+LOCAL_CHAR_F+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-Y	NONE	NONE	NO
S+O+CH+LOCAL_CHAR_F+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-Y	NONE	NONE	NO
S+O+CH+T+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:T<-AR|PAIR:CH>T	NONE	NONE	NO
S+O+CH+T+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-E|FOCUS:T<-Y|PAIR:CH>T	NONE	NONE	NO
S+O+CH+T+EEE+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-EEE|FOCUS:T<-Y|PAIR:CH>T	NONE	NONE	NO
S+O+CH+T+O+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIIN|PAIR:CH>T	NONE	NONE	NO
S+O+CH+T+O+D_ADDR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN|PAIR:CH>T	NONE	NONE	NO
S+O+CH+T+O+D_ADDR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-OR|PAIR:CH>T	NONE	NONE	NO
S+O+CH+T+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-Y|PAIR:CH>T	NONE	NONE	NO
S+O+CHD+O	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	NONE	NONE	NONE	NO
S+O+D_ADDR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	NONE	NONE	NONE	NO
S+O+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-AIIN	NONE	NONE	NO
S+O+D_ADDR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-AIN	NONE	NONE	NO
S+O+D_ADDR+L	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:S<-L	NONE	NONE	NO
S+O+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-Y	NONE	NONE	NO
S+O+E+R	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-E	NONE	NONE	NO
S+O+EE+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-EE|FOCUS:S<-AIIN	NONE	NONE	NO
S+O+EE+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-EE|FOCUS:S<-AIN	NONE	NONE	NO
S+O+EE+A_ADDR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-EE	NONE	NONE	NO
S+O+EE+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-EE|FOCUS:S<-OR	NONE	NONE	NO
S+O+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-OR	NONE	NONE	NO
S+O+P	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	NONE	NONE	NONE	NO
S+O+P+CH+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:CH<-AL|PAIR:P>CH	NONE	NONE	NO
S+O+P+CHD+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-Y|PAIR:P>CHD	NONE	NONE	NO
S+O+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	NONE	NONE	NONE	NO
S+O+S+AL+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:S<-AL	NONE	NONE	NO
S+O+S+T+O+D_ADDR+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-Y	NONE	PAIR:S>T	NO
S+OK+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:OK<-AL|PAIR:S>OK	NONE	NONE	NO
S+OK+CH+EE+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:CH<-AIIN|PAIR:S>OK|PAIR:OK>CH	NONE	NONE	NO
S+OK+CH+EE+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:CH<-AIN|PAIR:S>OK|PAIR:OK>CH	NONE	NONE	NO
S+OK+CH+EE+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:CH<-OR|PAIR:S>OK|PAIR:OK>CH	NONE	NONE	NO
S+OK+CHD+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	PAIR:S>OK|PAIR:OK>CHD|CLOSE:CHD	NONE	NONE	NO
S+OK+E+O+D_ADDR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-E|FOCUS:OK<-AIN|PAIR:S>OK	NONE	NONE	NO
S+OK+E+O+D_ADDR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-E|FOCUS:OK<-OR|PAIR:S>OK	NONE	NONE	NO
S+OK+E+O+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-E|FOCUS:OK<-Y|PAIR:S>OK	NONE	NONE	NO
S+OK+S+EE+Y	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-EE|FOCUS:S<-Y|PAIR:S>OK	PAIR:OK>S	NONE	NO
S+OL+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-AIIN	NONE	NONE	NO
S+OL+AIR+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:S<-AIR	NONE	NONE	NO
S+OL+AL+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:S<-AL	NONE	NONE	NO
S+OL+AR+OT	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:S<-AR	NONE	NONE	NO
S+OL+CH+K+AIR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:K<-AIR|PAIR:CH>K	NONE	NONE	NO
S+OL+CH+K+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:K<-AR|PAIR:CH>K	NONE	NONE	NO
S+OL+CH+K+L	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:K<-L|PAIR:CH>K	NONE	NONE	NO
S+OL+CH+OK+AL	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	AL_AR_ORDERED_FALLBACK	FOCUS:OK<-AL	PAIR:CH>OK	NONE	NO
S+OL+CH+P+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:P<-AL|PAIR:CH>P	NONE	NONE	NO
S+OL+CHD+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-AIIN	NONE	NONE	NO
S+OL+CHD+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-AIN	NONE	NONE	NO
S+OL+CHD+E	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-E	NONE	NONE	NO
S+OL+CHD+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-OR	NONE	NONE	NO
S+OL+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-AIIN	NONE	NONE	NO
S+OL+D_ADDR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-AIN	NONE	NONE	NO
S+OL+D_ADDR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-OR	NONE	NONE	NO
S+OL+D_ADDR+SH+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-Y	NONE	NONE	NO
S+OL+E+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-E	NONE	NONE	NO
S+OL+L+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:S<-L	NONE	NONE	NO
S+OL+O+D_ADDR+AN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	NONE	NONE	NONE	NO
S+OL+S+K+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:K<-AL|PAIR:S>K	NONE	NONE	NO
S+OL+SH+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-Y	NONE	NONE	NO
S+OL+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-Y	NONE	NONE	NO
S+OR	OBSERVED	3	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-OR	NONE	NONE	NO
S+OR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-OR|FOCUS:S<-AIIN	NONE	NONE	NO
S+OR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-OR|FOCUS:S<-AIN	NONE	NONE	NO
S+OR+AIN+R	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-OR|FOCUS:S<-AIN	NONE	NONE	NO
S+OR+CH+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-OR|FOCUS:CH<-Y	NONE	NONE	NO
S+OR+CHD+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-OR|FOCUS:CHD<-Y	NONE	NONE	NO
S+OR+IIN+R	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-OR	NONE	NONE	NO
S+OR+OL+S+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:S<-OR|FOCUS:S<-AL	NONE	NONE	NO
S+OR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-OR|FOCUS:S<-OR	NONE	NONE	NO
S+OR+OR+R	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-OR|FOCUS:S<-OR	NONE	NONE	NO
S+OR+SH+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-OR|FOCUS:SH<-AIIN	NONE	NONE	NO
S+OR+SH+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-OR|FOCUS:SH<-AIN	NONE	NONE	NO
S+OR+SH+E+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-OR|FOCUS:SH<-E|CLOSE:SH	NONE	NONE	NO
S+OR+SH+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-OR|FOCUS:SH<-OR	NONE	NONE	NO
S+OR+Y+R	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-OR|FOCUS:S<-Y	NONE	NONE	NO
S+OT+AIIN	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-AIIN	NONE	NONE	NO
S+OT+AIN	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-AIN	NONE	NONE	NO
S+OT+AM_ADDR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	NONE	NONE	NONE	NO
S+OT+AR+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:S<-AR	NONE	NONE	NO
S+OT+CH+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-Y	NONE	NONE	NO
S+OT+CH+K+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:K<-AL|PAIR:CH>K	NONE	NONE	NO
S+OT+CHD+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-Y	NONE	NONE	NO
S+OT+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-Y	NONE	NONE	NO
S+OT+E+OT	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-E	NONE	NONE	NO
S+OT+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-E|FOCUS:S<-Y	NONE	NONE	NO
S+OT+EE+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-EE|FOCUS:S<-Y	NONE	NONE	NO
S+OT+O+M_LOCAL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	NONE	NONE	NONE	NO
S+OT+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	NONE	NONE	NONE	NO
S+OT+OR	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-OR	NONE	NONE	NO
S+OT+SH+E	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E	NONE	NONE	NO
S+OT+Y	OBSERVED	2	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-Y	NONE	NONE	NO
S+P+AL	ABSENT	2	STOP__UNLICENSED_FACTOR	AL_AR_ORDERED_FALLBACK	FOCUS:P<-AL	NONE	PAIR:S>P	NO
S+P+AL+DY	ABSENT	1	STOP__UNLICENSED_FACTOR	AL_AR_ORDERED_FALLBACK	FOCUS:P<-AL|CLOSE:P	NONE	PAIR:S>P	NO
S+P+AR	ABSENT	1	STOP__UNLICENSED_FACTOR	AL_AR_ORDERED_FALLBACK	FOCUS:P<-AR	NONE	PAIR:S>P	NO
S+P+CH+EE+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-EE|FOCUS:CH<-Y|PAIR:P>CH	NONE	PAIR:S>P	NO
S+P+CH+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-Y|PAIR:P>CH	NONE	PAIR:S>P	NO
S+P+CHD+DY	ABSENT	1	STOP__UNLICENSED_FACTOR	NONE	PAIR:P>CHD|CLOSE:CHD	NONE	PAIR:S>P	NO
S+P+E+AL+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-E|FOCUS:P<-AL|FOCUS:P<-Y	NONE	PAIR:S>P	NO
S+P+E+DY	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:P<-E|CLOSE:P	NONE	PAIR:S>P	NO
S+P+E+O+DY	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:P<-E|CLOSE:P	NONE	PAIR:S>P	NO
S+P+E+O+D_ADDR+AIIN	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-E|FOCUS:P<-AIIN	NONE	PAIR:S>P	NO
S+P+E+S+AIIN	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-E|FOCUS:S<-AIIN	NONE	PAIR:S>P	NO
S+P+E+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-E|FOCUS:P<-Y	NONE	PAIR:S>P	NO
S+P+EE+DY	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:P<-EE|CLOSE:P	NONE	PAIR:S>P	NO
S+P+EEE+D_ADDR+OL	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:P<-EEE	NONE	PAIR:S>P	NO
S+P+O	ABSENT	1	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:S>P	NO
S+P+O+D_ADDR+AIIN+L+S	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:S<-AIIN|FOCUS:S<-L	NONE	PAIR:S>P	NO
S+P+O+D_ADDR+AL	ABSENT	1	STOP__UNLICENSED_FACTOR	AL_AR_ORDERED_FALLBACK	FOCUS:P<-AL	NONE	PAIR:S>P	NO
S+P+O+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:P<-Y	NONE	PAIR:S>P	NO
S+P+OL	ABSENT	1	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:S>P	NO
S+P+OR	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:P<-OR	NONE	PAIR:S>P	NO
S+P+SH+EE+DY	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-EE|PAIR:P>SH|CLOSE:SH	NONE	PAIR:S>P	NO
S+P+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:P<-Y	NONE	PAIR:S>P	NO
S+R	ABSENT	1	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:S>R	NO
S+S	ABSENT	1	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:S>S	NO
S+S+DY	ABSENT	1	STOP__UNLICENSED_FACTOR	NONE	CLOSE:S	NONE	PAIR:S>S	NO
