event_ordinal	occurrence_id	source_selector	physical_folio	locus	token_index	token_count	distance_from_end	distance_cell	position_class	position4	masked_target	stem	terminal	left_context	right_context	left_context_sensitivity	right_context_sensitivity	paired_neighbour	direct_388	population	page_fold	stem_fold	semantic_export_credit
3258	GDT800-O3258	f80v	f80v	f80v.40	9	10	1	1	INTERNAL	PENULTIMATE	qota{l|m}	qota	l	chedy	olchedy	chedy	olchedy	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3259	GDT800-O3259	f80v	f80v	f80v.41	2	10	8	5	INTERNAL	EARLIER	aro{l|m}	aro	l	tor	ar	tor	ar	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3260	GDT800-O3260	f80v	f80v	f80v.41	10	10	0	0	FINAL	FINAL	qoka{l|m}	qoka	l	chckhy	NONE	chckhy	NONE	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3261	GDT800-O3261	f80v	f80v	f80v.42	2	11	9	5	INTERNAL	EARLIER	o{l|m}	o	l	pol	aiin	pol	aiin	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3262	GDT800-O3262	f80v	f80v	f80v.42	4	11	7	5	INTERNAL	EARLIER	olka{l|m}	olka	l	aiin	shar	aiin	shar	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3263	GDT800-O3263	f80v	f80v	f80v.42	7	11	4	4	INTERNAL	EARLIER	qoko{l|m}	qoko	l	shedy	chdy	shedy	chdy	0	0	CACHE_REST_3749	2	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3264	GDT800-O3264	f80v	f80v	f80v.42	11	11	0	0	FINAL	FINAL	a{l|m}	a	l	dar	NONE	dar	NONE	0	0	CACHE_REST_3749	2	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3265	GDT800-O3265	f80v	f80v	f80v.44	1	2	1	1	FIRST	PENULTIMATE	qoka{l|m}	qoka	l	NONE	orol	NONE	NONE	1	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3266	GDT800-O3266	f80v	f80v	f80v.44	2	2	0	0	FINAL	FINAL	oro{l|m}	oro	l	qokal	NONE	NONE	NONE	1	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3267	GDT800-O3267	f80v	f80v	f80v.5	8	8	0	0	FINAL	FINAL	o{l|m}	o	l	qotain	NONE	qotain	NONE	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3268	GDT800-O3268	f80v	f80v	f80v.7	3	8	5	5	INTERNAL	EARLIER	qoko{l|m}	qoko	l	tchey	shedy	tchey	shedy	0	0	CACHE_REST_3749	2	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3269	GDT800-O3269	f80v	f80v	f80v.8	5	9	4	4	INTERNAL	EARLIER	sheo{l|m}	sheo	l	qokain	qokchdy	qokain	qokchdy	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3270	GDT800-O3270	f80v	f80v	f80v.9	3	11	8	5	INTERNAL	EARLIER	to{l|m}	to	l	qol	tal	qol	NONE	1	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3271	GDT800-O3271	f80v	f80v	f80v.9	4	11	7	5	INTERNAL	EARLIER	ta{l|m}	ta	l	tol	taldain	NONE	taldain	1	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3272	GDT800-O3272	f80v	f80v	f80v.9	7	11	4	4	INTERNAL	EARLIER	qoka{l|m}	qoka	l	chckhy	dol	chckhy	NONE	1	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3273	GDT800-O3273	f80v	f80v	f80v.9	8	11	3	3	INTERNAL	EARLIER	do{l|m}	do	l	qokal	checthy	NONE	checthy	1	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3274	GDT800-O3274	f80v	f80v	f80v.9	10	11	1	1	INTERNAL	PENULTIMATE	qoka{l|m}	qoka	l	checthy	ly	checthy	ly	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3275	GDT800-O3275	f81r	f81r	f81r.1	3	7	4	4	INTERNAL	EARLIER	sho{l|m}	sho	l	qokedy	opchedy	qokedy	opchedy	0	0	CACHE_REST_3749	3	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3276	GDT800-O3276	f81r	f81r	f81r.10	1	6	5	5	FIRST	EARLIER	cho{l|m}	cho	l	NONE	dain	NONE	dain	0	1	DIRECT_388	3	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3277	GDT800-O3277	f81r	f81r	f81r.12	3	6	3	3	INTERNAL	EARLIER	o{l|m}	o	l	tedy	sheedy	tedy	sheedy	0	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3278	GDT800-O3278	f81r	f81r	f81r.13	1	6	5	5	FIRST	EARLIER	dcho{l|m}	dcho	l	NONE	shedy	NONE	shedy	0	0	CACHE_REST_3749	3	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3279	GDT800-O3279	f81r	f81r	f81r.14	5	6	1	1	INTERNAL	PENULTIMATE	aro{l|m}	aro	l	ain	oeeedy	ain	oeeedy	0	0	CACHE_REST_3749	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3280	GDT800-O3280	f81r	f81r	f81r.15	2	5	3	3	INTERNAL	EARLIER	o{l|m}	o	l	sain	cheedy	sain	cheedy	0	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3281	GDT800-O3281	f81r	f81r	f81r.16	5	6	1	1	INTERNAL	PENULTIMATE	opo{l|m}	opo	l	olpchedy	oraisy	olpchedy	oraisy	0	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3282	GDT800-O3282	f81r	f81r	f81r.17	6	7	1	1	INTERNAL	PENULTIMATE	o{l|m}	o	l	qokedy	ochedar	qokedy	ochedar	0	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3283	GDT800-O3283	f81r	f81r	f81r.18	3	6	3	3	INTERNAL	EARLIER	o{l|m}	o	l	shedy	shedy	shedy	shedy	0	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3284	GDT800-O3284	f81r	f81r	f81r.19	5	5	0	0	FINAL	FINAL	ola{l|m}	ola	m	qoteedy	NONE	qoteedy	NONE	0	0	CACHE_REST_3749	3	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3285	GDT800-O3285	f81r	f81r	f81r.2	4	8	4	4	INTERNAL	EARLIER	qoko{l|m}	qoko	l	alched	chol	alched	NONE	1	0	CACHE_REST_3749	3	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3286	GDT800-O3286	f81r	f81r	f81r.2	5	8	3	3	INTERNAL	EARLIER	cho{l|m}	cho	l	qokol	otar	NONE	otar	1	1	DIRECT_388	3	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3287	GDT800-O3287	f81r	f81r	f81r.21	2	7	5	5	INTERNAL	EARLIER	qoka{l|m}	qoka	l	dshedy	olkeey	dshedy	olkeey	0	1	DIRECT_388	3	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3288	GDT800-O3288	f81r	f81r	f81r.21	7	7	0	0	FINAL	FINAL	lo{l|m}	lo	l	otey	NONE	otey	NONE	0	1	DIRECT_388	3	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3289	GDT800-O3289	f81r	f81r	f81r.22	1	9	8	5	FIRST	EARLIER	qota{l|m}	qota	l	NONE	chedy	NONE	chedy	0	0	CACHE_REST_3749	3	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3290	GDT800-O3290	f81r	f81r	f81r.22	4	9	5	5	INTERNAL	EARLIER	o{l|m}	o	l	qol	daiin	qol	daiin	0	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3291	GDT800-O3291	f81r	f81r	f81r.22	6	9	3	3	INTERNAL	EARLIER	o{l|m}	o	l	daiin	chedar	daiin	chedar	0	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3292	GDT800-O3292	f81r	f81r	f81r.22	8	9	1	1	INTERNAL	PENULTIMATE	o{l|m}	o	l	chedar	oly	chedar	oly	0	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3293	GDT800-O3293	f81r	f81r	f81r.24	4	7	3	3	INTERNAL	EARLIER	cheo{l|m}	cheo	l	shecphy	qotaldar	shecphy	qotaldar	0	1	DIRECT_388	3	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3294	GDT800-O3294	f81r	f81r	f81r.25	6	8	2	2	INTERNAL	EARLIER	oka{l|m}	oka	l	okair	chedy	okair	chedy	0	1	DIRECT_388	3	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3295	GDT800-O3295	f81r	f81r	f81r.26	3	7	4	4	INTERNAL	EARLIER	oteo{l|m}	oteo	l	qokey	qol	qokey	qol	0	0	CACHE_REST_3749	3	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3296	GDT800-O3296	f81r	f81r	f81r.27	1	6	5	5	FIRST	EARLIER	so{l|m}	so	l	NONE	chedy	NONE	chedy	0	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3297	GDT800-O3297	f81r	f81r	f81r.27	5	6	1	1	INTERNAL	PENULTIMATE	do{l|m}	do	l	olkedy	qokchedy	olkedy	qokchedy	0	0	CACHE_REST_3749	3	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3298	GDT800-O3298	f81r	f81r	f81r.29	9	9	0	0	FINAL	FINAL	o{l|m}	o	l	olkaiin	NONE	olkaiin	NONE	0	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3299	GDT800-O3299	f81r	f81r	f81r.3	4	8	4	4	INTERNAL	EARLIER	olka{l|m}	olka	l	chees	ol	chees	NONE	1	0	CACHE_REST_3749	3	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3300	GDT800-O3300	f81r	f81r	f81r.3	5	8	3	3	INTERNAL	EARLIER	o{l|m}	o	l	olkal	chedy	NONE	chedy	1	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3301	GDT800-O3301	f81r	f81r	f81r.30	6	8	2	2	INTERNAL	EARLIER	o{l|m}	o	l	olkar	kaiin	olkar	kaiin	0	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3302	GDT800-O3302	f81r	f81r	f81r.31	1	11	10	5	FIRST	EARLIER	so{l|m}	so	l	NONE	shedy	NONE	shedy	0	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3303	GDT800-O3303	f81r	f81r	f81r.31	3	11	8	5	INTERNAL	EARLIER	o{l|m}	o	l	shedy	lchedy	shedy	lchedy	0	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3304	GDT800-O3304	f81r	f81r	f81r.4	3	7	4	4	INTERNAL	EARLIER	o{l|m}	o	l	qokain	ol	qokain	NONE	1	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3305	GDT800-O3305	f81r	f81r	f81r.4	4	7	3	3	INTERNAL	EARLIER	o{l|m}	o	l	ol	chcthy	NONE	chcthy	1	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3306	GDT800-O3306	f81r	f81r	f81r.4	7	7	0	0	FINAL	FINAL	a{l|m}	a	l	ykeedy	NONE	ykeedy	NONE	0	1	DIRECT_388	3	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3307	GDT800-O3307	f81r	f81r	f81r.5	2	9	7	5	INTERNAL	EARLIER	cheo{l|m}	cheo	l	qol	okeey	qol	okeey	0	1	DIRECT_388	3	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3308	GDT800-O3308	f81r	f81r	f81r.5	4	9	5	5	INTERNAL	EARLIER	o{l|m}	o	l	okeey	ol	okeey	NONE	1	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3309	GDT800-O3309	f81r	f81r	f81r.5	5	9	4	4	INTERNAL	EARLIER	o{l|m}	o	l	ol	olaiin	NONE	olaiin	1	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3310	GDT800-O3310	f81r	f81r	f81r.5	7	9	2	2	INTERNAL	EARLIER	o{l|m}	o	l	olaiin	or	olaiin	or	0	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3311	GDT800-O3311	f81r	f81r	f81r.6	2	7	5	5	INTERNAL	EARLIER	o{l|m}	o	l	sar	eses	sar	eses	0	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3312	GDT800-O3312	f81r	f81r	f81r.6	7	7	0	0	FINAL	FINAL	o{l|m}	o	l	qokeey	NONE	qokeey	NONE	0	1	DIRECT_388	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3313	GDT800-O3313	f81v	f81v	f81v.1	4	11	7	5	INTERNAL	EARLIER	sheka{l|m}	sheka	l	keedy	dal	keedy	NONE	1	0	CACHE_REST_3749	4	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3314	GDT800-O3314	f81v	f81v	f81v.1	5	11	6	5	INTERNAL	EARLIER	da{l|m}	da	l	shekal	dar	NONE	dar	1	1	DIRECT_388	4	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3315	GDT800-O3315	f81v	f81v	f81v.1	7	11	4	4	INTERNAL	EARLIER	o{l|m}	o	l	dar	pchedy	dar	pchedy	0	1	DIRECT_388	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3316	GDT800-O3316	f81v	f81v	f81v.10	8	8	0	0	FINAL	FINAL	daira{l|m}	daira	m	qoty	NONE	qoty	NONE	0	1	DIRECT_388	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3317	GDT800-O3317	f81v	f81v	f81v.12	2	9	7	5	INTERNAL	EARLIER	o{l|m}	o	l	qol	chdy	qol	chdy	0	1	DIRECT_388	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3318	GDT800-O3318	f81v	f81v	f81v.13	9	9	0	0	FINAL	FINAL	oka{l|m}	oka	l	ykedy	NONE	ykedy	NONE	0	1	DIRECT_388	4	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3319	GDT800-O3319	f81v	f81v	f81v.15	1	9	8	5	FIRST	EARLIER	qoka{l|m}	qoka	l	NONE	chedy	NONE	chedy	0	1	DIRECT_388	4	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3320	GDT800-O3320	f81v	f81v	f81v.15	3	9	6	5	INTERNAL	EARLIER	o{l|m}	o	l	chedy	sheey	chedy	sheey	0	1	DIRECT_388	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3321	GDT800-O3321	f81v	f81v	f81v.16	4	10	6	5	INTERNAL	EARLIER	o{l|m}	o	l	qoeedy	chy	qoeedy	chy	0	1	DIRECT_388	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3322	GDT800-O3322	f81v	f81v	f81v.17	3	9	6	5	INTERNAL	EARLIER	o{l|m}	o	l	chedy	shedy	chedy	shedy	0	1	DIRECT_388	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3323	GDT800-O3323	f81v	f81v	f81v.17	8	9	1	1	INTERNAL	PENULTIMATE	d{l|m}	d	l	ckhy	ral	ckhy	NONE	1	0	CACHE_REST_3749	4	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3324	GDT800-O3324	f81v	f81v	f81v.17	9	9	0	0	FINAL	FINAL	ra{l|m}	ra	l	dl	NONE	NONE	NONE	1	1	DIRECT_388	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3325	GDT800-O3325	f81v	f81v	f81v.18	3	10	7	5	INTERNAL	EARLIER	o{l|m}	o	l	chey	cheky	chey	cheky	0	1	DIRECT_388	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3326	GDT800-O3326	f81v	f81v	f81v.18	5	10	5	5	INTERNAL	EARLIER	o{l|m}	o	l	cheky	shedy	cheky	shedy	0	1	DIRECT_388	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3327	GDT800-O3327	f81v	f81v	f81v.19	2	10	8	5	INTERNAL	EARLIER	o{l|m}	o	l	solkeey	shedy	solkeey	shedy	0	1	DIRECT_388	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3328	GDT800-O3328	f81v	f81v	f81v.19	8	10	2	2	INTERNAL	EARLIER	qoka{l|m}	qoka	l	qokar	dol	qokar	NONE	1	1	DIRECT_388	4	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3329	GDT800-O3329	f81v	f81v	f81v.19	9	10	1	1	INTERNAL	PENULTIMATE	do{l|m}	do	l	qokal	chy	NONE	chy	1	0	CACHE_REST_3749	4	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3330	GDT800-O3330	f81v	f81v	f81v.2	4	12	8	5	INTERNAL	EARLIER	oka{l|m}	oka	l	kair	sar	kair	sar	0	1	DIRECT_388	4	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3331	GDT800-O3331	f81v	f81v	f81v.2	6	12	6	5	INTERNAL	EARLIER	o{l|m}	o	l	sar	kain	sar	kain	0	1	DIRECT_388	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3332	GDT800-O3332	f81v	f81v	f81v.2	9	12	3	3	INTERNAL	EARLIER	a{l|m}	a	l	olkain	ol	olkain	NONE	1	1	DIRECT_388	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3333	GDT800-O3333	f81v	f81v	f81v.2	10	12	2	2	INTERNAL	EARLIER	o{l|m}	o	l	al	rol	NONE	NONE	1	1	DIRECT_388	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3334	GDT800-O3334	f81v	f81v	f81v.2	11	12	1	1	INTERNAL	PENULTIMATE	ro{l|m}	ro	l	ol	dl	NONE	NONE	1	0	CACHE_REST_3749	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3335	GDT800-O3335	f81v	f81v	f81v.2	12	12	0	0	FINAL	FINAL	d{l|m}	d	l	rol	NONE	NONE	NONE	1	0	CACHE_REST_3749	4	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3336	GDT800-O3336	f81v	f81v	f81v.20	2	8	6	5	INTERNAL	EARLIER	cheka{l|m}	cheka	l	qocthey	chedy	qocthey	chedy	0	1	DIRECT_388	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3337	GDT800-O3337	f81v	f81v	f81v.21	7	9	2	2	INTERNAL	EARLIER	lcheda{l|m}	lcheda	l	qolky	qol	qolky	qol	0	0	CACHE_REST_3749	4	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3338	GDT800-O3338	f81v	f81v	f81v.22	1	8	7	5	FIRST	EARLIER	qoka{l|m}	qoka	l	NONE	qol	NONE	qol	0	1	DIRECT_388	4	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3339	GDT800-O3339	f81v	f81v	f81v.22	5	8	3	3	INTERNAL	EARLIER	da{l|m}	da	l	cheey	lchedy	cheey	lchedy	0	1	DIRECT_388	4	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3340	GDT800-O3340	f81v	f81v	f81v.23	1	9	8	5	FIRST	EARLIER	sho{l|m}	sho	l	NONE	qetchy	NONE	qetchy	0	0	CACHE_REST_3749	4	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3341	GDT800-O3341	f81v	f81v	f81v.23	8	9	1	1	INTERNAL	PENULTIMATE	ro{l|m}	ro	l	dchedy	olcthdy	dchedy	olcthdy	0	0	CACHE_REST_3749	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3342	GDT800-O3342	f81v	f81v	f81v.24	3	10	7	5	INTERNAL	EARLIER	qoka{l|m}	qoka	l	okchedy	okeey	okchedy	okeey	0	1	DIRECT_388	4	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3343	GDT800-O3343	f81v	f81v	f81v.24	7	10	3	3	INTERNAL	EARLIER	sa{l|m}	sa	l	cheedy	teol	cheedy	teol	0	1	DIRECT_388	4	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3344	GDT800-O3344	f81v	f81v	f81v.25	3	12	9	5	INTERNAL	EARLIER	sho{l|m}	sho	l	qotedy	chedy	qotedy	chedy	0	0	CACHE_REST_3749	4	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3345	GDT800-O3345	f81v	f81v	f81v.25	7	12	5	5	INTERNAL	EARLIER	o{l|m}	o	l	shchey	chey	shchey	chey	0	1	DIRECT_388	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3346	GDT800-O3346	f81v	f81v	f81v.26	1	9	8	5	FIRST	EARLIER	o{l|m}	o	l	NONE	checholtar	NONE	checholtar	0	1	DIRECT_388	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3347	GDT800-O3347	f81v	f81v	f81v.26	5	9	4	4	INTERNAL	EARLIER	da{l|m}	da	l	okedy	shey	okedy	shey	0	1	DIRECT_388	4	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3348	GDT800-O3348	f81v	f81v	f81v.26	9	9	0	0	FINAL	FINAL	okeo{l|m}	okeo	l	olkeedy	NONE	olkeedy	NONE	0	1	DIRECT_388	4	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3349	GDT800-O3349	f81v	f81v	f81v.27	7	7	0	0	FINAL	FINAL	cha{l|m}	cha	l	shckhedy	NONE	shckhedy	NONE	0	1	DIRECT_388	4	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3350	GDT800-O3350	f81v	f81v	f81v.28	2	2	0	0	FINAL	FINAL	olka{l|m}	olka	l	otain	NONE	otain	NONE	0	0	CACHE_REST_3749	4	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3351	GDT800-O3351	f81v	f81v	f81v.3	8	9	1	1	INTERNAL	PENULTIMATE	dala{l|m}	dala	l	chdy	oldy	chdy	oldy	0	0	CACHE_REST_3749	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3352	GDT800-O3352	f81v	f81v	f81v.4	5	10	5	5	INTERNAL	EARLIER	o{l|m}	o	l	dy	kaiin	dy	kaiin	0	1	DIRECT_388	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3353	GDT800-O3353	f81v	f81v	f81v.6	3	11	8	5	INTERNAL	EARLIER	o{l|m}	o	l	okaiin	chedy	okaiin	chedy	0	1	DIRECT_388	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3354	GDT800-O3354	f81v	f81v	f81v.6	5	11	6	5	INTERNAL	EARLIER	cheo{l|m}	cheo	l	chedy	lky	chedy	lky	0	1	DIRECT_388	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3355	GDT800-O3355	f81v	f81v	f81v.7	2	9	7	5	INTERNAL	EARLIER	o{l|m}	o	l	olor	sheckhal	olor	sheckhal	0	1	DIRECT_388	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3356	GDT800-O3356	f82r	f82r	f82r.1	2	8	6	5	INTERNAL	EARLIER	qokeo{l|m}	qokeo	l	qosheedy	daiin	qosheedy	daiin	0	1	DIRECT_388	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3357	GDT800-O3357	f82r	f82r	f82r.11	6	8	2	2	INTERNAL	EARLIER	qota{l|m}	qota	l	chopchedy	chedy	chopchedy	chedy	0	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3358	GDT800-O3358	f82r	f82r	f82r.11	8	8	0	0	FINAL	FINAL	ka{l|m}	ka	m	chedy	NONE	chedy	NONE	0	1	DIRECT_388	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3359	GDT800-O3359	f82r	f82r	f82r.12	6	8	2	2	INTERNAL	EARLIER	lolo{l|m}	lolo	l	checkho	okal	checkho	NONE	1	0	CACHE_REST_3749	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3360	GDT800-O3360	f82r	f82r	f82r.12	7	8	1	1	INTERNAL	PENULTIMATE	oka{l|m}	oka	l	lolol	okarchedy	NONE	okarchedy	1	1	DIRECT_388	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3361	GDT800-O3361	f82r	f82r	f82r.14	3	9	6	5	INTERNAL	EARLIER	qoka{l|m}	qoka	l	olchy	chey	olchy	chey	0	1	DIRECT_388	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3362	GDT800-O3362	f82r	f82r	f82r.16	7	12	5	5	INTERNAL	EARLIER	o{l|m}	o	l	or	s	or	s	0	1	DIRECT_388	0	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3363	GDT800-O3363	f82r	f82r	f82r.16	12	12	0	0	FINAL	FINAL	da{l|m}	da	m	ra	NONE	ra	NONE	0	1	DIRECT_388	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3364	GDT800-O3364	f82r	f82r	f82r.18	5	12	7	5	INTERNAL	EARLIER	da{l|m}	da	l	shedy	chedar	shedy	chedar	0	1	DIRECT_388	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3365	GDT800-O3365	f82r	f82r	f82r.2	6	8	2	2	INTERNAL	EARLIER	qoka{l|m}	qoka	l	qokeedy	lcheckhy	qokeedy	lcheckhy	0	1	DIRECT_388	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3366	GDT800-O3366	f82r	f82r	f82r.20	5	9	4	4	INTERNAL	EARLIER	sheo{l|m}	sheo	l	shedy	keeedy	shedy	keeedy	0	1	DIRECT_388	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3367	GDT800-O3367	f82r	f82r	f82r.21	10	10	0	0	FINAL	FINAL	da{l|m}	da	l	qokeey	NONE	qokeey	NONE	0	1	DIRECT_388	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3368	GDT800-O3368	f82r	f82r	f82r.24	4	10	6	5	INTERNAL	EARLIER	sa{l|m}	sa	l	qokeoy	raiin	qokeoy	raiin	0	1	DIRECT_388	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3369	GDT800-O3369	f82r	f82r	f82r.25	1	10	9	5	FIRST	EARLIER	do{l|m}	do	l	NONE	qoesedy	NONE	qoesedy	0	0	CACHE_REST_3749	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3370	GDT800-O3370	f82r	f82r	f82r.26	3	9	6	5	INTERNAL	EARLIER	chea{l|m}	chea	l	qokeedy	lchedar	qokeedy	lchedar	0	0	CACHE_REST_3749	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
3371	GDT800-O3371	f82r	f82r	f82r.30	3	9	6	5	INTERNAL	EARLIER	cheo{l|m}	cheo	l	raiin	qoteey	raiin	qoteey	0	1	DIRECT_388	0	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
