unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer
300	BIOLOGICAL_PROSE	f83r	B3-S030	E300	schedair	B3_MAIN_ARCH_LINKED_PAIR	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Wasser weiterleiten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
301	BIOLOGICAL_PROSE	f83r	B3-S030	E301	otchedy	B3_MAIN_ARCH_LINKED_PAIR	C02	Danach oder in demselben Gang: nächsten Posten überführen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
302	BIOLOGICAL_PROSE	f83r	B3-S031	E302	qokeedy	B3_MAIN_ARCH_LINKED_PAIR	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
303	BIOLOGICAL_PROSE	f83r	B3-S032	E303	chedain	B3_MAIN_ARCH_LINKED_PAIR	C06	Führe es in der angegebenen Portion oder Stufe aus: Portion umsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
304	BIOLOGICAL_PROSE	f83r	B3-S032	E304	chedy	B3_MAIN_ARCH_LINKED_PAIR	C07	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
305	BIOLOGICAL_PROSE	f83r	B3-S032	E305	qotedaiin	B3_MAIN_ARCH_LINKED_PAIR	C02	Danach oder in demselben Gang: kurzes Folgemass.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
306	BIOLOGICAL_PROSE	f83r	B3-S032	E306	otaiin	B3_MAIN_ARCH_LINKED_PAIR	C02	Danach oder in demselben Gang: Folgemaß.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
307	BIOLOGICAL_PROSE	f83r	B3-S032	E307	otedy	B3_MAIN_ARCH_LINKED_PAIR	C02	Danach oder in demselben Gang: kurze Folge; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
308	BIOLOGICAL_PROSE	f83r	B3-S033	E308	ldy	B3_MAIN_ARCH_LINKED_PAIR	C01	Setze die gelernte Fachkarte: abziehen; Ende.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
309	BIOLOGICAL_PROSE	f83r	B3-S034	E309	soiiin	B3_MAIN_ARCH_LINKED_PAIR	C10	Setze Maß, Portion oder Stufe: Sollstufe.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
310	BIOLOGICAL_PROSE	f83r	B3-S034	E310	checthy	B3_MAIN_ARCH_LINKED_PAIR	C07	Führe es mit diesem laufenden Posten aus: bereit.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
311	BIOLOGICAL_PROSE	f83r	B3-S034	E311	chety	B3_MAIN_ARCH_LINKED_PAIR	C06	Führe es in der angegebenen Portion oder Stufe aus: Teil abtrennen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
312	BIOLOGICAL_PROSE	f83r	B3-S034	E312	otaiin	B3_MAIN_ARCH_LINKED_PAIR	C02	Danach oder in demselben Gang: Folgemaß.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
313	BIOLOGICAL_PROSE	f83r	B3-S034	E313	olsaly	B3_MAIN_ARCH_LINKED_PAIR	C11	Setze die bezeichnete Zielstelle: untere Zielstelle.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
314	BIOLOGICAL_PROSE	f83r	B3-S034	E314	shedy	B3_MAIN_ARCH_LINKED_PAIR	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
315	BIOLOGICAL_PROSE	f83r	B4-S001	E315	qokeedy	B4_MAIN_ARCH_LINKED_PAIR	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
316	BIOLOGICAL_PROSE	f83r	B4-S002	E316	qolchey	B4_MAIN_ARCH_LINKED_PAIR	C02	Danach oder in demselben Gang: diesen Posten weiterfuehren.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
317	BIOLOGICAL_PROSE	f83r	B4-S002	E317	qokeey	B4_MAIN_ARCH_LINKED_PAIR	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
318	BIOLOGICAL_PROSE	f83r	B4-S002	E318	qokedy	B4_MAIN_ARCH_LINKED_PAIR	C03	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
319	BIOLOGICAL_PROSE	f83r	B4-S003	E319	chedy	B4_MAIN_ARCH_LINKED_PAIR	C07	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
320	BIOLOGICAL_PROSE	f83r	B4-S003	E320	otal	B4_MAIN_ARCH_LINKED_PAIR	C02	Danach oder in demselben Gang: danach dorthin.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
321	BIOLOGICAL_PROSE	f83r	B4-S003	E321	otchey	B4_MAIN_ARCH_LINKED_PAIR	C02	Danach oder in demselben Gang: nächster Teilposten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
322	BIOLOGICAL_PROSE	f83r	B4-S003	E322	qokeey	B4_MAIN_ARCH_LINKED_PAIR	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
323	BIOLOGICAL_PROSE	f83r	B4-S003	E323	qoky	B4_MAIN_ARCH_LINKED_PAIR	C07	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
324	BIOLOGICAL_PROSE	f83r	B4-S003	E324	tol	B4_MAIN_ARCH_LINKED_PAIR	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
325	BIOLOGICAL_PROSE	f83r	B4-S003	E325	shedy	B4_MAIN_ARCH_LINKED_PAIR	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
326	BIOLOGICAL_PROSE	f83r	B4-S004	E326	qokylddy	B4_MAIN_ARCH_LINKED_PAIR	C01	Setze die gelernte Fachkarte: aktuellen Posten befestigen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
327	BIOLOGICAL_PROSE	f83r	B4-S005	E327	dain	B4_MAIN_ARCH_LINKED_PAIR	C01	Setze die gelernte Fachkarte: Tuch.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
328	BIOLOGICAL_PROSE	f83r	B4-S005	E328	chedy	B4_MAIN_ARCH_LINKED_PAIR	C07	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
329	BIOLOGICAL_PROSE	f83r	B4-S005	E329	qokeedy	B4_MAIN_ARCH_LINKED_PAIR	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
330	BIOLOGICAL_PROSE	f83r	B4-S006	E330	shckhedy	B4_MAIN_ARCH_LINKED_PAIR	C08	Führe die Handlung aus; schließe nur bei Endkarte: seihen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
331	BIOLOGICAL_PROSE	f83r	B4-S007	E331	shckhedy	B4_MAIN_ARCH_LINKED_PAIR	C08	Führe die Handlung aus; schließe nur bei Endkarte: seihen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
332	BIOLOGICAL_PROSE	f83r	B4-S008	E332	saiin	B4_MAIN_ARCH_LINKED_PAIR	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
333	BIOLOGICAL_PROSE	f83r	B4-S008	E333	cheeky	B4_MAIN_ARCH_LINKED_PAIR	C03	Führe aus und beachte Dauer oder Endpunkt: länger erwärmen und offen halten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
334	BIOLOGICAL_PROSE	f83r	B4-S008	E334	sheey	B4_MAIN_ARCH_LINKED_PAIR	C03	Führe aus und beachte Dauer oder Endpunkt: laenger ruhen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
335	BIOLOGICAL_PROSE	f83r	B4-S008	E335	qokedy	B4_MAIN_ARCH_LINKED_PAIR	C03	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
336	BIOLOGICAL_PROSE	f83r	B4-S009	E336	shedy	B4_MAIN_ARCH_LINKED_PAIR	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
337	BIOLOGICAL_PROSE	f83r	B4-S010	E337	oldy	B4_MAIN_ARCH_LINKED_PAIR	C02	Danach oder in demselben Gang: Fortsetzung abschließen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
338	BIOLOGICAL_PROSE	f83r	B4-S011	E338	saiin	B4_MAIN_LEFT_OPEN_FRINGE_STATION	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
339	BIOLOGICAL_PROSE	f83r	B4-S011	E339	cheky	B4_MAIN_LEFT_OPEN_FRINGE_STATION	C03	Führe aus und beachte Dauer oder Endpunkt: kurz wärmen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
340	BIOLOGICAL_PROSE	f83r	B4-S011	E340	okeeol	B4_MAIN_LEFT_OPEN_FRINGE_STATION	C02	Danach oder in demselben Gang: länger fortführen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
341	BIOLOGICAL_PROSE	f83r	B4-S011	E341	okain	B4_MAIN_LEFT_OPEN_FRINGE_STATION	C06	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
342	BIOLOGICAL_PROSE	f83r	B4-S011	E342	chdy	B4_MAIN_LEFT_OPEN_FRINGE_STATION	C07	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
343	BIOLOGICAL_PROSE	f83r	B4-S011	E343	sol	B4_MAIN_LEFT_OPEN_FRINGE_STATION	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
344	BIOLOGICAL_PROSE	f83r	B4-S011	E344	lkedy	B4_MAIN_LEFT_OPEN_FRINGE_STATION	C01	Setze die gelernte Fachkarte: kurz abführen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
345	BIOLOGICAL_PROSE	f83r	B4-S012	E345	lchedy	B4_MAIN_LEFT_OPEN_FRINGE_STATION	C01	Setze die gelernte Fachkarte: abführen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
346	BIOLOGICAL_PROSE	f83r	B4-S013	E346	qokol	B4_MAIN_LEFT_OPEN_FRINGE_STATION	C02	Danach oder in demselben Gang: Fortsetzung ansetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
347	BIOLOGICAL_PROSE	f83r	B4-S013	E347	shedy	B4_MAIN_LEFT_OPEN_FRINGE_STATION	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
348	BIOLOGICAL_PROSE	f83r	B4-S014	E348	or	B4_MAIN_LEFT_OPEN_FRINGE_STATION	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
349	BIOLOGICAL_PROSE	f83r	B4-S014	E349	chey	B4_MAIN_LEFT_OPEN_FRINGE_STATION	C12	Nimm diesen Posten wieder auf: dieser Posten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
350	BIOLOGICAL_PROSE	f83r	B4-S014	E350	qockhey	B4_MAIN_LEFT_OPEN_FRINGE_STATION	C03	Führe aus und beachte Dauer oder Endpunkt: kurzen Durchlauf ansetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
351	BIOLOGICAL_PROSE	f83r	B4-S014	E351	dairydy	B4_MAIN_LEFT_OPEN_FRINGE_STATION	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Wasserlauf schliessen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
352	BIOLOGICAL_PROSE	f83r	B4-S015	E352	qokain	B4_MAIN_LEFT_OPEN_FRINGE_STATION|B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	C06	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
353	BIOLOGICAL_PROSE	f83r	B4-S015	E353	shey	B4_MAIN_LEFT_OPEN_FRINGE_STATION|B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	C01	Setze die gelernte Fachkarte: klarer Auszug.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
354	BIOLOGICAL_PROSE	f83r	B4-S015	E354	kain	B4_MAIN_LEFT_OPEN_FRINGE_STATION|B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	C10	Setze Maß, Portion oder Stufe: eine Portion.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
355	BIOLOGICAL_PROSE	f83r	B4-S015	E355	chckhal	B4_MAIN_LEFT_OPEN_FRINGE_STATION|B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	C04	Führe es an der bezeichneten Stelle aus: zur Zielstelle durchleiten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
356	BIOLOGICAL_PROSE	f83r	B4-S015	E356	solkey	B4_MAIN_LEFT_OPEN_FRINGE_STATION|B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	C03	Führe aus und beachte Dauer oder Endpunkt: kurz sammeln.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
357	BIOLOGICAL_PROSE	f83r	B4-S015	E357	lchedy	B4_MAIN_LEFT_OPEN_FRINGE_STATION|B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	C01	Setze die gelernte Fachkarte: abführen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
358	BIOLOGICAL_PROSE	f83r	B4-S016	E358	qolkain	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	C02	Danach oder in demselben Gang: weitere Portion.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
359	BIOLOGICAL_PROSE	f83r	B4-S016	E359	dal	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	C11	Setze die bezeichnete Zielstelle: dorthin.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
360	BIOLOGICAL_PROSE	f83r	B4-S016	E360	skar	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	C05	Führe es aus dem Vorrat oder am Ansatz aus: vom Ausgang ausgießen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
361	BIOLOGICAL_PROSE	f83r	B4-S016	E361	shedy	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
362	BIOLOGICAL_PROSE	f83r	B5-S001	E362	otchdy	B5_LEFT_OPEN_FRINGE_STATION	C02	Danach oder in demselben Gang: Folgegang vollziehen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
363	BIOLOGICAL_PROSE	f83r	B5-S002	E363	qokchdy	B5_LEFT_OPEN_FRINGE_STATION	C08	Führe die Handlung aus; schließe nur bei Endkarte: Umsetzung ansetzen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
364	BIOLOGICAL_PROSE	f83r	B5-S003	E364	shedal	B5_LEFT_OPEN_FRINGE_STATION	C04	Führe es an der bezeichneten Stelle aus: dort absetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
365	BIOLOGICAL_PROSE	f83r	B5-S003	E365	dal	B5_LEFT_OPEN_FRINGE_STATION	C11	Setze die bezeichnete Zielstelle: dorthin.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
366	BIOLOGICAL_PROSE	f83r	B5-S003	E366	cheol	B5_LEFT_OPEN_FRINGE_STATION	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
367	BIOLOGICAL_PROSE	f83r	B5-S003	E367	lol	B5_LEFT_OPEN_FRINGE_STATION	C01	Setze die gelernte Fachkarte: von dort weiterfuehren.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
368	BIOLOGICAL_PROSE	f83r	B5-S003	E368	chdal	B5_LEFT_OPEN_FRINGE_STATION	C04	Führe es an der bezeichneten Stelle aus: dort umsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
369	BIOLOGICAL_PROSE	f83r	B5-S003	E369	aiin	B5_LEFT_OPEN_FRINGE_STATION	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
370	BIOLOGICAL_PROSE	f83r	B5-S003	E370	sol	B5_LEFT_OPEN_FRINGE_STATION	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
371	BIOLOGICAL_PROSE	f83r	B5-S003	E371	daiiin	B5_LEFT_OPEN_FRINGE_STATION	C10	Setze Maß, Portion oder Stufe: Öffnungsstufe.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
372	BIOLOGICAL_PROSE	f83r	B5-S003	E372	chedy	B5_LEFT_OPEN_FRINGE_STATION	C07	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
373	BIOLOGICAL_PROSE	f83r	B6-S001	E373	solkeey	B6_RIGHT_S_RUN_MULTIPORT_STATION	C03	Führe aus und beachte Dauer oder Endpunkt: länger sammeln.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
374	BIOLOGICAL_PROSE	f83r	B6-S001	E374	qekey	B6_RIGHT_S_RUN_MULTIPORT_STATION	C03	Führe aus und beachte Dauer oder Endpunkt: aktuellen Posten kurz bearbeiten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
375	BIOLOGICAL_PROSE	f83r	B6-S001	E375	raly	B6_RIGHT_S_RUN_MULTIPORT_STATION	C11	Setze die bezeichnete Zielstelle: diesen Posten dorthin.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
376	BIOLOGICAL_PROSE	f83r	B6-S001	E376	ol	B6_RIGHT_S_RUN_MULTIPORT_STATION	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
377	BIOLOGICAL_PROSE	f83r	B6-S001	E377	daiin	B6_RIGHT_S_RUN_MULTIPORT_STATION	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
378	BIOLOGICAL_PROSE	f83r	B6-S001	E378	ol	B6_RIGHT_S_RUN_MULTIPORT_STATION	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
379	BIOLOGICAL_PROSE	f83r	B6-S001	E379	dain	B6_RIGHT_S_RUN_MULTIPORT_STATION	C01	Setze die gelernte Fachkarte: Tuch.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
380	BIOLOGICAL_PROSE	f83r	B6-S001	E380	chey	B6_RIGHT_S_RUN_MULTIPORT_STATION	C12	Nimm diesen Posten wieder auf: dieser Posten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
381	BIOLOGICAL_PROSE	f83r	B6-S001	E381	ldalor	B6_RIGHT_S_RUN_MULTIPORT_STATION	C11	Setze die bezeichnete Zielstelle: Endziel.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION
382	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.1	A001	A1:G001	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
383	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.1	A002	A1:G002	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
384	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.1	A003	A1:G003	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
385	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.2	A004	A1:G004	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
386	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.2	A005	A1:G005	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
387	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.2	A006	A1:G006	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
388	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.3	A007	A1:G007	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_03	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
389	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.3	A008	A1:G008	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_03	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
390	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.3	A009	A1:G009	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_03	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
391	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.4	A010	A1:G010	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_04	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
392	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.4	A011	A1:G011	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_04	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR
