group_serial	page	locus	visible_owner	namespace_id	visible_surface	exact_prose_card_id	exact_prose_value_de	is_herbal_bio_bridge_card	astro_local_reading_de	cross_register_rule
252	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	okchdy	NONE	NONE	NO	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; lokaler Namensrest y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
253	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	okardy	NONE	NONE	NO	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dy.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
254	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	qear	NONE	NONE	NO	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest qe.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
255	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	oygy	NONE	NONE	NO	A2_CENTRAL_LEGEND_UNRESOLVED: aktueller Grundgrad.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
256	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	dair	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
257	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	cheyky	NONE	NONE	NO	A3_LEFT_WHEEL_RING_TEXT: Ablesung dieses Hauses.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
258	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	otaza	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest aza.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
259	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	sar	MC055	davon	YES	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
260	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	ar	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
261	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	chykar	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest chyk.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
262	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okoirsh	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten; lokaler Namensrest oir.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
263	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	ar	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
264	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	chetody	NONE	NONE	NO	A3_LEFT_WHEEL_RING_TEXT: abgeleiteter Platzwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
265	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okeeos	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest os.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
266	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	o	NONE	NONE	NO	A3_LEFT_WHEEL_RING_TEXT: Grundwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
267	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	tey	NONE	NONE	NO	A3_LEFT_WHEEL_RING_TEXT: aktueller Phasenwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
268	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	otokeeey	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
269	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okeeody	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
270	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okeey	MC002	lange einwirken	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: in langer Stufe setzen.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
271	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	doiir	NONE	NONE	NO	A3_LEFT_WHEEL_RING_TEXT: fester Grundindex.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
272	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	teeo	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest t/o.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
273	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	y	MC123	dies	YES	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
274	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	chey	MC123	dies	YES	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
275	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	ot	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
276	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	y	MC123	dies	YES	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
277	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okedy	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest edy.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
278	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	chsdy	NONE	NONE	NO	A3_LEFT_WHEEL_RING_TEXT: sekundärer Zustand fest.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
279	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okeod	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
280	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	y	MC123	dies	YES	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
281	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	dy	MC123	dies	YES	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
282	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	choaiin	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmelsobjekt oder Eingangsbedingung + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest c.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
283	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okar	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
284	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	okar	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
285	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	chol	MC153	weiter	YES	Radstelle A3_LEFT_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
286	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	chees	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest ch/s.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
287	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	yto	NONE	NONE	NO	A3_LEFT_WHEEL_RING_TEXT: aktueller Platz.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
288	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	odair	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest od.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
289	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	oty	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: Teilsektor oder Untereintrag; lokaler Namensrest o.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
290	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	oteeo	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest o.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
291	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	dar	MC055	davon	YES	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
292	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	o	NONE	NONE	NO	A3_LEFT_WHEEL_RING_TEXT: Grundwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
293	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	eykeody	NONE	NONE	NO	A3_LEFT_WHEEL_RING_TEXT: ausgewählter Klassenplatz.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
294	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	dchor	NONE	NONE	NO	Radstelle A3_LEFT_WHEEL_RING_TEXT: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest dch.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
295	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	char	MC055	davon	YES	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
296	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	yka	NONE	NONE	NO	A3_MIDDLE_WHEEL_RING_TEXT: aktuelle Qualität.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
297	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	chol	MC153	weiter	YES	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
298	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykar	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
299	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	dal	MC154	dorthin	YES	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
300	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykady	NONE	NONE	NO	A3_MIDDLE_WHEEL_RING_TEXT: aktuelle Qualität fest.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
301	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	iokeeor	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest i.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
302	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	cheey	MC119	Freigabewert	YES	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: abgelesener oder freigegebener Diagrammwert.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
303	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	choly	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
304	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykeeal	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest yk.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
305	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	cheo	NONE	NONE	NO	A3_MIDDLE_WHEEL_RING_TEXT: Ablesewert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
306	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	oaram	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o/am.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
307	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ockhy	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
308	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	sheey	MC095	Langhalt	NO	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diese Position laenger halten.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
309	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	aiin	MC039	Sollwert	YES	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
310	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	y	MC123	dies	YES	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
311	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	daiial	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest daii.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
312	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	cheody	NONE	NONE	NO	A3_MIDDLE_WHEEL_RING_TEXT: Ablesewert fest.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
313	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	cheal	MC154	dorthin	YES	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
314	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	yetey	NONE	NONE	NO	A3_MIDDLE_WHEEL_RING_TEXT: ausgewählter Phasenwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
315	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	chear	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest che.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
316	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	y	MC123	dies	YES	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
317	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	dy	MC123	dies	YES	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
318	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykey	NONE	NONE	NO	A3_MIDDLE_WHEEL_RING_TEXT: aktuelle Klasse.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
319	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ch	NONE	NONE	NO	A3_MIDDLE_WHEEL_RING_TEXT: Zustand.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
320	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	y	MC123	dies	YES	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
321	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	dy	MC123	dies	YES	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
322	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	chol	MC153	weiter	YES	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
323	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykar	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
324	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ol	MC153	weiter	YES	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
325	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	y	MC123	dies	YES	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
326	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ykeeody	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest yk/ody.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
327	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	chey	MC123	dies	YES	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
328	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	dal	MC154	dorthin	YES	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
329	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ody	MC100	abkühlen; Schluss	NO	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diesen Diagrammposten zuruecknehmen.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
330	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	airchy	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest chy.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
331	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	choky	MC026	einsetzen	YES	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diesen Diagrammposten setzen.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
332	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	ychey	NONE	NONE	NO	A3_MIDDLE_WHEEL_RING_TEXT: aktueller Ablesewert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
333	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	chey	MC123	dies	YES	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
334	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	doair	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest do.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
335	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	otaldal	NONE	NONE	NO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest d.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
