order_mark_id	order_id	page	unit	section	surface	identity	component_recipe	slot_signature	atomic_root_reading_de	dictionary_value_de	local_fluent_expansion_de	functional_allograph	microfunction_trigger_de	owner_or_handle_de	unit_fluent_instruction_de	renderer_skeleton	predicted_surface	reading_action
WH04-R032	WH04	f83r	B4-S005	HOW	chedy	PROC042	CHD+Y	OPERATION>REFERENT	UMSETZEN · POSTEN	UMSETZEN · POSTEN	UMSETZEN · POSTEN	DEFAULT_OPEN_TRANSFER	den laufenden Posten gewöhnlich umsetzen	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Am zweiten durch den Bogen verbundenen Hauptpaar: Eine Portion als laufenden Posten umsetzen, laenger ansetzen und den Schritt schliessen.	chd/ched-y/chy/chey/dy/shy/sy	chedy	READ_SHARED_CORE
WH04-R033	WH04	f83r	B4-S005	HOW	qokeedy	PROC100	OK+EE+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Am zweiten durch den Bogen verbundenen Hauptpaar: Eine Portion als laufenden Posten umsetzen, laenger ansetzen und den Schritt schliessen.	qok/ok/chok-ee-dy	qokeedy	READ_SHARED_CORE
WH04-R034	WH04	f83r	B4-S006	HOW	shckhedy	PROC099	SH+CKH+E+DY	STATE>PATH>GRADE>ENDPOINT	HALTEN · DURCHLASS · KURZ · SCHLIESSEN	HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	sh-ckh-e-dy	shckhedy	READ_SHARED_CORE
WH04-R035	WH04	f83r	B4-S007	HOW	shckhedy	PROC099	SH+CKH+E+DY	STATE>PATH>GRADE>ENDPOINT	HALTEN · DURCHLASS · KURZ · SCHLIESSEN	HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	sh-ckh-e-dy	shckhedy	READ_SHARED_CORE
WH04-R036	WH04	f83r	B4-S008	HOW	daiin	PROC009	AIIN	ARGUMENT	MASS	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Am zweiten durch den Bogen verbundenen Hauptpaar: Nach Sollmass den Posten laenger erwaermen, laenger halten, kurz ansetzen und schliessen.	aiin	daiin	READ_SHARED_CORE
WH04-R037	WH04	f83r	B4-S008	HOW	cheeky	PROC046	CHK+EE+Y	OPERATION>GRADE>REFERENT	WAERMEN · LANG · POSTEN	WAERMEN · LANG · POSTEN	WARMHALTEN	MATERIAL_LONG_WARM	einen Materialposten lange warm halten	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Am zweiten durch den Bogen verbundenen Hauptpaar: Nach Sollmass den Posten laenger erwaermen, laenger halten, kurz ansetzen und schliessen.	chk/chek-ee-y/chy/chey/dy/shy/sy	cheeky	READ_ROOT_COMPOSITION
WH04-R038	WH04	f83r	B4-S008	HOW	sheey	PROC157	SH+EE+Y	STATE>GRADE>REFERENT	HALTEN · LANG · POSTEN	LANG HALTEN	LANG HALTEN	MARKED_LONG_HOLD	einen lokal markierten langen Halt ausführen	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Am zweiten durch den Bogen verbundenen Hauptpaar: Nach Sollmass den Posten laenger erwaermen, laenger halten, kurz ansetzen und schliessen.	sh-ee-y/chy/chey/dy/shy/sy	sheey	READ_FUSED_WHOLE_WORD
WH04-R039	WH04	f83r	B4-S008	HOW	qokedy	PROC067	OK+E+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · KURZ · SCHLIESSEN	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Am zweiten durch den Bogen verbundenen Hauptpaar: Nach Sollmass den Posten laenger erwaermen, laenger halten, kurz ansetzen und schliessen.	qok/ok/chok-e-dy	qokedy	READ_SHARED_CORE
WH04-R040	WH04	f83r	B4-S009	HOW	shedy	PROC078	SHED+DY	STATE>ENDPOINT	RUHEN · SCHLIESSEN	STEHENLASSEN · SCHLUSS	STEHENLASSEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Am zweiten durch den Bogen verbundenen Hauptpaar: Stehen lassen; den Schritt schliessen.	shed-dy	shedy	READ_SHARED_CORE
WH04-R041	WH04	f83r	B4-S010	HOW	oldy	PROC047	OL+DY	ORDER>ENDPOINT	FORTSETZEN · SCHLIESSEN	FORTSETZEN · SCHLIESSEN	FORTSETZEN UND SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Am zweiten durch den Bogen verbundenen Hauptpaar: Weiterarbeiten; den Schritt schliessen.	ol/chol/qol/ls/sol-dy	oldy	READ_ROOT_COMPOSITION
WH04-R042	WH04	f83r	B4-S011	HOW	daiin	PROC009	AIIN	ARGUMENT	MASS	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	linke Hauptstation mit offenem Fransenlauf	An der linken offenen Randstation: Nach Sollmass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, weiterarbeiten, kurz leiten und zugeben, dann schliessen.	aiin	daiin	READ_SHARED_CORE
WH04-R043	WH04	f83r	B4-S011	HOW	cheky	PROC083	CHK+E+Y	OPERATION>GRADE>REFERENT	WAERMEN · KURZ · POSTEN	WAERMEN · EIN KURZER ARBEITSGANG · POSTEN	WAERMEN · EIN KURZER ARBEITSGANG · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	linke Hauptstation mit offenem Fransenlauf	An der linken offenen Randstation: Nach Sollmass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, weiterarbeiten, kurz leiten und zugeben, dann schliessen.	chk/chek-e-y/chy/chey/dy/shy/sy	cheky	READ_SHARED_CORE
WH04-R044	WH04	f83r	B4-S011	HOW	okeeol	PROC158	OK+EE+OL	OPERATION>GRADE>ORDER	ANSETZEN · LANG · FORTSETZEN	ANSETZEN · LANG · FORTSETZEN	LAENGER WEITERANSETZEN	NOT_APPLICABLE	NOT_APPLICABLE	linke Hauptstation mit offenem Fransenlauf	An der linken offenen Randstation: Nach Sollmass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, weiterarbeiten, kurz leiten und zugeben, dann schliessen.	qok/ok/chok-ee-ol/chol/qol/ls/sol	okeeol	READ_ROOT_COMPOSITION
WH04-R045	WH04	f83r	B4-S011	HOW	qokain	PROC080	OK+AIN	OPERATION>ARGUMENT	ANSETZEN · PORTION	ANSETZEN · EIN ABGEGRENZTER TEIL	ANSETZEN · EIN ABGEGRENZTER TEIL	NOT_APPLICABLE	NOT_APPLICABLE	linke Hauptstation mit offenem Fransenlauf	An der linken offenen Randstation: Nach Sollmass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, weiterarbeiten, kurz leiten und zugeben, dann schliessen.	qok/ok/chok-ain	qokain	READ_SHARED_CORE
WH04-R046	WH04	f83r	B4-S011	HOW	chedy	PROC042	CHD+Y	OPERATION>REFERENT	UMSETZEN · POSTEN	UMSETZEN · POSTEN	UMSETZEN · POSTEN	DEFAULT_OPEN_TRANSFER	den laufenden Posten gewöhnlich umsetzen	linke Hauptstation mit offenem Fransenlauf	An der linken offenen Randstation: Nach Sollmass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, weiterarbeiten, kurz leiten und zugeben, dann schliessen.	chd/ched-y/chy/chey/dy/shy/sy	chedy	READ_SHARED_CORE
WH04-R047	WH04	f83r	B4-S011	HOW	ol	PROC013	OL	ORDER	FORTSETZEN	FORTSETZEN	FORTSETZEN	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	linke Hauptstation mit offenem Fransenlauf	An der linken offenen Randstation: Nach Sollmass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, weiterarbeiten, kurz leiten und zugeben, dann schliessen.	ol/chol/qol/ls/sol	ol	READ_SHARED_CORE
WH04-R048	WH04	f83r	B4-S011	HOW	lkedy	PROC159	L+K+E+DY	PATH>OPERATION>GRADE>ENDPOINT	LEITEN · ZUGEBEN · KURZ · SCHLIESSEN	LEITEN · ZUGEBEN · KURZ · SCHLIESSEN	KURZ WEITERLEITEN UND SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	linke Hauptstation mit offenem Fransenlauf	An der linken offenen Randstation: Nach Sollmass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, weiterarbeiten, kurz leiten und zugeben, dann schliessen.	l-k-e-dy	lkedy	READ_ROOT_COMPOSITION
WH04-R049	WH04	f83r	B4-S012	HOW	lchedy	PROC120	L+CHD+DY	PATH>OPERATION>ENDPOINT	LEITEN · UMSETZEN · SCHLIESSEN	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	linke Hauptstation mit offenem Fransenlauf	An der linken offenen Randstation: Leiten und umsetzen; den Schritt schliessen.	l-chd/ched-dy	lchedy	READ_SHARED_CORE
WH04-R050	WH04	f83r	B4-S013	HOW	qokol	PROC160	OK+OL	OPERATION>ORDER	ANSETZEN · FORTSETZEN	ANSETZEN · FORTSETZEN	WEITERANSETZEN	APPLICATION_CONTINUATION_START	eine Anwendungsfolge weiter ansetzen	linke Hauptstation mit offenem Fransenlauf	An der linken offenen Randstation: Weiter ansetzen; dann stehen lassen; den Schritt schliessen.	qok/ok/chok-ol/chol/qol/ls/sol	qokol	READ_ROOT_COMPOSITION
WH04-R051	WH04	f83r	B4-S013	HOW	shedy	PROC078	SHED+DY	STATE>ENDPOINT	RUHEN · SCHLIESSEN	STEHENLASSEN · SCHLUSS	STEHENLASSEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	linke Hauptstation mit offenem Fransenlauf	An der linken offenen Randstation: Weiter ansetzen; dann stehen lassen; den Schritt schliessen.	shed-dy	shedy	READ_SHARED_CORE
WH04-R052	WH04	f83r	B4-S014	HOW	or	PROC016	OR	MATERIAL	ANSATZ	ANSATZ	ANSATZ	NOT_APPLICABLE	NOT_APPLICABLE	linke Hauptstation mit offenem Fransenlauf	An der linken offenen Randstation: Den Ansatz als laufenden Posten fuehren; ihn kurz im Arbeitsgang am Durchlass halten, das laufende Wasser als aktuellen Posten fuehren und schliessen.	or	or	READ_SHARED_CORE
WH04-R053	WH04	f83r	B4-S014	HOW	chey	PROC019	Y	REFERENT	POSTEN	POSTEN	POSTEN	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	linke Hauptstation mit offenem Fransenlauf	An der linken offenen Randstation: Den Ansatz als laufenden Posten fuehren; ihn kurz im Arbeitsgang am Durchlass halten, das laufende Wasser als aktuellen Posten fuehren und schliessen.	y/chy/chey/dy/shy/sy	chey	READ_SHARED_CORE
WH04-R054	WH04	f83r	B4-S014	HOW	qockhey	PROC161	O+CKH+E+Y	PROCESS>PATH>GRADE>REFERENT	ARBEITSGANG · DURCHLASS · KURZ · POSTEN	ARBEITSGANG · DURCHLASS · KURZ · POSTEN	KURZ DURCH DEN DURCHLASS FUEHREN	NOT_APPLICABLE	NOT_APPLICABLE	linke Hauptstation mit offenem Fransenlauf	An der linken offenen Randstation: Den Ansatz als laufenden Posten fuehren; ihn kurz im Arbeitsgang am Durchlass halten, das laufende Wasser als aktuellen Posten fuehren und schliessen.	o-ckh-e-y/chy/chey/dy/shy/sy	qockhey	READ_ROOT_COMPOSITION
WH04-R055	WH04	f83r	B4-S014	HOW	dairydy	PROC162	AIR+Y+DY	PATH>REFERENT>ENDPOINT	LAUF · POSTEN · SCHLIESSEN	LAUF · POSTEN · SCHLIESSEN	WASSERPOSTEN SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	linke Hauptstation mit offenem Fransenlauf	An der linken offenen Randstation: Den Ansatz als laufenden Posten fuehren; ihn kurz im Arbeitsgang am Durchlass halten, das laufende Wasser als aktuellen Posten fuehren und schliessen.	air-y/chy/chey/dy/shy/sy-dy	dairydy	READ_ROOT_COMPOSITION
WH04-R056	WH04	f83r	B4-S015	HOW	qokain	PROC080	OK+AIN	OPERATION>ARGUMENT	ANSETZEN · PORTION	ANSETZEN · EIN ABGEGRENZTER TEIL	ANSETZEN · EIN ABGEGRENZTER TEIL	NOT_APPLICABLE	NOT_APPLICABLE	linke Hauptstation mit offenem Fransenlauf	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zugeben, durch den Durchlass an der Zielstelle entnehmen, kurz sammeln, leiten, umsetzen und schliessen.	qok/ok/chok-ain	qokain	READ_SHARED_CORE
WH04-R057	WH04	f83r	B4-S015	HOW	cheey	PROC031	SH+EE+Y	STATE>GRADE>REFERENT	HALTEN · LANG · POSTEN	LANG HALTEN	LANG HALTEN	GENERAL_LONG_HOLD	den Posten gewöhnlich lang halten	linke Hauptstation mit offenem Fransenlauf	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zugeben, durch den Durchlass an der Zielstelle entnehmen, kurz sammeln, leiten, umsetzen und schliessen.	sh-ee-y/chy/chey/dy/shy/sy	cheey	READ_SHARED_CORE
WH04-R058	WH04	f83r	B4-S015	HOW	kain	PROC069	K+AIN	OPERATION>ARGUMENT	ZUGEBEN · PORTION	ZUGEBEN · EIN ABGEGRENZTER TEIL	ZUGEBEN · EIN ABGEGRENZTER TEIL	NOT_APPLICABLE	NOT_APPLICABLE	linke Hauptstation mit offenem Fransenlauf	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zugeben, durch den Durchlass an der Zielstelle entnehmen, kurz sammeln, leiten, umsetzen und schliessen.	k-ain	kain	READ_SHARED_CORE
WH04-R059	WH04	f83r	B4-S015	HOW	chckhal	PROC163	CH+CKH+AL	OPERATION>PATH>ADDRESS	ENTNEHMEN · DURCHLASS · ZIELSTELLE	ENTNEHMEN · DURCHLASS · ZIELSTELLE	AM ZIELDURCHLASS ENTNEHMEN	NOT_APPLICABLE	NOT_APPLICABLE	linke Hauptstation mit offenem Fransenlauf	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zugeben, durch den Durchlass an der Zielstelle entnehmen, kurz sammeln, leiten, umsetzen und schliessen.	ch-ckh-al	chckhal	READ_ROOT_COMPOSITION
WH04-R060	WH04	f83r	B4-S015	HOW	solkey	PROC164	SOLK+E+Y	OPERATION>GRADE>REFERENT	SAMMELN · KURZ · POSTEN	SAMMELN · KURZ · POSTEN	KURZ SAMMELN	NOT_APPLICABLE	NOT_APPLICABLE	rechte Hauptstation mit S-Lauf und Mehrarmknoten	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zugeben, durch den Durchlass an der Zielstelle entnehmen, kurz sammeln, leiten, umsetzen und schliessen.	solk/qolk-e-y/chy/chey/dy/shy/sy	solkey	READ_ROOT_COMPOSITION
WH04-R061	WH04	f83r	B4-S015	HOW	lchedy	PROC120	L+CHD+DY	PATH>OPERATION>ENDPOINT	LEITEN · UMSETZEN · SCHLIESSEN	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	rechte Hauptstation mit S-Lauf und Mehrarmknoten	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zugeben, durch den Durchlass an der Zielstelle entnehmen, kurz sammeln, leiten, umsetzen und schliessen.	l-chd/ched-dy	lchedy	READ_SHARED_CORE
WH04-R062	WH04	f83r	B4-S016	HOW	olkain	PROC070	OL+K+AIN	ORDER>OPERATION>ARGUMENT	FORTSETZEN · ZUGEBEN · PORTION	WEITER · ZUGEBEN · EIN ABGEGRENZTER TEIL	WEITER · ZUGEBEN · EIN ABGEGRENZTER TEIL	NOT_APPLICABLE	NOT_APPLICABLE	rechte Hauptstation mit S-Lauf und Mehrarmknoten	An der rechten S-Lauf-Mehrfachstation: Eine Portion weiter zugeben, an der Zielstelle aus der Quelle nachzugeben, stehen lassen und schliessen.	ol/chol/qol/ls/sol-k-ain	olkain	READ_SHARED_CORE
WH04-R063	WH04	f83r	B4-S016	HOW	dal	PROC055	AL	ADDRESS	ZIELSTELLE	ZIELSTELLE	ZIELSTELLE	DEFAULT_TARGET	die gewöhnliche Zielstelle	rechte Hauptstation mit S-Lauf und Mehrarmknoten	An der rechten S-Lauf-Mehrfachstation: Eine Portion weiter zugeben, an der Zielstelle aus der Quelle nachzugeben, stehen lassen und schliessen.	al	dal	READ_SHARED_CORE
WH04-R064	WH04	f83r	B4-S016	HOW	skar	PROC165	K+AR	OPERATION>ADDRESS	ZUGEBEN · QUELLE	ZUGEBEN · QUELLE	AUS DER QUELLE ZUGEBEN	NOT_APPLICABLE	NOT_APPLICABLE	rechte Hauptstation mit S-Lauf und Mehrarmknoten	An der rechten S-Lauf-Mehrfachstation: Eine Portion weiter zugeben, an der Zielstelle aus der Quelle nachzugeben, stehen lassen und schliessen.	k-ar	skar	READ_ROOT_COMPOSITION
WH04-R065	WH04	f83r	B4-S016	HOW	shedy	PROC078	SHED+DY	STATE>ENDPOINT	RUHEN · SCHLIESSEN	STEHENLASSEN · SCHLUSS	STEHENLASSEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	rechte Hauptstation mit S-Lauf und Mehrarmknoten	An der rechten S-Lauf-Mehrfachstation: Eine Portion weiter zugeben, an der Zielstelle aus der Quelle nachzugeben, stehen lassen und schliessen.	shed-dy	shedy	READ_SHARED_CORE
WH04-R066	WH04	f69v	f69v.3	WHEN	doair	A3:G079	D_ADDR+O+AIR	ADDRESS>PROCESS>PATH	TEILSTELLE · ARBEITSGANG · LAUF	TEILSTELLE · ARBEITSGANG · LAUF	TEILSTELLE · ARBEITSGANG · LAUF	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	d-o-air	doair	READ_LOCAL_CONDITION_WORD
WH04-R067	WH04	f69v	f69v.3	WHEN	otaldal	A3:G080	OT+AL+AL	ORDER>ADDRESS>ADDRESS	DANACH · ZIELSTELLE · ZIELSTELLE	DANACH · ZIELSTELLE · ZIELSTELLE	DANACH · ZIELSTELLE · ZIELSTELLE	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	qot/ot-al-al	otaldal	READ_LOCAL_CONDITION_WORD
WH04-R068	WH04	f69v	f69v.3	WHEN	dair	A3:G081	D_ADDR+AIR	ADDRESS>PATH	TEILSTELLE · LAUF	TEILSTELLE · LAUF	TEILSTELLE · LAUF	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	d-air	dair	READ_LOCAL_CONDITION_WORD
WH04-R069	WH04	f69v	f69v.3	WHEN	chdy	A3:G082	CHD+Y	OPERATION>REFERENT	UMSETZEN · POSTEN	UMSETZEN · POSTEN	UMSETZEN · POSTEN	CONDITION_STATE_TRANSFER	einen Bedingungs- oder Zustandsposten umsetzen	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	chd/ched-y/chy/chey/dy/shy/sy	chdy	READ_LOCAL_CONDITION_WORD
WH04-R070	WH04	f69v	f69v.3	WHEN	otoar	A3:G083	OT+O+AR	ORDER>PROCESS>ADDRESS	DANACH · ARBEITSGANG · QUELLE	DANACH · ARBEITSGANG · QUELLE	DANACH · ARBEITSGANG · QUELLE	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	qot/ot-o-ar	otoar	READ_LOCAL_CONDITION_WORD
WH04-R071	WH04	f69v	f69v.3	WHEN	ar	A3:G084	AR	ADDRESS	QUELLE	QUELLE	QUELLE	BARE_CONDITION_SOURCE	die bloße Quelle einer Bedingungsreihe	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	ar	ar	READ_LOCAL_CONDITION_WORD
WH04-R072	WH04	f69v	f69v.3	WHEN	chy	A3:G085	Y	REFERENT	POSTEN	POSTEN	POSTEN	STATE_OR_BODY_REFERENT	den aktuellen Zustands- oder Körperposten tragen	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	y/chy/chey/dy/shy/sy	chy	READ_LOCAL_CONDITION_WORD
WH04-R073	WH04	f69v	f69v.3	WHEN	qoteor	A3:G086	OT+E+OR	ORDER>GRADE>MATERIAL	DANACH · KURZ · ANSATZ	DANACH · KURZ · ANSATZ	DANACH · KURZ · ANSATZ	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	qot/ot-e-or	qoteor	READ_LOCAL_CONDITION_WORD
WH04-R074	WH04	f69v	f69v.3	WHEN	cho	A3:G087	HO	MATERIAL	TEIL	TEIL	TEIL	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	cho/sho	cho	READ_LOCAL_CONDITION_WORD
WH04-R075	WH04	f69v	f69v.3	WHEN	qotair	A3:G088	OT+AIR	ORDER>PATH	DANACH · LAUF	DANACH · LAUF	DANACH · LAUF	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	qot/ot-air	qotair	READ_LOCAL_CONDITION_WORD
WH04-R076	WH04	f69v	f69v.3	WHEN	chda	A3:G089	CHD+A_ADDR	OPERATION>ADDRESS	UMSETZEN · STELLE	UMSETZEN · STELLE	UMSETZEN · STELLE	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	chd/ched-a	chda	READ_LOCAL_CONDITION_WORD
WH04-R077	WH04	f69v	f69v.3	WHEN	oteeal	A3:G090	OT+EE+AL	ORDER>GRADE>ADDRESS	DANACH · LANG · ZIELSTELLE	DANACH · LANG · ZIELSTELLE	DANACH · LANG · ZIELSTELLE	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	qot/ot-ee-al	oteeal	READ_LOCAL_CONDITION_WORD
WH04-R078	WH04	f69v	f69v.3	WHEN	cheor	A3:G091	CHEO+R	MATERIAL>STATE	AUSZUG · KUEHL	AUSZUG · KUEHL	AUSZUG · BEZUG	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	cheo-r	cheor	READ_LOCAL_CONDITION_WORD
WH04-R079	WH04	f69v	f69v.3	WHEN	ar	A3:G092	AR	ADDRESS	QUELLE	QUELLE	QUELLE	BARE_CONDITION_SOURCE	die bloße Quelle einer Bedingungsreihe	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	ar	ar	READ_LOCAL_CONDITION_WORD
WH04-R080	WH04	f69v	f69v.3	WHEN	air	A3:G093	AIR	PATH	LAUF	LAUF	LAUF	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	air	air	READ_LOCAL_CONDITION_WORD
WH04-R081	WH04	f69v	f69v.3	WHEN	oteody	A3:G094	OT+E+O+Y	ORDER>GRADE>PROCESS>REFERENT	DANACH · KURZ · ARBEITSGANG · POSTEN	DANACH · KURZ · ARBEITSGANG · POSTEN	DANACH · KURZ · ARBEITSGANG · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	qot/ot-e-o-y/chy/chey/dy/shy/sy	oteody	READ_LOCAL_CONDITION_WORD
WH04-R082	WH04	f69v	f69v.3	WHEN	ytyd	A3:G095	Y+T+Y+D_LABEL	REFERENT>OPERATION>REFERENT>LABEL	POSTEN · BEARBEITEN · POSTEN · PHASE	POSTEN · BEARBEITEN · POSTEN · PHASE	POSTEN · BEARBEITEN · POSTEN · PHASE	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	y/chy/chey/dy/shy/sy-t-y/chy/chey/dy/shy/sy-d	ytyd	READ_LOCAL_CONDITION_WORD
WH04-R083	WH04	f69v	f69v.3	WHEN	a	A3:G096	A_ADDR	ADDRESS	STELLE	STELLE	STELLE	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	a	a	READ_LOCAL_CONDITION_WORD
WH04-R084	WH04	f69v	f69v.3	WHEN	dchy	A3:G097	D_ADDR+Y	ADDRESS>REFERENT	TEILSTELLE · POSTEN	TEILSTELLE · POSTEN	TEILSTELLE · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	d-y/chy/chey/dy/shy/sy	dchy	READ_LOCAL_CONDITION_WORD
