analogy_id	candidate_surface	known_neighbor_surface	levenshtein_distance	within_closest_layer	selected_radius	known_neighbor_reading_ids	known_neighbor_levels	known_neighbor_max_score_not_probability	known_neighbor_occurrences	known_neighbor_pages	known_neighbor_core_axes	known_neighbor_union_axes	known_neighbor_best_gloss_de	known_neighbor_all_glosses_de	candidate_consensus_axes	candidate_analogy_confidence_level	relation_scope	literal_identity_credit	component_export_credit
G745-A0199	ykeeody	keeody	1	1	1	keeody#GLOBAL	W2_PROVISIONAL_WORKING	53	8	8	HOT|PREPARATION|END_STAGE	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	vollständig ausgekochter Ansatz	HOT|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0200	ykeeody	ykeedy	1	1	1	ykeedy#GLOBAL	W2_PROVISIONAL_WORKING	54	26	24	HOT|CLOSE|END_STAGE	HOT|CLOSE|END_STAGE	Eintrag: heiß am Gradende, abgeschlossen	Eintrag: heiß am Gradende, abgeschlossen	HOT|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0201	ykeodaiin	cheodaiin	2	1	2	cheodaiin#GLOBAL	W3_SOLID_WORKING_THEORY	76	12	12	DRY|AMOUNT|PREPARATION|MIDDLE_STAGE	DRY|AMOUNT|PREPARATION|MIDDLE_STAGE	drei Portionen Trockenansatz auf mittlerer Trockenstufe	drei Portionen Trockenansatz auf mittlerer Trockenstufe	AMOUNT|PREPARATION	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0202	ykeodaiin	kodaiin	2	1	2	kodaiin#GLOBAL	W2_PROVISIONAL_WORKING	58	2	2	HOT|AMOUNT|PREPARATION	HOT|AMOUNT|PREPARATION	drei Portionen erhitzter Zubereitung	drei Portionen erhitzter Zubereitung	AMOUNT|PREPARATION	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0203	ykeodaiin	sheodaiin	2	1	2	sheodaiin#GLOBAL	W2_PROVISIONAL_WORKING	58	4	4	AMOUNT|PREPARATION	AMOUNT|PREPARATION	drei Portionen eingeweichter Ansatz	drei Portionen eingeweichter Ansatz	AMOUNT|PREPARATION	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0204	ykeodaiin	yodaiin	2	1	2	yodaiin#GLOBAL	W2_PROVISIONAL_WORKING	40	2	2	AMOUNT|PREPARATION|PROCESS	AMOUNT|PREPARATION|PROCESS	hiervon drei Portionen Ansatz abmessen	hiervon drei Portionen Ansatz abmessen	AMOUNT|PREPARATION	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0205	ytapy	otaly	2	1	2	otaly#GLOBAL	W3_SOLID_WORKING_THEORY	68	11	10	MATERIAL|PREPARATION	MATERIAL|PREPARATION	Rohstoff-I-Ansatz leicht kühlen und abschließen	Rohstoff-I-Ansatz leicht kühlen und abschließen	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0206	ytapy	ytair	2	1	2	ytair#GLOBAL	W2_PROVISIONAL_WORKING	58	4	4	PART	PART	kühle hiervon die zweite Fraktion	kühle hiervon die zweite Fraktion	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0207	ytapy	ytal	2	1	2	ytal#GLOBAL	W3_SOLID_WORKING_THEORY	64	12	10	COLD|MATERIAL|BEGIN_STAGE	COLD|MATERIAL|BEGIN_STAGE	Eintrag: kalter Rohstoff I am Gradanfang	Eintrag: kalter Rohstoff I am Gradanfang	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0208	ytapy	ytam	2	1	2	ytam#GLOBAL	W3_SOLID_WORKING_THEORY	76	12	10	AMOUNT	AMOUNT	nimm hiervon ein Maß und kühle es	nimm hiervon ein Maß und kühle es	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0209	ytapy	ytar	2	1	2	ytar#GLOBAL	W3_SOLID_WORKING_THEORY	76	21	15	PART|MATERIAL	PART|MATERIAL	nimm hiervon die erste gekühlte Drogenfraktion	nimm hiervon die erste gekühlte Drogenfraktion	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0210	ytapy	ytchy	2	1	2	ytchy#GLOBAL	W3_SOLID_WORKING_THEORY	76	14	12	COLD|DRY|BEGIN_STAGE	COLD|DRY|BEGIN_STAGE	Eintrag: kalt-trockene Grundform	Eintrag: kalt-trockene Grundform	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0211	ytapy	ytedy	2	1	2	ytedy#1	W2_PROVISIONAL_WORKING	46	1	1	COLD|PROCESS|MIDDLE_STAGE	COLD|PROCESS|MIDDLE_STAGE	hiervon bis zur Mittelstufe abkühlen und abschließen	hiervon bis zur Mittelstufe abkühlen und abschließen	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0212	ytapy	yteey	2	1	2	yteey#GLOBAL	W3_SOLID_WORKING_THEORY	68	23	16	END_STAGE	END_STAGE	kühle hiervon bis zur Endstufe ab	kühle hiervon bis zur Endstufe ab	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0213	ytapy	ytey	2	1	2	ytey#GLOBAL	W3_SOLID_WORKING_THEORY	68	10	10	MIDDLE_STAGE	MIDDLE_STAGE	kühle hiervon bis zur Mittelstufe ab und schließe ab	kühle hiervon bis zur Mittelstufe ab und schließe ab	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
