page	locus	record	line	event_index	surface	exact_tuple_id	default_English	source_class	confidence	inheritance_context_rule	ledger_scope	source_event_serial
f83r	f83r.54	4	f83r.54	5	ldalor	97ddca78c9ebcc956d04	at the indicated place	APPLICATION_CLAUSE_END	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	381
f67r2	f67r2.1	DIAGRAM	f67r2.1	1	ykshy	ASTRO_f67r2_001_01	zodiac division 1: Aries	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11841
f67r2	f67r2.1	DIAGRAM	f67r2.1	2	s	ASTRO_f67r2_001_02	its ruling quality	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11842
f67r2	f67r2.1	DIAGRAM	f67r2.1	3	aram	ASTRO_f67r2_001_03	its application rule	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11843
f67r2	f67r2.2	DIAGRAM	f67r2.2	1	ykecho	ASTRO_f67r2_002_01	zodiac division 2: Taurus	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11844
f67r2	f67r2.2	DIAGRAM	f67r2.2	2	ols	ASTRO_f67r2_002_02	its ruling quality	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11845
f67r2	f67r2.2	DIAGRAM	f67r2.2	3	eesydy	ASTRO_f67r2_002_03	its application rule	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11846
f67r2	f67r2.3	DIAGRAM	f67r2.3	1	ey	ASTRO_f67r2_003_01	zodiac division 3: Gemini	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11847
f67r2	f67r2.3	DIAGRAM	f67r2.3	2	shs	ASTRO_f67r2_003_02	its ruling quality	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11848
f67r2	f67r2.3	DIAGRAM	f67r2.3	3	okar	ASTRO_f67r2_003_03	its application rule	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11849
f67r2	f67r2.4	DIAGRAM	f67r2.4	1	shekchy	ASTRO_f67r2_004_01	zodiac division 4: Cancer	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11850
f67r2	f67r2.4	DIAGRAM	f67r2.4	2	sykos	ASTRO_f67r2_004_02	its ruling quality	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11851
f67r2	f67r2.5	DIAGRAM	f67r2.5	1	ykeody	ASTRO_f67r2_005_01	zodiac division 5: Leo	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11852
f67r2	f67r2.5	DIAGRAM	f67r2.5	2	okchy	ASTRO_f67r2_005_02	its ruling quality	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11853
f67r2	f67r2.6	DIAGRAM	f67r2.6	1	dchetay	ASTRO_f67r2_006_01	zodiac division 6: Virgo	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11854
f67r2	f67r2.7	DIAGRAM	f67r2.7	1	ykchy	ASTRO_f67r2_007_01	zodiac division 7: Libra	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11855
f67r2	f67r2.7	DIAGRAM	f67r2.7	2	kchey	ASTRO_f67r2_007_02	its ruling quality	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11856
f67r2	f67r2.7	DIAGRAM	f67r2.7	3	ykchys	ASTRO_f67r2_007_03	its application rule	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11857
f67r2	f67r2.8	DIAGRAM	f67r2.8	1	chkchdar	ASTRO_f67r2_008_01	zodiac division 8: Scorpio	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11858
f67r2	f67r2.9	DIAGRAM	f67r2.9	1	ykar	ASTRO_f67r2_009_01	zodiac division 9: Sagittarius	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11859
f67r2	f67r2.9	DIAGRAM	f67r2.9	2	ykaly	ASTRO_f67r2_009_02	its ruling quality	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11860
f67r2	f67r2.10	DIAGRAM	f67r2.10	1	lkshy	ASTRO_f67r2_010_01	zodiac division 10: Capricorn	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11861
f67r2	f67r2.10	DIAGRAM	f67r2.10	2	kchy	ASTRO_f67r2_010_02	its ruling quality	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11862
f67r2	f67r2.10	DIAGRAM	f67r2.10	3	okar	ASTRO_f67r2_010_03	its application rule	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11863
f67r2	f67r2.11	DIAGRAM	f67r2.11	1	chky	ASTRO_f67r2_011_01	zodiac division 11: Aquarius	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11864
f67r2	f67r2.11	DIAGRAM	f67r2.11	2	chykchs	ASTRO_f67r2_011_02	its ruling quality	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11865
f67r2	f67r2.11	DIAGRAM	f67r2.11	3	chy	ASTRO_f67r2_011_03	its application rule	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11866
f67r2	f67r2.12	DIAGRAM	f67r2.12	1	ykees	ASTRO_f67r2_012_01	zodiac division 12: Pisces	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11867
f67r2	f67r2.12	DIAGRAM	f67r2.12	2	ykchos	ASTRO_f67r2_012_02	its ruling quality	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	ZL3B_ASTRO_VISIBLE_TOKEN	11868
f67r2	f67r2.13	DIAGRAM	f67r2.13	1	opodchol	ASTRO_f67r2_013_01	at night	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11869
f67r2	f67r2.13	DIAGRAM	f67r2.13	2	s	ASTRO_f67r2_013_02	in the morning	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11870
f67r2	f67r2.13	DIAGRAM	f67r2.13	3	ain	ASTRO_f67r2_013_03	for the sick person	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11871
f67r2	f67r2.13	DIAGRAM	f67r2.13	4	aldy	ASTRO_f67r2_013_04	at the affected place	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11872
f67r2	f67r2.14	DIAGRAM	f67r2.14	1	soeey	ASTRO_f67r2_014_01	in the morning	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11873
f67r2	f67r2.14	DIAGRAM	f67r2.14	2	doiin	ASTRO_f67r2_014_02	for the sick person	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11874
f67r2	f67r2.14	DIAGRAM	f67r2.14	3	oldy	ASTRO_f67r2_014_03	at the affected place	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11875
f67r2	f67r2.15	DIAGRAM	f67r2.15	1	dolchsody	ASTRO_f67r2_015_01	sevenfold governor 1: Saturn	SEVENFOLD_GOVERNOR	.29	Sevenfold label; conventional planet order is the R4 default wager.	ZL3B_ASTRO_VISIBLE_TOKEN	11876
f67r2	f67r2.16	DIAGRAM	f67r2.16	1	odaeiin	ASTRO_f67r2_016_01	at the affected place	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11877
f67r2	f67r2.16	DIAGRAM	f67r2.16	2	okoes	ASTRO_f67r2_016_02	repeat once	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11878
f67r2	f67r2.16	DIAGRAM	f67r2.16	3	oekain	ASTRO_f67r2_016_03	do not overheat	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11879
f67r2	f67r2.16	DIAGRAM	f67r2.16	4	y	ASTRO_f67r2_016_04	let it settle	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11880
f67r2	f67r2.17	DIAGRAM	f67r2.17	1	otchey	ASTRO_f67r2_017_01	repeat once	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11881
f67r2	f67r2.17	DIAGRAM	f67r2.17	2	soraiir	ASTRO_f67r2_017_02	do not overheat	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11882
f67r2	f67r2.17	DIAGRAM	f67r2.17	3	dy	ASTRO_f67r2_017_03	let it settle	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11883
f67r2	f67r2.18	DIAGRAM	f67r2.18	1	qopchy	ASTRO_f67r2_018_01	do not overheat	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11884
f67r2	f67r2.18	DIAGRAM	f67r2.18	2	daiin	ASTRO_f67r2_018_02	let it settle	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11885
f67r2	f67r2.18	DIAGRAM	f67r2.18	3	dal	ASTRO_f67r2_018_03	then proceed	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11886
f67r2	f67r2.19	DIAGRAM	f67r2.19	1	ydchos	ASTRO_f67r2_019_01	let it settle	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11887
f67r2	f67r2.19	DIAGRAM	f67r2.19	2	ain	ASTRO_f67r2_019_02	then proceed	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11888
f67r2	f67r2.19	DIAGRAM	f67r2.19	3	ar	ASTRO_f67r2_019_03	the favourable condition	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11889
f67r2	f67r2.19	DIAGRAM	f67r2.19	4	amy	ASTRO_f67r2_019_04	the adverse condition	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11890
f67r2	f67r2.20	DIAGRAM	f67r2.20	1	chocfhy	ASTRO_f67r2_020_01	then proceed	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11891
f67r2	f67r2.20	DIAGRAM	f67r2.20	2	saral	ASTRO_f67r2_020_02	the favourable condition	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11892
f67r2	f67r2.21	DIAGRAM	f67r2.21	1	sain	ASTRO_f67r2_021_01	the favourable condition	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11893
f67r2	f67r2.21	DIAGRAM	f67r2.21	2	am	ASTRO_f67r2_021_02	the adverse condition	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11894
f67r2	f67r2.21	DIAGRAM	f67r2.21	3	ar	ASTRO_f67r2_021_03	as written above	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11895
f67r2	f67r2.22	DIAGRAM	f67r2.22	1	okal	ASTRO_f67r2_022_01	sevenfold governor 2: Jupiter	SEVENFOLD_GOVERNOR	.29	Sevenfold label; conventional planet order is the R4 default wager.	ZL3B_ASTRO_VISIBLE_TOKEN	11896
f67r2	f67r2.23	DIAGRAM	f67r2.23	1	oparchy	ASTRO_f67r2_023_01	as written above	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11897
f67r2	f67r2.23	DIAGRAM	f67r2.23	2	salsain	ASTRO_f67r2_023_02	choose	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11898
f67r2	f67r2.24	DIAGRAM	f67r2.24	1	sodar	ASTRO_f67r2_024_01	choose	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11899
f67r2	f67r2.24	DIAGRAM	f67r2.24	2	ofar	ASTRO_f67r2_024_02	the governing influence	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11900
f67r2	f67r2.24	DIAGRAM	f67r2.24	3	ar	ASTRO_f67r2_024_03	for this division	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11901
f67r2	f67r2.25	DIAGRAM	f67r2.25	1	ydam	ASTRO_f67r2_025_01	the governing influence	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11902
f67r2	f67r2.26	DIAGRAM	f67r2.26	1	yteoor	ASTRO_f67r2_026_01	for this division	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11903
f67r2	f67r2.26	DIAGRAM	f67r2.26	2	yto	ASTRO_f67r2_026_02	when the Moon enters	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11904
f67r2	f67r2.26	DIAGRAM	f67r2.26	3	ykor	ASTRO_f67r2_026_03	use the indicated remedy	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11905
f67r2	f67r2.27	DIAGRAM	f67r2.27	1	okeo	ASTRO_f67r2_027_01	when the Moon enters	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11906
f67r2	f67r2.27	DIAGRAM	f67r2.27	2	r	ASTRO_f67r2_027_02	use the indicated remedy	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11907
f67r2	f67r2.27	DIAGRAM	f67r2.27	3	aiin	ASTRO_f67r2_027_03	avoid bleeding	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11908
f67r2	f67r2.27	DIAGRAM	f67r2.27	4	am	ASTRO_f67r2_027_04	favour washing	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11909
f67r2	f67r2.28	DIAGRAM	f67r2.28	1	okain	ASTRO_f67r2_028_01	sevenfold governor 3: Mars	SEVENFOLD_GOVERNOR	.29	Sevenfold label; conventional planet order is the R4 default wager.	ZL3B_ASTRO_VISIBLE_TOKEN	11910
f67r2	f67r2.28	DIAGRAM	f67r2.28	2	am	ASTRO_f67r2_028_02	sevenfold governor 3: Mars	SEVENFOLD_GOVERNOR	.29	Sevenfold label; conventional planet order is the R4 default wager.	ZL3B_ASTRO_VISIBLE_TOKEN	11911
f67r2	f67r2.29	DIAGRAM	f67r2.29	1	ytody	ASTRO_f67r2_029_01	avoid bleeding	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11912
f67r2	f67r2.29	DIAGRAM	f67r2.29	2	saiin	ASTRO_f67r2_029_02	favour washing	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11913
f67r2	f67r2.30	DIAGRAM	f67r2.30	1	ochol	ASTRO_f67r2_030_01	favour washing	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11914
f67r2	f67r2.30	DIAGRAM	f67r2.30	2	olol	ASTRO_f67r2_030_02	favour purging	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11915
f67r2	f67r2.31	DIAGRAM	f67r2.31	1	opcholdy	ASTRO_f67r2_031_01	sevenfold governor 4: Sun	SEVENFOLD_GOVERNOR	.29	Sevenfold label; conventional planet order is the R4 default wager.	ZL3B_ASTRO_VISIBLE_TOKEN	11916
f67r2	f67r2.32	DIAGRAM	f67r2.32	1	dosar	ASTRO_f67r2_032_01	apply while warm	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11917
f67r2	f67r2.32	DIAGRAM	f67r2.32	2	odas	ASTRO_f67r2_032_02	wait until the next station	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11918
f67r2	f67r2.32	DIAGRAM	f67r2.32	3	air	ASTRO_f67r2_032_03	with the usual measure	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11919
f67r2	f67r2.32	DIAGRAM	f67r2.32	4	alaiin	ASTRO_f67r2_032_04	under the same governor	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11920
f67r2	f67r2.33	DIAGRAM	f67r2.33	1	dokan	ASTRO_f67r2_033_01	wait until the next station	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11921
f67r2	f67r2.33	DIAGRAM	f67r2.33	2	oear	ASTRO_f67r2_033_02	with the usual measure	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11922
f67r2	f67r2.33	DIAGRAM	f67r2.33	3	odal	ASTRO_f67r2_033_03	under the same governor	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11923
f67r2	f67r2.34	DIAGRAM	f67r2.34	1	ofar	ASTRO_f67r2_034_01	sevenfold governor 5: Venus	SEVENFOLD_GOVERNOR	.29	Sevenfold label; conventional planet order is the R4 default wager.	ZL3B_ASTRO_VISIBLE_TOKEN	11924
f67r2	f67r2.34	DIAGRAM	f67r2.34	2	oeoldan	ASTRO_f67r2_034_02	sevenfold governor 5: Venus	SEVENFOLD_GOVERNOR	.29	Sevenfold label; conventional planet order is the R4 default wager.	ZL3B_ASTRO_VISIBLE_TOKEN	11925
f67r2	f67r2.35	DIAGRAM	f67r2.35	1	chol	ASTRO_f67r2_035_01	under the same governor	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11926
f67r2	f67r2.35	DIAGRAM	f67r2.35	2	giin	ASTRO_f67r2_035_02	at night	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11927
f67r2	f67r2.35	DIAGRAM	f67r2.35	3	okol	ASTRO_f67r2_035_03	in the morning	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11928
f67r2	f67r2.36	DIAGRAM	f67r2.36	1	ytor	ASTRO_f67r2_036_01	at night	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11929
f67r2	f67r2.36	DIAGRAM	f67r2.36	2	daiin	ASTRO_f67r2_036_02	in the morning	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11930
f67r2	f67r2.36	DIAGRAM	f67r2.36	3	or	ASTRO_f67r2_036_03	for the sick person	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11931
f67r2	f67r2.37	DIAGRAM	f67r2.37	1	ytoaiin	ASTRO_f67r2_037_01	sevenfold governor 6: Mercury	SEVENFOLD_GOVERNOR	.29	Sevenfold label; conventional planet order is the R4 default wager.	ZL3B_ASTRO_VISIBLE_TOKEN	11932
f67r2	f67r2.38	DIAGRAM	f67r2.38	1	otoldos	ASTRO_f67r2_038_01	for the sick person	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11933
f67r2	f67r2.38	DIAGRAM	f67r2.38	2	octhole	ASTRO_f67r2_038_02	at the affected place	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11934
f67r2	f67r2.39	DIAGRAM	f67r2.39	1	sor	ASTRO_f67r2_039_01	at the affected place	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11935
f67r2	f67r2.39	DIAGRAM	f67r2.39	2	chedaiin	ASTRO_f67r2_039_02	repeat once	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11936
f67r2	f67r2.39	DIAGRAM	f67r2.39	3	dy	ASTRO_f67r2_039_03	do not overheat	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11937
f67r2	f67r2.40	DIAGRAM	f67r2.40	1	yteos	ASTRO_f67r2_040_01	repeat once	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11938
f67r2	f67r2.40	DIAGRAM	f67r2.40	2	oiin	ASTRO_f67r2_040_02	do not overheat	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11939
f67r2	f67r2.40	DIAGRAM	f67r2.40	3	og	ASTRO_f67r2_040_03	let it settle	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11940
f67r2	f67r2.41	DIAGRAM	f67r2.41	1	ytoeopchey	ASTRO_f67r2_041_01	do not overheat	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11941
f67r2	f67r2.41	DIAGRAM	f67r2.41	2	chekody	ASTRO_f67r2_041_02	let it settle	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11942
f67r2	f67r2.42	DIAGRAM	f67r2.42	1	sosho	ASTRO_f67r2_042_01	let it settle	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11943
f67r2	f67r2.42	DIAGRAM	f67r2.42	2	chos	ASTRO_f67r2_042_02	then proceed	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11944
f67r2	f67r2.42	DIAGRAM	f67r2.42	3	ockhy	ASTRO_f67r2_042_03	the favourable condition	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11945
f67r2	f67r2.43	DIAGRAM	f67r2.43	1	daiin	ASTRO_f67r2_043_01	then proceed	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11946
f67r2	f67r2.43	DIAGRAM	f67r2.43	2	aiin	ASTRO_f67r2_043_02	the favourable condition	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11947
f67r2	f67r2.43	DIAGRAM	f67r2.43	3	os	ASTRO_f67r2_043_03	the adverse condition	SELECTOR_RULE_PROSE	.18	CONTEXT_DEFAULT: running selector instruction, source order retained.	ZL3B_ASTRO_VISIBLE_TOKEN	11948
