paragraph	locus	index	raw	role	D	H	status	N_H	N_D	row_status
f93r|f93r.1-f93r.32	f93r.29	4	ctho[s:e]g	OPEN	[ungelesen: ctho[s:e]g]	[ungelesen: ctho[s:e]g]	UNREAD	[ungelesen: ctho[s:e]g]	[ungelesen: ctho[s:e]g]	recorded
f93r|f93r.1-f93r.32	f93r.30	1	shodaiin	MATERIAL_DOSE	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	Dosis Q des feuchten Materials [nominale Qualität: Stoffkonstitution]	recorded
f93r|f93r.1-f93r.32	f93r.30	2	qokcho	ACTION	verarbeite warm	verarbeite warm	ASSUMED	verarbeite warm	verarbeite warm	recorded
f93r|f93r.1-f93r.32	f93r.30	3	cthol	MATERIAL	Krautpulver	Krautpulver	ASSUMED	Krautpulver	Krautpulver	recorded
f93r|f93r.1-f93r.32	f93r.31	1	ol	RELATION	mit	mit	ASSUMED	mit	mit	recorded
f93r|f93r.1-f93r.32	f93r.31	2	chol	ACTION	trockne	erhitze	ASSUMED	erhitze	trockne	recorded
f93r|f93r.1-f93r.32	f93r.31	3	cthol	MATERIAL	Krautpulver	Krautpulver	ASSUMED	Krautpulver	Krautpulver	recorded
f93r|f93r.1-f93r.32	f93r.31	4	olchod	OPEN	[ungelesen: olchod]	[ungelesen: olchod]	UNREAD	[ungelesen: olchod]	[ungelesen: olchod]	recorded
f93r|f93r.1-f93r.32	f93r.32	1	dol	AMOUNT	Portion	Portion	ASSUMED	Portion	Portion	recorded
f93r|f93r.1-f93r.32	f93r.32	2	chokal	OPEN	[ungelesen: chokal]	[ungelesen: chokal]	UNREAD	[ungelesen: chokal]	[ungelesen: chokal]	recorded
f93r|f93r.1-f93r.32	f93r.32	3	schos	OPEN	[ungelesen: schos]	[ungelesen: schos]	UNREAD	[ungelesen: schos]	[ungelesen: schos]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	1	pyd[ch:?]y	OPEN	[ungelesen: pyd[ch:?]y]	[ungelesen: pyd[ch:?]y]	UNREAD	[ungelesen: pyd[ch:?]y]	[ungelesen: pyd[ch:?]y]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	2	od[i:e]y	OPEN	[ungelesen: od[i:e]y]	[ungelesen: od[i:e]y]	UNREAD	[ungelesen: od[i:e]y]	[ungelesen: od[i:e]y]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	3	pcheady	OPEN	[ungelesen: pcheady]	[ungelesen: pcheady]	UNREAD	[ungelesen: pcheady]	[ungelesen: pcheady]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	4	qoekeey	OPEN	[ungelesen: qoekeey]	[ungelesen: qoekeey]	UNREAD	[ungelesen: qoekeey]	[ungelesen: qoekeey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	5	oteey	OPEN	[ungelesen: oteey]	[ungelesen: oteey]	UNREAD	[ungelesen: oteey]	[ungelesen: oteey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	6	qokeod	OPEN	[ungelesen: qokeod]	[ungelesen: qokeod]	UNREAD	[ungelesen: qokeod]	[ungelesen: qokeod]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	7	sheey	ACTION	benetze	benetze	ASSUMED	benetze	benetze	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	8	opaiin	OPEN	[ungelesen: opaiin]	[ungelesen: opaiin]	UNREAD	[ungelesen: opaiin]	[ungelesen: opaiin]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	9	deear	OPEN	[ungelesen: deear]	[ungelesen: deear]	UNREAD	[ungelesen: deear]	[ungelesen: deear]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	1	oldeey	OPEN	[ungelesen: oldeey]	[ungelesen: oldeey]	UNREAD	[ungelesen: oldeey]	[ungelesen: oldeey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	2	ckhy	ACTION	stampfe	stampfe	ASSUMED	stampfe	stampfe	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	3	sheeody	MATERIAL	Pulver [Materialhypothese]	Pulver [Materialhypothese]	ASSUMED	Pulver [Materialhypothese]	Pulver [Materialhypothese]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	4	eeos	OPEN	[ungelesen: eeos]	[ungelesen: eeos]	UNREAD	[ungelesen: eeos]	[ungelesen: eeos]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	5	sheshe<!corr?>	OPEN	[ungelesen: sheshe<!corr?>]	[ungelesen: sheshe<!corr?>]	UNREAD	[ungelesen: sheshe<!corr?>]	[ungelesen: sheshe<!corr?>]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	6	oeeor	OPEN	[ungelesen: oeeor]	[ungelesen: oeeor]	UNREAD	[ungelesen: oeeor]	[ungelesen: oeeor]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	7	ykeear	OPEN	[ungelesen: ykeear]	[ungelesen: ykeear]	UNREAD	[ungelesen: ykeear]	[ungelesen: ykeear]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	8	chekeey	OPEN	[ungelesen: chekeey]	[ungelesen: chekeey]	UNREAD	[ungelesen: chekeey]	[ungelesen: chekeey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	9	ykory	OPEN	[ungelesen: ykory]	[ungelesen: ykory]	UNREAD	[ungelesen: ykory]	[ungelesen: ykory]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	1	dar	AMOUNT	Teilmenge	Teilmenge	ASSUMED	Teilmenge	Teilmenge	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	2	cheor	MATERIAL	Auszug	Auszug	ASSUMED	Auszug	Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	3	shoar	OPEN	[ungelesen: shoar]	[ungelesen: shoar]	UNREAD	[ungelesen: shoar]	[ungelesen: shoar]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	4	okeol	MATERIAL	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	5	shoy	OPEN	[ungelesen: shoy]	[ungelesen: shoy]	UNREAD	[ungelesen: shoy]	[ungelesen: shoy]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	6	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	7	ar	AMOUNT	Teil	Teil	ASSUMED	Teil	Teil	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	8	oky	STATE	warm	warm	ASSUMED	warm	warm	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	9	cheeor	MATERIAL	geklärter Auszug	geklärter Auszug	ASSUMED	geklärter Auszug	geklärter Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	10	ol	RELATION	mit	mit	ASSUMED	mit	mit	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	11	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	12	sy	STATE	abgesetzt	abgesetzt	ASSUMED	abgesetzt	abgesetzt	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	1	qokeor	ACTION_TYPED	erhitze den Auszug	erhitze den Auszug	ASSUMED	erhitze den Auszug	erhitze den Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	2	sho	MATERIAL	Flüssigkeit	Flüssigkeit	ASSUMED	Flüssigkeit	Flüssigkeit	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	3	?keeeos	OPEN	[ungelesen: ?keeeos]	[ungelesen: ?keeeos]	UNREAD	[ungelesen: ?keeeos]	[ungelesen: ?keeeos]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	4	cheor	MATERIAL	Auszug	Auszug	ASSUMED	Auszug	Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	5	o	LINK	und	und	ASSUMED	und	und	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	6	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	7	al	REFERENCE	davon	davon	ASSUMED	davon	davon	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	8	chos	OPEN	[ungelesen: chos]	[ungelesen: chos]	UNREAD	[ungelesen: chos]	[ungelesen: chos]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	9	aiiin	OPEN	[ungelesen: aiiin]	[ungelesen: aiiin]	UNREAD	[ungelesen: aiiin]	[ungelesen: aiiin]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	10	o	LINK	und	und	ASSUMED	und	und	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	11	ky	OPEN	[ungelesen: ky]	[ungelesen: ky]	UNREAD	[ungelesen: ky]	[ungelesen: ky]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	12	okaraiin	OPEN	[ungelesen: okaraiin]	[ungelesen: okaraiin]	UNREAD	[ungelesen: okaraiin]	[ungelesen: okaraiin]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	1	sorshey	OPEN	[ungelesen: sorshey]	[ungelesen: sorshey]	UNREAD	[ungelesen: sorshey]	[ungelesen: sorshey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	2	okeeor	OPEN	[ungelesen: okeeor]	[ungelesen: okeeor]	UNREAD	[ungelesen: okeeor]	[ungelesen: okeeor]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	3	sheockhey	OPEN	[ungelesen: sheockhey]	[ungelesen: sheockhey]	UNREAD	[ungelesen: sheockhey]	[ungelesen: sheockhey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	4	qokeos	OPEN	[ungelesen: qokeos]	[ungelesen: qokeos]	UNREAD	[ungelesen: qokeos]	[ungelesen: qokeos]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	5	okchol	OPEN	[ungelesen: okchol]	[ungelesen: okchol]	UNREAD	[ungelesen: okchol]	[ungelesen: okchol]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	6	ctheor	OPEN	[ungelesen: ctheor]	[ungelesen: ctheor]	UNREAD	[ungelesen: ctheor]	[ungelesen: ctheor]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	7	okey	STATE	erwärmt	erwärmt	ASSUMED	erwärmt	erwärmt	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	8	sal	MATERIAL	Arzneimaterial [Hypothese; Präparat/Salz offen]	Arzneimaterial [Hypothese; Präparat/Salz offen]	ASSUMED	Arzneimaterial [Hypothese; Präparat/Salz offen]	Arzneimaterial [Hypothese; Präparat/Salz offen]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	1	ychor	LINK	nimm	nimm	ASSUMED	nimm	nimm	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	2	sheol	MATERIAL	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	ASSUMED	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	3	por	AMOUNT	Zubereitungsmenge	Zubereitungsmenge	ASSUMED	Zubereitungsmenge	Zubereitungsmenge	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	4	sheeor	MATERIAL	wässriger Auszug	wässriger Auszug	ASSUMED	wässriger Auszug	wässriger Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	5	shekeey	ACTION	weiche ein	weiche ein	ASSUMED	weiche ein	weiche ein	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	6	qoky	ACTION	erwärme mäßig	erwärme mäßig	ASSUMED	erwärme mäßig	erwärme mäßig	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	7	cheo	MATERIAL	Zubereitung	Zubereitung	ASSUMED	Zubereitung	Zubereitung	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	8	teody	STATE	abgekühlt	abgekühlt	ASSUMED	abgekühlt	abgekühlt	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	9	qokeol	MATERIAL	erhitzte Flüssigkeit	erhitzte Flüssigkeit	ASSUMED	erhitzte Flüssigkeit	erhitzte Flüssigkeit	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	10	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	1	okeeor	OPEN	[ungelesen: okeeor]	[ungelesen: okeeor]	UNREAD	[ungelesen: okeeor]	[ungelesen: okeeor]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	2	cheey	ACTION	zerreibe fein	zerreibe fein	ASSUMED	zerreibe fein	zerreibe fein	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	3	okeey	ACTION	erwärme vorsichtig	erwärme vorsichtig	ASSUMED	erwärme vorsichtig	erwärme vorsichtig	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	4	sor	LINK	weiterer Bestandteil	weiterer Bestandteil	ASSUMED	weiterer Bestandteil	weiterer Bestandteil	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	5	eeey	OPEN	[ungelesen: eeey]	[ungelesen: eeey]	UNREAD	[ungelesen: eeey]	[ungelesen: eeey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	6	okey	STATE	erwärmt	erwärmt	ASSUMED	erwärmt	erwärmt	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	7	okey	STATE	erwärmt	erwärmt	ASSUMED	erwärmt	erwärmt	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	8	okeey	ACTION	erwärme vorsichtig	erwärme vorsichtig	ASSUMED	erwärme vorsichtig	erwärme vorsichtig	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	9	qokeor	ACTION_TYPED	erhitze den Auszug	erhitze den Auszug	ASSUMED	erhitze den Auszug	erhitze den Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	1	tchor	MATERIAL	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	ASSUMED	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	2	ar	AMOUNT	Teil	Teil	ASSUMED	Teil	Teil	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	3	chey	ACTION	prüfe	prüfe	ASSUMED	nicht [Bereich bis f102v2.37:8]	nicht [Bereich bis f102v2.37:8]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	4	kor	OPEN	[ungelesen: kor]	[ungelesen: kor]	UNREAD	[ungelesen: kor]	[ungelesen: kor]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	5	or	AMOUNT	Anteil	Anteil	ASSUMED	Anteil	Anteil	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	6	cthey	OPEN	[ungelesen: cthey]	[ungelesen: cthey]	UNREAD	[ungelesen: cthey]	[ungelesen: cthey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	7	qoeeey	OPEN	[ungelesen: qoeeey]	[ungelesen: qoeeey]	UNREAD	[ungelesen: qoeeey]	[ungelesen: qoeeey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	8	qokeey	ACTION	erhitze anhaltend	erhitze anhaltend	ASSUMED	NICHT: erhitze anhaltend	NICHT: erhitze anhaltend	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	9	okeoroly	OPEN	[ungelesen: okeoroly]	[ungelesen: okeoroly]	UNREAD	[ungelesen: okeoroly]	[ungelesen: okeoroly]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	10	sar	DISTRIBUTIVE	je Teil	je Teil	ASSUMED	je Teil	je Teil	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	1	dar	AMOUNT	Teilmenge	Teilmenge	ASSUMED	Teilmenge	Teilmenge	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	2	cheey	ACTION	zerreibe fein	zerreibe fein	ASSUMED	zerreibe fein	zerreibe fein	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	3	ckheey	OPEN	[ungelesen: ckheey]	[ungelesen: ckheey]	UNREAD	[ungelesen: ckheey]	[ungelesen: ckheey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	4	qokeor	ACTION_TYPED	erhitze den Auszug	erhitze den Auszug	ASSUMED	erhitze den Auszug	erhitze den Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	5	okey	STATE	erwärmt	erwärmt	ASSUMED	erwärmt	erwärmt	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	6	chos	OPEN	[ungelesen: chos]	[ungelesen: chos]	UNREAD	[ungelesen: chos]	[ungelesen: chos]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	7	sho	MATERIAL	Flüssigkeit	Flüssigkeit	ASSUMED	Flüssigkeit	Flüssigkeit	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	8	ykeey	REPEAT_ACTION	erwärme erneut	erwärme erneut	ASSUMED	erwärme erneut	erwärme erneut	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	9	okeeo	OPEN	[ungelesen: okeeo]	[ungelesen: okeeo]	UNREAD	[ungelesen: okeeo]	[ungelesen: okeeo]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	10	ra[in:i?]	OPEN	[ungelesen: ra[in:i?]]	[ungelesen: ra[in:i?]]	UNREAD	[ungelesen: ra[in:i?]]	[ungelesen: ra[in:i?]]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.39	1	yotaiin	OPEN	[ungelesen: yotaiin]	[ungelesen: yotaiin]	UNREAD	[ungelesen: yotaiin]	[ungelesen: yotaiin]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.39	2	cheor	MATERIAL	Auszug	Auszug	ASSUMED	Auszug	Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.39	3	cheekey	OPEN	[ungelesen: cheekey]	[ungelesen: cheekey]	UNREAD	[ungelesen: cheekey]	[ungelesen: cheekey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.39	4	orain	OPEN	[ungelesen: orain]	[ungelesen: orain]	UNREAD	[ungelesen: orain]	[ungelesen: orain]	recorded
f29v.1-f29v.4	f29v.1	1	kooiin	OPEN	[ungelesen: kooiin]	[ungelesen: kooiin]	UNREAD	[ungelesen: kooiin]	[ungelesen: kooiin]	recorded
f29v.1-f29v.4	f29v.1	2	shor	MATERIAL	Samen	Samen	ASSUMED	Samen	Samen	recorded
f29v.1-f29v.4	f29v.1	3	chetchy	OPEN	[ungelesen: chetchy]	[ungelesen: chetchy]	UNREAD	[ungelesen: chetchy]	[ungelesen: chetchy]	recorded
f29v.1-f29v.4	f29v.1	4	ol	RELATION	mit	mit	ASSUMED	mit	mit	recorded
f29v.1-f29v.4	f29v.1	5	ls	OPEN	[ungelesen: ls]	[ungelesen: ls]	UNREAD	[ungelesen: ls]	[ungelesen: ls]	recorded
f29v.1-f29v.4	f29v.1	6	shytchy	OPEN	[ungelesen: shytchy]	[ungelesen: shytchy]	UNREAD	[ungelesen: shytchy]	[ungelesen: shytchy]	recorded
f29v.1-f29v.4	f29v.1	7	cthy	MATERIAL	Kraut	Kraut	ASSUMED	Kraut	Kraut	recorded
f29v.1-f29v.4	f29v.1	8	shy	STATE	feucht	feucht	ASSUMED	feucht	feucht	recorded
f29v.1-f29v.4	f29v.1	9	cho	REGION	Inneres	Inneres	ASSUMED	Inneres	Inneres	recorded
f29v.1-f29v.4	f29v.1	10	shy	STATE	feucht	feucht	ASSUMED	feucht	feucht	recorded
f29v.1-f29v.4	f29v.1	11	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	recorded
f29v.1-f29v.4	f29v.2	1	qotcheaiin	OPEN	[ungelesen: qotcheaiin]	[ungelesen: qotcheaiin]	UNREAD	[ungelesen: qotcheaiin]	[ungelesen: qotcheaiin]	recorded
f29v.1-f29v.4	f29v.2	2	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f29v.1-f29v.4	f29v.2	3	chol	ACTION	trockne	erhitze	ASSUMED	erhitze	trockne	recorded
f29v.1-f29v.4	f29v.2	4	chol	ACTION	trockne	erhitze	ASSUMED	erhitze	trockne	recorded
f29v.1-f29v.4	f29v.2	5	cthy	MATERIAL	Kraut	Kraut	ASSUMED	Kraut	Kraut	recorded
f29v.1-f29v.4	f29v.2	6	chey	ACTION	prüfe	prüfe	ASSUMED	nicht [Bereich bis f29v.3:1]	nicht [Bereich bis f29v.3:1]	recorded
f29v.1-f29v.4	f29v.2	7	cthold	OPEN	[ungelesen: cthold]	[ungelesen: cthold]	UNREAD	[ungelesen: cthold]	[ungelesen: cthold]	recorded
f29v.1-f29v.4	f29v.2	8	ytchor	OPEN	[ungelesen: ytchor]	[ungelesen: ytchor]	UNREAD	[ungelesen: ytchor]	[ungelesen: ytchor]	recorded
f29v.1-f29v.4	f29v.2	9	dary	OPEN	[ungelesen: dary]	[ungelesen: dary]	UNREAD	[ungelesen: dary]	[ungelesen: dary]	recorded
f29v.1-f29v.4	f29v.3	1	chol	ACTION	trockne	erhitze	ASSUMED	NICHT: erhitze	NICHT: trockne	recorded
f29v.1-f29v.4	f29v.3	2	chol	ACTION	trockne	erhitze	ASSUMED	erhitze	trockne	recorded
f29v.1-f29v.4	f29v.3	3	kor	OPEN	[ungelesen: kor]	[ungelesen: kor]	UNREAD	[ungelesen: kor]	[ungelesen: kor]	recorded
f29v.1-f29v.4	f29v.3	4	shey	OPEN	[ungelesen: shey]	[ungelesen: shey]	UNREAD	[ungelesen: shey]	[ungelesen: shey]	recorded
f29v.1-f29v.4	f29v.3	5	odaiin	AMOUNT	zusätzliche Dosis Q	zusätzliche Dosis Q	ASSUMED	zusätzliche Dosis Q	zusätzliche Dosis Q	recorded
f29v.1-f29v.4	f29v.3	6	qotchy	ACTION	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	ASSUMED	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	recorded
f29v.1-f29v.4	f29v.3	7	taiin	OPEN	[ungelesen: taiin]	[ungelesen: taiin]	UNREAD	[ungelesen: taiin]	[ungelesen: taiin]	recorded
f29v.1-f29v.4	f29v.3	8	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f29v.1-f29v.4	f29v.3	9	she	ACTION	lasse stehen	lasse stehen	ASSUMED	lasse stehen	lasse stehen	recorded
f29v.1-f29v.4	f29v.3	10	otey	OPEN	[ungelesen: otey]	[ungelesen: otey]	UNREAD	[ungelesen: otey]	[ungelesen: otey]	recorded
f29v.1-f29v.4	f29v.3	11	sy	STATE	abgesetzt	abgesetzt	ASSUMED	abgesetzt	abgesetzt	recorded
f29v.1-f29v.4	f29v.4	1	ysho	OPEN	[ungelesen: ysho]	[ungelesen: ysho]	UNREAD	[ungelesen: ysho]	[ungelesen: ysho]	recorded
f29v.1-f29v.4	f29v.4	2	otshy	OPEN	[ungelesen: otshy]	[ungelesen: otshy]	UNREAD	[ungelesen: otshy]	[ungelesen: otshy]	recorded
f29v.1-f29v.4	f29v.4	3	okaiin	MATERIAL_DOSE	Dosis des Grundansatzes	Dosis des Grundansatzes	ASSUMED	Dosis des Grundansatzes	Dosis des Grundansatzes	recorded
f29v.1-f29v.4	f29v.4	4	cthy	MATERIAL	Kraut	Kraut	ASSUMED	Kraut	Kraut	recorded
f29v.1-f29v.4	f29v.4	5	oltchy	OPEN	[ungelesen: oltchy]	[ungelesen: oltchy]	UNREAD	[ungelesen: oltchy]	[ungelesen: oltchy]	recorded
f29v.1-f29v.4	f29v.4	6	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f29v.1-f29v.4	f29v.4	7	shot	OPEN	[ungelesen: shot]	[ungelesen: shot]	UNREAD	[ungelesen: shot]	[ungelesen: shot]	recorded
f29v.1-f29v.4	f29v.4	8	sho	MATERIAL	Flüssigkeit	Flüssigkeit	ASSUMED	Flüssigkeit	Flüssigkeit	recorded
f29v.1-f29v.4	f29v.4	9	okaiin	MATERIAL_DOSE	Dosis des Grundansatzes	Dosis des Grundansatzes	ASSUMED	Dosis des Grundansatzes	Dosis des Grundansatzes	recorded
