carrier_link_ordinal	layer	source_assignment_ordinal	source_artifact	cohort	event_id	statement_id	physical_page	register	surface	recipe	atom	atom_value_de	atom_position	carrier_envelope	specialized_default_reading_de	specialized_detail	unified_atom_category	unified_atom_value_de	position_and_value_match_unified_card	guard
690	ARGUMENT	357	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0072	G515-S006	f20v	HERBAL	choldy	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
691	ARGUMENT	358	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0073	G515-S006	f20v	HERBAL	opydy	O+P+Y+DY	Y	POSTEN	3	START>A<DY	den Posten führen und den Schritt abschließen	CLOSING_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
692	ARGUMENT	359	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0084	G515-S007	f20v	HERBAL	oty	OT+Y	Y	POSTEN	2	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
693	ARGUMENT	360	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0090	G515-S007	f20v	HERBAL	qoty	OT+Y	Y	POSTEN	2	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
694	ARGUMENT	361	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0092	G515-S007	f20v	HERBAL	tolshy	T+OL+SH+Y	Y	POSTEN	4	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
695	ARGUMENT	362	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0093	G515-S007	f20v	HERBAL	qotchy	OT+Y	Y	POSTEN	2	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
696	ARGUMENT	363	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0101	G515-S008	f20v	HERBAL	otor	OT+OR	OR	EINHEIT	2	OT>A<END	danach die Einheit als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	EINHEIT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
697	ARGUMENT	364	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0105	G515-S008	f20v	HERBAL	otchy	OT+CH+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
698	ARGUMENT	365	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0138	G515-S008	f20v	HERBAL	qoty	OT+Y	Y	POSTEN	2	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
699	ARGUMENT	366	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0238	G515-S023	f31r	HERBAL	olsheor	OL+SH+E+OR	OR	EINHEIT	4	OL>A<END	weiter mit der Einheit als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	EINHEIT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
700	ARGUMENT	367	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0241	G515-S025	f31r	HERBAL	ykedy	Y+K+E+DY	Y	POSTEN	1	START>A<DY	den Posten führen und den Schritt abschließen	CLOSING_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
701	ARGUMENT	368	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0252	G515-S027	f31r	HERBAL	oteor	OT+E+OR	OR	EINHEIT	3	OT>A<END	danach die Einheit als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	EINHEIT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
702	ARGUMENT	369	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0318	G515-S034	f66r	SOURCE_SECTION_T	ykshedy	Y+K+SH+E+DY	Y	POSTEN	1	START>A<DY	den Posten führen und den Schritt abschließen	CLOSING_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
703	ARGUMENT	370	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0334	G515-S037	f66r	SOURCE_SECTION_T	ykady	Y+K+A_ADDR+DY	Y	POSTEN	1	START>A<DY	den Posten führen und den Schritt abschließen	CLOSING_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
704	ARGUMENT	371	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0336	G515-S038	f66r	SOURCE_SECTION_T	qotey	OT+E+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
705	ARGUMENT	372	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0347	G515-S039	f66r	SOURCE_SECTION_T	ykeeody	Y+K+EE+O+DY	Y	POSTEN	1	START>A<DY	den Posten führen und den Schritt abschließen	CLOSING_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
706	ARGUMENT	373	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0354	G515-S041	f66r	SOURCE_SECTION_T	rotaiin	R+OT+AIIN	AIIN	WERT	3	OT>A<END	danach den Wert als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
707	ARGUMENT	374	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0371	G515-S042	f66r	SOURCE_SECTION_T	choty	CH+OT+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
708	ARGUMENT	375	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0375	G515-S042	f66r	SOURCE_SECTION_T	ykol	Y+K+OL	Y	POSTEN	1	START>A<OL	den Posten weiterführen	RETAINED_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
709	ARGUMENT	376	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0388	G515-S043	f66r	SOURCE_SECTION_T	sholdy	SH+OL+D_ADDR+Y	Y	POSTEN	4	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
710	ARGUMENT	377	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0391	G515-S043	f66r	SOURCE_SECTION_T	qoty	OT+Y	Y	POSTEN	2	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
711	ARGUMENT	378	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0415	G515-S047	f66r	SOURCE_SECTION_T	sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	OR	EINHEIT	4	OL>A<END	weiter mit der Einheit als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	EINHEIT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
712	ARGUMENT	379	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0415	G515-S047	f66r	SOURCE_SECTION_T	sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	AIIN	WERT	6	OL>A<END	weiter mit dem Wert als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	WERT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
713	ARGUMENT	380	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0417	G515-S047	f66r	SOURCE_SECTION_T	otalor	OT+AL+OR	OR	EINHEIT	3	OT>A<END	danach die Einheit als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	EINHEIT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
714	ARGUMENT	381	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0456	G515-S053	f66r	SOURCE_SECTION_T	ytarody	Y+T+AR+O+DY	Y	POSTEN	1	START>A<DY	den Posten führen und den Schritt abschließen	CLOSING_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
715	ARGUMENT	382	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0470	G515-S056	f66r	SOURCE_SECTION_T	dolarshy	D_ADDR+OL+AR+SH+Y	Y	POSTEN	5	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
716	ARGUMENT	383	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0480	G515-S056	f66r	SOURCE_SECTION_T	oly	OL+Y	Y	POSTEN	2	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
717	ARGUMENT	384	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0504	G515-S062	f66r	SOURCE_SECTION_T	ykeeody	Y+K+EE+O+DY	Y	POSTEN	1	START>A<DY	den Posten führen und den Schritt abschließen	CLOSING_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
718	ARGUMENT	385	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0525	G515-S067	f66r	SOURCE_SECTION_T	oteochey	OT+E+O+CH+E+Y	Y	POSTEN	6	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
719	ARGUMENT	386	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0533	G515-S068	f66r	SOURCE_SECTION_T	oteody	OT+E+O+Y	Y	POSTEN	4	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
720	ARGUMENT	387	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0538	G515-S068	f66r	SOURCE_SECTION_T	otey	OT+E+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
721	ARGUMENT	388	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0539	G515-S068	f66r	SOURCE_SECTION_T	ltsholy	L+T+SH+OL+Y	Y	POSTEN	5	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
722	ARGUMENT	389	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0572	G515-S073	f66r	SOURCE_SECTION_T	oteey	OT+EE+Y	Y	POSTEN	3	OT>A<END	danach den Posten als nächsten Träger eröffnen	NEXT_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
723	ARGUMENT	390	GDT559_390_ARGUMENT_CARRIER_ASSIGNMENTS	CURRENT4_GDT539	G515-E0581	G515-S077	f66r	SOURCE_SECTION_T	qoteoly	OT+E+OL+Y	Y	POSTEN	4	OL>A<END	weiter mit dem Posten als aktuellem Träger	CONTINUED_CARRIER_ARGUMENT	ARGUMENT	POSTEN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
724	RELATION	1	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E0082	G407-S005	f1r	SOURCE_SECTION_T	otairin	OT+AIR+IIN	AIR	BAHN	2	OT>R<END	DANACH · BAHN	SPARSE_PATH_DESCRIPTOR__NO_STATE_SUBSTITUTION	RELATION	BAHN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
725	RELATION	2	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E0189	G407-S006	f1r	SOURCE_SECTION_T	ctholdar	CH+T+OL+D_ADDR+AR	AR	AUSGANG	5	OL>R<END	FORTSETZEN · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
726	RELATION	3	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E0302	G407-S009	f10r	HERBAL	otar	OT+AR	AR	AUSGANG	2	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
727	RELATION	4	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E0439	G407-S015	f13r	HERBAL	daldy	AL+DY	AL	ZIELORT	1	START>R<DY	ZIELORT · ABSCHLIESSEN	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
728	RELATION	5	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E0483	G407-S021	f17r	HERBAL	cphaldy	CH+P+AL+DY	AL	ZIELORT	3	START>R<DY	ZIELORT · ABSCHLIESSEN	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
729	RELATION	6	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E0521	G407-S025	f18r	HERBAL	pdrairdy	P+D_ADDR+R+AIR+DY	AIR	BAHN	4	START>R<DY	BAHN · ABSCHLIESSEN	SPARSE_PATH_DESCRIPTOR__NO_STATE_SUBSTITUTION	RELATION	BAHN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
730	RELATION	7	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E0555	G407-S027	f18r	HERBAL	chlol	L+OL	L	VERBINDUNG	1	START>R<OL	VERBINDUNG · FORTSETZEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
731	RELATION	8	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E0679	G407-S032	f24v	HERBAL	otolodal	OT+OL+O+D_ADDR+AL	AL	ZIELORT	5	OL>R<END	FORTSETZEN · ZIELORT	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
732	RELATION	9	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E0750	G407-S036	f55v	HERBAL	otar	OT+AR	AR	AUSGANG	2	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
733	RELATION	10	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E0773	G407-S036	f55v	HERBAL	otar	OT+AR	AR	AUSGANG	2	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
734	RELATION	11	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1014	G407-S051	f67r2	CELESTIAL	olar	OL+AR	AR	AUSGANG	2	OL>R<END	FORTSETZEN · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
735	RELATION	12	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1038	G407-S052	f68r1	CELESTIAL	otchl	OT+CH+L	L	VERBINDUNG	3	OT>R<END	DANACH · VERBINDUNG	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
736	RELATION	13	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1076	G407-S055	f71v	CELESTIAL	otcheodal	OT+CH+E+O+D_ADDR+AL	AL	ZIELORT	6	OT>R<END	DANACH · ZIELORT	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
737	RELATION	14	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1077	G407-S055	f71v	CELESTIAL	sheealody	SH+EE+AL+O+DY	AL	ZIELORT	3	START>R<DY	ZIELORT · ABSCHLIESSEN	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
738	RELATION	15	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1079	G407-S056	f71v	CELESTIAL	otar	OT+AR	AR	AUSGANG	2	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
739	RELATION	16	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1081	G407-S056	f71v	CELESTIAL	oteodar	OT+E+O+D_ADDR+AR	AR	AUSGANG	5	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
740	RELATION	17	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1086	G407-S056	f71v	CELESTIAL	oteoshar	OT+E+O+SH+AR	AR	AUSGANG	5	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
741	RELATION	18	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1093	G407-S056	f71v	CELESTIAL	arol	AR+OL	AR	AUSGANG	1	START>R<OL	AUSGANG · FORTSETZEN	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
742	RELATION	19	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1120	G407-S057	f71v	CELESTIAL	otal	OT+AL	AL	ZIELORT	2	OT>R<END	DANACH · ZIELORT	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
743	RELATION	20	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1122	G407-S057	f71v	CELESTIAL	shldy	SH+L+DY	L	VERBINDUNG	2	START>R<DY	VERBINDUNG · ABSCHLIESSEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
744	RELATION	21	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1123	G407-S058	f71v	CELESTIAL	otaly	OT+AL+Y	AL	ZIELORT	2	OT>R<END	DANACH · ZIELORT	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
745	RELATION	22	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1139	G407-S060	f72r	CELESTIAL	chlol	L+OL	L	VERBINDUNG	1	START>R<OL	VERBINDUNG · FORTSETZEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
746	RELATION	23	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1179	G407-S064	f72r	CELESTIAL	oteodar	OT+E+O+D_ADDR+AR	AR	AUSGANG	5	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
747	RELATION	24	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1192	G407-S065	f72r	CELESTIAL	otar	OT+AR	AR	AUSGANG	2	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
748	RELATION	25	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1198	G407-S065	f72r	CELESTIAL	otear	OT+E+AR	AR	AUSGANG	3	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
749	RELATION	26	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1202	G407-S065	f72r	CELESTIAL	otar	OT+AR	AR	AUSGANG	2	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
750	RELATION	27	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1207	G407-S066	f72r	CELESTIAL	aroly	AR+OL+Y	AR	AUSGANG	1	START>R<OL	AUSGANG · FORTSETZEN	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
751	RELATION	28	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1238	G407-S067	f72r	CELESTIAL	otar	OT+AR	AR	AUSGANG	2	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
752	RELATION	29	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1273	G407-S068	f72r	CELESTIAL	otaly	OT+AL+Y	AL	ZIELORT	2	OT>R<END	DANACH · ZIELORT	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
753	RELATION	30	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1276	G407-S068	f72r	CELESTIAL	dalchdy	AL+CHD+DY	AL	ZIELORT	1	START>R<DY	ZIELORT · ABSCHLIESSEN	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
754	RELATION	31	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1282	G407-S070	f72r	CELESTIAL	chotal	OT+AL	AL	ZIELORT	2	OT>R<END	DANACH · ZIELORT	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
