integration_ordinal	event_id	statement_id	physical_page	register	surface	recipe	grade_link_count	argument_link_count	relation_link_count	total_specialized_link_count	specialized_layers	ordered_all_atom_reading_de	all_atom_default_phrase_de	specialized_readings_de	integration_status
595	G407-E3744	G407-S640	f83r	BIOLOGICAL	dairydy	AIR+Y+DY	0	1	1	2	ARGUMENT|RELATION	BAHN → POSTEN → ABSCHLIESSEN	entlang der Bahn; den Posten; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen || RELATION:BAHN · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
596	G407-E3749	G407-S641	f83r	BIOLOGICAL	solchedy	S+OL+CHD+Y	0	1	0	1	ARGUMENT	WÄHLEN → FORTSETZEN → BEARBEITEN → POSTEN	wählen; weiter; bearbeiten; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
597	G407-E3752	G407-S642	f83r	BIOLOGICAL	solkey	OL+K+E+Y	1	1	0	2	ARGUMENT|GRADE	FORTSETZEN → GEBEN → GRAD I → POSTEN	weiter; geben; auf Grad I; den Posten	GRADE:weiter mit geben auf Grad I || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
598	G407-E3753	G407-S642	f83r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
599	G407-E3754	G407-S643	f83r	BIOLOGICAL	qolkain	OL+K+AIN	0	1	0	1	ARGUMENT	FORTSETZEN → GEBEN → ANTEIL	weiter; geben; den Anteil	ARGUMENT:weiter mit dem Anteil als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
600	G407-E3763	G407-S643	f83r	BIOLOGICAL	sheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
601	G407-E3765	G407-S643	f83r	BIOLOGICAL	qotal	OT+AL	0	0	1	1	RELATION	DANACH → ZIELORT	danach; zum Zielort	RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
602	G407-E3774	G407-S646	f83r	BIOLOGICAL	lol	L+OL	0	0	1	1	RELATION	VERBINDUNG → FORTSETZEN	über die Verbindung; weiter	RELATION:VERBINDUNG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
603	G407-E3780	G407-S647	f83r	BIOLOGICAL	solkeey	OL+K+EE+Y	1	1	0	2	ARGUMENT|GRADE	FORTSETZEN → GEBEN → GRAD II → POSTEN	weiter; geben; auf Grad II; den Posten	GRADE:weiter mit geben auf Grad II || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
604	G407-E3784	G407-S647	f83r	BIOLOGICAL	solchkal	S+OL+CH+K+AL	0	0	1	1	RELATION	WÄHLEN → FORTSETZEN → NEHMEN → GEBEN → ZIELORT	wählen; weiter; nehmen; geben; zum Zielort	RELATION:FORTSETZEN · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
605	G407-E3786	G407-S647	f83r	BIOLOGICAL	qotar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
606	G407-E3797	G407-S648	f88r	PHARMA	ctheol	CH+T+E+OL	1	0	0	1	GRADE	NEHMEN → EINSTELLEN → GRAD I → FORTSETZEN	nehmen; einstellen; auf Grad I; weiter	GRADE:nehmen und einstellen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
607	G407-E3801	G407-S648	f88r	PHARMA	sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR	0	1	0	1	ARGUMENT	HALTEN → FORTSETZEN → HIER → NEHMEN → EINHEIT	halten; weiter; hier; nehmen; die Einheit	ARGUMENT:weiter mit der Einheit als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
608	G407-E3806	G407-S648	f88r	PHARMA	keol	K+E+OL	1	0	0	1	GRADE	GEBEN → GRAD I → FORTSETZEN	geben; auf Grad I; weiter	GRADE:geben auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
609	G407-E3827	G407-S648	f88r	PHARMA	qokeol	OK+E+OL	1	0	0	1	GRADE	SETZEN → GRAD I → FORTSETZEN	setzen; auf Grad I; weiter	GRADE:setzen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
610	G407-E3832	G407-S648	f88r	PHARMA	doleeey	D_ADDR+OL+EEE+Y	1	1	0	2	ARGUMENT|GRADE	HIER → FORTSETZEN → GRAD III → POSTEN	hier; weiter; auf Grad III; den Posten	GRADE:weiter mit Träger auf Grad III || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
611	G407-E3853	G407-S650	f88r	PHARMA	qoekol	CARRIER_Q+O+E+K+OL	1	0	0	1	GRADE	BEGINNMARKER → AUSFÜHRUNG → GRAD I → GEBEN → FORTSETZEN	am Beginn; zur Ausführung; auf Grad I; geben; weiter	GRADE:Träger auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
612	G407-E3854	G407-S650	f88r	PHARMA	qoekol	CARRIER_Q+O+E+K+OL	1	0	0	1	GRADE	BEGINNMARKER → AUSFÜHRUNG → GRAD I → GEBEN → FORTSETZEN	am Beginn; zur Ausführung; auf Grad I; geben; weiter	GRADE:Träger auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
613	G407-E3858	G407-S650	f88r	PHARMA	dsheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
614	G407-E3865	G407-S650	f88r	PHARMA	oteor	OT+E+OR	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → EINHEIT	danach; auf Grad I; die Einheit	GRADE:danach Träger auf Grad I || ARGUMENT:danach die Einheit als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
615	G407-E3868	G407-S650	f88r	PHARMA	teol	E+OL	1	0	0	1	GRADE	GRAD I → FORTSETZEN	auf Grad I; weiter	GRADE:Träger auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
616	G407-E3871	G407-S650	f88r	PHARMA	qokeol	OK+E+OL	1	0	0	1	GRADE	SETZEN → GRAD I → FORTSETZEN	setzen; auf Grad I; weiter	GRADE:setzen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
617	G407-E3874	G407-S650	f88r	PHARMA	sheeol	SH+EE+OL	1	0	0	1	GRADE	HALTEN → GRAD II → FORTSETZEN	halten; auf Grad II; weiter	GRADE:halten auf Grad II; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
618	G407-E3875	G407-S650	f88r	PHARMA	sheoldg	SH+E+OL+D_ADDR+LOCAL_CHAR_G	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN → HIER → VARIANTE	halten; auf Grad I; weiter; hier; als Variante	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
619	G407-E3881	G407-S650	f88r	PHARMA	chorcholsal	CH+OR+OL+S+AL	0	1	1	2	ARGUMENT|RELATION	NEHMEN → EINHEIT → FORTSETZEN → WÄHLEN → ZIELORT	nehmen; die Einheit; weiter; wählen; zum Zielort	ARGUMENT:die Einheit weiterführen || RELATION:FORTSETZEN · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
620	G407-E3884	G407-S651	f88r	PHARMA	olkeey	OL+K+EE+Y	1	1	0	2	ARGUMENT|GRADE	FORTSETZEN → GEBEN → GRAD II → POSTEN	weiter; geben; auf Grad II; den Posten	GRADE:weiter mit geben auf Grad II || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
621	G407-E3886	G407-S651	f88r	PHARMA	poldy	P+OL+D_ADDR+Y	0	1	0	1	ARGUMENT	EINSETZEN → FORTSETZEN → HIER → POSTEN	einsetzen; weiter; hier; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
622	G407-E3897	G407-S652	f88r	PHARMA	oldal	OL+DA+L	0	0	1	1	RELATION	FORTSETZEN → ZWEITE STUFE → VERBINDUNG	weiter; auf der zweiten Stufe; über die Verbindung	RELATION:FORTSETZEN · VERBINDUNG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
623	G407-E3949	G407-S653	f88v	PHARMA	olcheody	OL+CH+E+O+DY	1	0	0	1	GRADE	FORTSETZEN → NEHMEN → GRAD I → AUSFÜHRUNG → ABSCHLIESSEN	weiter; nehmen; auf Grad I; zur Ausführung; abschließen	GRADE:weiter mit nehmen auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
624	G407-E3950	G407-S654	f88v	PHARMA	qoekeol	O+E+K+E+OL	2	0	0	2	GRADE	AUSFÜHRUNG → GRAD I → GEBEN → GRAD I → FORTSETZEN	zur Ausführung; auf Grad I; geben; auf Grad I; weiter	GRADE:Träger auf Grad I; den Träger weiterführen || GRADE:geben auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
625	G407-E3966	G407-S654	f88v	PHARMA	cheorol	CH+E+O+R+OL	1	0	0	1	GRADE	NEHMEN → GRAD I → AUSFÜHRUNG → MARKIEREN → FORTSETZEN	nehmen; auf Grad I; zur Ausführung; markieren; weiter	GRADE:nehmen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
626	G407-E3972	G407-S657	f88v	PHARMA	oldaiin	OL+D_ADDR+AIIN	0	1	0	1	ARGUMENT	FORTSETZEN → HIER → WERT	weiter; hier; den Wert	ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
627	G407-E3973	G407-S657	f88v	PHARMA	qoteody	OT+E+O+DY	1	0	0	1	GRADE	DANACH → GRAD I → AUSFÜHRUNG → ABSCHLIESSEN	danach; auf Grad I; zur Ausführung; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
628	G407-E3974	G407-S658	f88v	PHARMA	yfolaiin	Y+LOCAL_CHAR_F+OL+AIIN	0	2	0	2	ARGUMENT	POSTEN → HIER → FORTSETZEN → WERT	den Posten; hier; weiter; den Wert	ARGUMENT:den Posten weiterführen || ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
629	G407-E3988	G407-S658	f88v	PHARMA	oteody	OT+E+O+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → AUSFÜHRUNG → POSTEN	danach; auf Grad I; zur Ausführung; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
630	G407-E3996	G407-S659	f88v	PHARMA	cheeol	SH+EE+OL	1	0	0	1	GRADE	HALTEN → GRAD II → FORTSETZEN	halten; auf Grad II; weiter	GRADE:halten auf Grad II; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
631	G407-E3999	G407-S660	f88v	PHARMA	soteol	S+OT+E+OL	1	0	0	1	GRADE	WÄHLEN → DANACH → GRAD I → FORTSETZEN	wählen; danach; auf Grad I; weiter	GRADE:danach Träger auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
632	G407-E4005	G407-S660	f88v	PHARMA	olaiin	OL+AIIN	0	1	0	1	ARGUMENT	FORTSETZEN → WERT	weiter; den Wert	ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
633	G407-E4008	G407-S660	f88v	PHARMA	oteody	OT+E+O+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → AUSFÜHRUNG → POSTEN	danach; auf Grad I; zur Ausführung; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
634	G407-E4012	G407-S660	f88v	PHARMA	oteol	OT+E+OL	1	0	0	1	GRADE	DANACH → GRAD I → FORTSETZEN	danach; auf Grad I; weiter	GRADE:danach Träger auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
635	G407-E4016	G407-S660	f88v	PHARMA	oteeody	OT+EE+O+DY	1	0	0	1	GRADE	DANACH → GRAD II → AUSFÜHRUNG → ABSCHLIESSEN	danach; auf Grad II; zur Ausführung; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
636	G407-E4027	G407-S663	f88v	PHARMA	qoteo	OT+E+O	1	0	0	1	GRADE	DANACH → GRAD I → AUSFÜHRUNG	danach; auf Grad I; zur Ausführung	GRADE:danach Träger auf Grad I	EXACT_EVENT_AND_ATOM_POSITION_JOIN
637	G407-E4035	G407-S663	f88v	PHARMA	sheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
638	G407-E4056	G407-S664	f88v	PHARMA	saldy	S+AL+DY	0	0	1	1	RELATION	WÄHLEN → ZIELORT → ABSCHLIESSEN	wählen; zum Zielort; abschließen	RELATION:ZIELORT · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
639	G407-E4063	G407-S666	f89r	PHARMA	qopcholy	CARRIER_Q+O+CH+T+OL+Y	0	1	0	1	ARGUMENT	BEGINNMARKER → AUSFÜHRUNG → NEHMEN → EINSTELLEN → FORTSETZEN → POSTEN	am Beginn; zur Ausführung; nehmen; einstellen; weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
640	G407-E4070	G407-S667	f89r	PHARMA	oldain	OL+AIN	0	1	0	1	ARGUMENT	FORTSETZEN → ANTEIL	weiter; den Anteil	ARGUMENT:weiter mit dem Anteil als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
641	G407-E4080	G407-S668	f89r	PHARMA	qokeol	OK+E+OL	1	0	0	1	GRADE	SETZEN → GRAD I → FORTSETZEN	setzen; auf Grad I; weiter	GRADE:setzen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
642	G407-E4110	G407-S669	f89r	PHARMA	sheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
643	G407-E4115	G407-S669	f89r	PHARMA	darolg	AR+OL	0	0	1	1	RELATION	AUSGANG → FORTSETZEN	vom Ausgang; weiter	RELATION:AUSGANG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
644	G407-E4121	G407-S669	f89r	PHARMA	dalchom	AL+CHD+DY	0	0	1	1	RELATION	ZIELORT → BEARBEITEN → ABSCHLIESSEN	zum Zielort; bearbeiten; abschließen	RELATION:ZIELORT · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
645	G407-E4130	G407-S670	f89r	PHARMA	qotey	OT+E+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
646	G407-E4131	G407-S670	f89r	PHARMA	qokeeol	OK+EE+OL	1	0	0	1	GRADE	SETZEN → GRAD II → FORTSETZEN	setzen; auf Grad II; weiter	GRADE:setzen auf Grad II; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
647	G407-E4140	G407-S670	f89r	PHARMA	dainaldy	D_ADDR+AIN+AL+DY	0	1	1	2	ARGUMENT|RELATION	HIER → ANTEIL → ZIELORT → ABSCHLIESSEN	hier; den Anteil; zum Zielort; abschließen	ARGUMENT:den Anteil führen und den Schritt abschließen || RELATION:ZIELORT · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
648	G407-E4173	G407-S672	f89r	PHARMA	sheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
649	G407-E4182	G407-S672	f89r	PHARMA	oteos	OT+E+O+S_ADDR	1	0	0	1	GRADE	DANACH → GRAD I → AUSFÜHRUNG → HIER	danach; auf Grad I; zur Ausführung; hier	GRADE:danach Träger auf Grad I	EXACT_EVENT_AND_ATOM_POSITION_JOIN
650	G407-E4190	G407-S673	f89r	PHARMA	cholkeedy	OL+K+EE+DY	1	0	0	1	GRADE	FORTSETZEN → GEBEN → GRAD II → ABSCHLIESSEN	weiter; geben; auf Grad II; abschließen	GRADE:weiter mit geben auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
651	G407-E4197	G407-S675	f89r	PHARMA	cpheeedol	CH+P+EEE+D_ADDR+OL	1	0	0	1	GRADE	NEHMEN → EINSETZEN → GRAD III → HIER → FORTSETZEN	nehmen; einsetzen; auf Grad III; hier; weiter	GRADE:nehmen und einsetzen auf Grad III; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
652	G407-E4208	G407-S675	f89r	PHARMA	dolchsyckheol	D_ADDR+OL+CH+S+Y+CH+K+E+OL	1	1	0	2	ARGUMENT|GRADE	HIER → FORTSETZEN → NEHMEN → WÄHLEN → POSTEN → NEHMEN → GEBEN → GRAD I → FORTSETZEN	hier; weiter; nehmen; wählen; den Posten; nehmen; geben; auf Grad I; weiter	GRADE:weiter mit nehmen und wählen und nehmen und geben auf Grad I; den Träger weiterführen || ARGUMENT:den Posten weiterführen und aktiv halten	EXACT_EVENT_AND_ATOM_POSITION_JOIN
653	G407-E4214	G407-S675	f89r	PHARMA	choldy	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
654	G407-E4232	G407-S677	f89r	PHARMA	yody	Y+O+DY	0	1	0	1	ARGUMENT	POSTEN → AUSFÜHRUNG → ABSCHLIESSEN	den Posten; zur Ausführung; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
655	G407-E4233	G407-S678	f89r	PHARMA	qoteol	OT+E+OL	1	0	0	1	GRADE	DANACH → GRAD I → FORTSETZEN	danach; auf Grad I; weiter	GRADE:danach Träger auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
656	G407-E4234	G407-S678	f89r	PHARMA	oldaiin	OL+D_ADDR+AIIN	0	1	0	1	ARGUMENT	FORTSETZEN → HIER → WERT	weiter; hier; den Wert	ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
657	G407-E4238	G407-S678	f89r	PHARMA	oldaiin	OL+D_ADDR+AIIN	0	1	0	1	ARGUMENT	FORTSETZEN → HIER → WERT	weiter; hier; den Wert	ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
658	G407-E4241	G407-S678	f89r	PHARMA	otolpchy	OT+OL+P+CH+Y	0	1	0	1	ARGUMENT	DANACH → FORTSETZEN → EINSETZEN → NEHMEN → POSTEN	danach; weiter; einsetzen; nehmen; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
659	G407-E4244	G407-S678	f89r	PHARMA	lkeopol	L+K+E+O+P+OL	1	0	1	2	GRADE|RELATION	VERBINDUNG → GEBEN → GRAD I → AUSFÜHRUNG → EINSETZEN → FORTSETZEN	über die Verbindung; geben; auf Grad I; zur Ausführung; einsetzen; weiter	GRADE:geben auf Grad I; den Träger weiterführen || RELATION:VERBINDUNG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
660	G407-E4248	G407-S678	f89r	PHARMA	olkey	OL+K+E+Y	1	1	0	2	ARGUMENT|GRADE	FORTSETZEN → GEBEN → GRAD I → POSTEN	weiter; geben; auf Grad I; den Posten	GRADE:weiter mit geben auf Grad I || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
661	G407-E4249	G407-S678	f89r	PHARMA	okeol	OK+E+OL	1	0	0	1	GRADE	SETZEN → GRAD I → FORTSETZEN	setzen; auf Grad I; weiter	GRADE:setzen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
662	G407-E4251	G407-S678	f89r	PHARMA	okeeol	OK+EE+OL	1	0	0	1	GRADE	SETZEN → GRAD II → FORTSETZEN	setzen; auf Grad II; weiter	GRADE:setzen auf Grad II; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
663	G407-E4261	G407-S679	f89r	PHARMA	olcheol	OL+CH+E+O+DY	1	0	0	1	GRADE	FORTSETZEN → NEHMEN → GRAD I → AUSFÜHRUNG → ABSCHLIESSEN	weiter; nehmen; auf Grad I; zur Ausführung; abschließen	GRADE:weiter mit nehmen auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
664	G407-E4272	G407-S680	f89r	PHARMA	qokeol	OK+E+OL	1	0	0	1	GRADE	SETZEN → GRAD I → FORTSETZEN	setzen; auf Grad I; weiter	GRADE:setzen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
665	G407-E4293	G407-S681	f89r	PHARMA	kolches	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
666	G407-E4294	G407-S681	f89r	PHARMA	sheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
667	G407-E4298	G407-S681	f89r	PHARMA	opcheol	O+P+CH+E+OL	1	0	0	1	GRADE	AUSFÜHRUNG → EINSETZEN → NEHMEN → GRAD I → FORTSETZEN	zur Ausführung; einsetzen; nehmen; auf Grad I; weiter	GRADE:einsetzen und nehmen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
668	G407-E4300	G407-S682	f89r	PHARMA	sholdy	SH+OL+D_ADDR+Y	0	1	0	1	ARGUMENT	HALTEN → FORTSETZEN → HIER → POSTEN	halten; weiter; hier; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
669	G407-E4309	G407-S684	f89r	PHARMA	keol	K+E+OL	1	0	0	1	GRADE	GEBEN → GRAD I → FORTSETZEN	geben; auf Grad I; weiter	GRADE:geben auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
670	G407-E4314	G407-S684	f89r	PHARMA	okeol	OK+E+OL	1	0	0	1	GRADE	SETZEN → GRAD I → FORTSETZEN	setzen; auf Grad I; weiter	GRADE:setzen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
671	G407-E4316	G407-S684	f89r	PHARMA	ykeody	Y+K+E+O+DY	0	1	0	1	ARGUMENT	POSTEN → GEBEN → GRAD I → AUSFÜHRUNG → ABSCHLIESSEN	den Posten; geben; auf Grad I; zur Ausführung; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
672	G407-E4320	G407-S685	f89r	PHARMA	okeol	OK+E+OL	1	0	0	1	GRADE	SETZEN → GRAD I → FORTSETZEN	setzen; auf Grad I; weiter	GRADE:setzen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
673	G407-E4323	G407-S685	f89r	PHARMA	yokeeol	Y+OK+EE+OL	1	1	0	2	ARGUMENT|GRADE	POSTEN → SETZEN → GRAD II → FORTSETZEN	den Posten; setzen; auf Grad II; weiter	GRADE:setzen auf Grad II; den Träger weiterführen || ARGUMENT:den Posten weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
674	G407-E4326	G407-S685	f89r	PHARMA	qokeol	OK+E+OL	1	0	0	1	GRADE	SETZEN → GRAD I → FORTSETZEN	setzen; auf Grad I; weiter	GRADE:setzen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
675	G407-E4332	G407-S685	f89r	PHARMA	qokeol	OK+E+OL	1	0	0	1	GRADE	SETZEN → GRAD I → FORTSETZEN	setzen; auf Grad I; weiter	GRADE:setzen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
676	G407-E4336	G407-S685	f89r	PHARMA	oteos	OT+E+O+S_ADDR	1	0	0	1	GRADE	DANACH → GRAD I → AUSFÜHRUNG → HIER	danach; auf Grad I; zur Ausführung; hier	GRADE:danach Träger auf Grad I	EXACT_EVENT_AND_ATOM_POSITION_JOIN
677	G407-E4339	G407-S685	f89r	PHARMA	sheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
678	G407-E4376	G407-S685	f89r	PHARMA	qokeol	OK+E+OL	1	0	0	1	GRADE	SETZEN → GRAD I → FORTSETZEN	setzen; auf Grad I; weiter	GRADE:setzen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
679	G407-E4404	G407-S688	f95v	HERBAL	otedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
680	G407-E4405	G407-S689	f95v	HERBAL	qotedaiin	OT+E+AIIN	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → WERT	danach; auf Grad I; den Wert	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
681	G407-E4407	G407-S689	f95v	HERBAL	olsain	OL+S+AIN	0	1	0	1	ARGUMENT	FORTSETZEN → WÄHLEN → ANTEIL	weiter; wählen; den Anteil	ARGUMENT:weiter mit dem Anteil als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
