state_card_ordinal	cohort	event_id	source_event_id	statement_id	physical_page	register	card_ordinal_in_statement	statement_event_count	statement_position	statement_final	surface	recipe	recipe_atom_count	ordered_type_signature	state_marker_sequence	ordered_typed_atom_trace	ordered_all_atom_reading_de	all_atom_default_phrase_de	state_scope_reading_de	source_context_layer	context_template	contextual_clause_de	explicit_action_roots	inherited_action_root	explicit_argument_roots	inherited_argument_root	action_atom_count	grade_atom_count	argument_atom_count	relation_atom_count	state_control_atom_count	formal_control_atom_count	local_or_class_sign_count	specialized_carrier_layers	specialized_carrier_link_count	specialized_carrier_readings_de	every_atom_mapped	written_order_preserved	sequence_default_status	guard
1547	CURRENT4_GDT539	G515-E0214	G515-E0214	G515-S017	f31r	HERBAL	9	9	STATEMENT_FINAL	YES	okeol	OK+E+OL	3	ACTION_HEAD+GRADE+STATE_CONTROL	OL	OK{HANDLUNG=SETZEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	SETZEN → GRAD I → FORTSETZEN	setzen; auf Grad I; weiter	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; führe fort.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; führe fort.	OK	NONE	NONE	Y	1	1	0	0	1	0	0	GRADE	1	GRADE:setzen auf Grad I; den Träger weiterführen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1548	CURRENT4_GDT539	G515-E0215	G515-E0215	G515-S018	f31r	HERBAL	1	3	STATEMENT_INITIAL	NO	tol	T+OL	2	ACTION_HEAD+STATE_CONTROL	OL	T{HANDLUNG=EINSTELLEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	EINSTELLEN → FORTSETZEN	einstellen; weiter	Stelle ein; führe fort.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Stelle ein; führe fort.	T	NONE	NONE	NONE	1	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1549	CURRENT4_GDT539	G515-E0217	G515-E0217	G515-S018	f31r	HERBAL	3	3	STATEMENT_FINAL	YES	okedy	OK+E+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	OK{HANDLUNG=SETZEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD I → ABSCHLIESSEN	setzen; auf Grad I; abschließen	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	OK	NONE	NONE	NONE	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1550	CURRENT4_GDT539	G515-E0218	G515-E0218	G515-S019	f31r	HERBAL	1	1	SINGLETON_STATEMENT	YES	okedy	OK+E+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	OK{HANDLUNG=SETZEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD I → ABSCHLIESSEN	setzen; auf Grad I; abschließen	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	OK	NONE	NONE	NONE	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1551	CURRENT4_GDT539	G515-E0219	G515-E0219	G515-S020	f31r	HERBAL	1	1	SINGLETON_STATEMENT	YES	qokedy	OK+E+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	OK{HANDLUNG=SETZEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD I → ABSCHLIESSEN	setzen; auf Grad I; abschließen	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	OK	NONE	NONE	NONE	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1552	CURRENT4_GDT539	G515-E0220	G515-E0220	G515-S021	f31r	HERBAL	1	1	SINGLETON_STATEMENT	YES	qokeedy	OK+EE+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	OK{HANDLUNG=SETZEN} > EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD II → ABSCHLIESSEN	setzen; auf Grad II; abschließen	Setze im Arbeitsgang an; auf Grad II; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Setze im Arbeitsgang an; auf Grad II; schließe den Schritt.	OK	NONE	NONE	NONE	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1553	CURRENT4_GDT539	G515-E0223	G515-E0223	G515-S022	f31r	HERBAL	3	14	STATEMENT_INTERNAL	NO	olsheol	OL+K+E+OL	4	STATE_CONTROL+ACTION_HEAD+GRADE+STATE_CONTROL	OL+OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN → GEBEN → GRAD I → FORTSETZEN	weiter; geben; auf Grad I; weiter	Gib den Pflanzenposten [wie zuvor] zu; auf Grad I; führe 2-mal fort.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Gib den Pflanzenposten [wie zuvor] zu; auf Grad I; führe 2-mal fort.	K	NONE	NONE	Y	1	1	0	0	2	0	0	GRADE	1	GRADE:weiter mit geben auf Grad I; den Träger weiterführen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1554	CURRENT4_GDT539	G515-E0234	G515-E0234	G515-S022	f31r	HERBAL	14	14	STATEMENT_FINAL	YES	okedy	OK+E+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	OK{HANDLUNG=SETZEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD I → ABSCHLIESSEN	setzen; auf Grad I; abschließen	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	OK	NONE	NONE	Y	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1555	CURRENT4_GDT539	G515-E0238	G515-E0238	G515-S023	f31r	HERBAL	4	5	STATEMENT_INTERNAL	NO	olsheor	OL+SH+E+OR	4	STATE_CONTROL+ACTION_HEAD+GRADE+ARGUMENT	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > OR{ARGUMENT=EINHEIT}	FORTSETZEN → HALTEN → GRAD I → EINHEIT	weiter; halten; auf Grad I; die Einheit	Halte die Arbeitseinheit; auf Grad I; führe fort.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Halte die Arbeitseinheit; auf Grad I; führe fort.	SH	NONE	OR	NONE	1	1	1	0	1	0	0	ARGUMENT|GRADE	2	GRADE:weiter mit halten auf Grad I || ARGUMENT:weiter mit der Einheit als aktuellem Träger	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1556	CURRENT4_GDT539	G515-E0239	G515-E0239	G515-S023	f31r	HERBAL	5	5	STATEMENT_FINAL	YES	qoekedy	CARRIER_Q+O+E+K+E+DY	6	FORMAL_CONTROL+FORMAL_CONTROL+GRADE+ACTION_HEAD+GRADE+STATE_CONTROL	DY	CARRIER_Q{FORMSTEUERUNG=BEGINNMARKER} > O{FORMSTEUERUNG=AUSFÜHRUNG} > E{GRAD=GRAD I} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	BEGINNMARKER → AUSFÜHRUNG → GRAD I → GEBEN → GRAD I → ABSCHLIESSEN	am Beginn; zur Ausführung; auf Grad I; geben; auf Grad I; abschließen	Gib die Arbeitseinheit [wie zuvor] zu; mit Beginnmarker, zur Ausführung, auf Grad I [außen] und auf Grad I [innen]; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Gib die Arbeitseinheit [wie zuvor] zu; mit Beginnmarker, zur Ausführung, auf Grad I [außen] und auf Grad I [innen]; schließe den Schritt.	K	NONE	NONE	OR	1	2	0	0	1	2	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1557	CURRENT4_GDT539	G515-E0240	G515-E0240	G515-S024	f31r	HERBAL	1	1	SINGLETON_STATEMENT	YES	otedy	OT+E+DY	3	STATE_CONTROL+GRADE+STATE_CONTROL	OT+DY	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	Danach: auf Grad I; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ITINERARY_OR_ADDRESS_CARD	Danach: auf Grad I; schließe den Schritt.	NONE	NONE	NONE	NONE	0	1	0	0	2	0	0	GRADE	1	GRADE:danach Träger auf Grad I; den Schritt abschließen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1558	CURRENT4_GDT539	G515-E0241	G515-E0241	G515-S025	f31r	HERBAL	1	1	SINGLETON_STATEMENT	YES	ykedy	Y+K+E+DY	4	ARGUMENT+ACTION_HEAD+GRADE+STATE_CONTROL	DY	Y{ARGUMENT=POSTEN} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	POSTEN → GEBEN → GRAD I → ABSCHLIESSEN	den Posten; geben; auf Grad I; abschließen	Gib den Pflanzenposten zu; auf Grad I; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Gib den Pflanzenposten zu; auf Grad I; schließe den Schritt.	K	NONE	Y	NONE	1	1	1	0	1	0	0	ARGUMENT	1	ARGUMENT:den Posten führen und den Schritt abschließen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1559	CURRENT4_GDT539	G515-E0247	G515-E0247	G515-S026	f31r	HERBAL	6	6	STATEMENT_FINAL	YES	okeedy	OK+EE+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	OK{HANDLUNG=SETZEN} > EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD II → ABSCHLIESSEN	setzen; auf Grad II; abschließen	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II; schließe den Schritt.	OK	NONE	NONE	AIIN	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1560	CURRENT4_GDT539	G515-E0249	G515-E0249	G515-S027	f31r	HERBAL	2	6	STATEMENT_INTERNAL	NO	sheol	SH+E+OL	3	ACTION_HEAD+GRADE+STATE_CONTROL	OL	SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	Halte den Pflanzenposten [wie zuvor]; auf Grad I; führe fort.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Halte den Pflanzenposten [wie zuvor]; auf Grad I; führe fort.	SH	NONE	NONE	Y	1	1	0	0	1	0	0	GRADE	1	GRADE:halten auf Grad I; den Träger weiterführen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1561	CURRENT4_GDT539	G515-E0252	G515-E0252	G515-S027	f31r	HERBAL	5	6	STATEMENT_INTERNAL	NO	oteor	OT+E+OR	3	STATE_CONTROL+GRADE+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > OR{ARGUMENT=EINHEIT}	DANACH → GRAD I → EINHEIT	danach; auf Grad I; die Einheit	Danach: im laufenden Satz setze die Arbeitseinheit im Arbeitsgang an; auf Grad I.	GDT539_CURRENT4_CONTEXTUAL	ITINERARY_OR_ADDRESS_CARD	Danach: im laufenden Satz setze die Arbeitseinheit im Arbeitsgang an; auf Grad I.	NONE	OK	OR	NONE	0	1	1	0	1	0	0	ARGUMENT|GRADE	2	GRADE:danach Träger auf Grad I || ARGUMENT:danach die Einheit als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1562	CURRENT4_GDT539	G515-E0301	G515-E0301	G515-S028	f66r	SOURCE_SECTION_T	2	2	STATEMENT_FINAL	YES	oteedy	OT+EE+DY	3	STATE_CONTROL+GRADE+STATE_CONTROL	OT+DY	OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	Danach: im laufenden Satz setze den Kennwert [wie zuvor] ein; auf Grad II; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ITINERARY_OR_ADDRESS_CARD	Danach: im laufenden Satz setze den Kennwert [wie zuvor] ein; auf Grad II; schließe den Schritt.	NONE	P	NONE	AIIN	0	1	0	0	2	0	0	GRADE	1	GRADE:danach Träger auf Grad II; den Schritt abschließen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1563	CURRENT4_GDT539	G515-E0302	G515-E0302	G515-S029	f66r	SOURCE_SECTION_T	1	1	SINGLETON_STATEMENT	YES	opchedy	O+P+CHD+DY	4	FORMAL_CONTROL+ACTION_HEAD+ACTION_HEAD+STATE_CONTROL	DY	O{FORMSTEUERUNG=AUSFÜHRUNG} > P{HANDLUNG=EINSETZEN} > CHD{HANDLUNG=BEARBEITEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	AUSFÜHRUNG → EINSETZEN → BEARBEITEN → ABSCHLIESSEN	zur Ausführung; einsetzen; bearbeiten; abschließen	Setze ein und bearbeite; zur Ausführung; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Setze ein und bearbeite; zur Ausführung; schließe den Schritt.	P|CHD	NONE	NONE	NONE	2	0	0	0	1	1	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1564	CURRENT4_GDT539	G515-E0305	G515-E0305	G515-S030	f66r	SOURCE_SECTION_T	3	3	STATEMENT_FINAL	YES	shddy	SH+D_ADDR+DY	3	ACTION_HEAD+LOCAL_OR_CLASS_SIGN+STATE_CONTROL	DY	SH{HANDLUNG=HALTEN} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HALTEN → HIER → ABSCHLIESSEN	halten; hier; abschließen	Halte den laufenden Eintrag [wie zuvor] fest; an der bezeichneten Stelle; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Halte den laufenden Eintrag [wie zuvor] fest; an der bezeichneten Stelle; schließe den Schritt.	SH	NONE	NONE	Y	1	0	0	0	1	0	1	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1565	CURRENT4_GDT539	G515-E0307	G515-E0307	G515-S031	f66r	SOURCE_SECTION_T	2	8	STATEMENT_INTERNAL	NO	cholpchd	OL+P+CHD	3	STATE_CONTROL+ACTION_HEAD+ACTION_HEAD	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > P{HANDLUNG=EINSETZEN} > CHD{HANDLUNG=BEARBEITEN}	FORTSETZEN → EINSETZEN → BEARBEITEN	weiter; einsetzen; bearbeiten	Setze den laufenden Eintrag [wie zuvor] ein und bearbeite den laufenden Eintrag [wie zuvor]; führe fort.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Setze den laufenden Eintrag [wie zuvor] ein und bearbeite den laufenden Eintrag [wie zuvor]; führe fort.	P|CHD	NONE	NONE	Y	2	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1566	CURRENT4_GDT539	G515-E0313	G515-E0313	G515-S031	f66r	SOURCE_SECTION_T	8	8	STATEMENT_FINAL	YES	okedy	OK+E+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	OK{HANDLUNG=SETZEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD I → ABSCHLIESSEN	setzen; auf Grad I; abschließen	Trage den laufenden Eintrag [wie zuvor] ein; auf Grad I; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Trage den laufenden Eintrag [wie zuvor] ein; auf Grad I; schließe den Schritt.	OK	NONE	NONE	Y	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1567	CURRENT4_GDT539	G515-E0314	G515-E0314	G515-S032	f66r	SOURCE_SECTION_T	1	1	SINGLETON_STATEMENT	YES	qokeedy	OK+EE+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	OK{HANDLUNG=SETZEN} > EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD II → ABSCHLIESSEN	setzen; auf Grad II; abschließen	Trage ein; auf Grad II; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Trage ein; auf Grad II; schließe den Schritt.	OK	NONE	NONE	NONE	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1568	CURRENT4_GDT539	G515-E0316	G515-E0316	G515-S033	f66r	SOURCE_SECTION_T	2	2	STATEMENT_FINAL	YES	okedy	OK+E+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	OK{HANDLUNG=SETZEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD I → ABSCHLIESSEN	setzen; auf Grad I; abschließen	Trage ein; auf Grad I; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Trage ein; auf Grad I; schließe den Schritt.	OK	NONE	NONE	NONE	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1569	CURRENT4_GDT539	G515-E0318	G515-E0318	G515-S034	f66r	SOURCE_SECTION_T	2	2	STATEMENT_FINAL	YES	ykshedy	Y+K+SH+E+DY	5	ARGUMENT+ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	DY	Y{ARGUMENT=POSTEN} > K{HANDLUNG=GEBEN} > SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	POSTEN → GEBEN → HALTEN → GRAD I → ABSCHLIESSEN	den Posten; geben; halten; auf Grad I; abschließen	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I; schließe den Schritt.	K|SH	NONE	Y	NONE	2	1	1	0	1	0	0	ARGUMENT	1	ARGUMENT:den Posten führen und den Schritt abschließen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1570	CURRENT4_GDT539	G515-E0319	G515-E0319	G515-S035	f66r	SOURCE_SECTION_T	1	1	SINGLETON_STATEMENT	YES	chady	CH+A_ADDR+DY	3	ACTION_HEAD+LOCAL_OR_CLASS_SIGN+STATE_CONTROL	DY	CH{HANDLUNG=NEHMEN} > A_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → HIER → ABSCHLIESSEN	nehmen; hier; abschließen	Entnimm; an der bezeichneten Stelle; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Entnimm; an der bezeichneten Stelle; schließe den Schritt.	CH	NONE	NONE	NONE	1	0	0	0	1	0	1	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1571	CURRENT4_GDT539	G515-E0329	G515-E0329	G515-S036	f66r	SOURCE_SECTION_T	10	10	STATEMENT_FINAL	YES	qotedy	OT+E+DY	3	STATE_CONTROL+GRADE+STATE_CONTROL	OT+DY	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; auf Grad I; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ITINERARY_OR_ADDRESS_CARD	Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; auf Grad I; schließe den Schritt.	NONE	SH	NONE	Y	0	1	0	0	2	0	0	GRADE	1	GRADE:danach Träger auf Grad I; den Schritt abschließen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1572	CURRENT4_GDT539	G515-E0332	G515-E0332	G515-S037	f66r	SOURCE_SECTION_T	3	5	STATEMENT_INTERNAL	NO	qotedal	OT+E+AL	3	STATE_CONTROL+GRADE+RELATION	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > AL{RELATION=ZIELORT}	DANACH → GRAD I → ZIELORT	danach; auf Grad I; zum Zielort	Danach: im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; zur Zielspalte; auf Grad I.	GDT539_CURRENT4_CONTEXTUAL	ITINERARY_OR_ADDRESS_CARD	Danach: im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; zur Zielspalte; auf Grad I.	NONE	CHD	NONE	Y	0	1	0	1	1	0	0	GRADE|RELATION	2	GRADE:danach Träger auf Grad I || RELATION:DANACH · ZIELORT	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1573	CURRENT4_GDT539	G515-E0334	G515-E0334	G515-S037	f66r	SOURCE_SECTION_T	5	5	STATEMENT_FINAL	YES	ykady	Y+K+A_ADDR+DY	4	ARGUMENT+ACTION_HEAD+LOCAL_OR_CLASS_SIGN+STATE_CONTROL	DY	Y{ARGUMENT=POSTEN} > K{HANDLUNG=GEBEN} > A_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	POSTEN → GEBEN → HIER → ABSCHLIESSEN	den Posten; geben; hier; abschließen	Ordne den laufenden Eintrag zu; an der bezeichneten Stelle; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Ordne den laufenden Eintrag zu; an der bezeichneten Stelle; schließe den Schritt.	K	NONE	Y	NONE	1	0	1	0	1	0	1	ARGUMENT	1	ARGUMENT:den Posten führen und den Schritt abschließen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
