recipe_default_ordinal	recipe	event_count	physical_page_count	statement_count	surface_count	cohorts	registers	example_surfaces	example_event_ids	recipe_atom_count	atom_multiset	ordered_type_signature	ordered_typed_atom_trace	ordered_all_atom_reading_de	all_atom_default_phrase_de	specialized_carrier_layers	every_atom_mapped	written_order_preserved	default_scope
136	SH+E+CH+K+E+DY	2	2	2	1	OLD26_GDT407	BIOLOGICAL	sheckhedy	G407-E2481|G407-E2783	6	CH+DY+E+E+K+SH	ACTION_HEAD+GRADE+ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > CH{HANDLUNG=NEHMEN} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HALTEN → GRAD I → NEHMEN → GEBEN → GRAD I → ABSCHLIESSEN	halten; auf Grad I; nehmen; geben; auf Grad I; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
137	T+SH+OL	2	2	2	1	CURRENT4_GDT539|OLD26_GDT407	HERBAL	tshol	G407-E0307|G515-E0099	3	OL+SH+T	ACTION_HEAD+ACTION_HEAD+STATE_CONTROL	T{HANDLUNG=EINSTELLEN} > SH{HANDLUNG=HALTEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	EINSTELLEN → HALTEN → FORTSETZEN	einstellen; halten; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
138	Y+K+E+DY	2	2	2	1	CURRENT4_GDT539|OLD26_GDT407	BIOLOGICAL|HERBAL	ykedy	G407-E3047|G515-E0241	4	DY+E+K+Y	ARGUMENT+ACTION_HEAD+GRADE+STATE_CONTROL	Y{ARGUMENT=POSTEN} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	POSTEN → GEBEN → GRAD I → ABSCHLIESSEN	den Posten; geben; auf Grad I; abschließen	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
139	Y+K+EE+O+DY	2	1	2	1	CURRENT4_GDT539	SOURCE_SECTION_T	ykeeody	G515-E0347|G515-E0504	5	DY+EE+K+O+Y	ARGUMENT+ACTION_HEAD+GRADE+FORMAL_CONTROL+STATE_CONTROL	Y{ARGUMENT=POSTEN} > K{HANDLUNG=GEBEN} > EE{GRAD=GRAD II} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	POSTEN → GEBEN → GRAD II → AUSFÜHRUNG → ABSCHLIESSEN	den Posten; geben; auf Grad II; zur Ausführung; abschließen	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
140	Y+SH+E+DY	2	1	2	1	OLD26_GDT407	BIOLOGICAL	yshedy	G407-E1769|G407-E1795	4	DY+E+SH+Y	ARGUMENT+ACTION_HEAD+GRADE+STATE_CONTROL	Y{ARGUMENT=POSTEN} > SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	POSTEN → HALTEN → GRAD I → ABSCHLIESSEN	den Posten; halten; auf Grad I; abschließen	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
141	AIR+Y+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	dairydy	G407-E3744	3	AIR+DY+Y	RELATION+ARGUMENT+STATE_CONTROL	AIR{RELATION=BAHN} > Y{ARGUMENT=POSTEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	BAHN → POSTEN → ABSCHLIESSEN	entlang der Bahn; den Posten; abschließen	ARGUMENT|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
142	AL+AL+SH+E+DY	1	1	1	1	CURRENT4_GDT539	SOURCE_SECTION_T	dalalshedy	G515-E0379	5	AL+AL+DY+E+SH	RELATION+RELATION+ACTION_HEAD+GRADE+STATE_CONTROL	AL{RELATION=ZIELORT} > AL{RELATION=ZIELORT} > SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	ZIELORT → ZIELORT → HALTEN → GRAD I → ABSCHLIESSEN	zum Zielort; zum Zielort; halten; auf Grad I; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
143	AR+OL+Y	1	1	1	1	OLD26_GDT407	CELESTIAL	aroly	G407-E1207	3	AR+OL+Y	RELATION+STATE_CONTROL+ARGUMENT	AR{RELATION=AUSGANG} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > Y{ARGUMENT=POSTEN}	AUSGANG → FORTSETZEN → POSTEN	vom Ausgang; weiter; den Posten	ARGUMENT|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
144	CARRIER_Q+E+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qedy	G407-E3575	3	CARRIER_Q+DY+E	FORMAL_CONTROL+GRADE+STATE_CONTROL	CARRIER_Q{FORMSTEUERUNG=BEGINNMARKER} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	BEGINNMARKER → GRAD I → ABSCHLIESSEN	am Beginn; auf Grad I; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
145	CARRIER_Q+O+E+K+E+DY	1	1	1	1	CURRENT4_GDT539	HERBAL	qoekedy	G515-E0239	6	CARRIER_Q+DY+E+E+K+O	FORMAL_CONTROL+FORMAL_CONTROL+GRADE+ACTION_HEAD+GRADE+STATE_CONTROL	CARRIER_Q{FORMSTEUERUNG=BEGINNMARKER} > O{FORMSTEUERUNG=AUSFÜHRUNG} > E{GRAD=GRAD I} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	BEGINNMARKER → AUSFÜHRUNG → GRAD I → GEBEN → GRAD I → ABSCHLIESSEN	am Beginn; zur Ausführung; auf Grad I; geben; auf Grad I; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
146	CARRIER_Q+O+E+S+E+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qoesedy	G407-E3377	6	CARRIER_Q+DY+E+E+O+S	FORMAL_CONTROL+FORMAL_CONTROL+GRADE+ACTION_HEAD+GRADE+STATE_CONTROL	CARRIER_Q{FORMSTEUERUNG=BEGINNMARKER} > O{FORMSTEUERUNG=AUSFÜHRUNG} > E{GRAD=GRAD I} > S{HANDLUNG=WÄHLEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	BEGINNMARKER → AUSFÜHRUNG → GRAD I → WÄHLEN → GRAD I → ABSCHLIESSEN	am Beginn; zur Ausführung; auf Grad I; wählen; auf Grad I; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
147	CARRIER_Q+O+P+CH+OL	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qopchol	G407-E2809	5	CARRIER_Q+CH+O+OL+P	FORMAL_CONTROL+FORMAL_CONTROL+ACTION_HEAD+ACTION_HEAD+STATE_CONTROL	CARRIER_Q{FORMSTEUERUNG=BEGINNMARKER} > O{FORMSTEUERUNG=AUSFÜHRUNG} > P{HANDLUNG=EINSETZEN} > CH{HANDLUNG=NEHMEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	BEGINNMARKER → AUSFÜHRUNG → EINSETZEN → NEHMEN → FORTSETZEN	am Beginn; zur Ausführung; einsetzen; nehmen; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
148	CARRIER_Q+O+P+OL	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qopol	G407-E3251	4	CARRIER_Q+O+OL+P	FORMAL_CONTROL+FORMAL_CONTROL+ACTION_HEAD+STATE_CONTROL	CARRIER_Q{FORMSTEUERUNG=BEGINNMARKER} > O{FORMSTEUERUNG=AUSFÜHRUNG} > P{HANDLUNG=EINSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	BEGINNMARKER → AUSFÜHRUNG → EINSETZEN → FORTSETZEN	am Beginn; zur Ausführung; einsetzen; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
149	CH+A_ADDR+DY	1	1	1	1	CURRENT4_GDT539	SOURCE_SECTION_T	chady	G515-E0319	3	A_ADDR+CH+DY	ACTION_HEAD+LOCAL_OR_CLASS_SIGN+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > A_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → HIER → ABSCHLIESSEN	nehmen; hier; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
150	CH+CH+K+E+DY	1	1	1	1	CURRENT4_GDT539	SOURCE_SECTION_T	chckhedy	G515-E0516	5	CH+CH+DY+E+K	ACTION_HEAD+ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > CH{HANDLUNG=NEHMEN} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → NEHMEN → GEBEN → GRAD I → ABSCHLIESSEN	nehmen; nehmen; geben; auf Grad I; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
151	CH+CH+P+E+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	chcphedy	G407-E1914	5	CH+CH+DY+E+P	ACTION_HEAD+ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > CH{HANDLUNG=NEHMEN} > P{HANDLUNG=EINSETZEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → NEHMEN → EINSETZEN → GRAD I → ABSCHLIESSEN	nehmen; nehmen; einsetzen; auf Grad I; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
152	CH+CH+T+OL	1	1	1	1	OLD26_GDT407	PHARMA	chcthol	G407-E3803	4	CH+CH+OL+T	ACTION_HEAD+ACTION_HEAD+ACTION_HEAD+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > CH{HANDLUNG=NEHMEN} > T{HANDLUNG=EINSTELLEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	NEHMEN → NEHMEN → EINSTELLEN → FORTSETZEN	nehmen; nehmen; einstellen; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
153	CH+CH+T+Y+K+E+DY	1	1	1	1	OLD26_GDT407	HERBAL	chcthykedy	G407-E4486	7	CH+CH+DY+E+K+T+Y	ACTION_HEAD+ACTION_HEAD+ACTION_HEAD+ARGUMENT+ACTION_HEAD+GRADE+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > CH{HANDLUNG=NEHMEN} > T{HANDLUNG=EINSTELLEN} > Y{ARGUMENT=POSTEN} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → NEHMEN → EINSTELLEN → POSTEN → GEBEN → GRAD I → ABSCHLIESSEN	nehmen; nehmen; einstellen; den Posten; geben; auf Grad I; abschließen	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
154	CH+E+CH+P+E+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	checphedy	G407-E3528	6	CH+CH+DY+E+E+P	ACTION_HEAD+GRADE+ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > E{GRAD=GRAD I} > CH{HANDLUNG=NEHMEN} > P{HANDLUNG=EINSETZEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → GRAD I → NEHMEN → EINSETZEN → GRAD I → ABSCHLIESSEN	nehmen; auf Grad I; nehmen; einsetzen; auf Grad I; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
155	CH+E+O+R+OL	1	1	1	1	OLD26_GDT407	PHARMA	cheorol	G407-E3966	5	CH+E+O+OL+R	ACTION_HEAD+GRADE+FORMAL_CONTROL+ACTION_HEAD+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > E{GRAD=GRAD I} > O{FORMSTEUERUNG=AUSFÜHRUNG} > R{HANDLUNG=MARKIEREN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	NEHMEN → GRAD I → AUSFÜHRUNG → MARKIEREN → FORTSETZEN	nehmen; auf Grad I; zur Ausführung; markieren; weiter	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
156	CH+E+OL+CH+E+Y	1	1	1	1	OLD26_GDT407	BIOLOGICAL	cheolchey	G407-E2115	6	CH+CH+E+E+OL+Y	ACTION_HEAD+GRADE+STATE_CONTROL+ACTION_HEAD+GRADE+ARGUMENT	CH{HANDLUNG=NEHMEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > CH{HANDLUNG=NEHMEN} > E{GRAD=GRAD I} > Y{ARGUMENT=POSTEN}	NEHMEN → GRAD I → FORTSETZEN → NEHMEN → GRAD I → POSTEN	nehmen; auf Grad I; weiter; nehmen; auf Grad I; den Posten	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
157	CH+E+OL+T+AR	1	1	1	1	OLD26_GDT407	BIOLOGICAL	checholtar	G407-E3162	5	AR+CH+E+OL+T	ACTION_HEAD+GRADE+STATE_CONTROL+ACTION_HEAD+RELATION	CH{HANDLUNG=NEHMEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > T{HANDLUNG=EINSTELLEN} > AR{RELATION=AUSGANG}	NEHMEN → GRAD I → FORTSETZEN → EINSTELLEN → AUSGANG	nehmen; auf Grad I; weiter; einstellen; vom Ausgang	GRADE|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
158	CH+E+P+OL	1	1	1	1	OLD26_GDT407	BIOLOGICAL	chepol	G407-E3458	4	CH+E+OL+P	ACTION_HEAD+GRADE+ACTION_HEAD+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > E{GRAD=GRAD I} > P{HANDLUNG=EINSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	NEHMEN → GRAD I → EINSETZEN → FORTSETZEN	nehmen; auf Grad I; einsetzen; weiter	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
159	CH+EE+CH+K+O+DY	1	1	1	1	OLD26_GDT407	HERBAL	cheeckhody	G407-E0847	6	CH+CH+DY+EE+K+O	ACTION_HEAD+GRADE+ACTION_HEAD+ACTION_HEAD+FORMAL_CONTROL+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > EE{GRAD=GRAD II} > CH{HANDLUNG=NEHMEN} > K{HANDLUNG=GEBEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → GRAD II → NEHMEN → GEBEN → AUSFÜHRUNG → ABSCHLIESSEN	nehmen; auf Grad II; nehmen; geben; zur Ausführung; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
160	CH+K+CH+Y+K+OL+Y	1	1	1	1	OLD26_GDT407	CELESTIAL	chkchykoly	G407-E1058	7	CH+CH+K+K+OL+Y+Y	ACTION_HEAD+ACTION_HEAD+ACTION_HEAD+ARGUMENT+ACTION_HEAD+STATE_CONTROL+ARGUMENT	CH{HANDLUNG=NEHMEN} > K{HANDLUNG=GEBEN} > CH{HANDLUNG=NEHMEN} > Y{ARGUMENT=POSTEN} > K{HANDLUNG=GEBEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > Y{ARGUMENT=POSTEN}	NEHMEN → GEBEN → NEHMEN → POSTEN → GEBEN → FORTSETZEN → POSTEN	nehmen; geben; nehmen; den Posten; geben; weiter; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
161	CH+K+E+O+DY	1	1	1	1	CURRENT4_GDT539	SOURCE_SECTION_T	chekeody	G515-E0350	5	CH+DY+E+K+O	ACTION_HEAD+ACTION_HEAD+GRADE+FORMAL_CONTROL+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → GEBEN → GRAD I → AUSFÜHRUNG → ABSCHLIESSEN	nehmen; geben; auf Grad I; zur Ausführung; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
162	CH+K+E+OL	1	1	1	1	OLD26_GDT407	CELESTIAL	chekeol	G407-E1161	4	CH+E+K+OL	ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	NEHMEN → GEBEN → GRAD I → FORTSETZEN	nehmen; geben; auf Grad I; weiter	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
163	CH+K+O+DY	1	1	1	1	OLD26_GDT407	HERBAL	ckhody	G407-E0457	4	CH+DY+K+O	ACTION_HEAD+ACTION_HEAD+FORMAL_CONTROL+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > K{HANDLUNG=GEBEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → GEBEN → AUSFÜHRUNG → ABSCHLIESSEN	nehmen; geben; zur Ausführung; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
164	CH+LOCAL_CHAR_F+OL+DY	1	1	1	1	OLD26_GDT407	HERBAL	cfholdy	G407-E0407	4	CH+DY+LOCAL_CHAR_F+OL	ACTION_HEAD+LOCAL_OR_CLASS_SIGN+STATE_CONTROL+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > LOCAL_CHAR_F{LOKAL-/KLASSENZEICHEN=HIER} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → HIER → FORTSETZEN → ABSCHLIESSEN	nehmen; hier; weiter; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
165	CH+OL+D_ADDR+SH+Y	1	1	1	1	OLD26_GDT407	HERBAL	choldshy	G407-E0494	5	CH+D_ADDR+OL+SH+Y	ACTION_HEAD+STATE_CONTROL+LOCAL_OR_CLASS_SIGN+ACTION_HEAD+ARGUMENT	CH{HANDLUNG=NEHMEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > SH{HANDLUNG=HALTEN} > Y{ARGUMENT=POSTEN}	NEHMEN → FORTSETZEN → HIER → HALTEN → POSTEN	nehmen; weiter; hier; halten; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
166	CH+OR+OL+S+AL	1	1	1	1	OLD26_GDT407	PHARMA	chorcholsal	G407-E3881	5	AL+CH+OL+OR+S	ACTION_HEAD+ARGUMENT+STATE_CONTROL+ACTION_HEAD+RELATION	CH{HANDLUNG=NEHMEN} > OR{ARGUMENT=EINHEIT} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > S{HANDLUNG=WÄHLEN} > AL{RELATION=ZIELORT}	NEHMEN → EINHEIT → FORTSETZEN → WÄHLEN → ZIELORT	nehmen; die Einheit; weiter; wählen; zum Zielort	ARGUMENT|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
167	CH+OR+SH+E+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	chorshedy	G407-E1963	5	CH+DY+E+OR+SH	ACTION_HEAD+ARGUMENT+ACTION_HEAD+GRADE+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > OR{ARGUMENT=EINHEIT} > SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → EINHEIT → HALTEN → GRAD I → ABSCHLIESSEN	nehmen; die Einheit; halten; auf Grad I; abschließen	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
168	CH+OT+CH+E+Y	1	1	1	1	OLD26_GDT407	HERBAL	chotchey	G407-E0851	5	CH+CH+E+OT+Y	ACTION_HEAD+STATE_CONTROL+ACTION_HEAD+GRADE+ARGUMENT	CH{HANDLUNG=NEHMEN} > OT{ZUSTANDSSTEUERUNG=DANACH} > CH{HANDLUNG=NEHMEN} > E{GRAD=GRAD I} > Y{ARGUMENT=POSTEN}	NEHMEN → DANACH → NEHMEN → GRAD I → POSTEN	nehmen; danach; nehmen; auf Grad I; den Posten	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
169	CH+OT+E+Y	1	1	1	1	OLD26_GDT407	SOURCE_SECTION_T	chotey	G407-E0213	4	CH+E+OT+Y	ACTION_HEAD+STATE_CONTROL+GRADE+ARGUMENT	CH{HANDLUNG=NEHMEN} > OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > Y{ARGUMENT=POSTEN}	NEHMEN → DANACH → GRAD I → POSTEN	nehmen; danach; auf Grad I; den Posten	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
170	CH+OT+O+M_LOCAL	1	1	1	1	OLD26_GDT407	HERBAL	chotom	G407-E0520	4	CH+M_LOCAL+O+OT	ACTION_HEAD+STATE_CONTROL+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	CH{HANDLUNG=NEHMEN} > OT{ZUSTANDSSTEUERUNG=DANACH} > O{FORMSTEUERUNG=AUSFÜHRUNG} > M_LOCAL{LOKAL-/KLASSENZEICHEN=HIER}	NEHMEN → DANACH → AUSFÜHRUNG → HIER	nehmen; danach; zur Ausführung; hier	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
171	CH+OT+OL	1	1	1	1	OLD26_GDT407	HERBAL	chotol	G407-E0877	3	CH+OL+OT	ACTION_HEAD+STATE_CONTROL+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > OT{ZUSTANDSSTEUERUNG=DANACH} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	NEHMEN → DANACH → FORTSETZEN	nehmen; danach; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
172	CH+P+AL+DY	1	1	1	1	OLD26_GDT407	HERBAL	cphaldy	G407-E0483	4	AL+CH+DY+P	ACTION_HEAD+ACTION_HEAD+RELATION+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > P{HANDLUNG=EINSETZEN} > AL{RELATION=ZIELORT} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → EINSETZEN → ZIELORT → ABSCHLIESSEN	nehmen; einsetzen; zum Zielort; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
173	CH+P+A_ADDR+DY	1	1	1	1	CURRENT4_GDT539	HERBAL	chpady	G515-E0002	4	A_ADDR+CH+DY+P	ACTION_HEAD+ACTION_HEAD+LOCAL_OR_CLASS_SIGN+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > P{HANDLUNG=EINSETZEN} > A_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → EINSETZEN → HIER → ABSCHLIESSEN	nehmen; einsetzen; hier; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
174	CH+P+E+O+DY	1	1	1	1	OLD26_GDT407	PHARMA	cpheody	G407-E4017	5	CH+DY+E+O+P	ACTION_HEAD+ACTION_HEAD+GRADE+FORMAL_CONTROL+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > P{HANDLUNG=EINSETZEN} > E{GRAD=GRAD I} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → EINSETZEN → GRAD I → AUSFÜHRUNG → ABSCHLIESSEN	nehmen; einsetzen; auf Grad I; zur Ausführung; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
175	CH+P+EEE+D_ADDR+OL	1	1	1	1	OLD26_GDT407	PHARMA	cpheeedol	G407-E4197	5	CH+D_ADDR+EEE+OL+P	ACTION_HEAD+ACTION_HEAD+GRADE+LOCAL_OR_CLASS_SIGN+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > P{HANDLUNG=EINSETZEN} > EEE{GRAD=GRAD III} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	NEHMEN → EINSETZEN → GRAD III → HIER → FORTSETZEN	nehmen; einsetzen; auf Grad III; hier; weiter	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
176	CH+P+OL+DY	1	1	1	1	CURRENT4_GDT539	HERBAL	cpholdy	G515-E0047	4	CH+DY+OL+P	ACTION_HEAD+ACTION_HEAD+STATE_CONTROL+STATE_CONTROL	CH{HANDLUNG=NEHMEN} > P{HANDLUNG=EINSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → EINSETZEN → FORTSETZEN → ABSCHLIESSEN	nehmen; einsetzen; weiter; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
