host_a	host_b	length	position	glyph_a	glyph_b	substitution_class	count_a	count_b	folios_a	folios_b	pages_a	pages_b	sections_a	sections_b	context_cosine	context_js	claim_state
eta	ety	3	3	a	y	L3:P3:a>y	3	10	3	10	3	10	H|S|T	B|H|S	0.808343047335	0.130850085599	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eta	yta	3	1	e	y	L3:P1:e>y	3	8	3	7	3	8	H|S|T	C|H|S|T	0.935878097839	0.074627249005	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ete	ets	3	3	e	s	L3:P3:e>s	1	1	1	1	1	1	B	B	0.892343387471	0.044035104293	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ete	ety	3	3	e	y	L3:P3:e>y	1	10	1	10	1	10	B	B|H|S	0.791533543498	0.160776595559	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ete	lte	3	1	e	l	L3:P1:e>l	1	1	1	1	1	1	B	S	0.985150812065	0.012581458369	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ete	yte	3	1	e	y	L3:P1:e>y	1	13	1	9	1	11	B	B|H|S|T	0.878621222884	0.139694245559	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ets	ety	3	3	s	y	L3:P3:s>y	1	10	1	10	1	10	B	B|H|S	0.931053899263	0.090441179548	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ety	yty	3	1	e	y	L3:P1:e>y	10	11	10	10	10	11	B|H|S	B|H|P	0.984660846129	0.033323048234	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ey	ky	2	1	e	k	L2:P1:e>k	195	53	51	37	80	42	B|H|P|S|T	B|H|P|S|T	0.970115558138	0.049585470974	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ey	ly	2	1	e	l	L2:P1:e>l	195	7	51	5	80	7	B|H|P|S|T	B|H|P	0.904596720103	0.155670952591	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ey	py	2	1	e	p	L2:P1:e>p	195	5	51	5	80	5	B|H|P|S|T	H|P|S|T	0.953222171236	0.113713542780	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ey	ry	2	1	e	r	L2:P1:e>r	195	4	51	4	80	4	B|H|P|S|T	H|S	0.930542456589	0.150448856272	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ey	sy	2	1	e	s	L2:P1:e>s	195	1	51	1	80	1	B|H|P|S|T	B	0.884541476595	0.226086838712	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ey	ty	2	1	e	t	L2:P1:e>t	195	21	51	18	80	20	B|H|P|S|T	B|H|P|S|T	0.956248915153	0.075945600439	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ey	yy	2	1	e	y	L2:P1:e>y	195	1	51	1	80	1	B|H|P|S|T	C	0.865910719456	0.251442530918	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eyk	eyr	3	3	k	r	L3:P3:k>r	1	1	1	1	1	1	S	B	0.976798143852	0.015726822962	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
for	kor	3	1	f	k	L3:P1:f>k	1	12	1	11	1	12	H	H|P|S	0.832405316201	0.176180061320	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
for	lor	3	1	f	l	L3:P1:f>l	1	20	1	14	1	16	H	B|H|S|T	0.809228573442	0.218808145075	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
for	por	3	1	f	p	L3:P1:f>p	1	9	1	7	1	8	H	B|H|P|S	0.894860181585	0.109351889982	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
for	ror	3	1	f	r	L3:P1:f>r	1	8	1	6	1	7	H	B|S	0.853124762586	0.145988707882	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
for	tor	3	1	f	t	L3:P1:f>t	1	1	1	1	1	1	H	T	0.961948955916	0.028308281331	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
for	yor	3	1	f	y	L3:P1:f>y	1	2	1	2	1	2	H	H	0.931672923056	0.051809074308	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
fyd	kyd	3	1	f	k	L3:P1:f>k	1	1	1	1	1	1	H	H	0.961948955916	0.028308281331	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
fyd	pyd	3	1	f	p	L3:P1:f>p	1	2	1	2	1	2	H	H	0.965522631333	0.028377401170	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
iin	oin	3	1	i	o	L3:P1:i>o	1	4	1	4	1	4	H	B|S	0.949112737048	0.052675487853	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ka	ke	2	2	a	e	L2:P2:a>e	6	25	6	18	6	20	B|H	B|H|S|T	0.702603734449	0.203594701177	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ka	kl	2	2	a	l	L2:P2:a>l	6	2	6	2	6	2	B|H	H|S	0.871070342102	0.074389217406	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ka	ko	2	2	a	o	L2:P2:a>o	6	8	6	8	6	8	B|H	H|S|T	0.808199362298	0.117227496231	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ka	ky	2	2	a	y	L2:P2:a>y	6	53	6	37	6	42	B|H	B|H|P|S|T	0.833387871539	0.154566721475	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ka	la	2	1	k	l	L2:P1:k>l	6	3	6	3	6	3	B|H	B|S|T	0.990282519502	0.012082909646	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ka	ra	2	1	k	r	L2:P1:k>r	6	2	6	2	6	2	B|H	S	0.983959652218	0.021309037289	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ka	ta	2	1	k	t	L2:P1:k>t	6	1	6	1	6	1	B|H	S	0.935551481367	0.064669557880	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kai	kar	3	3	i	r	L3:P3:i>r	1	1	1	1	1	1	S	T	0.869141531323	0.059761927255	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kai	kas	3	3	i	s	L3:P3:i>s	1	1	1	1	1	1	S	B	0.892343387471	0.044035104293	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kar	kas	3	3	r	s	L3:P3:r>s	1	1	1	1	1	1	T	B	0.976798143852	0.015726822962	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kar	kor	3	2	a	o	L3:P2:a>o	1	12	1	11	1	12	T	H|P|S	0.866919047424	0.148328120497	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kar	par	3	1	k	p	L3:P1:k>p	1	1	1	1	1	1	T	S	0.976798143852	0.015726822962	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kar	rar	3	1	k	r	L3:P1:k>r	1	2	1	1	1	2	T	S	0.954239395241	0.032696405355	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kas	kos	3	2	a	o	L3:P2:a>o	1	1	1	1	1	1	B	H	1.000000000000	0.000000000000	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kas	tas	3	1	k	t	L3:P1:k>t	1	1	1	1	1	1	B	B	0.985150812065	0.012581458369	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kch	ksh	3	2	c	s	L3:P2:c>s	11	4	9	4	10	4	C|H	B|H|S|T	0.974839677277	0.026392523754	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kch	lch	3	1	k	l	L3:P1:k>l	11	12	9	8	10	11	C|H	B|H|S|T	0.992766349476	0.010115633389	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kch	pch	3	1	k	p	L3:P1:k>p	11	8	9	8	10	8	C|H	B|H|S	0.974540118859	0.020686882567	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kch	tch	3	1	k	t	L3:P1:k>t	11	2	9	2	10	2	C|H	H	0.894878089524	0.094968703448	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kch	ych	3	1	k	y	L3:P1:k>y	11	5	9	5	10	5	C|H	H|S	0.908488501781	0.071628529860	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ke	kl	2	2	e	l	L2:P2:e>l	25	2	18	2	20	2	B|H|S|T	H|S	0.816888815677	0.151543128303	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ke	ko	2	2	e	o	L2:P2:e>o	25	8	18	8	20	8	B|H|S|T	H|S|T	0.954544430090	0.051418698430	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ke	ky	2	2	e	y	L2:P2:e>y	25	53	18	37	20	42	B|H|S|T	B|H|P|S|T	0.787868355590	0.180783878315	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ke	te	2	1	k	t	L2:P1:k>t	25	1	18	1	20	1	B|H|S|T	B	0.891152916899	0.143808359098	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kea	ked	3	3	a	d	L3:P3:a>d	1	4	1	3	1	4	S	H|S	0.829257981478	0.094052871230	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kea	kee	3	3	a	e	L3:P3:a>e	1	25	1	17	1	21	S	B|H|S	0.675201047138	0.241270754389	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kea	keo	3	3	a	o	L3:P3:a>o	1	11	1	9	1	9	S	H|P|S|T	0.672066496936	0.219346021356	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kea	key	3	3	a	y	L3:P3:a>y	1	11	1	10	1	10	S	B|H|P|S	0.802481482892	0.153119427369	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kea	ksa	3	2	e	s	L3:P2:e>s	1	1	1	1	1	1	S	S	1.000000000000	0.000000000000	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ked	kee	3	3	d	e	L3:P3:d>e	4	25	3	17	4	21	H|S	B|H|S	0.777642888800	0.172784847127	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ked	keo	3	3	d	o	L3:P3:d>o	4	11	3	9	4	9	H|S	H|P|S|T	0.759480817847	0.171249861456	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ked	key	3	3	d	y	L3:P3:d>y	4	11	3	10	4	10	H|S	B|H|P|S	0.934086255068	0.068926008050	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ked	kod	3	2	e	o	L3:P2:e>o	4	2	3	2	4	2	H|S	H|P	0.952885551844	0.045549343402	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ked	kyd	3	2	e	y	L3:P2:e>y	4	1	3	1	4	1	H|S	H	0.945743421880	0.053079916404	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kee	keo	3	3	e	o	L3:P3:e>o	25	11	17	9	21	9	B|H|S	H|P|S|T	0.997385619564	0.008009172771	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kee	key	3	3	e	y	L3:P3:e>y	25	11	17	10	21	10	B|H|S	B|H|P|S	0.823406805068	0.132930575593	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
keo	key	3	3	o	y	L3:P3:o>y	11	11	9	10	9	10	H|P|S|T	B|H|P|S	0.804835130941	0.144695840438	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
key	sey	3	1	k	s	L3:P1:k>s	11	2	10	2	10	2	B|H|P|S	H|T	0.965483685196	0.057307767539	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
key	yey	3	1	k	y	L3:P1:k>y	11	1	10	1	10	1	B|H|P|S	S	0.933799859458	0.091594965460	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kl	ko	2	2	l	o	L2:P2:l>o	2	8	2	8	2	8	H|S	H|S|T	0.939474637319	0.048631760218	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kl	ky	2	2	l	y	L2:P2:l>y	2	53	2	37	2	42	H|S	B|H|P|S|T	0.950690042252	0.115034208468	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kl	ll	2	1	k	l	L2:P1:k>l	2	2	2	1	2	1	H|S	S	0.918329455777	0.038868593013	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kl	ol	2	1	k	o	L2:P1:k>o	2	71	2	42	2	53	H|S	B|H|P|S|T	0.807728978518	0.208215847266	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kl	rl	2	1	k	r	L2:P1:k>r	2	1	2	1	2	1	H|S	S	0.985289903492	0.012292694841	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kl	yl	2	1	k	y	L2:P1:k>y	2	2	2	2	2	2	H|S	H|S	0.978640628833	0.017102180926	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ko	ky	2	2	o	y	L2:P2:o>y	8	53	8	37	8	42	H|S|T	B|H|P|S|T	0.891011251482	0.134747343612	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ko	lo	2	1	k	l	L2:P1:k>l	8	10	8	9	8	10	H|S|T	B|S	0.937998886102	0.052499318516	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ko	po	2	1	k	p	L2:P1:k>p	8	2	8	2	8	2	H|S|T	H|S	0.966290043414	0.042120479659	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ko	ro	2	1	k	r	L2:P1:k>r	8	4	8	3	8	3	H|S|T	H|S	0.984143129908	0.015675499433	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ko	so	2	1	k	s	L2:P1:k>s	8	1	8	1	8	1	H|S|T	H	0.898616646477	0.091011962958	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ko	to	2	1	k	t	L2:P1:k>t	8	1	8	1	8	1	H|S|T	H	0.903810842639	0.083554347684	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kod	kol	3	3	d	l	L3:P3:d>l	2	16	2	15	2	15	H|P	B|H|P|S	0.878658528163	0.124757141312	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kod	kor	3	3	d	r	L3:P3:d>r	2	12	2	11	2	12	H|P	H|P|S	0.889051332596	0.118065769979	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kod	kos	3	3	d	s	L3:P3:d>s	2	1	2	1	2	1	H|P	H	0.954239395241	0.032696405355	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kod	kyd	3	2	o	y	L3:P2:o>y	2	1	2	1	2	1	H|P	H	0.954239395241	0.032696405355	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kod	lod	3	1	k	l	L3:P1:k>l	2	4	2	4	2	4	H|P	H|S|T	0.980710501269	0.020714708417	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kod	pod	3	1	k	p	L3:P1:k>p	2	3	2	3	2	3	H|P	H|S|T	0.992743974711	0.007556098522	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kod	rod	3	1	k	r	L3:P1:k>r	2	1	2	1	2	1	H|P	S	0.954239395241	0.032696405355	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kod	yod	3	1	k	y	L3:P1:k>y	2	1	2	1	2	1	H|P	H	0.988089103518	0.009264732217	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kol	kor	3	3	l	r	L3:P3:l>r	16	12	15	11	15	12	B|H|P|S	H|P|S	0.993557774890	0.010794902909	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kol	kos	3	3	l	s	L3:P3:l>s	16	1	15	1	15	1	B|H|P|S	H	0.920811601813	0.106595231471	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kol	lol	3	1	k	l	L3:P1:k>l	16	23	15	16	15	19	B|H|P|S	B|H|S|T	0.995501009966	0.008279116968	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kol	pol	3	1	k	p	L3:P1:k>p	16	17	15	12	15	13	B|H|P|S	B|H|P|S	0.960787210557	0.044016339303	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kol	rol	3	1	k	r	L3:P1:k>r	16	8	15	7	15	7	B|H|P|S	B|H|S	0.992187641337	0.014686709900	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kol	tol	3	1	k	t	L3:P1:k>t	16	3	15	3	15	3	B|H|P|S	H	0.922844213992	0.085040303174	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kor	kos	3	3	r	s	L3:P3:r>s	12	1	11	1	12	1	H|P|S	H	0.922141017382	0.107046660367	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kor	lor	3	1	k	l	L3:P1:k>l	12	20	11	14	12	16	H|P|S	B|H|S|T	0.998980898877	0.003390240567	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kor	por	3	1	k	p	L3:P1:k>p	12	9	11	7	12	8	H|P|S	B|H|P|S	0.980782191335	0.023077070922	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kor	ror	3	1	k	r	L3:P1:k>r	12	8	11	6	12	7	H|P|S	B|S	0.996427703788	0.008126656905	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kor	tor	3	1	k	t	L3:P1:k>t	12	1	11	1	12	1	H|P|S	T	0.884175913036	0.140964971682	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kor	yor	3	1	k	y	L3:P1:k>y	12	2	11	2	12	2	H|P|S	H	0.969615903016	0.056201364485	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kos	los	3	1	k	l	L3:P1:k>l	1	5	1	5	1	5	H	B|H|S	0.961344628965	0.044907683653	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ksa	ksh	3	3	a	h	L3:P3:a>h	1	4	1	4	1	4	S	B|H|S|T	0.810375551923	0.091380862340	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ksh	lsh	3	1	k	l	L3:P1:k>l	4	1	4	1	4	1	B|H|S|T	B	0.942462960796	0.038932124412	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ksh	psh	3	1	k	p	L3:P1:k>p	4	1	4	1	4	1	B|H|S|T	B	0.942462960796	0.038932124412	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ksh	tsh	3	1	k	t	L3:P1:k>t	4	1	4	1	4	1	B|H|S|T	H	0.897647589928	0.073331166197	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ksh	ysh	3	1	k	y	L3:P1:k>y	4	1	4	1	4	1	B|H|S|T	H	0.777353699704	0.117560727864	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ky	ly	2	1	k	l	L2:P1:k>l	53	7	37	5	42	7	B|H|P|S|T	B|H|P	0.931480470945	0.093394430212	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ky	py	2	1	k	p	L2:P1:k>p	53	5	37	5	42	5	B|H|P|S|T	H|P|S|T	0.988369999537	0.049932422743	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ky	ry	2	1	k	r	L2:P1:k>r	53	4	37	4	42	4	B|H|P|S|T	H|S	0.958849084056	0.083692465350	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ky	sy	2	1	k	s	L2:P1:k>s	53	1	37	1	42	1	B|H|P|S|T	B	0.910862492405	0.164298279565	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ky	ty	2	1	k	t	L2:P1:k>t	53	21	37	18	42	20	B|H|P|S|T	B|H|P|S|T	0.993096240377	0.015271050603	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ky	yy	2	1	k	y	L2:P1:k>y	53	1	37	1	42	1	B|H|P|S|T	C	0.887384092195	0.185663483447	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
kyd	pyd	3	1	k	p	L3:P1:k>p	1	2	1	2	1	2	H	H	0.954239395241	0.032696405355	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
la	ld	2	2	a	d	L2:P2:a>d	3	4	3	4	3	4	B|S|T	B|H|T	0.770710511938	0.134740732983	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
la	lg	2	2	a	g	L2:P2:a>g	3	1	3	1	3	1	B|S|T	S	0.853697873920	0.072469361951	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
la	lk	2	2	a	k	L2:P2:a>k	3	61	3	17	3	24	B|S|T	B|C|H|S|T	0.717679982949	0.266197156161	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
la	ll	2	2	a	l	L2:P2:a>l	3	2	3	1	3	1	B|S|T	S	0.911688196021	0.047512512557	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
la	lo	2	2	a	o	L2:P2:a>o	3	10	3	9	3	10	B|S|T	B|S	0.889069818760	0.075377180349	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
la	lr	2	2	a	r	L2:P2:a>r	3	6	3	4	3	5	B|S|T	B|S	0.819905886691	0.109445655048	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
la	ls	2	2	a	s	L2:P2:a>s	3	4	3	4	3	4	B|S|T	B|H|S	0.830878051768	0.092543424509	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
la	lt	2	2	a	t	L2:P2:a>t	3	6	3	6	3	6	B|S|T	B|S|T	0.776122111474	0.138584492586	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
la	ly	2	2	a	y	L2:P2:a>y	3	7	3	5	3	7	B|S|T	B|H|P	0.816054403200	0.117219754802	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
la	ra	2	1	l	r	L2:P1:l>r	3	2	3	2	3	2	B|S|T	S	0.994230961529	0.006934110541	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
la	ta	2	1	l	t	L2:P1:l>t	3	1	3	1	3	1	B|S|T	S	0.956449488797	0.041450036442	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
lch	lsh	3	2	c	s	L3:P2:c>s	12	1	8	1	11	1	B|H|S|T	B	0.918295889013	0.086205758285	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
lch	pch	3	1	l	p	L3:P1:l>p	12	8	8	8	11	8	B|H|S|T	B|H|S	0.980574433137	0.024541527886	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
lch	tch	3	1	l	t	L3:P1:l>t	12	2	8	2	11	2	B|H|S|T	H	0.881562254493	0.116363863675	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
lch	ych	3	1	l	y	L3:P1:l>y	12	5	8	5	11	5	B|H|S|T	H|S	0.941377719752	0.048969081449	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ld	lg	2	2	d	g	L2:P2:d>g	4	1	4	1	4	1	B|H|T	S	0.935287210998	0.060017056027	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ld	lk	2	2	d	k	L2:P2:d>k	4	61	4	17	4	24	B|H|T	B|C|H|S|T	0.963631916697	0.078680463495	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ld	ll	2	2	d	l	L2:P2:d>l	4	2	4	1	4	1	B|H|T	S	0.848940935178	0.098153301991	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ld	lo	2	2	d	o	L2:P2:d>o	4	10	4	9	4	10	B|H|T	B|S	0.887674161562	0.097312215468	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ld	lr	2	2	d	r	L2:P2:d>r	4	6	4	4	4	5	B|H|T	B|S	0.913291383818	0.077792755867	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ld	ls	2	2	d	s	L2:P2:d>s	4	4	4	4	4	4	B|H|T	B|H|S	0.925673453551	0.065699221128	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ld	lt	2	2	d	t	L2:P2:d>t	4	6	4	6	4	6	B|H|T	B|S|T	0.958459258742	0.045370432832	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
