fold	training_books	surface_group	surface_without_marker	outer_left	local_left	page_host	right_outer	right_inner	abbreviation_marker	operation_count	host_training_occurrences	host_envelope_types
Band5	Band2;Band3;Band4	gevvest	gevvest	ge	v	v	st	e	0	4	69	163
Band5	Band2;Band3;Band4	gevvesʒt	gevvesʒt	NONE	NONE	gevvesʒt	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gevvichts	gevvichts	NONE	NONE	gevvichts	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gevvissen	gevvissen	ge	NONE	vvissen	NONE	NONE	0	1	232	6
Band5	Band2;Band3;Band4	gevvisʒet	gevvisʒet	ge	NONE	vvisʒ	et	NONE	0	2	15	4
Band5	Band2;Band3;Band4	gevvisʒt	gevvisʒt	ge	NONE	vvisʒ	t	NONE	0	2	15	4
Band5	Band2;Band3;Band4	gevvorbn¤	gevvorbn	NONE	NONE	gevvorbn	NONE	NONE	1	0	5	0
Band5	Band2;Band3;Band4	gevvünne	gevvünne	NONE	NONE	gevvünne	NONE	NONE	0	0	1	1
Band5	Band2;Band3;Band4	gewalt	gewalt	NONE	NONE	gewalt	NONE	NONE	0	0	107	5
Band5	Band2;Band3;Band4	gewalte	gewalte	NONE	NONE	gewalt	e	NONE	0	1	107	5
Band5	Band2;Band3;Band4	gewalts	gewalts	NONE	NONE	gewalt	s	NONE	0	1	107	5
Band5	Band2;Band3;Band4	gewand	gewand	NONE	NONE	gewand	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gewande	gewande	NONE	NONE	gewande	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gewands	gewands	NONE	NONE	gewands	NONE	NONE	0	0	1	0
Band5	Band2;Band3;Band4	gewandt¤	gewandt	NONE	NONE	gewandt	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	gewant	gewant	ge	NONE	wan	t	NONE	0	2	150	4
Band5	Band2;Band3;Band4	gewants	gewants	ge	NONE	wan	s	t	0	3	150	4
Band5	Band2;Band3;Band4	gewappent¤	gewappent	NONE	NONE	gewappent	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	gewar	gewar	ge	NONE	wa	r	NONE	0	2	28	38
Band5	Band2;Band3;Band4	gewarheit	gewarheit	ge	NONE	warheit	NONE	NONE	0	1	4	0
Band5	Band2;Band3;Band4	gewarnt	gewarnt	NONE	NONE	gewarnt	NONE	NONE	0	0	1	0
Band5	Band2;Band3;Band4	gewarte	gewarte	NONE	NONE	gewar	e	t	0	2	21	8
Band5	Band2;Band3;Band4	gewarten	gewarten	NONE	NONE	gewar	en	t	0	2	21	8
Band5	Band2;Band3;Band4	gewarte¤	gewarte	NONE	NONE	gewar	e	t	1	2	21	8
Band5	Band2;Band3;Band4	gewartt	gewartt	NONE	NONE	gewar	t	t	0	2	21	8
Band5	Band2;Band3;Band4	gewbe¤	gewbe	NONE	NONE	gewb	e	NONE	1	1	3	1
Band5	Band2;Band3;Band4	gewbs¤	gewbs	NONE	NONE	gewb	s	NONE	1	1	3	1
Band5	Band2;Band3;Band4	gewb¤	gewb	NONE	NONE	gewb	NONE	NONE	1	0	3	1
Band5	Band2;Band3;Band4	gewder	gewder	NONE	NONE	gewd	er	NONE	0	1	4	3
Band5	Band2;Band3;Band4	gewd¤	gewd	NONE	NONE	gewd	NONE	NONE	1	0	4	3
Band5	Band2;Band3;Band4	gewegen	gewegen	ge	NONE	wegen	NONE	NONE	0	1	680	2
Band5	Band2;Band3;Band4	gewegern	gewegern	NONE	NONE	gewegern	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gewege¤	gewege	ge	NONE	weg	e	NONE	1	2	599	9
Band5	Band2;Band3;Band4	geweisen	geweisen	ge	NONE	weisen	NONE	NONE	0	1	52	6
Band5	Band2;Band3;Band4	geweiset	geweiset	NONE	NONE	geweiset	NONE	NONE	0	0	55	0
Band5	Band2;Band3;Band4	geweise¤	geweise	ge	NONE	weis	e	NONE	1	2	19	19
Band5	Band2;Band3;Band4	geweist	geweist	ge	NONE	weis	t	NONE	0	2	19	19
Band5	Band2;Band3;Band4	gewelet	gewelet	NONE	NONE	gewelet	NONE	NONE	0	0	1	0
Band5	Band2;Band3;Band4	gewendet	gewendet	NONE	NONE	gewendet	NONE	NONE	0	0	1	1
Band5	Band2;Band3;Band4	gewerb	gewerb	ge	NONE	werb	NONE	NONE	0	1	23	7
Band5	Band2;Band3;Band4	gewerbe	gewerbe	ge	NONE	werb	e	NONE	0	2	23	7
Band5	Band2;Band3;Band4	gewerbs	gewerbs	ge	NONE	werb	s	NONE	0	2	23	7
Band5	Band2;Band3;Band4	gewere	gewere	ge	NONE	wer	e	NONE	0	2	243	37
Band5	Band2;Band3;Band4	gewerffen	gewerffen	ge	NONE	werffen	NONE	NONE	0	1	4	1
Band5	Band2;Band3;Band4	gewerffe¤	gewerffe	ge	NONE	werff	e	NONE	1	2	1	3
Band5	Band2;Band3;Band4	gewerff¤	gewerff	ge	NONE	werff	NONE	NONE	1	1	1	3
Band5	Band2;Band3;Band4	gewesen	gewesen	NONE	NONE	gewesen	NONE	NONE	0	0	156	0
Band5	Band2;Band3;Band4	gewese¤	gewese	ge	NONE	we	e	s	1	3	100	88
Band5	Band2;Band3;Band4	gewest	gewest	ge	NONE	we	st	NONE	0	2	100	88
Band5	Band2;Band3;Band4	gewes¤	gewes	ge	NONE	we	s	NONE	1	2	100	88
Band5	Band2;Band3;Band4	gewichen	gewichen	NONE	NONE	gewiche	n	NONE	0	1	1	0
Band5	Band2;Band3;Band4	gewiche¤	gewiche	NONE	NONE	gewiche	NONE	NONE	1	0	1	0
Band5	Band2;Band3;Band4	gewicht	gewicht	NONE	NONE	gewicht	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gewichte	gewichte	NONE	NONE	gewichte	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gewichtmeist¤	gewichtmeist	NONE	NONE	gewichtmeist	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	gewillfart	gewillfart	NONE	NONE	gewillfart	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gewinne	gewinne	NONE	NONE	gewinne	NONE	NONE	0	0	5	1
Band5	Band2;Band3;Band4	gewinne¤	gewinne	NONE	NONE	gewinne	NONE	NONE	1	0	5	1
Band5	Band2;Band3;Band4	gewin¤	gewin	NONE	NONE	gewin	NONE	NONE	1	0	2	1
Band5	Band2;Band3;Band4	gewissen	gewissen	ge	NONE	wissen	NONE	NONE	0	1	362	11
Band5	Band2;Band3;Band4	gewisʒe	gewisʒe	ge	NONE	wisʒe	NONE	NONE	0	1	18	4
Band5	Band2;Band3;Band4	gewonheit	gewonheit	NONE	NONE	gewonheit	NONE	NONE	0	0	18	0
Band5	Band2;Band3;Band4	gewonh¤	gewonh	NONE	NONE	gewonh	NONE	NONE	1	0	5	1
Band5	Band2;Band3;Band4	geworben	geworben	NONE	NONE	geworbe	n	NONE	0	1	2	1
Band5	Band2;Band3;Band4	geworbe¤	geworbe	NONE	NONE	geworbe	NONE	NONE	1	0	2	1
Band5	Band2;Band3;Band4	gewortt	gewortt	NONE	NONE	gewortt	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gewundt	gewundt	NONE	NONE	gewundt	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gewunnen	gewunnen	NONE	NONE	gewunne	n	NONE	0	1	4	1
Band5	Band2;Band3;Band4	gewunne¤	gewunne	NONE	NONE	gewunne	NONE	NONE	1	0	4	1
Band5	Band2;Band3;Band4	gewölt	gewölt	ge	NONE	wölt	NONE	NONE	0	1	96	5
Band5	Band2;Band3;Band4	gewönlich	gewönlich	NONE	NONE	gewönlich	NONE	NONE	0	0	9	2
Band5	Band2;Band3;Band4	gewönlichn¤	gewönlichn	NONE	NONE	gewönlich	n	NONE	1	1	9	2
Band5	Band2;Band3;Band4	gewünn	gewünn	NONE	NONE	gewünn	NONE	NONE	0	0	1	2
Band5	Band2;Band3;Band4	gewüst	gewüst	ge	NONE	wüst	NONE	NONE	0	1	1	2
Band5	Band2;Band3;Band4	geyen	geyen	NONE	NONE	geyen	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	geymersheim	geymersheim	NONE	NONE	geymersheim	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	geyren	geyren	NONE	NONE	geyr	en	NONE	0	1	1	1
Band5	Band2;Band3;Band4	geyrn	geyrn	NONE	NONE	geyrn	NONE	NONE	0	0	5	0
Band5	Band2;Band3;Band4	geysenueld	geysenueld	NONE	NONE	geysenueld	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	geẅder	geẅder	NONE	NONE	geẅd	er	NONE	0	1	2	3
Band5	Band2;Band3;Band4	geẅders	geẅders	NONE	NONE	geẅd	s	er	0	2	2	3
Band5	Band2;Band3;Band4	geẅds¤	geẅds	NONE	NONE	geẅd	s	NONE	1	1	2	3
Band5	Band2;Band3;Band4	geẅd¤	geẅd	NONE	NONE	geẅd	NONE	NONE	1	0	2	3
Band5	Band2;Band3;Band4	gib	gib	NONE	NONE	gib	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gibt	gibt	NONE	NONE	gibt	NONE	NONE	0	0	3	3
Band5	Band2;Band3;Band4	gich	gich	NONE	NONE	gich	NONE	NONE	0	0	16	0
Band5	Band2;Band3;Band4	gichs	gichs	NONE	NONE	gich	s	NONE	0	1	16	0
Band5	Band2;Band3;Band4	gichts	gichts	NONE	NONE	gichts	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gieng	gieng	NONE	NONE	gieng	NONE	NONE	0	0	8	6
Band5	Band2;Band3;Band4	giengen	giengen	NONE	NONE	gieng	en	NONE	0	1	8	6
Band5	Band2;Band3;Band4	gienge¤	gienge	NONE	NONE	gieng	e	NONE	1	1	8	6
Band5	Band2;Band3;Band4	gieng¤	gieng	NONE	NONE	gieng	NONE	NONE	1	0	8	6
Band5	Band2;Band3;Band4	gilgen	gilgen	NONE	NONE	gilg	en	NONE	0	1	1	0
Band5	Band2;Band3;Band4	gilg¤	gilg	NONE	NONE	gilg	NONE	NONE	1	0	1	0
Band5	Band2;Band3;Band4	gillo	gillo	NONE	NONE	gillo	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	giltlingen	giltlingen	NONE	NONE	giltlingen	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	giltling¤	giltling	NONE	NONE	giltling	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	ging	ging	NONE	NONE	ging	NONE	NONE	0	0	2	1
Band5	Band2;Band3;Band4	gingen	gingen	NONE	NONE	ging	en	NONE	0	1	2	1
Band5	Band2;Band3;Band4	gissikein	gissikein	NONE	NONE	gissikein	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gisten	gisten	NONE	NONE	gisten	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gister	gister	NONE	NONE	gister	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	glancʒen	glancʒen	NONE	NONE	glancʒ	en	NONE	0	1	13	0
Band5	Band2;Band3;Band4	glancʒe¤	glancʒe	NONE	NONE	glancʒ	e	NONE	1	1	13	0
Band5	Band2;Band3;Band4	glase	glase	NONE	NONE	glase	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	glaubbr¤	glaubbr	NONE	NONE	glaubbr	NONE	NONE	1	0	1	1
Band5	Band2;Band3;Band4	glawbbr¤	glawbbr	NONE	NONE	glawbbr	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	glawben	glawben	NONE	NONE	glawbe	n	NONE	0	1	1	0
Band5	Band2;Band3;Band4	glawbe¤	glawbe	NONE	NONE	glawbe	NONE	NONE	1	0	1	0
Band5	Band2;Band3;Band4	gleich	gleich	NONE	NONE	gleich	NONE	NONE	0	0	15	5
Band5	Band2;Band3;Band4	gleiche	gleiche	NONE	NONE	gleich	e	NONE	0	1	15	5
Band5	Band2;Band3;Band4	gleicheit	gleicheit	NONE	NONE	gleicheit	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gleichen	gleichen	NONE	NONE	gleich	en	NONE	0	1	15	5
Band5	Band2;Band3;Band4	gleiche¤	gleiche	NONE	NONE	gleich	e	NONE	1	1	15	5
Band5	Band2;Band3;Band4	gleichs	gleichs	NONE	NONE	gleich	s	NONE	0	1	15	5
Band5	Band2;Band3;Band4	gleichwol	gleichwol	NONE	NONE	gleichwol	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	glewbige¤	glewbige	NONE	NONE	glewbige	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	gleytsbrief	gleytsbrief	NONE	NONE	gleytsbrief	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gleÿt	gleÿt	NONE	NONE	gleÿt	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	glimpf	glimpf	NONE	NONE	glimpf	NONE	NONE	0	0	7	2
Band5	Band2;Band3;Band4	glimpflich	glimpflich	NONE	NONE	glimpflich	NONE	NONE	0	0	4	2
Band5	Band2;Band3;Band4	glimpfs	glimpfs	NONE	NONE	glimpf	s	NONE	0	1	7	2
Band5	Band2;Band3;Band4	glios¤	glios	NONE	NONE	glios	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	glockengiesʒers	glockengiesʒers	NONE	NONE	glockengiesʒers	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	glose¤	glose	NONE	NONE	glo	e	s	1	2	1	3
Band5	Band2;Band3;Band4	glos¤	glos	NONE	NONE	glo	s	NONE	1	1	1	3
Band5	Band2;Band3;Band4	gmeinen	gmeinen	NONE	NONE	gmeine	n	NONE	0	1	1	0
Band5	Band2;Band3;Band4	gmeiner	gmeiner	NONE	NONE	gmeine	r	NONE	0	1	1	0
Band5	Band2;Band3;Band4	gmein¤	gmein	NONE	NONE	gmein	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	gnad	gnad	NONE	NONE	gnad	NONE	NONE	0	0	259	3
Band5	Band2;Band3;Band4	gnade	gnade	NONE	NONE	gnade	NONE	NONE	0	0	550	2
Band5	Band2;Band3;Band4	gnaden	gnaden	NONE	NONE	gnade	n	NONE	0	1	550	2
Band5	Band2;Band3;Band4	gnade¤	gnade	NONE	NONE	gnade	NONE	NONE	1	0	550	2
Band5	Band2;Band3;Band4	gnad¤	gnad	NONE	NONE	gnad	NONE	NONE	1	0	259	3
Band5	Band2;Band3;Band4	gne	gne	NONE	NONE	gne	NONE	NONE	0	0	470	6
Band5	Band2;Band3;Band4	gnedi	gnedi	NONE	NONE	gnedi	NONE	NONE	0	0	2	8
Band5	Band2;Band3;Band4	gnediclichen	gnediclichen	NONE	NONE	gnediclichen	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gnedig	gnedig	NONE	NONE	gnedig	NONE	NONE	0	0	482	7
Band5	Band2;Band3;Band4	gnedige	gnedige	NONE	NONE	gnedig	e	NONE	0	1	482	7
Band5	Band2;Band3;Band4	gnedigen	gnedigen	NONE	NONE	gnedig	en	NONE	0	1	482	7
Band5	Band2;Band3;Band4	gnediger	gnediger	NONE	NONE	gnedig	er	NONE	0	1	482	7
Band5	Band2;Band3;Band4	gnedige¤	gnedige	NONE	NONE	gnedig	e	NONE	1	1	482	7
Band5	Band2;Band3;Band4	gnedigisten	gnedigisten	NONE	NONE	gnedigist	en	NONE	0	1	21	1
Band5	Band2;Band3;Band4	gnedigister	gnedigister	NONE	NONE	gnedigist	er	NONE	0	1	21	1
Band5	Band2;Band3;Band4	gnedigiste¤	gnedigiste	NONE	NONE	gnedigist	e	NONE	1	1	21	1
Band5	Band2;Band3;Band4	gnedigist¤	gnedigist	NONE	NONE	gnedigist	NONE	NONE	1	0	21	1
Band5	Band2;Band3;Band4	gnedigkl¤	gnedigkl	NONE	NONE	gnedigkl	NONE	NONE	1	0	1	1
Band5	Band2;Band3;Band4	gnedigst¤	gnedigst	NONE	NONE	gnedig	st	NONE	1	1	482	7
Band5	Band2;Band3;Band4	gnedig¤	gnedig	NONE	NONE	gnedig	NONE	NONE	1	0	482	7
Band5	Band2;Band3;Band4	gnediklich	gnediklich	NONE	NONE	gnediklich	NONE	NONE	0	0	50	4
Band5	Band2;Band3;Band4	gnediklichen	gnediklichen	NONE	NONE	gnediklich	en	NONE	0	1	50	4
Band5	Band2;Band3;Band4	gnedikliche¤	gnedikliche	NONE	NONE	gnediklich	e	NONE	1	1	50	4
Band5	Band2;Band3;Band4	gnediklichn¤	gnediklichn	NONE	NONE	gnediklichn	NONE	NONE	1	0	56	0
Band5	Band2;Band3;Band4	gnediklich¤	gnediklich	NONE	NONE	gnediklich	NONE	NONE	1	0	50	4
Band5	Band2;Band3;Band4	gnedikl¤	gnedikl	NONE	NONE	gnedikl	NONE	NONE	1	0	31	2
Band5	Band2;Band3;Band4	gned¤	gned	NONE	NONE	gned	NONE	NONE	1	0	15	5
Band5	Band2;Band3;Band4	gnehe	gnehe	NONE	NONE	gnehe	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gne¤	gne	NONE	NONE	gne	NONE	NONE	1	0	470	6
Band5	Band2;Band3;Band4	gnug	gnug	NONE	NONE	gnug	NONE	NONE	0	0	17	0
Band5	Band2;Band3;Band4	gn¤	gn	NONE	NONE	gn	NONE	NONE	1	0	431	24
Band5	Band2;Band3;Band4	gnötige	gnötige	NONE	NONE	gnötige	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gnötig¤	gnötig	NONE	NONE	gnötig	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	gocʒ	gocʒ	NONE	NONE	gocʒ	NONE	NONE	0	0	1	2
Band5	Band2;Band3;Band4	gocʒen	gocʒen	NONE	NONE	gocʒ	en	NONE	0	1	1	2
Band5	Band2;Band3;Band4	gocʒe¤	gocʒe	NONE	NONE	gocʒ	e	NONE	1	1	1	2
Band5	Band2;Band3;Band4	gocʒh¤	gocʒh	NONE	NONE	gocʒh	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	gocʒma¤	gocʒma	NONE	NONE	gocʒma	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	goffholt	goffholt	NONE	NONE	goffholt	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gold	gold	NONE	NONE	gold	NONE	NONE	0	0	1	1
Band5	Band2;Band3;Band4	golde	golde	NONE	NONE	gold	e	NONE	0	1	1	1
Band5	Band2;Band3;Band4	golden	golden	NONE	NONE	gold	en	NONE	0	1	1	1
Band5	Band2;Band3;Band4	goldin¤	goldin	NONE	NONE	goldin	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	goldlein	goldlein	NONE	NONE	goldlein	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gold¤	gold	NONE	NONE	gold	NONE	NONE	1	0	1	1
Band5	Band2;Band3;Band4	golt	golt	NONE	NONE	golt	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gomprechtin	gomprechtin	NONE	NONE	gomprechtin	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gomprechtin¤	gomprechtin	NONE	NONE	gomprechtin	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	gompr¤	gompr	NONE	NONE	gompr	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	gorg	gorg	NONE	NONE	gorg	NONE	NONE	0	0	9	2
Band5	Band2;Band3;Band4	gorgen	gorgen	NONE	NONE	gorgen	NONE	NONE	0	0	10	0
Band5	Band2;Band3;Band4	gorg¤	gorg	NONE	NONE	gorg	NONE	NONE	1	0	9	2
Band5	Band2;Band3;Band4	gostenhofer	gostenhofer	NONE	NONE	gostenhof	er	NONE	0	1	3	0
Band5	Band2;Band3;Band4	gostenhofin¤	gostenhofin	NONE	NONE	gostenhofin	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	got	got	NONE	NONE	got	NONE	NONE	0	0	21	6
Band5	Band2;Band3;Band4	gotes	gotes	NONE	NONE	got	es	NONE	0	1	21	6
Band5	Band2;Band3;Band4	gothawse	gothawse	NONE	NONE	gothawse	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gots	gots	NONE	NONE	got	s	NONE	0	1	21	6
Band5	Band2;Band3;Band4	gotsgab	gotsgab	NONE	NONE	gotsgab	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gotshawsgmeinern	gotshawsgmeinern	NONE	NONE	gotshawsgmeinern	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gotshawsʒ	gotshawsʒ	NONE	NONE	gotshawsʒ	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gotsh¤	gotsh	NONE	NONE	gotsh	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	gotsvvort	gotsvvort	NONE	NONE	gotsvvort	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gottes	gottes	NONE	NONE	gottes	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gotʒulobe	gotʒulobe	NONE	NONE	gotʒulobe	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	grabe	grabe	NONE	NONE	grabe	NONE	NONE	0	0	1	0
Band5	Band2;Band3;Band4	graben	graben	NONE	NONE	grabe	n	NONE	0	1	1	0
Band5	Band2;Band3;Band4	grabner	grabner	NONE	NONE	grabn	er	NONE	0	1	4	4
Band5	Band2;Band3;Band4	grabn¤	grabn	NONE	NONE	grabn	NONE	NONE	1	0	4	4
Band5	Band2;Band3;Band4	graf	graf	NONE	NONE	graf	NONE	NONE	0	0	83	6
Band5	Band2;Band3;Band4	grafen	grafen	NONE	NONE	graf	en	NONE	0	1	83	6
Band5	Band2;Band3;Band4	grafe¤	grafe	NONE	NONE	graf	e	NONE	1	1	83	6
Band5	Band2;Band3;Band4	grafsch¤	grafsch	NONE	NONE	grafsch	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	graf¤	graf	NONE	NONE	graf	NONE	NONE	1	0	83	6
Band5	Band2;Band3;Band4	graispach	graispach	NONE	NONE	graispach	NONE	NONE	0	0	2	0
Band5	Band2;Band3;Band4	graispach¤	graispach	NONE	NONE	graispach	NONE	NONE	1	0	2	0
Band5	Band2;Band3;Band4	graiss	graiss	NONE	NONE	graiss	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gran	gran	NONE	NONE	gran	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	granetel	granetel	NONE	NONE	granetel	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	granetell	granetell	NONE	NONE	granetell	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	graneteln	graneteln	NONE	NONE	graneteln	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	granetels	granetels	NONE	NONE	granetels	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	graser	graser	NONE	NONE	graser	NONE	NONE	0	0	12	1
Band5	Band2;Band3;Band4	grasers	grasers	NONE	NONE	graser	s	NONE	0	1	12	1
Band5	Band2;Band3;Band4	grassulcʒ	grassulcʒ	NONE	NONE	grassulcʒ	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	grauen	grauen	NONE	NONE	graue	n	NONE	0	1	2	1
Band5	Band2;Band3;Band4	graue¤	graue	NONE	NONE	graue	NONE	NONE	1	0	2	1
Band5	Band2;Band3;Band4	greb	greb	NONE	NONE	greb	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	greden	greden	NONE	NONE	greden	NONE	NONE	0	0	4	1
Band5	Band2;Band3;Band4	grefemberg	grefemberg	NONE	NONE	grefemberg	NONE	NONE	0	0	5	3
Band5	Band2;Band3;Band4	grefemberg¤	grefemberg	NONE	NONE	grefemberg	NONE	NONE	1	0	5	3
Band5	Band2;Band3;Band4	grefembg¤	grefembg	NONE	NONE	grefembg	NONE	NONE	1	0	3	1
Band5	Band2;Band3;Band4	grefen	grefen	NONE	NONE	gref	en	NONE	0	1	1	2
Band5	Band2;Band3;Band4	grefing¤	grefing	NONE	NONE	grefing	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	grefinn	grefinn	NONE	NONE	grefin	n	NONE	0	1	2	2
Band5	Band2;Band3;Band4	grefin¤	grefin	NONE	NONE	grefin	NONE	NONE	1	0	2	2
Band5	Band2;Band3;Band4	gref¤	gref	NONE	NONE	gref	NONE	NONE	1	0	1	2
Band5	Band2;Band3;Band4	gregor¤	gregor	NONE	NONE	gregor	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	greiffe¤	greiffe	NONE	NONE	greiff	e	NONE	1	1	2	3
Band5	Band2;Band3;Band4	greifft	greifft	NONE	NONE	greiff	t	NONE	0	1	2	3
Band5	Band2;Band3;Band4	gresel	gresel	NONE	NONE	gresel	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	greysigen	greysigen	NONE	NONE	greysige	n	NONE	0	1	1	0
Band5	Band2;Band3;Band4	greẅcʒ	greẅcʒ	NONE	NONE	greẅcʒ	NONE	NONE	0	0	1	0
Band5	Band2;Band3;Band4	grichtsbrief	grichtsbrief	NONE	NONE	grichtsbrief	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	grichtsbr¤	grichtsbr	NONE	NONE	grichtsbr	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	grichtsbuch	grichtsbuch	NONE	NONE	grichtsbuch	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	grichtschreib¤	grichtschreib	NONE	NONE	grichtschreib	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	griess	griess	NONE	NONE	griess	NONE	NONE	0	0	1	0
Band5	Band2;Band3;Band4	griessen	griessen	NONE	NONE	griess	en	NONE	0	1	1	0
Band5	Band2;Band3;Band4	griess¤	griess	NONE	NONE	griess	NONE	NONE	1	0	1	0
Band5	Band2;Band3;Band4	griffen	griffen	NONE	NONE	griffe	n	NONE	0	1	1	5
Band5	Band2;Band3;Band4	grindlach	grindlach	NONE	NONE	grindlach	NONE	NONE	0	0	4	0
Band5	Band2;Band3;Band4	grindlachn¤	grindlachn	NONE	NONE	grindlach	n	NONE	1	1	4	0
Band5	Band2;Band3;Band4	grindlachs	grindlachs	NONE	NONE	grindlach	s	NONE	0	1	4	0
Band5	Band2;Band3;Band4	grober	grober	NONE	NONE	grober	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	groland	groland	NONE	NONE	groland	NONE	NONE	0	0	10	1
Band5	Band2;Band3;Band4	grolant	grolant	NONE	NONE	grolant	NONE	NONE	0	0	2	0
Band5	Band2;Band3;Band4	grolantin	grolantin	NONE	NONE	grolantin	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	grolantin¤	grolantin	NONE	NONE	grolantin	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	grolat¤	grolat	NONE	NONE	grolat	NONE	NONE	1	0	0	0
Band5	Band2;Band3;Band4	groppner	groppner	NONE	NONE	groppner	NONE	NONE	0	0	0	0
Band5	Band2;Band3;Band4	gross	gross	NONE	NONE	gross	NONE	NONE	0	0	6	3
Band5	Band2;Band3;Band4	grosse	grosse	NONE	NONE	gross	e	NONE	0	1	6	3
Band5	Band2;Band3;Band4	grossem	grossem	NONE	NONE	gross	m	e	0	2	6	3
Band5	Band2;Band3;Band4	grossen	grossen	NONE	NONE	grossen	NONE	NONE	0	0	14	0
Band5	Band2;Band3;Band4	grosser	grosser	NONE	NONE	gross	er	NONE	0	1	6	3
Band5	Band2;Band3;Band4	grosse¤	grosse	NONE	NONE	gross	e	NONE	1	1	6	3
