edition	page	physical_folio	star_ordinal_left	star_ordinal_right	left_locus	right_locus	boundary_class	left_groups	right_groups
IT2a	f115v	f115	10	10	f115v.31	f115v.32	WITHIN_RECORD	10	9
IT2a	f115v	f115	10	10	f115v.32	f115v.33	WITHIN_RECORD	9	5
IT2a	f115v	f115	11	11	f115v.34	f115v.35	WITHIN_RECORD	10	11
IT2a	f115v	f115	11	11	f115v.35	f115v.36	WITHIN_RECORD	11	4
IT2a	f115v	f115	12	12	f115v.37	f115v.38	WITHIN_RECORD	8	10
IT2a	f115v	f115	12	12	f115v.38	f115v.39	WITHIN_RECORD	10	9
IT2a	f115v	f115	12	12	f115v.39	f115v.40	WITHIN_RECORD	9	7
IT2a	f115v	f115	13	13	f115v.41	f115v.42	WITHIN_RECORD	8	11
IT2a	f115v	f115	13	13	f115v.42	f115v.43	WITHIN_RECORD	11	9
IT2a	f115v	f115	13	13	f115v.43	f115v.44	WITHIN_RECORD	9	9
IT2a	f115v	f115	13	13	f115v.44	f115v.45	WITHIN_RECORD	9	5
IT2a	f104r	f104	1	2	f104r.4	f104r.5	CROSS_RECORD	7	12
IT2a	f104r	f104	2	3	f104r.9	f104r.10	CROSS_RECORD	5	12
IT2a	f104r	f104	3	4	f104r.11	f104r.12	CROSS_RECORD	8	11
IT2a	f104r	f104	4	5	f104r.15	f104r.16	CROSS_RECORD	9	9
IT2a	f104r	f104	5	6	f104r.18	f104r.19	CROSS_RECORD	7	12
IT2a	f104r	f104	6	7	f104r.21	f104r.22	CROSS_RECORD	5	12
IT2a	f104r	f104	7	8	f104r.26	f104r.27	CROSS_RECORD	4	11
IT2a	f104r	f104	8	9	f104r.29	f104r.30	CROSS_RECORD	9	10
IT2a	f104r	f104	9	10	f104r.33	f104r.34	CROSS_RECORD	10	11
IT2a	f104r	f104	10	11	f104r.35	f104r.36	CROSS_RECORD	8	10
IT2a	f104r	f104	11	12	f104r.38	f104r.39	CROSS_RECORD	5	11
IT2a	f104r	f104	12	13	f104r.42	f104r.43	CROSS_RECORD	3	10
IT2a	f104v	f104	1	2	f104v.5	f104v.6	CROSS_RECORD	5	13
IT2a	f104v	f104	2	3	f104v.7	f104v.8	CROSS_RECORD	11	12
IT2a	f104v	f104	3	4	f104v.11	f104v.12	CROSS_RECORD	9	13
IT2a	f104v	f104	4	5	f104v.14	f104v.15	CROSS_RECORD	7	11
IT2a	f104v	f104	5	6	f104v.18	f104v.19	CROSS_RECORD	7	13
IT2a	f104v	f104	6	7	f104v.21	f104v.22	CROSS_RECORD	6	10
IT2a	f104v	f104	7	8	f104v.26	f104v.27	CROSS_RECORD	5	13
IT2a	f104v	f104	8	9	f104v.28	f104v.29	CROSS_RECORD	9	11
IT2a	f104v	f104	9	10	f104v.31	f104v.32	CROSS_RECORD	8	12
IT2a	f104v	f104	10	11	f104v.34	f104v.35	CROSS_RECORD	8	10
IT2a	f104v	f104	11	12	f104v.36	f104v.37	CROSS_RECORD	6	13
IT2a	f104v	f104	12	13	f104v.40	f104v.41	CROSS_RECORD	7	10
IT2a	f105r	f105	1	2	f105r.5	f105r.6	CROSS_RECORD	9	10
IT2a	f105r	f105	2	3	f105r.10	f105r.11	CROSS_RECORD	4	11
IT2a	f105r	f105	3	4	f105r.13	f105r.14	CROSS_RECORD	10	11
IT2a	f105r	f105	4	5	f105r.16	f105r.17	CROSS_RECORD	7	11
IT2a	f105r	f105	5	6	f105r.23	f105r.24	CROSS_RECORD	4	13
IT2a	f105r	f105	6	7	f105r.25	f105r.26	CROSS_RECORD	6	12
IT2a	f105r	f105	7	8	f105r.27	f105r.28	CROSS_RECORD	7	11
IT2a	f105r	f105	8	9	f105r.30	f105r.31	CROSS_RECORD	9	13
IT2a	f105r	f105	9	10	f105r.34	f105r.35	CROSS_RECORD	11	13
IT2a	f105v	f105	1	2	f105v.4	f105v.5	CROSS_RECORD	8	10
IT2a	f105v	f105	2	3	f105v.7	f105v.8	CROSS_RECORD	7	11
IT2a	f105v	f105	3	4	f105v.13	f105v.14	CROSS_RECORD	8	10
IT2a	f105v	f105	4	5	f105v.17	f105v.18	CROSS_RECORD	8	10
IT2a	f105v	f105	5	6	f105v.19	f105v.20	CROSS_RECORD	11	12
IT2a	f105v	f105	6	7	f105v.22	f105v.23	CROSS_RECORD	6	10
IT2a	f105v	f105	7	8	f105v.24	f105v.25	CROSS_RECORD	8	11
IT2a	f105v	f105	8	9	f105v.28	f105v.29	CROSS_RECORD	6	11
IT2a	f105v	f105	9	10	f105v.31	f105v.32	CROSS_RECORD	9	11
IT2a	f106r	f106	1	2	f106r.3	f106r.4	CROSS_RECORD	5	12
IT2a	f106r	f106	2	3	f106r.7	f106r.8	CROSS_RECORD	7	10
IT2a	f106r	f106	3	4	f106r.9	f106r.10	CROSS_RECORD	7	9
IT2a	f106r	f106	4	5	f106r.12	f106r.13	CROSS_RECORD	5	12
IT2a	f106r	f106	5	6	f106r.14	f106r.15	CROSS_RECORD	8	9
IT2a	f106r	f106	6	7	f106r.17	f106r.18	CROSS_RECORD	7	11
IT2a	f106r	f106	7	8	f106r.21	f106r.22	CROSS_RECORD	6	10
IT2a	f106r	f106	8	9	f106r.23	f106r.24	CROSS_RECORD	10	9
IT2a	f106r	f106	11	12	f106r.33	f106r.34	CROSS_RECORD	9	10
IT2a	f106r	f106	12	13	f106r.35	f106r.36	CROSS_RECORD	5	10
IT2a	f106r	f106	13	14	f106r.37	f106r.38	CROSS_RECORD	3	9
IT2a	f106r	f106	14	15	f106r.41	f106r.42	CROSS_RECORD	8	10
IT2a	f107v	f107	1	2	f107v.4	f107v.5	CROSS_RECORD	7	11
IT2a	f107v	f107	2	3	f107v.7	f107v.8	CROSS_RECORD	4	9
IT2a	f107v	f107	3	4	f107v.10	f107v.11	CROSS_RECORD	7	10
IT2a	f107v	f107	4	5	f107v.15	f107v.16	CROSS_RECORD	9	10
IT2a	f107v	f107	5	6	f107v.19	f107v.20	CROSS_RECORD	6	10
IT2a	f107v	f107	6	7	f107v.22	f107v.23	CROSS_RECORD	6	10
IT2a	f107v	f107	7	8	f107v.24	f107v.25	CROSS_RECORD	5	12
IT2a	f107v	f107	8	9	f107v.28	f107v.29	CROSS_RECORD	4	9
IT2a	f107v	f107	9	10	f107v.31	f107v.32	CROSS_RECORD	7	9
IT2a	f107v	f107	10	11	f107v.34	f107v.35	CROSS_RECORD	6	10
IT2a	f107v	f107	11	12	f107v.36	f107v.37	CROSS_RECORD	10	10
IT2a	f107v	f107	12	13	f107v.40	f107v.41	CROSS_RECORD	6	11
IT2a	f107v	f107	13	14	f107v.42	f107v.43	CROSS_RECORD	3	11
IT2a	f107v	f107	14	15	f107v.44	f107v.45	CROSS_RECORD	6	10
IT2a	f112v	f112	1	2	f112v.6	f112v.7	CROSS_RECORD	5	7
IT2a	f112v	f112	2	3	f112v.10	f112v.11	CROSS_RECORD	4	10
IT2a	f112v	f112	3	4	f112v.14	f112v.15	CROSS_RECORD	7	9
IT2a	f112v	f112	4	5	f112v.19	f112v.20	CROSS_RECORD	9	8
IT2a	f112v	f112	5	6	f112v.22	f112v.23	CROSS_RECORD	6	9
IT2a	f112v	f112	6	7	f112v.26	f112v.27	CROSS_RECORD	7	10
IT2a	f112v	f112	7	8	f112v.29	f112v.30	CROSS_RECORD	7	10
IT2a	f112v	f112	8	9	f112v.31	f112v.32	CROSS_RECORD	5	10
IT2a	f112v	f112	9	10	f112v.35	f112v.36	CROSS_RECORD	6	10
IT2a	f112v	f112	10	11	f112v.38	f112v.39	CROSS_RECORD	12	9
IT2a	f112v	f112	11	12	f112v.41	f112v.42	CROSS_RECORD	4	10
IT2a	f112v	f112	12	13	f112v.44	f112v.45	CROSS_RECORD	9	11
IT2a	f113r	f113	1	2	f113r.3	f113r.4	CROSS_RECORD	5	11
IT2a	f113r	f113	2	3	f113r.7	f113r.8	CROSS_RECORD	8	12
IT2a	f113r	f113	3	4	f113r.9	f113r.10	CROSS_RECORD	12	12
IT2a	f113r	f113	4	5	f113r.12	f113r.13	CROSS_RECORD	8	11
IT2a	f113r	f113	5	6	f113r.15	f113r.16	CROSS_RECORD	5	11
IT2a	f113r	f113	6	7	f113r.19	f113r.20	CROSS_RECORD	5	11
IT2a	f113r	f113	7	8	f113r.21	f113r.22	CROSS_RECORD	10	10
IT2a	f113r	f113	8	9	f113r.24	f113r.25	CROSS_RECORD	7	10
IT2a	f113r	f113	9	10	f113r.26	f113r.27	CROSS_RECORD	10	12
IT2a	f113r	f113	10	11	f113r.29	f113r.30	CROSS_RECORD	9	11
IT2a	f113r	f113	11	12	f113r.33	f113r.34	CROSS_RECORD	5	10
IT2a	f113r	f113	12	13	f113r.36	f113r.37	CROSS_RECORD	3	10
IT2a	f113r	f113	13	14	f113r.38	f113r.39	CROSS_RECORD	7	11
IT2a	f113r	f113	14	15	f113r.41	f113r.42	CROSS_RECORD	10	10
IT2a	f113r	f113	15	16	f113r.44	f113r.45	CROSS_RECORD	4	11
IT2a	f113v	f113	1	2	f113v.3	f113v.4	CROSS_RECORD	7	11
IT2a	f113v	f113	2	3	f113v.6	f113v.7	CROSS_RECORD	4	12
IT2a	f113v	f113	3	4	f113v.9	f113v.10	CROSS_RECORD	7	16
IT2a	f113v	f113	4	5	f113v.12	f113v.13	CROSS_RECORD	5	12
IT2a	f113v	f113	5	6	f113v.17	f113v.18	CROSS_RECORD	8	10
IT2a	f113v	f113	6	7	f113v.20	f113v.21	CROSS_RECORD	7	11
IT2a	f113v	f113	7	8	f113v.24	f113v.25	CROSS_RECORD	4	12
IT2a	f113v	f113	8	9	f113v.27	f113v.28	CROSS_RECORD	3	12
IT2a	f113v	f113	9	10	f113v.32	f113v.33	CROSS_RECORD	8	10
IT2a	f113v	f113	10	11	f113v.35	f113v.36	CROSS_RECORD	5	9
IT2a	f113v	f113	11	12	f113v.37	f113v.38	CROSS_RECORD	7	10
IT2a	f113v	f113	12	13	f113v.41	f113v.42	CROSS_RECORD	6	12
IT2a	f113v	f113	13	14	f113v.44	f113v.45	CROSS_RECORD	6	10
IT2a	f113v	f113	14	15	f113v.46	f113v.47	CROSS_RECORD	5	11
IT2a	f114r	f114	1	2	f114r.3	f114r.4	CROSS_RECORD	1	10
IT2a	f114r	f114	2	3	f114r.7	f114r.8	CROSS_RECORD	8	10
IT2a	f114r	f114	3	4	f114r.10	f114r.11	CROSS_RECORD	5	11
IT2a	f114r	f114	4	5	f114r.13	f114r.14	CROSS_RECORD	3	11
IT2a	f114r	f114	5	6	f114r.18	f114r.19	CROSS_RECORD	7	12
IT2a	f114r	f114	6	7	f114r.21	f114r.22	CROSS_RECORD	4	9
IT2a	f114r	f114	7	8	f114r.23	f114r.24	CROSS_RECORD	9	13
IT2a	f114r	f114	8	9	f114r.27	f114r.28	CROSS_RECORD	7	11
IT2a	f114r	f114	9	10	f114r.31	f114r.32	CROSS_RECORD	7	10
IT2a	f114r	f114	10	11	f114r.34	f114r.35	CROSS_RECORD	5	12
IT2a	f114r	f114	11	12	f114r.38	f114r.39	CROSS_RECORD	8	9
IT2a	f114r	f114	12	13	f114r.41	f114r.42	CROSS_RECORD	10	10
IT2a	f114v	f114	1	2	f114v.5	f114v.6	CROSS_RECORD	5	10
IT2a	f114v	f114	2	3	f114v.7	f114v.8	CROSS_RECORD	10	9
IT2a	f114v	f114	3	4	f114v.10	f114v.11	CROSS_RECORD	7	10
IT2a	f114v	f114	4	5	f114v.13	f114v.14	CROSS_RECORD	4	9
IT2a	f114v	f114	5	6	f114v.17	f114v.18	CROSS_RECORD	6	10
IT2a	f114v	f114	6	7	f114v.19	f114v.20	CROSS_RECORD	3	10
IT2a	f114v	f114	7	8	f114v.22	f114v.23	CROSS_RECORD	8	8
IT2a	f114v	f114	8	9	f114v.25	f114v.26	CROSS_RECORD	6	8
IT2a	f114v	f114	9	10	f114v.28	f114v.29	CROSS_RECORD	7	9
IT2a	f114v	f114	10	11	f114v.32	f114v.33	CROSS_RECORD	5	9
IT2a	f114v	f114	11	12	f114v.35	f114v.36	CROSS_RECORD	7	10
IT2a	f115r	f115	1	2	f115r.3	f115r.4	CROSS_RECORD	9	11
IT2a	f115r	f115	2	3	f115r.7	f115r.8	CROSS_RECORD	7	13
IT2a	f115r	f115	3	4	f115r.9	f115r.10	CROSS_RECORD	9	10
IT2a	f115r	f115	4	5	f115r.12	f115r.13	CROSS_RECORD	7	9
IT2a	f115r	f115	5	6	f115r.18	f115r.19	CROSS_RECORD	6	10
IT2a	f115r	f115	6	7	f115r.21	f115r.22	CROSS_RECORD	10	12
IT2a	f115r	f115	7	8	f115r.25	f115r.26	CROSS_RECORD	7	11
IT2a	f115r	f115	8	9	f115r.28	f115r.29	CROSS_RECORD	7	9
IT2a	f115r	f115	9	10	f115r.34	f115r.35	CROSS_RECORD	5	12
IT2a	f115r	f115	10	11	f115r.36	f115r.37	CROSS_RECORD	8	10
IT2a	f115r	f115	11	12	f115r.39	f115r.40	CROSS_RECORD	5	10
IT2a	f115r	f115	12	13	f115r.41	f115r.42	CROSS_RECORD	5	10
IT2a	f115v	f115	1	2	f115v.5	f115v.6	CROSS_RECORD	6	10
IT2a	f115v	f115	2	3	f115v.7	f115v.8	CROSS_RECORD	10	10
IT2a	f115v	f115	3	4	f115v.10	f115v.11	CROSS_RECORD	7	10
IT2a	f115v	f115	4	5	f115v.12	f115v.13	CROSS_RECORD	4	11
IT2a	f115v	f115	5	6	f115v.17	f115v.18	CROSS_RECORD	5	8
IT2a	f115v	f115	6	7	f115v.20	f115v.21	CROSS_RECORD	8	10
IT2a	f115v	f115	7	8	f115v.23	f115v.24	CROSS_RECORD	6	10
IT2a	f115v	f115	8	9	f115v.28	f115v.29	CROSS_RECORD	7	11
IT2a	f115v	f115	9	10	f115v.30	f115v.31	CROSS_RECORD	8	10
IT2a	f115v	f115	10	11	f115v.33	f115v.34	CROSS_RECORD	5	10
IT2a	f115v	f115	11	12	f115v.36	f115v.37	CROSS_RECORD	4	8
IT2a	f115v	f115	12	13	f115v.40	f115v.41	CROSS_RECORD	7	8
RF1b	f104r	f104	1	1	f104r.1	f104r.2	WITHIN_RECORD	10	13
RF1b	f104r	f104	1	1	f104r.2	f104r.3	WITHIN_RECORD	13	13
RF1b	f104r	f104	1	1	f104r.3	f104r.4	WITHIN_RECORD	13	7
RF1b	f104r	f104	2	2	f104r.5	f104r.6	WITHIN_RECORD	12	11
RF1b	f104r	f104	2	2	f104r.6	f104r.7	WITHIN_RECORD	11	11
RF1b	f104r	f104	2	2	f104r.7	f104r.8	WITHIN_RECORD	11	11
RF1b	f104r	f104	2	2	f104r.8	f104r.9	WITHIN_RECORD	11	4
RF1b	f104r	f104	3	3	f104r.10	f104r.11	WITHIN_RECORD	12	8
RF1b	f104r	f104	4	4	f104r.12	f104r.13	WITHIN_RECORD	11	11
RF1b	f104r	f104	4	4	f104r.13	f104r.14	WITHIN_RECORD	11	11
RF1b	f104r	f104	4	4	f104r.14	f104r.15	WITHIN_RECORD	11	9
RF1b	f104r	f104	5	5	f104r.16	f104r.17	WITHIN_RECORD	11	10
RF1b	f104r	f104	5	5	f104r.17	f104r.18	WITHIN_RECORD	10	6
RF1b	f104r	f104	6	6	f104r.19	f104r.20	WITHIN_RECORD	12	12
RF1b	f104r	f104	6	6	f104r.20	f104r.21	WITHIN_RECORD	12	5
RF1b	f104r	f104	7	7	f104r.22	f104r.23	WITHIN_RECORD	12	12
RF1b	f104r	f104	7	7	f104r.23	f104r.24	WITHIN_RECORD	12	11
RF1b	f104r	f104	7	7	f104r.24	f104r.25	WITHIN_RECORD	11	11
RF1b	f104r	f104	7	7	f104r.25	f104r.26	WITHIN_RECORD	11	4
RF1b	f104r	f104	8	8	f104r.27	f104r.28	WITHIN_RECORD	11	14
RF1b	f104r	f104	8	8	f104r.28	f104r.29	WITHIN_RECORD	14	8
RF1b	f104r	f104	9	9	f104r.30	f104r.31	WITHIN_RECORD	9	12
RF1b	f104r	f104	9	9	f104r.31	f104r.32	WITHIN_RECORD	12	11
RF1b	f104r	f104	9	9	f104r.32	f104r.33	WITHIN_RECORD	11	10
RF1b	f104r	f104	10	10	f104r.34	f104r.35	WITHIN_RECORD	11	8
RF1b	f104r	f104	11	11	f104r.36	f104r.37	WITHIN_RECORD	10	10
RF1b	f104r	f104	11	11	f104r.37	f104r.38	WITHIN_RECORD	10	5
RF1b	f104r	f104	12	12	f104r.39	f104r.40	WITHIN_RECORD	11	10
RF1b	f104r	f104	12	12	f104r.40	f104r.41	WITHIN_RECORD	10	10
RF1b	f104r	f104	12	12	f104r.41	f104r.42	WITHIN_RECORD	10	3
RF1b	f104r	f104	13	13	f104r.43	f104r.44	WITHIN_RECORD	11	10
RF1b	f104r	f104	13	13	f104r.44	f104r.45	WITHIN_RECORD	10	11
RF1b	f104v	f104	1	1	f104v.1	f104v.2	WITHIN_RECORD	13	12
RF1b	f104v	f104	1	1	f104v.2	f104v.3	WITHIN_RECORD	12	12
RF1b	f104v	f104	1	1	f104v.3	f104v.4	WITHIN_RECORD	12	11
RF1b	f104v	f104	1	1	f104v.4	f104v.5	WITHIN_RECORD	11	6
RF1b	f104v	f104	2	2	f104v.6	f104v.7	WITHIN_RECORD	13	13
RF1b	f104v	f104	3	3	f104v.8	f104v.9	WITHIN_RECORD	13	12
RF1b	f104v	f104	3	3	f104v.9	f104v.10	WITHIN_RECORD	12	11
RF1b	f104v	f104	3	3	f104v.10	f104v.11	WITHIN_RECORD	11	9
RF1b	f104v	f104	4	4	f104v.12	f104v.13	WITHIN_RECORD	13	11
RF1b	f104v	f104	4	4	f104v.13	f104v.14	WITHIN_RECORD	11	7
RF1b	f104v	f104	5	5	f104v.15	f104v.16	WITHIN_RECORD	11	12
RF1b	f104v	f104	5	5	f104v.16	f104v.17	WITHIN_RECORD	12	12
RF1b	f104v	f104	5	5	f104v.17	f104v.18	WITHIN_RECORD	12	8
RF1b	f104v	f104	6	6	f104v.19	f104v.20	WITHIN_RECORD	13	12
RF1b	f104v	f104	6	6	f104v.20	f104v.21	WITHIN_RECORD	12	6
RF1b	f104v	f104	7	7	f104v.22	f104v.23	WITHIN_RECORD	11	12
RF1b	f104v	f104	7	7	f104v.23	f104v.24	WITHIN_RECORD	12	13
RF1b	f104v	f104	7	7	f104v.24	f104v.25	WITHIN_RECORD	13	12
RF1b	f104v	f104	7	7	f104v.25	f104v.26	WITHIN_RECORD	12	5
RF1b	f104v	f104	8	8	f104v.27	f104v.28	WITHIN_RECORD	13	10
RF1b	f104v	f104	9	9	f104v.29	f104v.30	WITHIN_RECORD	13	13
RF1b	f104v	f104	9	9	f104v.30	f104v.31	WITHIN_RECORD	13	10
RF1b	f104v	f104	10	10	f104v.32	f104v.33	WITHIN_RECORD	15	15
RF1b	f104v	f104	10	10	f104v.33	f104v.34	WITHIN_RECORD	15	8
RF1b	f104v	f104	11	11	f104v.35	f104v.36	WITHIN_RECORD	10	6
RF1b	f104v	f104	12	12	f104v.37	f104v.38	WITHIN_RECORD	12	13
RF1b	f104v	f104	12	12	f104v.38	f104v.39	WITHIN_RECORD	13	17
RF1b	f104v	f104	12	12	f104v.39	f104v.40	WITHIN_RECORD	17	7
RF1b	f104v	f104	13	13	f104v.41	f104v.42	WITHIN_RECORD	9	11
RF1b	f104v	f104	13	13	f104v.42	f104v.43	WITHIN_RECORD	11	10
RF1b	f104v	f104	13	13	f104v.43	f104v.44	WITHIN_RECORD	10	8
RF1b	f105r	f105	1	1	f105r.1	f105r.2	WITHIN_RECORD	10	13
RF1b	f105r	f105	1	1	f105r.2	f105r.3	WITHIN_RECORD	13	12
RF1b	f105r	f105	1	1	f105r.3	f105r.4	WITHIN_RECORD	12	12
RF1b	f105r	f105	1	1	f105r.4	f105r.5	WITHIN_RECORD	12	9
RF1b	f105r	f105	2	2	f105r.6	f105r.7	WITHIN_RECORD	10	10
RF1b	f105r	f105	2	2	f105r.7	f105r.8	WITHIN_RECORD	10	11
RF1b	f105r	f105	2	2	f105r.8	f105r.9	WITHIN_RECORD	11	4
RF1b	f105r	f105	2	2	f105r.9	f105r.10	WITHIN_RECORD	4	4
RF1b	f105r	f105	3	3	f105r.11	f105r.12	WITHIN_RECORD	8	11
RF1b	f105r	f105	3	3	f105r.12	f105r.13	WITHIN_RECORD	11	10
RF1b	f105r	f105	4	4	f105r.14	f105r.15	WITHIN_RECORD	11	12
RF1b	f105r	f105	4	4	f105r.15	f105r.16	WITHIN_RECORD	12	7
RF1b	f105r	f105	5	5	f105r.17	f105r.18	WITHIN_RECORD	11	12
RF1b	f105r	f105	5	5	f105r.18	f105r.19	WITHIN_RECORD	12	11
RF1b	f105r	f105	5	5	f105r.19	f105r.20	WITHIN_RECORD	11	14
RF1b	f105r	f105	5	5	f105r.20	f105r.21	WITHIN_RECORD	14	11
RF1b	f105r	f105	5	5	f105r.21	f105r.22	WITHIN_RECORD	11	12
RF1b	f105r	f105	5	5	f105r.22	f105r.23	WITHIN_RECORD	12	4
RF1b	f105r	f105	6	6	f105r.24	f105r.25	WITHIN_RECORD	13	6
RF1b	f105r	f105	7	7	f105r.26	f105r.27	WITHIN_RECORD	13	7
RF1b	f105r	f105	8	8	f105r.28	f105r.29	WITHIN_RECORD	11	12
RF1b	f105r	f105	8	8	f105r.29	f105r.30	WITHIN_RECORD	12	12
RF1b	f105r	f105	9	9	f105r.31	f105r.32	WITHIN_RECORD	13	11
RF1b	f105r	f105	9	9	f105r.32	f105r.33	WITHIN_RECORD	11	11
RF1b	f105r	f105	9	9	f105r.33	f105r.34	WITHIN_RECORD	11	11
RF1b	f105r	f105	10	10	f105r.35	f105r.36	WITHIN_RECORD	12	11
RF1b	f105r	f105	10	10	f105r.36	f105r.37	WITHIN_RECORD	11	4
RF1b	f105v	f105	1	1	f105v.1	f105v.2	WITHIN_RECORD	9	12
RF1b	f105v	f105	1	1	f105v.2	f105v.3	WITHIN_RECORD	12	11
RF1b	f105v	f105	1	1	f105v.3	f105v.4	WITHIN_RECORD	11	8
RF1b	f105v	f105	2	2	f105v.5	f105v.6	WITHIN_RECORD	10	13
RF1b	f105v	f105	2	2	f105v.6	f105v.7	WITHIN_RECORD	13	7
RF1b	f105v	f105	3	3	f105v.8	f105v.9	WITHIN_RECORD	12	14
RF1b	f105v	f105	3	3	f105v.9	f105v.10	WITHIN_RECORD	14	16
RF1b	f105v	f105	3	3	f105v.10	f105v.11	WITHIN_RECORD	16	12
RF1b	f105v	f105	3	3	f105v.11	f105v.12	WITHIN_RECORD	12	12
RF1b	f105v	f105	3	3	f105v.12	f105v.13	WITHIN_RECORD	12	8
RF1b	f105v	f105	4	4	f105v.14	f105v.15	WITHIN_RECORD	10	12
RF1b	f105v	f105	4	4	f105v.15	f105v.16	WITHIN_RECORD	12	12
RF1b	f105v	f105	4	4	f105v.16	f105v.17	WITHIN_RECORD	12	8
RF1b	f105v	f105	5	5	f105v.18	f105v.19	WITHIN_RECORD	10	12
RF1b	f105v	f105	6	6	f105v.20	f105v.21	WITHIN_RECORD	12	11
RF1b	f105v	f105	6	6	f105v.21	f105v.22	WITHIN_RECORD	11	6
RF1b	f105v	f105	7	7	f105v.23	f105v.24	WITHIN_RECORD	10	8
RF1b	f105v	f105	8	8	f105v.25	f105v.26	WITHIN_RECORD	11	12
RF1b	f105v	f105	8	8	f105v.26	f105v.27	WITHIN_RECORD	12	10
RF1b	f105v	f105	8	8	f105v.27	f105v.28	WITHIN_RECORD	10	6
RF1b	f105v	f105	9	9	f105v.29	f105v.30	WITHIN_RECORD	9	12
RF1b	f105v	f105	9	9	f105v.30	f105v.31	WITHIN_RECORD	12	9
RF1b	f105v	f105	10	10	f105v.32	f105v.33	WITHIN_RECORD	11	13
RF1b	f105v	f105	10	10	f105v.33	f105v.34	WITHIN_RECORD	13	11
RF1b	f105v	f105	10	10	f105v.34	f105v.35	WITHIN_RECORD	11	12
RF1b	f105v	f105	10	10	f105v.35	f105v.36	WITHIN_RECORD	12	10
RF1b	f105v	f105	10	10	f105v.36	f105v.37	WITHIN_RECORD	10	12
RF1b	f105v	f105	10	10	f105v.37	f105v.38	WITHIN_RECORD	12	4
RF1b	f106r	f106	1	1	f106r.1	f106r.2	WITHIN_RECORD	11	12
RF1b	f106r	f106	1	1	f106r.2	f106r.3	WITHIN_RECORD	12	6
RF1b	f106r	f106	2	2	f106r.4	f106r.5	WITHIN_RECORD	10	13
RF1b	f106r	f106	2	2	f106r.5	f106r.6	WITHIN_RECORD	13	13
RF1b	f106r	f106	2	2	f106r.6	f106r.7	WITHIN_RECORD	13	7
RF1b	f106r	f106	3	3	f106r.8	f106r.9	WITHIN_RECORD	11	7
RF1b	f106r	f106	4	4	f106r.10	f106r.11	WITHIN_RECORD	9	12
RF1b	f106r	f106	4	4	f106r.11	f106r.12	WITHIN_RECORD	12	6
RF1b	f106r	f106	5	5	f106r.13	f106r.14	WITHIN_RECORD	10	8
RF1b	f106r	f106	6	6	f106r.15	f106r.16	WITHIN_RECORD	9	12
RF1b	f106r	f106	6	6	f106r.16	f106r.17	WITHIN_RECORD	12	7
RF1b	f106r	f106	7	7	f106r.18	f106r.19	WITHIN_RECORD	11	10
RF1b	f106r	f106	7	7	f106r.19	f106r.20	WITHIN_RECORD	10	10
RF1b	f106r	f106	7	7	f106r.20	f106r.21	WITHIN_RECORD	10	6
RF1b	f106r	f106	8	8	f106r.22	f106r.23	WITHIN_RECORD	10	10
RF1b	f106r	f106	9	9	f106r.24	f106r.25	WITHIN_RECORD	10	12
RF1b	f106r	f106	9	9	f106r.25	f106r.26	WITHIN_RECORD	12	2
RF1b	f106r	f106	11	11	f106r.32	f106r.33	WITHIN_RECORD	9	9
RF1b	f106r	f106	12	12	f106r.34	f106r.35	WITHIN_RECORD	11	5
RF1b	f106r	f106	13	13	f106r.36	f106r.37	WITHIN_RECORD	10	3
RF1b	f106r	f106	14	14	f106r.38	f106r.39	WITHIN_RECORD	9	11
RF1b	f106r	f106	14	14	f106r.39	f106r.40	WITHIN_RECORD	11	11
RF1b	f106r	f106	14	14	f106r.40	f106r.41	WITHIN_RECORD	11	5
RF1b	f106r	f106	15	15	f106r.42	f106r.43	WITHIN_RECORD	9	11
RF1b	f106r	f106	15	15	f106r.43	f106r.44	WITHIN_RECORD	11	10
RF1b	f106r	f106	15	15	f106r.44	f106r.45	WITHIN_RECORD	10	9
RF1b	f106r	f106	15	15	f106r.45	f106r.46	WITHIN_RECORD	9	9
RF1b	f106r	f106	15	15	f106r.46	f106r.47	WITHIN_RECORD	9	7
RF1b	f107v	f107	1	1	f107v.1	f107v.2	WITHIN_RECORD	11	13
RF1b	f107v	f107	1	1	f107v.2	f107v.3	WITHIN_RECORD	13	13
RF1b	f107v	f107	1	1	f107v.3	f107v.4	WITHIN_RECORD	13	7
RF1b	f107v	f107	2	2	f107v.5	f107v.6	WITHIN_RECORD	11	11
RF1b	f107v	f107	2	2	f107v.6	f107v.7	WITHIN_RECORD	11	4
RF1b	f107v	f107	3	3	f107v.8	f107v.9	WITHIN_RECORD	9	8
RF1b	f107v	f107	3	3	f107v.9	f107v.10	WITHIN_RECORD	8	7
RF1b	f107v	f107	4	4	f107v.11	f107v.12	WITHIN_RECORD	10	11
RF1b	f107v	f107	4	4	f107v.12	f107v.13	WITHIN_RECORD	11	10
RF1b	f107v	f107	4	4	f107v.13	f107v.14	WITHIN_RECORD	10	10
RF1b	f107v	f107	4	4	f107v.14	f107v.15	WITHIN_RECORD	10	9
RF1b	f107v	f107	5	5	f107v.16	f107v.17	WITHIN_RECORD	10	11
RF1b	f107v	f107	5	5	f107v.17	f107v.18	WITHIN_RECORD	11	10
RF1b	f107v	f107	5	5	f107v.18	f107v.19	WITHIN_RECORD	10	7
