locus	page	physical_folio	group_index	previous_dy_token	target_token	target_family	record_state	matching_figure_features	claim_state
f82v.35	f82v	f82	9	okeedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f82v.5	f82v	f82	4	qokeedy	qokedal	DAQJBAB	AL_STATE	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f82v.9	f82v	f82	4	dolshedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f82v.9	f82v	f82	9	oteedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f83r.21	f83r	f83	2	solkeedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f83r.21	f83r	f83	3	qokedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f83r.23	f83r	f83	2	tchedy	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f83r.23	f83r	f83	3	qotedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f83r.23	f83r	f83	5	shedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f83r.41	f83r	f83	3	lchedy	qolkain	DABQAF	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f83r.9	f83r	f83	3	checphedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f83v.15	f83v	f83	9	olkeedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f83v.19	f83v	f83	2	qolchedy	qolteedy	DABQKBA	DY_RESOLUTION	SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f83v.19	f83v	f83	4	qokeedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f83v.2	f83v	f83	3	shedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f83v.2	f83v	f83	5	shedy	qotedar	DAQJBAC	AR_REFERENCE	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f83v.2	f83v	f83	7	checthedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f83v.25	f83v	f83	8	shedy	qokaly	DAQABA	AL_STATE	RESIDUAL_HOST:H3:kal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f83v.4	f83v	f83	5	doldy	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f83v.4	f83v	f83	7	qokeedy	qokedar	DAQJBAC	AR_REFERENCE	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f83v.7	f83v	f83	10	qokeedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f84v.12	f84v	f84	5	shedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f84v.13	f84v	f84	6	chckhedy	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f84v.13	f84v	f84	7	qotedy	dokedy	BAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f84v.14	f84v	f84	6	otedy	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f84v.14	f84v	f84	7	okedy	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f84v.14	f84v	f84	8	okedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f84v.18	f84v	f84	3	qokeedy	ykedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f84v.22	f84v	f84	7	kchdy	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f84v.27	f84v	f84	4	shedy	qolkeedy	DABQKBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f84v.27	f84v	f84	6	olchedy	olkal	ABQAB	AL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f84v.28	f84v	f84	3	shedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f84v.3	f84v	f84	3	shedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f84v.3	f84v	f84	4	otedy	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f84v.3	f84v	f84	5	qotedy	otedar	AQJBAC	AR_REFERENCE	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f84v.32	f84v	f84	6	yfchedy	tedy	QJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f84v.38	f84v	f84	3	qokeedy	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f84v.6	f84v	f84	3	qoeedy	olkeey	ABQKA	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f84v.8	f84v	f84	2	qokedy	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f85r1.22	f85r1	f85	6	ychedy	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f85r1.27	f85r1	f85	5	okedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f85r1.3	f85r1	f85	8	qokchdy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f85r1.5	f85r1	f85	8	olshedy	kedy	QJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f85r1.5	f85r1	f85	9	kedy	tedy	QJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f85r1.7	f85r1	f85	6	sheedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f85r2.13	f85r2	f85	3	shedy	tedy	QJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f85r2.9	f85r2	f85	4	tchedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f86v3.31	f86v3	f86	5	otchedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f86v3.31	f86v3	f86	7	oeedy	lkam	BQAB	OTHER	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f86v5.36	f86v5	f86	5	ytody	olkey	ABQJA	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f86v6.27	f86v6	f86	10	qotedy	olkeey	ABQKA	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f86v6.38	f86v6	f86	9	qoedy	lkaiin	BQAG	OTHER	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f95r1.9	f95r1	f95	8	ykoldy	olkeedy	ABQKBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f95v1.4	f95v1	f95	2	tchedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
