page_host_submotif	external_axis	feature_support_loci	positive_with_feature	negative_with_feature	positive_without_feature	within_folio_effect	local_permutation_p	max_search_p	positive_effect_folios	informative_folios	folio_contributions	leave_one_folio_effects	label	semantic_role	obvious_confounds
hy$	WATER_OR_APPARATUS	35	3	32	44	-0.875	1	1	1	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:-0.375000;f83:-0.500000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.875000;f102:-0.875000;f57:-0.875000;f65:-0.875000;f67:-0.875000;f68:-0.875000;f69:-0.875000;f70:-0.875000;f71:-0.875000;f72:-0.875000;f73:-0.875000;f75:-0.875000;f76:-0.875000;f77:-0.875000;f78:-0.875000;f80:-0.875000;f82:-0.500000;f83:-0.375000;f88:-0.875000;f89:-0.875000;f99:-0.875000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
hy$	PLANT	35	8	27	134	-0.881219825372	0.851829634073	1	5	7	f100:0.000000;f102:0.166667;f57:0.000000;f65:0.000000;f67:-0.080000;f68:-0.118644;f69:0.363636;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.227273;f89:-1.515152;f99:0.075000	f100:-0.881220;f102:-1.047886;f57:-0.881220;f65:-0.881220;f67:-0.801220;f68:-0.762576;f69:-1.244856;f70:-0.881220;f71:-0.881220;f72:-0.881220;f73:-0.881220;f75:-0.881220;f76:-0.881220;f77:-0.881220;f78:-0.881220;f80:-0.881220;f82:-0.881220;f83:-0.881220;f88:-1.108493;f89:0.633932;f99:-0.956220	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ko$	STAR_OR_SKY	7	3	4	297	-0.881685144124	0.901419716057	1	2	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.360000;f68:0.000000;f69:-1.363636;f70:0.121951;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.881685;f102:-0.881685;f57:-0.881685;f65:-0.881685;f67:-1.241685;f68:-0.881685;f69:0.481951;f70:-1.003636;f71:-0.881685;f72:-0.881685;f73:-0.881685;f75:-0.881685;f76:-0.881685;f77:-0.881685;f78:-0.881685;f80:-0.881685;f82:-0.881685;f83:-0.881685;f88:-0.881685;f89:-0.881685;f99:-0.881685	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
oly	STAR_OR_SKY	15	8	7	292	-0.904017437709	0.95200959808	1	3	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.033898;f69:-1.181818;f70:0.243902;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.904017;f102:-0.904017;f57:-0.904017;f65:-0.904017;f67:-0.904017;f68:-0.937916;f69:0.277801;f70:-1.147920;f71:-0.904017;f72:-0.904017;f73:-0.904017;f75:-0.904017;f76:-0.904017;f77:-0.904017;f78:-0.904017;f80:-0.904017;f82:-0.904017;f83:-0.904017;f88:-0.904017;f89:-0.904017;f99:-0.904017	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
air	STAR_OR_SKY	7	4	3	296	-0.92	0.960807838432	1	1	1	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.920000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.920000;f102:-0.920000;f57:-0.920000;f65:-0.920000;f67:-0.000000;f68:-0.920000;f69:-0.920000;f70:-0.920000;f71:-0.920000;f72:-0.920000;f73:-0.920000;f75:-0.920000;f76:-0.920000;f77:-0.920000;f78:-0.920000;f80:-0.920000;f82:-0.920000;f83:-0.920000;f88:-0.920000;f89:-0.920000;f99:-0.920000	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
tal	REL_PROXIMITY	19	5	14	270	-0.974057649667	0.93901219756	1	4	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-1.219512;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.045455;f89:0.000000;f99:0.200000	f100:-0.974058;f102:-0.974058;f57:-0.974058;f65:-0.974058;f67:-0.974058;f68:-0.974058;f69:-0.974058;f70:0.245455;f71:-0.974058;f72:-0.974058;f73:-0.974058;f75:-0.974058;f76:-0.974058;f77:-0.974058;f78:-0.974058;f80:-0.974058;f82:-0.974058;f83:-0.974058;f88:-1.019512;f89:-0.974058;f99:-1.174058	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
kar	REL_PROXIMITY	7	3	4	272	-0.977235772358	0.989202159568	1	2	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.243902;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:-0.833333;f88:0.000000;f89:0.000000;f99:0.100000	f100:-0.977236;f102:-0.977236;f57:-0.977236;f65:-0.977236;f67:-0.977236;f68:-0.977236;f69:-0.977236;f70:-0.733333;f71:-0.977236;f72:-0.977236;f73:-0.977236;f75:-0.977236;f76:-0.977236;f77:-0.977236;f78:-0.977236;f80:-0.977236;f82:-0.977236;f83:-0.143902;f88:-0.977236;f89:-0.977236;f99:-1.077236	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
chy	STAR_OR_SKY	18	7	11	293	-0.984140704273	0.908818236353	1	1	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.135593;f69:-0.363636;f70:-0.756098;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.984141;f102:-0.984141;f57:-0.984141;f65:-0.984141;f67:-0.984141;f68:-1.119734;f69:-0.620504;f70:-0.228043;f71:-0.984141;f72:-0.984141;f73:-0.984141;f75:-0.984141;f76:-0.984141;f77:-0.984141;f78:-0.984141;f80:-0.984141;f82:-0.984141;f83:-0.984141;f88:-0.984141;f89:-0.984141;f99:-0.984141	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^a$	STAR_OR_SKY	8	4	4	296	-0.987006651885	0.9550089982	1	1	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.360000;f68:0.000000;f69:-0.590909;f70:-0.756098;f71:-0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.987007;f102:-0.987007;f57:-0.987007;f65:-0.987007;f67:-1.347007;f68:-0.987007;f69:-0.396098;f70:-0.230909;f71:-0.987007;f72:-0.987007;f73:-0.987007;f75:-0.987007;f76:-0.987007;f77:-0.987007;f78:-0.987007;f80:-0.987007;f82:-0.987007;f83:-0.987007;f88:-0.987007;f89:-0.987007;f99:-0.987007	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
kch	REL_EXPLICIT_ATTACHMENT	15	5	10	97	-0.989929561963	0.892821435713	1	1	5	f100:-0.545455;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.084746;f69:-0.113636;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:-0.142857;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:-0.272727;f99:0.000000	f100:-0.444475;f102:-0.989930;f57:-0.989930;f65:-0.989930;f67:-0.989930;f68:-1.074675;f69:-0.876293;f70:-0.989930;f71:-0.989930;f72:-0.989930;f73:-0.989930;f75:-0.989930;f76:-0.989930;f77:-0.847072;f78:-0.989930;f80:-0.989930;f82:-0.989930;f83:-0.989930;f88:-0.989930;f89:-0.717202;f99:-0.989930	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ala	STAR_OR_SKY	10	6	4	294	-1.00219925589	0.958608278344	1	4	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-1.280000;f68:0.033898;f69:0.000000;f70:0.243902;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.002199;f102:-1.002199;f57:-1.002199;f65:-1.002199;f67:0.277801;f68:-1.036098;f69:-1.002199;f70:-1.246102;f71:-1.002199;f72:-1.002199;f73:-1.002199;f75:-1.002199;f76:-1.002199;f77:-1.002199;f78:-1.002199;f80:-1.002199;f82:-1.002199;f83:-1.002199;f88:-1.002199;f89:-1.002199;f99:-1.002199	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^yt	PLANT	25	3	22	139	-1.01298921418	0.96100779844	1	1	4	f100:-0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.280000;f68:-0.033898;f69:-0.409091;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:-0.850000	f100:-1.012989;f102:-1.012989;f57:-1.012989;f65:-1.012989;f67:-1.292989;f68:-0.979091;f69:-0.603898;f70:-1.012989;f71:-1.012989;f72:-1.012989;f73:-1.012989;f75:-1.012989;f76:-1.012989;f77:-1.012989;f78:-1.012989;f80:-1.012989;f82:-1.012989;f83:-1.012989;f88:-1.012989;f89:-1.012989;f99:-0.162989	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
olo	FIGURE	10	5	5	230	-1.0250261324	0.961407718456	1	5	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.756098;f71:0.000000;f72:0.000000;f73:0.000000;f75:-0.760000;f76:0.000000;f77:0.428571;f78:0.000000;f80:0.000000;f82:0.062500;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.025026;f102:-1.025026;f57:-1.025026;f65:-1.025026;f67:-1.025026;f68:-1.025026;f69:-1.025026;f70:-0.268929;f71:-1.025026;f72:-1.025026;f73:-1.025026;f75:-0.265026;f76:-1.025026;f77:-1.453598;f78:-1.025026;f80:-1.025026;f82:-1.087526;f83:-1.025026;f88:-1.025026;f89:-1.025026;f99:-1.025026	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
eo$	STAR_OR_SKY	27	20	7	280	-1.03180427675	0.838832233553	1	3	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.080000;f68:0.067797;f69:-0.545455;f70:-0.634146;f71:0.000000;f72:-0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.031804;f102:-1.031804;f57:-1.031804;f65:-1.031804;f67:-1.111804;f68:-1.099601;f69:-0.486350;f70:-0.397658;f71:-1.031804;f72:-1.031804;f73:-1.031804;f75:-1.031804;f76:-1.031804;f77:-1.031804;f78:-1.031804;f80:-1.031804;f82:-1.031804;f83:-1.031804;f88:-1.031804;f89:-1.031804;f99:-1.031804	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ey$	FIGURE	35	14	21	221	-1.03219512195	0.958408318336	1	2	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.487805;f71:0.000000;f72:0.000000;f73:-0.000000;f75:-1.520000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.032195;f102:-1.032195;f57:-1.032195;f65:-1.032195;f67:-1.032195;f68:-1.032195;f69:-1.032195;f70:-1.520000;f71:-1.032195;f72:-1.032195;f73:-1.032195;f75:0.487805;f76:-1.032195;f77:-1.032195;f78:-1.032195;f80:-1.032195;f82:-1.032195;f83:-1.032195;f88:-1.032195;f89:-1.032195;f99:-1.032195	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
oky	STAR_OR_SKY	13	6	7	294	-1.03246119734	0.959208158368	1	2	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.640000;f68:0.000000;f69:-0.590909;f70:0.243902;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.045455;f89:0.000000;f99:0.000000	f100:-1.032461;f102:-1.032461;f57:-1.032461;f65:-1.032461;f67:-0.392461;f68:-1.032461;f69:-0.441552;f70:-1.276364;f71:-1.032461;f72:-1.032461;f73:-1.032461;f75:-1.032461;f76:-1.032461;f77:-1.032461;f78:-1.032461;f80:-1.032461;f82:-1.032461;f83:-1.032461;f88:-0.987007;f89:-1.032461;f99:-1.032461	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^ch	REL_PROXIMITY	18	9	9	266	-1.07291217257	0.849030193961	1	4	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.280000;f68:-0.847458;f69:-0.045455;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.100000	f100:-1.072912;f102:-1.072912;f57:-1.072912;f65:-1.072912;f67:-0.792912;f68:-0.225455;f69:-1.027458;f70:-1.072912;f71:-1.072912;f72:-1.072912;f73:-1.072912;f75:-1.072912;f76:-1.072912;f77:-1.072912;f78:-1.072912;f80:-1.072912;f82:-1.072912;f83:-1.072912;f88:-1.072912;f89:-1.072912;f99:-1.172912	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^y$	REL_PROXIMITY	15	6	9	269	-1.09617573002	0.851629674065	1	3	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.440000;f68:-0.813559;f69:-0.090909;f70:-0.731707;f71:0.000000;f72:0.000000;f73:0.000000;f75:-0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.100000	f100:-1.096176;f102:-1.096176;f57:-1.096176;f65:-1.096176;f67:-1.536176;f68:-0.282616;f69:-1.005267;f70:-0.364468;f71:-1.096176;f72:-1.096176;f73:-1.096176;f75:-1.096176;f76:-1.096176;f77:-1.096176;f78:-1.096176;f80:-1.096176;f82:-1.096176;f83:-1.096176;f88:-1.096176;f89:-1.096176;f99:-1.196176	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
oko	REL_PROXIMITY	23	13	10	262	-1.13761383993	0.822635472905	1	4	6	f100:0.000000;f102:0.166667;f57:0.000000;f65:0.000000;f67:0.000000;f68:-0.627119;f69:-0.136364;f70:-0.731707;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.090909;f89:0.000000;f99:0.100000	f100:-1.137614;f102:-1.304281;f57:-1.137614;f65:-1.137614;f67:-1.137614;f68:-0.510495;f69:-1.001250;f70:-0.405907;f71:-1.137614;f72:-1.137614;f73:-1.137614;f75:-1.137614;f76:-1.137614;f77:-1.137614;f78:-1.137614;f80:-1.137614;f82:-1.137614;f83:-1.137614;f88:-1.228523;f89:-1.137614;f99:-1.237614	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ho$	STAR_OR_SKY	6	3	3	297	-1.14791987673	0.9950009998	1	3	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.033898;f69:-1.181818;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.147920;f102:-1.147920;f57:-1.147920;f65:-1.147920;f67:-1.147920;f68:-1.181818;f69:0.033898;f70:-1.147920;f71:-1.147920;f72:-1.147920;f73:-1.147920;f75:-1.147920;f76:-1.147920;f77:-1.147920;f78:-1.147920;f80:-1.147920;f82:-1.147920;f83:-1.147920;f88:-1.147920;f89:-1.147920;f99:-1.147920	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
hee	STAR_OR_SKY	5	3	2	297	-1.16311248074	0.9900019996	1	1	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.360000;f68:-0.932203;f69:-0.590909;f70:0.000000;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.163112;f102:-1.163112;f57:-1.163112;f65:-1.163112;f67:-1.523112;f68:-0.230909;f69:-0.572203;f70:-1.163112;f71:-1.163112;f72:-1.163112;f73:-1.163112;f75:-1.163112;f76:-1.163112;f77:-1.163112;f78:-1.163112;f80:-1.163112;f82:-1.163112;f83:-1.163112;f88:-1.163112;f89:-1.163112;f99:-1.163112	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ls$	REL_PROXIMITY	8	3	5	272	-1.16558265583	0.982603479304	1	3	4	f100:0.000000;f102:-0.944444;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.487805;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.166667;f88:0.000000;f89:0.000000;f99:0.100000	f100:-1.165583;f102:-0.221138;f57:-1.165583;f65:-1.165583;f67:-1.165583;f68:-1.165583;f69:-1.165583;f70:-0.677778;f71:-1.165583;f72:-1.165583;f73:-1.165583;f75:-1.165583;f76:-1.165583;f77:-1.165583;f78:-1.165583;f80:-1.165583;f82:-1.165583;f83:-1.332249;f88:-1.165583;f89:-1.165583;f99:-1.265583	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
eo$	REL_ENCLOSURE	27	3	24	59	-1.16673536125	0.835832833433	1	2	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.340000;f68:-0.677966;f69:0.000000;f70:0.634146;f71:0.000000;f72:-0.521739;f73:-0.941176;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.166735;f102:-1.166735;f57:-1.166735;f65:-1.166735;f67:-1.506735;f68:-0.488769;f69:-1.166735;f70:-1.800882;f71:-1.166735;f72:-0.644996;f73:-0.225559;f75:-1.166735;f76:-1.166735;f77:-1.166735;f78:-1.166735;f80:-1.166735;f82:-1.166735;f83:-1.166735;f88:-1.166735;f89:-1.166735;f99:-1.166735	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^e$	FIGURE	9	4	5	231	-1.17178571429	0.947410517896	1	2	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:-0.000000;f75:-1.520000;f76:0.000000;f77:0.285714;f78:0.000000;f80:0.000000;f82:0.062500;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.171786;f102:-1.171786;f57:-1.171786;f65:-1.171786;f67:-1.171786;f68:-1.171786;f69:-1.171786;f70:-1.171786;f71:-1.171786;f72:-1.171786;f73:-1.171786;f75:0.348214;f76:-1.171786;f77:-1.457500;f78:-1.171786;f80:-1.171786;f82:-1.234286;f83:-1.171786;f88:-1.171786;f89:-1.171786;f99:-1.171786	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
che	STAR_OR_SKY	23	16	7	284	-1.17762862189	0.921615676865	1	1	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.720000;f68:-0.627119;f69:-0.590909;f70:-0.634146;f71:0.000000;f72:-0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.045455;f89:0.000000;f99:0.000000	f100:-1.177629;f102:-1.177629;f57:-1.177629;f65:-1.177629;f67:-1.897629;f68:-0.550510;f69:-0.586720;f70:-0.543482;f71:-1.177629;f72:-1.177629;f73:-1.177629;f75:-1.177629;f76:-1.177629;f77:-1.177629;f78:-1.177629;f80:-1.177629;f82:-1.177629;f83:-1.177629;f88:-1.132174;f89:-1.177629;f99:-1.177629	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
oke	FIGURE	42	21	21	214	-1.20969512195	0.978204359128	1	2	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.512195;f71:-0.000000;f72:0.000000;f73:-0.000000;f75:-0.760000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.062500;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.209695;f102:-1.209695;f57:-1.209695;f65:-1.209695;f67:-1.209695;f68:-1.209695;f69:-1.209695;f70:-0.697500;f71:-1.209695;f72:-1.209695;f73:-1.209695;f75:-0.449695;f76:-1.209695;f77:-1.209695;f78:-1.209695;f80:-1.209695;f82:-1.272195;f83:-1.209695;f88:-1.209695;f89:-1.209695;f99:-1.209695	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
od$	STAR_OR_SKY	17	10	7	290	-1.21583975347	0.913017396521	1	2	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.920000;f68:0.067797;f69:-0.363636;f70:0.000000;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.215840;f102:-1.215840;f57:-1.215840;f65:-1.215840;f67:-0.295840;f68:-1.283636;f69:-0.852203;f70:-1.215840;f71:-1.215840;f72:-1.215840;f73:-1.215840;f75:-1.215840;f76:-1.215840;f77:-1.215840;f78:-1.215840;f80:-1.215840;f82:-1.215840;f83:-1.215840;f88:-1.215840;f89:-1.215840;f99:-1.215840	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ara	STAR_OR_SKY	13	7	6	293	-1.21790597166	0.97800439912	1	2	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.640000;f68:-0.898305;f69:0.000000;f70:0.365854;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.045455;f89:0.000000;f99:0.000000	f100:-1.217906;f102:-1.217906;f57:-1.217906;f65:-1.217906;f67:-0.577906;f68:-0.319601;f69:-1.217906;f70:-1.583760;f71:-1.217906;f72:-1.217906;f73:-1.217906;f75:-1.217906;f76:-1.217906;f77:-1.217906;f78:-1.217906;f80:-1.217906;f82:-1.217906;f83:-1.217906;f88:-1.172451;f89:-1.217906;f99:-1.217906	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^ee	STAR_OR_SKY	11	7	4	293	-1.24610169492	0.99600079984	1	2	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-1.280000;f68:0.033898;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.246102;f102:-1.246102;f57:-1.246102;f65:-1.246102;f67:0.033898;f68:-1.280000;f69:-1.246102;f70:-1.246102;f71:-1.246102;f72:-1.246102;f73:-1.246102;f75:-1.246102;f76:-1.246102;f77:-1.246102;f78:-1.246102;f80:-1.246102;f82:-1.246102;f83:-1.246102;f88:-1.246102;f89:-1.246102;f99:-1.246102	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
