page_host	event_count	physical_folio_count	opener_like_count	operation_like_count	ingredient_like_count	tool_like_count	closer_like_count	dominant_role_like	dominant_purity	role_entropy_bits	instruction_clause_like_count	short_argument_like_count	record_closer_like_count	unresolved_edge_class_count	dominant_abstract_role_like	dominant_abstract_purity	atlas_state
psheodalo	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
psho	1	1	1	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	1	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pshod	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
pychd	1	1	1	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	1	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
r	2	2	0	0	1	0	1	CLOSER	0.500000000	1.000000000	0	1	1	0	RECORD_CLOSER_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
ra	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
raiir	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ralo	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
rar	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
rara	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
rary	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
rche	2	1	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
rched	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
rcheey	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ro	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
rod	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
rodee	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
roees	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
rosy	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ry	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
s	3	3	0	2	0	0	1	OPERATION	0.666666667	0.918295834	2	0	1	0	INSTRUCTION_CLAUSE_LIKE	0.666666667	DESCRIPTIVE_LOW_CAPACITY
sechey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
sh	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
shdol	1	1	1	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	1	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
she	10	6	0	1	9	0	0	INGREDIENT	0.900000000	0.468995594	1	9	0	0	SHORT_ARGUMENT_LIKE	0.900000000	CROSS_FOLIO_REPEATED
shed	3	2	1	1	1	0	0	OPERATION	0.333333333	1.584962501	1	1	0	1	INSTRUCTION_CLAUSE_LIKE	0.333333333	DESCRIPTIVE_LOW_CAPACITY
shee	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
shees	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
sheey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
sheo	3	2	0	2	1	0	0	OPERATION	0.666666667	0.918295834	2	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.666666667	DESCRIPTIVE_LOW_CAPACITY
sheod	2	2	0	2	0	0	0	OPERATION	1.000000000	-0.000000000	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
sheodl	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
sheol	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
sheoy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
shes	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
shey	2	1	0	2	0	0	0	OPERATION	1.000000000	-0.000000000	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
sho	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
shod	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
t	2	2	0	2	0	0	0	OPERATION	1.000000000	-0.000000000	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
teey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
y	49	8	0	34	10	0	5	OPERATION	0.693877551	1.169757640	34	10	5	0	INSTRUCTION_CLAUSE_LIKE	0.693877551	CROSS_FOLIO_REPEATED
yaiir	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
yche	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
yched	5	4	0	3	1	0	1	OPERATION	0.600000000	1.370950594	3	1	1	0	INSTRUCTION_CLAUSE_LIKE	0.600000000	CROSS_FOLIO_REPEATED
ychee	3	3	0	0	3	0	0	INGREDIENT	1.000000000	-0.000000000	0	3	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ycheechy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ycheeckhy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ycheed	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ycheeo	3	3	0	2	0	0	1	OPERATION	0.666666667	0.918295834	2	0	1	0	INSTRUCTION_CLAUSE_LIKE	0.666666667	DESCRIPTIVE_LOW_CAPACITY
ycheeod	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ycheeol	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ycheeoy	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ychees	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ycheey	4	3	0	4	0	0	0	OPERATION	1.000000000	-0.000000000	4	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ycheo	7	4	0	4	2	0	1	OPERATION	0.571428571	1.378783493	4	2	1	0	INSTRUCTION_CLAUSE_LIKE	0.571428571	CROSS_FOLIO_REPEATED
ycheochy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ycheod	2	2	0	1	1	0	0	OPERATION	0.500000000	1.000000000	1	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
ycheol	4	3	0	3	1	0	0	OPERATION	0.750000000	0.811278124	3	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.750000000	DESCRIPTIVE_LOW_CAPACITY
ycheool	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ycheos	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
yches	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ychol	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ychor	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ychtaiir	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
yd	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
yh	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
yk	5	4	0	3	2	0	0	OPERATION	0.600000000	0.970950594	3	2	0	0	INSTRUCTION_CLAUSE_LIKE	0.600000000	CROSS_FOLIO_REPEATED
ykch	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ykche	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ykcheod	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ykcheor	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ykcheshd	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ykee	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ykeedan	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ykeeey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ykeeo	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ykeeocho	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ykeeodey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ykeeol	2	1	0	2	0	0	0	OPERATION	1.000000000	-0.000000000	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ykeeor	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ykeeos	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ykees	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ykeeshe	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ykeey	2	2	0	2	0	0	0	OPERATION	1.000000000	-0.000000000	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ykeoeshy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ykhy	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
yl	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
yochor	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
yp	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ypche	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ypched	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
yshe	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
yshee	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ysheed	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ysheeo	3	3	0	1	2	0	0	INGREDIENT	0.666666667	0.918295834	1	2	0	0	SHORT_ARGUMENT_LIKE	0.666666667	DESCRIPTIVE_LOW_CAPACITY
ysheey	2	2	0	2	0	0	0	OPERATION	1.000000000	-0.000000000	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ysheod	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ysheok	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ysheor	2	2	0	1	0	0	1	CLOSER	0.500000000	1.000000000	1	0	1	0	RECORD_CLOSER_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
yshey	4	4	0	3	0	0	1	OPERATION	0.750000000	0.811278124	3	0	1	0	INSTRUCTION_CLAUSE_LIKE	0.750000000	DESCRIPTIVE_LOW_CAPACITY
yshoiin	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
yshor	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
yt	5	5	0	2	1	0	2	OPERATION	0.400000000	1.521928095	2	1	2	0	INSTRUCTION_CLAUSE_LIKE	0.400000000	CROSS_FOLIO_REPEATED
yta	2	1	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ytch	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ytche	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ytedshe	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ytee	4	3	0	0	4	0	0	INGREDIENT	1.000000000	-0.000000000	0	4	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
yteeed	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
yteeeo	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
yteeey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
yteey	2	1	0	1	1	0	0	OPERATION	0.500000000	1.000000000	1	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
yteo	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ytohe	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
