locus	page	physical_folio	register	hand	group_count	length_bucket	paragraph_start	opening_token	opening_member	closing_token	closing_member	q2_open	b3_close
f80v.44	f80v	f80	OB	2	2	2	0	qokal	D1	orol	B2	0	0
f80v.6	f80v	f80	OB	2	9	9	0	tcheol	Q2	chedy	A2	1	0
f80v.7	f80v	f80	OB	2	8	8	1	polshol	P1	stolpchy	A2	0	0
f81r.10	f81r	f81	OB	2	6	6	0	chol	K1	ly	A2	0	0
f81r.12	f81r	f81	OB	2	6	6	0	ychedy	A2	loly	A2	0	0
f81r.15	f81r	f81	OB	2	5	5	0	sain	C2	otedy	A2	0	0
f81r.20	f81r	f81	OB	2	7	7	0	qopchedy	D1	daly	A2	0	0
f81r.21	f81r	f81	OB	2	7	7	0	dshedy	B1	lol	B2	0	0
f81r.22	f81r	f81	OB	2	9	9	0	qotal	D1	oly	A2	0	0
f81r.28	f81r	f81	OB	2	7	7	0	qokesdy	D1	lchl	B2	0	0
f81r.31	f81r	f81	OB	2	11	10PLUS	0	sol	C2	oraiiin	H1	0	0
f81r.4	f81r	f81	OB	2	7	7	0	dchedy	B1	al	B2	0	0
f81r.6	f81r	f81	OB	2	7	7	0	sar	C2	ol	B2	0	0
f81r.8	f81r	f81	OB	2	6	6	0	pchedy	P1	oly	A2	0	0
f81r.9	f81r	f81	OB	2	4	4	0	qoteesy	D1	chcphey	A2	0	0
f81v.17	f81v	f81	OB	2	9	9	0	sshkchdy	C2	ral	B2	0	0
f81v.18	f81v	f81	OB	2	10	10PLUS	0	qokchdy	D1	qoky	A2	0	0
f81v.2	f81v	f81	OB	2	12	10PLUS	0	qokedy	D1	dl	B2	0	0
f81v.21	f81v	f81	OB	2	9	9	0	lsho	B2	otar	C1	0	0
f81v.24	f81v	f81	OB	2	10	10PLUS	0	ytey	A2	ly	A2	0	0
f81v.27	f81v	f81	OB	2	7	7	0	dsheol	B1	chal	B2	0	0
f81v.7	f81v	f81	OB	2	9	9	0	olor	A1	qol	B2	0	0
f82r.19	f82r	f82	OB	2	5	5	0	okain	A1	lchy	A2	0	0
f82r.2	f82r	f82	OB	2	8	8	0	dchedy	B1	lched	B1	0	0
f82r.23	f82r	f82	OB	2	9	9	0	cheey	K1	lar	C1	0	0
f82r.26	f82r	f82	OB	2	9	9	0	tshey	Q2	okey	A2	1	0
f82r.27	f82r	f82	OB	2	8	8	0	pchedy	P1	lochedy	A2	0	0
f82r.3	f82r	f82	OB	2	6	6	0	qokeey	D1	qokaiin	G1	0	0
f82r.4	f82r	f82	OB	2	8	8	0	qokaiin	D1	qoky	A2	0	0
f82r.7	f82r	f82	OB	2	9	9	0	dshedy	B1	cheey	A2	0	0
f82v.13	f82v	f82	OB	2	8	8	0	tchedy	Q2	qokoldy	A2	1	0
f82v.18	f82v	f82	OB	2	10	10PLUS	0	ykeedy	A2	oky	A2	0	0
f82v.25	f82v	f82	OB	2	8	8	0	qok	D1	qokal	B2	0	0
f82v.27	f82v	f82	OB	2	6	6	0	qokain	D1	shedy	A2	0	0
f82v.28	f82v	f82	OB	2	8	8	1	tchal	Q2	otshedy	A2	1	0
f82v.29	f82v	f82	OB	2	8	8	0	daiin	B1	qotar	C1	0	0
f82v.34	f82v	f82	OB	2	9	9	0	yckhey	A2	olkain	F1	0	0
f82v.35	f82v	f82	OB	2	10	10PLUS	0	cthor	U2	dym	B3	0	1
f82v.38	f82v	f82	OB	2	4	4	0	pcheol	P1	sholdy	A2	0	0
f82v.5	f82v	f82	OB	2	9	9	1	tokol	Q2	olshedy	A2	1	0
f82v.8	f82v	f82	OB	2	10	10PLUS	0	qokain	D1	lchy	A2	0	0
f82v.9	f82v	f82	OB	2	9	9	0	solshedy	C2	qokedy	A2	0	0
f83r.11	f83r	f83	OB	2	10	10PLUS	0	sor	C2	lo	A1	0	0
f83r.14	f83r	f83	OB	2	10	10PLUS	0	qokchedy	D1	sy	A2	0	0
f83r.15	f83r	f83	OB	2	9	9	0	saiin	C2	lchedy	A2	0	0
f83r.16	f83r	f83	OB	2	8	8	0	tchedy	Q2	chealror	C1	1	0
f83r.20	f83r	f83	OB	2	9	9	0	solkeedy	C2	saiin	G1	0	0
f83r.22	f83r	f83	OB	2	9	9	0	schedair	C2	ldy	A2	0	0
f83r.24	f83r	f83	OB	2	6	6	0	soiiin	C2	shedy	A2	0	0
f83r.25	f83r	f83	OB	2	6	6	1	qokeedy	D1	otal	B2	0	0
f83r.26	f83r	f83	OB	2	6	6	0	otchey	A1	qokylddy	A2	0	0
f83r.27	f83r	f83	OB	2	5	5	0	dain	B1	shckhedy	A2	0	0
f83r.28	f83r	f83	OB	2	6	6	0	saiin	C2	oldy	A2	0	0
f83r.3	f83r	f83	OB	2	10	10PLUS	0	olkeedy	A1	dar	C1	0	0
f83r.35	f83r	f83	OB	2	5	5	0	saiin	C2	chdy	A2	0	0
f83r.37	f83r	f83	OB	2	5	5	0	sol	C2	shedy	A2	0	0
f83r.38	f83r	f83	OB	2	4	4	0	or	A1	dairydy	A2	0	0
f83r.39	f83r	f83	OB	2	4	4	0	qokain	D1	chckhal	B2	0	0
f83r.41	f83r	f83	OB	2	4	4	0	solkey	C2	dal	B2	0	0
f83r.44	f83r	f83	OB	2	2	2	0	skar	C2	shedy	A2	0	0
f83r.47	f83r	f83	OB	2	3	3	1	otchdy	A1	shedal	B2	0	0
f83r.48	f83r	f83	OB	2	5	5	0	dal	B1	aiin	G1	0	0
f83r.49	f83r	f83	OB	2	3	3	0	sol	C2	chedy	A2	0	0
f83r.52	f83r	f83	OB	2	4	4	1	solkeey	C2	ol	B2	0	0
f83r.54	f83r	f83	OB	2	5	5	0	daiin	B1	ldalor	C1	0	0
f83r.6	f83r	f83	OB	2	9	9	0	schedy	C2	qoky	A2	0	0
f83r.8	f83r	f83	OB	2	6	6	0	pchedal	P1	chary	A2	0	0
f83v.16	f83v	f83	OB	2	10	10PLUS	0	daiin	B1	al	B2	0	0
f83v.19	f83v	f83	OB	2	9	9	0	qolchedy	D1	checkhdy	A2	0	0
f83v.2	f83v	f83	OB	2	10	10PLUS	0	dol	B1	dar	C1	0	0
f83v.20	f83v	f83	OB	2	8	8	0	tocthey	Q2	cheal	B2	1	0
f83v.22	f83v	f83	OB	2	7	7	0	char	K1	ols	C2	0	0
f83v.23	f83v	f83	OB	2	7	7	0	qol	D1	lchey	A2	0	0
f83v.25	f83v	f83	OB	2	8	8	0	y	A2	qokaly	A2	0	0
f83v.27	f83v	f83	OB	2	6	6	0	dsheol	B1	lols	C2	0	0
f83v.29	f83v	f83	OB	2	7	7	0	ol	A1	dalshdy	A2	0	0
f83v.3	f83v	f83	OB	2	10	10PLUS	0	qotain	D1	oteey	A2	0	0
f83v.30	f83v	f83	OB	2	6	6	0	qokaiin	D1	qotals	C2	0	0
f83v.32	f83v	f83	OB	2	6	6	0	qol	D1	sheol	B2	0	0
f83v.4	f83v	f83	OB	2	10	10PLUS	0	dain	B1	oly	A2	0	0
f83v.8	f83v	f83	OB	2	5	5	0	rolkeedy	C1	okchey	A2	0	0
f84v.10	f84v	f84	OB	2	7	7	0	qoteed	D1	dam	B3	0	1
f84v.18	f84v	f84	OB	2	11	10PLUS	0	dsheey	B1	koldy	A2	0	0
f84v.22	f84v	f84	OB	2	11	10PLUS	0	oshey	A1	olshdy	A2	0	0
f84v.27	f84v	f84	OB	2	6	6	0	y	A2	olkal	B2	0	0
f84v.30	f84v	f84	OB	2	6	6	0	qokey	D1	qokeoly	A2	0	0
f84v.32	f84v	f84	OB	2	7	7	0	qokedy	D1	lolor	C1	0	0
f84v.33	f84v	f84	OB	2	8	8	0	shedy	L1	olchy	A2	0	0
f84v.36	f84v	f84	OB	2	11	10PLUS	0	qokey	D1	ror	C1	0	0
f84v.37	f84v	f84	OB	2	9	9	0	chckhy	K1	dys	C2	0	0
f84v.38	f84v	f84	OB	2	8	8	0	qokchey	D1	olol	B2	0	0
f84v.39	f84v	f84	OB	2	9	9	0	lshedy	B2	soly	A2	0	0
f84v.40	f84v	f84	OB	2	8	8	0	yteedar	A2	ykaiin	G1	0	0
f84v.42	f84v	f84	OB	2	1	1	0	okar	A1	okar	C1	0	0
f84v.43	f84v	f84	OB	2	1	1	0	ydairol	A2	ydairol	B2	0	0
f84v.44	f84v	f84	OB	2	1	1	0	ychckhy	A2	ychckhy	A2	0	0
f84v.45	f84v	f84	OB	2	1	1	0	dshedy	B1	dshedy	A2	0	0
f84v.47	f84v	f84	OB	2	1	1	0	solchey	C2	solchey	A2	0	0
f84v.5	f84v	f84	OB	2	7	7	0	qokeey	D1	ry	A2	0	0
f84v.51	f84v	f84	OB	2	1	1	0	ochedy	A1	ochedy	A2	0	0
f84v.6	f84v	f84	OB	2	5	5	0	ykeedy	A2	qokeey	A2	0	0
f84v.8	f84v	f84	OB	2	6	6	0	qokedy	D1	qoky	A2	0	0
f85r1.1	f85r1	f85	OB	2	11	10PLUS	1	pdsheody	P1	shey	A2	0	0
f85r1.22	f85r1	f85	OB	2	6	6	0	ydair	A2	okedy	A2	0	0
f85r1.25	f85r1	f85	OB	2	5	5	0	schedaiir	C2	ykchedy	A2	0	0
f85r1.3	f85r1	f85	OB	2	11	10PLUS	0	tarar	Q2	otedam	B3	1	1
f85r1.8	f85r1	f85	OB	2	11	10PLUS	0	daiin	B1	oram	B3	0	1
f85r2.12	f85r2	f85	OB	2	4	4	1	otchs	A1	sorain	F1	0	0
f85r2.13	f85r2	f85	OB	2	5	5	0	or	A1	chy	A2	0	0
f85r2.17	f85r2	f85	OB	2	3	3	0	orar	A1	ain	F1	0	0
f85r2.19	f85r2	f85	OB	2	5	5	0	qokshedy	D1	chedy	A2	0	0
f85r2.2	f85r2	f85	OB	2	5	5	1	sain	C2	opchdy	A2	0	0
f85r2.23	f85r2	f85	OB	2	5	5	0	ol	A1	sheoly	A2	0	0
f85r2.3	f85r2	f85	OB	2	5	5	0	qotor	D1	ary	A2	0	0
f85r2.4	f85r2	f85	OB	2	5	5	0	dair	B1	daiin	G1	0	0
f85r2.7	f85r2	f85	OB	2	5	5	1	pchedeey	P1	fcheey	A2	0	0
f85r2.9	f85r2	f85	OB	2	6	6	0	daiin	B1	chckhey	A2	0	0
f86v3.1	f86v3	f86	OB	2	7	7	1	tchedy	Q2	qokaiin	G1	1	0
f86v3.14	f86v3	f86	OB	2	7	7	0	ar	A3	okchor	C1	0	0
f86v3.17	f86v3	f86	OB	2	6	6	0	dsheody	B1	sar	C1	0	0
f86v3.21	f86v3	f86	OB	2	9	9	0	dshedy	B1	tam	B3	0	1
f86v3.23	f86v3	f86	OB	2	8	8	1	tshedal	Q2	qotaiin	G1	1	0
f86v3.26	f86v3	f86	OB	2	9	9	0	shor	L1	aiin	G1	0	0
f86v3.27	f86v3	f86	OB	2	8	8	0	teeos	Q2	cheedaiin	G1	1	0
f86v3.29	f86v3	f86	OB	2	5	5	1	toeeedchy	Q2	ytcheodar	C1	1	0
f86v3.31	f86v3	f86	OB	2	7	7	0	tchedy	Q2	lkam	B3	1	1
f86v3.32	f86v3	f86	OB	2	6	6	0	oees	A1	cheody	A2	0	0
f86v3.36	f86v3	f86	OB	2	4	4	0	ykeeedy	A2	okeeey	A2	0	0
f86v3.7	f86v3	f86	OB	2	7	7	0	sain	C2	ytam	B3	0	1
f86v5.10	f86v5	f86	OB	2	11	10PLUS	0	ykar	A2	ytam	B3	0	1
f86v5.11	f86v5	f86	OB	2	10	10PLUS	0	taral	Q2	olkam	B3	1	1
f86v5.13	f86v5	f86	OB	2	11	10PLUS	0	daiin	B1	aiiin	H1	0	0
f86v5.21	f86v5	f86	OB	2	11	10PLUS	0	oar	A1	lkey	A2	0	0
f86v5.24	f86v5	f86	OB	2	9	9	0	oar	A1	otaiin	G1	0	0
f86v5.25	f86v5	f86	OB	2	6	6	0	sair	C2	lkesy	A2	0	0
f86v5.27	f86v5	f86	OB	2	11	10PLUS	0	pchor	P1	om	B3	0	1
f86v5.3	f86v5	f86	OB	2	9	9	0	shedy	L1	otain	F1	0	0
f86v5.31	f86v5	f86	OB	2	10	10PLUS	0	tol	Q2	ar	C1	1	0
f86v5.32	f86v5	f86	OB	2	12	10PLUS	0	dshey	B1	aiin	G1	0	0
f86v5.34	f86v5	f86	OB	2	9	9	0	oteey	A1	aiin	G1	0	0
f86v5.36	f86v5	f86	OB	2	9	9	0	shody	L1	dam	B3	0	1
f86v5.39	f86v5	f86	OB	2	5	5	0	yteody	A2	dy	A2	0	0
f86v5.5	f86v5	f86	OB	2	11	10PLUS	0	daiin	B1	okary	A2	0	0
f86v5.7	f86v5	f86	OB	2	9	9	1	pdaiin	P1	fchcfhy	A2	0	0
f86v6.27	f86v6	f86	OB	2	12	10PLUS	0	alshdr	A3	ramshy	A2	0	0
f86v6.41	f86v6	f86	OB	2	9	9	0	qokaiin	D1	ytody	A2	0	0
f86v6.42	f86v6	f86	OB	2	10	10PLUS	0	otaiin	A1	qokain	F1	0	0
f86v6.43	f86v6	f86	OB	2	9	9	0	qokaiin	D1	okan	E2	0	0
f86v6.9	f86v6	f86	OB	2	11	10PLUS	0	dshor	B1	aiin	G1	0	0
f1r.20	f1r	f1	OA	1	5	5	0	shok	L1	ckhey	A2	0	0
f1r.21	f1r	f1	OA	1	2	2	0	otol	A1	daiiin	H1	0	0
f1r.28	f1r	f1	OA	1	1	1	0	dchaiin	B1	dchaiin	G1	0	0
f1r.6	f1r	f1	OA	1	1	1	0	ydaraishy	A2	ydaraishy	A2	0	0
f1r.9	f1r	f1	OA	1	4	4	0	daiin	B1	shody	A2	0	0
f100r.25	f100r	f100	OA	1	10	10PLUS	0	sheor	L1	okeol	B2	0	0
f100r.27	f100r	f100	OA	1	5	5	0	chol	K1	otolchey	A2	0	0
f100v.21	f100v	f100	OA	1	10	10PLUS	0	soral	C2	orey	A2	0	0
f100v.22	f100v	f100	OA	1	3	3	0	daiin	B1	chory	A2	0	0
f102r1.11	f102r1	f102	OA	1	8	8	0	dcheo	B1	oleeol	B2	0	0
f102r1.17	f102r1	f102	OA	1	6	6	0	ydar	A2	oly	A2	0	0
f102r1.3	f102r1	f102	OA	1	7	7	1	polaiin	P1	sholdaiin	G1	0	0
f102r1.5	f102r1	f102	OA	1	10	10PLUS	0	ytol	A2	dain	F1	0	0
f102r1.8	f102r1	f102	OA	1	8	8	1	pshodaiin	P1	doly	A2	0	0
f102v1.24	f102v1	f102	OA	1	4	4	0	ysaiin	A2	cheol	B2	0	0
f102v2.39	f102v2	f102	OA	1	4	4	0	yotaiin	A2	orain	F1	0	0
f58r.12	f58r	f58	OA	3	9	9	0	shoar	L1	shar	C1	0	0
f58r.13	f58r	f58	OA	3	10	10PLUS	0	ytar	A2	oly	A2	0	0
f58r.18	f58r	f58	OA	3	10	10PLUS	0	darar	B1	otal	B2	0	0
f58r.25	f58r	f58	OA	3	7	7	0	oar	A1	aldar	C1	0	0
f58r.28	f58r	f58	OA	3	9	9	0	yshealkair	A2	okalody	A2	0	0
f58r.3	f58r	f58	OA	3	8	8	0	ykechod	A2	s	C2	0	0
f58r.30	f58r	f58	OA	3	10	10PLUS	0	ytor	A2	otaldy	A2	0	0
f58r.33	f58r	f58	OA	3	8	8	0	schocthhy	C2	dy	A2	0	0
f58r.36	f58r	f58	OA	3	7	7	0	skaiin	C2	shoekar	C1	0	0
f58r.39	f58r	f58	OA	3	9	9	0	dtshol	B1	dalam	B3	0	1
f58r.7	f58r	f58	OA	3	10	10PLUS	0	saiin	C2	tchy	A2	0	0
f58v.12	f58v	f58	OA	3	10	10PLUS	0	oreeey	A1	cfhy	A2	0	0
f58v.18	f58v	f58	OA	3	10	10PLUS	0	taiin	Q2	aral	B2	1	0
f58v.22	f58v	f58	OA	3	3	3	0	okar	A1	shekealy	A2	0	0
f58v.32	f58v	f58	OA	3	10	10PLUS	0	psheey	P1	olchedy	A2	0	0
f58v.37	f58v	f58	OA	3	9	9	0	olkeey	A1	dalar	C1	0	0
f58v.7	f58v	f58	OA	3	10	10PLUS	0	y	A2	cheky	A2	0	0
f58v.8	f58v	f58	OA	3	11	10PLUS	0	taiin	Q2	dam	B3	1	1
f58v.9	f58v	f58	OA	3	8	8	0	salal	C2	olaly	A2	0	0
f88r.22	f88r	f88	OA	1	6	6	0	ychey	A2	chorcholsal	B2	0	0
f88r.28	f88r	f88	OA	1	10	10PLUS	0	ykar	A2	alsy	A2	0	0
f88r.30	f88r	f88	OA	1	7	7	0	ykeeey	A2	ofal	B2	0	0
f88r.31	f88r	f88	OA	1	6	6	0	dar	B1	cheom	B3	0	1
f88r.9	f88r	f88	OA	1	11	10PLUS	0	oain	A1	cheody	A2	0	0
f88v.10	f88v	f88	OA	1	4	4	0	dar	B1	daraly	A2	0	0
f88v.16	f88v	f88	OA	1	9	9	0	ysheod	A2	dal	B2	0	0
f88v.26	f88v	f88	OA	1	4	4	0	saiin	C2	shy	A2	0	0
f88v.8	f88v	f88	OA	1	9	9	0	qoaiin	D1	cheokam	B3	0	1
f89r1.10	f89r1	f89	OA	1	10	10PLUS	0	tdain	Q2	daiin	G1	1	0
f89r1.6	f89r1	f89	OA	1	10	10PLUS	1	qoar	D1	oldain	F1	0	0
f89r1.7	f89r1	f89	OA	1	9	9	0	dshody	B1	dal	B2	0	0
f89r1.8	f89r1	f89	OA	1	9	9	0	qokeol	D1	dam	B3	0	1
f89v1.12	f89v1	f89	OA	1	2	2	0	qokar	D1	odaiin	G1	0	0
f89v1.15	f89v1	f89	OA	1	10	10PLUS	0	dcheocy	B1	ochy	A2	0	0
f89v1.6	f89v1	f89	OA	1	10	10PLUS	0	dor	B1	cthol	B2	0	0
f99r.18	f99r	f99	OA	1	10	10PLUS	0	qokeor	D1	ckhy	A2	0	0
f99r.30	f99r	f99	OA	1	9	9	0	tol	Q2	qokold	B1	1	0
f99r.31	f99r	f99	OA	1	7	7	0	chees	K1	okeol	B2	0	0
f99r.50	f99r	f99	OA	1	9	9	0	qokeeo	D1	al	B2	0	0
f99v.21	f99v	f99	OA	1	10	10PLUS	1	doror	B1	qoetal	B2	0	0
f99v.23	f99v	f99	OA	1	9	9	0	qokeey	D1	qokeechom	B3	0	1
f99v.40	f99v	f99	OA	1	7	7	0	or	A1	olaldy	A2	0	0
f99v.43	f99v	f99	OA	1	2	2	0	ychol	A2	olkeeoldy	A2	0	0
