physical_page	page_model	clause_id	start_event	end_event	events	natural_process_summary_de
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C197	P912-E1188	P912-E1194	7	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ausführen, 2× einsetzen, 2× umsetzen, 1× entnehmen, 1× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C198	P912-E1195	P912-E1203	9	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ausführen, 3× umsetzen, 2× ansetzen, 1× entnehmen, 1× einstellen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Auszug. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C199	P912-E1204	P912-E1204	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C200	P912-E1205	P912-E1205	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C201	P912-E1206	P912-E1218	13	An der gezeigten Bad- oder Arbeitsstation stehen 10 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 4× ansetzen, 2× umsetzen, 1× halten, 1× auswählen, 1× kennzeichnen, 1× entnehmen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind länger, vollständig. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C202	P912-E1219	P912-E1219	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C203	P912-E1220	P912-E1220	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C204	P912-E1221	P912-E1221	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C205	P912-E1222	P912-E1222	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C206	P912-E1223	P912-E1229	7	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× zugeben, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C207	P912-E1230	P912-E1230	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C208	P912-E1231	P912-E1231	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C209	P912-E1232	P912-E1241	10	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× halten, 2× kennzeichnen, 1× auswählen. Als Einsatzgrößen erscheinen Ansatz, Sollmaß. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C210	P912-E1242	P912-E1245	4	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× umsetzen. Die notierten Wirkstufen sind kurz, länger, vollständig. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C211	P912-E1246	P912-E1247	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen, 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C212	P912-E1248	P912-E1251	4	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× kennzeichnen, 1× entnehmen, 1× einsetzen, 1× umsetzen, 1× absetzen. Als Einsatzgrößen erscheinen Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C213	P912-E1252	P912-E1252	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C214	P912-E1253	P912-E1264	12	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 4× ansetzen, 1× umsetzen, 1× zugeben, 1× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C215	P912-E1265	P912-E1267	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× entnehmen, 1× einsetzen, 1× ausführen, 1× auswählen, 1× spülen, 1× ansetzen. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C216	P912-E1268	P912-E1269	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umleiten, 1× absetzen. Der Gang führt über Ziel- oder Anschlussstelle. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C217	P912-E1270	P912-E1273	4	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× zugeben, 1× halten, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz, vollständig. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C218	P912-E1274	P912-E1277	4	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× zugeben. Als Einsatzgrößen erscheinen Auszug, Sollmaß. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C219	P912-E1278	P912-E1300	23	An der gezeigten Bad- oder Arbeitsstation stehen 15 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 6× ansetzen, 3× halten, 2× auswählen, 2× kennzeichnen, 1× spülen, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Auszug, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz, länger, vollständig. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C220	P912-E1301	P912-E1301	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C221	P912-E1302	P912-E1303	2	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C222	P912-E1304	P912-E1312	9	An der gezeigten Bad- oder Arbeitsstation stehen 9 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ansetzen, 2× kennzeichnen, 1× entnehmen, 1× ausführen, 1× auswählen, 1× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C223	P912-E1313	P912-E1314	2	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ausführen, 1× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C224	P912-E1315	P912-E1316	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× halten. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C225	P912-E1317	P912-E1319	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen, 1× ausführen, 1× umsetzen. Der Gang führt über weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C226	P912-E1320	P912-E1324	5	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× halten, 1× kennzeichnen, 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C227	P912-E1325	P912-E1332	8	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 2× ansetzen, 1× entnehmen, 1× auswählen, 1× einsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C228	P912-E1333	P912-E1334	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× kennzeichnen, 1× halten. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C229	P912-E1335	P912-E1335	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C230	P912-E1336	P912-E1336	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× kennzeichnen, 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C231	P912-E1337	P912-E1337	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C232	P912-E1338	P912-E1338	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C233	P912-E1339	P912-E1339	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ausführen, 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C234	P912-E1340	P912-E1341	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× ausführen, 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C235	P912-E1342	P912-E1342	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C236	P912-E1343	P912-E1351	9	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× entnehmen, 1× bereitstellen, 1× ansetzen, 1× halten, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C237	P912-E1352	P912-E1352	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C238	P912-E1353	P912-E1353	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C239	P912-E1354	P912-E1356	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× kennzeichnen, 1× umsetzen, 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C240	P912-E1357	P912-E1363	7	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× kennzeichnen, 1× absetzen. Als Einsatzgrößen erscheinen Auszug, Sollmaß. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C241	P912-E1364	P912-E1365	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× spülen. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C242	P912-E1366	P912-E1366	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C243	P912-E1367	P912-E1371	5	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× kennzeichnen, 1× halten, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Auszug. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f82r	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P915-C244	P912-E1372	P912-E1391	20	An der gezeigten Bad- oder Arbeitsstation stehen 13 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× entnehmen, 3× kennzeichnen, 1× ansetzen, 1× umsetzen, 1× einstellen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Auszug, Sollmaß, Portion. Der Gang führt über weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz, länger. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C245	P912-E1404	P912-E1406	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 2× einsetzen, 1× einstellen, 1× ausführen. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C246	P912-E1407	P912-E1409	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× einsetzen, 1× entnehmen, 1× umsetzen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C247	P912-E1410	P912-E1417	8	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× halten, 1× ausführen, 1× einsetzen, 1× umsetzen, 1× ansetzen, 1× entnehmen. Als Einsatzgrößen erscheinen Sollmaß. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C248	P912-E1418	P912-E1422	5	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× kennzeichnen, 1× entnehmen, 1× auswählen, 1× umsetzen, 1× auffangen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C249	P912-E1423	P912-E1424	2	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× behandeln. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C250	P912-E1425	P912-E1428	4	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Als Einsatzgrößen erscheinen Sollmaß. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C251	P912-E1429	P912-E1432	4	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C252	P912-E1433	P912-E1434	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen, 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C253	P912-E1435	P912-E1438	4	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× behandeln, 1× halten, 1× einstellen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C254	P912-E1439	P912-E1446	8	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× entnehmen, 1× zugeben, 1× umsetzen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C255	P912-E1447	P912-E1449	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× kennzeichnen, 1× umsetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C256	P912-E1450	P912-E1451	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ausführen, 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C257	P912-E1452	P912-E1454	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 1× ansetzen. Der Gang führt über Ziel- oder Anschlussstelle. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C258	P912-E1455	P912-E1457	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× umsetzen. Als Einsatzgrößen erscheinen Sollmaß. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C259	P912-E1458	P912-E1458	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f83r	VARIANTENREGISTER_FUER_UMSETZEN_UND_ABSETZEN	P915-C260	P912-E1459	P912-E1467	9	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ansetzen, 1× auswählen, 1× absetzen, 1× spülen, 1× ausführen, 1× kennzeichnen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz, länger, vollständig. Danach wird der Arbeitsschritt geschlossen.
