action_provenance_ordinal	event_id	statement_id	physical_page	register	surface	recipe	inherited_action_root	inherited_action_value_de	action_source_type	action_source_event_id	source_card_distance	gdt539_pointer_match	resolved_microphrase_de	provenance_status
266	G407-E2054	G407-S246	f76r	BIOLOGICAL	olain	OL+AIN	P	EINSETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2051	3	NOT_STORED	Weiter: setze den Anteil ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
267	G407-E2059	G407-S246	f76r	BIOLOGICAL	qoloin	OL+O+IIN	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2057	2	NOT_STORED	Weiter: setze die Einheit; zur Ausführung; auf der Stufe.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
268	G407-E2067	G407-S247	f76r	BIOLOGICAL	qolal	OL+AL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2065	2	NOT_STORED	Weiter: gib den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
269	G407-E2077	G407-S249	f76r	BIOLOGICAL	qolain	OL+AIN	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: bearbeite den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
270	G407-E2085	G407-S249	f76r	BIOLOGICAL	oly	OL+Y	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2082	3	NOT_STORED	Weiter: nimm den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
271	G407-E2090	G407-S250	f76r	BIOLOGICAL	ol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2089	1	NOT_STORED	Weiter: nimm den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
272	G407-E2151	G407-S259	f76r	BIOLOGICAL	lol	L+OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2150	1	NOT_STORED	Weiter: halte den Posten; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
273	G407-E2153	G407-S259	f76r	BIOLOGICAL	ol	OL	R	MARKIEREN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2152	1	NOT_STORED	Weiter: markiere den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
274	G407-E2158	G407-S259	f76r	BIOLOGICAL	qoolkal	OL+AL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2157	1	NOT_STORED	Weiter: halte den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
275	G407-E2167	G407-S262	f76r	BIOLOGICAL	oly	OL+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2166	1	NOT_STORED	Weiter: wähle den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
276	G407-E2175	G407-S263	f76r	BIOLOGICAL	otar	OT+AR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2174	1	NOT_STORED	Danach: nimm den Posten; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
277	G407-E2177	G407-S263	f76r	BIOLOGICAL	qol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2176	1	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
278	G407-E2185	G407-S264	f76r	BIOLOGICAL	chol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2184	1	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
279	G407-E2188	G407-S264	f76r	BIOLOGICAL	ol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2186	2	NOT_STORED	Weiter: bearbeite die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
280	G407-E2190	G407-S264	f76r	BIOLOGICAL	chol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2186	4	NOT_STORED	Weiter: bearbeite die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
281	G407-E2194	G407-S264	f76r	BIOLOGICAL	oly	OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2191	3	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
282	G407-E2207	G407-S270	f76r	BIOLOGICAL	oty	OT+Y	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
283	G407-E2211	G407-S271	f76r	BIOLOGICAL	qolchey	OL+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2210	1	NOT_STORED	Weiter: stelle den Posten ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
284	G407-E2221	G407-S272	f76r	BIOLOGICAL	oty	OT+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2220	1	NOT_STORED	Danach: wähle den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
285	G407-E2230	G407-S274	f76r	BIOLOGICAL	otedy	OT+E+DY	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2229	1	NOT_STORED	Danach: gib den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
286	G407-E2243	G407-S277	f76r	BIOLOGICAL	qolain	OL+AIN	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: bearbeite den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
287	G407-E2244	G407-S277	f76r	BIOLOGICAL	qotal	OT+AL	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: bearbeite den Anteil; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
288	G407-E2248	G407-S278	f76r	BIOLOGICAL	otalam	OT+AL+AM_ADDR	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2247	1	NOT_STORED	Danach: stelle den Posten ein; zum Zielort; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
289	G407-E2254	G407-S278	f76r	BIOLOGICAL	chol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2253	1	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
290	G407-E2255	G407-S278	f76r	BIOLOGICAL	oly	OL+Y	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2253	2	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
291	G407-E2257	G407-S278	f76r	BIOLOGICAL	lol	L+OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2256	1	NOT_STORED	Weiter: nimm den Posten; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
292	G407-E2261	G407-S279	f76r	BIOLOGICAL	qoty	OT+Y	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2260	1	NOT_STORED	Danach: gib den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
293	G407-E2263	G407-S279	f76r	BIOLOGICAL	alol	AL+OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2262	1	NOT_STORED	Weiter: gib den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
294	G407-E2265	G407-S279	f76r	BIOLOGICAL	ol	OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2264	1	NOT_STORED	Weiter: gib den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
295	G407-E2267	G407-S280	f76r	BIOLOGICAL	otain	OT+AIN	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
296	G407-E2287	G407-S284	f76r	BIOLOGICAL	otedy	OT+E+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Anteil; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
297	G407-E2293	G407-S287	f76r	BIOLOGICAL	otarain	OT+AIN	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2292	1	NOT_STORED	Danach: bearbeite den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
298	G407-E2302	G407-S287	f76r	BIOLOGICAL	otedy	OT+E+DY	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2301	1	NOT_STORED	Danach: halte den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
299	G407-E2303	G407-S288	f76r	BIOLOGICAL	olain	OL+AIN	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
300	G407-E2311	G407-S288	f76r	BIOLOGICAL	oteedy	OT+EE+DY	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2310	1	NOT_STORED	Danach: stelle den Anteil ein; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
301	G407-E2316	G407-S290	f76r	BIOLOGICAL	olaiin	OL+AIIN	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2315	1	NOT_STORED	Weiter: wähle den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
302	G407-E2329	G407-S291	f76r	BIOLOGICAL	dol	D_ADDR+OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2328	1	NOT_STORED	Weiter: wähle den Posten; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
303	G407-E2333	G407-S292	f76r	BIOLOGICAL	otal	OT+AL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2332	1	NOT_STORED	Danach: setze den Wert; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
304	G407-E2345	G407-S295	f76r	BIOLOGICAL	rorol	L+OL+OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2344	1	NOT_STORED	Weiter: bearbeite den Posten; über die Verbindung; nochmals weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
305	G407-E2354	G407-S301	f76r	BIOLOGICAL	otain	OT+AIN	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
306	G407-E2356	G407-S301	f76r	BIOLOGICAL	qol	OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2355	1	NOT_STORED	Weiter: wähle den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
307	G407-E2358	G407-S302	f76r	BIOLOGICAL	ol	OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
308	G407-E2362	G407-S303	f76r	BIOLOGICAL	qoteedy	OT+EE+DY	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte die Einheit; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
309	G407-E2369	G407-S305	f76r	BIOLOGICAL	qolaiin	OL+AIIN	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2368	1	NOT_STORED	Weiter: bearbeite den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
310	G407-E2374	G407-S307	f76r	BIOLOGICAL	choly	OL+Y	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
311	G407-E2388	G407-S309	f76r	BIOLOGICAL	ol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2387	1	NOT_STORED	Weiter: setze den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
312	G407-E2394	G407-S311	f77r	BIOLOGICAL	ol	OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2393	1	NOT_STORED	Weiter: wähle.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
313	G407-E2401	G407-S312	f77r	BIOLOGICAL	loly	L+OL+Y	K	GEBEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: gib den Posten; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
314	G407-E2405	G407-S312	f77r	BIOLOGICAL	qotaiin	OT+AIIN	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2404	1	NOT_STORED	Danach: halte den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
315	G407-E2406	G407-S312	f77r	BIOLOGICAL	qotedy	OT+E+DY	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2404	2	NOT_STORED	Danach: halte den Wert; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
316	G407-E2412	G407-S313	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2411	1	NOT_STORED	Danach: wähle den Posten; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
317	G407-E2415	G407-S315	f77r	BIOLOGICAL	chol	OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
318	G407-E2419	G407-S317	f77r	BIOLOGICAL	oteedy	OT+EE+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
319	G407-E2422	G407-S319	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	T	EINSTELLEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: stelle den Posten ein; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
320	G407-E2423	G407-S320	f77r	BIOLOGICAL	qodeedy	O+D_ADDR+EE+DY	T	EINSTELLEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Stelle den Posten ein; zur Ausführung; hier; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
321	G407-E2430	G407-S322	f77r	BIOLOGICAL	qol	OL	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
322	G407-E2437	G407-S325	f77r	BIOLOGICAL	qolal	OL+AL	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
323	G407-E2442	G407-S325	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2441	1	NOT_STORED	Danach: halte den Anteil; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
324	G407-E2446	G407-S328	f77r	BIOLOGICAL	qotedy	OT+E+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Wert; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
325	G407-E2449	G407-S331	f77r	BIOLOGICAL	qotol	OT+OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte den Wert; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
326	G407-E2456	G407-S333	f77r	BIOLOGICAL	lol	L+OL	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: bearbeite den Posten; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
327	G407-E2458	G407-S334	f77r	BIOLOGICAL	qotaiin	OT+AIIN	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
328	G407-E2464	G407-S337	f77r	BIOLOGICAL	lol	L+OL	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Wert; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
329	G407-E2465	G407-S337	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Wert; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
330	G407-E2466	G407-S338	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Wert; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
331	G407-E2473	G407-S341	f77r	BIOLOGICAL	lol	L+OL	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Posten; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
332	G407-E2482	G407-S342	f77r	BIOLOGICAL	qol	OL	K	GEBEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: gib die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
333	G407-E2484	G407-S342	f77r	BIOLOGICAL	qotaiin	OT+AIIN	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2483	1	NOT_STORED	Danach: nimm den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
334	G407-E2494	G407-S345	f77r	BIOLOGICAL	qotain	OT+AIN	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2491	3	NOT_STORED	Danach: setze den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
335	G407-E2497	G407-S346	f77r	BIOLOGICAL	qoteey	OT+EE+Y	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; auf Grad II.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
336	G407-E2500	G407-S346	f77r	BIOLOGICAL	qotedy	OT+E+DY	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2499	1	NOT_STORED	Danach: halte den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
337	G407-E2509	G407-S351	f77r	BIOLOGICAL	olaiiny	OL+AIIN+Y	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2508	1	NOT_STORED	Weiter: halte den Wert und den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
338	G407-E2510	G407-S351	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2508	2	NOT_STORED	Danach: halte den Posten; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
339	G407-E2529	G407-S357	f77r	BIOLOGICAL	dol	D_ADDR+OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2527	2	NOT_STORED	Weiter: setze den Wert; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
340	G407-E2535	G407-S357	f77r	BIOLOGICAL	otedy	OT+E+DY	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2534	1	NOT_STORED	Danach: nimm den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
341	G407-E2543	G407-S359	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2541	2	NOT_STORED	Danach: bearbeite die Einheit; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
342	G407-E2554	G407-S364	f77r	BIOLOGICAL	qotedy	OT+E+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Wert; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
343	G407-E2555	G407-S365	f77r	BIOLOGICAL	olchey	OL+Y	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
344	G407-E2556	G407-S365	f77r	BIOLOGICAL	qotey	OT+E+Y	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; auf Grad I.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
345	G407-E2565	G407-S368	f77r	BIOLOGICAL	qotal	OT+AL	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Wert; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
346	G407-E2572	G407-S368	f77r	BIOLOGICAL	lol	L+OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2571	1	NOT_STORED	Weiter: gib den Posten; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
347	G407-E2576	G407-S368	f77r	BIOLOGICAL	qotedy	OT+E+DY	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2575	1	NOT_STORED	Danach: setze den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
348	G407-E2577	G407-S369	f77r	BIOLOGICAL	qotedy	OT+E+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
349	G407-E2578	G407-S370	f77r	BIOLOGICAL	qotary	OT+AR+Y	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
350	G407-E2582	G407-S370	f77r	BIOLOGICAL	ol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2581	1	NOT_STORED	Weiter: nimm den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
